Date,Adj Close_INTELLECT.NS,Close_INTELLECT.NS,High_INTELLECT.NS,Low_INTELLECT.NS,Open_INTELLECT.NS,Volume_INTELLECT.NS,Date
2020-07-13,126.36181640625,127.75,129.5,115.5999984741211,116.0,1035659,2020-07-13
2020-07-20,148.37002563476562,150.0,162.89999389648438,128.0500030517578,128.85000610351562,1674110,2020-07-20
2020-07-27,158.11302185058594,159.85000610351562,163.89999389648438,136.14999389648438,148.0,1589489,2020-07-27
2020-08-03,180.07177734375,182.0500030517578,182.0500030517578,155.3000030517578,161.10000610351562,2132510,2020-08-03
2020-08-10,185.75929260253906,187.8000030517578,199.0,179.0,190.0,1481658,2020-08-10
2020-08-17,185.16580200195312,187.1999969482422,194.9499969482422,184.1999969482422,185.4499969482422,567382,2020-08-17
2020-08-24,199.55770874023438,201.75,201.75,178.0500030517578,185.6999969482422,2742768,2020-08-24
2020-08-31,185.01744079589844,187.0500030517578,211.8000030517578,181.8000030517578,209.0,2228772,2020-08-31
2020-09-07,192.38648986816406,194.5,196.5,181.39999389648438,183.3000030517578,906728,2020-09-07
2020-09-14,211.0811004638672,213.39999389648438,223.6999969482422,196.0,199.5,2138356,2020-09-14
2020-09-21,202.97019958496094,205.1999969482422,218.0,195.25,217.9499969482422,1003786,2020-09-21
2020-09-28,231.8529052734375,234.39999389648438,234.39999389648438,204.5,209.6999969482422,1371334,2020-09-28
2020-10-05,237.09532165527344,239.6999969482422,256.8999938964844,225.0500030517578,239.0,2180345,2020-10-05
2020-10-12,233.4849853515625,236.0500030517578,246.5500030517578,219.0,241.39999389648438,1001728,2020-10-12
2020-10-19,242.486083984375,245.14999389648438,259.3999938964844,233.0500030517578,236.10000610351562,1360138,2020-10-19
2020-10-26,236.10618591308594,238.6999969482422,248.5,230.0,247.0,1259112,2020-10-26
2020-11-02,236.3040008544922,238.89999389648438,247.35000610351562,229.4499969482422,247.35000610351562,1067686,2020-11-02
2020-11-09,254.05897521972656,256.8500061035156,265.20001220703125,227.35000610351562,239.0,1747251,2020-11-09
2020-11-16,254.2073211669922,257.0,270.0,252.0,252.3000030517578,1178608,2020-11-16
2020-11-23,269.7861633300781,272.75,282.0,256.95001220703125,258.29998779296875,1491516,2020-11-23
2020-11-30,287.1949157714844,290.3500061035156,292.0,272.75,272.75,1032052,2020-11-30
2020-12-07,283.33734130859375,286.45001220703125,296.5,273.8500061035156,293.04998779296875,777642,2020-12-07
2020-12-14,292.5362243652344,295.75,330.6000061035156,286.0,286.0,2387110,2020-12-14
2020-12-21,300.6966247558594,304.0,316.6499938964844,280.5,298.0,1499235,2020-12-21
2020-12-28,306.0379333496094,309.3999938964844,330.0,303.8999938964844,306.0,1247609,2020-12-28
2021-01-04,344.564697265625,348.3500061035156,357.0,306.1499938964844,314.70001220703125,2767656,2021-01-04
2021-01-11,330.8652038574219,334.5,364.20001220703125,314.0,353.0,1736341,2021-01-11
2021-01-18,313.7037048339844,317.1499938964844,338.20001220703125,313.79998779296875,336.0,1283733,2021-01-18
2021-01-25,325.3260192871094,328.8999938964844,334.5,311.75,320.1000061035156,819906,2021-01-25
2021-02-01,445.2090148925781,450.1000061035156,459.0,323.5,329.8999938964844,4256530,2021-02-01
2021-02-08,441.30194091796875,446.1499938964844,502.29998779296875,433.0,453.70001220703125,4459117,2021-02-08
2021-02-15,428.5421142578125,433.25,454.8999938964844,424.75,451.70001220703125,1510967,2021-02-15
2021-02-22,429.33343505859375,434.04998779296875,461.54998779296875,431.29998779296875,437.20001220703125,2419515,2021-02-22
2021-03-01,455.59490966796875,460.6000061035156,494.70001220703125,421.45001220703125,436.0,3764461,2021-03-01
2021-03-08,492.637939453125,498.04998779296875,509.0,460.1000061035156,461.8999938964844,2069383,2021-03-08
2021-03-15,665.983642578125,673.2999877929688,694.0,501.25,502.0,14473805,2021-03-15
2021-03-22,616.6259155273438,623.4000244140625,732.0,588.0,699.0,6667377,2021-03-22
2021-03-29,722.809326171875,730.75,773.7999877929688,623.4000244140625,623.4000244140625,4255342,2021-03-29
2021-04-05,700.4549560546875,708.1500244140625,749.9000244140625,683.7000122070312,729.9000244140625,2164617,2021-04-05
2021-04-12,679.6832275390625,687.1500244140625,724.0,635.0,695.0,2032576,2021-04-12
2021-04-19,707.8734130859375,715.6500244140625,741.0,657.7999877929688,665.0,1677548,2021-04-19
2021-04-26,673.8966674804688,681.2999877929688,748.0,677.75,724.9500122070312,1518246,2021-04-26
2021-05-03,787.201904296875,795.8499755859375,825.0,669.0499877929688,679.0,4472781,2021-05-03
2021-05-10,711.9783325195312,719.7999877929688,848.5,686.0,804.0,4024086,2021-05-10
2021-05-17,753.3735961914062,761.6500244140625,772.5,710.0499877929688,725.7000122070312,2120012,2021-05-17
2021-05-24,757.2806396484375,765.5999755859375,794.0,727.25,766.9000244140625,3160670,2021-05-24
2021-05-31,727.4088745117188,735.4000244140625,782.7000122070312,730.0,772.0,1397564,2021-05-31
2021-06-07,759.1600341796875,767.5,784.0,722.0,745.0,2282702,2021-06-07
2021-06-14,733.1952514648438,741.25,814.0,714.4500122070312,765.0,2298467,2021-06-14
2021-06-21,730.27734375,738.2999877929688,760.0,719.0999755859375,719.0999755859375,1161761,2021-06-21
2021-06-28,730.27734375,738.2999877929688,749.9500122070312,710.2000122070312,741.0,1751684,2021-06-28
2021-07-05,704.95556640625,712.7000122070312,744.8499755859375,699.6500244140625,740.6500244140625,1359926,2021-07-05
2021-07-12,768.5568237304688,777.0,810.0,704.0,718.0,3282666,2021-07-12
2021-07-19,844.2750244140625,853.5499877929688,871.0,745.75,767.9000244140625,4683829,2021-07-19
2021-07-26,739.4762573242188,747.5999755859375,892.0,695.0499877929688,855.7000122070312,5797253,2021-07-26
2021-08-02,712.9674682617188,720.7999877929688,764.7000122070312,715.0,758.0,1311744,2021-08-02
2021-08-09,660.988525390625,668.25,723.4000244140625,588.8499755859375,708.0,4834285,2021-08-09
2021-08-16,615.1422119140625,621.9000244140625,688.0,616.0,655.0,1083008,2021-08-16
2021-08-23,645.0635375976562,652.1500244140625,670.0,577.4500122070312,633.0,1703274,2021-08-23
2021-08-30,643.1841430664062,650.25,666.9000244140625,641.8499755859375,653.0,922766,2021-08-30
2021-09-06,625.0335693359375,631.9000244140625,659.5999755859375,625.0,654.7999877929688,592612,2021-09-06
2021-09-13,670.2369384765625,677.5999755859375,708.0,627.0,636.0,1992018,2021-09-13
2021-09-20,678.743408203125,686.2000122070312,717.0499877929688,642.6500244140625,676.9000244140625,1673698,2021-09-20
2021-09-27,691.5032348632812,699.0999755859375,729.7000122070312,695.5999755859375,696.7999877929688,1934136,2021-09-27
2021-10-04,682.2054443359375,689.7000122070312,710.75,671.0499877929688,706.0,987276,2021-10-04
2021-10-11,698.625,706.2999877929688,720.0,685.2000122070312,690.0999755859375,1454898,2021-10-11
2021-10-18,663.1646118164062,670.4500122070312,720.0,656.4500122070312,710.9000244140625,1280520,2021-10-18
2021-10-25,647.5363159179688,654.6500244140625,686.75,645.0499877929688,675.6500244140625,1747457,2021-10-25
2021-11-01,695.5587768554688,703.2000122070312,719.9000244140625,656.0,660.0,1456190,2021-11-01
2021-11-08,717.8636474609375,725.75,760.4000244140625,685.0,711.0,3122961,2021-11-08
2021-11-15,665.884765625,673.2000122070312,733.7000122070312,661.0999755859375,729.9000244140625,1282460,2021-11-15
2021-11-22,645.2612915039062,652.3499755859375,689.0,631.75,671.8499755859375,1029692,2021-11-22
2021-11-29,644.3215942382812,651.4000244140625,659.5,603.7000122070312,641.0,1489893,2021-11-29
2021-12-06,690.0195922851562,697.5999755859375,708.75,636.75,646.0,1078257,2021-12-06
2021-12-13,671.8689575195312,679.25,723.6500244140625,662.0,700.0999755859375,1811929,2021-12-13
2021-12-20,662.966796875,670.25,683.7000122070312,639.5499877929688,680.0,926704,2021-12-20
2021-12-27,734.1843872070312,742.25,786.0,657.0499877929688,667.0,4255451,2021-12-27
2022-01-03,704.1642456054688,711.9000244140625,752.9000244140625,703.0,744.5999755859375,1477556,2022-01-03
2022-01-10,738.9322509765625,747.0499877929688,775.0,714.8499755859375,717.25,1997714,2022-01-10
2022-01-17,743.38330078125,751.5499877929688,805.0999755859375,741.0,749.7999877929688,2500286,2022-01-17
2022-01-24,747.7849731445312,756.0,779.0,666.0999755859375,736.0,2392805,2022-01-24
2022-01-31,733.2941284179688,741.3499755859375,798.0,738.0,763.0,2085548,2022-01-31
2022-02-07,677.8532104492188,685.2999877929688,746.7000122070312,682.2000122070312,746.7000122070312,1956769,2022-02-07
2022-02-14,673.7483520507812,681.1500244140625,699.1500244140625,627.9000244140625,671.0,2079192,2022-02-14
2022-02-21,637.8922729492188,644.9000244140625,680.0,616.25,680.0,1708728,2022-02-21
2022-02-28,671.6217041015625,679.0,691.9000244140625,631.25,644.9000244140625,2168517,2022-02-28
2022-03-07,729.8322143554688,737.8499755859375,747.25,653.0999755859375,660.0499877929688,2381091,2022-03-07
2022-03-14,758.7149658203125,767.0499877929688,779.25,708.75,744.8499755859375,2241403,2022-03-14
2022-03-21,849.4679565429688,858.7999877929688,883.4000244140625,766.25,774.0,6743942,2022-03-21
2022-03-28,900.111572265625,910.0,951.0,833.2999877929688,865.0,5681015,2022-03-28
2022-04-04,947.095458984375,957.5,986.6500244140625,912.1500244140625,917.7000122070312,3376220,2022-04-04
2022-04-11,903.1779174804688,913.0999755859375,964.0,901.25,963.4000244140625,1417455,2022-04-11
2022-04-18,806.8362426757812,815.7000122070312,895.7000122070312,811.7999877929688,895.0,2103459,2022-04-18
2022-04-25,782.206787109375,790.7999877929688,852.0,785.0,805.0499877929688,2553866,2022-04-25
2022-05-02,670.978759765625,678.3499755859375,807.0,661.25,776.0499877929688,3485239,2022-05-02
2022-05-09,565.4876708984375,571.7000122070312,675.0,562.6500244140625,674.9000244140625,4475306,2022-05-09
2022-05-16,620.038330078125,626.8499755859375,663.3499755859375,564.0,574.5999755859375,4711599,2022-05-16
2022-05-23,616.5269775390625,623.2999877929688,658.0,580.8499755859375,625.0,2237879,2022-05-23
2022-05-30,672.61083984375,680.0,719.0,630.5999755859375,634.75,4517201,2022-05-30
2022-06-06,639.0297241210938,646.0499877929688,683.7999877929688,643.0,680.0,1476797,2022-06-06
2022-06-13,622.2144775390625,629.0499877929688,636.8499755859375,584.6500244140625,628.0,2258277,2022-06-13
2022-06-20,634.5291748046875,641.5,662.4000244140625,602.0,631.0,2063366,2022-06-20
2022-06-27,646.9922485351562,654.0999755859375,671.6500244140625,623.3499755859375,648.6500244140625,1453055,2022-06-27
2022-07-04,660.2467041015625,667.5,688.4000244140625,641.6500244140625,654.0,1737809,2022-07-04
2022-07-11,659.5542602539062,666.7999877929688,700.3499755859375,650.5,669.6500244140625,1567799,2022-07-11
2022-07-18,682.6505737304688,690.1500244140625,714.6500244140625,662.0,674.0,1928484,2022-07-18
2022-07-25,625.8341064453125,630.4000244140625,704.9500122070312,625.0,689.7999877929688,3350336,2022-07-25
2022-08-01,606.7731323242188,611.2000122070312,645.0,604.0999755859375,633.0499877929688,2741811,2022-08-01
2022-08-08,606.5249633789062,610.9500122070312,628.5,598.5,612.0,1840182,2022-08-08
2022-08-15,606.028564453125,610.4500122070312,643.9000244140625,607.1500244140625,610.9500122070312,2025262,2022-08-15
2022-08-22,582.8973388671875,587.1500244140625,605.4000244140625,574.0,605.2999877929688,2422339,2022-08-22
2022-08-29,593.668701171875,598.0,609.6500244140625,571.0499877929688,575.0,1438189,2022-08-29
2022-09-05,612.3821411132812,616.8499755859375,621.7999877929688,592.5,601.0999755859375,2015684,2022-09-05
2022-09-12,554.156982421875,558.2000122070312,630.8499755859375,528.9000244140625,618.0,3794536,2022-09-12
2022-09-19,540.0101928710938,543.9500122070312,571.7999877929688,542.0,558.2000122070312,1740190,2022-09-19
2022-09-26,513.6525268554688,517.4000244140625,554.0,505.5,535.0,2673969,2022-09-26
2022-10-03,515.7869262695312,519.5499877929688,535.0,508.75,517.4000244140625,1344124,2022-10-03
2022-10-10,524.4735107421875,528.2999877929688,544.9000244140625,500.0,513.0,3534116,2022-10-10
2022-10-17,507.7951965332031,511.5,533.5,504.8500061035156,521.0499877929688,1076910,2022-10-17
2022-10-24,496.97418212890625,500.6000061035156,516.5,498.04998779296875,516.5,889976,2022-10-24
2022-10-31,428.8214111328125,431.95001220703125,477.5,407.45001220703125,477.5,14015428,2022-10-31
2022-11-07,442.02508544921875,445.25,457.5,418.5,431.95001220703125,5053897,2022-11-07
2022-11-14,435.8203125,439.0,463.8999938964844,435.5,444.95001220703125,2906039,2022-11-14
2022-11-21,440.5855712890625,443.79998779296875,453.70001220703125,430.75,441.20001220703125,1752983,2022-11-21
2022-11-28,466.8936462402344,470.29998779296875,476.79998779296875,442.25,447.0,2765833,2022-11-28
2022-12-05,424.4532470703125,427.54998779296875,476.0,424.0,472.0,2571713,2022-12-05
2022-12-12,417.7025146484375,420.75,443.1499938964844,413.3999938964844,428.0,3087482,2022-12-12
2022-12-19,421.82244873046875,424.8999938964844,439.25,416.0,420.0,2413219,2022-12-19
2022-12-26,442.96820068359375,446.20001220703125,455.8999938964844,423.1000061035156,423.1000061035156,2811350,2022-12-26
2023-01-02,418.7945556640625,421.8500061035156,452.25,419.95001220703125,448.45001220703125,1201984,2023-01-02
2023-01-09,420.28369140625,423.3500061035156,445.0,415.0,423.95001220703125,2754376,2023-01-09
2023-01-16,408.46990966796875,411.45001220703125,431.5,408.6000061035156,423.5,1523352,2023-01-16
2023-01-23,398.39337158203125,401.29998779296875,436.8500061035156,393.45001220703125,412.25,2438011,2023-01-23
2023-01-30,433.93408203125,437.1000061035156,447.0,393.8999938964844,403.3999938964844,3227195,2023-01-30
2023-02-06,460.93707275390625,464.29998779296875,469.45001220703125,415.04998779296875,430.0,4804102,2023-02-06
2023-02-13,458.05810546875,461.3999938964844,474.0,452.3500061035156,464.3500061035156,2286741,2023-02-13
2023-02-20,458.25665283203125,461.6000061035156,474.0,453.0,460.8999938964844,1596109,2023-02-20
2023-02-27,454.1863708496094,457.5,463.3999938964844,442.1000061035156,463.3999938964844,1332182,2023-02-27
2023-03-06,426.28985595703125,429.3999938964844,465.25,425.1000061035156,459.0,1232292,2023-03-06
2023-03-13,412.8380432128906,415.8500061035156,438.0,388.6499938964844,431.3500061035156,3972698,2023-03-13
2023-03-20,399.8328857421875,402.75,417.79998779296875,400.5,405.0,1551623,2023-03-20
2023-03-27,407.62603759765625,410.6000061035156,412.8999938964844,392.95001220703125,403.0,1883341,2023-03-27
2023-04-03,427.183349609375,430.29998779296875,432.54998779296875,412.3999938964844,415.0,751291,2023-04-03
2023-04-10,428.5732116699219,431.70001220703125,440.25,420.04998779296875,420.04998779296875,1807155,2023-04-10
2023-04-17,425.1978454589844,428.29998779296875,440.5,412.95001220703125,425.0,1304535,2023-04-17
2023-04-24,442.67034912109375,445.8999938964844,450.5,424.20001220703125,432.0,1788400,2023-04-24
2023-05-01,447.3363342285156,450.6000061035156,457.3999938964844,443.70001220703125,445.8999938964844,1328792,2023-05-01
2023-05-08,527.5014038085938,531.3499755859375,534.2000122070312,451.75,451.75,15922742,2023-05-08
2023-05-15,542.740234375,546.7000122070312,558.0,530.0,535.0,9907958,2023-05-15
2023-05-22,562.8932495117188,567.0,577.9500122070312,540.0,540.0,4061760,2023-05-22
2023-05-29,591.3853759765625,595.7000122070312,607.9500122070312,563.0999755859375,569.2000122070312,3258868,2023-05-29
2023-06-05,573.2179565429688,577.4000244140625,602.9500122070312,572.0,597.9500122070312,2186925,2023-06-05
2023-06-12,604.0430297851562,608.4500122070312,616.5999755859375,579.0,580.4000244140625,3570727,2023-06-12
2023-06-19,592.1299438476562,596.4500122070312,626.4500122070312,591.2999877929688,607.0499877929688,2631184,2023-06-19
2023-06-26,624.0470581054688,628.5999755859375,638.7999877929688,594.0999755859375,595.0,2458062,2023-06-26
2023-07-03,597.441162109375,601.7999877929688,633.2000122070312,575.0,631.75,7619924,2023-07-03
2023-07-10,636.2083129882812,640.8499755859375,644.5,582.0,605.0,5820156,2023-07-10
2023-07-17,627.6209716796875,632.2000122070312,653.9500122070312,620.0,645.0,3098510,2023-07-17
2023-07-24,688.6036987304688,690.9000244140625,692.5999755859375,572.0,632.2000122070312,20714780,2023-07-24
2023-07-31,689.6502075195312,691.9500122070312,715.5,651.5,687.0,13946238,2023-07-31
2023-08-07,691.7930297851562,694.0999755859375,709.9500122070312,668.5499877929688,696.75,3134810,2023-08-07
2023-08-14,676.244873046875,678.5,731.0,670.7000122070312,693.9000244140625,2290532,2023-08-14
2023-08-21,689.8993530273438,692.2000122070312,719.0,678.0,685.0,1972047,2023-08-21
2023-08-28,730.6135864257812,733.0499877929688,742.4000244140625,686.0999755859375,694.0499877929688,3350913,2023-08-28
2023-09-04,722.49072265625,724.9000244140625,747.0,695.0,736.9000244140625,1755495,2023-09-04
2023-09-11,715.015625,717.4000244140625,734.2000122070312,660.0,725.0,3454084,2023-09-11
2023-09-18,716.8594360351562,719.25,735.0,698.7999877929688,718.9500122070312,1497877,2023-09-18
2023-09-25,703.9524536132812,706.2999877929688,739.7000122070312,702.7000122070312,719.6500244140625,1643552,2023-09-25
2023-10-02,694.7830200195312,697.0999755859375,714.9500122070312,682.0,706.2999877929688,715053,2023-10-02
2023-10-09,674.3511962890625,676.5999755859375,708.9500122070312,671.0,695.0499877929688,1539716,2023-10-09
2023-10-16,672.8063354492188,675.0499877929688,709.0,658.0,675.0499877929688,2866760,2023-10-16
2023-10-23,642.0090942382812,644.1500244140625,679.1500244140625,625.0,671.0,1598304,2023-10-23
2023-10-30,655.9126586914062,658.0999755859375,712.9500122070312,630.0,630.0,3555065,2023-10-30
2023-11-06,659.05224609375,661.25,684.0,655.0,661.0,1262190,2023-11-06
2023-11-13,687.3578491210938,689.6500244140625,701.7999877929688,663.8499755859375,670.9500122070312,1050793,2023-11-13
2023-11-20,707.8395385742188,710.2000122070312,718.9500122070312,683.5,688.0499877929688,1299545,2023-11-20
2023-11-27,742.5736694335938,745.0499877929688,781.9000244140625,695.0499877929688,710.2000122070312,4100919,2023-11-27
2023-12-04,746.0620727539062,748.5499877929688,779.5,737.0499877929688,751.2999877929688,2195807,2023-12-04
2023-12-11,797.6898803710938,800.3499755859375,817.0,750.2999877929688,750.2999877929688,4404351,2023-12-11
2023-12-18,809.002197265625,811.7000122070312,814.7000122070312,748.25,800.0,2228768,2023-12-18
2023-12-25,833.8193969726562,836.5999755859375,843.9500122070312,806.3499755859375,811.7000122070312,1480950,2023-12-25
2024-01-01,819.7662963867188,822.5,846.7999877929688,799.2999877929688,835.0,1857045,2024-01-01
2024-01-08,813.985595703125,816.7000122070312,837.4500122070312,800.0,822.5,1379415,2024-01-08
2024-01-15,920.6797485351562,923.75,956.2999877929688,819.9500122070312,823.0,5924612,2024-01-15
2024-01-22,907.3741455078125,910.4000244140625,948.1500244140625,885.5,923.75,1379748,2024-01-22
2024-01-29,891.9754638671875,894.9500122070312,919.25,866.0,915.0,1804149,2024-01-29
2024-02-05,996.7261352539062,1000.0499877929688,1058.0,891.0,891.0,5481894,2024-02-05
2024-02-12,928.4039916992188,931.5,1024.5999755859375,898.0,1006.3499755859375,1515891,2024-02-12
2024-02-19,949.6331787109375,952.7999877929688,960.0,884.75,936.0,2465500,2024-02-19
2024-02-26,1111.2940673828125,1115.0,1130.0,952.8499755859375,958.0,11226830,2024-02-26
2024-03-04,1086.82568359375,1090.449951171875,1134.5999755859375,1065.050048828125,1097.5,1915533,2024-03-04
2024-03-11,1115.530029296875,1119.25,1199.0,1055.300048828125,1090.9000244140625,9091222,2024-03-11
2024-03-18,1093.8023681640625,1097.449951171875,1143.3499755859375,1005.7999877929688,1120.0,4814740,2024-03-18
2024-03-25,1093.1546630859375,1096.800048828125,1145.9000244140625,1083.0,1097.449951171875,1790346,2024-03-25
2024-04-01,1076.4603271484375,1080.050048828125,1128.6500244140625,1054.0,1104.75,2148657,2024-04-01
2024-04-08,993.0883178710938,996.4000244140625,1088.6500244140625,988.0999755859375,1081.0,1747013,2024-04-08
2024-04-15,996.4271850585938,999.75,1054.0,963.0,987.7999877929688,3058256,2024-04-15
2024-04-22,1038.0384521484375,1041.5,1059.0,992.0,1000.9500122070312,1463395,2024-04-22
2024-04-29,1046.3109130859375,1049.800048828125,1107.5,1026.800048828125,1043.0,2432619,2024-04-29
2024-05-06,872.0419921875,874.9500122070312,1073.5,864.0,1053.0,5582198,2024-05-06
2024-05-13,898.7030639648438,901.7000122070312,904.75,852.0499877929688,880.0,1983677,2024-05-13
2024-05-20,893.3707885742188,896.3499755859375,916.5999755859375,886.9500122070312,890.75,1021294,2024-05-20
2024-05-27,915.2478637695312,918.2999877929688,937.9000244140625,884.5999755859375,901.9000244140625,1453866,2024-05-27
2024-06-03,949.1846923828125,952.3499755859375,967.3499755859375,813.3499755859375,930.0,2312603,2024-06-03
2024-06-10,1071.8258056640625,1075.4000244140625,1117.0,953.0,953.0999755859375,4423143,2024-06-10
2024-06-17,1040.779296875,1044.25,1075.4000244140625,1028.6500244140625,1075.4000244140625,1085871,2024-06-17
2024-06-24,1068.0999755859375,1068.0999755859375,1118.5,1016.0,1044.0,3207870,2024-06-24
2024-07-01,1085.449951171875,1085.449951171875,1143.1500244140625,1070.0,1072.5,2652942,2024-07-01
2024-07-08,1082.6500244140625,1082.6500244140625,1115.0,1059.0,1080.0,1248226,2024-07-08
2024-07-15,1070.75,1070.75,1122.0,1062.0,1090.0,1903491,2024-07-15
2024-07-22,1000.0499877929688,1000.0499877929688,1074.0,975.9500122070312,1071.0,1527637,2024-07-22
2024-07-29,946.1500244140625,946.1500244140625,1004.1500244140625,943.0,963.9500122070312,1476204,2024-07-29
2024-08-05,937.9000244140625,937.9000244140625,953.0,890.0999755859375,935.0499877929688,846149,2024-08-05
2024-08-12,953.7999877929688,953.7999877929688,974.0,922.25,937.9000244140625,660108,2024-08-12
2024-08-19,982.25,982.25,1014.8499755859375,958.5,959.0,815548,2024-08-19
2024-08-26,993.0,993.0,1039.050048828125,968.0,989.0,1640652,2024-08-26
2024-09-02,996.2999877929688,996.2999877929688,1024.0,975.0,995.0,821016,2024-09-02
2024-09-09,985.7999877929688,985.7999877929688,1040.5,981.0,996.2000122070312,1060886,2024-09-09
2024-09-16,981.2000122070312,981.2000122070312,1001.0,975.9000244140625,988.9500122070312,679368,2024-09-16
2024-09-23,988.0,988.0,1055.0,972.5,983.0,3402916,2024-09-23
2024-09-30,887.5499877929688,887.5499877929688,991.4500122070312,866.25,988.0,2512537,2024-09-30
2024-10-07,899.9000244140625,899.9000244140625,923.9500122070312,856.2999877929688,887.5499877929688,1480203,2024-10-07
2024-10-14,858.75,858.75,908.9000244140625,854.0,908.9000244140625,954042,2024-10-14
2024-10-21,763.7000122070312,763.7000122070312,869.7999877929688,755.0,860.0,992596,2024-10-21
2024-10-28,743.0,743.0,779.5,706.25,739.0,2791788,2024-10-28
2024-11-04,754.5,754.5,799.7999877929688,729.5,743.0,1928875,2024-11-04
2024-11-11,722.4000244140625,722.4000244140625,755.4000244140625,708.4500122070312,750.0,564404,2024-11-11
2024-11-18,709.0999755859375,709.0999755859375,734.0499877929688,700.2000122070312,728.9000244140625,615676,2024-11-18
2024-11-25,717.0,717.0,740.9000244140625,693.0,735.0,1457395,2024-11-25
2024-12-02,790.4000244140625,790.4000244140625,803.9000244140625,717.0999755859375,717.0999755859375,3162232,2024-12-02
2024-12-09,830.25,830.25,868.75,787.1500244140625,796.9000244140625,2333930,2024-12-09
2024-12-16,819.7999877929688,819.7999877929688,857.0,812.3499755859375,825.0,850341,2024-12-16
2024-12-23,1021.2999877929688,1021.2999877929688,1079.0,827.0,827.0,62999345,2024-12-23
2024-12-30,972.7999877929688,972.7999877929688,1026.800048828125,934.0,998.0499877929688,8489608,2024-12-30
2025-01-06,909.3499755859375,909.3499755859375,1013.5999755859375,891.2999877929688,974.4500122070312,21142818,2025-01-06
2025-01-13,896.2000122070312,896.2000122070312,929.9000244140625,882.0499877929688,891.0,3103562,2025-01-13
2025-01-20,892.2000122070312,892.2000122070312,943.7999877929688,868.4500122070312,896.5,2694514,2025-01-20
2025-01-27,824.9500122070312,824.9500122070312,896.9500122070312,767.75,870.0,5379053,2025-01-27
2025-02-03,811.4500122070312,811.4500122070312,863.4500122070312,788.0499877929688,814.0,1428851,2025-02-03
2025-02-10,705.2999877929688,705.2999877929688,809.7000122070312,693.7999877929688,803.0,1421448,2025-02-10
2025-02-17,725.2999877929688,725.2999877929688,736.0,674.6500244140625,705.0499877929688,1692344,2025-02-17
2025-02-24,665.7000122070312,665.7000122070312,741.9000244140625,655.9000244140625,724.2999877929688,1422268,2025-02-24
2025-03-03,669.9500122070312,669.9500122070312,689.7000122070312,631.5999755859375,670.9000244140625,2121779,2025-03-03
