Date,Adj Close_TEAMLEASE.NS,Close_TEAMLEASE.NS,High_TEAMLEASE.NS,Low_TEAMLEASE.NS,Open_TEAMLEASE.NS,Volume_TEAMLEASE.NS,Date
2020-07-13,1827.0,1827.0,1888.9000244140625,1799.0999755859375,1824.800048828125,49719,2020-07-13
2020-07-20,1879.800048828125,1879.800048828125,1967.949951171875,1813.949951171875,1825.0,218877,2020-07-20
2020-07-27,1849.800048828125,1849.800048828125,1899.0,1758.3499755859375,1899.0,259566,2020-07-27
2020-08-03,2072.85009765625,2072.85009765625,2172.949951171875,1856.25,1860.0,513017,2020-08-03
2020-08-10,2118.199951171875,2118.199951171875,2225.0,2040.0,2098.949951171875,278609,2020-08-10
2020-08-17,2300.14990234375,2300.14990234375,2358.75,2061.89990234375,2149.85009765625,234412,2020-08-17
2020-08-24,2365.89990234375,2365.89990234375,2413.0,2266.85009765625,2328.39990234375,236416,2020-08-24
2020-08-31,2271.199951171875,2271.199951171875,2588.14990234375,2220.0,2380.0,135444,2020-08-31
2020-09-07,2180.89990234375,2180.89990234375,2370.050048828125,2140.0,2300.0,56058,2020-09-07
2020-09-14,2375.64990234375,2375.64990234375,2549.800048828125,2190.0,2190.0,298225,2020-09-14
2020-09-21,2161.75,2161.75,2409.949951171875,2072.550048828125,2370.0,73270,2020-09-21
2020-09-28,2268.449951171875,2268.449951171875,2300.0,2152.800048828125,2189.89990234375,34422,2020-09-28
2020-10-05,2312.14990234375,2312.14990234375,2385.800048828125,2235.0,2250.0,118818,2020-10-05
2020-10-12,2364.85009765625,2364.85009765625,2390.0,2265.0,2301.0,156509,2020-10-12
2020-10-19,2258.39990234375,2258.39990234375,2360.0,2242.449951171875,2359.949951171875,16326,2020-10-19
2020-10-26,2227.10009765625,2227.10009765625,2318.0,2180.10009765625,2270.0,62782,2020-10-26
2020-11-02,2325.60009765625,2325.60009765625,2339.0,2176.0,2255.0,40664,2020-11-02
2020-11-09,2357.64990234375,2357.64990234375,2494.5,2304.0,2350.0,123348,2020-11-09
2020-11-16,2412.10009765625,2412.10009765625,2488.60009765625,2309.949951171875,2331.85009765625,79132,2020-11-16
2020-11-23,2499.89990234375,2499.89990234375,2715.449951171875,2305.10009765625,2429.0,195244,2020-11-23
2020-11-30,2755.10009765625,2755.10009765625,2899.0,2421.0,2499.89990234375,162887,2020-11-30
2020-12-07,2704.800048828125,2704.800048828125,2880.0,2546.85009765625,2797.0,128382,2020-12-07
2020-12-14,2533.64990234375,2533.64990234375,2724.64990234375,2512.0,2704.800048828125,61495,2020-12-14
2020-12-21,2563.14990234375,2563.14990234375,2595.949951171875,2365.10009765625,2549.800048828125,53560,2020-12-21
2020-12-28,2666.64990234375,2666.64990234375,2698.0,2502.0,2550.10009765625,74664,2020-12-28
2021-01-04,2722.14990234375,2722.14990234375,2872.0,2629.60009765625,2683.0,229565,2021-01-04
2021-01-11,2706.5,2706.5,2850.0,2651.25,2701.0,89934,2021-01-11
2021-01-18,2761.0,2761.0,2835.0,2651.0,2711.050048828125,61756,2021-01-18
2021-01-25,2850.89990234375,2850.89990234375,2928.0,2680.0,2830.0,85224,2021-01-25
2021-02-01,3239.64990234375,3239.64990234375,3484.89990234375,2675.050048828125,2890.0,383787,2021-02-01
2021-02-08,3200.550048828125,3200.550048828125,3769.89990234375,3130.050048828125,3343.949951171875,436979,2021-02-08
2021-02-15,3033.449951171875,3033.449951171875,3218.39990234375,3001.0,3200.0,127745,2021-02-15
2021-02-22,3404.199951171875,3404.199951171875,3518.0,2956.449951171875,3050.0,153444,2021-02-22
2021-03-01,3414.949951171875,3414.949951171875,3839.0,3380.0,3440.0,146000,2021-03-01
2021-03-08,3603.949951171875,3603.949951171875,3650.0,3400.0,3457.64990234375,79967,2021-03-08
2021-03-15,3423.75,3423.75,3650.0,3294.39990234375,3610.0,99574,2021-03-15
2021-03-22,3523.949951171875,3523.949951171875,3589.89990234375,3416.35009765625,3500.0,75607,2021-03-22
2021-03-29,3772.60009765625,3772.60009765625,3859.949951171875,3523.949951171875,3523.949951171875,132459,2021-03-29
2021-04-05,3554.14990234375,3554.14990234375,3892.0,3505.0,3800.0,89398,2021-04-05
2021-04-12,3257.60009765625,3257.60009765625,3600.0,3250.0,3600.0,74904,2021-04-12
2021-04-19,3083.39990234375,3083.39990234375,3250.0,2764.64990234375,3000.0,342369,2021-04-19
2021-04-26,3257.449951171875,3257.449951171875,3374.75,3026.050048828125,3120.0,100907,2021-04-26
2021-05-03,3290.449951171875,3290.449951171875,3426.39990234375,3200.0,3227.800048828125,37470,2021-05-03
2021-05-10,3164.199951171875,3164.199951171875,3345.0,3149.449951171875,3345.0,40241,2021-05-10
2021-05-17,3317.39990234375,3317.39990234375,3415.449951171875,3166.75,3214.0,54773,2021-05-17
2021-05-24,3554.39990234375,3554.39990234375,3675.0,3280.800048828125,3320.0,89095,2021-05-24
2021-05-31,3400.5,3400.5,3590.0,3378.5,3590.0,39798,2021-05-31
2021-06-07,3697.25,3697.25,4097.7001953125,3413.14990234375,3465.0,502356,2021-06-07
2021-06-14,3525.10009765625,3525.10009765625,3779.800048828125,3501.0,3779.800048828125,94141,2021-06-14
2021-06-21,3554.449951171875,3554.449951171875,3634.449951171875,3457.199951171875,3490.10009765625,65364,2021-06-21
2021-06-28,3599.949951171875,3599.949951171875,3755.0,3551.10009765625,3572.25,83157,2021-06-28
2021-07-05,3798.300048828125,3798.300048828125,3850.0,3560.0,3648.699951171875,247046,2021-07-05
2021-07-12,3856.949951171875,3856.949951171875,3967.89990234375,3700.0,3798.5,85455,2021-07-12
2021-07-19,3960.050048828125,3960.050048828125,4000.0,3810.0,3860.0,51462,2021-07-19
2021-07-26,4260.2998046875,4260.2998046875,4505.64990234375,3712.550048828125,3960.050048828125,378254,2021-07-26
2021-08-02,3953.5,3953.5,4290.5498046875,3901.35009765625,4270.10009765625,194804,2021-08-02
2021-08-09,4013.5,4013.5,4056.699951171875,3680.0,3989.699951171875,117718,2021-08-09
2021-08-16,3980.199951171875,3980.199951171875,4240.0,3903.35009765625,4013.0,142087,2021-08-16
2021-08-23,3928.199951171875,3928.199951171875,4097.0,3873.0,4069.0,51668,2021-08-23
2021-08-30,4251.39990234375,4251.39990234375,4444.5498046875,3926.0,3980.0,196905,2021-08-30
2021-09-06,4501.10009765625,4501.10009765625,4540.0,4230.0,4230.0,89655,2021-09-06
2021-09-13,4650.89990234375,4650.89990234375,4850.0,4453.2998046875,4488.0,106702,2021-09-13
2021-09-20,4483.5498046875,4483.5498046875,4700.0498046875,4242.89990234375,4691.64990234375,141769,2021-09-20
2021-09-27,4567.7001953125,4567.7001953125,4640.0,4355.0,4570.0,77238,2021-09-27
2021-10-04,5008.0498046875,5008.0498046875,5033.5498046875,4545.0,4580.0,155555,2021-10-04
2021-10-11,4982.4501953125,4982.4501953125,5550.0,4934.2001953125,5030.0,169668,2021-10-11
2021-10-18,4721.85009765625,4721.85009765625,5035.35009765625,4625.0498046875,5020.5,109549,2021-10-18
2021-10-25,4478.75,4478.75,4857.2998046875,4456.7998046875,4750.0,115328,2021-10-25
2021-11-01,4813.9501953125,4813.9501953125,4939.9501953125,4480.2998046875,4595.0,104564,2021-11-01
2021-11-08,4667.7998046875,4667.7998046875,5022.5498046875,4625.10009765625,4838.10009765625,126580,2021-11-08
2021-11-15,4001.60009765625,4001.60009765625,4600.0,3980.0,4600.0,236764,2021-11-15
2021-11-22,3910.89990234375,3910.89990234375,4239.4501953125,3726.300048828125,4000.0,146911,2021-11-22
2021-11-29,4124.35009765625,4124.35009765625,4362.7001953125,3745.0,3910.89990234375,220272,2021-11-29
2021-12-06,4165.89990234375,4165.89990234375,4300.0,4079.300048828125,4168.60009765625,178772,2021-12-06
2021-12-13,4172.14990234375,4172.14990234375,4234.7998046875,4105.0,4199.89990234375,112950,2021-12-13
2021-12-20,3677.5,3677.5,4169.9501953125,3630.0,4110.0,92091,2021-12-20
2021-12-27,4164.2998046875,4164.2998046875,4326.0,3621.85009765625,3699.0,267041,2021-12-27
2022-01-03,4183.60009765625,4183.60009765625,4303.75,3980.0,4170.0,256041,2022-01-03
2022-01-10,4260.0498046875,4260.0498046875,4275.0,4021.0,4210.0,148846,2022-01-10
2022-01-17,3954.5,3954.5,4301.2001953125,3933.0,4205.0,51287,2022-01-17
2022-01-24,4202.7001953125,4202.7001953125,4379.5498046875,3708.0,3925.0,414640,2022-01-24
2022-01-31,4365.0498046875,4365.0498046875,4688.0,4081.35009765625,4202.7001953125,295104,2022-01-31
2022-02-07,4165.4501953125,4165.4501953125,4550.0,4093.35009765625,4388.0,152786,2022-02-07
2022-02-14,3971.75,3971.75,4175.0,3880.0,4175.0,168620,2022-02-14
2022-02-21,3939.60009765625,3939.60009765625,4001.0,3805.0,3995.0,97769,2022-02-21
2022-02-28,4009.14990234375,4009.14990234375,4261.9501953125,3862.10009765625,3900.0,97604,2022-02-28
2022-03-07,3733.14990234375,3733.14990234375,4049.14990234375,3663.300048828125,3980.0,130823,2022-03-07
2022-03-14,3900.89990234375,3900.89990234375,4010.0,3655.050048828125,3774.0,74164,2022-03-14
2022-03-21,3854.14990234375,3854.14990234375,4036.199951171875,3722.300048828125,4000.0,128763,2022-03-21
2022-03-28,4247.5498046875,4247.5498046875,4388.0498046875,3803.14990234375,3847.0,169529,2022-03-28
2022-04-04,3915.89990234375,3915.89990234375,4249.7998046875,3900.0,4202.0,98331,2022-04-04
2022-04-11,3785.199951171875,3785.199951171875,4010.0,3765.199951171875,3995.0,82074,2022-04-11
2022-04-18,3952.699951171875,3952.699951171875,4079.949951171875,3728.0,3750.0,105108,2022-04-18
2022-04-25,3879.050048828125,3879.050048828125,4087.60009765625,3815.39990234375,3948.199951171875,66170,2022-04-25
2022-05-02,3573.800048828125,3573.800048828125,3950.0,3551.14990234375,3880.0,40630,2022-05-02
2022-05-09,3452.699951171875,3452.699951171875,3755.0,3399.89990234375,3591.699951171875,92625,2022-05-09
2022-05-16,3336.449951171875,3336.449951171875,4000.0,3300.0,3460.0,151640,2022-05-16
2022-05-23,3181.050048828125,3181.050048828125,3401.0,3100.699951171875,3401.0,97386,2022-05-23
2022-05-30,3404.699951171875,3404.699951171875,3448.949951171875,3137.0,3210.0,300904,2022-05-30
2022-06-06,3234.75,3234.75,3399.949951171875,3168.0,3350.10009765625,115126,2022-06-06
2022-06-13,3094.64990234375,3094.64990234375,3232.0,2910.0,3231.0,144233,2022-06-13
2022-06-20,3043.300048828125,3043.300048828125,3119.89990234375,2915.0,3048.25,77880,2022-06-20
2022-06-27,3301.10009765625,3301.10009765625,3358.0,3049.949951171875,3050.0,64127,2022-06-27
2022-07-04,3541.699951171875,3541.699951171875,3657.300048828125,3240.0,3298.0,80561,2022-07-04
2022-07-11,3571.550048828125,3571.550048828125,3650.0,3436.14990234375,3505.0,49747,2022-07-11
2022-07-18,3647.0,3647.0,3800.0,3540.0,3607.25,71194,2022-07-18
2022-07-25,3500.25,3500.25,3812.050048828125,3460.10009765625,3630.0,162816,2022-07-25
2022-08-01,3232.60009765625,3232.60009765625,3552.800048828125,3218.0,3517.800048828125,153567,2022-08-01
2022-08-08,3279.199951171875,3279.199951171875,3358.89990234375,3200.0,3221.10009765625,65800,2022-08-08
2022-08-15,3300.10009765625,3300.10009765625,3330.5,3225.0,3279.199951171875,120934,2022-08-15
2022-08-22,3473.75,3473.75,3489.0,3258.25,3281.199951171875,90888,2022-08-22
2022-08-29,3338.89990234375,3338.89990234375,3454.75,3324.75,3382.5,44997,2022-08-29
2022-09-05,3268.550048828125,3268.550048828125,3399.0,3251.0,3350.0,185406,2022-09-05
2022-09-12,3101.60009765625,3101.60009765625,3350.0,3050.0,3268.550048828125,92196,2022-09-12
2022-09-19,3203.35009765625,3203.35009765625,3300.0,3063.14990234375,3101.60009765625,161610,2022-09-19
2022-09-26,3003.35009765625,3003.35009765625,3210.0,2990.699951171875,3199.0,35038,2022-09-26
2022-10-03,3082.699951171875,3082.699951171875,3175.39990234375,2991.0,3019.199951171875,55100,2022-10-03
2022-10-10,2979.5,2979.5,3140.0,2970.0,3082.699951171875,50473,2022-10-10
2022-10-17,2902.60009765625,2902.60009765625,3088.800048828125,2895.199951171875,2994.35009765625,286973,2022-10-17
2022-10-24,2901.550048828125,2901.550048828125,2955.0,2772.0,2955.0,50906,2022-10-24
2022-10-31,2845.050048828125,2845.050048828125,2942.199951171875,2828.449951171875,2930.550048828125,133859,2022-10-31
2022-11-07,2353.949951171875,2353.949951171875,2868.949951171875,2322.800048828125,2850.0,650760,2022-11-07
2022-11-14,2538.60009765625,2538.60009765625,2689.949951171875,2236.0,2365.75,772569,2022-11-14
2022-11-21,2486.949951171875,2486.949951171875,2583.800048828125,2470.949951171875,2549.5,114070,2022-11-21
2022-11-28,2528.449951171875,2528.449951171875,2961.0,2430.35009765625,2499.0,242817,2022-11-28
2022-12-05,2475.64990234375,2475.64990234375,2541.10009765625,2430.0,2535.0,192639,2022-12-05
2022-12-12,2559.300048828125,2559.300048828125,2586.5,2464.949951171875,2482.0,101367,2022-12-12
2022-12-19,2491.800048828125,2491.800048828125,2569.60009765625,2456.0,2540.0,65470,2022-12-19
2022-12-26,2522.64990234375,2522.64990234375,2565.0,2477.300048828125,2490.050048828125,96285,2022-12-26
2023-01-02,2459.800048828125,2459.800048828125,2585.0,2450.0,2530.0,128998,2023-01-02
2023-01-09,2498.449951171875,2498.449951171875,2530.0,2465.550048828125,2472.10009765625,47476,2023-01-09
2023-01-16,2471.89990234375,2471.89990234375,2547.60009765625,2435.35009765625,2510.949951171875,47158,2023-01-16
2023-01-23,2244.300048828125,2244.300048828125,2495.0,2172.300048828125,2474.0,156167,2023-01-23
2023-01-30,2324.35009765625,2324.35009765625,2439.89990234375,2209.5,2248.0,132660,2023-01-30
2023-02-06,2490.300048828125,2490.300048828125,2574.0,2332.0,2332.0,71991,2023-02-06
2023-02-13,2517.64990234375,2517.64990234375,2559.949951171875,2446.10009765625,2490.300048828125,35087,2023-02-13
2023-02-20,2519.0,2519.0,2594.89990234375,2500.0,2530.89990234375,99545,2023-02-20
2023-02-27,2566.35009765625,2566.35009765625,2599.949951171875,2500.199951171875,2531.60009765625,54248,2023-02-27
2023-03-06,2505.25,2505.25,2590.0,2484.300048828125,2579.85009765625,18705,2023-03-06
2023-03-13,2371.14990234375,2371.14990234375,2516.949951171875,2350.0,2500.0,50922,2023-03-13
2023-03-20,2293.39990234375,2293.39990234375,2419.949951171875,2242.0,2419.949951171875,181633,2023-03-20
2023-03-27,2239.449951171875,2239.449951171875,2314.39990234375,2190.10009765625,2314.39990234375,166930,2023-03-27
2023-04-03,2159.60009765625,2159.60009765625,2225.35009765625,2126.050048828125,2126.050048828125,122559,2023-04-03
2023-04-10,2190.949951171875,2190.949951171875,2210.0,2112.0,2159.949951171875,107092,2023-04-10
2023-04-17,2165.449951171875,2165.449951171875,2198.0,2150.0,2185.050048828125,43083,2023-04-17
2023-04-24,2129.800048828125,2129.800048828125,2179.89990234375,2111.10009765625,2176.85009765625,216556,2023-04-24
2023-05-01,2028.5,2028.5,2157.949951171875,2020.199951171875,2129.800048828125,116425,2023-05-01
2023-05-08,2215.39990234375,2215.39990234375,2330.0,2007.25,2038.6500244140625,496703,2023-05-08
2023-05-15,2263.14990234375,2263.14990234375,2435.0,2172.39990234375,2230.050048828125,318714,2023-05-15
2023-05-22,2241.0,2241.0,2265.0,2208.050048828125,2256.0,66466,2023-05-22
2023-05-29,2188.35009765625,2188.35009765625,2285.949951171875,2176.85009765625,2270.0,102428,2023-05-29
2023-06-05,2314.050048828125,2314.050048828125,2334.39990234375,2140.14990234375,2188.39990234375,416752,2023-06-05
2023-06-12,2387.10009765625,2387.10009765625,2496.699951171875,2310.699951171875,2320.0,474591,2023-06-12
