Date,Adj Close_TPLPLASTEH.NS,Close_TPLPLASTEH.NS,High_TPLPLASTEH.NS,Low_TPLPLASTEH.NS,Open_TPLPLASTEH.NS,Volume_TPLPLASTEH.NS,Date
2024-04-15,88.51576232910156,89.1500015258789,91.9000015258789,68.0999984741211,71.30000305175781,6392526,2024-04-15
2024-04-22,95.96240234375,96.6500015258789,106.5,93.9000015258789,93.9000015258789,7344980,2024-04-22
2024-04-29,95.71418762207031,96.4000015258789,100.69999694824219,91.0,98.0,2810803,2024-04-29
2024-05-06,88.91291809082031,89.55000305175781,96.94999694824219,87.4000015258789,96.94999694824219,2496106,2024-05-06
2024-05-13,89.01220703125,89.6500015258789,93.80000305175781,89.0,92.05000305175781,2527218,2024-05-13
2024-05-20,90.3029556274414,90.94999694824219,100.94999694824219,89.75,89.75,2375914,2024-05-20
2024-05-27,83.84919738769531,84.44999694824219,92.0999984741211,83.19999694824219,90.94999694824219,2012131,2024-05-27
2024-06-03,84.94137573242188,85.55000305175781,89.0,74.6500015258789,88.25,2067544,2024-06-03
2024-06-10,91.01782989501953,91.66999816894531,94.9000015258789,84.91000366210938,87.0,2242258,2024-06-10
2024-06-17,91.24620056152344,91.9000015258789,93.0,85.19999694824219,91.66999816894531,1960760,2024-06-17
2024-06-24,87.274658203125,87.9000015258789,99.08999633789062,87.0999984741211,92.05000305175781,3029755,2024-06-24
2024-07-01,97.38223266601562,98.08000183105469,100.25,87.9000015258789,88.5,2231571,2024-07-01
2024-07-08,101.77078247070312,102.5,108.41999816894531,90.0,100.0,3601183,2024-07-08
2024-07-15,93.72840881347656,94.4000015258789,104.69999694824219,94.0,103.0,2761320,2024-07-15
2024-07-22,99.04035186767578,99.75,106.0,91.20999908447266,94.38999938964844,4454541,2024-07-22
2024-07-29,116.37613677978516,117.20999908447266,136.0,105.16999816894531,106.75,10235755,2024-07-29
2024-08-05,111.17341613769531,111.97000122070312,119.87000274658203,108.80000305175781,111.33999633789062,3070658,2024-08-05
2024-08-12,108.3933334350586,109.16999816894531,112.48999786376953,100.30000305175781,109.0,1863644,2024-08-12
2024-08-19,116.66407012939453,117.5,120.3499984741211,111.4000015258789,113.9000015258789,800323,2024-08-19
2024-08-26,113.11946868896484,113.93000030517578,119.58000183105469,109.51000213623047,119.5,459046,2024-08-26
2024-09-02,111.38191986083984,112.18000030517578,116.69999694824219,108.30000305175781,116.25,266048,2024-09-02
2024-09-09,109.02877807617188,109.80999755859375,114.18000030517578,107.01000213623047,112.18000030517578,284070,2024-09-09
2024-09-16,110.55782318115234,111.3499984741211,116.5,108.06999969482422,112.5,404877,2024-09-16
2024-09-23,107.47000122070312,107.47000122070312,115.25,106.0,111.58000183105469,300393,2024-09-23
2024-09-30,101.9800033569336,101.9800033569336,108.94999694824219,98.97000122070312,106.5999984741211,279665,2024-09-30
2024-10-07,102.33000183105469,102.33000183105469,105.75,95.0,104.9800033569336,221546,2024-10-07
2024-10-14,103.26000213623047,103.26000213623047,105.5,101.0,104.0,564028,2024-10-14
2024-10-21,97.66999816894531,97.66999816894531,105.0,93.5,105.0,264243,2024-10-21
2024-10-28,102.75,102.75,104.98999786376953,94.0,98.0,134677,2024-10-28
2024-11-04,106.41999816894531,106.41999816894531,112.0,99.75,102.0,232727,2024-11-04
2024-11-11,100.08999633789062,100.08999633789062,109.5,96.80000305175781,108.5,209970,2024-11-11
2024-11-18,95.05999755859375,95.05999755859375,103.69999694824219,94.0,103.69000244140625,267309,2024-11-18
2024-11-25,106.86000061035156,106.86000061035156,108.69999694824219,95.55999755859375,95.55999755859375,800496,2024-11-25
2024-12-02,108.77999877929688,108.77999877929688,113.11000061035156,104.4000015258789,108.6500015258789,924298,2024-12-02
2024-12-09,107.7300033569336,107.7300033569336,115.37000274658203,105.30999755859375,108.77999877929688,1229932,2024-12-09
2024-12-16,102.97000122070312,102.97000122070312,110.87999725341797,101.79000091552734,109.3499984741211,898421,2024-12-16
2024-12-23,102.18000030517578,102.18000030517578,104.98999786376953,98.37999725341797,104.51000213623047,629054,2024-12-23
2024-12-30,105.9000015258789,105.9000015258789,108.0,99.18000030517578,103.0,918382,2024-12-30
2025-01-06,94.48999786376953,94.48999786376953,108.44000244140625,93.66000366210938,107.0,907317,2025-01-06
2025-01-13,93.87999725341797,93.87999725341797,97.66999816894531,88.0,92.0,870112,2025-01-13
2025-01-20,89.33999633789062,89.33999633789062,96.58000183105469,88.61000061035156,96.44000244140625,758556,2025-01-20
2025-01-27,89.38999938964844,89.38999938964844,92.68000030517578,79.3499984741211,90.5,937022,2025-01-27
2025-02-03,95.55999755859375,95.55999755859375,96.75,86.12000274658203,89.12000274658203,1120696,2025-02-03
2025-02-10,82.69999694824219,82.69999694824219,95.0999984741211,81.26000213623047,95.01000213623047,777698,2025-02-10
2025-02-17,85.0999984741211,85.0999984741211,86.88999938964844,77.54000091552734,82.94000244140625,762281,2025-02-17
2025-02-24,78.45999908447266,78.45999908447266,88.54000091552734,77.70999908447266,83.05000305175781,475761,2025-02-24
2025-03-03,79.5,79.5,80.33999633789062,71.30999755859375,77.30000305175781,451126,2025-03-03
2025-03-10,72.08999633789062,72.08999633789062,79.0999984741211,71.1500015258789,78.69999694824219,190892,2025-03-10
2025-03-17,77.61000061035156,77.61000061035156,79.9800033569336,69.01000213623047,73.83999633789062,297790,2025-03-17
2025-03-24,74.83999633789062,74.83999633789062,81.44999694824219,74.30999755859375,80.01000213623047,404918,2025-03-24
2025-03-31,73.9000015258789,73.9000015258789,80.62000274658203,69.25,74.83999633789062,261847,2025-03-31
2025-04-07,73.63999938964844,73.63999938964844,78.41999816894531,60.0099983215332,60.0099983215332,235167,2025-04-07
