Date,Adj Close_KOTHARIPET.NS,Close_KOTHARIPET.NS,High_KOTHARIPET.NS,Low_KOTHARIPET.NS,Open_KOTHARIPET.NS,Volume_KOTHARIPET.NS,Date
2020-07-13,15.335004806518555,15.75,16.399999618530273,15.550000190734863,15.699999809265137,78035,2020-07-13
2020-07-20,15.43237018585205,15.850000381469727,16.200000762939453,15.550000190734863,16.149999618530273,82215,2020-07-20
2020-07-27,14.604766845703125,15.0,16.25,14.649999618530273,16.25,144570,2020-07-27
2020-08-03,15.578417778015137,16.0,16.549999237060547,14.5,14.800000190734863,125911,2020-08-03
2020-08-10,14.994226455688477,15.399999618530273,16.450000762939453,14.399999618530273,16.450000762939453,140038,2020-08-10
2020-08-17,16.113924026489258,16.549999237060547,17.200000762939453,15.300000190734863,15.300000190734863,323428,2020-08-17
2020-08-24,15.43237018585205,15.850000381469727,16.899999618530273,15.649999618530273,16.299999237060547,219053,2020-08-24
2020-08-31,15.091591835021973,15.5,16.5,14.699999809265137,16.5,95713,2020-08-31
2020-09-07,14.994226455688477,15.399999618530273,15.949999809265137,15.0,15.949999809265137,83191,2020-09-07
2020-09-14,16.9415283203125,17.399999618530273,17.399999618530273,15.0,15.449999809265137,487386,2020-09-14
2020-09-21,15.52973461151123,15.949999809265137,18.049999237060547,15.199999809265137,18.049999237060547,248883,2020-09-21
2020-09-28,15.821831703186035,16.25,16.450000762939453,15.699999809265137,16.450000762939453,60134,2020-09-28
2020-10-05,15.335004806518555,15.75,16.649999618530273,15.199999809265137,16.149999618530273,154897,2020-10-05
2020-10-12,14.556082725524902,14.949999809265137,16.25,14.800000190734863,15.800000190734863,92582,2020-10-12
2020-10-19,14.604766845703125,15.0,16.299999237060547,14.149999618530273,15.350000381469727,311347,2020-10-19
2020-10-26,14.653449058532715,15.050000190734863,15.699999809265137,14.600000381469727,14.899999618530273,73937,2020-10-26
2020-11-02,14.556082725524902,14.949999809265137,16.399999618530273,14.449999809265137,15.0,313786,2020-11-02
2020-11-09,14.604766845703125,15.0,15.350000381469727,14.399999618530273,15.050000190734863,213596,2020-11-09
2020-11-16,14.604766845703125,15.0,15.350000381469727,14.600000381469727,14.600000381469727,189239,2020-11-16
2020-11-23,15.237638473510742,15.649999618530273,15.850000381469727,14.899999618530273,15.149999618530273,465018,2020-11-23
2020-11-30,15.967878341674805,16.399999618530273,17.0,15.649999618530273,15.649999618530273,286393,2020-11-30
2020-12-07,18.158594131469727,18.649999618530273,19.5,16.350000381469727,17.0,909714,2020-12-07
2020-12-14,18.255956649780273,18.75,20.25,18.350000381469727,19.5,406855,2020-12-14
2020-12-21,20.154577255249023,20.700000762939453,21.450000762939453,17.100000381469727,19.299999237060547,769655,2020-12-21
2020-12-28,22.929481506347656,23.549999237060547,25.25,19.100000381469727,21.299999237060547,1527369,2020-12-28
2021-01-04,22.783435821533203,23.399999618530273,25.899999618530273,22.950000762939453,23.450000762939453,1125117,2021-01-04
2021-01-11,22.68606948852539,23.299999237060547,25.75,22.200000762939453,23.950000762939453,600387,2021-01-11
2021-01-18,21.858469009399414,22.450000762939453,24.149999618530273,22.0,23.0,377896,2021-01-18
2021-01-25,22.734752655029297,23.350000381469727,26.0,21.75,23.5,491117,2021-01-25
2021-02-01,22.540021896362305,23.149999618530273,25.100000381469727,22.549999237060547,23.049999237060547,765242,2021-02-01
2021-02-08,23.41630744934082,24.049999237060547,24.799999237060547,23.200000762939453,23.5,384131,2021-02-08
2021-02-15,23.367624282836914,24.0,25.0,23.5,24.549999237060547,325741,2021-02-15
2021-02-22,24.049182891845703,24.700000762939453,25.0,22.700000762939453,24.700000762939453,340596,2021-02-22
2021-03-01,26.191213607788086,26.899999618530273,31.75,24.549999237060547,25.299999237060547,1463375,2021-03-01
2021-03-08,26.824085235595703,27.549999237060547,28.799999237060547,26.5,27.299999237060547,284330,2021-03-08
2021-03-15,25.217561721801758,25.899999618530273,30.850000381469727,24.700000762939453,27.200000762939453,559218,2021-03-15
2021-03-22,25.16887855529785,25.850000381469727,28.0,25.399999618530273,25.649999618530273,239006,2021-03-22
2021-03-29,26.531993865966797,27.25,28.0,25.850000381469727,25.850000381469727,128087,2021-03-29
2021-04-05,25.947799682617188,26.649999618530273,27.0,24.799999237060547,26.649999618530273,268660,2021-04-05
2021-04-12,24.87678337097168,25.549999237060547,26.649999618530273,24.799999237060547,26.649999618530273,130295,2021-04-12
2021-04-19,28.479293823242188,29.25,29.25,23.75,25.0,889423,2021-04-19
2021-04-26,28.13851547241211,28.899999618530273,32.0,23.5,32.0,879735,2021-04-26
2021-05-03,28.235881805419922,29.0,31.0,28.200000762939453,28.899999618530273,440986,2021-05-03
2021-05-10,37.728981018066406,38.75,38.75,29.700000762939453,30.799999237060547,2479875,2021-05-10
2021-05-17,41.08807373046875,42.20000076293945,51.150001525878906,40.650001525878906,42.25,5589952,2021-05-17
2021-05-24,38.605262756347656,39.650001525878906,43.400001525878906,38.20000076293945,43.0,1584917,2021-05-24
2021-05-31,38.26448440551758,39.29999923706055,41.0,36.150001525878906,38.400001525878906,788368,2021-05-31
2021-06-07,41.42884826660156,42.54999923706055,44.5,39.54999923706055,39.900001525878906,1716940,2021-06-07
2021-06-14,39.7249641418457,40.79999923706055,43.349998474121094,38.70000076293945,43.349998474121094,946306,2021-06-14
2021-06-21,39.9683723449707,41.04999923706055,42.400001525878906,39.70000076293945,39.79999923706055,525086,2021-06-21
2021-06-28,38.897361755371094,39.95000076293945,41.79999923706055,39.79999923706055,41.79999923706055,465974,2021-06-28
2021-07-05,42.30514144897461,43.45000076293945,46.900001525878906,39.75,39.75,2207112,2021-07-05
2021-07-12,41.57490158081055,42.70000076293945,45.400001525878906,41.54999923706055,44.099998474121094,775086,2021-07-12
2021-07-19,41.08807373046875,42.20000076293945,43.20000076293945,40.54999923706055,42.0,653964,2021-07-19
2021-07-26,44.78794860839844,46.0,49.25,41.5,42.79999923706055,2405857,2021-07-26
2021-08-02,57.05595016479492,58.599998474121094,65.69999694824219,46.25,47.25,10313594,2021-08-02
2021-08-09,52.62583923339844,54.04999923706055,61.0,46.70000076293945,59.5,1909990,2021-08-09
2021-08-16,47.41680908203125,48.70000076293945,55.29999923706055,48.0,54.04999923706055,503237,2021-08-16
2021-08-23,49.607521057128906,50.95000076293945,51.45000076293945,44.099998474121094,48.5,574512,2021-08-23
