Date,Adj Close_NAGAFERT.NS,Close_NAGAFERT.NS,High_NAGAFERT.NS,Low_NAGAFERT.NS,Open_NAGAFERT.NS,Volume_NAGAFERT.NS,Date
2020-07-13,5.300000190734863,5.300000190734863,5.400000095367432,4.900000095367432,5.199999809265137,353558,2020-07-13
2020-07-20,5.199999809265137,5.199999809265137,5.75,5.050000190734863,5.5,839402,2020-07-20
2020-07-27,5.0,5.0,5.449999809265137,4.949999809265137,5.349999904632568,816714,2020-07-27
2020-08-03,4.900000095367432,4.900000095367432,5.150000095367432,4.75,5.0,675067,2020-08-03
2020-08-10,4.949999809265137,4.949999809265137,5.150000095367432,4.800000190734863,5.0,988061,2020-08-10
2020-08-17,4.900000095367432,4.900000095367432,5.150000095367432,4.699999809265137,5.0,1574009,2020-08-17
2020-08-24,4.75,4.75,5.099999904632568,4.75,4.900000095367432,1117329,2020-08-24
2020-08-31,4.75,4.75,4.849999904632568,4.5,4.75,994182,2020-08-31
2020-09-07,4.300000190734863,4.300000190734863,4.900000095367432,4.300000190734863,4.900000095367432,1212522,2020-09-07
2020-09-14,4.300000190734863,4.300000190734863,4.5,4.300000190734863,4.349999904632568,1051006,2020-09-14
2020-09-21,4.199999809265137,4.199999809265137,4.349999904632568,3.8499999046325684,4.300000190734863,946843,2020-09-21
2020-09-28,4.349999904632568,4.349999904632568,4.599999904632568,4.150000095367432,4.400000095367432,652966,2020-09-28
2020-10-05,4.050000190734863,4.050000190734863,4.550000190734863,3.950000047683716,4.449999809265137,731436,2020-10-05
2020-10-12,4.150000095367432,4.150000095367432,4.599999904632568,3.75,3.950000047683716,841613,2020-10-12
2020-10-19,4.0,4.0,4.25,3.950000047683716,4.150000095367432,790507,2020-10-19
2020-10-26,3.950000047683716,3.950000047683716,4.150000095367432,3.8499999046325684,4.150000095367432,336177,2020-10-26
2020-11-02,4.099999904632568,4.099999904632568,4.25,3.799999952316284,4.050000190734863,929791,2020-11-02
2020-11-09,4.099999904632568,4.099999904632568,4.25,3.9000000953674316,4.099999904632568,920298,2020-11-09
2020-11-16,5.650000095367432,5.650000095367432,5.650000095367432,4.0,4.099999904632568,2185489,2020-11-16
2020-11-23,5.699999809265137,5.699999809265137,6.150000095367432,5.25,5.900000095367432,2379831,2020-11-23
2020-11-30,5.400000095367432,5.400000095367432,5.699999809265137,5.150000095367432,5.699999809265137,1026949,2020-11-30
2020-12-07,5.550000190734863,5.550000190734863,5.650000095367432,5.150000095367432,5.5,2302966,2020-12-07
2020-12-14,5.699999809265137,5.699999809265137,5.849999904632568,5.25,5.75,2676254,2020-12-14
2020-12-21,5.25,5.25,5.699999809265137,5.050000190734863,5.699999809265137,850612,2020-12-21
2020-12-28,5.25,5.25,5.400000095367432,5.050000190734863,5.150000095367432,842670,2020-12-28
2021-01-04,5.050000190734863,5.050000190734863,5.5,4.900000095367432,5.25,2133133,2021-01-04
2021-01-11,4.900000095367432,4.900000095367432,5.199999809265137,4.800000190734863,5.150000095367432,1384031,2021-01-11
2021-01-18,4.599999904632568,4.599999904632568,5.0,4.550000190734863,4.949999809265137,1585576,2021-01-18
2021-01-25,4.550000190734863,4.550000190734863,4.75,4.400000095367432,4.550000190734863,772294,2021-01-25
2021-02-01,5.349999904632568,5.349999904632568,5.349999904632568,4.300000190734863,4.5,1669233,2021-02-01
2021-02-08,5.25,5.25,5.599999904632568,4.849999904632568,5.449999809265137,2678459,2021-02-08
2021-02-15,5.099999904632568,5.099999904632568,5.25,4.900000095367432,5.0,1356874,2021-02-15
2021-02-22,5.5,5.5,5.5,4.800000190734863,5.099999904632568,2813301,2021-02-22
2021-03-01,6.900000095367432,6.900000095367432,6.900000095367432,5.75,5.75,2497320,2021-03-01
2021-03-08,6.849999904632568,6.849999904632568,7.900000095367432,6.849999904632568,7.199999809265137,4697516,2021-03-08
2021-03-15,6.199999809265137,6.199999809265137,6.849999904632568,5.900000095367432,6.550000190734863,1872693,2021-03-15
2021-03-22,6.300000190734863,6.300000190734863,6.300000190734863,5.5,5.949999809265137,1781637,2021-03-22
2021-03-29,6.349999904632568,6.349999904632568,6.800000190734863,6.199999809265137,6.300000190734863,733380,2021-03-29
2021-04-05,6.099999904632568,6.099999904632568,6.550000190734863,5.949999809265137,6.5,1113690,2021-04-05
2021-04-12,5.650000095367432,5.650000095367432,6.099999904632568,5.449999809265137,5.849999904632568,834167,2021-04-12
2021-04-19,5.300000190734863,5.300000190734863,5.599999904632568,5.099999904632568,5.599999904632568,511812,2021-04-19
2021-04-26,5.699999809265137,5.699999809265137,6.0,5.25,5.25,1024889,2021-04-26
2021-05-03,7.0,7.0,7.0,5.449999809265137,5.449999809265137,2114594,2021-05-03
2021-05-10,8.449999809265137,8.449999809265137,8.449999809265137,6.650000095367432,7.25,3558480,2021-05-10
2021-05-17,10.5,10.5,10.649999618530273,8.800000190734863,8.850000381469727,9235775,2021-05-17
2021-05-24,10.100000381469727,10.100000381469727,11.0,9.050000190734863,10.75,10146967,2021-05-24
2021-05-31,9.600000381469727,9.600000381469727,10.350000381469727,9.050000190734863,10.25,5786823,2021-05-31
2021-06-07,9.350000381469727,9.350000381469727,9.899999618530273,9.199999809265137,9.75,3520921,2021-06-07
2021-06-14,9.449999809265137,9.449999809265137,10.199999809265137,9.0,9.350000381469727,9658635,2021-06-14
2021-06-21,11.050000190734863,11.050000190734863,11.050000190734863,9.199999809265137,9.5,8481271,2021-06-21
2021-06-28,14.0,14.0,14.0,11.600000381469727,11.600000381469727,6876750,2021-06-28
2021-07-05,17.75,17.75,17.75,14.649999618530273,14.699999809265137,15229626,2021-07-05
2021-07-12,18.899999618530273,18.899999618530273,20.549999237060547,17.799999237060547,18.600000381469727,31896791,2021-07-12
2021-07-19,15.449999809265137,15.449999809265137,18.850000381469727,15.449999809265137,18.049999237060547,5212568,2021-07-19
2021-07-26,17.0,17.0,17.600000381469727,15.0,15.0,8221700,2021-07-26
2021-08-02,15.850000381469727,15.850000381469727,18.350000381469727,15.350000381469727,17.600000381469727,2825198,2021-08-02
2021-08-09,13.600000381469727,13.600000381469727,16.600000381469727,13.0,16.549999237060547,4098338,2021-08-09
2021-08-16,11.199999809265137,11.199999809265137,13.300000190734863,11.199999809265137,12.949999809265137,1337440,2021-08-16
2021-08-23,12.850000381469727,12.850000381469727,12.850000381469727,10.149999618530273,10.649999618530273,4416377,2021-08-23
2021-08-30,10.949999809265137,10.949999809265137,13.0,10.550000190734863,12.5,3191699,2021-08-30
2021-09-06,11.550000190734863,11.550000190734863,12.350000381469727,10.300000190734863,10.600000381469727,2663788,2021-09-06
2021-09-13,11.25,11.25,11.649999618530273,10.600000381469727,11.5,3261263,2021-09-13
2021-09-20,11.949999809265137,11.949999809265137,11.949999809265137,10.350000381469727,11.350000381469727,2769154,2021-09-20
2021-09-27,11.0,11.0,12.5,10.949999809265137,12.5,2688145,2021-09-27
2021-10-04,10.899999618530273,10.899999618530273,11.449999809265137,10.75,10.800000190734863,2322767,2021-10-04
2021-10-11,10.600000381469727,10.600000381469727,11.149999618530273,10.399999618530273,10.399999618530273,2865694,2021-10-11
2021-10-18,9.149999618530273,9.149999618530273,11.050000190734863,9.100000381469727,10.649999618530273,4503004,2021-10-18
2021-10-25,9.350000381469727,9.350000381469727,10.100000381469727,8.699999809265137,9.050000190734863,2623127,2021-10-25
2021-11-01,9.350000381469727,9.350000381469727,9.75,9.100000381469727,9.350000381469727,1440383,2021-11-01
2021-11-08,9.25,9.25,9.649999618530273,9.100000381469727,9.449999809265137,1315829,2021-11-08
2021-11-15,7.849999904632568,7.849999904632568,9.25,7.800000190734863,9.25,3507338,2021-11-15
2021-11-22,9.25,9.25,9.25,7.5,8.0,1662524,2021-11-22
2021-11-29,11.699999809265137,11.699999809265137,11.699999809265137,9.25,9.699999809265137,2567750,2021-11-29
2021-12-06,12.199999809265137,12.199999809265137,12.850000381469727,10.550000190734863,12.25,11711203,2021-12-06
2021-12-13,11.100000381469727,11.100000381469727,12.800000190734863,10.850000381469727,12.300000190734863,6104103,2021-12-13
2021-12-20,11.399999618530273,11.399999618530273,11.699999809265137,10.5,11.300000190734863,4958069,2021-12-20
2021-12-27,12.050000190734863,12.050000190734863,12.199999809265137,11.050000190734863,11.399999618530273,10981304,2021-12-27
2022-01-03,12.949999809265137,12.949999809265137,13.0,11.399999618530273,12.300000190734863,15747328,2022-01-03
2022-01-10,14.449999809265137,14.449999809265137,15.600000381469727,13.0,13.550000190734863,13350502,2022-01-10
2022-01-17,14.100000381469727,14.100000381469727,15.199999809265137,13.550000190734863,14.899999618530273,12417688,2022-01-17
2022-01-24,13.5,13.5,14.600000381469727,12.75,14.399999618530273,5197908,2022-01-24
2022-01-31,13.350000381469727,13.350000381469727,14.100000381469727,12.199999809265137,13.75,5651803,2022-01-31
2022-02-07,13.25,13.25,14.600000381469727,11.600000381469727,13.600000381469727,16356590,2022-02-07
2022-02-14,12.550000190734863,12.550000190734863,13.300000190734863,11.199999809265137,12.5,6341469,2022-02-14
2022-02-21,11.149999618530273,11.149999618530273,12.649999618530273,10.699999809265137,12.550000190734863,3083826,2022-02-21
2022-02-28,11.0,11.0,11.699999809265137,10.25,11.350000381469727,2370596,2022-02-28
2022-03-07,13.0,13.0,13.5,11.149999618530273,11.300000190734863,7916074,2022-03-07
2022-03-14,12.75,12.75,13.5,12.300000190734863,13.100000381469727,3127451,2022-03-14
2022-03-21,12.550000190734863,12.550000190734863,13.899999618530273,12.350000381469727,12.800000190734863,8518857,2022-03-21
2022-03-28,13.300000190734863,13.300000190734863,13.449999809265137,11.300000190734863,12.75,7001369,2022-03-28
2022-04-04,14.550000190734863,14.550000190734863,16.100000381469727,13.25,13.600000381469727,13810062,2022-04-04
2022-04-11,14.949999809265137,14.949999809265137,15.149999618530273,13.800000190734863,14.699999809265137,4626262,2022-04-11
2022-04-18,17.350000381469727,17.350000381469727,19.549999237060547,15.149999618530273,15.399999618530273,38372504,2022-04-18
2022-04-25,14.800000190734863,14.800000190734863,16.5,14.399999618530273,16.5,14199670,2022-04-25
2022-05-02,12.899999618530273,12.899999618530273,14.600000381469727,12.850000381469727,14.600000381469727,4654403,2022-05-02
2022-05-09,13.0,13.0,14.350000381469727,12.350000381469727,13.0,4837348,2022-05-09
2022-05-16,12.75,12.75,13.300000190734863,12.399999618530273,13.050000190734863,3116515,2022-05-16
2022-05-23,12.449999809265137,12.449999809265137,13.0,12.350000381469727,13.0,554661,2022-05-23
2022-05-30,10.25,10.25,11.850000381469727,10.25,11.850000381469727,524900,2022-05-30
2022-06-06,10.300000190734863,10.300000190734863,11.25,9.75,9.75,3346739,2022-06-06
2022-06-13,8.949999809265137,8.949999809265137,10.25,8.600000381469727,10.25,1343305,2022-06-13
2022-06-20,9.300000190734863,9.300000190734863,9.449999809265137,8.199999809265137,8.699999809265137,799513,2022-06-20
2022-06-27,8.649999618530273,8.649999618530273,9.5,8.449999809265137,9.399999618530273,900237,2022-06-27
2022-07-04,8.800000190734863,8.800000190734863,9.199999809265137,8.199999809265137,8.75,976250,2022-07-04
2022-07-11,8.600000381469727,8.600000381469727,9.399999618530273,8.399999618530273,9.0,1248536,2022-07-11
2022-07-18,8.949999809265137,8.949999809265137,9.149999618530273,8.600000381469727,8.649999618530273,927276,2022-07-18
2022-07-25,8.149999618530273,8.149999618530273,9.0,7.900000095367432,8.899999618530273,1544733,2022-07-25
