Date,Adj Close_RELIANCE.NS,Close_RELIANCE.NS,High_RELIANCE.NS,Low_RELIANCE.NS,Open_RELIANCE.NS,Volume_RELIANCE.NS,Date
2021-08-02,954.3392944335938,964.0962524414062,994.4398193359375,941.9904174804688,948.0591430664062,73785268,2021-08-02
2021-08-09,980.19580078125,990.2171020507812,992.1785278320312,953.6893920898438,960.3811645507812,49516817,2021-08-09
2021-08-16,981.383544921875,991.4170532226562,1016.6841430664062,982.140869140625,991.9246826171875,54095755,2021-08-16
2021-08-23,1017.5415649414062,1027.9447021484375,1036.02099609375,984.0560913085938,1003.3006591796875,64169678,2021-08-23
2021-08-30,1091.13671875,1102.2923583984375,1105.2921142578125,1032.2828369140625,1038.3746337890625,92279209,2021-08-30
2021-09-06,1108.085205078125,1119.4140625,1144.5196533203125,1110.6685791015625,1113.59912109375,74256492,2021-09-06
2021-09-13,1092.0732421875,1103.2384033203125,1133.3743896484375,1091.9085693359375,1122.8291015625,82621606,2021-09-13
2021-09-20,1134.170166015625,1145.765625,1156.2647705078125,1093.754638671875,1094.7237548828125,63632027,2021-09-20
2021-09-27,1152.900146484375,1164.6871337890625,1186.0545654296875,1142.3505859375,1147.7501220703125,65678549,2021-09-27
2021-10-04,1220.3052978515625,1232.781494140625,1238.8502197265625,1170.84814453125,1178.2091064453125,56820225,2021-10-04
2021-10-11,1233.621826171875,1246.234130859375,1255.279541015625,1218.9364013671875,1246.6956787109375,40033908,2021-10-11
2021-10-18,1200.2733154296875,1212.544677734375,1269.74755859375,1201.3763427734375,1231.5584716796875,66997602,2021-10-18
2021-10-25,1158.6334228515625,1170.47900390625,1236.819580078125,1154.5341796875,1236.819580078125,60964099,2021-10-25
2021-11-01,1141.5478515625,1153.2188720703125,1179.5936279296875,1135.7510986328125,1170.47900390625,39745330,2021-11-01
2021-11-08,1184.60400390625,1196.7152099609375,1199.32275390625,1133.628173828125,1162.70263671875,65707969,2021-11-08
2021-11-15,1129.8759765625,1141.427490234375,1200.9149169921875,1130.6976318359375,1199.8995361328125,34848504,2021-11-15
2021-11-22,1102.1463623046875,1113.41455078125,1154.672607421875,1065.6031494140625,1124.259765625,124436676,2021-11-22
2021-11-29,1100.1591796875,1111.406982421875,1153.7496337890625,1102.453857421875,1125.644287109375,98545155,2021-11-29
2021-12-06,1123.3204345703125,1134.8050537109375,1142.1658935546875,1087.8243408203125,1114.983642578125,51889515,2021-12-06
2021-12-13,1069.1861572265625,1080.1173095703125,1141.7967529296875,1070.6795654296875,1141.5198974609375,66071325,2021-12-13
2021-12-20,1083.964599609375,1095.046875,1103.9075927734375,1037.0362548828125,1069.6873779296875,61779845,2021-12-20
2021-12-27,1081.84033203125,1092.90087890625,1116.3681640625,1082.4940185546875,1089.85498046875,64627609,2021-12-27
2022-01-03,1112.836181640625,1124.213623046875,1143.1351318359375,1090.7779541015625,1091.4471435546875,55472689,2022-01-03
2022-01-10,1159.8895263671875,1171.748046875,1184.8084716796875,1115.0067138671875,1131.59765625,72039225,2022-01-10
2022-01-17,1131.95458984375,1143.52734375,1183.7470703125,1131.59765625,1171.28662109375,53840047,2022-01-17
2022-01-24,1067.084716796875,1077.994384765625,1155.9417724609375,1063.757080078125,1142.2120361328125,81067300,2022-01-24
2022-01-31,1065.0059814453125,1075.89453125,1117.1064453125,1071.187255859375,1089.23193359375,55995963,2022-01-31
2022-02-07,1085.6092529296875,1096.708251953125,1105.6151123046875,1063.757080078125,1080.8326416015625,62669402,2022-02-07
2022-02-14,1107.5369873046875,1118.8602294921875,1133.628173828125,1067.4490966796875,1080.0250244140625,51953854,2022-02-14
2022-02-21,1043.3753662109375,1054.0426025390625,1124.9058837890625,1035.3287353515625,1113.1375732421875,71328956,2022-02-21
2022-02-28,1062.37939453125,1073.240966796875,1114.452880859375,1035.1441650390625,1035.1441650390625,63761647,2022-02-28
2022-03-07,1096.001953125,1107.207275390625,1112.6761474609375,1006.0696411132812,1051.61962890625,89924828,2022-03-07
2022-03-14,1133.7132568359375,1145.30419921875,1152.5496826171875,1080.3018798828125,1101.553955078125,56838373,2022-03-14
2022-03-21,1185.8603515625,1197.984375,1207.2835693359375,1125.59814453125,1127.9056396484375,77409472,2022-03-21
2022-03-28,1213.2701416015625,1225.67431640625,1240.5115966796875,1193.6693115234375,1204.5145263671875,55533637,2022-03-28
2022-04-04,1194.905517578125,1207.1220703125,1234.5120849609375,1181.4395751953125,1225.48974609375,63985241,2022-04-04
2022-04-11,1165.66845703125,1177.5860595703125,1217.6904296875,1174.747802734375,1199.8995361328125,32826186,2022-04-11
2022-04-18,1260.3006591796875,1273.185791015625,1293.12255859375,1163.810302734375,1168.9791259765625,97951071,2022-04-18
2022-04-25,1274.6680908203125,1287.699951171875,1318.11279296875,1229.2740478515625,1265.6171875,92458764,2022-04-25
2022-05-02,1197.189697265625,1209.4295654296875,1294.73779296875,1196.9228515625,1274.66259765625,65575283,2022-05-02
2022-05-09,1108.5419921875,1119.87548828125,1198.561279296875,1093.754638671875,1188.3389892578125,94038427,2022-05-09
2022-05-16,1198.9256591796875,1211.1832275390625,1220.39013671875,1115.2835693359375,1123.498291015625,83758736,2022-05-16
2022-05-23,1176.381103515625,1188.408203125,1226.066650390625,1172.2557373046875,1214.436767578125,75899113,2022-05-23
2022-05-30,1269.757080078125,1282.73876953125,1300.20654296875,1197.222900390625,1206.822021484375,140317400,2022-05-30
2022-06-06,1239.948974609375,1252.6259765625,1298.6605224609375,1246.7418212890625,1282.9696044921875,71302019,2022-06-06
2022-06-13,1183.1878662109375,1195.2845458984375,1233.4967041015625,1178.6705322265625,1222.974609375,85099312,2022-06-13
2022-06-20,1142.09619140625,1153.772705078125,1207.791259765625,1128.3670654296875,1202.20703125,68090609,2022-06-20
2022-06-27,1100.36474609375,1111.6146240234375,1207.2374267578125,1091.4471435546875,1174.4940185546875,153362630,2022-06-27
2022-07-04,1092.461669921875,1103.6307373046875,1137.5509033203125,1091.9547119140625,1097.885009765625,125759922,2022-07-04
2022-07-11,1097.212646484375,1108.4302978515625,1125.921142578125,1093.754638671875,1096.75439453125,65424113,2022-07-11
2022-07-18,1143.489501953125,1155.1802978515625,1173.36328125,1104.0460205078125,1117.2911376953125,83018267,2022-07-18
2022-07-25,1146.3902587890625,1158.1107177734375,1161.6412353515625,1108.5225830078125,1138.727783203125,70695582,2022-07-25
2022-08-01,1157.6053466796875,1169.4405517578125,1208.0911865234375,1157.2569580078125,1162.5872802734375,72278499,2022-08-01
2022-08-08,1202.83154296875,1215.1290283203125,1218.9825439453125,1168.0560302734375,1168.0560302734375,41738679,2022-08-08
2022-08-15,1194.083251953125,1206.2913818359375,1235.388916015625,1202.1839599609375,1215.1290283203125,30074102,2022-08-15
2022-08-22,1199.8812255859375,1208.20654296875,1232.20458984375,1193.4385986328125,1207.7451171875,48133770,2022-08-22
2022-08-29,1159.7783203125,1167.8253173828125,1225.2821044921875,1165.610107421875,1192.97705078125,75887313,2022-08-29
2022-09-05,1177.5611572265625,1185.7315673828125,1204.5145263671875,1168.0560302734375,1168.0560302734375,45087861,2022-09-05
2022-09-12,1145.432861328125,1153.38037109375,1213.6060791015625,1149.5960693359375,1186.308349609375,55585603,2022-09-12
2022-09-19,1118.0711669921875,1125.828857421875,1171.148193359375,1124.259765625,1153.38037109375,45035232,2022-09-19
2022-09-26,1089.77001953125,1097.331298828125,1119.5986328125,1066.526123046875,1104.8536376953125,78916255,2022-09-26
2022-10-03,1114.794189453125,1122.5291748046875,1130.674560546875,1090.524169921875,1103.6768798828125,41868075,2022-10-03
2022-10-10,1086.538818359375,1094.07763671875,1115.7220458984375,1081.3402099609375,1109.9071044921875,39396388,2022-10-10
2022-10-17,1132.783203125,1140.6429443359375,1166.6024169921875,1081.571044921875,1086.8321533203125,65352822,2022-10-17
2022-10-24,1157.78466796875,1165.81787109375,1169.902099609375,1122.73681640625,1135.28955078125,45725925,2022-10-24
2022-10-31,1188.3087158203125,1196.5537109375,1199.8995361328125,1157.441650390625,1172.671142578125,54634269,2022-10-31
2022-11-07,1206.2061767578125,1214.5753173828125,1216.5135498046875,1182.8240966796875,1195.74609375,41320327,2022-11-07
2022-11-14,1190.554443359375,1198.8150634765625,1219.2825927734375,1186.562255859375,1214.0906982421875,37810354,2022-11-14
2022-11-21,1199.6978759765625,1208.02197265625,1211.390869140625,1170.5943603515625,1194.361572265625,36154525,2022-11-21
2022-11-28,1247.615234375,1256.271728515625,1271.4320068359375,1154.672607421875,1204.0069580078125,89826776,2022-11-28
2022-12-05,1195.80224609375,1204.0992431640625,1253.7796630859375,1200.7532958984375,1251.5875244140625,52297663,2022-12-05
2022-12-12,1175.865234375,1184.02392578125,1217.875,1180.5858154296875,1193.2078857421875,49608037,2022-12-12
2022-12-19,1146.807861328125,1154.764892578125,1215.1290283203125,1150.1729736328125,1191.131103515625,41433308,2022-12-19
2022-12-26,1167.4322509765625,1175.5323486328125,1189.2850341796875,1150.2421875,1160.5567626953125,33433030,2022-12-26
2023-01-02,1162.7115478515625,1170.7789306640625,1190.2081298828125,1155.5955810546875,1176.8245849609375,42226694,2023-01-02
2023-01-09,1130.9500732421875,1138.7969970703125,1202.6685791015625,1123.5675048828125,1174.655517578125,68586804,2023-01-09
2023-01-16,1119.5150146484375,1127.2825927734375,1149.6422119140625,1120.06005859375,1141.150634765625,64693481,2023-01-16
2023-01-23,1071.2537841796875,1078.6866455078125,1138.15087890625,1066.8260498046875,1130.213134765625,65658866,2023-01-23
2023-01-30,1067.4268798828125,1074.8331298828125,1101.900146484375,1058.2191162109375,1076.0792236328125,102173735,2023-01-30
2023-02-06,1070.93310546875,1078.3636474609375,1094.1468505859375,1058.2191162109375,1068.3720703125,75096854,2023-02-06
2023-02-13,1118.3919677734375,1126.15185546875,1137.0433349609375,1067.7030029296875,1080.001953125,87252011,2023-02-13
2023-02-20,1092.4969482421875,1100.0771484375,1130.5592041015625,1089.7626953125,1128.3670654296875,52458827,2023-02-20
2023-02-27,1093.276123046875,1100.8616943359375,1104.5767822265625,1067.7491455078125,1099.2926025390625,68722240,2023-02-27
2023-03-06,1064.53955078125,1071.9256591796875,1118.9525146484375,1068.3951416015625,1107.599609375,55523792,2023-03-06
2023-03-13,1018.8908081054688,1025.9603271484375,1081.755615234375,1016.31494140625,1074.8331298828125,102905041,2023-03-13
2023-03-20,1009.8160400390625,1016.8225708007812,1057.5037841796875,1006.0696411132812,1022.22216796875,80470358,2023-03-20
2023-03-27,1068.366455078125,1075.7791748046875,1081.5018310546875,1015.3919677734375,1023.3759155273438,73606013,2023-03-27
2023-04-03,1073.1329345703125,1080.5787353515625,1086.37060546875,1065.3955078125,1082.2171630859375,44991017,2023-04-03
2023-04-10,1079.5723876953125,1087.0628662109375,1092.7392578125,1071.3948974609375,1084.524658203125,54061070,2023-04-10
2023-04-17,1076.59326171875,1084.0631103515625,1119.114013671875,1073.4486083984375,1119.114013671875,55263177,2023-04-17
2023-04-24,1109.363037109375,1117.060302734375,1118.6295166015625,1083.6015625,1096.0621337890625,55522481,2023-04-24
2023-05-01,1119.1024169921875,1126.8671875,1135.91259765625,1113.6221923828125,1117.060302734375,37425495,2023-05-01
2023-05-08,1138.6268310546875,1146.527099609375,1158.1337890625,1127.974853515625,1130.674560546875,44003959,2023-05-08
2023-05-15,1119.194091796875,1126.95947265625,1155.849365234375,1116.298828125,1149.0885009765625,42925517,2023-05-15
2023-05-22,1148.7786865234375,1156.7493896484375,1157.903076171875,1115.0067138671875,1123.7520751953125,45753317,2023-05-22
2023-05-29,1125.2667236328125,1133.0743408203125,1171.148193359375,1131.1361083984375,1163.4410400390625,78854071,2023-05-29
2023-06-05,1137.52685546875,1145.4195556640625,1161.52587890625,1134.57421875,1138.6124267578125,46662663,2023-06-05
2023-06-12,1181.2735595703125,1189.4697265625,1191.7772216796875,1137.5970458984375,1142.44287109375,66902438,2023-06-12
2023-06-19,1152.559814453125,1160.5567626953125,1192.515625,1159.28759765625,1192.515625,34928989,2023-06-19
2023-06-26,1168.8302001953125,1176.93994140625,1179.8935546875,1147.588623046875,1156.9801025390625,44836186,2023-06-26
2023-07-03,1207.0311279296875,1215.406005859375,1229.8740234375,1179.2935791015625,1180.5396728515625,62957346,2023-07-03
2023-07-10,1256.1171875,1264.8326416015625,1293.12255859375,1234.5120849609375,1240.9268798828125,101850277,2023-07-10
2023-07-17,1260.628173828125,1269.375,1318.0435791015625,1258.9715576171875,1267.7401123046875,156176371,2023-07-17
2023-07-24,1255.2158203125,1263.925048828125,1273.5,1234.6500244140625,1240.5,86719648,2023-07-24
2023-07-31,1246.12890625,1254.7750244140625,1279.5,1229.0250244140625,1263.925048828125,63889980,2023-07-31
2023-08-07,1264.7991943359375,1273.574951171875,1279.425048828125,1240.550048828125,1260.5,64963456,2023-08-07
2023-08-14,1269.591064453125,1278.4000244140625,1291.4000244140625,1254.2750244140625,1269.5,52092646,2023-08-14
2023-08-21,1225.6708984375,1234.175048828125,1277.7249755859375,1221.300048828125,1269.9749755859375,62815162,2023-08-21
2023-08-28,1202.2445068359375,1206.324951171875,1242.0,1199.949951171875,1236.0,81377858,2023-08-28
2023-09-04,1219.95947265625,1224.0999755859375,1228.0,1202.6500244140625,1206.324951171875,62985732,2023-09-04
2023-09-11,1224.7681884765625,1228.925048828125,1241.5,1213.125,1226.0,77008306,2023-09-11
2023-09-18,1173.4921875,1177.4749755859375,1225.5,1175.0,1220.0250244140625,96001152,2023-09-18
2023-09-25,1168.5340576171875,1172.5,1191.5,1162.5,1175.199951171875,62925804,2023-09-25
2023-10-02,1155.0797119140625,1159.0,1172.5,1147.550048828125,1172.5,35530150,2023-10-02
2023-10-09,1170.6767578125,1174.6500244140625,1179.675048828125,1147.5,1154.050048828125,50331794,2023-10-09
2023-10-16,1145.6617431640625,1149.550048828125,1183.5,1148.1500244140625,1172.5,43721404,2023-10-16
2023-10-23,1129.0679931640625,1132.9000244140625,1153.125,1110.1500244140625,1145.0,46468268,2023-10-23
2023-10-30,1155.9267578125,1159.8499755859375,1167.4749755859375,1134.9749755859375,1137.0,59343192,2023-10-30
2023-11-06,1153.534912109375,1157.449951171875,1170.5,1149.0250244140625,1166.1500244140625,47740566,2023-11-06
2023-11-13,1173.7911376953125,1177.7750244140625,1187.074951171875,1155.8499755859375,1161.449951171875,36969002,2023-11-13
2023-11-20,1192.9012451171875,1196.949951171875,1201.300048828125,1168.199951171875,1174.2750244140625,36520478,2023-11-20
2023-11-27,1193.1007080078125,1197.1500244140625,1205.9749755859375,1184.949951171875,1196.949951171875,69106306,2023-11-27
2023-12-04,1223.7216796875,1227.875,1238.3499755859375,1199.300048828125,1225.0,63054046,2023-12-04
2023-12-11,1243.579345703125,1247.800048828125,1250.0,1203.1500244140625,1228.0,59198950,2023-12-11
2023-12-18,1278.1868896484375,1282.5250244140625,1299.425048828125,1245.4749755859375,1247.800048828125,79029752,2023-12-18
2023-12-25,1288.1031494140625,1292.4749755859375,1307.0,1281.3499755859375,1282.5250244140625,39837040,2023-12-25
2024-01-01,1299.439697265625,1303.8499755859375,1317.0,1286.5,1290.2750244140625,38216060,2024-01-01
2024-01-08,1366.0885009765625,1370.7249755859375,1373.324951171875,1284.4749755859375,1305.0,62978482,2024-01-08
2024-01-15,1362.8245849609375,1367.449951171875,1396.449951171875,1351.25,1375.0,50579142,2024-01-15
2024-01-22,1348.4981689453125,1353.074951171875,1371.75,1322.550048828125,1367.449951171875,53783420,2024-01-22
2024-01-29,1452.769287109375,1457.699951171875,1474.9000244140625,1360.175048828125,1364.5,86119592,2024-01-29
2024-02-05,1455.8089599609375,1460.75,1471.9749755859375,1419.824951171875,1460.75,54410416,2024-02-05
2024-02-12,1455.634521484375,1460.574951171875,1484.7249755859375,1442.3499755859375,1460.75,41282192,2024-02-12
2024-02-19,1488.57275390625,1493.625,1497.550048828125,1453.5250244140625,1462.050048828125,59499928,2024-02-19
2024-02-26,1487.077880859375,1492.125,1500.0,1450.175048828125,1493.550048828125,62749002,2024-02-26
2024-03-04,1473.922607421875,1478.925048828125,1512.449951171875,1475.550048828125,1490.4749755859375,33253490,2024-03-04
2024-03-11,1413.4278564453125,1418.2249755859375,1489.0,1412.9000244140625,1489.0,72026862,2024-03-11
2024-03-18,1450.1033935546875,1455.0250244140625,1460.0,1416.5250244140625,1420.0,58468506,2024-03-18
2024-03-25,1480.8240966796875,1485.8499755859375,1505.949951171875,1439.0,1455.0250244140625,49596914,2024-03-25
2024-04-01,1455.1611328125,1460.0999755859375,1494.0,1450.0,1492.4749755859375,42864908,2024-04-01
2024-04-08,1462.1873779296875,1467.1500244140625,1490.9749755859375,1461.0,1462.9749755859375,40117874,2024-04-08
2024-04-15,1465.15234375,1470.125,1486.0,1443.0250244140625,1461.0,57015716,2024-04-15
2024-04-22,1447.6368408203125,1452.550048828125,1493.5,1441.5,1472.449951171875,60776466,2024-04-22
2024-04-29,1429.1495361328125,1434.0,1483.074951171875,1416.1500244140625,1450.0,50461840,2024-04-29
2024-05-06,1402.6644287109375,1407.425048828125,1440.0,1388.074951171875,1435.5,52865390,2024-05-06
2024-05-13,1429.9716796875,1434.824951171875,1439.5,1384.0,1399.9000244140625,46745744,2024-05-13
2024-05-20,1475.2430419921875,1480.25,1492.2249755859375,1425.5999755859375,1435.699951171875,43160768,2024-05-20
2024-05-27,1425.5616455078125,1430.4000244140625,1484.9000244140625,1420.0999755859375,1480.2249755859375,66109418,2024-05-27
2024-06-03,1464.977783203125,1469.949951171875,1514.5,1359.300048828125,1483.0,112116348,2024-06-03
2024-06-10,1472.55224609375,1477.550048828125,1493.3499755859375,1454.675048828125,1469.949951171875,48447562,2024-06-10
2024-06-17,1449.2811279296875,1454.199951171875,1487.5,1440.574951171875,1477.550048828125,63206776,2024-06-17
2024-06-24,1560.1051025390625,1565.4000244140625,1581.0,1437.5,1445.5250244140625,95279020,2024-06-24
2024-07-01,1583.25146484375,1588.625,1598.5,1542.7750244140625,1562.5250244140625,43630058,2024-07-01
2024-07-08,1591.3240966796875,1596.7249755859375,1608.800048828125,1563.1500244140625,1589.0,48461116,2024-07-08
2024-07-15,1549.8897705078125,1555.1500244140625,1605.8499755859375,1552.800048828125,1604.449951171875,40155290,2024-07-15
2024-07-22,1503.9207763671875,1509.0250244140625,1537.5,1463.0,1537.25,72019598,2024-07-22
2024-07-29,1494.25341796875,1499.324951171875,1527.5,1493.2750244140625,1511.949951171875,46856574,2024-07-29
2024-08-05,1469.313232421875,1474.300048828125,1483.9000244140625,1433.25,1480.0,54094426,2024-08-05
2024-08-12,1473.199951171875,1478.199951171875,1480.4000244140625,1453.699951171875,1470.0,30134016,2024-08-12
2024-08-19,1494.9012451171875,1499.9749755859375,1511.324951171875,1480.5,1482.5,49674982,2024-08-19
2024-08-26,1509.625,1509.625,1539.7249755859375,1493.0,1506.9749755859375,104633644,2024-08-26
2024-09-02,1464.824951171875,1464.824951171875,1526.800048828125,1461.625,1510.875,69806352,2024-09-02
2024-09-09,1472.625,1472.625,1486.0,1445.875,1466.5,60599464,2024-09-09
2024-09-16,1485.925048828125,1485.925048828125,1495.0,1455.550048828125,1477.550048828125,67845038,2024-09-16
2024-09-23,1526.175048828125,1526.175048828125,1533.4749755859375,1480.199951171875,1491.0,72455236,2024-09-23
2024-09-30,1386.5250244140625,1386.5250244140625,1524.9749755859375,1381.7750244140625,1519.4000244140625,118270626,2024-09-30
2024-10-07,1372.0999755859375,1372.0999755859375,1401.0,1361.375,1393.5,83851526,2024-10-07
2024-10-14,1359.300048828125,1359.300048828125,1380.074951171875,1337.625,1379.449951171875,93644776,2024-10-14
2024-10-21,1327.8499755859375,1327.8499755859375,1376.0,1322.0,1367.125,87867540,2024-10-21
2024-10-28,1338.6500244140625,1338.6500244140625,1353.0,1320.300048828125,1337.0,46276119,2024-10-28
2024-11-04,1283.75,1283.75,1340.0,1275.0,1337.8499755859375,87115958,2024-11-04
2024-11-11,1267.5999755859375,1267.5999755859375,1289.300048828125,1249.5,1278.949951171875,46973909,2024-11-11
2024-11-18,1265.4000244140625,1265.4000244140625,1281.5,1217.25,1267.5999755859375,67710157,2024-11-18
2024-11-25,1292.199951171875,1292.199951171875,1304.449951171875,1269.050048828125,1290.0,75973363,2024-11-25
2024-12-02,1311.550048828125,1311.550048828125,1329.949951171875,1277.050048828125,1288.0,73398411,2024-12-02
2024-12-09,1272.8499755859375,1272.8499755859375,1315.0,1239.5999755859375,1303.0,91955139,2024-12-09
2024-12-16,1205.300048828125,1205.300048828125,1281.0,1201.5,1275.0,74177300,2024-12-16
2024-12-23,1221.050048828125,1221.050048828125,1233.550048828125,1213.199951171875,1215.0,33804316,2024-12-23
2024-12-30,1251.1500244140625,1251.1500244140625,1262.050048828125,1206.1500244140625,1216.4000244140625,52124209,2024-12-30
2025-01-06,1241.9000244140625,1241.9000244140625,1271.050048828125,1215.0,1253.949951171875,65148886,2025-01-06
2025-01-13,1302.3499755859375,1302.3499755859375,1326.0,1226.4000244140625,1230.0,79922863,2025-01-13
2025-01-20,1246.300048828125,1246.300048828125,1316.0,1243.5,1316.0,61833462,2025-01-20
2025-01-27,1264.5999755859375,1264.5999755859375,1270.550048828125,1218.5,1239.0999755859375,49004524,2025-01-27
2025-02-03,1266.699951171875,1266.699951171875,1290.5,1237.550048828125,1251.0,54775726,2025-02-03
