Date,Adj Close_BALAJITELE.NS,Close_BALAJITELE.NS,High_BALAJITELE.NS,Low_BALAJITELE.NS,Open_BALAJITELE.NS,Volume_BALAJITELE.NS,Date
2020-07-13,77.39138793945312,77.6500015258789,79.8499984741211,72.0,79.4000015258789,384010,2020-07-13
2020-07-20,88.75341796875,89.05000305175781,94.3499984741211,76.8499984741211,78.75,4062332,2020-07-20
2020-07-27,87.30824279785156,87.5999984741211,90.25,78.75,89.6500015258789,1883718,2020-07-27
2020-08-03,97.32477569580078,97.6500015258789,101.80000305175781,81.0,85.0,5468302,2020-08-03
2020-08-10,86.85974884033203,87.1500015258789,94.94999694824219,86.25,94.75,1829536,2020-08-10
2020-08-17,84.51757049560547,84.80000305175781,90.0,83.80000305175781,88.8499984741211,945764,2020-08-17
2020-08-24,85.31490325927734,85.5999984741211,89.30000305175781,81.05000305175781,88.0,1794351,2020-08-24
2020-08-31,77.98938751220703,78.25,87.4000015258789,77.5999984741211,86.0,977612,2020-08-31
2020-09-07,74.65054321289062,74.9000015258789,80.05000305175781,71.55000305175781,78.0,700302,2020-09-07
2020-09-14,75.09904479980469,75.3499984741211,83.19999694824219,72.30000305175781,75.5,1485587,2020-09-14
2020-09-21,69.91636657714844,70.1500015258789,76.1500015258789,66.5,76.1500015258789,665240,2020-09-21
2020-09-28,69.46785736083984,69.69999694824219,74.4000015258789,67.6500015258789,70.80000305175781,626662,2020-09-28
2020-10-05,67.12568664550781,67.3499984741211,71.0999984741211,67.05000305175781,70.25,363303,2020-10-05
2020-10-12,63.188846588134766,63.400001525878906,68.75,62.20000076293945,67.30000305175781,539577,2020-10-12
2020-10-19,66.27851867675781,66.5,69.4000015258789,61.5,63.900001525878906,867998,2020-10-19
2020-10-26,62.39150619506836,62.599998474121094,66.5999984741211,60.400001525878906,66.5,238539,2020-10-26
2020-11-02,61.743675231933594,61.95000076293945,64.19999694824219,60.099998474121094,61.099998474121094,359566,2020-11-02
2020-11-09,60.796836853027344,61.0,65.9000015258789,59.04999923706055,63.20000076293945,768061,2020-11-09
2020-11-16,61.04600524902344,61.25,63.45000076293945,57.650001525878906,60.29999923706055,945480,2020-11-16
2020-11-23,59.551002502441406,59.75,62.20000076293945,59.54999923706055,61.25,719921,2020-11-23
2020-11-30,67.47451782226562,67.69999694824219,68.75,59.75,59.75,2316011,2020-11-30
2020-12-07,69.06919860839844,69.30000305175781,74.69999694824219,66.5999984741211,68.3499984741211,3069527,2020-12-07
2020-12-14,68.12236022949219,68.3499984741211,72.5,66.05000305175781,70.44999694824219,1201804,2020-12-14
2020-12-21,63.986175537109375,64.19999694824219,69.25,59.5,68.3499984741211,901595,2020-12-21
2020-12-28,68.07252502441406,68.30000305175781,74.69999694824219,64.55000305175781,69.0,2745835,2020-12-28
2021-01-04,69.21868896484375,69.44999694824219,72.0,68.5,68.8499984741211,1649570,2021-01-04
2021-01-11,65.3316879272461,65.55000305175781,70.44999694824219,65.1500015258789,70.0,913253,2021-01-11
2021-01-18,62.69050979614258,62.900001525878906,66.0,62.54999923706055,64.80000305175781,929947,2021-01-18
2021-01-25,60.49783706665039,60.70000076293945,63.599998474121094,59.849998474121094,62.900001525878906,440735,2021-01-25
2021-02-01,62.49117660522461,62.70000076293945,64.3499984741211,60.400001525878906,61.150001525878906,638540,2021-02-01
2021-02-08,60.89650344848633,61.099998474121094,63.79999923706055,60.0,63.79999923706055,460817,2021-02-08
2021-02-15,60.49783706665039,60.70000076293945,64.05000305175781,58.04999923706055,61.0,1130595,2021-02-15
2021-02-22,59.25200271606445,59.45000076293945,62.5,59.0,61.0,551743,2021-02-22
2021-03-01,65.63068389892578,65.8499984741211,70.0,59.04999923706055,59.70000076293945,4805281,2021-03-01
2021-03-08,61.89317321777344,62.099998474121094,67.94999694824219,61.5,66.80000305175781,1748599,2021-03-08
2021-03-15,59.00283432006836,59.20000076293945,63.0,57.0,63.0,1305684,2021-03-15
2021-03-22,58.255332946777344,58.45000076293945,61.349998474121094,56.25,59.29999923706055,1325840,2021-03-22
2021-03-29,58.803497314453125,59.0,61.650001525878906,54.900001525878906,58.45000076293945,927058,2021-03-29
2021-04-05,57.7071647644043,57.900001525878906,59.54999923706055,55.5,58.650001525878906,697777,2021-04-05
2021-04-12,53.8699836730957,54.04999923706055,57.5,53.650001525878906,57.5,593933,2021-04-12
2021-04-19,55.01615524291992,55.20000076293945,56.70000076293945,50.25,53.0,591089,2021-04-19
2021-04-26,56.76032638549805,56.95000076293945,59.0,55.25,56.599998474121094,915873,2021-04-26
2021-05-03,57.95633316040039,58.150001525878906,60.900001525878906,56.099998474121094,56.900001525878906,1046793,2021-05-03
2021-05-10,55.91315460205078,56.099998474121094,59.400001525878906,55.29999923706055,58.95000076293945,1018782,2021-05-10
2021-05-17,61.39483642578125,61.599998474121094,63.5,55.599998474121094,57.150001525878906,3059408,2021-05-17
2021-05-24,66.37818145751953,66.5999984741211,73.44999694824219,60.900001525878906,61.599998474121094,7563359,2021-05-24
2021-05-31,66.92635345458984,67.1500015258789,69.69999694824219,65.6500015258789,67.0,2317828,2021-05-31
2021-06-07,70.66386413574219,70.9000015258789,76.80000305175781,67.25,67.9000015258789,6783176,2021-06-07
2021-06-14,67.32502746582031,67.55000305175781,72.0,65.5,70.80000305175781,3005053,2021-06-14
2021-06-21,64.8333511352539,65.05000305175781,67.9000015258789,64.0,66.05000305175781,3262655,2021-06-21
2021-06-28,64.0360107421875,64.25,67.19999694824219,63.79999923706055,65.5,1297942,2021-06-28
2021-07-05,67.52435302734375,67.75,71.3499984741211,63.70000076293945,64.80000305175781,4958849,2021-07-05
2021-07-12,71.16220092773438,71.4000015258789,72.5,66.0999984741211,68.30000305175781,4669889,2021-07-12
2021-07-19,72.75687408447266,73.0,74.0,65.5999984741211,70.4000015258789,6215685,2021-07-19
2021-07-26,69.96619415283203,70.19999694824219,76.75,67.3499984741211,75.0,6398610,2021-07-26
2021-08-02,66.72702026367188,66.94999694824219,71.69999694824219,65.5,70.75,2492490,2021-08-02
2021-08-09,63.73701477050781,63.95000076293945,67.75,60.70000076293945,67.0,2423492,2021-08-09
2021-08-16,59.85000228881836,60.04999923706055,64.69999694824219,59.54999923706055,63.95000076293945,1097168,2021-08-16
2021-08-23,61.14567184448242,61.349998474121094,63.5,57.099998474121094,60.54999923706055,1496940,2021-08-23
2021-08-30,61.900001525878906,61.900001525878906,62.900001525878906,59.650001525878906,61.79999923706055,929341,2021-08-30
2021-09-06,61.0,61.0,63.79999923706055,60.099998474121094,61.900001525878906,940270,2021-09-06
2021-09-13,62.099998474121094,62.099998474121094,65.1500015258789,60.349998474121094,60.95000076293945,1418158,2021-09-13
2021-09-20,67.3499984741211,67.3499984741211,71.0,60.0,61.900001525878906,4767985,2021-09-20
2021-09-27,65.4000015258789,65.4000015258789,69.0999984741211,64.55000305175781,68.05000305175781,1150779,2021-09-27
2021-10-04,65.9000015258789,65.9000015258789,69.30000305175781,64.44999694824219,65.5,1710650,2021-10-04
2021-10-11,66.05000305175781,66.05000305175781,68.94999694824219,65.75,66.0,1487196,2021-10-11
2021-10-18,64.0,64.0,67.5,63.45000076293945,66.19999694824219,1750047,2021-10-18
2021-10-25,62.349998474121094,62.349998474121094,65.1500015258789,60.099998474121094,64.19999694824219,955449,2021-10-25
2021-11-01,63.849998474121094,63.849998474121094,64.6500015258789,61.400001525878906,62.900001525878906,514985,2021-11-01
2021-11-08,63.75,63.75,65.9000015258789,63.099998474121094,63.599998474121094,821367,2021-11-08
2021-11-15,61.70000076293945,61.70000076293945,64.19999694824219,61.0,63.54999923706055,373585,2021-11-15
2021-11-22,59.400001525878906,59.400001525878906,62.400001525878906,58.29999923706055,62.400001525878906,710686,2021-11-22
2021-11-29,60.150001525878906,60.150001525878906,62.20000076293945,56.0,58.599998474121094,451466,2021-11-29
2021-12-06,63.70000076293945,63.70000076293945,65.0,57.70000076293945,60.150001525878906,1060658,2021-12-06
2021-12-13,60.70000076293945,60.70000076293945,66.5,60.5,64.3499984741211,1514764,2021-12-13
2021-12-20,59.0,59.0,61.20000076293945,57.45000076293945,59.54999923706055,488073,2021-12-20
2021-12-27,61.75,61.75,65.75,58.099998474121094,58.5,951092,2021-12-27
2022-01-03,62.54999923706055,62.54999923706055,64.1500015258789,61.349998474121094,62.900001525878906,643335,2022-01-03
2022-01-10,67.05000305175781,67.05000305175781,69.4000015258789,62.400001525878906,62.70000076293945,2828389,2022-01-10
2022-01-17,61.20000076293945,61.20000076293945,67.80000305175781,58.95000076293945,67.1500015258789,1242740,2022-01-17
2022-01-24,62.400001525878906,62.400001525878906,65.55000305175781,58.20000076293945,61.95000076293945,1358903,2022-01-24
2022-01-31,73.4000015258789,73.4000015258789,75.80000305175781,61.099998474121094,63.150001525878906,4539471,2022-01-31
2022-02-07,79.55000305175781,79.55000305175781,89.0,70.3499984741211,72.44999694824219,15486877,2022-02-07
2022-02-14,81.5999984741211,81.5999984741211,86.94999694824219,72.1500015258789,75.6500015258789,6619075,2022-02-14
2022-02-21,76.8499984741211,76.8499984741211,83.0,69.0999984741211,80.1500015258789,5036939,2022-02-21
2022-02-28,71.5,71.5,78.3499984741211,70.5999984741211,76.30000305175781,1925784,2022-02-28
2022-03-07,76.19999694824219,76.19999694824219,79.30000305175781,69.0999984741211,70.0999984741211,1834149,2022-03-07
2022-03-14,74.30000305175781,74.30000305175781,79.9000015258789,73.05000305175781,76.44999694824219,2167403,2022-03-14
2022-03-21,76.4000015258789,76.4000015258789,79.0999984741211,72.9000015258789,75.19999694824219,2068781,2022-03-21
2022-03-28,73.1500015258789,73.1500015258789,77.19999694824219,70.0,77.1500015258789,2304534,2022-03-28
2022-04-04,77.1500015258789,77.1500015258789,79.0,73.0,73.19999694824219,1953576,2022-04-04
2022-04-11,73.19999694824219,73.19999694824219,78.19999694824219,73.0,77.1500015258789,602088,2022-04-11
2022-04-18,73.5,73.5,79.0,69.94999694824219,72.80000305175781,1414351,2022-04-18
2022-04-25,60.400001525878906,60.400001525878906,77.5,59.650001525878906,73.25,2509486,2022-04-25
2022-05-02,60.45000076293945,60.45000076293945,64.80000305175781,58.04999923706055,59.75,818293,2022-05-02
2022-05-09,57.849998474121094,57.849998474121094,63.400001525878906,56.70000076293945,59.95000076293945,483665,2022-05-09
2022-05-16,60.70000076293945,60.70000076293945,61.5,57.45000076293945,57.95000076293945,467667,2022-05-16
2022-05-23,55.849998474121094,55.849998474121094,61.400001525878906,53.70000076293945,60.0,539002,2022-05-23
2022-05-30,54.099998474121094,54.099998474121094,56.849998474121094,54.0,56.349998474121094,437775,2022-05-30
2022-06-06,49.95000076293945,49.95000076293945,54.45000076293945,49.75,54.45000076293945,700387,2022-06-06
2022-06-13,44.349998474121094,44.349998474121094,50.0,43.900001525878906,49.75,437264,2022-06-13
2022-06-20,42.650001525878906,42.650001525878906,45.150001525878906,41.0,44.5,525303,2022-06-20
2022-06-27,40.400001525878906,40.400001525878906,45.79999923706055,40.099998474121094,43.0,1039989,2022-06-27
2022-07-04,39.900001525878906,39.900001525878906,41.349998474121094,39.0,40.54999923706055,819868,2022-07-04
2022-07-11,42.54999923706055,42.54999923706055,45.599998474121094,39.150001525878906,40.0,2313763,2022-07-11
2022-07-18,49.45000076293945,49.45000076293945,50.5,42.5,42.54999923706055,3759582,2022-07-18
2022-07-25,46.599998474121094,46.599998474121094,50.900001525878906,46.400001525878906,49.25,1094159,2022-07-25
2022-08-01,47.29999923706055,47.29999923706055,49.5,46.04999923706055,47.5,846521,2022-08-01
2022-08-08,47.099998474121094,47.099998474121094,48.849998474121094,46.5,47.25,391002,2022-08-08
2022-08-15,53.25,53.25,56.54999923706055,46.95000076293945,47.099998474121094,3394559,2022-08-15
2022-08-22,52.29999923706055,52.29999923706055,54.54999923706055,51.900001525878906,54.0,913445,2022-08-22
2022-08-29,54.349998474121094,54.349998474121094,56.5,50.349998474121094,50.900001525878906,1057868,2022-08-29
2022-09-05,53.25,53.25,56.20000076293945,52.5,54.75,903274,2022-09-05
2022-09-12,53.150001525878906,53.150001525878906,57.70000076293945,51.25,53.70000076293945,2478677,2022-09-12
2022-09-19,50.5,50.5,54.599998474121094,50.400001525878906,53.0,735171,2022-09-19
2022-09-26,49.599998474121094,49.599998474121094,51.79999923706055,43.400001525878906,50.20000076293945,509060,2022-09-26
2022-10-03,50.900001525878906,50.900001525878906,51.75,49.150001525878906,50.0,288700,2022-10-03
2022-10-10,48.45000076293945,48.45000076293945,51.099998474121094,47.54999923706055,50.349998474121094,440594,2022-10-10
2022-10-17,47.45000076293945,47.45000076293945,48.900001525878906,47.150001525878906,48.599998474121094,178169,2022-10-17
2022-10-24,48.849998474121094,48.849998474121094,49.849998474121094,46.0,47.650001525878906,283697,2022-10-24
2022-10-31,48.29999923706055,48.29999923706055,49.79999923706055,47.349998474121094,49.0,328976,2022-10-31
2022-11-07,48.599998474121094,48.599998474121094,50.099998474121094,47.75,48.70000076293945,365680,2022-11-07
2022-11-14,46.0,46.0,48.75,45.75,47.599998474121094,278128,2022-11-14
2022-11-21,46.150001525878906,46.150001525878906,46.79999923706055,44.599998474121094,46.099998474121094,475267,2022-11-21
2022-11-28,47.650001525878906,47.650001525878906,49.349998474121094,46.0,46.0,888281,2022-11-28
2022-12-05,46.650001525878906,46.650001525878906,49.5,46.45000076293945,48.0,527754,2022-12-05
2022-12-12,47.95000076293945,47.95000076293945,50.900001525878906,45.95000076293945,46.650001525878906,1353271,2022-12-12
2022-12-19,43.099998474121094,43.099998474121094,48.400001525878906,42.599998474121094,48.04999923706055,424832,2022-12-19
2022-12-26,45.29999923706055,45.29999923706055,45.75,42.29999923706055,42.5,375995,2022-12-26
2023-01-02,45.04999923706055,45.04999923706055,45.900001525878906,44.54999923706055,45.75,218669,2023-01-02
2023-01-09,43.04999923706055,43.04999923706055,45.849998474121094,42.099998474121094,45.849998474121094,383096,2023-01-09
2023-01-16,43.099998474121094,43.099998474121094,45.150001525878906,42.54999923706055,43.650001525878906,274968,2023-01-16
2023-01-23,41.20000076293945,41.20000076293945,44.400001525878906,40.5,43.400001525878906,210130,2023-01-23
2023-01-30,40.849998474121094,40.849998474121094,42.5,39.400001525878906,41.349998474121094,292184,2023-01-30
2023-02-06,47.849998474121094,47.849998474121094,49.599998474121094,39.099998474121094,40.849998474121094,963210,2023-02-06
2023-02-13,46.79999923706055,46.79999923706055,49.650001525878906,42.54999923706055,49.5,1854588,2023-02-13
2023-02-20,43.20000076293945,43.20000076293945,46.849998474121094,43.04999923706055,46.29999923706055,462010,2023-02-20
2023-02-27,43.70000076293945,43.70000076293945,44.95000076293945,42.150001525878906,43.25,315017,2023-02-27
2023-03-06,42.400001525878906,42.400001525878906,45.04999923706055,41.650001525878906,44.75,282141,2023-03-06
2023-03-13,39.650001525878906,39.650001525878906,43.0,39.20000076293945,42.0,402122,2023-03-13
2023-03-20,37.650001525878906,37.650001525878906,40.900001525878906,37.5,40.900001525878906,1637996,2023-03-20
2023-03-27,37.099998474121094,37.099998474121094,38.900001525878906,35.0,38.900001525878906,692907,2023-03-27
2023-04-03,38.849998474121094,38.849998474121094,39.400001525878906,37.400001525878906,37.45000076293945,292276,2023-04-03
2023-04-10,39.70000076293945,39.70000076293945,41.54999923706055,38.70000076293945,38.849998474121094,270515,2023-04-10
2023-04-17,39.79999923706055,39.79999923706055,41.75,38.900001525878906,39.70000076293945,249132,2023-04-17
2023-04-24,41.45000076293945,41.45000076293945,42.95000076293945,39.75,39.79999923706055,497565,2023-04-24
2023-05-01,40.54999923706055,40.54999923706055,42.5,40.349998474121094,41.45000076293945,205635,2023-05-01
2023-05-08,41.04999923706055,41.04999923706055,43.45000076293945,40.45000076293945,40.849998474121094,310957,2023-05-08
2023-05-15,41.25,41.25,42.400001525878906,40.75,41.599998474121094,208073,2023-05-15
2023-05-22,40.95000076293945,40.95000076293945,42.45000076293945,40.54999923706055,41.04999923706055,315957,2023-05-22
2023-05-29,44.849998474121094,44.849998474121094,46.0,40.650001525878906,41.0,1332286,2023-05-29
2023-06-05,43.54999923706055,43.54999923706055,45.95000076293945,43.400001525878906,45.79999923706055,478805,2023-06-05
