Date,Adj Close_LLOYDSENGG.NS,Close_LLOYDSENGG.NS,High_LLOYDSENGG.NS,Low_LLOYDSENGG.NS,Open_LLOYDSENGG.NS,Volume_LLOYDSENGG.NS,Date
2024-06-10,70.42859649658203,70.5999984741211,72.23999786376953,62.97999954223633,65.0,64316964,2024-06-10
2024-06-17,69.5307846069336,69.69999694824219,73.98999786376953,68.06999969482422,70.94999694824219,41100217,2024-06-17
2024-06-24,70.67799377441406,70.8499984741211,76.25,68.5,69.41000366210938,59338087,2024-06-24
2024-07-01,74.85781860351562,75.04000091552734,78.30000305175781,70.0,70.80999755859375,41200808,2024-07-01
2024-07-08,82.17002868652344,82.37000274658203,88.55000305175781,75.4000015258789,75.73999786376953,89203180,2024-07-08
2024-07-15,80.46417999267578,80.66000366210938,86.48999786376953,79.80000305175781,82.68000030517578,31554416,2024-07-15
2024-07-22,89.30000305175781,89.30000305175781,92.48999786376953,72.75,80.05000305175781,53120052,2024-07-22
2024-07-29,85.62999725341797,85.62999725341797,93.4000015258789,83.25,89.98999786376953,45730407,2024-07-29
2024-08-05,78.79000091552734,78.79000091552734,83.75,76.0999984741211,83.06999969482422,29535227,2024-08-05
2024-08-12,76.62999725341797,76.62999725341797,81.8499984741211,74.58999633789062,77.73999786376953,19931743,2024-08-12
2024-08-19,80.11000061035156,80.11000061035156,82.98999786376953,77.19000244140625,77.19000244140625,18659811,2024-08-19
2024-08-26,80.62999725341797,80.62999725341797,81.7699966430664,77.61000061035156,79.76000213623047,12364498,2024-08-26
2024-09-02,75.37999725341797,75.37999725341797,81.08999633789062,74.56999969482422,81.0,13701120,2024-09-02
2024-09-09,77.2699966430664,77.2699966430664,79.98999786376953,72.55999755859375,75.5,16864613,2024-09-09
2024-09-16,77.3499984741211,77.3499984741211,83.94999694824219,76.30000305175781,77.33999633789062,35100636,2024-09-16
2024-09-23,82.97000122070312,82.97000122070312,84.5,76.36000061035156,77.9800033569336,35636962,2024-09-23
2024-09-30,76.69000244140625,76.69000244140625,83.5999984741211,75.66999816894531,82.94999694824219,27008937,2024-09-30
2024-10-07,80.41000366210938,80.41000366210938,82.5,70.62999725341797,77.44999694824219,35543173,2024-10-07
2024-10-14,78.63999938964844,78.63999938964844,83.4800033569336,76.12000274658203,80.76000213623047,24957268,2024-10-14
2024-10-21,71.26000213623047,71.26000213623047,83.0,70.5,81.0,22067088,2024-10-21
2024-10-28,74.01000213623047,74.01000213623047,74.97000122070312,70.0,70.80000305175781,13170261,2024-10-28
2024-11-04,74.2699966430664,74.2699966430664,78.26000213623047,71.5,73.58999633789062,11529118,2024-11-04
2024-11-11,69.72000122070312,69.72000122070312,74.9000015258789,69.0,74.2699966430664,8764628,2024-11-11
2024-11-18,65.9800033569336,65.9800033569336,71.0999984741211,65.5999984741211,69.02999877929688,12427451,2024-11-18
2024-11-25,75.9000015258789,75.9000015258789,76.81999969482422,67.54000091552734,68.0,18549039,2024-11-25
2024-12-02,79.63999938964844,79.63999938964844,80.41000366210938,74.9000015258789,75.91000366210938,16858320,2024-12-02
2024-12-09,82.36000061035156,82.36000061035156,82.75,78.5,80.04000091552734,18399764,2024-12-09
2024-12-16,77.1500015258789,77.1500015258789,83.18000030517578,76.75,82.69000244140625,14970923,2024-12-16
2024-12-23,75.51000213623047,75.51000213623047,78.3499984741211,73.51000213623047,77.26000213623047,8481239,2024-12-23
2024-12-30,85.29000091552734,85.29000091552734,87.98999786376953,73.30000305175781,75.80000305175781,37541799,2024-12-30
2025-01-06,83.26000213623047,83.26000213623047,89.9000015258789,78.69999694824219,85.4000015258789,58302829,2025-01-06
2025-01-13,83.72000122070312,83.72000122070312,86.80000305175781,78.37000274658203,81.5999984741211,28770985,2025-01-13
2025-01-20,82.2699966430664,82.2699966430664,88.69999694824219,81.23999786376953,84.12000274658203,28116587,2025-01-20
2025-01-27,76.41999816894531,76.41999816894531,81.48999786376953,69.5999984741211,81.48999786376953,25737147,2025-01-27
2025-02-03,75.87000274658203,75.87000274658203,76.63999938964844,72.80000305175781,75.94999694824219,12838314,2025-02-03
2025-02-10,65.25,65.25,75.80000305175781,64.51000213623047,75.69999694824219,19346632,2025-02-10
2025-02-17,66.2699966430664,66.2699966430664,70.0999984741211,60.40999984741211,65.36000061035156,21734326,2025-02-17
2025-02-24,55.02000045776367,55.02000045776367,65.02999877929688,53.25,65.0,21578095,2025-02-24
2025-03-03,61.029998779296875,61.029998779296875,62.20000076293945,51.380001068115234,55.4900016784668,28423330,2025-03-03
2025-03-10,55.18000030517578,55.18000030517578,62.2400016784668,54.75,61.5,15816331,2025-03-10
2025-03-17,59.599998474121094,59.599998474121094,62.41999816894531,52.790000915527344,55.83000183105469,22444863,2025-03-17
2025-03-24,57.619998931884766,57.619998931884766,62.099998474121094,56.599998474121094,60.150001525878906,21709456,2025-03-24
2025-03-31,58.29999923706055,58.29999923706055,61.7400016784668,56.93000030517578,57.5,14530609,2025-03-31
2025-04-07,59.22999954223633,59.22999954223633,59.79999923706055,50.33000183105469,50.33000183105469,14678845,2025-04-07
2025-04-14,61.529998779296875,61.529998779296875,62.9900016784668,59.79999923706055,60.599998474121094,12482313,2025-04-14
2025-04-21,71.52999877929688,71.52999877929688,72.88999938964844,61.29999923706055,61.900001525878906,56117425,2025-04-21
2025-04-28,53.77000045776367,53.77000045776367,63.400001525878906,53.2400016784668,63.0,32574998,2025-04-28
2025-05-05,49.93000030517578,49.93000030517578,55.0,49.2400016784668,54.20000076293945,20560602,2025-05-05
2025-05-12,52.20000076293945,52.20000076293945,57.25,51.689998626708984,51.689998626708984,29955937,2025-05-12
2025-05-19,51.279998779296875,51.279998779296875,53.9900016784668,48.099998474121094,52.290000915527344,58496812,2025-05-19
2025-05-26,61.0099983215332,61.0099983215332,61.95000076293945,50.79999923706055,51.5,74766087,2025-05-26
2025-06-02,59.630001068115234,59.630001068115234,61.459999084472656,57.369998931884766,60.529998779296875,33621549,2025-06-02
2025-06-09,61.189998626708984,61.189998626708984,64.75,59.099998474121094,59.95000076293945,46390215,2025-06-09
2025-06-16,57.290000915527344,57.290000915527344,62.09000015258789,55.79999923706055,61.16999816894531,27637279,2025-06-16
2025-06-23,68.69999694824219,68.69999694824219,72.0,55.75,55.75,97307345,2025-06-23
2025-06-30,80.44000244140625,80.44000244140625,80.9000015258789,69.48999786376953,69.5,111328130,2025-06-30
2025-07-07,81.38999938964844,81.38999938964844,84.2699966430664,76.30000305175781,80.5999984741211,93418289,2025-07-07
2025-07-14,78.37999725341797,78.37999725341797,81.19999694824219,77.91999816894531,81.0,10222179,2025-07-14
