Date,Adj Close_CANTABIL.NS,Close_CANTABIL.NS,High_CANTABIL.NS,Low_CANTABIL.NS,Open_CANTABIL.NS,Volume_CANTABIL.NS,Date
2020-07-13,57.023372650146484,58.060001373291016,59.7599983215332,57.65999984741211,59.709999084472656,1449990,2020-07-13
2020-07-20,57.426055908203125,58.470001220703125,59.790000915527344,57.0,57.11000061035156,2235505,2020-07-20
2020-07-27,57.62247848510742,58.66999816894531,62.20000076293945,57.279998779296875,58.47999954223633,2439325,2020-07-27
2020-08-03,64.3305435180664,65.5,68.19000244140625,57.70000076293945,58.029998779296875,6849205,2020-08-03
2020-08-10,60.42159652709961,61.52000045776367,65.95999908447266,60.0099983215332,65.76000213623047,5729605,2020-08-10
2020-08-17,59.5278434753418,60.61000061035156,69.80000305175781,58.22999954223633,61.0,6543165,2020-08-17
2020-08-24,60.87338638305664,61.97999954223633,64.38999938964844,60.279998779296875,61.70000076293945,3609395,2020-08-24
2020-08-31,61.61981201171875,62.7400016784668,63.599998474121094,56.70000076293945,61.400001525878906,3098495,2020-08-31
2020-09-07,64.05553436279297,65.22000122070312,65.5999984741211,61.720001220703125,61.720001220703125,3781785,2020-09-07
2020-09-14,64.8019790649414,65.9800033569336,67.66999816894531,64.01000213623047,66.9000015258789,3727580,2020-09-14
2020-09-21,63.74586868286133,64.70999908447266,68.5999984741211,62.93000030517578,65.19999694824219,3509560,2020-09-21
2020-09-28,63.49959945678711,64.45999908447266,67.0,64.16000366210938,65.38999938964844,3021055,2020-09-28
2020-10-05,63.2237663269043,64.18000030517578,65.87999725341797,62.68000030517578,64.4000015258789,2454275,2020-10-05
2020-10-12,64.74082946777344,65.72000122070312,66.5999984741211,62.220001220703125,64.79000091552734,2917200,2020-10-12
2020-10-19,65.38114166259766,66.37000274658203,67.5999984741211,64.91999816894531,66.44000244140625,2846030,2020-10-19
2020-10-26,64.4452896118164,65.41999816894531,67.5999984741211,64.05000305175781,67.58000183105469,2663760,2020-10-26
2020-11-02,65.33187103271484,66.31999969482422,67.0,62.599998474121094,67.0,2648085,2020-11-02
2020-11-09,65.34173583984375,66.33000183105469,68.0,64.91999816894531,65.26000213623047,2663630,2020-11-09
2020-11-16,64.72110748291016,65.69999694824219,66.55999755859375,65.06999969482422,66.18000030517578,1989245,2020-11-16
2020-11-23,67.1346206665039,68.1500015258789,69.19000244140625,65.16999816894531,66.54000091552734,2579205,2020-11-23
2020-11-30,69.8042221069336,70.86000061035156,79.0,68.1500015258789,68.1500015258789,2283730,2020-11-30
2020-12-07,69.39049530029297,70.44000244140625,71.93000030517578,68.91999816894531,70.86000061035156,2397900,2020-12-07
2020-12-14,74.59183502197266,75.72000122070312,77.33999633789062,70.4000015258789,71.0999984741211,2468430,2020-12-14
2020-12-21,74.4342041015625,75.55999755859375,76.33000183105469,72.0,76.0,1789790,2020-12-21
2020-12-28,75.1828842163086,76.31999969482422,86.0,75.02999877929688,76.0,2705525,2020-12-28
2021-01-04,74.5622787475586,75.69000244140625,81.29000091552734,75.05000305175781,77.19999694824219,3547760,2021-01-04
2021-01-11,73.35059356689453,74.45999908447266,77.31999969482422,73.81999969482422,77.31999969482422,4187380,2021-01-11
2021-01-18,73.63628387451172,74.75,77.55000305175781,73.5999984741211,75.75,4034700,2021-01-18
2021-01-25,73.08463287353516,74.19000244140625,75.80000305175781,73.22000122070312,75.80000305175781,2510850,2021-01-25
2021-02-01,75.59662628173828,76.73999786376953,80.91000366210938,74.01000213623047,75.0,3109365,2021-02-01
2021-02-08,73.6165771484375,74.7300033569336,78.97000122070312,73.19999694824219,78.97000122070312,3410055,2021-02-08
2021-02-15,73.19095611572266,74.0999984741211,81.0199966430664,73.5999984741211,75.55999755859375,3428540,2021-02-15
2021-02-22,75.23555755615234,76.16999816894531,79.27999877929688,73.0,74.98999786376953,3146360,2021-02-22
