Date,Adj Close_MENONBE.NS,Close_MENONBE.NS,High_MENONBE.NS,Low_MENONBE.NS,Open_MENONBE.NS,Volume_MENONBE.NS,Date
2021-10-25,71.45110321044922,77.6500015258789,80.8499984741211,72.4000015258789,78.0,1228317,2021-10-25
2021-11-01,80.12379455566406,84.75,86.4000015258789,77.0999984741211,79.5,809087,2021-11-01
2021-11-08,76.90937805175781,81.3499984741211,88.0,80.3499984741211,86.4000015258789,541827,2021-11-08
2021-11-15,79.65108489990234,84.25,91.4000015258789,79.05000305175781,82.5,1154822,2021-11-15
2021-11-22,76.48394775390625,80.9000015258789,89.5999984741211,80.0999984741211,86.44999694824219,922851,2021-11-22
2021-11-29,76.76757049560547,81.19999694824219,83.9000015258789,75.19999694824219,80.0,463859,2021-11-29
2021-12-06,79.5565414428711,84.1500015258789,86.94999694824219,77.80000305175781,82.8499984741211,367456,2021-12-06
2021-12-13,75.6330795288086,80.0,85.94999694824219,79.30000305175781,85.94999694824219,250731,2021-12-13
2021-12-20,75.91670227050781,80.30000305175781,81.0,75.94999694824219,78.3499984741211,226654,2021-12-20
2021-12-27,76.29486846923828,80.69999694824219,84.0,77.75,81.0999984741211,240221,2021-12-27
2022-01-03,77.57118225097656,82.05000305175781,86.5999984741211,79.6500015258789,81.55000305175781,481767,2022-01-03
2022-01-10,89.48339080810547,94.6500015258789,99.3499984741211,80.4000015258789,83.0,4687388,2022-01-10
2022-01-17,96.0067367553711,101.55000305175781,112.94999694824219,92.5,95.3499984741211,6568862,2022-01-17
2022-01-24,89.81427764892578,95.0,103.0999984741211,90.0999984741211,101.0,1033856,2022-01-24
2022-01-31,89.76700592041016,94.94999694824219,98.6500015258789,93.0,96.05000305175781,600013,2022-01-31
2022-02-07,84.75631713867188,89.6500015258789,97.44999694824219,89.0,94.44999694824219,546445,2022-02-07
2022-02-14,81.06919860839844,85.75,92.94999694824219,80.3499984741211,85.0999984741211,546371,2022-02-14
2022-02-21,74.78219604492188,79.0999984741211,87.5999984741211,72.5,83.05000305175781,515854,2022-02-21
2022-02-28,74.16768646240234,78.44999694824219,82.0,76.5,79.0,170971,2022-02-28
2022-03-07,76.76757049560547,81.19999694824219,87.0,73.6500015258789,77.0,251710,2022-03-07
2022-03-14,78.1856918334961,82.69999694824219,87.0,79.0,80.9000015258789,164732,2022-03-14
2022-03-21,84.8035888671875,89.69999694824219,99.0999984741211,80.0,82.4000015258789,2442521,2022-03-21
2022-03-28,85.84355163574219,90.80000305175781,94.80000305175781,85.05000305175781,89.69999694824219,544270,2022-03-28
2022-04-04,89.15249633789062,94.30000305175781,99.80000305175781,88.5999984741211,92.5,1102729,2022-04-04
2022-04-11,86.4107894897461,91.4000015258789,95.5999984741211,90.5,94.9000015258789,306362,2022-04-11
2022-04-18,83.99999237060547,88.8499984741211,92.94999694824219,87.0,91.0999984741211,291998,2022-04-18
2022-04-25,79.98197174072266,84.5999984741211,93.25,83.19999694824219,87.55000305175781,387234,2022-04-25
2022-05-02,76.95665740966797,81.4000015258789,86.0,80.1500015258789,84.0,151635,2022-05-02
2022-05-09,70.71692657470703,74.80000305175781,82.44999694824219,71.3499984741211,80.0999984741211,238434,2022-05-09
2022-05-16,76.67303466796875,81.0999984741211,83.25,73.5,73.5,277457,2022-05-16
2022-05-23,74.0731430053711,78.3499984741211,83.8499984741211,75.0,81.0999984741211,155340,2022-05-23
2022-05-30,75.58580780029297,79.94999694824219,83.0,77.05000305175781,79.8499984741211,165268,2022-05-30
2022-06-06,73.31681060791016,77.55000305175781,81.5,77.30000305175781,81.19999694824219,78802,2022-06-06
2022-06-13,67.31343841552734,71.19999694824219,77.25,70.0,77.19999694824219,97938,2022-06-13
2022-06-20,70.38603210449219,74.44999694824219,75.94999694824219,68.0,70.80000305175781,111664,2022-06-20
2022-06-27,70.85873413085938,74.94999694824219,78.05000305175781,70.3499984741211,77.0,220658,2022-06-27
2022-07-04,76.76757049560547,81.19999694824219,83.8499984741211,74.8499984741211,76.0,455274,2022-07-04
2022-07-11,78.7529525756836,83.30000305175781,84.80000305175781,79.25,79.25,188017,2022-07-11
2022-07-18,83.24365997314453,88.05000305175781,96.5,82.5999984741211,83.5,1304236,2022-07-18
2022-07-25,84.33087921142578,89.19999694824219,91.5999984741211,84.19999694824219,88.19999694824219,408941,2022-07-25
2022-08-01,86.6691665649414,89.55000305175781,91.1500015258789,86.1500015258789,87.69999694824219,365664,2022-08-01
2022-08-08,85.8948974609375,88.75,91.75,87.5999984741211,89.9000015258789,165877,2022-08-08
2022-08-15,85.7981185913086,88.6500015258789,93.69999694824219,85.94999694824219,88.75,352169,2022-08-15
2022-08-22,89.0887451171875,92.05000305175781,95.0,87.5999984741211,88.5,603063,2022-08-22
2022-08-29,88.84678649902344,91.80000305175781,96.69999694824219,88.4000015258789,89.19999694824219,492151,2022-08-29
2022-09-05,103.31584167480469,106.75,109.25,92.25,93.5,1780157,2022-09-05
2022-09-12,109.2196044921875,112.8499984741211,125.0,106.3499984741211,107.80000305175781,3637053,2022-09-12
2022-09-19,102.92870330810547,106.3499984741211,115.80000305175781,104.0,113.94999694824219,1129132,2022-09-19
2022-09-26,96.78298950195312,100.0,106.0,98.0,103.5999984741211,572437,2022-09-26
2022-10-03,104.38044738769531,107.8499984741211,110.44999694824219,98.80000305175781,100.8499984741211,483072,2022-10-03
2022-10-10,103.7513656616211,107.19999694824219,112.9000015258789,103.0,107.44999694824219,452904,2022-10-10
2022-10-17,95.86355590820312,99.05000305175781,112.5,95.55000305175781,108.80000305175781,832997,2022-10-17
2022-10-24,100.89627075195312,104.25,109.44999694824219,95.25,101.0,416969,2022-10-24
2022-10-31,97.99278259277344,101.25,104.25,99.8499984741211,104.25,281069,2022-10-31
2022-11-07,96.68621063232422,99.9000015258789,102.0,98.19999694824219,101.4000015258789,200613,2022-11-07
2022-11-14,94.94410705566406,98.0999984741211,100.94999694824219,97.19999694824219,99.9000015258789,198965,2022-11-14
2022-11-21,94.1214599609375,97.25,97.94999694824219,92.5,97.0999984741211,295539,2022-11-21
2022-11-28,93.83110046386719,96.94999694824219,98.55000305175781,94.44999694824219,96.0999984741211,265930,2022-11-28
2022-12-05,90.7824478149414,93.80000305175781,99.0,93.0,96.55000305175781,230147,2022-12-05
2022-12-12,89.86299896240234,92.8499984741211,96.0999984741211,91.80000305175781,93.05000305175781,178141,2022-12-12
2022-12-19,80.7170181274414,83.4000015258789,95.6500015258789,82.5,93.1500015258789,300384,2022-12-19
2022-12-26,93.49236297607422,96.5999984741211,101.0999984741211,81.75,83.4000015258789,610774,2022-12-26
2023-01-02,96.58943176269531,99.80000305175781,107.44999694824219,96.3499984741211,96.5999984741211,865430,2023-01-02
2023-01-09,102.25122833251953,105.6500015258789,107.5999984741211,101.05000305175781,103.0,507442,2023-01-09
2023-01-16,99.39613342285156,102.69999694824219,109.94999694824219,102.0,107.75,837808,2023-01-16
2023-01-23,96.7345962524414,99.94999694824219,106.0999984741211,98.05000305175781,104.44999694824219,301360,2023-01-23
2023-01-30,94.99250030517578,98.1500015258789,102.0,96.25,98.1500015258789,179616,2023-01-30
2023-02-06,100.26717376708984,103.5999984741211,107.0,97.05000305175781,100.0,387783,2023-02-06
2023-02-13,103.12227630615234,106.55000305175781,109.30000305175781,101.94999694824219,104.0,412638,2023-02-13
2023-02-20,99.10578155517578,102.4000015258789,106.55000305175781,99.5,106.55000305175781,218942,2023-02-20
2023-02-27,97.5572509765625,100.80000305175781,104.44999694824219,98.0,101.1500015258789,210638,2023-02-27
2023-03-06,96.83138275146484,100.05000305175781,103.75,99.0,101.55000305175781,129217,2023-03-06
2023-03-13,93.8794937133789,97.0,101.0,94.25,100.0,160565,2023-03-13
2023-03-20,93.00845336914062,96.0999984741211,98.69999694824219,90.5,90.5,187459,2023-03-20
2023-03-27,93.3471908569336,96.44999694824219,99.1500015258789,92.0,95.5999984741211,223014,2023-03-27
2023-04-03,100.21878814697266,103.55000305175781,106.0,96.25,98.3499984741211,252498,2023-04-03
2023-04-10,99.6380844116211,102.94999694824219,105.5,101.6500015258789,105.5,149745,2023-04-10
2023-04-17,99.00899505615234,102.30000305175781,107.8499984741211,101.0,102.94999694824219,325436,2023-04-17
2023-04-24,101.18661499023438,104.55000305175781,108.94999694824219,101.5999984741211,101.80000305175781,454283,2023-04-24
2023-05-01,108.44534301757812,112.05000305175781,116.6500015258789,104.55000305175781,104.55000305175781,896244,2023-05-01
2023-05-08,126.30179595947266,130.5,134.1999969482422,111.4000015258789,112.05000305175781,5769195,2023-05-08
2023-05-15,125.2371826171875,129.39999389648438,136.0,125.19999694824219,131.89999389648438,1765778,2023-05-15
2023-05-22,128.4794158935547,132.75,139.8000030517578,129.0500030517578,130.6999969482422,1863757,2023-05-22
2023-05-29,133.02821350097656,137.4499969482422,143.64999389648438,128.75,134.5,1819539,2023-05-29
2023-06-05,131.1409454345703,135.5,144.25,133.5,138.0,1245884,2023-06-05
2023-06-12,137.72219848632812,142.3000030517578,148.0,134.6999969482422,135.9499969482422,1903253,2023-06-12
2023-06-19,128.4794158935547,132.75,143.6999969482422,130.5500030517578,142.4499969482422,1042817,2023-06-19
2023-06-26,132.06039428710938,136.4499969482422,142.25,133.5,133.9499969482422,602479,2023-06-26
2023-07-03,135.0606689453125,139.5500030517578,146.0,137.8000030517578,137.9499969482422,1496112,2023-07-03
2023-07-10,139.36749267578125,144.0,147.8000030517578,139.0,140.0500030517578,1563550,2023-07-10
2023-07-17,127.46319580078125,131.6999969482422,138.0,129.0500030517578,135.0500030517578,2252582,2023-07-17
2023-07-24,129.3504638671875,133.64999389648438,135.6999969482422,129.85000610351562,130.39999389648438,1059327,2023-07-24
2023-07-31,132.38645935058594,134.4499969482422,139.6999969482422,132.4499969482422,135.0,1190732,2023-07-31
2023-08-07,133.46957397460938,135.5500030517578,138.4499969482422,134.10000610351562,136.89999389648438,400067,2023-08-07
2023-08-14,129.5802001953125,131.60000610351562,136.0500030517578,130.10000610351562,133.5500030517578,280453,2023-08-14
2023-08-21,133.96189880371094,136.0500030517578,141.60000610351562,131.8000030517578,133.39999389648438,652494,2023-08-21
2023-08-28,151.53793334960938,153.89999389648438,166.39999389648438,136.0500030517578,136.0500030517578,4286081,2023-08-28
2023-09-04,149.2732391357422,151.60000610351562,159.0,150.0,155.39999389648438,713638,2023-09-04
2023-09-11,147.30393981933594,149.60000610351562,154.10000610351562,140.6999969482422,152.0,781773,2023-09-11
2023-09-18,143.11917114257812,145.35000610351562,152.5,144.0,149.60000610351562,375323,2023-09-18
2023-09-25,140.5098419189453,142.6999969482422,148.0,142.0,147.3000030517578,327947,2023-09-25
2023-10-02,147.30393981933594,149.60000610351562,154.0,138.6999969482422,142.6999969482422,833952,2023-10-02
2023-10-09,149.07630920410156,151.39999389648438,157.39999389648438,141.1999969482422,146.64999389648438,1422911,2023-10-09
2023-10-16,149.91326904296875,152.25,158.5,146.5,151.4499969482422,747177,2023-10-16
2023-10-23,143.95611572265625,146.1999969482422,153.9499969482422,135.8000030517578,153.9499969482422,706480,2023-10-23
2023-10-30,141.1006317138672,143.3000030517578,149.89999389648438,142.39999389648438,148.3000030517578,394922,2023-10-30
2023-11-06,129.23556518554688,131.25,145.4499969482422,130.0,143.0,600352,2023-11-06
2023-11-13,130.81101989746094,132.85000610351562,134.6999969482422,128.35000610351562,133.5500030517578,470800,2023-11-13
2023-11-20,134.20806884765625,136.3000030517578,139.85000610351562,132.5,135.0,460775,2023-11-20
2023-11-27,133.37110900878906,135.4499969482422,138.0500030517578,135.0,136.3000030517578,208947,2023-11-27
2023-12-04,132.8295440673828,134.89999389648438,140.9499969482422,132.5,136.5,465755,2023-12-04
2023-12-11,142.38067626953125,144.60000610351562,148.64999389648438,134.0,134.0,1066098,2023-12-11
2023-12-18,130.02330017089844,132.0500030517578,145.89999389648438,129.60000610351562,144.60000610351562,624536,2023-12-18
2023-12-25,135.19271850585938,137.3000030517578,144.0,131.5,132.0500030517578,979314,2023-12-25
2024-01-01,136.76815795898438,138.89999389648438,143.35000610351562,136.60000610351562,138.9499969482422,742416,2024-01-01
2024-01-08,138.88516235351562,141.0500030517578,143.6999969482422,138.0,139.64999389648438,607829,2024-01-08
2024-01-15,134.5034637451172,136.60000610351562,143.14999389648438,134.0,143.14999389648438,502835,2024-01-15
2024-01-22,139.18055725097656,141.35000610351562,143.75,132.10000610351562,136.60000610351562,413655,2024-01-22
2024-01-29,137.99896240234375,140.14999389648438,147.0,139.14999389648438,143.10000610351562,810630,2024-01-29
2024-02-05,131.4018096923828,133.4499969482422,153.14999389648438,131.0,142.0,1496515,2024-02-05
2024-02-12,137.55587768554688,139.6999969482422,142.0,127.55000305175781,135.4499969482422,687004,2024-02-12
2024-02-19,132.7803192138672,134.85000610351562,143.6999969482422,133.0,141.8000030517578,341169,2024-02-19
2024-02-26,130.17098999023438,132.1999969482422,136.14999389648438,129.35000610351562,135.9499969482422,222354,2024-02-26
2024-03-04,123.96768951416016,125.9000015258789,135.3000030517578,124.80000305175781,134.10000610351562,259698,2024-03-04
2024-03-11,114.3180923461914,116.0999984741211,125.9000015258789,108.0999984741211,124.30000305175781,685729,2024-03-11
2024-03-18,115.10581970214844,116.9000015258789,118.5,112.25,116.0999984741211,291135,2024-03-18
2024-03-25,110.42871856689453,112.1500015258789,118.3499984741211,110.3499984741211,116.9000015258789,264571,2024-03-25
2024-04-01,127.75859832763672,129.75,130.9499969482422,113.5,113.5999984741211,400165,2024-04-01
2024-04-08,126.67546844482422,128.64999389648438,134.0,128.0500030517578,130.39999389648438,215559,2024-04-08
2024-04-15,122.93379974365234,124.8499984741211,128.35000610351562,122.5,128.35000610351562,163808,2024-04-15
2024-04-22,127.06934356689453,129.0500030517578,135.0,124.8499984741211,125.05000305175781,335366,2024-04-22
2024-04-29,128.6940155029297,130.6999969482422,133.5,127.94999694824219,128.35000610351562,166661,2024-04-29
2024-05-06,119.29058837890625,121.1500015258789,132.0,116.80000305175781,132.0,318785,2024-05-06
2024-05-13,125.98622131347656,127.94999694824219,133.14999389648438,116.0999984741211,120.0,532901,2024-05-13
2024-05-20,119.58598327636719,121.44999694824219,129.5500030517578,119.25,128.64999389648438,199282,2024-05-20
2024-05-27,117.12435150146484,118.94999694824219,125.80000305175781,117.1500015258789,121.75,195555,2024-05-27
2024-06-03,120.91526794433594,122.80000305175781,125.0,110.55000305175781,122.80000305175781,277541,2024-06-03
2024-06-10,124.53878784179688,126.4800033569336,131.3800048828125,121.73999786376953,124.0,387435,2024-06-10
2024-06-17,123.89875793457031,125.83000183105469,129.4499969482422,123.41000366210938,126.4800033569336,257762,2024-06-17
2024-06-24,138.06790161132812,140.22000122070312,158.0,125.0,125.0,3175584,2024-06-24
2024-07-01,135.32070922851562,137.42999267578125,142.5,133.0,140.99000549316406,517474,2024-07-01
2024-07-08,133.7452850341797,135.8300018310547,142.0,132.5,139.39999389648438,539731,2024-07-08
2024-07-15,126.64593505859375,128.6199951171875,138.99000549316406,125.1500015258789,136.10000610351562,467436,2024-07-15
2024-07-22,127.44349670410156,129.42999267578125,134.25,122.0,127.0,669493,2024-07-22
2024-07-29,133.27999877929688,133.27999877929688,143.8300018310547,130.25,131.0,689767,2024-07-29
2024-08-05,128.50999450683594,128.50999450683594,133.60000610351562,125.0,132.5500030517578,287451,2024-08-05
2024-08-12,126.38999938964844,126.38999938964844,130.0,122.8499984741211,128.3699951171875,202803,2024-08-12
2024-08-19,129.77000427246094,129.77000427246094,131.9499969482422,125.06999969482422,126.0,229309,2024-08-19
2024-08-26,128.2100067138672,128.2100067138672,131.39999389648438,125.5,128.60000610351562,262298,2024-08-26
2024-09-02,122.33000183105469,122.33000183105469,129.0,121.76000213623047,129.0,259581,2024-09-02
2024-09-09,123.30000305175781,123.30000305175781,124.55000305175781,120.4000015258789,122.3499984741211,170761,2024-09-09
2024-09-16,132.5800018310547,132.5800018310547,141.89999389648438,119.80000305175781,124.5,4225511,2024-09-16
2024-09-23,131.5399932861328,131.5399932861328,139.9499969482422,128.0,133.0500030517578,710431,2024-09-23
2024-09-30,131.02000427246094,131.02000427246094,133.8000030517578,125.9000015258789,131.5399932861328,199021,2024-09-30
2024-10-07,125.30999755859375,125.30999755859375,131.3000030517578,121.0,131.3000030517578,567959,2024-10-07
2024-10-14,124.08999633789062,124.08999633789062,128.0,121.16000366210938,126.0,220656,2024-10-14
2024-10-21,115.72000122070312,115.72000122070312,125.94999694824219,115.0,125.94999694824219,255602,2024-10-21
2024-10-28,120.62999725341797,120.62999725341797,122.0,112.0,115.72000122070312,159872,2024-10-28
2024-11-04,127.88999938964844,127.88999938964844,129.4199981689453,115.69999694824219,121.0,327824,2024-11-04
2024-11-11,121.80999755859375,121.80999755859375,129.0,121.0,129.0,103005,2024-11-11
2024-11-18,118.9800033569336,118.9800033569336,124.79000091552734,117.0,120.1500015258789,85375,2024-11-18
2024-11-25,124.0999984741211,124.0999984741211,125.88999938964844,120.01000213623047,120.01000213623047,118054,2024-11-25
2024-12-02,125.16999816894531,125.16999816894531,128.0,122.5,123.97000122070312,169201,2024-12-02
2024-12-09,124.29000091552734,124.29000091552734,130.32000732421875,123.4000015258789,125.05000305175781,164244,2024-12-09
2024-12-16,124.5199966430664,124.5199966430664,131.49000549316406,123.3499984741211,124.29000091552734,400263,2024-12-16
2024-12-23,120.72000122070312,120.72000122070312,125.3499984741211,116.01000213623047,124.52999877929688,184017,2024-12-23
2024-12-30,120.88999938964844,120.88999938964844,124.1500015258789,116.54000091552734,121.0,99472,2024-12-30
2025-01-06,117.7300033569336,117.7300033569336,121.38999938964844,115.20999908447266,120.9000015258789,168547,2025-01-06
2025-01-13,121.2300033569336,121.2300033569336,122.0,113.5,116.11000061035156,190823,2025-01-13
2025-01-20,113.33000183105469,113.33000183105469,123.9000015258789,112.05000305175781,120.0999984741211,192853,2025-01-20
2025-01-27,114.37000274658203,114.37000274658203,115.0,103.4000015258789,112.30000305175781,238417,2025-01-27
2025-02-03,111.41000366210938,111.41000366210938,113.9800033569336,107.56999969482422,112.30000305175781,93063,2025-02-03
2025-02-10,105.93000030517578,105.93000030517578,112.75,104.20999908447266,111.41000366210938,84531,2025-02-10
2025-02-17,100.05000305175781,100.05000305175781,105.9800033569336,96.0,103.4000015258789,189169,2025-02-17
2025-02-24,95.86000061035156,95.86000061035156,103.02999877929688,93.1500015258789,97.05000305175781,111709,2025-02-24
2025-03-03,99.16999816894531,99.16999816894531,101.37999725341797,91.0,95.86000061035156,146521,2025-03-03
2025-03-10,91.70999908447266,91.70999908447266,99.16999816894531,91.20999908447266,99.16999816894531,176758,2025-03-10
2025-03-17,100.86000061035156,100.86000061035156,106.27999877929688,89.0,91.72000122070312,460404,2025-03-17
2025-03-24,89.9000015258789,89.9000015258789,104.58999633789062,89.0,103.0,344588,2025-03-24
2025-03-31,89.9000015258789,89.9000015258789,94.69999694824219,88.7699966430664,89.9000015258789,136216,2025-03-31
2025-04-07,94.56999969482422,94.56999969482422,96.98999786376953,86.0,87.98999786376953,80568,2025-04-07
2025-04-14,95.95999908447266,95.95999908447266,98.38999938964844,93.69999694824219,94.7300033569336,93471,2025-04-14
2025-04-21,104.80000305175781,104.80000305175781,112.5,95.38999938964844,95.91000366210938,330107,2025-04-21
2025-04-28,101.0,101.0,106.5,100.4000015258789,103.19999694824219,73494,2025-04-28
2025-05-05,99.30000305175781,99.30000305175781,105.38999938964844,96.44000244140625,102.27999877929688,84675,2025-05-05
2025-05-12,118.38999938964844,118.38999938964844,124.69999694824219,100.25,100.25,626811,2025-05-12
2025-05-19,115.93000030517578,115.93000030517578,123.62999725341797,114.0,116.69999694824219,188254,2025-05-19
2025-05-26,121.80999755859375,121.80999755859375,123.94999694824219,115.01000213623047,115.94000244140625,278164,2025-05-26
2025-06-02,120.0199966430664,120.0199966430664,127.68000030517578,118.62000274658203,122.41000366210938,180960,2025-06-02
2025-06-09,123.5199966430664,123.5199966430664,131.5500030517578,118.98999786376953,121.19999694824219,425621,2025-06-09
2025-06-16,120.5199966430664,120.5199966430664,123.80000305175781,116.80000305175781,122.91000366210938,178318,2025-06-16
2025-06-23,123.7300033569336,123.7300033569336,127.48999786376953,118.3499984741211,118.5,180754,2025-06-23
2025-06-30,122.9000015258789,122.9000015258789,127.69999694824219,122.04000091552734,123.73999786376953,130658,2025-06-30
2025-07-07,124.58000183105469,124.58000183105469,127.69000244140625,121.9000015258789,122.91000366210938,134185,2025-07-07
2025-07-14,125.58999633789062,125.58999633789062,127.80999755859375,122.51000213623047,124.58999633789062,50278,2025-07-14
