Date,Adj Close_WEBELSOLAR.NS,Close_WEBELSOLAR.NS,High_WEBELSOLAR.NS,Low_WEBELSOLAR.NS,Open_WEBELSOLAR.NS,Volume_WEBELSOLAR.NS,Date
2020-07-13,20.0,20.0,21.149999618530273,19.600000381469727,20.450000762939453,74009,2020-07-13
2020-07-20,19.649999618530273,19.649999618530273,20.600000381469727,18.600000381469727,20.450000762939453,134661,2020-07-20
2020-07-27,20.25,20.25,20.600000381469727,19.0,19.049999237060547,169677,2020-07-27
2020-08-03,18.850000381469727,18.850000381469727,19.950000762939453,18.299999237060547,19.25,116490,2020-08-03
2020-08-10,18.350000381469727,18.350000381469727,19.5,17.0,19.5,201047,2020-08-10
2020-08-17,22.149999618530273,22.149999618530273,22.149999618530273,18.350000381469727,19.0,178679,2020-08-17
2020-08-24,20.399999618530273,20.399999618530273,24.399999618530273,20.399999618530273,23.25,468589,2020-08-24
2020-08-31,19.700000762939453,19.700000762939453,21.399999618530273,18.649999618530273,20.049999237060547,157121,2020-08-31
2020-09-07,20.149999618530273,20.149999618530273,21.0,18.700000762939453,19.200000762939453,156021,2020-09-07
2020-09-14,20.5,20.5,21.149999618530273,18.75,20.600000381469727,182425,2020-09-14
2020-09-21,18.799999237060547,18.799999237060547,21.5,17.600000381469727,20.899999618530273,225389,2020-09-21
2020-09-28,19.049999237060547,19.049999237060547,19.75,18.549999237060547,19.549999237060547,85389,2020-09-28
2020-10-05,19.350000381469727,19.350000381469727,20.5,18.549999237060547,19.649999618530273,138472,2020-10-05
2020-10-12,18.850000381469727,18.850000381469727,20.0,18.399999618530273,20.0,98950,2020-10-12
2020-10-19,23.299999237060547,23.299999237060547,24.799999237060547,18.5,18.549999237060547,701044,2020-10-19
2020-10-26,21.100000381469727,21.100000381469727,23.75,20.299999237060547,23.75,126504,2020-10-26
2020-11-02,22.75,22.75,22.950000762939453,20.5,20.75,181705,2020-11-02
2020-11-09,22.799999237060547,22.799999237060547,23.850000381469727,21.100000381469727,22.75,310993,2020-11-09
2020-11-16,21.850000381469727,21.850000381469727,23.25,21.600000381469727,21.850000381469727,188538,2020-11-16
2020-11-23,22.549999237060547,22.549999237060547,23.149999618530273,21.600000381469727,22.649999618530273,238491,2020-11-23
2020-11-30,25.25,25.25,26.899999618530273,22.5,22.549999237060547,704774,2020-11-30
2020-12-07,27.799999237060547,27.799999237060547,28.450000762939453,24.200000762939453,26.149999618530273,1266562,2020-12-07
2020-12-14,38.849998474121094,38.849998474121094,38.849998474121094,27.600000381469727,28.399999618530273,2283511,2020-12-14
