Date,Adj Close_INFY.NS,Close_INFY.NS,High_INFY.NS,Low_INFY.NS,Open_INFY.NS,Volume_INFY.NS,Date
2020-07-13,803.2186279296875,903.1500244140625,955.5,794.7999877929688,799.0,152175586,2020-07-13
2020-07-20,820.7388916015625,922.8499755859375,949.7000122070312,900.6500244140625,908.5,76913925,2020-07-20
2020-07-27,859.1143798828125,966.0,986.4500122070312,918.6500244140625,921.5499877929688,68995709,2020-07-27
2020-08-03,845.6851806640625,950.9000244140625,974.4000244140625,938.2999877929688,960.0,48214577,2020-08-03
2020-08-10,848.0864868164062,953.5999755859375,968.5,942.2000122070312,948.9000244140625,29189063,2020-08-10
2020-08-17,843.8176879882812,948.7999877929688,972.4500122070312,946.5499877929688,954.0999755859375,33942989,2020-08-17
2020-08-24,831.766845703125,935.25,960.9500122070312,933.0499877929688,947.0,30933983,2020-08-24
2020-08-31,817.4483642578125,919.1500244140625,950.5,912.0999755859375,935.25,42872536,2020-08-31
2020-09-07,841.0606079101562,945.7000122070312,954.1500244140625,913.0499877929688,918.9000244140625,36965083,2020-09-07
2020-09-14,891.2645874023438,1002.1500244140625,1021.0,948.2999877929688,957.0,72064915,2020-09-14
2020-09-21,899.5355224609375,1011.4500122070312,1037.0,970.0,1001.0,67991113,2020-09-21
2020-09-28,905.0494384765625,1017.6500244140625,1028.0,998.5,1014.7999877929688,30875164,2020-09-28
2020-10-05,984.3353271484375,1106.800048828125,1124.0,1018.0499877929688,1018.0499877929688,64637816,2020-10-05
2020-10-12,1002.7447509765625,1127.5,1186.0,1092.5,1123.0,111460871,2020-10-12
2020-10-19,998.298095703125,1122.5,1158.0,1110.0,1135.0,63503529,2020-10-19
2020-10-26,953.3800048828125,1060.5999755859375,1129.5999755859375,1052.3499755859375,1122.25,39826241,2020-10-26
2020-11-02,1000.258056640625,1112.75,1123.0,1051.0999755859375,1065.0,48466608,2020-11-02
2020-11-09,1018.8653564453125,1133.449951171875,1146.0,1078.0,1129.300048828125,54978321,2020-11-09
2020-11-16,991.8082275390625,1103.3499755859375,1145.0,1091.0999755859375,1124.199951171875,40809333,2020-11-16
2020-11-23,988.7970581054688,1100.0,1154.9000244140625,1091.0,1105.0,64288891,2020-11-23
2020-11-30,1019.9439697265625,1134.6500244140625,1147.449951171875,1100.0,1100.0,42452126,2020-11-30
2020-12-07,1045.60791015625,1163.199951171875,1179.5,1136.0,1147.300048828125,50202608,2020-12-07
2020-12-14,1069.51904296875,1189.800048828125,1195.0,1148.199951171875,1169.4000244140625,44076346,2020-12-14
2020-12-21,1111.0931396484375,1236.050048828125,1258.8499755859375,1152.050048828125,1188.0,44952434,2020-12-21
2020-12-28,1133.026611328125,1260.449951171875,1265.5,1235.0,1238.449951171875,28363866,2020-12-28
2021-01-04,1179.455078125,1312.0999755859375,1316.800048828125,1255.5,1269.0,46656618,2021-01-04
2021-01-11,1208.984130859375,1344.949951171875,1392.800048828125,1318.449951171875,1342.0999755859375,85821629,2021-01-11
2021-01-18,1205.298583984375,1340.8499755859375,1361.050048828125,1306.0,1338.0,38462359,2021-01-18
2021-01-25,1113.7900390625,1239.050048828125,1347.9000244140625,1231.0,1345.0,31520485,2021-01-25
2021-02-01,1143.4986572265625,1272.0999755859375,1304.0,1241.0,1250.550048828125,34465458,2021-02-01
2021-02-08,1177.387451171875,1309.800048828125,1332.0,1275.5,1285.5,31310270,2021-02-08
2021-02-15,1160.7579345703125,1291.300048828125,1328.4000244140625,1275.0,1320.0,27662922,2021-02-15
2021-02-22,1126.5994873046875,1253.300048828125,1308.550048828125,1244.75,1295.0,42442112,2021-02-22
2021-03-01,1183.5902099609375,1316.699951171875,1363.8499755859375,1259.0,1263.300048828125,43802236,2021-03-01
2021-03-08,1235.861328125,1374.8499755859375,1391.699951171875,1317.199951171875,1324.800048828125,29025610,2021-03-08
2021-03-15,1208.5345458984375,1344.449951171875,1406.0,1313.5,1370.0,47367017,2021-03-15
2021-03-22,1201.11865234375,1336.199951171875,1383.25,1327.5999755859375,1350.0999755859375,31834461,2021-03-22
2021-03-29,1245.165283203125,1385.199951171875,1400.0,1336.1500244140625,1336.199951171875,24442523,2021-03-29
2021-04-05,1295.369140625,1441.050048828125,1455.0,1387.0,1391.0,32859523,2021-04-05
2021-04-12,1216.8944091796875,1353.75,1477.550048828125,1320.0,1474.0,71462107,2021-04-12
2021-04-19,1198.9615478515625,1333.800048828125,1379.699951171875,1331.0,1340.0,35007502,2021-04-19
2021-04-26,1217.433837890625,1354.3499755859375,1373.9000244140625,1321.0,1332.25,29370989,2021-04-26
2021-05-03,1215.8160400390625,1352.550048828125,1373.050048828125,1324.0999755859375,1340.800048828125,23188710,2021-05-03
2021-05-10,1183.3203125,1316.4000244140625,1352.9000244140625,1311.300048828125,1349.8499755859375,23682843,2021-05-10
2021-05-17,1217.5687255859375,1354.5,1357.5,1320.300048828125,1320.300048828125,24532982,2021-05-17
2021-05-24,1263.0084228515625,1405.050048828125,1416.25,1345.0999755859375,1356.6500244140625,34801438,2021-05-24
2021-05-31,1245.5694580078125,1385.6500244140625,1401.5,1365.0,1401.5,27803478,2021-05-31
2021-06-07,1314.66259765625,1446.9000244140625,1451.5999755859375,1377.300048828125,1391.0,27546926,2021-06-07
2021-06-14,1365.9080810546875,1503.300048828125,1515.800048828125,1453.449951171875,1471.0,41409033,2021-06-14
2021-06-21,1430.3282470703125,1574.199951171875,1578.0,1484.199951171875,1493.0,37977100,2021-06-21
2021-06-28,1424.5133056640625,1567.800048828125,1591.0,1542.5999755859375,1572.9000244140625,26971848,2021-06-28
2021-07-05,1420.06103515625,1562.9000244140625,1586.75,1544.6500244140625,1569.1500244140625,19708439,2021-07-05
2021-07-12,1413.2919921875,1555.449951171875,1596.8499755859375,1533.75,1570.550048828125,30989806,2021-07-12
2021-07-19,1445.0931396484375,1590.449951171875,1598.5,1537.550048828125,1544.699951171875,22773395,2021-07-19
2021-07-26,1463.310791015625,1610.5,1623.4000244140625,1585.5,1594.0999755859375,26061487,2021-07-26
2021-08-02,1499.3824462890625,1650.199951171875,1679.9000244140625,1619.199951171875,1627.449951171875,26982839,2021-08-02
2021-08-09,1555.7161865234375,1712.199951171875,1722.5,1646.4000244140625,1661.0,28037002,2021-08-09
2021-08-16,1574.5697021484375,1732.949951171875,1755.5,1686.550048828125,1707.699951171875,26967561,2021-08-16
2021-08-23,1552.626953125,1708.800048828125,1757.0,1705.199951171875,1735.75,31946005,2021-08-23
2021-08-30,1545.2215576171875,1700.6500244140625,1718.6500244140625,1662.6500244140625,1703.050048828125,38786268,2021-08-30
2021-09-06,1536.9986572265625,1691.5999755859375,1734.9000244140625,1682.1500244140625,1705.1500244140625,16312937,2021-09-06
2021-09-13,1536.7261962890625,1691.300048828125,1719.25,1675.199951171875,1683.0,24371317,2021-09-13
2021-09-20,1602.6453857421875,1763.8499755859375,1788.0,1677.949951171875,1685.0,26993393,2021-09-20
2021-09-27,1512.966064453125,1665.1500244140625,1769.0,1655.0,1768.75,32043019,2021-09-27
2021-10-04,1566.301025390625,1723.8499755859375,1731.5,1663.0,1672.5,21806646,2021-10-04
2021-10-11,1558.9415283203125,1715.75,1783.5999755859375,1662.0,1682.0,43039880,2021-10-11
2021-10-18,1562.6214599609375,1719.800048828125,1848.0,1707.0,1740.0,45787922,2021-10-18
2021-10-25,1515.328369140625,1667.75,1734.1500244140625,1661.050048828125,1722.050048828125,28072240,2021-10-25
2021-11-01,1566.2950439453125,1708.699951171875,1717.449951171875,1676.0,1677.5,11122698,2021-11-01
2021-11-08,1631.836181640625,1780.199951171875,1782.8499755859375,1703.0,1730.0,23842763,2021-11-08
2021-11-15,1631.102783203125,1779.4000244140625,1808.949951171875,1759.0,1782.0999755859375,19447723,2021-11-15
2021-11-22,1550.666015625,1691.6500244140625,1785.4000244140625,1684.0,1784.0,31361501,2021-11-22
2021-11-29,1590.907470703125,1735.550048828125,1786.6500244140625,1669.1500244140625,1691.0,36258589,2021-11-29
2021-12-06,1612.6322021484375,1759.25,1769.4000244140625,1691.5,1730.0,15128380,2021-12-06
2021-12-13,1669.098388671875,1820.8499755859375,1842.0,1710.3499755859375,1767.050048828125,35230151,2021-12-13
2021-12-20,1708.19384765625,1863.5,1875.75,1787.300048828125,1801.699951171875,23177183,2021-12-20
2021-12-27,1730.4229736328125,1887.75,1909.800048828125,1845.050048828125,1860.0,18429459,2021-12-27
2022-01-03,1663.09423828125,1814.300048828125,1914.050048828125,1800.0,1887.75,25530928,2022-01-03
2022-01-10,1768.5556640625,1929.3499755859375,1933.0,1813.0,1815.0,40328518,2022-01-10
2022-01-17,1636.8778076171875,1785.699951171875,1953.9000244140625,1776.0,1938.550048828125,28486770,2022-01-17
2022-01-24,1545.6702880859375,1686.199951171875,1768.6500244140625,1665.0,1765.0,38484601,2022-01-24
2022-01-31,1595.9947509765625,1741.0999755859375,1792.800048828125,1710.1500244140625,1718.0,26695523,2022-01-31
2022-02-07,1577.8907470703125,1721.3499755859375,1773.9000244140625,1695.4000244140625,1722.199951171875,26116855,2022-02-07
2022-02-14,1564.6907958984375,1706.949951171875,1755.449951171875,1678.25,1690.0,27020359,2022-02-14
2022-02-21,1553.3702392578125,1694.5999755859375,1758.25,1670.5,1701.0,42807876,2022-02-21
2022-02-28,1579.67822265625,1723.300048828125,1736.0,1665.0,1682.199951171875,38266677,2022-02-28
2022-03-07,1670.152587890625,1822.0,1844.75,1696.0,1697.0,42226442,2022-03-07
2022-03-14,1700.0355224609375,1854.5999755859375,1923.300048828125,1830.0,1831.550048828125,40395605,2022-03-14
2022-03-21,1720.1563720703125,1876.550048828125,1900.0,1839.0,1861.0,27487182,2022-03-21
2022-03-28,1744.9061279296875,1903.550048828125,1919.0,1852.6500244140625,1866.0,27292842,2022-03-28
2022-04-04,1663.3690185546875,1814.5999755859375,1893.0,1807.550048828125,1889.75,29172541,2022-04-04
2022-04-11,1602.8240966796875,1748.550048828125,1814.0,1727.75,1814.0,20962284,2022-04-11
2022-04-18,1453.31689453125,1585.449951171875,1650.0,1550.0,1605.5,74148394,2022-04-18
2022-04-25,1436.9085693359375,1567.550048828125,1601.800048828125,1550.3499755859375,1572.800048828125,40241933,2022-04-25
2022-05-02,1414.26708984375,1542.8499755859375,1589.4000244140625,1530.1500244140625,1550.9000244140625,25609928,2022-05-02
2022-05-09,1379.0213623046875,1504.4000244140625,1586.800048828125,1498.0999755859375,1540.0,34649567,2022-05-09
2022-05-16,1333.876220703125,1455.1500244140625,1549.699951171875,1417.6500244140625,1510.0,46305883,2022-05-16
2022-05-23,1339.5594482421875,1461.3499755859375,1488.0,1399.25,1455.0999755859375,42535753,2022-05-23
2022-05-30,1394.8797607421875,1521.699951171875,1555.0,1472.0999755859375,1487.0,52278125,2022-05-30
2022-06-06,1368.0582275390625,1476.800048828125,1536.5999755859375,1473.5999755859375,1516.0,27104580,2022-06-06
2022-06-13,1285.1485595703125,1387.300048828125,1448.9000244140625,1367.1500244140625,1443.5999755859375,34063709,2022-06-13
2022-06-20,1334.9871826171875,1441.0999755859375,1467.5,1382.0,1390.050048828125,29487968,2022-06-20
2022-06-27,1370.467041015625,1479.4000244140625,1488.25,1442.3499755859375,1468.050048828125,27800125,2022-06-27
2022-07-04,1402.93603515625,1514.449951171875,1516.949951171875,1462.0,1480.25,24365109,2022-07-04
2022-07-11,1325.028564453125,1430.3499755859375,1499.9000244140625,1410.6500244140625,1495.0,26454643,2022-07-11
2022-07-18,1395.3861083984375,1506.300048828125,1540.0,1448.050048828125,1450.0,26361806,2022-07-18
