Date,Adj Close_INDOBORAX.NS,Close_INDOBORAX.NS,High_INDOBORAX.NS,Low_INDOBORAX.NS,Open_INDOBORAX.NS,Volume_INDOBORAX.NS,Date
2022-03-28,151.20765686035156,153.89999389648438,159.0,132.60000610351562,132.60000610351562,416920,2022-03-28
2022-04-04,157.5448455810547,160.35000610351562,184.64999389648438,154.89999389648438,156.75,495668,2022-04-04
2022-04-11,157.98696899414062,160.8000030517578,166.75,155.25,164.0,101082,2022-04-11
2022-04-18,155.3341827392578,158.10000610351562,165.0,150.0,163.9499969482422,199574,2022-04-18
2022-04-25,150.71641540527344,153.39999389648438,161.35000610351562,142.3000030517578,158.39999389648438,192648,2022-04-25
2022-05-02,133.7190704345703,136.10000610351562,160.0,122.30000305175781,145.60000610351562,110230,2022-05-02
2022-05-09,131.2136688232422,133.5500030517578,141.0,115.69999694824219,141.0,156605,2022-05-09
2022-05-16,129.34689331054688,131.64999389648438,144.64999389648438,127.44999694824219,135.39999389648438,111126,2022-05-16
2022-05-23,130.62416076660156,132.9499969482422,145.6999969482422,127.8499984741211,145.6999969482422,88975,2022-05-23
2022-05-30,109.8932876586914,111.8499984741211,139.89999389648438,109.0,139.89999389648438,801242,2022-05-30
2022-06-06,108.71427917480469,110.6500015258789,114.1500015258789,109.0,113.9000015258789,135753,2022-06-06
2022-06-13,103.16312408447266,105.0,114.69999694824219,100.25,114.69999694824219,100918,2022-06-13
2022-06-20,102.32798767089844,104.1500015258789,109.0,95.0999984741211,105.0,91779,2022-06-20
2022-06-27,103.0157470703125,104.8499984741211,114.69999694824219,102.30000305175781,109.94999694824219,102311,2022-06-27
2022-07-04,107.92826843261719,109.8499984741211,113.44999694824219,105.3499984741211,108.69999694824219,110847,2022-07-04
2022-07-11,108.32128143310547,110.25,113.69999694824219,108.0,108.0999984741211,71863,2022-07-11
2022-07-18,125.9572525024414,128.1999969482422,134.1999969482422,111.0,112.0,479613,2022-07-18
2022-07-25,123.99224090576172,126.19999694824219,130.8000030517578,112.0,130.14999389648438,269135,2022-07-25
2022-08-01,122.02723693847656,124.19999694824219,127.80000305175781,119.6500015258789,126.19999694824219,176161,2022-08-01
2022-08-08,136.12620544433594,138.5500030517578,141.9499969482422,120.0,126.5,861903,2022-08-08
2022-08-15,132.29443359375,134.64999389648438,147.75,132.25,138.5500030517578,358245,2022-08-15
2022-08-22,143.13861083984375,144.64999389648438,155.0,130.10000610351562,136.0,577934,2022-08-22
2022-08-29,139.13095092773438,140.60000610351562,149.4499969482422,138.25,140.0500030517578,285292,2022-08-29
2022-09-05,134.48004150390625,135.89999389648438,143.25,131.39999389648438,140.4499969482422,462880,2022-09-05
2022-09-12,139.52674865722656,141.0,150.5,133.5500030517578,135.60000610351562,513220,2022-09-12
2022-09-19,133.44102478027344,134.85000610351562,149.5,132.85000610351562,141.5,397488,2022-09-19
2022-09-26,126.26676940917969,127.5999984741211,134.89999389648438,124.30000305175781,134.85000610351562,194138,2022-09-26
2022-10-03,129.28489685058594,130.64999389648438,133.9499969482422,127.30000305175781,129.89999389648438,89968,2022-10-03
2022-10-10,124.18871307373047,125.5,131.1999969482422,123.0,130.64999389648438,115526,2022-10-10
2022-10-17,124.28766632080078,125.5999984741211,131.6999969482422,123.5,126.5,134299,2022-10-17
2022-10-24,122.35803985595703,123.6500015258789,129.5500030517578,123.0,125.6500015258789,53225,2022-10-24
2022-10-31,128.49327087402344,129.85000610351562,130.89999389648438,121.0999984741211,128.0,135720,2022-10-31
2022-11-07,146.15675354003906,147.6999969482422,153.60000610351562,130.0500030517578,132.4499969482422,838325,2022-11-07
2022-11-14,139.52674865722656,141.0,149.3000030517578,137.5500030517578,149.0,143024,2022-11-14
2022-11-21,146.75048828125,148.3000030517578,158.89999389648438,138.6999969482422,141.6999969482422,809365,2022-11-21
2022-11-28,149.86756896972656,151.4499969482422,157.0,143.10000610351562,149.0,291796,2022-11-28
2022-12-05,141.15951538085938,142.64999389648438,156.85000610351562,140.0,152.1999969482422,238550,2022-12-05
2022-12-12,137.8445281982422,139.3000030517578,144.6999969482422,137.85000610351562,142.0500030517578,114965,2022-12-12
2022-12-19,123.49603271484375,124.80000305175781,147.0,123.1500015258789,135.14999389648438,201259,2022-12-19
2022-12-26,134.97482299804688,136.39999389648438,138.89999389648438,121.25,121.25,131089,2022-12-26
2023-01-02,131.80825805664062,133.1999969482422,142.10000610351562,132.0,136.5,177032,2023-01-02
2023-01-09,130.67027282714844,132.0500030517578,136.0,130.9499969482422,136.0,59182,2023-01-09
2023-01-16,125.67304229736328,127.0,135.1999969482422,126.5999984741211,133.8000030517578,100434,2023-01-16
2023-01-23,124.98036193847656,126.30000305175781,130.0,121.25,129.8000030517578,82553,2023-01-23
2023-01-30,121.9127426147461,123.19999694824219,128.0,121.44999694824219,128.0,64494,2023-01-30
2023-02-06,133.49049377441406,134.89999389648438,139.0,122.05000305175781,124.0,302614,2023-02-06
2023-02-13,120.42841339111328,121.69999694824219,139.0,111.94999694824219,139.0,632774,2023-02-13
2023-02-20,114.88692474365234,116.0999984741211,122.9000015258789,113.6500015258789,121.9000015258789,151527,2023-02-20
2023-02-27,116.07439422607422,117.30000305175781,119.9000015258789,112.8499984741211,117.0,101489,2023-02-27
2023-03-06,113.25416564941406,114.44999694824219,120.0,113.0,120.0,85825,2023-03-06
2023-03-13,109.29595947265625,110.44999694824219,114.3499984741211,109.0,113.0999984741211,107279,2023-03-13
2023-03-20,105.93148803710938,107.05000305175781,114.30000305175781,106.05000305175781,110.69999694824219,113806,2023-03-20
2023-03-27,100.88477325439453,101.94999694824219,108.5,96.44999694824219,108.0999984741211,208952,2023-03-27
2023-04-03,108.2569351196289,109.4000015258789,110.69999694824219,99.19999694824219,103.0999984741211,138133,2023-04-03
2023-04-10,111.07715606689453,112.25,113.9000015258789,105.0,110.75,132839,2023-04-10
2023-04-17,113.05625915527344,114.25,120.0,112.25,114.9000015258789,131321,2023-04-17
2023-04-24,116.02491760253906,117.25,120.0,112.6500015258789,116.94999694824219,129106,2023-04-24
2023-05-01,117.75662231445312,119.0,125.3499984741211,115.0,117.25,200851,2023-05-01
2023-05-08,120.62633514404297,121.9000015258789,124.0,118.25,118.94999694824219,160583,2023-05-08
2023-05-15,121.86327362060547,123.1500015258789,138.0,119.9000015258789,123.94999694824219,1316296,2023-05-15
2023-05-22,123.29811096191406,124.5999984741211,126.5,121.80000305175781,124.30000305175781,301176,2023-05-22
2023-05-29,125.96990966796875,127.30000305175781,130.5500030517578,123.0,126.44999694824219,474196,2023-05-29
2023-06-05,122.06117248535156,123.3499984741211,128.1999969482422,121.6500015258789,127.9000015258789,520021,2023-06-05
2023-06-12,131.3629608154297,132.75,135.8000030517578,122.80000305175781,124.5,645659,2023-06-12
2023-06-19,125.57408905029297,126.9000015258789,135.0,126.0,132.8000030517578,273057,2023-06-19
2023-06-26,130.1754913330078,131.5500030517578,134.6999969482422,125.30000305175781,128.35000610351562,274677,2023-06-26
2023-07-03,127.85004425048828,129.1999969482422,133.89999389648438,128.64999389648438,133.35000610351562,227645,2023-07-03
2023-07-10,122.95177459716797,124.25,131.4499969482422,122.9000015258789,129.25,266540,2023-07-10
2023-07-17,134.87586975097656,136.3000030517578,139.0,123.1500015258789,124.19999694824219,762658,2023-07-17
2023-07-24,173.96315002441406,175.8000030517578,191.5,140.8000030517578,142.0,6550689,2023-07-24
2023-07-31,170.9945068359375,172.8000030517578,181.6999969482422,164.0,179.85000610351562,804599,2023-07-31
2023-08-07,180.84054565429688,182.75,192.0,165.64999389648438,172.8000030517578,1438493,2023-08-07
2023-08-14,158.8052215576172,159.60000610351562,179.6999969482422,159.0500030517578,178.0,570311,2023-08-14
2023-08-21,168.70567321777344,169.5500030517578,178.0,151.6999969482422,159.60000610351562,296236,2023-08-21
2023-08-28,169.8499298095703,170.6999969482422,177.0,164.0500030517578,170.0500030517578,223160,2023-08-28
2023-09-04,173.4817657470703,174.35000610351562,177.10000610351562,166.0,171.10000610351562,192603,2023-09-04
2023-09-11,166.9146270751953,167.75,182.0,160.39999389648438,176.9499969482422,239907,2023-09-11
2023-09-18,162.03903198242188,162.85000610351562,170.6999969482422,161.0500030517578,167.60000610351562,138967,2023-09-18
2023-09-25,158.2082061767578,159.0,165.39999389648438,158.0,162.25,125965,2023-09-25
