Date,Adj Close_INDOBORAX.NS,Close_INDOBORAX.NS,High_INDOBORAX.NS,Low_INDOBORAX.NS,Open_INDOBORAX.NS,Volume_INDOBORAX.NS,Date
2023-10-02,160.3474884033203,161.14999389648438,165.1999969482422,157.0500030517578,159.0,106854,2023-10-02
2023-10-09,159.99923706054688,160.8000030517578,162.60000610351562,156.5,158.5,117511,2023-10-09
2023-10-16,162.3872833251953,163.1999969482422,164.89999389648438,156.5,156.5,121301,2023-10-16
2023-10-23,155.6708984375,156.4499969482422,166.64999389648438,150.39999389648438,164.8000030517578,116806,2023-10-23
2023-10-30,155.22314453125,156.0,161.0,150.5500030517578,153.14999389648438,87225,2023-10-30
2023-11-06,147.81024169921875,148.5500030517578,161.39999389648438,146.14999389648438,157.8000030517578,228165,2023-11-06
2023-11-13,157.262939453125,158.0500030517578,158.0500030517578,148.39999389648438,150.0,261907,2023-11-13
2023-11-20,163.4320526123047,164.25,174.9499969482422,154.5500030517578,160.0,409378,2023-11-20
2023-11-27,166.4171142578125,167.25,171.0,162.14999389648438,164.25,219617,2023-11-27
2023-12-04,166.765380859375,167.60000610351562,184.3000030517578,166.25,170.0,1281512,2023-12-04
2023-12-11,166.765380859375,167.60000610351562,178.39999389648438,166.60000610351562,167.60000610351562,452591,2023-12-11
2023-12-18,220.19796752929688,221.3000030517578,227.8000030517578,166.5500030517578,171.85000610351562,7130880,2023-12-18
2023-12-25,226.3173370361328,227.4499969482422,235.0,210.64999389648438,221.3000030517578,1410942,2023-12-25
2024-01-01,221.9392547607422,223.0500030517578,238.0,220.0,228.5500030517578,932664,2024-01-01
2024-01-08,210.04876708984375,211.10000610351562,226.85000610351562,210.35000610351562,223.89999389648438,486170,2024-01-08
2024-01-15,209.84974670410156,210.89999389648438,215.0,196.35000610351562,211.10000610351562,498033,2024-01-15
2024-01-22,203.87962341308594,204.89999389648438,217.0,200.14999389648438,210.89999389648438,273477,2024-01-22
2024-01-29,197.4617462158203,198.4499969482422,210.5,196.6999969482422,207.0,350247,2024-01-29
2024-02-05,187.90956115722656,188.85000610351562,202.5,186.10000610351562,201.0,409290,2024-02-05
2024-02-12,177.71060180664062,178.60000610351562,197.5,170.0,190.5,737432,2024-02-12
2024-02-19,182.83494567871094,183.75,189.0,171.5500030517578,180.0,1177554,2024-02-19
2024-02-26,178.4568634033203,179.35000610351562,186.4499969482422,173.9499969482422,183.75,328117,2024-02-26
2024-03-04,169.60118103027344,170.4499969482422,180.4499969482422,166.25,179.8000030517578,313909,2024-03-04
2024-03-11,156.1684112548828,156.9499969482422,169.9499969482422,146.0,166.8000030517578,512580,2024-03-11
2024-03-18,163.28280639648438,164.10000610351562,169.0,151.60000610351562,154.60000610351562,340133,2024-03-18
2024-03-25,160.1484832763672,160.9499969482422,171.8000030517578,153.0500030517578,164.10000610351562,416573,2024-03-25
2024-04-01,180.89466857910156,181.8000030517578,188.0,161.5,161.5,626981,2024-04-01
2024-04-08,177.56134033203125,178.4499969482422,185.0500030517578,173.3000030517578,184.60000610351562,266274,2024-04-08
2024-04-15,170.44696044921875,171.3000030517578,179.39999389648438,168.9499969482422,174.0,233784,2024-04-15
2024-04-22,180.14840698242188,181.0500030517578,188.1999969482422,169.8000030517578,174.0,469341,2024-04-22
2024-04-29,175.7703094482422,176.64999389648438,186.0,174.85000610351562,184.0,190190,2024-04-29
2024-05-06,166.1186065673828,166.9499969482422,179.6999969482422,165.1999969482422,175.0,280830,2024-05-06
2024-05-13,174.62603759765625,175.5,183.0,164.60000610351562,166.8000030517578,284681,2024-05-13
2024-05-20,170.39720153808594,171.25,176.85000610351562,169.1999969482422,176.85000610351562,185203,2024-05-20
2024-05-27,155.1733856201172,155.9499969482422,171.35000610351562,152.5,171.25,328762,2024-05-27
2024-06-03,159.94949340820312,160.75,164.89999389648438,143.8000030517578,160.1999969482422,367154,2024-06-03
2024-06-10,164.88479614257812,165.7100067138672,169.89999389648438,159.14999389648438,159.14999389648438,221889,2024-06-10
2024-06-17,174.85488891601562,175.72999572753906,183.5,162.5,165.7100067138672,619608,2024-06-17
2024-06-24,173.98922729492188,174.86000061035156,184.39999389648438,171.32000732421875,177.5,545184,2024-06-24
2024-07-01,202.31744384765625,203.3300018310547,213.5,174.5,174.9499969482422,4049363,2024-07-01
2024-07-08,186.49661254882812,187.42999267578125,207.25,187.00999450683594,205.0,553785,2024-07-08
2024-07-15,186.586181640625,187.52000427246094,215.8800048828125,185.5500030517578,189.3000030517578,1674522,2024-07-15
2024-07-22,188.3871612548828,189.3300018310547,196.3800048828125,177.0,185.14999389648438,511239,2024-07-22
2024-07-29,187.65084838867188,188.58999633789062,194.5800018310547,181.67999267578125,190.0,300518,2024-07-29
2024-08-05,185.12350463867188,186.0500030517578,187.99000549316406,175.11000061035156,183.97999572753906,352803,2024-08-05
2024-08-12,191.63092041015625,192.58999633789062,199.8000030517578,182.16000366210938,184.5,603978,2024-08-12
2024-08-19,193.88963317871094,194.86000061035156,207.0,194.0,195.0,644811,2024-08-19
2024-08-26,202.77000427246094,202.77000427246094,214.89999389648438,192.0500030517578,197.8000030517578,1150335,2024-08-26
2024-09-02,212.17999267578125,212.17999267578125,226.0,204.4499969482422,204.89999389648438,2543132,2024-09-02
2024-09-09,219.3000030517578,219.3000030517578,232.89999389648438,207.02000427246094,213.9499969482422,1625736,2024-09-09
2024-09-16,233.33999633789062,233.33999633789062,262.6499938964844,211.80999755859375,221.99000549316406,8693295,2024-09-16
2024-09-23,216.38999938964844,216.38999938964844,245.0,215.97999572753906,234.9499969482422,1467262,2024-09-23
2024-09-30,199.4600067138672,199.4600067138672,220.0,195.00999450683594,218.0,620509,2024-09-30
2024-10-07,203.49000549316406,203.49000549316406,211.75,181.60000610351562,200.0,784012,2024-10-07
2024-10-14,205.17999267578125,205.17999267578125,219.0,196.25,203.60000610351562,774704,2024-10-14
2024-10-21,187.02000427246094,187.02000427246094,206.8300018310547,185.10000610351562,205.6999969482422,403558,2024-10-21
2024-10-28,206.27999877929688,206.27999877929688,209.0,185.50999450683594,188.4499969482422,312760,2024-10-28
2024-11-04,197.57000732421875,197.57000732421875,209.0,197.0,209.0,264749,2024-11-04
2024-11-11,173.9600067138672,173.9600067138672,199.0500030517578,172.61000061035156,195.0,304030,2024-11-11
2024-11-18,186.33999633789062,186.33999633789062,206.55999755859375,171.5,171.5,1997959,2024-11-18
2024-11-25,199.52000427246094,199.52000427246094,210.94000244140625,188.85000610351562,188.85000610351562,869530,2024-11-25
2024-12-02,204.5399932861328,204.5399932861328,214.0,195.00999450683594,198.10000610351562,1006209,2024-12-02
2024-12-09,197.16000366210938,197.16000366210938,211.9600067138672,192.0,206.58999633789062,417235,2024-12-09
2024-12-16,192.02000427246094,192.02000427246094,207.6999969482422,191.1999969482422,197.16000366210938,384148,2024-12-16
2024-12-23,184.27999877929688,184.27999877929688,195.52999877929688,183.0,192.10000610351562,181569,2024-12-23
2024-12-30,184.2100067138672,184.2100067138672,187.0,177.85000610351562,183.60000610351562,281841,2024-12-30
2025-01-06,166.25,166.25,184.4199981689453,164.36000061035156,182.0,271174,2025-01-06
2025-01-13,180.4600067138672,180.4600067138672,184.39999389648438,155.25,167.0,301624,2025-01-13
2025-01-20,172.47999572753906,172.47999572753906,187.5,169.83999633789062,178.25,243830,2025-01-20
2025-01-27,174.6199951171875,174.6199951171875,182.0500030517578,159.89999389648438,171.0,196584,2025-01-27
2025-02-03,172.41000366210938,172.41000366210938,176.97000122070312,168.8300018310547,172.3800048828125,126207,2025-02-03
2025-02-10,158.8699951171875,158.8699951171875,172.89999389648438,144.80999755859375,170.0,415380,2025-02-10
2025-02-17,159.7100067138672,159.7100067138672,161.5500030517578,142.35000610351562,156.5,279517,2025-02-17
2025-02-24,152.2100067138672,152.2100067138672,163.85000610351562,149.0,159.69000244140625,197091,2025-02-24
2025-03-03,164.02999877929688,164.02999877929688,165.0,144.55999755859375,152.2100067138672,250757,2025-03-03
2025-03-10,159.8300018310547,159.8300018310547,166.44000244140625,159.10000610351562,164.02999877929688,145834,2025-03-10
2025-03-17,173.8000030517578,173.8000030517578,180.30999755859375,158.47999572753906,159.83999633789062,236286,2025-03-17
2025-03-24,170.24000549316406,170.24000549316406,179.69000244140625,170.0500030517578,174.89999389648438,305851,2025-03-24
2025-03-31,174.91000366210938,174.91000366210938,179.9499969482422,169.0500030517578,170.24000549316406,95809,2025-03-31
2025-04-07,170.25999450683594,170.25999450683594,174.99000549316406,160.0,160.0,137282,2025-04-07
2025-04-14,178.7100067138672,178.7100067138672,180.0,172.4499969482422,172.4499969482422,98347,2025-04-14
2025-04-21,180.41000366210938,180.41000366210938,199.10000610351562,179.0,181.0,487735,2025-04-21
2025-04-28,186.0,186.0,190.77000427246094,177.8699951171875,180.0,159563,2025-04-28
2025-05-05,188.3000030517578,188.3000030517578,189.1999969482422,174.10000610351562,182.00999450683594,225595,2025-05-05
2025-05-12,187.39999389648438,187.39999389648438,196.0,182.0,191.0,276247,2025-05-12
2025-05-19,186.52999877929688,186.52999877929688,192.0,184.11000061035156,187.39999389648438,162300,2025-05-19
2025-05-26,186.91000366210938,186.91000366210938,190.88999938964844,178.47000122070312,188.99000549316406,183551,2025-05-26
2025-06-02,196.22999572753906,196.22999572753906,208.8000030517578,183.17999267578125,187.3800048828125,770512,2025-06-02
2025-06-09,204.55999755859375,204.55999755859375,209.89999389648438,192.61000061035156,193.5,535422,2025-06-09
2025-06-16,200.5399932861328,200.5399932861328,208.89999389648438,189.89999389648438,207.14999389648438,452075,2025-06-16
2025-06-23,209.92999267578125,209.92999267578125,214.57000732421875,197.10000610351562,203.0,853414,2025-06-23
2025-06-30,220.22999572753906,220.22999572753906,224.60000610351562,209.10000610351562,209.39999389648438,826450,2025-06-30
2025-07-07,234.11000061035156,234.11000061035156,241.0,213.5,216.9499969482422,1180249,2025-07-07
2025-07-14,236.0,236.0,242.00999450683594,231.32000732421875,234.8000030517578,420386,2025-07-14
