Date,Adj Close_BIRLACABLE.NS,Close_BIRLACABLE.NS,High_BIRLACABLE.NS,Low_BIRLACABLE.NS,Open_BIRLACABLE.NS,Volume_BIRLACABLE.NS,Date
2020-07-13,49.02140808105469,50.79999923706055,53.400001525878906,49.95000076293945,52.0,188533,2020-07-13
2020-07-20,48.97315979003906,50.75,53.79999923706055,50.099998474121094,51.95000076293945,294926,2020-07-20
2020-07-27,45.54745101928711,47.20000076293945,52.849998474121094,47.0,50.20000076293945,158478,2020-07-27
2020-08-03,48.78016662597656,50.54999923706055,52.349998474121094,45.20000076293945,45.20000076293945,391859,2020-08-03
2020-08-10,50.806636810302734,52.650001525878906,58.5,50.54999923706055,50.54999923706055,1465273,2020-08-10
2020-08-17,58.28529739379883,60.400001525878906,65.05000305175781,55.0,56.0,2431536,2020-08-17
2020-08-24,58.71954345703125,60.849998474121094,68.5,58.29999923706055,60.400001525878906,1493180,2020-08-24
2020-08-31,54.71484375,56.70000076293945,61.20000076293945,53.29999923706055,60.400001525878906,403837,2020-08-31
2020-09-07,52.44711685180664,54.349998474121094,59.95000076293945,51.5,57.29999923706055,231996,2020-09-07
2020-09-14,52.54362106323242,54.45000076293945,57.95000076293945,53.70000076293945,55.0,194241,2020-09-14
2020-09-21,48.58716583251953,50.349998474121094,56.0,48.150001525878906,54.5,211598,2020-09-21
2020-09-28,49.93815231323242,51.75,60.349998474121094,50.349998474121094,50.349998474121094,146110,2020-09-28
2020-10-05,50.710140228271484,52.54999923706055,55.70000076293945,51.099998474121094,52.849998474121094,221886,2020-10-05
2020-10-12,48.97315979003906,50.75,54.0,50.150001525878906,52.150001525878906,103235,2020-10-12
2020-10-19,48.97315979003906,50.75,52.45000076293945,49.599998474121094,50.849998474121094,161379,2020-10-19
2020-10-26,46.46419143676758,48.150001525878906,51.5,48.0,50.79999923706055,131259,2020-10-26
2020-11-02,48.58716583251953,50.349998474121094,50.95000076293945,46.20000076293945,49.0,181327,2020-11-02
2020-11-09,47.86341857910156,49.599998474121094,52.0,47.5,50.400001525878906,289431,2020-11-09
2020-11-16,48.58716583251953,50.349998474121094,52.900001525878906,49.25,49.400001525878906,307536,2020-11-16
2020-11-23,51.53038024902344,53.400001525878906,55.20000076293945,49.0,50.349998474121094,458158,2020-11-23
2020-11-30,54.85958480834961,56.849998474121094,59.5,52.5,53.400001525878906,755410,2020-11-30
2020-12-07,55.72808074951172,57.75,60.70000076293945,55.25,56.849998474121094,828343,2020-12-07
2020-12-14,54.666595458984375,56.650001525878906,59.25,55.650001525878906,58.599998474121094,330520,2020-12-14
2020-12-21,51.433876037597656,53.29999923706055,58.349998474121094,47.650001525878906,56.599998474121094,560677,2020-12-21
2020-12-28,55.19733428955078,57.20000076293945,59.349998474121094,52.20000076293945,53.75,581206,2020-12-28
2021-01-04,65.2814712524414,67.6500015258789,74.4000015258789,56.0,56.5,5464505,2021-01-04
2021-01-11,63.88222885131836,66.19999694824219,70.0,62.70000076293945,67.5999984741211,830891,2021-01-11
2021-01-18,61.421512603759766,63.650001525878906,69.30000305175781,62.75,66.19999694824219,641647,2021-01-18
2021-01-25,58.23705291748047,60.349998474121094,65.6500015258789,57.349998474121094,65.30000305175781,482671,2021-01-25
2021-02-01,60.40827178955078,62.599998474121094,70.0,59.0,60.79999923706055,536548,2021-02-01
2021-02-08,60.64952087402344,62.849998474121094,67.0,62.099998474121094,62.29999923706055,815113,2021-02-08
2021-02-15,60.40827178955078,62.599998474121094,65.30000305175781,56.95000076293945,63.75,636257,2021-02-15
2021-02-22,58.18880081176758,60.29999923706055,64.4000015258789,58.79999923706055,62.150001525878906,336076,2021-02-22
2021-03-01,58.574798583984375,60.70000076293945,64.19999694824219,59.79999923706055,61.099998474121094,556486,2021-03-01
2021-03-08,64.55773162841797,66.9000015258789,70.44999694824219,61.0,61.95000076293945,2855253,2021-03-08
2021-03-15,62.04875946044922,64.30000305175781,74.0999984741211,60.25,68.80000305175781,3159626,2021-03-15
2021-03-22,57.5133056640625,59.599998474121094,66.9000015258789,59.04999923706055,64.75,653688,2021-03-22
2021-03-29,60.74601745605469,62.95000076293945,63.29999923706055,59.599998474121094,59.599998474121094,204076,2021-03-29
2021-04-05,59.49153518676758,61.650001525878906,63.5,59.79999923706055,63.20000076293945,300113,2021-04-05
2021-04-12,55.72808074951172,57.75,60.70000076293945,55.79999923706055,60.29999923706055,234271,2021-04-12
2021-04-19,56.114078521728516,58.150001525878906,60.099998474121094,54.0,57.0,226342,2021-04-19
2021-04-26,56.451820373535156,58.5,60.0,57.349998474121094,58.25,210472,2021-04-26
2021-05-03,60.07052230834961,62.25,64.4000015258789,57.650001525878906,57.650001525878906,554545,2021-05-03
2021-05-10,61.85575485229492,64.0999984741211,65.94999694824219,61.150001525878906,61.150001525878906,453316,2021-05-10
2021-05-17,73.96636962890625,76.6500015258789,82.19999694824219,64.5,65.69999694824219,5901203,2021-05-17
