Date,Adj Close_BLISSGVS.NS,Close_BLISSGVS.NS,High_BLISSGVS.NS,Low_BLISSGVS.NS,Open_BLISSGVS.NS,Volume_BLISSGVS.NS,Date
2020-07-13,105.05523681640625,107.75,109.8499984741211,102.25,106.1500015258789,1756705,2020-07-13
2020-07-20,102.76400756835938,105.4000015258789,108.8499984741211,104.8499984741211,107.25,2620425,2020-07-20
2020-07-27,104.61650085449219,107.30000305175781,108.75,104.0999984741211,106.0999984741211,2712936,2020-07-27
2020-08-03,126.79752349853516,130.0500030517578,132.9499969482422,106.8499984741211,107.30000305175781,6706764,2020-08-03
2020-08-10,129.7224884033203,133.0500030517578,138.0,128.0,130.5,4999245,2020-08-10
2020-08-17,136.7911834716797,140.3000030517578,143.5,126.1500015258789,134.8000030517578,5392176,2020-08-17
2020-08-24,151.36729431152344,155.25,167.0,136.64999389648438,140.39999389648438,5451290,2020-08-24
2020-08-31,145.12734985351562,148.85000610351562,158.8000030517578,132.0,157.0,2734023,2020-08-31
2020-09-07,147.75982666015625,151.5500030517578,154.39999389648438,146.6999969482422,149.10000610351562,4435283,2020-09-07
2020-09-14,149.56353759765625,153.39999389648438,157.35000610351562,151.0500030517578,152.25,3834467,2020-09-14
2020-09-21,146.08792114257812,149.35000610351562,155.6999969482422,133.5,153.9499969482422,2382773,2020-09-21
2020-09-28,172.49819946289062,176.35000610351562,181.10000610351562,150.10000610351562,150.14999389648438,4706520,2020-09-28
2020-10-05,171.52005004882812,175.35000610351562,181.60000610351562,168.60000610351562,177.60000610351562,2868634,2020-10-05
2020-10-12,171.0309600830078,174.85000610351562,178.0,167.0,176.3000030517578,2522694,2020-10-12
2020-10-19,168.04757690429688,171.8000030517578,176.0,170.0,174.9499969482422,1973228,2020-10-19
2020-10-26,166.58033752441406,170.3000030517578,173.89999389648438,169.0,172.8000030517578,2131545,2020-10-26
2020-11-02,164.8196563720703,168.5,171.14999389648438,153.1999969482422,171.0,2482218,2020-11-02
2020-11-09,165.50436401367188,169.1999969482422,176.39999389648438,162.0,168.5,2370344,2020-11-09
2020-11-16,159.53759765625,163.10000610351562,170.0,162.10000610351562,163.0500030517578,1493935,2020-11-16
2020-11-23,166.9716033935547,170.6999969482422,181.60000610351562,156.0500030517578,164.5,3810277,2020-11-23
2020-11-30,167.9497528076172,171.6999969482422,180.0,166.5,170.6999969482422,3534418,2020-11-30
2020-12-07,172.253662109375,176.10000610351562,198.9499969482422,170.35000610351562,171.8000030517578,4191568,2020-12-07
2020-12-14,172.40037536621094,176.25,181.0,172.0,175.0,2590435,2020-12-14
2020-12-21,182.0352325439453,186.10000610351562,187.0,168.0,176.39999389648438,3902257,2020-12-21
2020-12-28,198.02813720703125,202.4499969482422,221.0,178.89999389648438,187.0,9242389,2020-12-28
2021-01-04,196.60980224609375,201.0,207.89999389648438,194.6999969482422,201.89999389648438,7414588,2021-01-04
2021-01-11,197.1477813720703,201.5500030517578,220.0,195.75,202.0500030517578,7018340,2021-01-11
2021-01-18,191.18101501464844,195.4499969482422,209.39999389648438,192.0,201.75,4686530,2021-01-18
2021-01-25,179.88327026367188,183.89999389648438,197.75,181.4499969482422,196.85000610351562,3114423,2021-01-25
2021-02-01,183.94264221191406,188.0500030517578,191.6999969482422,182.14999389648438,183.0500030517578,3741956,2021-02-01
2021-02-08,176.94882202148438,180.89999389648438,189.75,180.0,188.4499969482422,2811879,2021-02-08
2021-02-15,174.4055938720703,178.3000030517578,184.5,175.5,181.5,2504638,2021-02-15
2021-02-22,170.78643798828125,174.60000610351562,179.39999389648438,171.5,179.0,2798338,2021-02-22
2021-03-01,166.48252868652344,170.1999969482422,188.75,168.0,175.0,3680078,2021-03-01
2021-03-08,158.70616149902344,162.25,174.89999389648438,161.5,171.25,2344367,2021-03-08
2021-03-15,101.97298431396484,104.25,164.35000610351562,93.5,163.39999389648438,23764321,2021-03-15
2021-03-22,99.47868347167969,101.69999694824219,106.0,95.19999694824219,105.0,3557190,2021-03-22
