Date,Adj Close_UNIDT.NS,Close_UNIDT.NS,High_UNIDT.NS,Low_UNIDT.NS,Open_UNIDT.NS,Volume_UNIDT.NS,Date
2020-09-21,251.20880126953125,258.54998779296875,260.45001220703125,244.0,244.9499969482422,22215,2020-09-21
2020-09-28,266.9002380371094,274.70001220703125,294.45001220703125,252.10000610351562,258.54998779296875,214939,2020-09-28
2020-10-05,230.36785888671875,237.10000610351562,282.95001220703125,234.25,282.95001220703125,91370,2020-10-05
2020-10-12,243.3873748779297,250.5,269.0,242.5,245.0,126110,2020-10-12
2020-10-19,247.8081817626953,255.0500030517578,270.04998779296875,249.35000610351562,254.85000610351562,44539,2020-10-19
2020-10-26,243.0473175048828,250.14999389648438,264.3500061035156,244.0,264.3500061035156,31969,2020-10-26
2020-11-02,238.38357543945312,245.35000610351562,259.0,239.0,259.0,50648,2020-11-02
2020-11-09,238.09213256835938,245.0500030517578,274.0,237.0500030517578,245.35000610351562,73891,2020-11-09
2020-11-16,234.35142517089844,241.1999969482422,253.0,240.1999969482422,245.5500030517578,40209,2020-11-16
2020-11-23,256.9898986816406,264.5,279.0,240.39999389648438,248.25,139680,2020-11-23
2020-11-30,261.7993469238281,269.45001220703125,290.0,253.0,264.5,179527,2020-11-30
2020-12-07,256.6011962890625,264.1000061035156,274.8999938964844,260.0,274.8999938964844,70656,2020-12-07
2020-12-14,258.8359680175781,266.3999938964844,282.95001220703125,260.0,260.95001220703125,82860,2020-12-14
2020-12-21,265.6371154785156,273.3999938964844,289.0,247.10000610351562,282.29998779296875,99033,2020-12-21
2020-12-28,263.7911071777344,271.5,298.0,263.29998779296875,278.8500061035156,113857,2020-12-28
2021-01-04,316.7921447753906,326.04998779296875,329.79998779296875,268.1000061035156,279.0,225172,2021-01-04
2021-01-11,294.105224609375,302.70001220703125,338.70001220703125,298.0,327.0,98842,2021-01-11
2021-01-18,256.9412536621094,264.45001220703125,319.1000061035156,262.0,313.6499938964844,90428,2021-01-18
2021-01-25,256.8441467285156,264.3500061035156,283.8500061035156,256.0,283.8500061035156,19770,2021-01-25
2021-02-01,258.73870849609375,266.29998779296875,276.1000061035156,262.1000061035156,265.6499938964844,67654,2021-02-01
2021-02-08,260.7305603027344,268.3500061035156,284.0,259.95001220703125,270.6499938964844,92112,2021-02-08
2021-02-15,257.0870056152344,264.6000061035156,275.0,250.0,274.3500061035156,77767,2021-02-15
2021-02-22,256.2611083984375,263.75,271.70001220703125,250.0,269.79998779296875,77644,2021-02-22
2021-03-01,246.71310424804688,253.0500030517578,267.3500061035156,249.85000610351562,265.0,76153,2021-03-01
2021-03-08,257.48638916015625,264.1000061035156,270.0,242.25,262.0,91357,2021-03-08
2021-03-15,253.9277801513672,260.45001220703125,268.6000061035156,246.10000610351562,268.6000061035156,53081,2021-03-15
2021-03-22,248.22430419921875,254.60000610351562,263.95001220703125,242.60000610351562,258.95001220703125,11013,2021-03-22
2021-03-29,270.5508728027344,277.5,280.0,252.0,254.60000610351562,43017,2021-03-29
2021-04-05,330.0232849121094,338.5,369.0,303.5,303.5,300958,2021-04-05
2021-04-12,303.40692138671875,311.20001220703125,339.6499938964844,305.0,316.0,32073,2021-04-12
2021-04-19,294.2423095703125,301.79998779296875,329.8999938964844,291.0,291.0,26882,2021-04-19
2021-04-26,295.2660217285156,302.8500061035156,325.0,290.0,325.0,20081,2021-04-26
2021-05-03,276.351806640625,283.45001220703125,312.95001220703125,270.3500061035156,307.6000061035156,35187,2021-05-03
2021-05-10,284.0540466308594,291.3500061035156,302.0,275.25,289.0,19807,2021-05-10
2021-05-17,284.3464050292969,291.6499938964844,305.1000061035156,286.8500061035156,295.0,24451,2021-05-17
2021-05-24,297.84967041015625,305.5,375.0,296.1499938964844,301.0,94222,2021-05-24
2021-05-31,307.4042053222656,315.29998779296875,329.70001220703125,297.8999938964844,301.1000061035156,79045,2021-05-31
2021-06-07,356.8345947265625,366.0,410.29998779296875,304.0,315.0,554499,2021-06-07
2021-06-14,324.46600341796875,332.79998779296875,377.1000061035156,320.0,370.8999938964844,2723217,2021-06-14
2021-06-21,318.08001708984375,326.25,348.0,321.29998779296875,325.04998779296875,217147,2021-06-21
2021-06-28,312.7665100097656,320.79998779296875,332.3999938964844,316.5,323.8999938964844,121849,2021-06-28
2021-07-05,320.419921875,328.6499938964844,340.0,322.45001220703125,326.8999938964844,121420,2021-07-05
2021-07-12,323.1986083984375,331.5,338.0,326.04998779296875,334.0,101560,2021-07-12
2021-07-19,371.9465026855469,381.5,385.0,328.0,328.0,635433,2021-07-19
2021-07-26,353.6172790527344,362.70001220703125,395.0,336.0,394.0,536227,2021-07-26
2021-08-02,349.1324768066406,358.1000061035156,409.0,351.6000061035156,369.0,965562,2021-08-02
2021-08-09,342.191162109375,350.45001220703125,367.0,314.95001220703125,356.0,347669,2021-08-09
2021-08-16,323.7854309082031,331.6000061035156,354.0,320.0,354.0,185328,2021-08-16
2021-08-23,316.0227355957031,323.6499938964844,340.04998779296875,288.5,333.0,335651,2021-08-23
2021-08-30,349.0262451171875,357.45001220703125,361.04998779296875,320.95001220703125,323.6499938964844,174224,2021-08-30
2021-09-06,345.4134216308594,353.75,364.6000061035156,340.95001220703125,360.29998779296875,100338,2021-09-06
2021-09-13,343.6558532714844,351.95001220703125,369.45001220703125,339.0,351.95001220703125,178667,2021-09-13
2021-09-20,322.6132507324219,329.8500061035156,351.95001220703125,321.1000061035156,351.95001220703125,179074,2021-09-20
2021-09-27,338.0176696777344,345.6000061035156,349.1499938964844,315.29998779296875,344.95001220703125,123884,2021-09-27
2021-10-04,332.8339538574219,340.29998779296875,352.95001220703125,336.0,348.75,94772,2021-10-04
2021-10-11,378.1670227050781,386.6499938964844,398.0,333.1000061035156,333.1000061035156,581747,2021-10-11
2021-10-18,445.897705078125,455.8999938964844,503.95001220703125,406.1000061035156,415.8999938964844,2158895,2021-10-18
2021-10-25,449.7611083984375,459.8500061035156,486.0,428.8500061035156,461.8999938964844,365033,2021-10-25
2021-11-01,441.3497619628906,451.25,473.0,441.20001220703125,453.0,162704,2021-11-01
2021-11-08,453.7711486816406,463.95001220703125,493.70001220703125,445.0,455.0,512821,2021-11-08
2021-11-15,439.8826904296875,449.75,488.45001220703125,437.0,472.0,198939,2021-11-15
2021-11-22,402.2762451171875,411.29998779296875,452.79998779296875,406.0,450.70001220703125,174815,2021-11-22
2021-11-29,406.1884460449219,415.29998779296875,430.20001220703125,391.20001220703125,412.0,158096,2021-11-29
2021-12-06,408.68255615234375,417.8500061035156,426.0,402.0,419.54998779296875,95755,2021-12-06
2021-12-13,383.2529296875,391.8500061035156,439.70001220703125,389.0,429.0,106669,2021-12-13
2021-12-20,374.9394226074219,383.3500061035156,410.0,350.0,392.6499938964844,137593,2021-12-20
2021-12-27,451.08148193359375,461.20001220703125,482.79998779296875,369.54998779296875,387.1499938964844,671241,2021-12-27
2022-01-03,494.2138977050781,505.29998779296875,543.0,445.20001220703125,469.70001220703125,1489261,2022-01-03
2022-01-10,571.138427734375,583.9500122070312,597.0,504.0,506.0,1867434,2022-01-10
2022-01-17,541.4541625976562,553.5999755859375,604.8499755859375,537.3499755859375,595.0,499182,2022-01-17
2022-01-24,536.759521484375,548.7999877929688,568.5499877929688,495.0,553.0,289497,2022-01-24
2022-01-31,536.8573608398438,548.9000244140625,587.0,542.1500244140625,559.9000244140625,338702,2022-01-31
2022-02-07,479.053955078125,489.79998779296875,559.0499877929688,436.54998779296875,554.9500122070312,397408,2022-02-07
2022-02-14,455.23822021484375,465.45001220703125,508.20001220703125,462.25,482.70001220703125,237892,2022-02-14
2022-02-21,442.5548400878906,451.6499938964844,479.29998779296875,407.8999938964844,465.6499938964844,367106,2022-02-21
2022-02-28,459.8004150390625,469.25,477.8999938964844,431.25,449.0,294627,2022-02-28
2022-03-07,510.3122253417969,520.7999877929688,525.0,456.8999938964844,476.0,460490,2022-03-07
2022-03-14,480.76947021484375,490.6499938964844,538.0,481.04998779296875,525.0,158317,2022-03-14
2022-03-21,497.6721496582031,507.8999938964844,531.25,487.1000061035156,487.1000061035156,197399,2022-03-21
2022-03-28,486.9915466308594,497.0,509.95001220703125,481.3500061035156,502.0,103108,2022-03-28
2022-04-04,519.08203125,529.75,568.7999877929688,501.1000061035156,503.0,460738,2022-04-04
2022-04-11,503.2082824707031,513.5499877929688,564.9000244140625,506.95001220703125,538.0,107072,2022-04-11
2022-04-18,535.2987670898438,546.2999877929688,578.0,501.5,501.5,395313,2022-04-18
2022-04-25,502.27740478515625,512.5999755859375,549.8499755859375,509.29998779296875,548.9000244140625,155804,2022-04-25
2022-05-02,473.37152099609375,483.1000061035156,536.0,472.0,508.0,127247,2022-05-02
2022-05-09,406.74090576171875,415.1000061035156,478.75,400.0,473.5,149790,2022-05-09
2022-05-16,457.44873046875,466.8500061035156,523.9000244140625,373.0,415.1000061035156,330808,2022-05-16
2022-05-23,438.0474548339844,447.04998779296875,528.7000122070312,426.95001220703125,474.79998779296875,249751,2022-05-23
2022-05-30,454.1171875,463.45001220703125,479.79998779296875,452.0,462.6499938964844,76807,2022-05-30
2022-06-06,450.638671875,459.8999938964844,471.0,451.0,465.0,34869,2022-06-06
2022-06-13,409.8274230957031,418.25,450.0,406.0,450.0,52530,2022-06-13
2022-06-20,369.2610778808594,376.8500061035156,434.79998779296875,373.0,424.79998779296875,158182,2022-06-20
2022-06-27,378.6678161621094,386.45001220703125,413.8999938964844,380.04998779296875,389.0,92084,2022-06-27
2022-07-04,387.045654296875,395.0,411.0,380.0,388.1499938964844,86078,2022-07-04
2022-07-11,379.3537292480469,387.1499938964844,396.8999938964844,382.04998779296875,392.20001220703125,31660,2022-07-11
2022-07-18,392.97381591796875,401.04998779296875,417.0,386.1499938964844,389.95001220703125,92676,2022-07-18
2022-07-25,405.5160217285156,413.8500061035156,425.0,394.6499938964844,402.95001220703125,69371,2022-07-25
2022-08-01,384.1060485839844,392.0,435.0,389.29998779296875,416.8999938964844,124011,2022-08-01
2022-08-08,355.3960876464844,362.70001220703125,402.95001220703125,355.04998779296875,392.0,318203,2022-08-08
2022-08-15,345.0585021972656,352.1499938964844,373.8999938964844,340.0,362.70001220703125,134804,2022-08-15
2022-08-22,366.5175476074219,374.04998779296875,380.0,350.6000061035156,359.1499938964844,77828,2022-08-22
2022-08-29,370.8387756347656,377.8500061035156,389.75,355.79998779296875,356.0,63996,2022-08-29
2022-09-05,368.97406005859375,375.95001220703125,384.5,368.0,375.0,58790,2022-09-05
2022-09-12,360.5335998535156,367.3500061035156,382.3999938964844,361.45001220703125,380.0,67243,2022-09-12
2022-09-19,343.1701354980469,349.1000061035156,373.29998779296875,347.6000061035156,373.29998779296875,60747,2022-09-19
2022-09-26,307.8799743652344,313.20001220703125,349.54998779296875,283.75,345.0,211201,2022-09-26
2022-10-03,320.2167663574219,325.75,337.3500061035156,307.04998779296875,319.0,71670,2022-10-03
2022-10-10,289.6942138671875,294.70001220703125,328.8999938964844,290.8999938964844,325.75,155187,2022-10-10
2022-10-17,277.9471435546875,282.75,314.79998779296875,280.20001220703125,292.04998779296875,128797,2022-10-17
2022-10-24,291.021240234375,296.04998779296875,317.8999938964844,280.0,280.0,196131,2022-10-24
2022-10-31,300.9005432128906,306.1000061035156,308.0,284.95001220703125,303.0,136253,2022-10-31
2022-11-07,301.5395202636719,306.75,320.0,300.04998779296875,306.1000061035156,64413,2022-11-07
2022-11-14,261.2359313964844,265.75,298.8500061035156,263.75,292.0,162588,2022-11-14
2022-11-21,265.3646545410156,269.95001220703125,282.0,247.9499969482422,269.8500061035156,168445,2022-11-21
2022-11-28,257.4512939453125,261.8999938964844,298.79998779296875,256.70001220703125,277.8999938964844,317150,2022-11-28
2022-12-05,254.64974975585938,259.04998779296875,270.04998779296875,253.5,264.6000061035156,170296,2022-12-05
2022-12-12,272.343994140625,277.04998779296875,296.29998779296875,256.29998779296875,259.6000061035156,467832,2022-12-12
2022-12-19,239.904541015625,244.0500030517578,277.20001220703125,240.0,275.0,161569,2022-12-19
2022-12-26,259.0732727050781,263.54998779296875,269.95001220703125,245.0500030517578,247.39999389648438,80134,2022-12-26
2023-01-02,254.8463592529297,259.25,267.95001220703125,254.85000610351562,263.54998779296875,42017,2023-01-02
2023-01-09,256.2716979980469,260.70001220703125,268.04998779296875,256.20001220703125,263.8999938964844,67047,2023-01-09
2023-01-16,235.77590942382812,239.85000610351562,263.1000061035156,233.89999389648438,263.1000061035156,147123,2023-01-16
2023-01-23,220.93235778808594,224.75,243.10000610351562,220.10000610351562,242.6999969482422,60947,2023-01-23
2023-01-30,218.52398681640625,222.3000030517578,239.25,218.0,227.4499969482422,78767,2023-01-30
2023-02-06,236.07078552246094,240.14999389648438,249.39999389648438,220.0,225.9499969482422,320133,2023-02-06
2023-02-13,223.2424774169922,227.10000610351562,244.9499969482422,225.14999389648438,244.9499969482422,80156,2023-02-13
2023-02-20,218.42567443847656,222.1999969482422,234.5,216.8000030517578,234.5,54743,2023-02-20
