Date,Adj Close_BLBLIMITED.NS,Close_BLBLIMITED.NS,High_BLBLIMITED.NS,Low_BLBLIMITED.NS,Open_BLBLIMITED.NS,Volume_BLBLIMITED.NS,Date
2020-07-13,5.25,5.25,5.800000190734863,5.199999809265137,5.800000190734863,19305,2020-07-13
2020-07-20,4.650000095367432,4.650000095367432,5.25,4.550000190734863,5.050000190734863,74065,2020-07-20
2020-07-27,4.400000095367432,4.400000095367432,4.650000095367432,4.199999809265137,4.449999809265137,315755,2020-07-27
2020-08-03,4.25,4.25,4.349999904632568,3.9000000953674316,4.199999809265137,65413,2020-08-03
2020-08-10,4.300000190734863,4.300000190734863,4.599999904632568,3.950000047683716,4.449999809265137,54498,2020-08-10
2020-08-17,4.800000190734863,4.800000190734863,5.0,4.099999904632568,4.300000190734863,103914,2020-08-17
2020-08-24,5.900000095367432,5.900000095367432,5.900000095367432,4.800000190734863,4.849999904632568,312443,2020-08-24
2020-08-31,6.199999809265137,6.199999809265137,6.800000190734863,5.449999809265137,6.150000095367432,908786,2020-08-31
2020-09-07,5.800000190734863,5.800000190734863,6.449999809265137,5.699999809265137,6.449999809265137,102443,2020-09-07
2020-09-14,5.849999904632568,5.849999904632568,6.300000190734863,5.5,6.050000190734863,28857,2020-09-14
2020-09-21,5.699999809265137,5.699999809265137,5.949999809265137,5.349999904632568,5.599999904632568,34339,2020-09-21
2020-09-28,5.800000190734863,5.800000190734863,5.949999809265137,5.400000095367432,5.949999809265137,11621,2020-09-28
2020-10-05,5.349999904632568,5.349999904632568,5.900000095367432,5.300000190734863,5.75,6146,2020-10-05
2020-10-12,5.400000095367432,5.400000095367432,5.550000190734863,5.099999904632568,5.099999904632568,10892,2020-10-12
2020-10-19,5.050000190734863,5.050000190734863,5.400000095367432,4.900000095367432,5.199999809265137,34456,2020-10-19
2020-10-26,4.800000190734863,4.800000190734863,5.199999809265137,4.75,5.050000190734863,19641,2020-10-26
2020-11-02,4.949999809265137,4.949999809265137,5.099999904632568,4.599999904632568,4.800000190734863,11285,2020-11-02
2020-11-09,4.800000190734863,4.800000190734863,5.25,4.599999904632568,4.949999809265137,46490,2020-11-09
2020-11-16,4.800000190734863,4.800000190734863,5.0,4.5,5.0,79989,2020-11-16
2020-11-23,4.699999809265137,4.699999809265137,5.150000095367432,4.599999904632568,4.949999809265137,122752,2020-11-23
2020-11-30,5.0,5.0,5.050000190734863,4.699999809265137,4.699999809265137,35215,2020-11-30
2020-12-07,6.449999809265137,6.449999809265137,6.599999904632568,4.849999904632568,5.050000190734863,428160,2020-12-07
2020-12-14,5.75,5.75,6.699999809265137,5.650000095367432,6.599999904632568,73207,2020-12-14
2020-12-21,5.550000190734863,5.550000190734863,6.050000190734863,5.300000190734863,5.75,46175,2020-12-21
2020-12-28,6.0,6.0,6.199999809265137,5.400000095367432,5.800000190734863,72085,2020-12-28
2021-01-04,5.949999809265137,5.949999809265137,6.349999904632568,5.75,6.300000190734863,163326,2021-01-04
2021-01-11,5.599999904632568,5.599999904632568,6.150000095367432,5.449999809265137,6.0,102435,2021-01-11
2021-01-18,5.099999904632568,5.099999904632568,5.800000190734863,5.099999904632568,5.699999809265137,64224,2021-01-18
2021-01-25,5.5,5.5,5.5,4.849999904632568,5.0,93374,2021-01-25
2021-02-01,5.050000190734863,5.050000190734863,5.75,4.849999904632568,5.75,94757,2021-02-01
2021-02-08,5.449999809265137,5.449999809265137,6.099999904632568,5.25,5.449999809265137,223871,2021-02-08
2021-02-15,5.349999904632568,5.349999904632568,5.849999904632568,4.800000190734863,5.650000095367432,152701,2021-02-15
2021-02-22,5.449999809265137,5.449999809265137,5.650000095367432,5.050000190734863,5.25,30252,2021-02-22
2021-03-01,6.949999809265137,6.949999809265137,7.400000095367432,5.150000095367432,5.599999904632568,1000418,2021-03-01
2021-03-08,6.5,6.5,7.349999904632568,6.300000190734863,7.099999904632568,191607,2021-03-08
2021-03-15,6.5,6.5,6.849999904632568,6.150000095367432,6.599999904632568,224448,2021-03-15
2021-03-22,6.400000095367432,6.400000095367432,7.150000095367432,6.199999809265137,6.5,162226,2021-03-22
2021-03-29,6.349999904632568,6.349999904632568,6.599999904632568,6.099999904632568,6.400000095367432,30971,2021-03-29
