Date,Adj Close_AMBIKCO.NS,Close_AMBIKCO.NS,High_AMBIKCO.NS,Low_AMBIKCO.NS,Open_AMBIKCO.NS,Volume_AMBIKCO.NS,Date
2021-10-04,1839.0546875,1955.949951171875,1980.300048828125,1780.199951171875,1829.800048828125,422848,2021-10-04
2021-10-11,1861.667236328125,1980.0,2095.0,1920.050048828125,1950.0,290075,2021-10-11
2021-10-18,1770.182373046875,1882.699951171875,2016.0,1800.0,1990.9000244140625,185951,2021-10-18
2021-10-25,1949.34423828125,2073.25,2196.0,1921.0,2100.0,339325,2021-10-25
2021-11-01,2125.02783203125,2260.10009765625,2295.0,2031.0,2075.0,228061,2021-11-01
2021-11-08,2017.5584716796875,2145.800048828125,2340.0,2090.10009765625,2338.949951171875,250681,2021-11-08
2021-11-15,1902.379638671875,2023.300048828125,2157.0,2006.25,2145.0,106383,2021-11-15
2021-11-22,1789.0340576171875,1902.75,2050.0,1851.3499755859375,2020.0,92457,2021-11-22
2021-11-29,1799.8468017578125,1914.25,1958.949951171875,1739.0999755859375,1901.0999755859375,81182,2021-11-29
2021-12-06,1837.22119140625,1954.0,1999.0,1875.0,1914.25,48802,2021-12-06
2021-12-13,1835.85791015625,1952.550048828125,2185.0,1941.5999755859375,1980.0,121172,2021-12-13
2021-12-20,1708.926025390625,1817.550048828125,1942.0,1720.75,1942.0,120433,2021-12-20
2021-12-27,1820.296875,1936.0,1970.300048828125,1783.3499755859375,1820.0,60782,2021-12-27
2022-01-03,1944.9254150390625,2068.550048828125,2120.0,1943.0,1943.0,123537,2022-01-03
2022-01-10,2066.544677734375,2197.89990234375,2247.39990234375,2065.60009765625,2065.60009765625,135755,2022-01-10
2022-01-17,2006.228759765625,2133.75,2270.0,2110.449951171875,2205.0,110549,2022-01-17
2022-01-24,1869.6123046875,1988.449951171875,2159.0,1921.0,2159.0,68143,2022-01-24
2022-01-31,2575.49462890625,2739.199951171875,2762.300048828125,1960.0,2015.0,921719,2022-01-31
2022-02-07,2383.639404296875,2535.14990234375,2830.0,2490.0,2759.0,662438,2022-02-07
2022-02-14,2384.955810546875,2536.550048828125,2662.050048828125,2326.0,2480.0,261646,2022-02-14
2022-02-21,2319.280029296875,2466.699951171875,2638.0,2385.050048828125,2510.050048828125,267556,2022-02-21
2022-02-28,2239.4541015625,2381.800048828125,2545.0,2366.0,2465.0,106030,2022-02-28
2022-03-07,2286.23095703125,2431.550048828125,2520.0,2252.300048828125,2355.0,145404,2022-03-07
2022-03-14,2384.955810546875,2536.550048828125,2650.0,2420.0,2420.0,177441,2022-03-14
2022-03-21,2382.18212890625,2533.60009765625,2668.949951171875,2490.0,2550.0,126770,2022-03-21
2022-03-28,2232.12060546875,2374.0,2671.949951171875,2350.0,2555.0,213349,2022-03-28
2022-04-04,2292.060546875,2437.75,2472.0,2352.0,2374.0,214107,2022-04-04
2022-04-11,2247.3994140625,2390.25,2475.0,2362.14990234375,2460.0,79890,2022-04-11
2022-04-18,2165.833740234375,2303.5,2548.85009765625,2285.10009765625,2390.25,198300,2022-04-18
2022-04-25,2110.68896484375,2244.85009765625,2324.949951171875,2151.0,2299.25,119798,2022-04-25
2022-05-02,1943.656005859375,2067.199951171875,2264.0,2026.050048828125,2247.0,59258,2022-05-02
2022-05-09,1711.417724609375,1820.199951171875,2089.0,1720.0,2026.0,169086,2022-05-09
2022-05-16,1782.3585205078125,1895.6500244140625,2010.0,1806.800048828125,1830.0,103187,2022-05-16
2022-05-23,1736.757080078125,1847.1500244140625,1918.5,1729.0,1908.199951171875,76206,2022-05-23
2022-05-30,1734.3594970703125,1844.5999755859375,1950.0,1795.300048828125,1900.0,135505,2022-05-30
2022-06-06,1594.499267578125,1695.8499755859375,1855.0,1685.1500244140625,1855.0,70805,2022-06-06
2022-06-13,1351.26025390625,1437.1500244140625,1639.6500244140625,1367.0,1615.1500244140625,269892,2022-06-13
2022-06-20,1483.5513916015625,1577.8499755859375,1648.949951171875,1325.0,1448.5,275187,2022-06-20
2022-06-27,1445.2838134765625,1537.1500244140625,1650.0,1509.949951171875,1609.4000244140625,120019,2022-06-27
2022-07-04,1570.1470947265625,1669.949951171875,1694.4000244140625,1521.25,1543.1500244140625,93258,2022-07-04
2022-07-11,1518.8572998046875,1615.4000244140625,1700.0,1590.0,1640.0,57636,2022-07-11
2022-07-18,1625.2919921875,1728.5999755859375,1777.0,1616.0,1616.0,122223,2022-07-18
2022-07-25,1640.3828125,1744.6500244140625,1766.0,1651.0999755859375,1728.5999755859375,64218,2022-07-25
2022-08-01,1675.6416015625,1782.1500244140625,1850.0,1725.0999755859375,1736.0,111176,2022-08-01
2022-08-08,1589.7041015625,1690.75,1806.6500244140625,1683.949951171875,1795.0,73438,2022-08-08
2022-08-15,1626.8905029296875,1730.300048828125,1776.0,1650.0,1690.75,72368,2022-08-15
2022-08-22,1727.213623046875,1837.0,1870.0,1675.300048828125,1710.0,172006,2022-08-22
2022-08-29,1694.0703125,1801.75,1819.0,1767.5999755859375,1780.5999755859375,50444,2022-08-29
2022-09-05,1692.0018310546875,1799.550048828125,1838.0,1795.0,1805.0,43813,2022-09-05
2022-09-12,1671.974853515625,1778.25,1888.0,1768.0,1825.0,111663,2022-09-12
2022-09-19,1602.115234375,1703.949951171875,1834.9000244140625,1692.550048828125,1778.25,92682,2022-09-19
2022-09-26,1558.2286376953125,1625.0999755859375,1703.949951171875,1582.0,1703.0,79077,2022-09-26
2022-10-03,1550.4139404296875,1616.949951171875,1634.0,1565.0999755859375,1625.0999755859375,50296,2022-10-03
2022-10-10,1563.694091796875,1630.800048828125,1658.75,1549.9000244140625,1596.0,87271,2022-10-10
2022-10-17,1571.748291015625,1639.199951171875,1729.4000244140625,1600.050048828125,1644.9000244140625,96851,2022-10-17
2022-10-24,1552.715087890625,1619.3499755859375,1671.800048828125,1605.6500244140625,1640.0,23072,2022-10-24
2022-10-31,1565.9952392578125,1633.199951171875,1667.0,1586.6500244140625,1615.0,46924,2022-10-31
2022-11-07,1475.8153076171875,1539.1500244140625,1669.0,1525.0,1648.0,93531,2022-11-07
2022-11-14,1494.12939453125,1558.25,1578.0,1505.5,1526.0,49583,2022-11-14
2022-11-21,1434.297119140625,1495.8499755859375,1565.9000244140625,1472.4000244140625,1565.800048828125,54228,2022-11-21
2022-11-28,1490.4378662109375,1554.4000244140625,1569.1500244140625,1471.050048828125,1471.050048828125,44795,2022-11-28
2022-12-05,1492.1158447265625,1556.1500244140625,1637.949951171875,1549.949951171875,1563.949951171875,55476,2022-12-05
2022-12-12,1414.9283447265625,1475.6500244140625,1563.800048828125,1470.050048828125,1551.0,66049,2022-12-12
2022-12-19,1323.8853759765625,1380.699951171875,1522.550048828125,1365.550048828125,1475.0,77393,2022-12-19
2022-12-26,1438.1805419921875,1499.9000244140625,1525.9000244140625,1390.6500244140625,1406.949951171875,94859,2022-12-26
2023-01-02,1460.9051513671875,1523.5999755859375,1583.0,1499.699951171875,1509.9000244140625,59870,2023-01-02
2023-01-09,1516.23095703125,1581.300048828125,1610.0,1503.050048828125,1525.0,48507,2023-01-09
2023-01-16,1461.0970458984375,1523.800048828125,1598.0,1511.1500244140625,1570.300048828125,34786,2023-01-16
2023-01-23,1489.47900390625,1553.4000244140625,1611.8499755859375,1524.550048828125,1525.25,37112,2023-01-23
2023-01-30,1436.55029296875,1498.199951171875,1590.0,1390.050048828125,1537.0,49988,2023-01-30
2023-02-06,1429.406982421875,1490.75,1537.0,1422.199951171875,1513.050048828125,67046,2023-02-06
2023-02-13,1423.8936767578125,1485.0,1517.800048828125,1441.25,1504.0,29014,2023-02-13
2023-02-20,1407.44921875,1467.8499755859375,1551.199951171875,1462.1500244140625,1490.0,33239,2023-02-20
2023-02-27,1382.6629638671875,1442.0,1485.5,1434.050048828125,1472.0,34554,2023-02-27
2023-03-06,1427.009765625,1488.25,1494.9000244140625,1441.0,1456.4000244140625,23132,2023-03-06
2023-03-13,1351.739990234375,1409.75,1488.0,1400.0,1488.0,45307,2023-03-13
2023-03-20,1338.22021484375,1395.6500244140625,1435.050048828125,1389.1500244140625,1409.800048828125,33328,2023-03-20
2023-03-27,1322.5430908203125,1379.300048828125,1412.9000244140625,1314.199951171875,1395.0,72909,2023-03-27
2023-04-03,1444.65283203125,1506.6500244140625,1520.050048828125,1369.949951171875,1401.0,41509,2023-04-03
2023-04-10,1472.2197265625,1535.4000244140625,1570.0,1510.0,1510.0,45914,2023-04-10
2023-04-17,1449.3511962890625,1511.550048828125,1551.0,1485.0,1551.0,38792,2023-04-17
2023-04-24,1465.0283203125,1527.9000244140625,1538.800048828125,1494.5,1518.0,30462,2023-04-24
2023-05-01,1446.091064453125,1508.1500244140625,1558.0,1505.0,1527.9000244140625,28858,2023-05-01
2023-05-08,1451.988037109375,1514.300048828125,1530.0,1495.0,1509.300048828125,29728,2023-05-08
2023-05-15,1471.40478515625,1534.550048828125,1600.0,1506.199951171875,1524.800048828125,67452,2023-05-15
2023-05-22,1448.2484130859375,1510.4000244140625,1572.0,1487.0,1540.0,129231,2023-05-22
2023-05-29,1404.04541015625,1464.300048828125,1510.4000244140625,1449.0,1510.4000244140625,60710,2023-05-29
2023-06-05,1460.66552734375,1523.3499755859375,1544.9000244140625,1464.300048828125,1464.300048828125,62213,2023-06-05
2023-06-12,1478.2125244140625,1541.6500244140625,1575.0,1513.050048828125,1538.449951171875,51470,2023-06-12
2023-06-19,1579.802734375,1647.5999755859375,1729.0,1540.0,1549.0,232404,2023-06-19
2023-06-26,1552.6192626953125,1619.25,1663.9000244140625,1603.199951171875,1663.9000244140625,55623,2023-06-26
2023-07-03,1549.64697265625,1616.1500244140625,1657.75,1600.550048828125,1635.0,51810,2023-07-03
2023-07-10,1540.2022705078125,1606.300048828125,1624.0999755859375,1582.25,1616.1500244140625,56754,2023-07-10
2023-07-17,1526.394775390625,1591.9000244140625,1624.0,1580.0,1610.0,44569,2023-07-17
2023-07-24,1472.9866943359375,1536.199951171875,1605.0,1526.0999755859375,1599.949951171875,83202,2023-07-24
2023-07-31,1464.1173095703125,1526.949951171875,1610.0,1521.4000244140625,1540.0,72016,2023-07-31
2023-08-07,1367.6090087890625,1426.300048828125,1547.5,1411.0999755859375,1528.949951171875,124992,2023-08-07
2023-08-14,1422.4072265625,1483.449951171875,1498.800048828125,1410.050048828125,1430.0,63683,2023-08-14
2023-08-21,1427.1536865234375,1488.4000244140625,1559.550048828125,1475.0,1499.0,132405,2023-08-21
2023-08-28,1589.439208984375,1657.6500244140625,1676.449951171875,1485.0,1488.4000244140625,209651,2023-08-28
2023-09-04,1657.613525390625,1728.75,1745.0,1638.0999755859375,1657.699951171875,146509,2023-09-04
2023-09-11,1586.8023681640625,1654.9000244140625,1749.800048828125,1601.25,1742.0,110572,2023-09-11
2023-09-18,1513.40234375,1578.3499755859375,1669.5999755859375,1569.300048828125,1655.0,66366,2023-09-18
2023-09-25,1481.8922119140625,1511.800048828125,1576.699951171875,1489.25,1576.699951171875,68959,2023-09-25
2023-10-02,1499.6829833984375,1529.949951171875,1537.550048828125,1489.300048828125,1511.800048828125,30744,2023-10-02
2023-10-09,1488.5086669921875,1518.550048828125,1527.800048828125,1487.0,1503.0,40048,2023-10-09
2023-10-16,1558.2020263671875,1589.6500244140625,1619.0,1503.0,1511.0,75847,2023-10-16
2023-10-23,1483.362548828125,1513.300048828125,1609.0,1471.0,1609.0,52374,2023-10-23
2023-10-30,1501.0552978515625,1531.3499755859375,1549.5,1502.0,1525.0,30097,2023-10-30
2023-11-06,1477.0400390625,1506.8499755859375,1577.5,1500.0,1547.3499755859375,80655,2023-11-06
2023-11-13,1583.3935546875,1615.3499755859375,1675.0,1510.199951171875,1540.3499755859375,101810,2023-11-13
2023-11-20,1634.462890625,1667.449951171875,1695.0,1563.0,1610.050048828125,146888,2023-11-20
2023-11-27,1601.527587890625,1633.8499755859375,1688.1500244140625,1630.050048828125,1667.449951171875,45352,2023-11-27
2023-12-04,1637.256591796875,1670.300048828125,1722.0,1630.0,1646.0,74105,2023-12-04
2023-12-11,1789.2391357421875,1825.3499755859375,1869.25,1664.050048828125,1669.0,228686,2023-12-11
2023-12-18,1706.9989013671875,1741.449951171875,1852.5999755859375,1705.0,1825.3499755859375,88856,2023-12-18
2023-12-25,1684.159912109375,1718.1500244140625,1758.0999755859375,1690.050048828125,1741.449951171875,67354,2023-12-25
2024-01-01,1718.7125244140625,1753.4000244140625,1794.949951171875,1691.050048828125,1718.1500244140625,75245,2024-01-01
2024-01-08,1802.7662353515625,1839.1500244140625,1885.0,1716.4000244140625,1753.4000244140625,186759,2024-01-08
2024-01-15,1722.927490234375,1757.699951171875,1866.75,1700.0,1866.75,66867,2024-01-15
2024-01-22,1697.5399169921875,1731.800048828125,1782.0,1700.0,1757.699951171875,27895,2024-01-22
2024-01-29,1710.3807373046875,1744.9000244140625,1807.199951171875,1710.75,1752.199951171875,54859,2024-01-29
2024-02-05,1629.1697998046875,1662.050048828125,1810.0999755859375,1641.75,1785.0,123309,2024-02-05
2024-02-12,1611.81982421875,1644.3499755859375,1699.0,1590.1500244140625,1664.949951171875,48227,2024-02-12
2024-02-19,1674.0635986328125,1707.8499755859375,1757.0,1605.699951171875,1643.0,115021,2024-02-19
2024-02-26,1622.8963623046875,1655.6500244140625,1743.1500244140625,1640.0,1707.8499755859375,52270,2024-02-26
2024-03-04,1530.657958984375,1561.550048828125,1682.449951171875,1548.050048828125,1660.3499755859375,61060,2024-03-04
2024-03-11,1488.655517578125,1518.699951171875,1576.050048828125,1432.199951171875,1560.050048828125,90119,2024-03-11
2024-03-18,1462.9249267578125,1492.449951171875,1541.75,1480.0999755859375,1506.0,44691,2024-03-18
2024-03-25,1386.321044921875,1414.300048828125,1502.5999755859375,1385.6500244140625,1492.449951171875,82886,2024-03-25
2024-04-01,1536.294189453125,1567.300048828125,1595.0,1428.0,1428.0,55517,2024-04-01
2024-04-08,1533.74560546875,1564.699951171875,1627.4000244140625,1555.0,1589.9000244140625,31083,2024-04-08
2024-04-15,1520.5125732421875,1551.199951171875,1582.5999755859375,1509.9000244140625,1539.449951171875,23403,2024-04-15
2024-04-22,1505.8583984375,1536.25,1600.0999755859375,1526.0,1561.050048828125,42187,2024-04-22
2024-04-29,1542.9595947265625,1574.0999755859375,1592.949951171875,1530.0,1553.0,35162,2024-04-29
2024-05-06,1485.81298828125,1515.800048828125,1588.75,1500.0999755859375,1583.5,33381,2024-05-06
2024-05-13,1512.8179931640625,1543.3499755859375,1574.9000244140625,1475.6500244140625,1512.5999755859375,23900,2024-05-13
2024-05-20,1562.5150146484375,1594.050048828125,1643.0,1530.0,1537.5,46081,2024-05-20
2024-05-27,1472.6781005859375,1502.4000244140625,1589.8499755859375,1468.0,1575.0,59970,2024-05-27
2024-06-03,1555.4573974609375,1586.8499755859375,1635.0,1415.0,1511.800048828125,81347,2024-06-03
2024-06-10,1598.1458740234375,1630.4000244140625,1674.0,1570.0,1603.949951171875,83266,2024-06-10
2024-06-17,1567.7591552734375,1599.4000244140625,1644.4000244140625,1585.0,1630.4000244140625,57521,2024-06-17
2024-06-24,1551.095458984375,1582.4000244140625,1647.3499755859375,1570.4000244140625,1581.050048828125,54893,2024-06-24
2024-07-01,1645.000244140625,1678.199951171875,1699.699951171875,1591.0,1597.050048828125,144015,2024-07-01
2024-07-08,1638.187744140625,1671.25,1732.0,1625.550048828125,1675.0,83393,2024-07-08
2024-07-15,1591.62744140625,1623.75,1710.0,1616.25,1671.25,59444,2024-07-15
2024-07-22,1938.96728515625,1978.0999755859375,1998.0,1609.0,1609.0,445599,2024-07-22
2024-07-29,1954.6507568359375,1994.0999755859375,2197.64990234375,1980.0,2100.0,339773,2024-07-29
2024-08-05,1932.4979248046875,1971.5,2108.0,1882.0999755859375,1930.0,201782,2024-08-05
2024-08-12,1614.466552734375,1647.050048828125,1908.0,1600.050048828125,1900.75,387775,2024-08-12
2024-08-19,1734.4449462890625,1769.449951171875,1795.0,1638.050048828125,1663.3499755859375,218668,2024-08-19
2024-08-26,1673.0345458984375,1706.800048828125,1814.300048828125,1686.0,1789.800048828125,105185,2024-08-26
2024-09-02,1672.0052490234375,1705.75,1770.699951171875,1696.1500244140625,1710.0,94496,2024-09-02
2024-09-09,1752.530029296875,1787.9000244140625,1807.5999755859375,1671.4000244140625,1730.0,134441,2024-09-09
2024-09-16,1716.752197265625,1751.4000244140625,1869.0,1736.199951171875,1798.800048828125,141165,2024-09-16
2024-09-23,1711.949951171875,1711.949951171875,1763.300048828125,1707.0,1756.6500244140625,47807,2024-09-23
2024-09-30,1663.0999755859375,1663.0999755859375,1715.449951171875,1655.300048828125,1711.949951171875,41806,2024-09-30
2024-10-07,1621.949951171875,1621.949951171875,1679.949951171875,1571.6500244140625,1678.699951171875,61091,2024-10-07
2024-10-14,1604.199951171875,1604.199951171875,1659.0,1568.0,1637.550048828125,42919,2024-10-14
2024-10-21,1527.449951171875,1527.449951171875,1615.6500244140625,1511.0999755859375,1605.0,50602,2024-10-21
2024-10-28,1604.699951171875,1604.699951171875,1611.0,1500.699951171875,1504.550048828125,46109,2024-10-28
2024-11-04,1542.050048828125,1542.050048828125,1624.0,1535.0,1609.0,47471,2024-11-04
2024-11-11,1464.75,1464.75,1542.050048828125,1451.050048828125,1535.449951171875,42188,2024-11-11
2024-11-18,1430.8499755859375,1430.8499755859375,1478.75,1420.050048828125,1469.050048828125,45796,2024-11-18
2024-11-25,1505.75,1505.75,1545.0,1430.0,1452.199951171875,43320,2024-11-25
2024-12-02,1599.550048828125,1599.550048828125,1639.699951171875,1502.050048828125,1519.9000244140625,52518,2024-12-02
2024-12-09,1683.1500244140625,1683.1500244140625,1752.0,1582.5999755859375,1585.0,130793,2024-12-09
2024-12-16,1647.050048828125,1647.050048828125,1797.0,1625.550048828125,1708.0,147955,2024-12-16
2024-12-23,1610.9000244140625,1610.9000244140625,1699.0,1601.6500244140625,1644.949951171875,67298,2024-12-23
2024-12-30,1703.6500244140625,1703.6500244140625,1769.9000244140625,1587.550048828125,1619.4000244140625,76703,2024-12-30
2025-01-06,1535.75,1535.75,1712.550048828125,1528.0,1711.199951171875,53088,2025-01-06
2025-01-13,1581.050048828125,1581.050048828125,1589.3499755859375,1462.449951171875,1543.800048828125,38267,2025-01-13
2025-01-20,1488.4000244140625,1488.4000244140625,1630.0,1480.050048828125,1561.0,41803,2025-01-20
2025-01-27,1521.800048828125,1521.800048828125,1688.0,1425.0,1485.0,137691,2025-01-27
2025-02-03,1504.199951171875,1504.199951171875,1536.050048828125,1470.050048828125,1484.0,35049,2025-02-03
2025-02-10,1414.300048828125,1414.300048828125,1518.75,1410.0,1518.75,56911,2025-02-10
2025-02-17,1375.6500244140625,1375.6500244140625,1469.800048828125,1360.050048828125,1429.199951171875,56720,2025-02-17
2025-02-24,1323.449951171875,1323.449951171875,1382.050048828125,1319.0,1375.6500244140625,45489,2025-02-24
2025-03-03,1372.3499755859375,1372.3499755859375,1414.050048828125,1276.5999755859375,1315.199951171875,76915,2025-03-03
2025-03-10,1300.9000244140625,1300.9000244140625,1379.199951171875,1296.0999755859375,1365.050048828125,41321,2025-03-10
2025-03-17,1384.800048828125,1384.800048828125,1390.300048828125,1295.0,1304.1500244140625,88564,2025-03-17
2025-03-24,1281.0,1281.0,1412.8499755859375,1273.050048828125,1383.25,103133,2025-03-24
2025-03-31,1401.5999755859375,1401.5999755859375,1467.0,1281.0,1281.0,83129,2025-03-31
2025-04-07,1374.800048828125,1374.800048828125,1430.0,1300.0,1300.0,42762,2025-04-07
2025-04-14,1389.4000244140625,1389.4000244140625,1425.9000244140625,1375.300048828125,1400.0,30869,2025-04-14
2025-04-21,1365.4000244140625,1365.4000244140625,1440.9000244140625,1350.0,1402.0,58995,2025-04-21
2025-04-28,1354.699951171875,1354.699951171875,1386.800048828125,1331.199951171875,1353.0,30926,2025-04-28
2025-05-05,1386.5999755859375,1386.5999755859375,1445.300048828125,1337.5,1358.0999755859375,72535,2025-05-05
2025-05-12,1518.199951171875,1518.199951171875,1525.0,1400.0,1400.0,65923,2025-05-12
2025-05-19,1572.300048828125,1572.300048828125,1599.0,1505.0999755859375,1515.0,64677,2025-05-19
2025-05-26,1490.300048828125,1490.300048828125,1576.300048828125,1475.0,1561.199951171875,69185,2025-05-26
2025-06-02,1686.699951171875,1686.699951171875,1700.0,1475.0,1488.0,99665,2025-06-02
2025-06-09,1576.800048828125,1576.800048828125,1690.4000244140625,1560.0,1685.0,44870,2025-06-09
2025-06-16,1504.9000244140625,1504.9000244140625,1593.5999755859375,1490.199951171875,1585.0999755859375,28833,2025-06-16
2025-06-23,1550.800048828125,1550.800048828125,1574.0,1489.9000244140625,1498.0,41164,2025-06-23
2025-06-30,1580.0,1580.0,1621.300048828125,1550.0,1555.0999755859375,36340,2025-06-30
2025-07-07,1607.800048828125,1607.800048828125,1650.0,1560.0,1578.0,54398,2025-07-07
2025-07-14,1641.4000244140625,1641.4000244140625,1648.0,1575.0,1599.9000244140625,19570,2025-07-14
