Date,Adj Close_KPRMILL.NS,Close_KPRMILL.NS,High_KPRMILL.NS,Low_KPRMILL.NS,Open_KPRMILL.NS,Volume_KPRMILL.NS,Date
2021-08-30,387.9756164550781,394.30999755859375,404.0,341.0,346.0,1919215,2021-08-30
2021-09-06,449.0023193359375,456.1400146484375,469.79998779296875,390.239990234375,397.3999938964844,2632010,2021-09-06
2021-09-13,437.45587158203125,444.4100036621094,469.2900085449219,425.5400085449219,464.3999938964844,3491780,2021-09-13
2021-09-20,454.2784118652344,461.5,493.75,411.010009765625,444.0,3154087,2021-09-20
2021-09-27,419.3831481933594,426.04998779296875,504.0,420.6499938964844,470.75,3188578,2021-09-27
2021-10-04,450.439453125,457.6000061035156,464.8999938964844,424.04998779296875,427.1000061035156,2481191,2021-10-04
2021-10-11,464.56488037109375,471.95001220703125,483.0,450.0,461.3999938964844,1863430,2021-10-11
2021-10-18,416.4300842285156,423.04998779296875,486.0,420.0,472.0,1753241,2021-10-18
2021-10-25,443.10601806640625,450.1499938964844,482.5,410.0,423.8999938964844,3263637,2021-10-25
2021-11-01,504.03741455078125,512.0499877929688,518.5,453.29998779296875,460.0,2333593,2021-11-01
2021-11-08,524.2166137695312,532.5499877929688,548.0,510.3500061035156,525.0,2980338,2021-11-08
2021-11-15,484.7441101074219,492.45001220703125,540.0,491.6499938964844,537.8499755859375,1152009,2021-11-15
2021-11-22,504.18505859375,512.2000122070312,528.0,482.8500061035156,492.8999938964844,2785607,2021-11-22
2021-11-29,500.6413879394531,508.6000061035156,539.0,445.6000061035156,514.0,2416554,2021-11-29
2021-12-06,511.3216552734375,519.4500122070312,562.2999877929688,507.1499938964844,508.8999938964844,1973522,2021-12-06
2021-12-13,580.1770629882812,589.4000244140625,647.0,530.0,530.0,4885803,2021-12-13
2021-12-20,605.2780151367188,614.9000244140625,620.9000244140625,565.6500244140625,592.5,2893969,2021-12-20
2021-12-27,658.8267211914062,669.2999877929688,699.0,602.5499877929688,615.0,3356014,2021-12-27
2022-01-03,704.5498657226562,715.75,748.7999877929688,672.75,676.0,3490656,2022-01-03
2022-01-10,744.5145263671875,756.3499755859375,769.0,717.0,723.0,2688788,2022-01-10
2022-01-17,695.6415405273438,706.7000122070312,768.0,696.2999877929688,760.5999755859375,1654755,2022-01-17
2022-01-24,646.1287231445312,656.4000244140625,720.0,606.25,707.9500122070312,2440566,2022-01-24
2022-01-31,704.1068725585938,715.2999877929688,728.7999877929688,657.25,665.0,2441085,2022-01-31
2022-02-07,634.2671508789062,644.3499755859375,727.9500122070312,640.0,719.6500244140625,3418251,2022-02-07
2022-02-14,637.8108520507812,647.9500122070312,686.0,611.7000122070312,633.0,2416553,2022-02-14
2022-02-21,601.9312133789062,611.5,678.0,591.5,646.0,2801566,2022-02-21
2022-02-28,617.1886596679688,627.0,640.0,592.1500244140625,598.0,2002326,2022-02-28
2022-03-07,630.2313232421875,640.25,661.0,581.4500122070312,600.0,2857763,2022-03-07
2022-03-14,606.5084838867188,616.1500244140625,648.7000122070312,600.0,646.0,2945056,2022-03-14
2022-03-21,634.8577270507812,644.9500122070312,658.9000244140625,610.0,618.5,1613682,2022-03-21
2022-03-28,616.4503784179688,626.25,647.9500122070312,611.0,646.9000244140625,1991736,2022-03-28
2022-04-04,661.77978515625,672.2999877929688,702.7999877929688,629.25,630.0,1639370,2022-04-04
2022-04-11,648.6879272460938,659.0,677.3499755859375,645.0,676.0,468109,2022-04-11
2022-04-18,658.1869506835938,668.6500244140625,710.0,636.75,659.0,2424901,2022-04-18
2022-04-25,620.3385620117188,630.2000122070312,687.0,626.5,662.0,1470875,2022-04-25
2022-05-02,621.3229370117188,631.2000122070312,655.9500122070312,601.3499755859375,601.3499755859375,3008006,2022-05-02
2022-05-09,559.2103271484375,568.0999755859375,627.2999877929688,537.9500122070312,622.0,3396881,2022-05-09
2022-05-16,566.6422119140625,575.6500244140625,596.7999877929688,540.9500122070312,568.0,1947128,2022-05-16
2022-05-23,566.0023803710938,575.0,588.0499877929688,559.8499755859375,581.0,2674078,2022-05-23
2022-05-30,571.81005859375,580.9000244140625,640.0,571.3499755859375,585.0,1760202,2022-05-30
2022-06-06,586.8213500976562,596.1500244140625,603.9500122070312,575.5999755859375,583.4500122070312,1115065,2022-06-06
2022-06-13,544.1004638671875,552.75,597.5499877929688,550.0,586.0,1395644,2022-06-13
2022-06-20,492.3728942871094,500.20001220703125,553.3499755859375,479.5,549.2999877929688,3220314,2022-06-20
2022-06-27,500.2476501464844,508.20001220703125,524.7999877929688,501.25,510.70001220703125,917565,2022-06-27
2022-07-04,500.0507507324219,508.0,524.0,500.0,513.0,1545781,2022-07-04
2022-07-11,502.4132385253906,510.3999938964844,522.9500122070312,488.54998779296875,505.0,1260883,2022-07-11
2022-07-18,564.624267578125,573.5999755859375,605.0,508.0,512.7000122070312,3966693,2022-07-18
2022-07-25,579.143310546875,588.3499755859375,600.0,553.3499755859375,573.5999755859375,3624622,2022-07-25
2022-08-01,556.2080688476562,565.0499877929688,594.9500122070312,558.0999755859375,590.0,1018065,2022-08-01
2022-08-08,566.7406005859375,575.75,589.0,565.5,568.9500122070312,825074,2022-08-08
2022-08-15,603.6644287109375,613.0999755859375,629.25,575.75,575.75,2636539,2022-08-15
2022-08-22,603.56591796875,613.0,638.0,608.0499877929688,627.75,2483822,2022-08-22
2022-08-29,582.5938110351562,591.7000122070312,612.9000244140625,586.1500244140625,600.0,985307,2022-08-29
2022-09-05,592.5875244140625,601.8499755859375,620.0,584.0,584.0,1069109,2022-09-05
2022-09-12,565.8554077148438,574.7000122070312,614.0,571.5,607.4000244140625,1226628,2022-09-12
2022-09-19,553.0554809570312,561.7000122070312,581.8499755859375,550.1500244140625,575.0,1328491,2022-09-19
2022-09-26,527.7510986328125,536.0,571.7000122070312,510.0,557.9000244140625,1409831,2022-09-26
2022-10-03,541.5355834960938,550.0,556.0,527.7000122070312,536.0,3049277,2022-10-03
2022-10-10,557.1415405273438,565.8499755859375,576.0,542.6500244140625,547.0,1692854,2022-10-10
2022-10-17,547.7877807617188,556.3499755859375,573.4500122070312,552.9500122070312,568.1500244140625,636413,2022-10-17
2022-10-24,524.1571655273438,532.3499755859375,565.0,525.5,559.2999877929688,1492256,2022-10-24
2022-10-31,558.963134765625,567.7000122070312,570.0,529.5499877929688,535.0499877929688,1818676,2022-10-31
2022-11-07,533.6586303710938,542.0,573.2999877929688,536.0,571.0,1173751,2022-11-07
2022-11-14,557.9293212890625,566.6500244140625,580.0,525.0499877929688,525.0499877929688,1133530,2022-11-14
2022-11-21,553.3508911132812,562.0,572.4500122070312,536.2000122070312,569.0,2335752,2022-11-21
2022-11-28,536.2186279296875,544.5999755859375,579.9000244140625,541.0999755859375,562.0,1706080,2022-11-28
2022-12-05,505.89263916015625,513.7999877929688,552.4500122070312,512.0499877929688,548.9500122070312,2317856,2022-12-05
2022-12-12,504.16961669921875,512.0499877929688,530.9000244140625,509.79998779296875,513.5,1394689,2022-12-12
2022-12-19,482.1636047363281,489.70001220703125,519.0,483.5,513.3499755859375,2123558,2022-12-19
2022-12-26,508.79730224609375,516.75,532.0,479.45001220703125,486.0,965891,2022-12-26
2023-01-02,510.5695495605469,518.5499877929688,533.9500122070312,508.04998779296875,516.75,902099,2023-01-02
2023-01-09,515.9849243164062,524.0499877929688,537.0,510.3500061035156,519.4000244140625,821616,2023-01-09
2023-01-16,510.864990234375,518.8499755859375,537.0,513.6500244140625,522.0,1064920,2023-01-16
2023-01-23,508.4526672363281,516.4000244140625,521.5,505.95001220703125,518.8499755859375,389995,2023-01-23
2023-01-30,522.6802368164062,530.8499755859375,538.4000244140625,509.0,513.0499877929688,603251,2023-01-30
2023-02-06,571.8123168945312,580.75,595.9500122070312,518.0,530.8499755859375,2471718,2023-02-06
2023-02-13,590.864501953125,600.0999755859375,608.0,551.0,581.0,1606300,2023-02-13
2023-02-20,600.4520874023438,607.75,619.0,579.9500122070312,600.0999755859375,1234961,2023-02-20
2023-02-27,572.6400756835938,579.5999755859375,608.2000122070312,572.1500244140625,608.0,512695,2023-02-27
2023-03-06,568.737548828125,575.6500244140625,607.9500122070312,571.9500122070312,579.9500122070312,571133,2023-03-06
2023-03-13,577.8271484375,584.8499755859375,615.0,565.5499877929688,580.6500244140625,1223435,2023-03-13
2023-03-20,567.6507568359375,574.5499877929688,608.0,570.0,587.0,708329,2023-03-20
2023-03-27,571.1581420898438,578.0999755859375,582.0,535.8499755859375,574.5499877929688,575250,2023-03-27
2023-04-03,567.7989501953125,574.7000122070312,583.0,565.6500244140625,580.6500244140625,248442,2023-04-03
2023-04-10,600.0074462890625,607.2999877929688,627.5,568.0,572.0,1234820,2023-04-10
2023-04-17,604.7498168945312,612.0999755859375,633.25,596.2999877929688,608.0,870785,2023-04-17
2023-04-24,593.7337036132812,600.9500122070312,617.0,576.4500122070312,612.0999755859375,999433,2023-04-24
2023-05-01,569.033935546875,575.9500122070312,613.0,573.6500244140625,600.9500122070312,960976,2023-05-01
2023-05-08,550.2621459960938,556.9500122070312,587.0,551.5,570.5999755859375,1128940,2023-05-08
2023-05-15,566.5146484375,573.4000244140625,583.1500244140625,554.5999755859375,562.9500122070312,887569,2023-05-15
2023-05-22,568.194091796875,575.0999755859375,596.7000122070312,563.5499877929688,569.0,882038,2023-05-22
2023-05-29,573.1340942382812,580.0999755859375,590.0,570.0,580.0,540486,2023-05-29
2023-06-05,618.3841552734375,625.9000244140625,639.0,582.2999877929688,584.0,3255075,2023-06-05
2023-06-12,626.9796142578125,634.5999755859375,648.9500122070312,627.1500244140625,630.0,2110195,2023-06-12
2023-06-19,650.2962646484375,658.2000122070312,685.9000244140625,630.5499877929688,639.7000122070312,2918365,2023-06-19
2023-06-26,656.619384765625,664.5999755859375,675.0,651.5999755859375,655.5999755859375,839048,2023-06-26
2023-07-03,627.2266235351562,634.8499755859375,670.0,632.0,667.4500122070312,1013692,2023-07-03
2023-07-10,638.6380004882812,646.4000244140625,658.3499755859375,617.0499877929688,644.9500122070312,1216244,2023-07-10
2023-07-17,636.1185302734375,643.8499755859375,664.5499877929688,642.0999755859375,647.8499755859375,706518,2023-07-17
2023-07-24,635.0166625976562,640.75,649.5999755859375,622.2000122070312,643.8499755859375,915210,2023-07-24
2023-07-31,635.760009765625,641.5,648.7999877929688,615.0,644.0499877929688,1381129,2023-07-31
2023-08-07,661.576904296875,667.5499877929688,672.2999877929688,623.0,645.5,3634398,2023-08-07
2023-08-14,678.8211669921875,684.9500122070312,700.0,649.0999755859375,670.0,2330159,2023-08-14
2023-08-21,693.538330078125,699.7999877929688,745.2000122070312,690.0,692.5999755859375,4396050,2023-08-21
2023-08-28,754.7852783203125,761.5999755859375,773.0,701.0499877929688,707.0,3245237,2023-08-28
2023-09-04,753.00146484375,759.7999877929688,773.0,738.2999877929688,769.2999877929688,1642090,2023-09-04
2023-09-11,718.5623168945312,725.0499877929688,796.7999877929688,715.5499877929688,762.9500122070312,2191756,2023-09-11
2023-09-18,722.8734741210938,729.4000244140625,739.9500122070312,717.0499877929688,729.5999755859375,603252,2023-09-18
2023-09-25,746.3613891601562,753.0999755859375,765.0,722.0,735.0,824730,2023-09-25
2023-10-02,731.0,737.5999755859375,791.0,734.2000122070312,753.0999755859375,1033424,2023-10-02
2023-10-09,744.5279541015625,751.25,779.0,718.0,730.0,828542,2023-10-09
2023-10-16,822.5733032226562,830.0,838.25,751.25,756.8499755859375,3245374,2023-10-16
2023-10-23,801.3152465820312,808.5499877929688,838.0,746.2999877929688,830.0,1936861,2023-10-23
2023-10-30,787.5396118164062,794.6500244140625,843.6500244140625,786.0,810.0,1469490,2023-10-30
2023-11-06,764.3984985351562,771.2999877929688,808.4000244140625,768.0,795.3499755859375,793784,2023-11-06
2023-11-13,815.9827880859375,823.3499755859375,829.0,759.8499755859375,777.0999755859375,1093678,2023-11-13
2023-11-20,846.5568237304688,854.2000122070312,928.1500244140625,826.7000122070312,830.0,5636595,2023-11-20
2023-11-27,862.6118774414062,870.4000244140625,886.8499755859375,834.4500122070312,854.2000122070312,1192892,2023-11-27
2023-12-04,814.8430786132812,822.2000122070312,882.0,816.5499877929688,882.0,926640,2023-12-04
2023-12-11,831.1954345703125,838.7000122070312,847.9000244140625,805.5499877929688,833.0,1273052,2023-12-11
2023-12-18,825.794189453125,833.25,861.9500122070312,813.8499755859375,845.0,1173495,2023-12-18
2023-12-25,817.4197998046875,824.7999877929688,838.0,815.5999755859375,833.25,632429,2023-12-25
2024-01-01,754.8349609375,761.6500244140625,826.4500122070312,752.5499877929688,824.7999877929688,2985763,2024-01-01
2024-01-08,780.9490356445312,788.0,788.7000122070312,752.6500244140625,766.0,1782645,2024-01-08
2024-01-15,765.8851318359375,772.7999877929688,798.25,763.8499755859375,790.5,1631975,2024-01-15
2024-01-22,762.4164428710938,769.2999877929688,775.5,731.5,772.7999877929688,566300,2024-01-22
2024-01-29,782.6339111328125,789.7000122070312,804.7999877929688,741.0,769.0499877929688,1482311,2024-01-29
2024-02-05,746.3613891601562,753.0999755859375,804.4000244140625,749.2999877929688,792.0,1665389,2024-02-05
2024-02-12,722.7247924804688,729.25,759.0,722.25,752.9500122070312,570077,2024-02-12
2024-02-19,741.9594116210938,746.1500244140625,750.0,710.0,729.25,1535206,2024-02-19
2024-02-26,772.437255859375,776.7999877929688,791.4000244140625,750.0,752.9000244140625,2861805,2024-02-26
2024-03-04,790.9328002929688,795.4000244140625,811.4500122070312,761.2000122070312,773.6500244140625,1200771,2024-03-04
2024-03-11,760.65380859375,764.9500122070312,798.2999877929688,749.0999755859375,798.2999877929688,816215,2024-03-11
2024-03-18,789.5406494140625,794.0,812.8499755859375,753.5,753.5,914450,2024-03-18
2024-03-25,827.774658203125,832.4500122070312,873.7999877929688,785.0999755859375,795.0,1972608,2024-03-25
2024-04-01,828.1227416992188,832.7999877929688,868.0,822.5499877929688,843.0,1018087,2024-04-01
2024-04-08,821.0128784179688,825.6500244140625,850.4500122070312,801.5,835.0,853908,2024-04-08
2024-04-15,839.3095092773438,844.0499877929688,848.0,792.0499877929688,810.7000122070312,912587,2024-04-15
2024-04-22,860.4899291992188,865.3499755859375,897.4000244140625,828.5499877929688,846.0,1290650,2024-04-22
2024-04-29,849.1539306640625,853.9500122070312,888.0,833.0,870.0,1457506,2024-04-29
2024-05-06,797.1973876953125,801.7000122070312,859.4500122070312,773.0999755859375,859.4500122070312,1869811,2024-05-06
2024-05-13,827.7249755859375,832.4000244140625,858.0,774.5,799.9500122070312,1604129,2024-05-13
2024-05-20,796.3024291992188,800.7999877929688,831.9500122070312,796.0,831.9500122070312,505207,2024-05-20
2024-05-27,765.4268188476562,769.75,808.4000244140625,750.0,801.0,1338044,2024-05-27
2024-06-03,833.5421142578125,838.25,850.4500122070312,743.0,799.0,1603399,2024-06-03
2024-06-10,847.1651611328125,851.9500122070312,868.0,830.0,845.0,706804,2024-06-10
2024-06-17,876.4994506835938,881.4500122070312,907.0,845.0,851.9500122070312,1057797,2024-06-17
2024-06-24,877.195556640625,882.1500244140625,905.2000122070312,861.5,881.0,1270913,2024-06-24
2024-07-01,882.3663330078125,887.3499755859375,934.0,877.0499877929688,889.7000122070312,1407316,2024-07-01
2024-07-08,851.2918090820312,856.0999755859375,891.5,851.0,891.5,1244063,2024-07-08
2024-07-15,826.2831420898438,830.9500122070312,895.0,826.0499877929688,856.0999755859375,2114052,2024-07-15
2024-07-22,862.8604736328125,865.2000122070312,873.9500122070312,821.6500244140625,826.0,621324,2024-07-22
2024-07-29,862.0626831054688,864.4000244140625,900.0,840.0,865.2000122070312,620809,2024-07-29
2024-08-05,892.6297607421875,895.0499877929688,1009.25,818.7000122070312,845.0,13034152,2024-08-05
2024-08-12,855.3807983398438,857.7000122070312,910.5499877929688,850.3499755859375,900.4000244140625,742431,2024-08-12
2024-08-19,888.6405639648438,891.0499877929688,899.9500122070312,852.25,861.0,1018913,2024-08-19
2024-08-26,844.5101928710938,846.7999877929688,891.0,832.25,891.0,1046626,2024-08-26
2024-09-02,863.4588623046875,865.7999877929688,878.75,812.0,846.7999877929688,955430,2024-09-02
2024-09-09,839.872802734375,842.1500244140625,875.0,838.0999755859375,873.0,574960,2024-09-09
2024-09-16,958.3515625,960.9500122070312,972.1500244140625,846.75,861.0,6133696,2024-09-16
2024-09-23,969.9700317382812,972.5999755859375,1053.0,900.0999755859375,950.0,7282228,2024-09-23
2024-09-30,939.8018188476562,942.3499755859375,977.8499755859375,916.9000244140625,960.0999755859375,1171374,2024-09-30
2024-10-07,937.4581909179688,940.0,958.4000244140625,900.0,942.3499755859375,772476,2024-10-07
2024-10-14,926.4381103515625,928.9500122070312,986.5,913.0499877929688,940.0,958751,2024-10-14
2024-10-21,900.3587646484375,902.7999877929688,933.4000244140625,863.25,928.9000244140625,1459122,2024-10-21
2024-10-28,923.695556640625,926.2000122070312,947.9500122070312,868.25,886.0999755859375,755098,2024-10-28
2024-11-04,930.2776489257812,932.7999877929688,984.4000244140625,888.0499877929688,926.2000122070312,1820405,2024-11-04
2024-11-11,917.4624633789062,919.9500122070312,949.0,871.4000244140625,937.0,628950,2024-11-11
2024-11-18,919.1578369140625,921.6500244140625,943.1500244140625,890.0,925.0,594192,2024-11-18
2024-11-25,976.1532592773438,978.7999877929688,985.0,923.0,925.2999877929688,1332783,2024-11-25
2024-12-02,986.8742065429688,989.5499877929688,1029.050048828125,961.0,989.9500122070312,1056720,2024-12-02
2024-12-09,1077.4287109375,1080.3499755859375,1099.0,977.75,994.9500122070312,4084912,2024-12-09
2024-12-16,1147.1895751953125,1150.300048828125,1194.0,1046.75,1084.050048828125,8976584,2024-12-16
2024-12-23,1012.2554321289062,1015.0,1149.5,1011.5,1149.5,1661826,2024-12-23
2024-12-30,1020.4830932617188,1023.25,1037.800048828125,977.0499877929688,1010.0999755859375,1374853,2024-12-30
2025-01-06,959.0496826171875,961.6500244140625,1027.0,940.5999755859375,1022.0,790875,2025-01-06
2025-01-13,965.8811645507812,968.5,986.0,913.6500244140625,946.0,1256785,2025-01-13
2025-01-20,930.6766357421875,933.2000122070312,1017.7000122070312,927.0,980.0,1181766,2025-01-20
2025-01-27,926.537841796875,929.0499877929688,962.0,850.0,930.0,1207833,2025-01-27
2025-02-03,891.7322387695312,894.1500244140625,987.0,875.0,926.0,2054864,2025-02-03
2025-02-10,839.2999877929688,839.2999877929688,903.2000122070312,828.0,895.0,647020,2025-02-10
2025-02-17,810.7999877929688,810.7999877929688,854.1500244140625,807.0499877929688,839.0,712098,2025-02-17
2025-02-24,801.5999755859375,801.5999755859375,830.6500244140625,794.2000122070312,810.0,766916,2025-02-24
2025-03-03,865.5,865.5,892.5,755.5,806.4000244140625,1992285,2025-03-03
2025-03-10,897.5499877929688,897.5499877929688,903.2999877929688,840.5999755859375,860.0,806300,2025-03-10
2025-03-17,934.4500122070312,934.4500122070312,937.0,863.5999755859375,897.5499877929688,847009,2025-03-17
2025-03-24,906.5,906.5,955.0,903.5,926.0,658600,2025-03-24
2025-03-31,956.4000244140625,956.4000244140625,1035.0,884.0,906.5,3757698,2025-03-31
2025-04-07,974.8499755859375,974.8499755859375,989.4500122070312,860.0,863.5,1048903,2025-04-07
2025-04-14,1066.25,1066.25,1072.0,974.8499755859375,974.8499755859375,2131129,2025-04-14
2025-04-21,1022.9500122070312,1022.9500122070312,1086.5,997.5499877929688,1078.0,1309693,2025-04-21
2025-04-28,1027.800048828125,1027.800048828125,1037.449951171875,987.9000244140625,1029.800048828125,730789,2025-04-28
2025-05-05,1306.25,1306.25,1389.0,1007.1500244140625,1030.4000244140625,20756925,2025-05-05
2025-05-12,1175.9000244140625,1175.9000244140625,1306.0,1123.300048828125,1302.0,6118258,2025-05-12
2025-05-19,1142.8499755859375,1142.8499755859375,1256.3499755859375,1136.5,1183.0,5993532,2025-05-19
2025-05-26,1126.5,1126.5,1175.699951171875,1119.0,1139.949951171875,1919850,2025-05-26
2025-06-02,1130.5999755859375,1130.5999755859375,1153.199951171875,1105.5,1123.0,1177616,2025-06-02
2025-06-09,1094.800048828125,1094.800048828125,1143.0999755859375,1081.300048828125,1137.800048828125,2297329,2025-06-09
2025-06-16,1096.199951171875,1096.199951171875,1121.5,1061.0999755859375,1079.5,2352474,2025-06-16
2025-06-23,1141.5999755859375,1141.5999755859375,1154.0,1075.0999755859375,1078.0,2067350,2025-06-23
2025-06-30,1189.5999755859375,1189.5999755859375,1195.0,1073.5,1150.0,3866451,2025-06-30
2025-07-07,1200.199951171875,1200.199951171875,1222.9000244140625,1143.0999755859375,1189.800048828125,4288173,2025-07-07
2025-07-14,1182.300048828125,1182.300048828125,1227.9000244140625,1176.0,1190.4000244140625,979133,2025-07-14
