Date,Adj Close_BLAL.NS,Close_BLAL.NS,High_BLAL.NS,Low_BLAL.NS,Open_BLAL.NS,Volume_BLAL.NS,Date
2024-03-25,236.60000610351562,236.60000610351562,247.6999969482422,227.0,244.0,919745,2024-03-25
2024-04-01,271.25,271.25,278.25,235.9499969482422,236.14999389648438,1937439,2024-04-01
2024-04-08,254.85000610351562,254.85000610351562,276.8500061035156,249.60000610351562,274.95001220703125,628480,2024-04-08
2024-04-15,248.89999389648438,248.89999389648438,254.85000610351562,237.0,252.8000030517578,673533,2024-04-15
2024-04-22,259.1499938964844,259.1499938964844,271.1000061035156,250.1999969482422,250.1999969482422,1165378,2024-04-22
2024-04-29,250.4499969482422,250.4499969482422,269.8999938964844,249.35000610351562,265.0,642530,2024-04-29
2024-05-06,226.3000030517578,226.3000030517578,252.4499969482422,215.35000610351562,250.0,696319,2024-05-06
2024-05-13,256.45001220703125,256.45001220703125,263.20001220703125,218.35000610351562,227.0,1535406,2024-05-13
2024-05-20,261.0,261.0,268.3500061035156,244.8000030517578,255.64999389648438,1482573,2024-05-20
2024-05-27,259.25,259.25,263.3500061035156,244.25,262.95001220703125,1266462,2024-05-27
2024-06-03,260.3500061035156,260.3500061035156,280.70001220703125,222.3000030517578,267.0,3309715,2024-06-03
2024-06-10,290.45001220703125,290.45001220703125,303.20001220703125,260.04998779296875,262.3999938964844,7940482,2024-06-10
2024-06-17,302.3500061035156,302.3500061035156,317.79998779296875,282.6499938964844,290.45001220703125,3474865,2024-06-17
2024-06-24,294.20001220703125,294.20001220703125,311.3999938964844,291.0,301.70001220703125,2300644,2024-06-24
2024-07-01,317.75,317.75,336.0,290.8999938964844,294.29998779296875,4099392,2024-07-01
2024-07-08,339.1499938964844,339.1499938964844,349.0,297.8999938964844,318.70001220703125,4861069,2024-07-08
2024-07-15,310.6499938964844,310.6499938964844,356.70001220703125,307.20001220703125,340.79998779296875,2668409,2024-07-15
2024-07-22,324.8999938964844,324.8999938964844,340.95001220703125,290.0,302.1000061035156,3180373,2024-07-22
2024-07-29,314.95001220703125,314.95001220703125,344.04998779296875,308.45001220703125,326.04998779296875,2086499,2024-07-29
2024-08-05,290.20001220703125,290.20001220703125,304.04998779296875,280.20001220703125,291.0,1316376,2024-08-05
2024-08-12,281.29998779296875,281.29998779296875,292.29998779296875,273.0,286.0,685223,2024-08-12
2024-08-19,274.95001220703125,274.95001220703125,287.3999938964844,274.0,283.54998779296875,738566,2024-08-19
2024-08-26,281.6499938964844,281.6499938964844,289.45001220703125,273.0,277.1499938964844,971571,2024-08-26
2024-09-02,277.3999938964844,277.3999938964844,292.5,277.1000061035156,283.20001220703125,896863,2024-09-02
2024-09-09,269.75,269.75,277.75,265.1000061035156,277.70001220703125,446008,2024-09-09
2024-09-16,245.5,245.5,272.0,241.0,269.75,955352,2024-09-16
2024-09-23,246.64999389648438,246.64999389648438,262.0,241.0,250.8000030517578,1206658,2024-09-23
2024-09-30,233.08999633789062,233.08999633789062,247.39999389648438,230.10000610351562,245.75,637795,2024-09-30
2024-10-07,240.64999389648438,240.64999389648438,246.0,222.0,236.97000122070312,439912,2024-10-07
2024-10-14,245.39999389648438,245.39999389648438,249.6999969482422,232.3300018310547,244.3000030517578,412476,2024-10-14
2024-10-21,219.8699951171875,219.8699951171875,244.5,216.47000122070312,240.0,466535,2024-10-21
2024-10-28,243.3000030517578,243.3000030517578,245.0,219.8699951171875,219.8699951171875,287000,2024-10-28
2024-11-04,238.13999938964844,238.13999938964844,248.0,234.52000427246094,244.0,284505,2024-11-04
2024-11-11,224.7100067138672,224.7100067138672,239.89999389648438,221.35000610351562,238.13999938964844,248985,2024-11-11
2024-11-18,224.5,224.5,226.27999877929688,218.0,224.7100067138672,190943,2024-11-18
2024-11-25,237.8699951171875,237.8699951171875,243.07000732421875,227.25,228.39999389648438,272162,2024-11-25
2024-12-02,243.49000549316406,243.49000549316406,247.60000610351562,234.88999938964844,235.0,259074,2024-12-02
2024-12-09,234.89999389648438,234.89999389648438,246.72000122070312,225.75,243.49000549316406,350038,2024-12-09
2024-12-16,235.88999938964844,235.88999938964844,258.3999938964844,232.5,235.5,984097,2024-12-16
2024-12-23,234.9600067138672,234.9600067138672,240.8800048828125,229.0,236.49000549316406,328336,2024-12-23
2024-12-30,240.5399932861328,240.5399932861328,246.0,229.1999969482422,233.0,287516,2024-12-30
2025-01-06,223.13999938964844,223.13999938964844,240.5,220.4499969482422,240.0,359689,2025-01-06
2025-01-13,227.83999633789062,227.83999633789062,229.0,212.6999969482422,221.0,336692,2025-01-13
2025-01-20,214.55999755859375,214.55999755859375,233.77999877929688,213.4199981689453,228.9499969482422,214206,2025-01-20
2025-01-27,208.24000549316406,208.24000549316406,213.27999877929688,198.0,211.5500030517578,427694,2025-01-27
2025-02-03,213.9600067138672,213.9600067138672,248.0,203.0,208.1999969482422,1454777,2025-02-03
2025-02-10,197.72999572753906,197.72999572753906,218.6199951171875,195.08999633789062,215.35000610351562,406079,2025-02-10
2025-02-17,209.02000427246094,209.02000427246094,211.39999389648438,185.14999389648438,197.39999389648438,332978,2025-02-17
2025-02-24,187.9499969482422,187.9499969482422,213.1699981689453,186.75,206.99000549316406,273789,2025-02-24
2025-03-03,198.3800048828125,198.3800048828125,204.14999389648438,180.5,190.0,383299,2025-03-03
2025-03-10,189.3000030517578,189.3000030517578,201.0,187.0,198.14999389648438,425142,2025-03-10
2025-03-17,202.41000366210938,202.41000366210938,205.5399932861328,181.1699981689453,190.25,466764,2025-03-17
2025-03-24,202.69000244140625,202.69000244140625,215.0,198.5,203.00999450683594,1045369,2025-03-24
2025-03-31,209.4199981689453,209.4199981689453,216.0,201.4499969482422,202.69000244140625,312954,2025-03-31
2025-04-07,203.63999938964844,203.63999938964844,207.80999755859375,182.25999450683594,182.25999450683594,266175,2025-04-07
2025-04-14,206.77999877929688,206.77999877929688,211.47999572753906,203.63999938964844,203.63999938964844,182802,2025-04-14
2025-04-21,207.0399932861328,207.0399932861328,216.4199981689453,202.00999450683594,207.10000610351562,520561,2025-04-21
2025-04-28,206.33999633789062,206.33999633789062,228.0,203.0399932861328,205.11000061035156,625584,2025-04-28
2025-05-05,193.47999572753906,193.47999572753906,208.7899932861328,191.00999450683594,208.7899932861328,368176,2025-05-05
2025-05-12,206.69000244140625,206.69000244140625,210.19000244140625,197.10000610351562,197.3000030517578,518273,2025-05-12
2025-05-19,205.97999572753906,205.97999572753906,211.0,202.55999755859375,208.0,453774,2025-05-19
2025-05-26,202.3300018310547,202.3300018310547,214.38999938964844,200.4199981689453,208.97999572753906,575509,2025-05-26
2025-06-02,208.7100067138672,208.7100067138672,212.89999389648438,200.0,201.8000030517578,428197,2025-06-02
2025-06-09,216.0,216.0,235.0,208.72000122070312,209.10000610351562,1791026,2025-06-09
2025-06-16,214.5800018310547,214.5800018310547,218.39999389648438,207.2899932861328,214.9199981689453,272307,2025-06-16
2025-06-23,215.1999969482422,215.1999969482422,222.85000610351562,211.14999389648438,214.0,270841,2025-06-23
2025-06-30,213.02999877929688,213.02999877929688,219.86000061035156,208.22000122070312,215.0,314011,2025-06-30
2025-07-07,211.3800048828125,211.3800048828125,218.8000030517578,209.5500030517578,211.89999389648438,214271,2025-07-07
2025-07-14,211.1300048828125,211.1300048828125,214.0,208.14999389648438,211.3800048828125,93183,2025-07-14
