Date,Adj Close_BLAL.NS,Close_BLAL.NS,High_BLAL.NS,Low_BLAL.NS,Open_BLAL.NS,Volume_BLAL.NS,Date
2023-04-17,246.10000610351562,246.10000610351562,299.8999938964844,246.10000610351562,287.0,567203,2023-04-17
2023-04-24,206.4499969482422,206.4499969482422,233.8000030517578,190.5,233.8000030517578,1628399,2023-04-24
2023-05-01,184.89999389648438,184.89999389648438,212.0,182.64999389648438,206.4499969482422,2149319,2023-05-01
2023-05-08,166.64999389648438,166.64999389648438,186.89999389648438,166.10000610351562,186.0,1173400,2023-05-08
2023-05-15,170.6999969482422,170.6999969482422,188.8000030517578,163.14999389648438,168.0,1318663,2023-05-15
2023-05-22,159.64999389648438,159.64999389648438,175.0,157.64999389648438,170.6999969482422,692858,2023-05-22
2023-05-29,155.64999389648438,155.64999389648438,162.64999389648438,152.5,160.14999389648438,929512,2023-05-29
2023-06-05,147.39999389648438,147.39999389648438,159.0,147.0,156.89999389648438,679720,2023-06-05
2023-06-12,153.5500030517578,153.5500030517578,158.14999389648438,144.0,149.3000030517578,1267260,2023-06-12
2023-06-19,163.60000610351562,163.60000610351562,177.0,151.85000610351562,155.5,2024522,2023-06-19
2023-06-26,160.0500030517578,160.0500030517578,165.5,159.0,163.60000610351562,366281,2023-06-26
2023-07-03,156.5500030517578,156.5500030517578,165.89999389648438,136.0,160.39999389648438,833591,2023-07-03
2023-07-10,154.4499969482422,154.4499969482422,159.6999969482422,152.5,156.5500030517578,486869,2023-07-10
2023-07-17,154.1999969482422,154.1999969482422,162.0,152.0,154.5500030517578,567986,2023-07-17
2023-07-24,154.3000030517578,154.3000030517578,159.39999389648438,153.10000610351562,154.8000030517578,435049,2023-07-24
2023-07-31,153.75,153.75,161.0,153.3000030517578,156.5,623945,2023-07-31
2023-08-07,164.5500030517578,164.5500030517578,173.25,154.0,154.0,1774354,2023-08-07
2023-08-14,186.8000030517578,186.8000030517578,194.8000030517578,159.0500030517578,163.9499969482422,3136942,2023-08-14
2023-08-21,178.0,178.0,193.4499969482422,172.9499969482422,189.0,2008875,2023-08-21
2023-08-28,180.14999389648438,180.14999389648438,188.4499969482422,173.10000610351562,179.8000030517578,1834904,2023-08-28
2023-09-04,178.1999969482422,178.1999969482422,185.9499969482422,177.60000610351562,181.9499969482422,1252390,2023-09-04
2023-09-11,171.3000030517578,171.3000030517578,181.0,166.4499969482422,180.8000030517578,1508409,2023-09-11
2023-09-18,166.5,166.5,175.25,166.0,172.89999389648438,502574,2023-09-18
2023-09-25,164.85000610351562,164.85000610351562,168.60000610351562,163.0,166.10000610351562,352097,2023-09-25
2023-10-02,159.0,159.0,165.6999969482422,158.0,164.85000610351562,373176,2023-10-02
2023-10-09,165.89999389648438,165.89999389648438,172.0,154.89999389648438,156.3000030517578,927605,2023-10-09
2023-10-16,159.9499969482422,159.9499969482422,168.39999389648438,158.85000610351562,167.1999969482422,1065105,2023-10-16
2023-10-23,157.1999969482422,157.1999969482422,161.4499969482422,151.1999969482422,161.0,626159,2023-10-23
2023-10-30,161.8000030517578,161.8000030517578,163.89999389648438,155.5,157.25,607011,2023-10-30
2023-11-06,159.0,159.0,165.8000030517578,158.1999969482422,162.10000610351562,433819,2023-11-06
2023-11-13,158.25,158.25,162.0,156.35000610351562,159.35000610351562,550979,2023-11-13
2023-11-20,160.1999969482422,160.1999969482422,166.1999969482422,157.8000030517578,157.8000030517578,878858,2023-11-20
2023-11-27,160.5,160.5,162.1999969482422,156.60000610351562,160.1999969482422,718633,2023-11-27
2023-12-04,165.6999969482422,165.6999969482422,172.1999969482422,159.10000610351562,160.89999389648438,1474488,2023-12-04
2023-12-11,172.9499969482422,172.9499969482422,182.75,167.0,167.0,2769570,2023-12-11
2023-12-18,193.64999389648438,193.64999389648438,203.6999969482422,172.0,172.60000610351562,6560666,2023-12-18
2023-12-25,208.60000610351562,208.60000610351562,216.85000610351562,193.0500030517578,193.64999389648438,5082620,2023-12-25
2024-01-01,205.3000030517578,205.3000030517578,217.60000610351562,201.4499969482422,209.6999969482422,2844250,2024-01-01
2024-01-08,218.0,218.0,223.60000610351562,204.3000030517578,206.9499969482422,3148598,2024-01-08
2024-01-15,204.39999389648438,204.39999389648438,218.0,196.10000610351562,218.0,1609967,2024-01-15
2024-01-22,202.1999969482422,202.1999969482422,211.4499969482422,195.85000610351562,204.39999389648438,1467722,2024-01-22
2024-01-29,312.3500061035156,312.3500061035156,312.3500061035156,200.10000610351562,204.9499969482422,13093140,2024-01-29
2024-02-05,296.0,296.0,377.45001220703125,284.1499938964844,336.0,6849167,2024-02-05
2024-02-12,284.3999938964844,284.3999938964844,308.79998779296875,257.0,302.0,2334155,2024-02-12
2024-02-19,279.5,279.5,291.5,263.0,287.79998779296875,1636422,2024-02-19
2024-02-26,272.5,272.5,290.8999938964844,263.5,281.70001220703125,1114487,2024-02-26
2024-03-04,255.14999389648438,255.14999389648438,277.79998779296875,251.6999969482422,277.5,660279,2024-03-04
2024-03-11,227.1999969482422,227.1999969482422,257.3500061035156,209.5,256.0,1413973,2024-03-11
2024-03-18,235.75,235.75,237.5,212.10000610351562,230.5500030517578,1126975,2024-03-18
