Date,Adj Close_STEELCITY.NS,Close_STEELCITY.NS,High_STEELCITY.NS,Low_STEELCITY.NS,Open_STEELCITY.NS,Volume_STEELCITY.NS,Date
2020-07-13,24.066286087036133,31.0,34.0,28.799999237060547,34.0,40493,2020-07-13
2020-07-20,23.522855758666992,30.299999237060547,31.950000762939453,29.700000762939453,30.5,12597,2020-07-20
2020-07-27,20.650426864624023,26.600000381469727,30.950000762939453,26.100000381469727,30.0,57732,2020-07-27
2020-08-03,21.3103084564209,27.450000762939453,28.25,25.450000762939453,27.049999237060547,50959,2020-08-03
2020-08-10,28.25847625732422,36.400001525878906,39.900001525878906,26.049999237060547,31.799999237060547,151032,2020-08-10
2020-08-17,28.84072494506836,37.150001525878906,41.70000076293945,36.099998474121094,41.0,93557,2020-08-17
2020-08-24,30.315763473510742,39.04999923706055,43.099998474121094,36.25,37.099998474121094,196384,2020-08-24
2020-08-31,26.822263717651367,34.54999923706055,39.79999923706055,34.0,39.04999923706055,37033,2020-08-31
2020-09-07,25.230783462524414,32.5,36.79999923706055,32.20000076293945,34.0,9581,2020-09-07
2020-09-14,25.65777015686035,33.04999923706055,35.95000076293945,31.600000381469727,35.95000076293945,6917,2020-09-14
2020-09-21,23.755754470825195,30.600000381469727,34.5,29.5,32.5,9356,2020-09-21
2020-09-28,24.45445442199707,31.5,32.5,30.299999237060547,31.0,6486,2020-09-28
2020-10-05,24.72617530822754,31.850000381469727,32.25,30.200000762939453,32.20000076293945,5011,2020-10-05
2020-10-12,23.445220947265625,30.200000762939453,31.899999618530273,29.100000381469727,31.899999618530273,25931,2020-10-12
2020-10-19,23.289955139160156,30.0,31.200000762939453,29.100000381469727,29.75,13282,2020-10-19
2020-10-26,23.17350959777832,29.850000381469727,31.850000381469727,29.100000381469727,31.850000381469727,5677,2020-10-26
2020-11-02,23.09587287902832,29.75,31.850000381469727,29.100000381469727,30.0,63700,2020-11-02
2020-11-09,24.64853858947754,31.75,33.0,29.399999618530273,30.75,28620,2020-11-09
2020-11-16,24.609722137451172,31.700000762939453,36.5,30.200000762939453,32.70000076293945,55439,2020-11-16
2020-11-23,27.792675018310547,35.79999923706055,36.25,30.100000381469727,33.0,298861,2020-11-23
2020-11-30,28.56471824645996,35.650001525878906,37.599998474121094,34.150001525878906,35.79999923706055,130336,2020-11-30
2020-12-07,27.883644104003906,34.79999923706055,37.0,33.650001525878906,36.45000076293945,34098,2020-12-07
2020-12-14,28.043901443481445,35.0,41.0,34.5,36.5,189352,2020-12-14
2020-12-21,27.282703399658203,34.04999923706055,36.0,28.200000762939453,34.20000076293945,32695,2020-12-21
2020-12-28,31.44923210144043,39.25,40.70000076293945,32.25,34.400001525878906,306729,2020-12-28
2021-01-04,30.487722396850586,38.04999923706055,39.95000076293945,37.0,39.95000076293945,92105,2021-01-04
2021-01-11,31.128721237182617,38.849998474121094,42.900001525878906,36.29999923706055,38.0,366142,2021-01-11
2021-01-18,29.966909408569336,37.400001525878906,40.849998474121094,36.900001525878906,39.95000076293945,189264,2021-01-18
2021-01-25,29.165653228759766,36.400001525878906,38.70000076293945,35.45000076293945,38.70000076293945,22909,2021-01-25
2021-02-01,29.68646812438965,37.04999923706055,39.45000076293945,35.099998474121094,36.349998474121094,218589,2021-02-01
2021-02-08,29.325904846191406,36.599998474121094,38.0,36.099998474121094,38.0,48270,2021-02-08
2021-02-15,27.72339630126953,34.599998474121094,36.95000076293945,31.100000381469727,36.5,109740,2021-02-15
2021-02-22,27.963773727416992,34.900001525878906,36.5,34.400001525878906,34.400001525878906,78843,2021-02-22
2021-03-01,30.407594680786133,37.95000076293945,39.95000076293945,34.900001525878906,35.25,747087,2021-03-01
2021-03-08,29.7665958404541,37.150001525878906,39.400001525878906,36.599998474121094,39.400001525878906,81762,2021-03-08
2021-03-15,32.71182632446289,39.75,40.900001525878906,32.54999923706055,37.150001525878906,181995,2021-03-15
2021-03-22,31.024799346923828,37.70000076293945,44.099998474121094,37.29999923706055,39.849998474121094,664325,2021-03-22
2021-03-29,30.531030654907227,37.099998474121094,37.79999923706055,33.599998474121094,37.70000076293945,76877,2021-03-29
2021-04-05,29.790395736694336,36.20000076293945,37.79999923706055,35.099998474121094,37.20000076293945,87858,2021-04-05
2021-04-12,28.391395568847656,34.5,37.5,34.150001525878906,37.5,47019,2021-04-12
2021-04-19,28.309104919433594,34.400001525878906,35.79999923706055,33.54999923706055,34.20000076293945,48303,2021-04-19
2021-04-26,31.971176147460938,38.849998474121094,45.0,34.29999923706055,35.0,469194,2021-04-26
2021-05-03,31.642013549804688,38.45000076293945,40.0,37.29999923706055,39.79999923706055,97120,2021-05-03
2021-05-10,32.62953567504883,39.650001525878906,41.0,37.79999923706055,38.599998474121094,93164,2021-05-10
2021-05-17,32.95870590209961,40.04999923706055,41.0,38.900001525878906,40.75,89586,2021-05-17
2021-05-24,31.888883590698242,38.75,41.79999923706055,38.20000076293945,40.95000076293945,147851,2021-05-24
2021-05-31,37.978641510009766,46.150001525878906,53.70000076293945,38.25,39.599998474121094,1141385,2021-05-31
2021-06-07,37.07340621948242,45.04999923706055,47.0,43.20000076293945,47.0,202318,2021-06-07
2021-06-14,44.10953140258789,53.599998474121094,58.400001525878906,45.04999923706055,45.900001525878906,2127704,2021-06-14
2021-06-21,43.90380096435547,53.349998474121094,56.25,51.20000076293945,51.20000076293945,910677,2021-06-21
2021-06-28,42.340213775634766,51.45000076293945,54.95000076293945,50.150001525878906,53.349998474121094,175439,2021-06-28
2021-07-05,50.52845764160156,61.400001525878906,62.900001525878906,51.20000076293945,51.45000076293945,1528892,2021-07-05
2021-07-12,56.94738006591797,69.19999694824219,70.0,59.599998474121094,62.25,1011190,2021-07-12
