Date,Adj Close_WINDMACHIN.NS,Close_WINDMACHIN.NS,High_WINDMACHIN.NS,Low_WINDMACHIN.NS,Open_WINDMACHIN.NS,Volume_WINDMACHIN.NS,Date
2021-03-08,24.127927780151367,26.049999237060547,26.950000762939453,23.200000762939453,25.25,1928298,2021-03-08
2021-03-15,26.90657615661621,29.049999237060547,31.700000762939453,25.0,25.799999237060547,2863289,2021-03-15
2021-03-22,28.85163116455078,31.149999618530273,31.399999618530273,27.700000762939453,30.5,1497853,2021-03-22
2021-03-29,29.685224533081055,32.04999923706055,32.70000076293945,30.0,31.149999618530273,853738,2021-03-29
2021-04-05,27.879104614257812,30.100000381469727,33.650001525878906,29.700000762939453,33.650001525878906,559654,2021-04-05
2021-04-12,26.721332550048828,28.850000381469727,29.75,27.049999237060547,29.200000762939453,345708,2021-04-12
2021-04-19,27.091819763183594,29.25,29.299999237060547,26.399999618530273,28.299999237060547,530818,2021-04-19
2021-04-26,27.693857192993164,29.899999618530273,31.700000762939453,28.5,28.5,935424,2021-04-26
2021-05-03,27.323373794555664,29.5,31.450000762939453,28.799999237060547,29.899999618530273,673133,2021-05-03
2021-05-10,28.527454376220703,30.799999237060547,30.799999237060547,28.200000762939453,30.450000762939453,950352,2021-05-10
2021-05-17,31.167173385620117,33.650001525878906,35.400001525878906,31.200000762939453,31.25,1078266,2021-05-17
2021-05-24,32.3249397277832,34.900001525878906,38.0,33.45000076293945,34.45000076293945,1473991,2021-05-24
2021-05-31,33.66795349121094,36.349998474121094,37.5,33.20000076293945,35.0,963758,2021-05-31
2021-06-07,38.762142181396484,41.849998474121094,45.0,36.099998474121094,36.5,3561498,2021-06-07
2021-06-14,34.686790466308594,37.45000076293945,43.75,36.900001525878906,42.95000076293945,905014,2021-06-14
2021-06-21,33.899505615234375,36.599998474121094,38.849998474121094,36.0,36.79999923706055,569240,2021-06-21
2021-06-28,36.400291442871094,39.29999923706055,42.29999923706055,36.29999923706055,36.599998474121094,3007634,2021-06-28
2021-07-05,34.964656829833984,37.75,41.900001525878906,36.70000076293945,40.349998474121094,4770463,2021-07-05
2021-07-12,32.74173355102539,35.349998474121094,39.849998474121094,32.0,38.25,4983105,2021-07-12
2021-07-19,36.81708908081055,39.75,41.79999923706055,36.54999923706055,36.54999923706055,2790017,2021-07-19
2021-07-26,35.2888298034668,38.099998474121094,41.349998474121094,37.20000076293945,40.70000076293945,848483,2021-07-26
2021-08-02,30.426197052001953,32.849998474121094,39.20000076293945,32.349998474121094,39.20000076293945,1319063,2021-08-02
2021-08-09,30.009401321411133,32.400001525878906,33.400001525878906,28.700000762939453,32.849998474121094,651342,2021-08-09
2021-08-16,28.6663875579834,30.950000762939453,34.0,29.600000381469727,31.549999237060547,319909,2021-08-16
2021-08-23,27.786481857299805,30.0,31.799999237060547,28.5,31.799999237060547,231038,2021-08-23
2021-08-30,27.554927825927734,29.75,30.5,29.200000762939453,30.049999237060547,212183,2021-08-30
2021-09-06,27.508617401123047,29.700000762939453,30.450000762939453,29.5,30.299999237060547,117007,2021-09-06
2021-09-13,27.18444061279297,29.350000381469727,31.25,28.399999618530273,30.450000762939453,517677,2021-09-13
2021-09-20,26.8935546875,28.049999237060547,29.799999237060547,27.75,29.350000381469727,257253,2021-09-20
2021-09-27,29.24254608154297,30.5,30.899999618530273,27.850000381469727,28.5,228314,2021-09-27
2021-10-04,31.879169464111328,33.25,34.95000076293945,29.549999237060547,30.850000381469727,693161,2021-10-04
2021-10-11,31.68741226196289,33.04999923706055,36.20000076293945,31.700000762939453,33.95000076293945,971440,2021-10-11
2021-10-18,29.769868850708008,31.049999237060547,35.29999923706055,30.450000762939453,33.5,1893555,2021-10-18
2021-10-25,27.564693450927734,28.75,31.399999618530273,27.950000762939453,31.399999618530273,312331,2021-10-25
2021-11-01,26.84561538696289,28.0,29.950000762939453,27.549999237060547,29.299999237060547,409401,2021-11-01
2021-11-08,26.701801300048828,27.850000381469727,28.799999237060547,26.25,28.600000381469727,333508,2021-11-08
2021-11-15,26.31829261779785,27.450000762939453,28.700000762939453,27.049999237060547,28.450000762939453,215824,2021-11-15
2021-11-22,26.557985305786133,27.700000762939453,28.5,26.149999618530273,27.0,150900,2021-11-22
2021-11-29,25.551273345947266,26.649999618530273,28.799999237060547,25.799999237060547,27.399999618530273,309824,2021-11-29
2021-12-06,36.43333435058594,38.0,38.099998474121094,26.649999618530273,26.75,4757553,2021-12-06
2021-12-13,36.33745574951172,37.900001525878906,41.900001525878906,36.20000076293945,41.79999923706055,2913307,2021-12-13
2021-12-20,35.0910530090332,36.599998474121094,39.45000076293945,34.75,38.0,577909,2021-12-20
2021-12-27,36.960662841796875,38.54999923706055,41.5,35.900001525878906,37.099998474121094,1450084,2021-12-27
2022-01-03,41.514827728271484,43.29999923706055,44.5,36.599998474121094,39.70000076293945,2843918,2022-01-03
2022-01-10,41.70658493041992,43.5,44.95000076293945,38.400001525878906,43.0,2158699,2022-01-10
2022-01-17,45.014347076416016,46.95000076293945,51.79999923706055,43.79999923706055,44.349998474121094,4498186,2022-01-17
2022-01-24,42.809173583984375,44.650001525878906,47.79999923706055,42.45000076293945,47.20000076293945,958623,2022-01-24
2022-01-31,43.52824783325195,45.400001525878906,47.79999923706055,42.79999923706055,45.70000076293945,809404,2022-01-31
2022-02-07,43.00092315673828,44.849998474121094,47.75,41.29999923706055,45.400001525878906,1047754,2022-02-07
2022-02-14,40.0766716003418,41.79999923706055,44.849998474121094,39.650001525878906,42.25,965996,2022-02-14
2022-02-21,35.282806396484375,36.79999923706055,42.599998474121094,34.5,41.0,573242,2022-02-21
2022-02-28,35.953948974609375,37.5,40.099998474121094,35.04999923706055,35.400001525878906,349345,2022-02-28
2022-03-07,36.529212951660156,38.099998474121094,41.0,35.20000076293945,36.95000076293945,331766,2022-03-07
2022-03-14,36.86478805541992,38.45000076293945,39.0,37.04999923706055,38.599998474121094,237617,2022-03-14
2022-03-21,40.60399627685547,42.349998474121094,42.349998474121094,37.0,38.900001525878906,624036,2022-03-21
2022-03-28,40.41223907470703,42.150001525878906,44.349998474121094,39.099998474121094,42.349998474121094,805452,2022-03-28
2022-04-04,43.57618713378906,45.45000076293945,48.0,40.400001525878906,43.70000076293945,1648267,2022-04-04
2022-04-11,41.70658493041992,43.5,46.599998474121094,41.349998474121094,45.45000076293945,359915,2022-04-11
2022-04-18,42.95298767089844,44.79999923706055,49.0,39.599998474121094,43.150001525878906,2044528,2022-04-18
2022-04-25,38.68645095825195,40.349998474121094,45.5,39.75,44.04999923706055,630740,2022-04-25
2022-05-02,36.28951644897461,37.849998474121094,41.400001525878906,36.849998474121094,39.0,470175,2022-05-02
2022-05-09,35.7621955871582,37.29999923706055,38.95000076293945,33.0,37.849998474121094,675065,2022-05-09
2022-05-16,36.28951644897461,37.849998474121094,39.79999923706055,36.599998474121094,38.0,315993,2022-05-16
2022-05-23,33.652896881103516,35.099998474121094,39.0,33.54999923706055,37.849998474121094,431349,2022-05-23
2022-05-30,36.0977668762207,37.650001525878906,40.45000076293945,35.0,35.0,682366,2022-05-30
2022-06-06,33.89258575439453,35.349998474121094,37.45000076293945,35.04999923706055,37.04999923706055,159395,2022-06-06
2022-06-13,29.86574935913086,31.149999618530273,35.900001525878906,30.5,35.849998474121094,219198,2022-06-13
2022-06-20,31.543601989746094,32.900001525878906,33.75,28.600000381469727,32.400001525878906,220061,2022-06-20
2022-06-27,30.68070411682129,32.0,34.45000076293945,31.100000381469727,33.5,173108,2022-06-27
2022-07-04,31.783294677734375,33.150001525878906,33.5,30.899999618530273,31.799999237060547,191480,2022-07-04
2022-07-11,33.604957580566406,35.04999923706055,35.70000076293945,32.599998474121094,33.45000076293945,253684,2022-07-11
2022-07-18,33.22145080566406,34.650001525878906,36.25,32.75,35.099998474121094,292692,2022-07-18
2022-07-25,35.47456359863281,37.0,37.5,33.04999923706055,35.29999923706055,410270,2022-07-25
2022-08-01,34.37197494506836,35.849998474121094,37.45000076293945,34.54999923706055,37.400001525878906,341812,2022-08-01
2022-08-08,30.776580810546875,32.099998474121094,36.45000076293945,31.149999618530273,35.75,368940,2022-08-08
2022-08-15,32.35855484008789,33.75,34.54999923706055,31.350000381469727,32.099998474121094,197552,2022-08-15
2022-08-22,33.365264892578125,34.79999923706055,36.70000076293945,32.79999923706055,34.349998474121094,390759,2022-08-22
2022-08-29,35.906009674072266,37.45000076293945,40.45000076293945,33.900001525878906,34.0,789188,2022-08-29
2022-09-05,33.604957580566406,35.04999923706055,39.900001525878906,34.849998474121094,38.0,469725,2022-09-05
2022-09-12,36.04982376098633,37.599998474121094,39.95000076293945,34.95000076293945,35.29999923706055,820906,2022-09-12
2022-09-19,39.30965042114258,41.0,42.900001525878906,36.849998474121094,38.25,1533989,2022-09-19
2022-09-26,36.7845573425293,37.349998474121094,41.900001525878906,35.0,41.0,597746,2022-09-26
2022-10-03,37.1292610168457,37.70000076293945,38.70000076293945,36.349998474121094,37.70000076293945,202645,2022-10-03
2022-10-10,35.20878219604492,35.75,38.0,35.25,37.04999923706055,324821,2022-10-10
2022-10-17,34.96256637573242,35.5,36.45000076293945,35.0,36.45000076293945,127470,2022-10-17
2022-10-24,39.59141540527344,40.20000076293945,41.400001525878906,35.0,36.349998474121094,757590,2022-10-24
2022-10-31,44.171016693115234,44.849998474121094,45.70000076293945,39.20000076293945,40.599998474121094,2078249,2022-10-31
2022-11-07,44.71269226074219,45.400001525878906,49.5,45.150001525878906,45.650001525878906,1772066,2022-11-07
2022-11-14,50.030941009521484,50.79999923706055,54.0,45.5,45.79999923706055,4292494,2022-11-14
2022-11-21,48.94759750366211,49.70000076293945,53.25,47.95000076293945,50.79999923706055,1339756,2022-11-21
2022-11-28,47.421058654785156,48.150001525878906,50.75,47.79999923706055,49.70000076293945,772378,2022-11-28
2022-12-05,47.913490295410156,48.650001525878906,50.849998474121094,45.849998474121094,48.599998474121094,991945,2022-12-05
2022-12-12,48.50440979003906,49.25,53.900001525878906,47.70000076293945,49.0,2567479,2022-12-12
2022-12-19,40.724002838134766,41.349998474121094,50.79999923706055,40.0,48.79999923706055,1310442,2022-12-19
2022-12-26,44.171016693115234,44.849998474121094,46.099998474121094,41.45000076293945,41.45000076293945,469903,2022-12-26
2023-01-02,50.030941009521484,50.79999923706055,52.95000076293945,44.0,45.650001525878906,1315874,2023-01-02
2023-01-09,52.099151611328125,52.900001525878906,57.5,48.650001525878906,54.0,6342629,2023-01-09
2023-01-16,50.424888610839844,51.20000076293945,55.20000076293945,50.400001525878906,52.900001525878906,1765024,2023-01-16
2023-01-23,46.239227294921875,46.95000076293945,52.25,46.0,52.20000076293945,576435,2023-01-23
2023-01-30,45.64830780029297,46.349998474121094,49.900001525878906,45.79999923706055,46.25,570186,2023-01-30
2023-02-06,45.20512390136719,45.900001525878906,49.0,45.29999923706055,46.5,525349,2023-02-06
2023-02-13,44.02328872680664,44.70000076293945,46.400001525878906,43.04999923706055,46.400001525878906,484252,2023-02-13
2023-02-20,41.955081939697266,42.599998474121094,46.0,42.099998474121094,45.75,353996,2023-02-20
2023-02-27,40.724002838134766,41.349998474121094,43.5,40.04999923706055,42.650001525878906,372312,2023-02-27
2023-03-06,41.56113815307617,42.20000076293945,43.900001525878906,40.70000076293945,42.0,195478,2023-03-06
2023-03-13,38.3603401184082,38.95000076293945,42.79999923706055,38.25,42.45000076293945,344757,2023-03-13
2023-03-20,38.311100006103516,38.900001525878906,40.70000076293945,38.20000076293945,39.849998474121094,336172,2023-03-20
2023-03-27,37.227745056152344,37.79999923706055,39.75,34.79999923706055,38.900001525878906,546284,2023-03-27
2023-04-03,38.951255798339844,39.54999923706055,40.599998474121094,37.70000076293945,38.099998474121094,211978,2023-04-03
2023-04-10,40.034603118896484,40.650001525878906,41.25,39.0,40.0,156848,2023-04-10
2023-04-17,41.708866119384766,42.349998474121094,46.400001525878906,37.5,39.650001525878906,753063,2023-04-17
2023-04-24,43.333885192871094,44.0,45.45000076293945,41.5,42.79999923706055,307804,2023-04-24
2023-05-01,42.59524154663086,43.25,45.5,42.900001525878906,44.0,352751,2023-05-01
2023-05-08,46.68241500854492,47.400001525878906,50.5,40.29999923706055,43.70000076293945,1261065,2023-05-08
2023-05-15,46.92863082885742,47.650001525878906,48.650001525878906,45.099998474121094,47.5,975196,2023-05-15
2023-05-22,46.337711334228516,47.04999923706055,48.75,43.70000076293945,47.04999923706055,750958,2023-05-22
2023-05-29,48.2581901550293,49.0,50.650001525878906,43.54999923706055,47.54999923706055,900112,2023-05-29
2023-06-05,47.32257080078125,48.04999923706055,53.29999923706055,47.599998474121094,49.70000076293945,1990064,2023-06-05
2023-06-12,55.398433685302734,56.25,58.45000076293945,46.5,48.54999923706055,3485241,2023-06-12
2023-06-19,52.345367431640625,53.150001525878906,58.400001525878906,51.29999923706055,56.75,1201596,2023-06-19
2023-06-26,59.97804260253906,60.900001525878906,63.70000076293945,53.5,53.95000076293945,3834189,2023-06-26
2023-07-03,56.62950897216797,57.5,62.0,56.5,61.0,737011,2023-07-03
2023-07-10,55.546165466308594,56.400001525878906,58.75,54.0,58.5,476824,2023-07-10
2023-07-17,54.11811447143555,54.95000076293945,58.0,53.25,57.400001525878906,204736,2023-07-17
2023-07-24,59.633338928222656,60.54999923706055,60.75,54.0,54.650001525878906,551606,2023-07-24
2023-07-31,61.89851760864258,62.849998474121094,66.69999694824219,60.54999923706055,60.54999923706055,493842,2023-07-31
2023-08-07,60.61819839477539,61.54999923706055,65.30000305175781,61.54999923706055,61.599998474121094,426340,2023-08-07
2023-08-14,55.989349365234375,56.849998474121094,60.349998474121094,56.849998474121094,60.349998474121094,92426,2023-08-14
2023-08-21,61.7015495300293,62.650001525878906,62.650001525878906,56.099998474121094,57.95000076293945,114501,2023-08-21
2023-08-28,63.03110885620117,64.0,66.30000305175781,62.650001525878906,63.900001525878906,214751,2023-08-28
2023-09-04,65.0008316040039,66.0,66.0,63.0,64.0,188539,2023-09-04
2023-09-11,68.05389404296875,69.0999984741211,71.6500015258789,62.599998474121094,69.19999694824219,494876,2023-09-11
2023-09-18,74.84943389892578,76.0,78.5,66.9000015258789,70.75,484895,2023-09-18
2023-09-25,75.71797943115234,75.9000015258789,76.9000015258789,72.55000305175781,75.0,212502,2023-09-25
2023-10-02,73.8225326538086,74.0,77.4000015258789,72.9000015258789,75.9000015258789,162447,2023-10-02
2023-10-09,73.42349243164062,73.5999984741211,74.25,71.0,73.0,131137,2023-10-09
2023-10-16,77.81294250488281,78.0,78.30000305175781,73.55000305175781,75.05000305175781,155784,2023-10-16
2023-10-23,73.32373046875,73.5,78.0,73.5,78.0,92336,2023-10-23
2023-10-30,69.98176574707031,70.1500015258789,74.80000305175781,65.6500015258789,73.30000305175781,148076,2023-10-30
2023-11-06,70.68008422851562,70.8499984741211,72.5,67.0,71.75,146506,2023-11-06
2023-11-13,90.48248291015625,90.69999694824219,98.25,83.5,83.80000305175781,1553693,2023-11-13
2023-11-20,86.54195404052734,86.75,92.9000015258789,86.25,90.94999694824219,327370,2023-11-20
2023-11-27,89.98368072509766,90.19999694824219,91.80000305175781,83.0,86.75,244620,2023-11-27
2023-12-04,96.01917266845703,96.25,104.30000305175781,85.4000015258789,91.25,1432507,2023-12-04
2023-12-11,93.27577209472656,93.5,101.0,90.0,96.25,790585,2023-12-11
2023-12-18,90.43260192871094,90.6500015258789,96.9000015258789,81.5,93.80000305175781,406181,2023-12-18
2023-12-25,85.0954360961914,85.30000305175781,92.19999694824219,83.9000015258789,90.6500015258789,199987,2023-12-25
2024-01-01,84.5467529296875,84.75,89.5,83.0,84.19999694824219,1069411,2024-01-01
2024-01-08,85.19519805908203,85.4000015258789,88.19999694824219,84.4000015258789,85.4000015258789,347228,2024-01-08
2024-01-15,79.90790557861328,80.0999984741211,87.5,79.44999694824219,86.0,257248,2024-01-15
2024-01-22,77.56353759765625,77.75,81.5,73.05000305175781,80.0999984741211,366624,2024-01-22
2024-01-29,83.94819641113281,84.1500015258789,85.80000305175781,75.0,78.0,741100,2024-01-29
2024-02-05,80.10742950439453,80.30000305175781,87.4000015258789,77.19999694824219,85.4000015258789,387324,2024-02-05
2024-02-12,79.65850067138672,79.8499984741211,87.0,70.19999694824219,79.0999984741211,768618,2024-02-12
2024-02-19,88.53716278076172,88.75,94.94999694824219,72.5,81.80000305175781,2978047,2024-02-19
2024-02-26,86.94100189208984,87.1500015258789,90.6500015258789,76.80000305175781,89.5,858654,2024-02-26
2024-03-04,80.75586700439453,80.94999694824219,88.9000015258789,79.0,88.9000015258789,289327,2024-03-04
2024-03-11,71.02924346923828,71.19999694824219,84.94999694824219,66.0,80.0999984741211,614952,2024-03-11
2024-03-18,68.7846450805664,68.94999694824219,72.5,63.79999923706055,71.9000015258789,431693,2024-03-18
2024-03-25,66.63980102539062,66.80000305175781,70.69999694824219,65.4000015258789,68.94999694824219,743879,2024-03-25
2024-04-01,79.50885772705078,79.69999694824219,82.3499984741211,68.19999694824219,68.19999694824219,1035382,2024-04-01
2024-04-08,83.64891052246094,83.8499984741211,86.0,76.80000305175781,79.80000305175781,501251,2024-04-08
2024-04-15,91.8791275024414,92.0999984741211,101.0999984741211,80.30000305175781,80.4000015258789,3408441,2024-04-15
2024-04-22,89.28536224365234,89.5,96.3499984741211,87.05000305175781,94.69999694824219,996561,2024-04-22
2024-04-29,85.49446868896484,85.69999694824219,91.4000015258789,84.55000305175781,89.5,730500,2024-04-29
2024-05-06,78.11222076416016,78.30000305175781,91.94999694824219,75.94999694824219,86.1500015258789,987462,2024-05-06
2024-05-13,93.07624816894531,93.30000305175781,97.0,75.05000305175781,79.44999694824219,6027616,2024-05-13
2024-05-20,83.24987030029297,83.44999694824219,93.94999694824219,82.0,92.80000305175781,1289685,2024-05-20
2024-05-27,74.27145385742188,74.44999694824219,84.8499984741211,73.69999694824219,84.0,725998,2024-05-27
2024-06-03,77.96258544921875,78.1500015258789,79.80000305175781,67.0,78.0,714013,2024-06-03
2024-06-10,89.64450073242188,89.86000061035156,93.88999938964844,77.0,78.1500015258789,3485558,2024-06-10
2024-06-17,150.60794067382812,150.97000122070312,156.5500030517578,89.86000061035156,89.86000061035156,17338693,2024-06-17
2024-06-24,146.6374969482422,146.99000549316406,174.25,141.10000610351562,155.97999572753906,4963735,2024-06-24
2024-07-01,171.80699157714844,172.22000122070312,184.64999389648438,145.50999450683594,146.8000030517578,2006451,2024-07-01
2024-07-08,167.4474639892578,167.85000610351562,177.85000610351562,166.0,172.99000549316406,1141176,2024-07-08
2024-07-15,156.8130340576172,157.19000244140625,171.49000549316406,157.19000244140625,168.0,979169,2024-07-15
2024-07-22,173.60267639160156,174.02000427246094,174.9499969482422,148.5,156.5,1236895,2024-07-22
2024-07-29,169.05360412597656,169.4600067138672,181.7899932861328,161.00999450683594,177.0,761060,2024-07-29
2024-08-05,171.91671752929688,172.3300018310547,172.3300018310547,152.92999267578125,164.0500030517578,667826,2024-08-05
2024-08-12,171.6074676513672,172.02000427246094,188.64999389648438,164.05999755859375,171.0,1491560,2024-08-12
2024-08-19,198.0937957763672,198.57000732421875,202.0,169.22000122070312,171.0,2597496,2024-08-19
2024-08-26,203.2414093017578,203.72999572753906,218.3800048828125,185.5500030517578,200.8000030517578,2239245,2024-08-26
2024-09-02,201.27999877929688,201.27999877929688,217.5,193.77999877929688,206.0,1496497,2024-09-02
2024-09-09,206.69000244140625,206.69000244140625,217.35000610351562,194.9199981689453,199.17999267578125,2032742,2024-09-09
2024-09-16,201.5500030517578,201.5500030517578,213.1999969482422,193.0,210.0,953714,2024-09-16
2024-09-23,200.89999389648438,200.89999389648438,211.41000366210938,196.00999450683594,202.89999389648438,928205,2024-09-23
2024-09-30,195.0,195.0,205.39999389648438,191.10000610351562,198.5500030517578,572169,2024-09-30
2024-10-07,197.24000549316406,197.24000549316406,210.35000610351562,179.92999267578125,202.36000061035156,1370017,2024-10-07
2024-10-14,205.27000427246094,205.27000427246094,210.89999389648438,194.10000610351562,196.10000610351562,1265647,2024-10-14
2024-10-21,181.1199951171875,181.1199951171875,208.0,165.14999389648438,208.0,1495463,2024-10-21
2024-10-28,209.2100067138672,209.2100067138672,213.0,173.25999450683594,177.00999450683594,869663,2024-10-28
2024-11-04,237.99000549316406,237.99000549316406,253.1999969482422,199.35000610351562,210.0,4844803,2024-11-04
2024-11-11,270.7699890136719,270.7699890136719,286.8399963378906,226.1999969482422,243.0,4524171,2024-11-11
2024-11-18,298.9100036621094,298.9100036621094,299.7699890136719,261.1000061035156,274.5,1657134,2024-11-18
2024-11-25,342.6400146484375,342.6400146484375,346.010009765625,305.0,308.9599914550781,2277133,2024-11-25
2024-12-02,415.1499938964844,415.1499938964844,415.1499938964844,332.04998779296875,348.29998779296875,2809063,2024-12-02
2024-12-09,409.75,409.75,440.79998779296875,378.1499938964844,422.95001220703125,2823169,2024-12-09
2024-12-16,375.70001220703125,375.70001220703125,430.20001220703125,366.04998779296875,409.79998779296875,1794779,2024-12-16
2024-12-23,358.54998779296875,358.54998779296875,382.8999938964844,352.0,378.0,600871,2024-12-23
2024-12-30,368.70001220703125,368.70001220703125,384.0,340.20001220703125,353.0,685400,2024-12-30
2025-01-06,336.3999938964844,336.3999938964844,375.04998779296875,336.3999938964844,368.70001220703125,937067,2025-01-06
2025-01-13,339.04998779296875,339.04998779296875,349.95001220703125,319.29998779296875,326.25,589952,2025-01-13
2025-01-20,324.5,324.5,359.70001220703125,323.0,342.0,297503,2025-01-20
2025-01-27,321.0,321.0,324.0,292.29998779296875,324.0,671377,2025-01-27
2025-02-03,319.70001220703125,319.70001220703125,335.0,305.0,326.79998779296875,447838,2025-02-03
2025-02-10,265.95001220703125,265.95001220703125,322.3500061035156,260.1000061035156,322.3500061035156,649482,2025-02-10
2025-02-17,270.5,270.5,283.8999938964844,237.10000610351562,254.5500030517578,493047,2025-02-17
2025-02-24,242.6999969482422,242.6999969482422,276.8999938964844,242.60000610351562,270.5,347190,2025-02-24
2025-03-03,289.260009765625,289.260009765625,291.25,230.55999755859375,238.25999450683594,753163,2025-03-03
2025-03-10,265.55999755859375,265.55999755859375,295.9200134277344,265.19000244140625,294.0,330899,2025-03-10
2025-03-17,310.4700012207031,310.4700012207031,310.4700012207031,253.3000030517578,265.20001220703125,471816,2025-03-17
2025-03-24,320.4599914550781,320.4599914550781,347.70001220703125,319.0,325.989990234375,1010220,2025-03-24
2025-03-31,308.95001220703125,308.95001220703125,338.0,307.8999938964844,320.4599914550781,480793,2025-03-31
2025-04-07,290.29998779296875,290.29998779296875,307.8999938964844,278.04998779296875,278.04998779296875,392642,2025-04-07
2025-04-14,317.6000061035156,317.6000061035156,325.0,290.29998779296875,290.29998779296875,336919,2025-04-14
2025-04-21,312.6000061035156,312.6000061035156,336.75,298.0,328.3999938964844,698276,2025-04-21
2025-04-28,317.6499938964844,317.6499938964844,324.45001220703125,309.29998779296875,312.04998779296875,299838,2025-04-28
2025-05-05,333.70001220703125,333.70001220703125,350.8999938964844,305.0,319.70001220703125,1427507,2025-05-05
2025-05-12,378.70001220703125,378.70001220703125,386.0,342.04998779296875,349.0,1376227,2025-05-12
2025-05-19,378.6000061035156,378.6000061035156,383.20001220703125,354.6499938964844,379.95001220703125,815515,2025-05-19
2025-05-26,359.3999938964844,359.3999938964844,389.20001220703125,351.20001220703125,382.0,669162,2025-05-26
2025-06-02,344.95001220703125,344.95001220703125,374.6499938964844,343.3999938964844,355.1000061035156,485246,2025-06-02
2025-06-09,381.0,381.0,394.3999938964844,338.1000061035156,346.1499938964844,1863361,2025-06-09
2025-06-16,358.54998779296875,358.54998779296875,409.0,347.5,383.8999938964844,1592232,2025-06-16
2025-06-23,387.95001220703125,387.95001220703125,400.5,346.0,350.0,1376073,2025-06-23
2025-06-30,377.6499938964844,377.6499938964844,399.45001220703125,373.04998779296875,389.3500061035156,767881,2025-06-30
2025-07-07,364.1499938964844,364.1499938964844,398.0,362.8999938964844,380.20001220703125,744958,2025-07-07
