Date,Adj Close_ORBTEXP.NS,Close_ORBTEXP.NS,High_ORBTEXP.NS,Low_ORBTEXP.NS,Open_ORBTEXP.NS,Volume_ORBTEXP.NS,Date
2020-07-13,59.400001525878906,59.400001525878906,63.75,58.70000076293945,63.04999923706055,38510,2020-07-13
2020-07-20,59.79999923706055,59.79999923706055,64.05000305175781,58.400001525878906,59.400001525878906,42740,2020-07-20
2020-07-27,61.75,61.75,76.0,58.0,61.099998474121094,476343,2020-07-27
2020-08-03,68.94999694824219,68.94999694824219,72.05000305175781,60.29999923706055,63.54999923706055,151592,2020-08-03
2020-08-10,68.0999984741211,68.0999984741211,74.4000015258789,65.5,68.0,163028,2020-08-10
2020-08-17,73.55000305175781,73.55000305175781,80.5,66.0999984741211,68.0999984741211,466521,2020-08-17
2020-08-24,70.25,70.25,75.0,69.0,75.0,72925,2020-08-24
2020-08-31,65.80000305175781,65.80000305175781,73.4000015258789,65.0,70.94999694824219,69317,2020-08-31
2020-09-07,61.54999923706055,61.54999923706055,68.3499984741211,60.400001525878906,68.3499984741211,64608,2020-09-07
2020-09-14,61.95000076293945,61.95000076293945,66.0,61.5,61.75,63901,2020-09-14
2020-09-21,56.75,56.75,62.0,54.400001525878906,62.0,60603,2020-09-21
2020-09-28,56.45000076293945,56.45000076293945,58.79999923706055,55.0,57.900001525878906,24703,2020-09-28
2020-10-05,62.849998474121094,62.849998474121094,67.1500015258789,54.349998474121094,58.599998474121094,192511,2020-10-05
2020-10-12,58.0,58.0,63.0,55.75,62.04999923706055,58356,2020-10-12
2020-10-19,62.95000076293945,62.95000076293945,71.0,56.650001525878906,56.650001525878906,300152,2020-10-19
2020-10-26,60.599998474121094,60.599998474121094,63.599998474121094,57.0,63.599998474121094,80548,2020-10-26
2020-11-02,58.95000076293945,58.95000076293945,61.25,57.099998474121094,60.95000076293945,51078,2020-11-02
2020-11-09,61.349998474121094,61.349998474121094,63.95000076293945,58.29999923706055,59.0,34377,2020-11-09
2020-11-16,66.0999984741211,66.0999984741211,68.19999694824219,60.099998474121094,60.29999923706055,256838,2020-11-16
2020-11-23,64.9000015258789,64.9000015258789,68.0999984741211,63.0,66.0999984741211,51226,2020-11-23
2020-11-30,67.30000305175781,67.30000305175781,72.8499984741211,63.54999923706055,64.9000015258789,231205,2020-11-30
2020-12-07,71.0,71.0,74.4000015258789,66.44999694824219,68.30000305175781,257757,2020-12-07
2020-12-14,71.75,71.75,77.80000305175781,68.30000305175781,72.05000305175781,303704,2020-12-14
2020-12-21,66.9000015258789,66.9000015258789,72.25,62.20000076293945,72.25,72173,2020-12-21
2020-12-28,71.1500015258789,71.1500015258789,78.19999694824219,66.0999984741211,67.30000305175781,291824,2020-12-28
2021-01-04,84.3499984741211,84.3499984741211,89.05000305175781,69.80000305175781,72.1500015258789,831015,2021-01-04
2021-01-11,78.0999984741211,78.0999984741211,85.0,75.05000305175781,83.75,203235,2021-01-11
2021-01-18,71.8499984741211,71.8499984741211,78.1500015258789,71.44999694824219,77.5999984741211,75018,2021-01-18
2021-01-25,65.4000015258789,65.4000015258789,72.19999694824219,64.80000305175781,71.30000305175781,74232,2021-01-25
2021-02-01,67.69999694824219,67.69999694824219,73.0999984741211,66.0,66.0,119000,2021-02-01
2021-02-08,65.1500015258789,65.1500015258789,68.8499984741211,63.5,68.44999694824219,81373,2021-02-08
2021-02-15,64.75,64.75,66.30000305175781,63.04999923706055,66.30000305175781,50994,2021-02-15
2021-02-22,63.75,63.75,66.25,62.599998474121094,65.30000305175781,56152,2021-02-22
2021-03-01,63.900001525878906,63.900001525878906,68.30000305175781,63.25,64.30000305175781,138664,2021-03-01
2021-03-08,63.5,63.5,65.55000305175781,63.349998474121094,64.8499984741211,47337,2021-03-08
2021-03-15,59.79999923706055,59.79999923706055,64.9000015258789,58.20000076293945,64.9000015258789,55265,2021-03-15
2021-03-22,59.95000076293945,59.95000076293945,64.30000305175781,58.5,60.349998474121094,255790,2021-03-22
2021-03-29,57.0,57.0,60.95000076293945,56.900001525878906,59.95000076293945,53073,2021-03-29
2021-04-05,60.099998474121094,60.099998474121094,61.95000076293945,55.400001525878906,58.099998474121094,43982,2021-04-05
2021-04-12,59.099998474121094,59.099998474121094,61.0,57.29999923706055,59.95000076293945,33411,2021-04-12
2021-04-19,56.54999923706055,56.54999923706055,59.04999923706055,55.54999923706055,58.349998474121094,25135,2021-04-19
2021-04-26,57.54999923706055,57.54999923706055,60.099998474121094,56.849998474121094,57.0,29017,2021-04-26
2021-05-03,59.29999923706055,59.29999923706055,60.150001525878906,56.29999923706055,57.349998474121094,32715,2021-05-03
2021-05-10,63.400001525878906,63.400001525878906,64.44999694824219,58.54999923706055,60.150001525878906,74563,2021-05-10
2021-05-17,72.44999694824219,72.44999694824219,76.19999694824219,62.0,62.400001525878906,311613,2021-05-17
2021-05-24,68.75,68.75,74.19999694824219,67.6500015258789,73.25,94329,2021-05-24
2021-05-31,69.94999694824219,69.94999694824219,72.69999694824219,67.25,69.05000305175781,103214,2021-05-31
