Date,Adj Close_KECL.NS,Close_KECL.NS,High_KECL.NS,Low_KECL.NS,Open_KECL.NS,Volume_KECL.NS,Date
2020-07-13,11.25,11.25,11.899999618530273,10.75,11.800000190734863,121975,2020-07-13
2020-07-20,11.100000381469727,11.100000381469727,11.699999809265137,10.850000381469727,11.25,154917,2020-07-20
2020-07-27,9.850000381469727,9.850000381469727,11.5,9.550000190734863,11.5,374959,2020-07-27
2020-08-03,10.199999809265137,10.199999809265137,10.699999809265137,9.800000190734863,10.25,189766,2020-08-03
2020-08-10,13.100000381469727,13.100000381469727,13.850000381469727,10.149999618530273,10.5,1977136,2020-08-10
2020-08-17,12.5,12.5,13.199999809265137,11.949999809265137,13.100000381469727,442280,2020-08-17
2020-08-24,12.899999618530273,12.899999618530273,13.75,12.300000190734863,12.5,691418,2020-08-24
2020-08-31,11.949999809265137,11.949999809265137,13.300000190734863,11.449999809265137,13.199999809265137,246119,2020-08-31
2020-09-07,11.25,11.25,12.399999618530273,11.0,12.350000381469727,266055,2020-09-07
2020-09-14,11.199999809265137,11.199999809265137,11.699999809265137,11.0,11.25,218019,2020-09-14
2020-09-21,10.100000381469727,10.100000381469727,11.399999618530273,9.75,11.399999618530273,210534,2020-09-21
2020-09-28,10.75,10.75,10.75,9.899999618530273,10.449999809265137,158253,2020-09-28
2020-10-05,12.25,12.25,12.5,10.350000381469727,11.199999809265137,644304,2020-10-05
2020-10-12,11.0,11.0,12.25,10.899999618530273,12.149999618530273,151639,2020-10-12
2020-10-19,10.949999809265137,10.949999809265137,11.350000381469727,10.5,10.850000381469727,163351,2020-10-19
2020-10-26,10.449999809265137,10.449999809265137,11.199999809265137,10.25,10.949999809265137,129502,2020-10-26
2020-11-02,10.25,10.25,10.850000381469727,10.050000190734863,10.850000381469727,89574,2020-11-02
2020-11-09,10.600000381469727,10.600000381469727,10.899999618530273,10.050000190734863,10.899999618530273,128704,2020-11-09
2020-11-16,12.0,12.0,12.300000190734863,10.300000190734863,10.449999809265137,512704,2020-11-16
2020-11-23,11.800000190734863,11.800000190734863,12.399999618530273,11.649999618530273,12.399999618530273,291406,2020-11-23
2020-11-30,15.699999809265137,15.699999809265137,15.699999809265137,11.699999809265137,11.800000190734863,1372926,2020-11-30
2020-12-07,15.399999618530273,15.399999618530273,16.399999618530273,15.0,16.100000381469727,1014400,2020-12-07
2020-12-14,14.0,14.0,15.949999809265137,14.0,15.949999809265137,347332,2020-12-14
2020-12-21,13.050000190734863,13.050000190734863,14.699999809265137,12.050000190734863,14.399999618530273,829293,2020-12-21
2020-12-28,16.25,16.25,16.549999237060547,13.300000190734863,13.699999809265137,1128147,2020-12-28
2021-01-04,16.0,16.0,16.75,15.25,16.25,945137,2021-01-04
2021-01-11,15.600000381469727,15.600000381469727,16.450000762939453,14.5,16.0,829611,2021-01-11
2021-01-18,14.949999809265137,14.949999809265137,16.149999618530273,14.75,16.149999618530273,724882,2021-01-18
2021-01-25,14.0,14.0,15.25,13.600000381469727,15.25,217806,2021-01-25
2021-02-01,14.449999809265137,14.449999809265137,15.149999618530273,13.5,14.5,766119,2021-02-01
2021-02-08,13.899999618530273,13.899999618530273,14.899999618530273,13.25,14.899999618530273,454363,2021-02-08
2021-02-15,13.800000190734863,13.800000190734863,14.5,13.699999809265137,14.300000190734863,441925,2021-02-15
