Date,Adj Close_CERA.NS,Close_CERA.NS,High_CERA.NS,Low_CERA.NS,Open_CERA.NS,Volume_CERA.NS,Date
2021-07-12,4356.57666015625,4490.25,4560.0,4400.0,4460.0,41865,2021-07-12
2021-07-19,4252.50927734375,4370.2001953125,4524.39990234375,4317.7998046875,4468.89990234375,40044,2021-07-19
2021-07-26,4333.0791015625,4453.0,4650.0,4249.9501953125,4444.0,111920,2021-07-26
2021-08-02,4511.54052734375,4636.39990234375,4700.0,4482.89990234375,4520.0,202560,2021-08-02
2021-08-09,4618.8701171875,4746.7001953125,4799.64990234375,4458.0498046875,4636.39990234375,120065,2021-08-09
2021-08-16,4598.337890625,4725.60009765625,4844.0,4623.25,4756.7001953125,56237,2021-08-16
2021-08-23,4497.4296875,4621.89990234375,4837.25,4550.0,4747.0,78709,2021-08-23
2021-08-30,4229.447265625,4346.5,4643.7998046875,4191.75,4601.0,110965,2021-08-30
2021-09-06,4240.0048828125,4357.35009765625,4438.35009765625,4280.0,4346.5,68607,2021-09-06
2021-09-13,4357.794921875,4478.39990234375,4568.0,4300.0,4356.0,82070,2021-09-13
2021-09-20,4856.0068359375,4990.39990234375,5070.0,4385.0,4470.0,119444,2021-09-20
2021-09-27,5023.90966796875,5162.9501953125,5700.0,4882.25,5160.0,406519,2021-09-27
2021-10-04,5121.751953125,5263.5,5369.0,5155.0498046875,5208.0,35242,2021-10-04
2021-10-11,5455.6123046875,5606.60009765625,5699.0,5200.0,5290.0,63595,2021-10-11
2021-10-18,5250.4404296875,5395.75,6450.0,5325.0,5634.64990234375,242915,2021-10-18
2021-10-25,5043.46826171875,5183.0498046875,5944.89990234375,5030.0,5362.0,168996,2021-10-25
2021-11-01,5368.6201171875,5517.2001953125,5624.0,5200.0,5200.0,52301,2021-11-01
2021-11-08,5269.07421875,5414.89990234375,5645.0,5323.0,5556.0,17463,2021-11-08
2021-11-15,5233.9462890625,5378.7998046875,5569.85009765625,5340.0,5448.0,29181,2021-11-15
2021-11-22,4846.6650390625,4980.7998046875,5440.0,4926.4501953125,5440.0,48558,2021-11-22
2021-11-29,4792.80615234375,4925.4501953125,5045.0,4750.0,4930.0,38961,2021-11-29
2021-12-06,4756.21875,4887.85009765625,5039.0,4830.0,4980.0,41832,2021-12-06
2021-12-13,4474.66064453125,4598.5,5084.7001953125,4577.25,4930.0,23574,2021-12-13
2021-12-20,4746.00048828125,4877.35009765625,4943.9501953125,4415.64990234375,4588.7001953125,43427,2021-12-20
2021-12-27,4686.59521484375,4816.2998046875,4970.0,4761.0,4850.5,18911,2021-12-27
2022-01-03,4698.0283203125,4828.0498046875,5048.4501953125,4789.7001953125,4888.5498046875,57022,2022-01-03
2022-01-10,4791.005859375,4923.60009765625,5072.0,4817.0,4850.0,52111,2022-01-10
2022-01-17,4564.3291015625,4690.64990234375,5049.89990234375,4620.0,4999.89990234375,47660,2022-01-17
2022-01-24,4636.6279296875,4764.9501953125,4817.9501953125,4204.64990234375,4749.0,146284,2022-01-24
2022-01-31,4415.64404296875,4537.85009765625,4966.7998046875,4472.0,4798.0,138597,2022-01-31
2022-02-07,4305.4921875,4424.64990234375,4648.0,4412.0,4599.0,31625,2022-02-07
2022-02-14,4139.486328125,4254.0498046875,4442.9501953125,4219.89990234375,4400.0,88499,2022-02-14
2022-02-21,4096.67138671875,4210.0498046875,4411.75,3953.199951171875,4164.35009765625,106965,2022-02-21
2022-02-28,4227.35498046875,4344.35009765625,4470.0498046875,4065.050048828125,4210.0498046875,63811,2022-02-28
2022-03-07,4354.29150390625,4474.7998046875,4590.0,4210.0498046875,4350.0,93901,2022-03-07
2022-03-14,4587.92578125,4714.89990234375,4799.0,4352.2001953125,4500.0,48247,2022-03-14
2022-03-21,4668.1064453125,4797.2998046875,4878.14990234375,4714.89990234375,4787.9501953125,66224,2022-03-21
2022-03-28,4726.685546875,4857.5,5009.0,4612.7001953125,4821.0,63213,2022-03-28
2022-04-04,4581.6982421875,4708.5,4967.64990234375,4500.5498046875,4857.5,242711,2022-04-04
2022-04-11,4631.71435546875,4759.89990234375,4964.0,4641.39990234375,4732.0498046875,70869,2022-04-11
2022-04-18,4297.12353515625,4416.0498046875,4718.39990234375,4400.0,4680.0,117278,2022-04-18
2022-04-25,4058.576171875,4170.89990234375,4400.0,4070.699951171875,4400.0,116638,2022-04-25
2022-05-02,3851.020751953125,3957.60009765625,4190.0,3883.0,4182.2998046875,26617,2022-05-02
2022-05-09,3809.6162109375,3915.050048828125,4149.89990234375,3515.0,3976.89990234375,289858,2022-05-09
2022-05-16,3875.3955078125,3982.64990234375,4210.0,3862.449951171875,3930.0,80094,2022-05-16
2022-05-23,3937.234130859375,4046.199951171875,4240.0,3923.550048828125,3982.64990234375,144344,2022-05-23
2022-05-30,4060.61962890625,4173.0,4335.0,4053.89990234375,4109.9501953125,77994,2022-05-30
2022-06-06,4000.775634765625,4111.5,4314.85009765625,4001.050048828125,4115.0,65158,2022-06-06
2022-06-13,3979.124755859375,4089.25,4210.0,3965.300048828125,4010.300048828125,102867,2022-06-13
2022-06-20,3970.854248046875,4060.89990234375,4126.89990234375,3950.0,4090.0,25373,2022-06-20
2022-06-27,4034.16845703125,4125.64990234375,4230.0,4028.0,4128.0,44419,2022-06-27
2022-07-04,4170.8193359375,4265.39990234375,4360.0,4077.050048828125,4146.25,52819,2022-07-04
2022-07-11,3962.591552734375,4052.449951171875,4291.25,3989.949951171875,4265.39990234375,58725,2022-07-11
2022-07-18,4462.0166015625,4563.2001953125,4600.0,4072.699951171875,4072.75,180919,2022-07-18
2022-07-25,4622.38037109375,4727.2001953125,4768.4501953125,4375.85009765625,4504.0498046875,56277,2022-07-25
2022-08-01,4619.935546875,4724.7001953125,4975.0,4622.10009765625,4670.0,171163,2022-08-01
2022-08-08,4687.4541015625,4793.75,4944.0,4661.5498046875,4724.7001953125,55231,2022-08-08
2022-08-15,4746.41650390625,4854.0498046875,4995.0,4741.0,4793.75,24745,2022-08-15
2022-08-22,4784.40576171875,4892.89990234375,5025.7001953125,4771.10009765625,4854.0498046875,34311,2022-08-22
2022-08-29,4818.9716796875,4928.25,5047.7001953125,4801.2001953125,4840.0,35795,2022-08-29
2022-09-05,5420.4814453125,5543.39990234375,5670.0,4944.35009765625,4944.39990234375,218566,2022-09-05
2022-09-12,5643.71923828125,5771.7001953125,5955.0,5582.0,5800.5498046875,205260,2022-09-12
2022-09-19,5513.423828125,5638.4501953125,5900.0,5600.0,5771.7001953125,61077,2022-09-19
2022-09-26,5314.33837890625,5434.85009765625,5653.0498046875,5310.0498046875,5650.0,75545,2022-09-26
2022-10-03,5385.91552734375,5508.0498046875,5551.5,5288.39990234375,5434.85009765625,55642,2022-10-03
2022-10-10,5402.73388671875,5525.25,5670.60009765625,5366.39990234375,5401.0,39659,2022-10-10
2022-10-17,5319.9609375,5440.60009765625,5599.0,5409.9501953125,5525.25,32287,2022-10-17
2022-10-24,5275.61669921875,5395.25,5525.0498046875,5240.0,5450.0,41289,2022-10-24
2022-10-31,5300.25830078125,5420.4501953125,5600.0,5381.0,5381.0,36060,2022-10-31
2022-11-07,5328.76171875,5449.60009765625,5579.0,5150.0498046875,5447.60009765625,163854,2022-11-07
2022-11-14,5090.46484375,5205.89990234375,5478.2998046875,5180.0498046875,5476.85009765625,92713,2022-11-14
2022-11-21,5408.5517578125,5531.2001953125,6076.60009765625,5158.60009765625,5190.0,529337,2022-11-21
2022-11-28,5249.8994140625,5368.9501953125,5631.39990234375,5312.0,5545.0,133701,2022-11-28
2022-12-05,5191.42529296875,5309.14990234375,5499.89990234375,5156.7001953125,5405.0,221557,2022-12-05
2022-12-12,5222.6181640625,5341.0498046875,5423.9501953125,5264.9501953125,5332.35009765625,72247,2022-12-12
2022-12-19,4948.38720703125,5060.60009765625,5367.2998046875,5009.0,5292.5,100042,2022-12-19
2022-12-26,5091.83349609375,5207.2998046875,5288.0,4963.39990234375,4984.7001953125,42111,2022-12-26
2023-01-02,5178.5185546875,5295.9501953125,5381.0,5175.75,5207.2998046875,31539,2023-01-02
2023-01-09,5202.67041015625,5320.64990234375,5426.0,5240.0,5322.4501953125,33143,2023-01-09
2023-01-16,5168.98486328125,5286.2001953125,5523.9501953125,5255.25,5321.0,31578,2023-01-16
2023-01-23,5306.6142578125,5426.9501953125,5500.0,5260.10009765625,5312.60009765625,30614,2023-01-23
2023-01-30,5527.11328125,5652.4501953125,5800.0,5230.0,5436.60009765625,94757,2023-01-30
2023-02-06,5901.37646484375,6035.2001953125,6075.0,5612.14990234375,5652.4501953125,82770,2023-02-06
2023-02-13,5818.505859375,5950.4501953125,6150.0,5873.0498046875,6094.9501953125,90007,2023-02-13
2023-02-20,5972.708984375,6108.14990234375,6788.0,5966.0,5966.0,476903,2023-02-20
2023-02-27,6161.62451171875,6301.35009765625,6628.0,6015.0,6150.0,201909,2023-02-27
2023-03-06,6157.078125,6296.7001953125,6466.39990234375,5998.64990234375,6334.5,113544,2023-03-06
2023-03-13,6046.73046875,6183.85009765625,6353.9501953125,5882.64990234375,6328.25,265871,2023-03-13
2023-03-20,6104.5693359375,6243.0,6488.9501953125,6077.35009765625,6183.85009765625,69366,2023-03-20
2023-03-27,6261.0693359375,6403.0498046875,6630.0,6080.5498046875,6289.85009765625,73878,2023-03-27
2023-04-03,6383.78662109375,6528.5498046875,6600.0,6365.5498046875,6435.10009765625,39162,2023-04-03
2023-04-10,6353.18115234375,6497.25,6538.0,6280.0,6538.0,75654,2023-04-10
2023-04-17,6088.4345703125,6226.5,6489.0,6199.7001953125,6477.0,67360,2023-04-17
2023-04-24,6102.90625,6241.2998046875,6357.4501953125,6030.0,6220.0,80675,2023-04-24
2023-05-01,6327.2197265625,6470.7001953125,6616.35009765625,6241.2998046875,6241.2998046875,109291,2023-05-01
2023-05-08,7041.423828125,7201.10009765625,7358.0,6475.39990234375,6475.39990234375,330843,2023-05-08
2023-05-15,7330.8603515625,7497.10009765625,7528.4501953125,7108.25,7150.0,163260,2023-05-15
2023-05-22,7413.53564453125,7581.64990234375,7847.5,7430.5,7495.0,142297,2023-05-22
2023-05-29,7422.8740234375,7591.2001953125,7777.9501953125,7380.0,7589.0,91030,2023-05-29
2023-06-05,7712.359375,7887.25,8196.0,7521.9501953125,7629.2001953125,216954,2023-06-05
2023-06-12,7671.92578125,7845.89990234375,8047.35009765625,7758.64990234375,7949.9501953125,78708,2023-06-12
2023-06-19,7494.0107421875,7663.9501953125,8115.7998046875,7582.14990234375,7845.89990234375,98890,2023-06-19
2023-06-26,7538.66650390625,7660.89990234375,7881.9501953125,7553.0,7553.0,78676,2023-06-26
2023-07-03,7471.99755859375,7593.14990234375,7780.0,7390.0,7765.0,74804,2023-07-03
2023-07-10,6918.1279296875,7030.2998046875,7694.0,6984.0,7649.89990234375,162069,2023-07-10
2023-07-17,7479.4765625,7600.75,7848.0,7061.2001953125,7125.0,190884,2023-07-17
2023-07-24,7550.130859375,7672.5498046875,7948.89990234375,7606.0498046875,7620.0,152455,2023-07-24
2023-07-31,7790.779296875,7917.10009765625,8032.39990234375,7515.5498046875,7712.89990234375,107354,2023-07-31
2023-08-07,8289.9853515625,8424.400390625,8621.0,7831.0498046875,7999.0,178687,2023-08-07
2023-08-14,8309.9619140625,8444.7001953125,8527.400390625,8240.099609375,8469.0,39059,2023-08-14
2023-08-21,9188.564453125,9337.5498046875,9444.400390625,8445.75,8498.25,140801,2023-08-21
2023-08-28,9393.9833984375,9546.2998046875,9740.0,9170.0498046875,9337.0,168025,2023-08-28
2023-09-04,8937.78125,9082.7001953125,9695.0,8975.0,9574.0,104038,2023-09-04
2023-09-11,8462.4384765625,8599.650390625,9250.0,8550.0,9245.099609375,112231,2023-09-11
2023-09-18,8472.3779296875,8609.75,9030.900390625,8482.0498046875,8675.0,90510,2023-09-18
2023-09-25,8385.1416015625,8521.099609375,8828.900390625,8410.0,8652.0,63838,2023-09-25
2023-10-02,8045.84326171875,8176.2998046875,8560.0,8128.5,8521.099609375,54001,2023-10-02
2023-10-09,8695.658203125,8836.650390625,8898.7001953125,8122.5498046875,8170.0,121812,2023-10-09
2023-10-16,8746.876953125,8888.7001953125,9252.0,8711.5498046875,8800.0,94358,2023-10-16
2023-10-23,8410.4326171875,8546.7998046875,8930.0,7976.0,8930.0,103147,2023-10-23
2023-10-30,8203.2421875,8336.25,8619.9501953125,8005.35009765625,8520.0,153842,2023-10-30
2023-11-06,8469.76953125,8607.099609375,8750.0,8336.25,8336.25,63779,2023-11-06
2023-11-13,8510.853515625,8648.849609375,8988.400390625,8523.349609375,8750.5,52358,2023-11-13
2023-11-20,8314.1923828125,8449.0,8741.5,8361.0,8660.0,44919,2023-11-20
2023-11-27,8517.6435546875,8655.75,8700.0,8300.0,8449.0,60673,2023-11-27
2023-12-04,8327.2314453125,8462.25,8743.4501953125,8440.0,8680.0,44324,2023-12-04
2023-12-11,8145.8232421875,8277.900390625,8532.0,8225.0,8499.9501953125,61129,2023-12-11
2023-12-18,7977.3544921875,8106.7001953125,8312.400390625,7984.5,8260.0,75976,2023-12-18
2023-12-25,7722.0927734375,7847.2998046875,8185.0,7830.0,8106.7001953125,71428,2023-12-25
2024-01-01,7602.67919921875,7725.9501953125,7958.9501953125,7670.0,7871.25,117199,2024-01-01
2024-01-08,7889.5771484375,8017.5,8055.0,7672.0498046875,7799.89990234375,149994,2024-01-08
2024-01-15,8040.03759765625,8170.39990234375,8190.0,7796.2001953125,8100.0,137299,2024-01-15
2024-01-22,8056.22509765625,8186.85009765625,8264.0498046875,8061.25,8170.39990234375,55523,2024-01-22
2024-01-29,8107.88720703125,8239.349609375,8340.349609375,8160.0,8289.849609375,57060,2024-01-29
2024-02-05,7910.93115234375,8039.2001953125,8318.5,7999.9501953125,8239.0,45444,2024-02-05
2024-02-12,7436.22802734375,7556.7998046875,8095.85009765625,7330.0,8025.4501953125,131794,2024-02-12
2024-02-19,7330.88623046875,7449.75,7695.0,7370.0,7681.0,83789,2024-02-19
2024-02-26,7475.29443359375,7596.5,7751.0,7496.0498046875,7500.0,127307,2024-02-26
2024-03-04,7469.53759765625,7590.64990234375,7715.0,7425.0,7527.0498046875,74628,2024-03-04
2024-03-11,6838.61767578125,6949.5,7590.64990234375,6849.5498046875,7590.64990234375,101140,2024-03-11
2024-03-18,6731.99658203125,6841.14990234375,7077.7001953125,6591.2001953125,6905.0,162043,2024-03-18
2024-03-25,6674.2822265625,6782.5,6989.0,6760.0,6989.0,96081,2024-03-25
2024-04-01,7210.734375,7327.64990234375,7825.0,6800.0,6816.14990234375,242382,2024-04-01
2024-04-08,7019.87890625,7133.7001953125,7577.7001953125,7121.0,7372.9501953125,57564,2024-04-08
2024-04-15,6989.71728515625,7103.0498046875,7371.0498046875,7030.0498046875,7101.0,66005,2024-04-15
2024-04-22,7089.25390625,7204.2001953125,7338.89990234375,7110.0498046875,7199.89990234375,42466,2024-04-22
2024-04-29,6743.017578125,6852.35009765625,7292.9501953125,6800.0,7292.9501953125,55736,2024-04-29
2024-05-06,6636.7412109375,6744.35009765625,6929.0,6718.7998046875,6870.5498046875,41535,2024-05-06
2024-05-13,7028.7353515625,7142.7001953125,7301.0,6703.0,6750.0,199297,2024-05-13
2024-05-20,7011.6123046875,7125.2998046875,7231.7998046875,7068.0498046875,7220.0,37867,2024-05-20
2024-05-27,6894.9052734375,7006.7001953125,7194.89990234375,6995.0,7185.0,64827,2024-05-27
2024-06-03,7092.25537109375,7207.25,7288.14990234375,6780.0498046875,7099.0,128896,2024-06-03
2024-06-10,7527.10400390625,7649.14990234375,7669.0,7225.14990234375,7279.9501953125,81585,2024-06-10
2024-06-17,8945.259765625,9090.2998046875,9290.099609375,7649.14990234375,7649.14990234375,482632,2024-06-17
2024-06-24,8544.705078125,8683.25,9450.0,8645.0,9057.0,305496,2024-06-24
2024-07-01,9068.146484375,9154.7001953125,9288.0,8630.4501953125,8800.0,218247,2024-07-01
2024-07-08,8903.7158203125,8988.7001953125,9650.0,8807.599609375,9120.0,207283,2024-07-08
2024-07-15,8638.001953125,8720.4501953125,9478.75,8650.0,9028.349609375,81339,2024-07-15
2024-07-22,8685.30078125,8768.2001953125,9067.849609375,8681.099609375,8720.4501953125,64767,2024-07-22
2024-07-29,8854.38671875,8938.900390625,9139.900390625,8911.0,9139.900390625,47549,2024-07-29
2024-08-05,10321.9296875,10420.4501953125,10789.9501953125,8760.0,8840.0,786117,2024-08-05
2024-08-12,10005.9951171875,10101.5,10699.0,9854.0498046875,10499.9501953125,314484,2024-08-12
2024-08-19,9648.9033203125,9741.0,10148.75,9611.0498046875,10148.75,66814,2024-08-19
2024-08-26,9129.4609375,9216.599609375,9880.9501953125,9157.5,9680.0498046875,47153,2024-08-26
2024-09-02,9095.7822265625,9182.599609375,9401.2001953125,9005.0,9245.0,183108,2024-09-02
2024-09-09,8372.982421875,8452.900390625,9185.0,8430.0498046875,9180.650390625,113333,2024-09-09
2024-09-16,8191.76171875,8269.9501953125,8471.4501953125,8109.0498046875,8440.0,112543,2024-09-16
2024-09-23,8046.84423828125,8123.64990234375,8375.0,8100.0,8250.0,65946,2024-09-23
2024-09-30,7906.6328125,7982.10009765625,8272.7998046875,7902.0,8126.0,67295,2024-09-30
2024-10-07,7824.96240234375,7899.64990234375,8039.0,7670.5498046875,8019.9501953125,79346,2024-10-07
2024-10-14,7696.14208984375,7769.60009765625,8050.60009765625,7694.64990234375,7950.0,54939,2024-10-14
2024-10-21,6926.04248046875,6992.14990234375,7808.4501953125,6874.75,7774.9501953125,75774,2024-10-21
2024-10-28,7193.1923828125,7261.85009765625,7380.0,6895.0,7040.0,57432,2024-10-28
2024-11-04,6984.93017578125,7051.60009765625,7358.0,7010.0,7358.0,45398,2024-11-04
2024-11-11,6942.83203125,7009.10009765625,7184.9501953125,6750.0,7055.10009765625,90458,2024-11-11
2024-11-18,6933.32275390625,6999.5,7321.0,6940.0,7180.0,102436,2024-11-18
2024-11-25,7342.962890625,7413.0498046875,7440.0,7008.0,7040.0,86483,2024-11-25
2024-12-02,7794.40380859375,7868.7998046875,7911.89990234375,7313.2001953125,7489.0,141458,2024-12-02
2024-12-09,7610.806640625,7683.4501953125,8014.9501953125,7530.10009765625,7888.7998046875,62784,2024-12-09
2024-12-16,7224.69189453125,7293.64990234375,7879.9501953125,7262.7998046875,7790.0,42610,2024-12-16
2024-12-23,7124.74560546875,7192.75,7398.0,7175.0,7311.85009765625,20580,2024-12-23
2024-12-30,7454.0029296875,7525.14990234375,7739.5,7140.0,7200.0,159118,2024-12-30
2025-01-06,6821.78759765625,6886.89990234375,7679.9501953125,6796.14990234375,7525.14990234375,56346,2025-01-06
2025-01-13,6842.68798828125,6908.0,7031.85009765625,6574.0,6886.85009765625,72515,2025-01-13
2025-01-20,6435.474609375,6496.89990234375,6962.0,6488.0,6908.0498046875,51189,2025-01-20
2025-01-27,6712.5302734375,6776.60009765625,6880.0,6105.0,6400.0,99370,2025-01-27
2025-02-03,6721.84130859375,6786.0,7050.0,6666.39990234375,6742.2998046875,51366,2025-02-03
2025-02-10,6112.6064453125,6170.9501953125,6746.5,6105.0,6720.25,93831,2025-02-10
2025-02-17,5771.51220703125,5826.60009765625,6181.0498046875,5815.2998046875,6170.9501953125,81371,2025-02-17
2025-02-24,5241.2236328125,5291.25,5826.5,5196.14990234375,5820.0,275718,2025-02-24
2025-03-03,5510.701171875,5563.2998046875,5643.0,5095.0,5291.25,126168,2025-03-03
2025-03-10,5150.142578125,5199.2998046875,5589.7998046875,5190.0,5566.0,74345,2025-03-10
2025-03-17,5547.8466796875,5600.7998046875,5624.7998046875,5060.0498046875,5199.39990234375,149905,2025-03-17
2025-03-24,5585.4873046875,5638.7998046875,5888.0,5530.7001953125,5605.0498046875,162572,2025-03-24
2025-03-31,5459.24267578125,5511.35009765625,5759.39990234375,5465.0,5638.7998046875,46113,2025-03-31
2025-04-07,5342.5068359375,5393.5,5521.0,5225.39990234375,5373.5498046875,47529,2025-04-07
2025-04-14,5602.52490234375,5656.0,5725.0,5393.5,5393.5,42223,2025-04-14
2025-04-21,5419.76953125,5471.5,5852.0,5400.5,5699.0,82929,2025-04-21
2025-04-28,5299.91357421875,5350.5,5485.0,5240.0,5443.5,62293,2025-04-28
2025-05-05,5776.86083984375,5832.0,5904.0,5208.5,5345.0,466701,2025-05-05
2025-05-12,6475.69091796875,6537.5,6770.0,6045.0,6050.0,873222,2025-05-12
2025-05-19,6305.31689453125,6365.5,6628.0,6300.0,6590.0,109282,2025-05-19
2025-05-26,6301.85009765625,6362.0,6582.5,6311.0,6335.0,93576,2025-05-26
2025-06-02,6547.01025390625,6609.5,6733.0,6300.5,6360.0,127149,2025-06-02
2025-06-09,6931.8369140625,6998.0,7179.5,6644.5,6690.0,387926,2025-06-09
2025-06-16,6541.56201171875,6604.0,7275.0,6543.0,6995.0,204265,2025-06-16
2025-06-23,6751.5576171875,6816.0,6885.0,6530.5,6550.0,221429,2025-06-23
2025-06-30,6686.181640625,6750.0,6920.0,6609.0,6920.0,139667,2025-06-30
2025-07-07,6673.5,6673.5,6855.0,6615.0,6745.0,124016,2025-07-07
2025-07-14,6507.0,6507.0,6707.5,6440.0,6676.0,74263,2025-07-14
