Date,Adj Close_GVPTECH.NS,Close_GVPTECH.NS,High_GVPTECH.NS,Low_GVPTECH.NS,Open_GVPTECH.NS,Volume_GVPTECH.NS,Date
2020-07-13,15.367067337036133,15.699999809265137,15.699999809265137,15.699999809265137,15.699999809265137,2500,2020-07-13
2020-07-20,14.68191146850586,15.0,15.699999809265137,15.0,15.699999809265137,500,2020-07-20
2020-07-27,11.54977035522461,11.800000190734863,14.300000190734863,11.800000190734863,14.300000190734863,45500,2020-07-27
2020-08-03,11.647649765014648,11.899999618530273,12.300000190734863,11.0,11.800000190734863,3000,2020-08-03
2020-08-10,14.094635009765625,14.399999618530273,14.399999618530273,11.800000190734863,11.899999618530273,8500,2020-08-10
2020-08-17,15.562826156616211,15.899999618530273,15.899999618530273,13.300000190734863,15.0,18500,2020-08-17
2020-08-24,19.575883865356445,20.0,20.0,16.600000381469727,16.600000381469727,4500,2020-08-24
2020-08-31,23.88257598876953,24.399999618530273,24.5,21.0,21.0,9500,2020-08-31
2020-09-07,26.721078872680664,27.299999237060547,28.100000381469727,23.200000762939453,25.600000381469727,15500,2020-09-07
2020-09-14,26.721078872680664,27.299999237060547,27.299999237060547,27.299999237060547,27.299999237060547,0,2020-09-14
2020-09-21,26.721078872680664,27.299999237060547,27.299999237060547,27.299999237060547,27.299999237060547,0,2020-09-21
2020-09-28,26.721078872680664,27.299999237060547,27.299999237060547,27.299999237060547,27.299999237060547,0,2020-09-28
2020-10-05,26.721078872680664,27.299999237060547,27.299999237060547,27.299999237060547,27.299999237060547,0,2020-10-05
2020-10-12,26.721078872680664,27.299999237060547,27.299999237060547,27.299999237060547,27.299999237060547,0,2020-10-12
2020-10-19,26.721078872680664,27.299999237060547,27.299999237060547,27.299999237060547,27.299999237060547,0,2020-10-19
2020-10-26,26.721078872680664,27.299999237060547,27.299999237060547,27.299999237060547,27.299999237060547,0,2020-10-26
2020-11-02,26.721078872680664,27.299999237060547,27.299999237060547,27.299999237060547,27.299999237060547,0,2020-11-02
2020-11-09,26.721078872680664,27.299999237060547,27.299999237060547,27.299999237060547,27.299999237060547,0,2020-11-09
2020-11-16,26.721078872680664,27.299999237060547,27.299999237060547,27.299999237060547,27.299999237060547,0,2020-11-16
