Date,Adj Close_SAREGAMA.NS,Close_SAREGAMA.NS,High_SAREGAMA.NS,Low_SAREGAMA.NS,Open_SAREGAMA.NS,Volume_SAREGAMA.NS,Date
2020-07-13,39.89210891723633,41.932430267333984,44.51797103881836,41.41240310668945,41.41240310668945,577185,2020-07-13
2020-07-20,42.509037017822266,44.68321228027344,48.892005920410156,42.510772705078125,42.51563262939453,2669472,2020-07-20
2020-07-27,44.52953338623047,46.80704879760742,52.294036865234375,44.712371826171875,44.712371826171875,5405930,2020-07-27
2020-08-03,42.50442123413086,44.67835235595703,48.5906867980957,44.39160919189453,47.62839889526367,1155667,2020-08-03
2020-08-10,43.71254348754883,45.801021575927734,49.08641052246094,43.93962478637695,45.635780334472656,1636837,2020-08-10
2020-08-17,43.7728385925293,45.864200592041016,48.0172004699707,45.349037170410156,45.801021575927734,1437310,2020-08-17
2020-08-24,49.928035736083984,52.3134765625,56.44451141357422,45.92738342285156,47.13267135620117,5093298,2020-08-24
2020-08-31,46.59300994873047,48.81910705566406,53.26604461669922,47.53119659423828,52.318336486816406,1271747,2020-08-31
2020-09-07,49.10704040527344,51.453250885009766,53.946449279785156,48.30880355834961,48.30880355834961,1587906,2020-09-07
2020-09-14,51.82515335083008,54.301231384277344,58.592647552490234,50.933223724365234,51.531009674072266,1981976,2020-09-14
2020-09-21,52.27971649169922,54.77751541137695,56.39590835571289,50.743682861328125,53.309783935546875,1083055,2020-09-21
2020-09-28,51.21752166748047,53.66456604003906,56.67293167114258,53.22230529785156,55.79326629638672,418647,2020-09-28
2020-10-05,53.383663177490234,55.9342041015625,57.34847640991211,52.4932975769043,53.16884231567383,1090164,2020-10-05
2020-10-12,51.63497543334961,54.10197067260742,60.264503479003906,53.45072555541992,56.66807174682617,1639954,2020-10-12
2020-10-19,54.45051193237305,57.05201721191406,58.12608337402344,53.84925079345703,53.961029052734375,426043,2020-10-19
2020-10-26,61.333927154541016,64.26431274414062,69.7367172241211,57.33389663696289,57.33389663696289,5425240,2020-10-26
2020-11-02,63.19858169555664,66.21805572509766,71.73905944824219,63.12220764160156,64.77947998046875,3640214,2020-11-02
2020-11-09,72.76765441894531,76.24431610107422,79.31586456298828,66.55339813232422,66.55339813232422,4849523,2020-11-09
2020-11-16,71.02361297607422,74.41693878173828,77.17744445800781,73.03182983398438,76.55535888671875,792729,2020-11-16
2020-11-23,72.54500579833984,76.01103210449219,79.21865844726562,72.41460418701172,73.53240966796875,1293454,2020-11-23
2020-11-30,70.73137664794922,74.11075592041016,76.49703979492188,70.68928527832031,76.01103210449219,1063837,2020-11-30
2020-12-07,69.3398666381836,72.65274810791016,76.59423828125,72.12300109863281,75.33062744140625,971069,2020-12-07
2020-12-14,67.16444396972656,70.3733901977539,73.38661193847656,69.11463928222656,72.93463134765625,1267611,2020-12-14
2020-12-21,68.73221588134766,72.01608276367188,74.0670166015625,67.5497055053711,69.10977935791016,993745,2020-12-21
2020-12-28,77.0953140258789,80.77873229980469,84.56470489501953,71.92859649658203,73.28941345214844,6203886,2020-12-28
2021-01-04,78.76514434814453,82.52835083007812,87.33493041992188,78.625732421875,80.96827697753906,2826178,2021-01-04
2021-01-11,76.34852600097656,79.99626922607422,83.40315246582031,79.3304443359375,82.94145202636719,1308054,2021-01-11
2021-01-18,88.93721008300781,93.18641662597656,98.46442413330078,77.86270904541016,79.3255844116211,10651616,2021-01-18
2021-01-25,86.91949462890625,91.07229614257812,96.51068878173828,90.00308990478516,93.31277465820312,2450472,2021-01-25
2021-02-01,90.89927673339844,95.2422103881836,104.19441223144531,89.93019104003906,91.44652557373047,3260742,2021-02-01
2021-02-08,94.32706451416016,98.83378601074219,100.99164581298828,93.03575897216797,96.54470825195312,2253466,2021-02-08
2021-02-15,96.86892700195312,101.49708557128906,106.72648620605469,98.83378601074219,99.19342803955078,3289302,2021-02-15
2021-02-22,98.44599151611328,103.14949798583984,104.47142791748047,96.34058380126953,100.11683654785156,2038067,2021-02-22
2021-03-01,113.8734130859375,119.31399536132812,123.63456726074219,102.58087158203125,105.16156005859375,4218121,2021-03-01
2021-03-08,147.7292938232422,154.7874298095703,158.43731689453125,117.48661804199219,119.31399536132812,10046539,2021-03-08
2021-03-15,138.6287078857422,145.2520294189453,169.12940979003906,130.82257080078125,156.3766632080078,5335745,2021-03-15
2021-03-22,142.8079071044922,149.63092041015625,156.9744415283203,140.94117736816406,145.218017578125,1809632,2021-03-22
2021-03-29,158.8476104736328,166.43695068359375,169.2266082763672,147.15716552734375,149.63092041015625,846606,2021-03-29
2021-04-05,161.22247314453125,168.92529296875,179.918701171875,159.39474487304688,167.18539428710938,1649717,2021-04-05
2021-04-12,166.4509735107422,172.30787658691406,176.9054718017578,159.8467254638672,163.49176025390625,905875,2021-04-12
2021-04-19,164.35708618164062,170.1403045654297,189.53672790527344,161.81019592285156,189.53672790527344,1006307,2021-04-19
2021-04-26,172.55897521972656,178.6307830810547,184.3899383544922,168.64340209960938,172.53143310546875,881110,2021-04-26
2021-05-03,183.9909210205078,190.46499633789062,193.4296112060547,175.16558837890625,177.8774871826172,925854,2021-05-03
2021-05-10,185.99093627929688,192.53536987304688,198.67845153808594,181.27951049804688,194.40162658691406,2111739,2021-05-10
2021-05-17,230.72340393066406,238.84182739257812,246.69566345214844,196.3990936279297,199.26165771484375,4099972,2021-05-17
2021-05-24,234.55908203125,242.81248474121094,250.2775115966797,229.10231018066406,239.60000610351562,1608483,2021-05-24
