Date,Adj Close_RATNAVEER.NS,Close_RATNAVEER.NS,High_RATNAVEER.NS,Low_RATNAVEER.NS,Open_RATNAVEER.NS,Volume_RATNAVEER.NS,Date
2023-09-11,116.30000305175781,116.30000305175781,129.35000610351562,114.30000305175781,123.19999694824219,9247499,2023-09-11
2023-09-18,116.4000015258789,116.4000015258789,118.8499984741211,112.1500015258789,116.0,1543935,2023-09-18
2023-09-25,114.5,114.5,120.69999694824219,111.0,115.9000015258789,2691467,2023-09-25
2023-10-02,117.1500015258789,117.1500015258789,118.69999694824219,109.80000305175781,114.5,2308548,2023-10-02
2023-10-09,133.10000610351562,133.10000610351562,134.6999969482422,113.44999694824219,115.0,13972221,2023-10-09
2023-10-16,128.89999389648438,128.89999389648438,138.0,127.9000015258789,133.85000610351562,7854917,2023-10-16
2023-10-23,121.25,121.25,129.1999969482422,112.55000305175781,129.1999969482422,3277676,2023-10-23
2023-10-30,124.3499984741211,124.3499984741211,128.89999389648438,120.25,121.0,2668737,2023-10-30
2023-11-06,120.0,120.0,126.55000305175781,118.25,125.6500015258789,2150100,2023-11-06
2023-11-13,118.30000305175781,118.30000305175781,123.75,117.44999694824219,123.0,1290886,2023-11-13
2023-11-20,118.3499984741211,118.3499984741211,120.3499984741211,115.0,118.0,1363268,2023-11-20
2023-11-27,117.5999984741211,117.5999984741211,120.19999694824219,115.69999694824219,118.3499984741211,873138,2023-11-27
2023-12-04,117.5,117.5,122.69999694824219,116.5999984741211,119.75,2194091,2023-12-04
2023-12-11,118.05000305175781,118.05000305175781,120.69999694824219,115.0,117.55000305175781,2873004,2023-12-11
2023-12-18,114.6500015258789,114.6500015258789,119.25,111.55000305175781,117.44999694824219,1845313,2023-12-18
2023-12-25,115.4000015258789,115.4000015258789,122.5999984741211,114.6500015258789,114.6500015258789,4679082,2023-12-25
2024-01-01,117.44999694824219,117.44999694824219,122.0,111.8499984741211,115.5,7148921,2024-01-01
2024-01-08,118.55000305175781,118.55000305175781,119.75,115.30000305175781,117.44999694824219,2306806,2024-01-08
2024-01-15,116.8499984741211,116.8499984741211,118.55000305175781,113.0999984741211,118.55000305175781,1214565,2024-01-15
2024-01-22,119.25,119.25,129.10000610351562,116.8499984741211,116.8499984741211,2288513,2024-01-22
2024-01-29,137.10000610351562,137.10000610351562,147.5,120.30000305175781,120.55000305175781,12957546,2024-01-29
2024-02-05,143.14999389648438,143.14999389648438,154.0,134.10000610351562,137.9499969482422,10564913,2024-02-05
2024-02-12,140.5500030517578,140.5500030517578,146.25,124.55000305175781,143.0500030517578,4404016,2024-02-12
2024-02-19,138.6999969482422,138.6999969482422,150.8000030517578,136.5,143.75,3858090,2024-02-19
2024-02-26,134.85000610351562,134.85000610351562,140.5500030517578,130.10000610351562,140.5500030517578,1939122,2024-02-26
2024-03-04,127.9000015258789,127.9000015258789,136.9499969482422,123.6500015258789,136.9499969482422,1800262,2024-03-04
2024-03-11,115.6500015258789,115.6500015258789,129.39999389648438,109.55000305175781,128.60000610351562,2894902,2024-03-11
2024-03-18,119.44999694824219,119.44999694824219,121.30000305175781,113.0,116.0,1448846,2024-03-18
2024-03-25,115.3499984741211,115.3499984741211,122.19999694824219,110.9000015258789,119.44999694824219,2082432,2024-03-25
2024-04-01,131.10000610351562,131.10000610351562,133.1999969482422,119.44999694824219,119.9000015258789,2525894,2024-04-01
2024-04-08,125.5,125.5,133.4499969482422,125.1500015258789,132.0,1646050,2024-04-08
2024-04-15,124.94999694824219,124.94999694824219,128.8000030517578,119.0999984741211,122.0,1481452,2024-04-15
2024-04-22,138.6999969482422,138.6999969482422,146.39999389648438,126.30000305175781,126.4000015258789,6734449,2024-04-22
2024-04-29,138.0500030517578,138.0500030517578,145.10000610351562,135.9499969482422,139.8000030517578,1958923,2024-04-29
2024-05-06,127.25,127.25,139.89999389648438,124.0,139.39999389648438,1448793,2024-05-06
2024-05-13,128.9499969482422,128.9499969482422,132.5500030517578,120.3499984741211,127.94999694824219,2313429,2024-05-13
2024-05-20,118.1500015258789,118.1500015258789,137.4499969482422,112.5,127.0999984741211,5840868,2024-05-20
2024-05-27,118.1500015258789,118.1500015258789,121.0,113.3499984741211,118.30000305175781,1645328,2024-05-27
2024-06-03,122.3499984741211,122.3499984741211,124.5,107.0999984741211,121.8499984741211,2648787,2024-06-03
2024-06-10,123.43000030517578,123.43000030517578,129.0500030517578,122.0,123.6500015258789,1565637,2024-06-10
2024-06-17,141.77000427246094,141.77000427246094,149.39999389648438,123.43000030517578,123.43000030517578,8367289,2024-06-17
2024-06-24,168.35000610351562,168.35000610351562,171.14999389648438,140.99000549316406,141.6999969482422,16776421,2024-06-24
2024-07-01,172.63999938964844,172.63999938964844,176.08999633789062,158.8300018310547,167.89999389648438,8214790,2024-07-01
2024-07-08,167.83999633789062,167.83999633789062,173.75,160.3300018310547,172.89999389648438,4293391,2024-07-08
2024-07-15,183.61000061035156,183.61000061035156,205.16000366210938,170.0,170.35000610351562,11157621,2024-07-15
2024-07-22,197.8000030517578,197.8000030517578,208.35000610351562,169.92999267578125,182.5,8676547,2024-07-22
2024-07-29,189.22000122070312,189.22000122070312,208.11000061035156,187.25,200.0,3486379,2024-07-29
2024-08-05,187.8699951171875,187.8699951171875,192.5,172.0,184.0,4094568,2024-08-05
2024-08-12,177.13999938964844,177.13999938964844,195.0,168.14999389648438,187.41000366210938,2081036,2024-08-12
2024-08-19,175.80999755859375,175.80999755859375,184.0,170.85000610351562,177.13999938964844,812771,2024-08-19
2024-08-26,173.49000549316406,173.49000549316406,182.0,168.10000610351562,179.89999389648438,552581,2024-08-26
2024-09-02,180.1199951171875,180.1199951171875,188.89999389648438,168.0,175.0500030517578,888742,2024-09-02
2024-09-09,194.61000061035156,194.61000061035156,201.6999969482422,175.14999389648438,180.1999969482422,1427431,2024-09-09
2024-09-16,211.1699981689453,211.1699981689453,225.27000427246094,203.3699951171875,204.33999633789062,2468748,2024-09-16
2024-09-23,190.86000061035156,190.86000061035156,207.25,190.86000061035156,206.94000244140625,631423,2024-09-23
2024-09-30,192.5,192.5,193.47999572753906,185.0,187.0399932861328,666803,2024-09-30
2024-10-07,194.0,194.0,196.1699981689453,184.8699951171875,188.64999389648438,577225,2024-10-07
2024-10-14,190.14999389648438,190.14999389648438,201.0,190.14999389648438,197.0,297449,2024-10-14
2024-10-21,178.86000061035156,178.86000061035156,188.1999969482422,178.86000061035156,186.33999633789062,414971,2024-10-21
2024-10-28,203.9199981689453,203.9199981689453,209.89999389648438,170.3000030517578,172.25,1058840,2024-10-28
2024-11-04,213.33999633789062,213.33999633789062,213.6199951171875,196.0,204.0,935925,2024-11-04
2024-11-11,220.5399932861328,220.5399932861328,223.0,203.0,223.0,1349551,2024-11-11
2024-11-18,260.25,260.25,266.95001220703125,221.60000610351562,226.0,5604084,2024-11-18
2024-11-25,249.36000061035156,249.36000061035156,273.9700012207031,247.24000549316406,269.0,2629338,2024-11-25
2024-12-02,232.9600067138672,232.9600067138672,272.70001220703125,224.8000030517578,251.99000549316406,4293978,2024-12-02
2024-12-09,197.4499969482422,197.4499969482422,237.67999267578125,194.75,234.0,5033412,2024-12-09
2024-12-16,186.47999572753906,186.47999572753906,204.24000549316406,185.00999450683594,198.89999389648438,2410478,2024-12-16
2024-12-23,187.33999633789062,187.33999633789062,198.0,180.50999450683594,186.44000244140625,1743224,2024-12-23
2024-12-30,188.8800048828125,188.8800048828125,196.00999450683594,183.52999877929688,189.02000427246094,1517991,2024-12-30
2025-01-06,171.74000549316406,171.74000549316406,189.75,171.0,189.75,1053040,2025-01-06
2025-01-13,169.9199981689453,169.9199981689453,174.1999969482422,161.50999450683594,171.74000549316406,918600,2025-01-13
2025-01-20,177.0399932861328,177.0399932861328,190.0,173.1999969482422,176.0,1805374,2025-01-20
2025-01-27,162.10000610351562,162.10000610351562,175.0,151.8000030517578,175.0,1737880,2025-01-27
2025-02-03,162.14999389648438,162.14999389648438,171.3000030517578,157.10000610351562,160.0,523583,2025-02-03
2025-02-10,143.27000427246094,143.27000427246094,162.0,141.0,161.0,765704,2025-02-10
2025-02-17,144.52000427246094,144.52000427246094,151.6300048828125,132.80999755859375,142.0,805850,2025-02-17
2025-02-24,133.69000244140625,133.69000244140625,144.8300018310547,130.17999267578125,142.35000610351562,445323,2025-02-24
2025-03-03,148.10000610351562,148.10000610351562,152.77999877929688,123.81999969482422,134.38999938964844,1490799,2025-03-03
2025-03-10,130.08999633789062,130.08999633789062,150.5,128.1999969482422,147.75,978123,2025-03-10
2025-03-17,145.19000244140625,145.19000244140625,148.39999389648438,128.5,130.10000610351562,968616,2025-03-17
2025-03-24,136.42999267578125,136.42999267578125,149.0,133.0,145.0,1836235,2025-03-24
2025-03-31,134.8699951171875,134.8699951171875,145.5,132.11000061035156,136.42999267578125,634691,2025-03-31
2025-04-07,133.02000427246094,133.02000427246094,135.0,115.98999786376953,125.0,900994,2025-04-07
2025-04-14,139.52999877929688,139.52999877929688,141.02999877929688,135.02000427246094,135.22000122070312,351937,2025-04-14
2025-04-21,134.6300048828125,134.6300048828125,143.6999969482422,134.0,141.58999633789062,665306,2025-04-21
2025-04-28,129.10000610351562,129.10000610351562,136.4600067138672,128.3000030517578,134.5,288325,2025-04-28
2025-05-05,124.62999725341797,124.62999725341797,132.5,121.0,129.4499969482422,524225,2025-05-05
2025-05-12,158.16000366210938,158.16000366210938,160.0,129.97999572753906,129.97999572753906,2540089,2025-05-12
2025-05-19,158.75999450683594,158.75999450683594,168.08999633789062,152.10000610351562,158.4499969482422,1381894,2025-05-19
2025-05-26,169.4499969482422,169.4499969482422,177.0,153.1999969482422,159.5,1542713,2025-05-26
2025-06-02,156.5800018310547,156.5800018310547,169.4499969482422,148.35000610351562,169.0,2444349,2025-06-02
2025-06-09,161.6199951171875,161.6199951171875,176.94000244140625,154.0,158.75,2816147,2025-06-09
2025-06-16,152.39999389648438,152.39999389648438,161.6199951171875,148.0,161.61000061035156,1617901,2025-06-16
2025-06-23,161.8699951171875,161.8699951171875,166.39999389648438,150.00999450683594,150.0500030517578,1897497,2025-06-23
2025-06-30,154.9600067138672,154.9600067138672,164.3000030517578,151.5,162.5,1055118,2025-06-30
2025-07-07,146.1999969482422,146.1999969482422,156.0,146.0,155.10000610351562,1181773,2025-07-07
2025-07-14,150.97999572753906,150.97999572753906,152.60000610351562,143.99000549316406,146.5,478452,2025-07-14
