Date,Adj Close_PAKKA.NS,Close_PAKKA.NS,High_PAKKA.NS,Low_PAKKA.NS,Open_PAKKA.NS,Volume_PAKKA.NS,Date
2023-07-10,122.06474304199219,123.4000015258789,139.5,117.4000015258789,136.3000030517578,2801119,2023-07-10
2023-07-17,123.69689178466797,125.05000305175781,130.8000030517578,122.3499984741211,124.0,1153451,2023-07-17
2023-07-24,124.09255981445312,125.44999694824219,129.0,121.5,126.94999694824219,1083586,2023-07-24
2023-07-31,130.47276306152344,131.89999389648438,136.14999389648438,124.75,126.25,2190231,2023-07-31
2023-08-07,130.27493286132812,131.6999969482422,138.35000610351562,128.10000610351562,133.64999389648438,1349869,2023-08-07
2023-08-14,150.7014923095703,152.35000610351562,159.9499969482422,131.5500030517578,135.10000610351562,3134827,2023-08-14
2023-08-21,180.4757843017578,182.4499969482422,197.64999389648438,154.35000610351562,154.39999389648438,8529005,2023-08-21
2023-08-28,183.0476531982422,185.0500030517578,191.0,175.0,184.39999389648438,1188678,2023-08-28
2023-09-04,218.21298217773438,220.60000610351562,226.39999389648438,187.8000030517578,187.8000030517578,2739194,2023-09-04
2023-09-11,214.10787963867188,216.4499969482422,222.60000610351562,181.89999389648438,222.39999389648438,1645699,2023-09-11
2023-09-18,225.92857360839844,228.39999389648438,235.0,216.14999389648438,222.0,1498082,2023-09-18
2023-09-25,236.8000030517578,236.8000030517578,246.0,223.60000610351562,232.9499969482422,1478539,2023-09-25
2023-10-02,224.10000610351562,224.10000610351562,239.8000030517578,223.10000610351562,236.8000030517578,806047,2023-10-02
2023-10-09,261.79998779296875,261.79998779296875,288.0,215.0,223.89999389648438,5372244,2023-10-09
2023-10-16,303.20001220703125,303.20001220703125,316.3999938964844,248.5500030517578,261.79998779296875,5025599,2023-10-16
2023-10-23,268.45001220703125,268.45001220703125,285.0,242.60000610351562,281.0,3760321,2023-10-23
2023-10-30,247.5,247.5,273.45001220703125,245.3000030517578,270.8999938964844,1160598,2023-10-30
2023-11-06,248.1999969482422,248.1999969482422,257.6000061035156,238.5,250.1999969482422,1012137,2023-11-06
2023-11-13,232.14999389648438,232.14999389648438,249.6999969482422,230.0500030517578,248.35000610351562,594262,2023-11-13
2023-11-20,254.85000610351562,254.85000610351562,259.8500061035156,230.0,232.14999389648438,1229945,2023-11-20
2023-11-27,242.8000030517578,242.8000030517578,260.0,239.14999389648438,254.85000610351562,672760,2023-11-27
2023-12-04,241.85000610351562,241.85000610351562,261.0,240.89999389648438,249.0,1043564,2023-12-04
2023-12-11,243.0,243.0,250.6999969482422,236.25,242.8000030517578,512833,2023-12-11
2023-12-18,232.60000610351562,232.60000610351562,248.1999969482422,226.0,242.75,651610,2023-12-18
2023-12-25,218.85000610351562,218.85000610351562,238.89999389648438,217.75,232.60000610351562,777147,2023-12-25
2024-01-01,235.9499969482422,235.9499969482422,246.85000610351562,217.9499969482422,219.8000030517578,912969,2024-01-01
2024-01-08,235.85000610351562,235.85000610351562,246.39999389648438,228.75,235.9499969482422,798273,2024-01-08
2024-01-15,371.25,371.25,378.8999938964844,235.85000610351562,235.85000610351562,6301098,2024-01-15
2024-01-22,357.1000061035156,357.1000061035156,399.0,314.54998779296875,371.25,2177120,2024-01-22
2024-01-29,344.1000061035156,344.1000061035156,374.8999938964844,333.54998779296875,365.0,1593926,2024-01-29
2024-02-05,354.5,354.5,382.8999938964844,281.1000061035156,315.5,5404271,2024-02-05
2024-02-12,350.20001220703125,350.20001220703125,363.1000061035156,320.0,357.5,1790538,2024-02-12
2024-02-19,337.3500061035156,337.3500061035156,372.6499938964844,332.20001220703125,364.0,1733521,2024-02-19
2024-02-26,324.45001220703125,324.45001220703125,344.1499938964844,307.6000061035156,340.0,1155806,2024-02-26
2024-03-04,300.5,300.5,327.0,288.54998779296875,321.6000061035156,756237,2024-03-04
2024-03-11,283.45001220703125,283.45001220703125,309.75,243.5500030517578,301.3999938964844,1624848,2024-03-11
2024-03-18,301.29998779296875,301.29998779296875,318.0,265.0,282.8999938964844,1831855,2024-03-18
2024-03-25,290.1000061035156,290.1000061035156,306.45001220703125,285.0,301.29998779296875,887877,2024-03-25
2024-04-01,306.1499938964844,306.1499938964844,314.0,294.95001220703125,296.0,635794,2024-04-01
2024-04-08,288.54998779296875,288.54998779296875,315.79998779296875,287.0,306.5,554093,2024-04-08
2024-04-15,289.1499938964844,289.1499938964844,304.8500061035156,274.3500061035156,281.5,610135,2024-04-15
2024-04-22,275.25,275.25,297.75,273.75,291.45001220703125,1047087,2024-04-22
2024-04-29,285.04998779296875,285.04998779296875,294.8999938964844,275.0,277.29998779296875,795185,2024-04-29
2024-05-06,267.79998779296875,267.79998779296875,291.6000061035156,258.3999938964844,284.25,623680,2024-05-06
2024-05-13,269.75,269.75,275.8999938964844,254.75,267.0,416839,2024-05-13
2024-05-20,275.04998779296875,275.04998779296875,287.5,260.0,271.0,553276,2024-05-20
2024-05-27,235.25,235.25,288.6000061035156,233.25,278.1000061035156,1119530,2024-05-27
2024-06-03,239.1999969482422,239.1999969482422,251.5500030517578,211.10000610351562,244.39999389648438,924300,2024-06-03
2024-06-10,265.5,265.5,273.79998779296875,240.47999572753906,244.0,1156948,2024-06-10
2024-06-17,255.64999389648438,255.64999389648438,266.3399963378906,250.50999450683594,265.25,513496,2024-06-17
2024-06-24,252.57000732421875,252.57000732421875,272.0,251.0,257.20001220703125,807030,2024-06-24
2024-07-01,254.64999389648438,254.64999389648438,265.1499938964844,245.5,251.10000610351562,1050665,2024-07-01
2024-07-08,254.9499969482422,254.9499969482422,257.3999938964844,244.10000610351562,254.64999389648438,702501,2024-07-08
2024-07-15,242.0,242.0,260.0,230.6999969482422,256.5,636514,2024-07-15
2024-07-22,274.79998779296875,274.79998779296875,284.0,228.5500030517578,242.0,1881038,2024-07-22
2024-07-29,284.20001220703125,284.20001220703125,298.3500061035156,269.95001220703125,276.0,2606670,2024-07-29
2024-08-05,333.54998779296875,333.54998779296875,339.79998779296875,280.0,283.0,5890590,2024-08-05
2024-08-12,309.70001220703125,309.70001220703125,325.8999938964844,286.5,323.5,1662028,2024-08-12
2024-08-19,303.3999938964844,303.3999938964844,321.54998779296875,300.25,312.6000061035156,961775,2024-08-19
2024-08-26,316.3500061035156,316.3500061035156,339.5,300.70001220703125,304.0,1594799,2024-08-26
2024-09-02,347.0,347.0,360.8500061035156,310.0,316.3500061035156,2830905,2024-09-02
2024-09-09,334.1000061035156,334.1000061035156,354.8999938964844,331.04998779296875,345.5,1495123,2024-09-09
2024-09-16,323.25,323.25,360.0,305.25,338.04998779296875,1599557,2024-09-16
2024-09-23,326.54998779296875,326.54998779296875,339.0,317.45001220703125,325.6000061035156,703187,2024-09-23
2024-09-30,306.25,306.25,330.0,305.0,326.54998779296875,377166,2024-09-30
2024-10-07,307.0,307.0,326.54998779296875,286.20001220703125,308.25,769540,2024-10-07
2024-10-14,305.75,305.75,325.0,294.25,308.0,428688,2024-10-14
2024-10-21,285.1499938964844,285.1499938964844,308.20001220703125,273.3500061035156,308.0,351901,2024-10-21
2024-10-28,292.6000061035156,292.6000061035156,298.70001220703125,278.04998779296875,286.5,261075,2024-10-28
2024-11-04,291.70001220703125,291.70001220703125,315.8500061035156,284.0,290.04998779296875,556900,2024-11-04
2024-11-11,296.25,296.25,328.3500061035156,285.0,310.0,1123444,2024-11-11
2024-11-18,294.70001220703125,294.70001220703125,311.0,288.95001220703125,296.25,378031,2024-11-18
2024-11-25,286.95001220703125,286.95001220703125,306.95001220703125,285.04998779296875,298.79998779296875,428865,2024-11-25
2024-12-02,313.3999938964844,313.3999938964844,328.1499938964844,288.79998779296875,288.79998779296875,1838458,2024-12-02
2024-12-09,338.75,338.75,355.0,311.3500061035156,315.29998779296875,3453749,2024-12-09
2024-12-16,315.95001220703125,315.95001220703125,363.54998779296875,311.75,339.0,2724235,2024-12-16
2024-12-23,314.04998779296875,314.04998779296875,321.25,306.1000061035156,318.1000061035156,491992,2024-12-23
2024-12-30,327.1499938964844,327.1499938964844,335.0,305.5,313.75,483919,2024-12-30
2025-01-06,305.79998779296875,305.79998779296875,329.0,299.04998779296875,328.3999938964844,529669,2025-01-06
2025-01-13,297.70001220703125,297.70001220703125,299.0,281.54998779296875,295.5,577497,2025-01-13
2025-01-20,264.29998779296875,264.29998779296875,306.6499938964844,262.04998779296875,297.70001220703125,473816,2025-01-20
2025-01-27,261.45001220703125,261.45001220703125,267.1000061035156,233.60000610351562,265.54998779296875,633262,2025-01-27
2025-02-03,248.85000610351562,248.85000610351562,267.3999938964844,239.35000610351562,260.04998779296875,457338,2025-02-03
2025-02-10,209.5,209.5,246.0,195.0500030517578,244.0,1255995,2025-02-10
2025-02-17,208.60000610351562,208.60000610351562,217.4499969482422,186.64999389648438,205.0,748094,2025-02-17
2025-02-24,191.89999389648438,191.89999389648438,209.0500030517578,189.25,207.3000030517578,340965,2025-02-24
2025-03-03,203.6999969482422,203.6999969482422,210.0,180.6999969482422,191.89999389648438,584237,2025-03-03
2025-03-10,179.92999267578125,179.92999267578125,211.0,177.6999969482422,203.5,686498,2025-03-10
2025-03-17,184.3699951171875,184.3699951171875,202.35000610351562,169.82000732421875,183.8000030517578,1427328,2025-03-17
2025-03-24,166.83999633789062,166.83999633789062,193.0399932861328,164.99000549316406,186.25,1931148,2025-03-24
2025-03-31,171.3300018310547,171.3300018310547,183.07000732421875,166.83999633789062,166.83999633789062,658157,2025-03-31
2025-04-07,172.47000122070312,172.47000122070312,179.0,156.5,164.0,877176,2025-04-07
2025-04-14,176.14999389648438,176.14999389648438,180.0,172.47000122070312,172.47000122070312,397014,2025-04-14
2025-04-21,178.0399932861328,178.0399932861328,191.0,174.0500030517578,176.10000610351562,824317,2025-04-21
2025-04-28,169.9600067138672,169.9600067138672,178.88999938964844,166.89999389648438,175.1999969482422,342228,2025-04-28
2025-05-05,161.0500030517578,161.0500030517578,172.0,158.16000366210938,169.0,526866,2025-05-05
2025-05-12,179.02999877929688,179.02999877929688,181.19000244140625,164.50999450683594,165.89999389648438,537026,2025-05-12
2025-05-19,175.67999267578125,175.67999267578125,183.5,171.14999389648438,179.02999877929688,552351,2025-05-19
2025-05-26,178.08999633789062,178.08999633789062,185.64999389648438,173.5,178.0,585272,2025-05-26
2025-06-02,180.97000122070312,180.97000122070312,183.35000610351562,162.41000366210938,178.99000549316406,987098,2025-06-02
2025-06-09,189.6999969482422,189.6999969482422,198.72000122070312,181.0,182.64999389648438,1566222,2025-06-09
2025-06-16,184.9600067138672,184.9600067138672,191.08999633789062,176.80999755859375,188.10000610351562,533432,2025-06-16
2025-06-23,208.67999267578125,208.67999267578125,226.77999877929688,179.5,184.9600067138672,5742867,2025-06-23
2025-06-30,212.99000549316406,212.99000549316406,219.32000732421875,203.02000427246094,211.6999969482422,1708539,2025-06-30
2025-07-07,212.74000549316406,212.74000549316406,217.0,196.5500030517578,212.99000549316406,1737123,2025-07-07
2025-07-14,208.08999633789062,208.08999633789062,212.3800048828125,206.10000610351562,210.64999389648438,267290,2025-07-14
