Date,Adj Close_JINDALPHOT.NS,Close_JINDALPHOT.NS,High_JINDALPHOT.NS,Low_JINDALPHOT.NS,Open_JINDALPHOT.NS,Volume_JINDALPHOT.NS,Date
2020-07-13,12.850000381469727,12.850000381469727,14.649999618530273,12.5,14.649999618530273,42364,2020-07-13
2020-07-20,12.399999618530273,12.399999618530273,13.350000381469727,11.699999809265137,12.800000190734863,39969,2020-07-20
2020-07-27,12.699999809265137,12.699999809265137,13.5,11.800000190734863,12.0,16153,2020-07-27
2020-08-03,13.949999809265137,13.949999809265137,14.850000381469727,11.800000190734863,12.5,62873,2020-08-03
2020-08-10,13.800000190734863,13.800000190734863,14.449999809265137,13.0,13.449999809265137,49800,2020-08-10
2020-08-17,13.850000381469727,13.850000381469727,14.699999809265137,13.399999618530273,14.350000381469727,75009,2020-08-17
2020-08-24,14.0,14.0,14.800000190734863,13.649999618530273,13.899999618530273,74613,2020-08-24
2020-08-31,13.350000381469727,13.350000381469727,14.100000381469727,12.449999809265137,13.899999618530273,29594,2020-08-31
2020-09-07,13.0,13.0,13.949999809265137,12.899999618530273,13.949999809265137,28597,2020-09-07
2020-09-14,13.0,13.0,13.649999618530273,12.350000381469727,13.5,19154,2020-09-14
2020-09-21,12.550000190734863,12.550000190734863,14.100000381469727,11.600000381469727,14.100000381469727,13042,2020-09-21
2020-09-28,12.5,12.5,13.449999809265137,12.100000381469727,12.550000190734863,7863,2020-09-28
2020-10-05,13.449999809265137,13.449999809265137,14.25,12.0,12.399999618530273,18827,2020-10-05
2020-10-12,12.800000190734863,12.800000190734863,14.199999809265137,12.100000381469727,13.550000190734863,12994,2020-10-12
2020-10-19,12.350000381469727,12.350000381469727,13.100000381469727,12.0,13.0,10573,2020-10-19
2020-10-26,12.0,12.0,12.75,11.699999809265137,12.600000381469727,11708,2020-10-26
2020-11-02,12.199999809265137,12.199999809265137,12.5,11.399999618530273,11.949999809265137,14874,2020-11-02
2020-11-09,12.25,12.25,13.300000190734863,11.699999809265137,12.350000381469727,7479,2020-11-09
2020-11-16,14.399999618530273,14.399999618530273,14.5,12.0,12.399999618530273,73378,2020-11-16
2020-11-23,14.0,14.0,15.350000381469727,13.350000381469727,14.699999809265137,72203,2020-11-23
2020-11-30,18.350000381469727,18.350000381469727,18.350000381469727,13.199999809265137,14.0,222595,2020-11-30
2020-12-07,30.700000762939453,30.700000762939453,30.700000762939453,20.75,21.399999618530273,382160,2020-12-07
2020-12-14,26.299999237060547,26.299999237060547,33.79999923706055,26.299999237060547,32.20000076293945,66634,2020-12-14
2020-12-21,25.399999618530273,25.399999618530273,26.100000381469727,22.600000381469727,25.0,69706,2020-12-21
2020-12-28,25.799999237060547,25.799999237060547,26.899999618530273,24.049999237060547,26.25,66757,2020-12-28
2021-01-04,25.350000381469727,25.350000381469727,26.899999618530273,24.049999237060547,26.899999618530273,54499,2021-01-04
2021-01-11,22.5,22.5,25.950000762939453,21.600000381469727,25.950000762939453,33440,2021-01-11
2021-01-18,28.549999237060547,28.549999237060547,28.549999237060547,23.25,23.25,52403,2021-01-18
2021-01-25,29.0,29.0,30.200000762939453,26.899999618530273,29.950000762939453,39718,2021-01-25
2021-02-01,31.25,31.25,32.0,28.649999618530273,30.200000762939453,67203,2021-02-01
2021-02-08,31.0,31.0,32.900001525878906,30.399999618530273,31.25,54964,2021-02-08
2021-02-15,36.25,36.25,39.150001525878906,30.5,30.5,62570,2021-02-15
2021-02-22,37.04999923706055,37.04999923706055,38.599998474121094,34.5,34.5,28814,2021-02-22
2021-03-01,37.849998474121094,37.849998474121094,37.849998474121094,34.400001525878906,36.150001525878906,65542,2021-03-01
2021-03-08,45.849998474121094,45.849998474121094,45.849998474121094,38.95000076293945,38.95000076293945,68076,2021-03-08
2021-03-15,58.400001525878906,58.400001525878906,58.400001525878906,48.099998474121094,48.099998474121094,315106,2021-03-15
2021-03-22,74.4000015258789,74.4000015258789,74.4000015258789,61.29999923706055,61.29999923706055,116462,2021-03-22
2021-03-29,86.0999984741211,86.0999984741211,86.0999984741211,74.4000015258789,74.4000015258789,33280,2021-03-29
2021-04-05,72.75,72.75,90.4000015258789,66.75,90.4000015258789,177944,2021-04-05
2021-04-12,63.95000076293945,63.95000076293945,73.80000305175781,63.95000076293945,69.19999694824219,25990,2021-04-12
2021-04-19,52.25,52.25,62.849998474121094,52.25,60.79999923706055,14206,2021-04-19
2021-04-26,63.95000076293945,63.95000076293945,65.80000305175781,49.650001525878906,49.650001525878906,65524,2021-04-26
2021-05-03,53.849998474121094,53.849998474121094,64.0,51.0,60.79999923706055,46447,2021-05-03
2021-05-10,52.29999923706055,52.29999923706055,56.20000076293945,51.20000076293945,56.20000076293945,21930,2021-05-10
2021-05-17,53.150001525878906,53.150001525878906,54.0,50.849998474121094,53.45000076293945,21380,2021-05-17
2021-05-24,54.349998474121094,54.349998474121094,54.45000076293945,51.29999923706055,52.95000076293945,29093,2021-05-24
2021-05-31,63.099998474121094,63.099998474121094,65.5,54.0,54.79999923706055,130258,2021-05-31
2021-06-07,66.6500015258789,66.6500015258789,67.80000305175781,62.5,63.099998474121094,85482,2021-06-07
2021-06-14,68.0999984741211,68.0999984741211,70.8499984741211,63.400001525878906,68.69999694824219,47003,2021-06-14
2021-06-21,66.0999984741211,66.0999984741211,69.69999694824219,65.0,67.0,28742,2021-06-21
2021-06-28,70.05000305175781,70.05000305175781,71.0,63.400001525878906,63.400001525878906,34707,2021-06-28
2021-07-05,72.5999984741211,72.5999984741211,77.9000015258789,70.05000305175781,70.05000305175781,41466,2021-07-05
2021-07-12,73.55000305175781,73.55000305175781,75.5,70.5,74.0,28631,2021-07-12
2021-07-19,73.6500015258789,73.6500015258789,77.25,70.25,75.05000305175781,46237,2021-07-19
2021-07-26,73.19999694824219,73.19999694824219,75.55000305175781,70.5,72.0,28786,2021-07-26
2021-08-02,88.9000015258789,88.9000015258789,88.9000015258789,72.1500015258789,74.0,86691,2021-08-02
2021-08-09,89.1500015258789,89.1500015258789,101.0,79.19999694824219,95.80000305175781,452657,2021-08-09
2021-08-16,87.19999694824219,87.19999694824219,95.0,84.4000015258789,91.0,92700,2021-08-16
2021-08-23,80.5,80.5,87.5999984741211,78.0,85.0999984741211,68442,2021-08-23
2021-08-30,100.5999984741211,100.5999984741211,108.0,82.0999984741211,82.0999984741211,352026,2021-08-30
2021-09-06,100.8499984741211,100.8499984741211,110.8499984741211,98.5,101.94999694824219,176550,2021-09-06
2021-09-13,114.5,114.5,120.4000015258789,96.44999694824219,101.0,243597,2021-09-13
2021-09-20,112.0,112.0,118.5,108.80000305175781,108.8499984741211,86657,2021-09-20
2021-09-27,132.3000030517578,132.3000030517578,132.3000030517578,111.5,111.8499984741211,179766,2021-09-27
2021-10-04,168.6999969482422,168.6999969482422,168.6999969482422,138.14999389648438,138.89999389648438,107320,2021-10-04
2021-10-11,167.8000030517578,167.8000030517578,185.9499969482422,151.89999389648438,177.10000610351562,200088,2021-10-11
2021-10-18,182.0,182.0,182.0,149.39999389648438,175.89999389648438,180731,2021-10-18
2021-10-25,210.10000610351562,210.10000610351562,232.0,173.3000030517578,191.10000610351562,266928,2021-10-25
2021-11-01,255.3000030517578,255.3000030517578,255.3000030517578,199.60000610351562,207.25,123154,2021-11-01
2021-11-08,297.8999938964844,297.8999938964844,325.75,255.0,264.0,339018,2021-11-08
2021-11-15,361.95001220703125,361.95001220703125,361.95001220703125,300.54998779296875,312.75,152097,2021-11-15
2021-11-22,461.79998779296875,461.79998779296875,461.79998779296875,361.95001220703125,380.0,231248,2021-11-22
2021-11-29,359.79998779296875,359.79998779296875,484.8500061035156,357.45001220703125,484.8500061035156,534767,2021-11-29
2021-12-06,278.54998779296875,278.54998779296875,376.0,278.54998779296875,376.0,620341,2021-12-06
2021-12-13,291.0,291.0,338.5,274.0,274.0,418368,2021-12-13
2021-12-20,261.79998779296875,261.79998779296875,304.75,258.6000061035156,282.25,317535,2021-12-20
2021-12-27,253.39999389648438,253.39999389648438,272.0,250.5500030517578,261.79998779296875,142092,2021-12-27
2022-01-03,262.5,262.5,276.79998779296875,252.0,255.0,160367,2022-01-03
2022-01-10,319.5,319.5,319.5,261.29998779296875,265.0,385226,2022-01-10
2022-01-17,407.6499938964844,407.6499938964844,407.6499938964844,335.45001220703125,335.45001220703125,378632,2022-01-17
2022-01-24,332.1499938964844,332.1499938964844,428.0,332.1499938964844,414.70001220703125,303224,2022-01-24
2022-01-31,316.45001220703125,316.45001220703125,347.8999938964844,299.79998779296875,332.0,420442,2022-01-31
2022-02-07,318.70001220703125,318.70001220703125,343.8999938964844,308.04998779296875,319.0,111432,2022-02-07
2022-02-14,385.79998779296875,385.79998779296875,385.8500061035156,302.79998779296875,306.0,282225,2022-02-14
2022-02-21,362.75,362.75,392.70001220703125,340.1000061035156,392.70001220703125,172132,2022-02-21
2022-02-28,316.54998779296875,316.54998779296875,369.3999938964844,308.25,369.0,89434,2022-02-28
2022-03-07,286.25,286.25,342.95001220703125,280.25,322.8999938964844,491051,2022-03-07
2022-03-14,264.29998779296875,264.29998779296875,295.0,251.85000610351562,295.0,395167,2022-03-14
2022-03-21,260.1000061035156,260.1000061035156,276.0,244.0,269.0,271662,2022-03-21
2022-03-28,263.54998779296875,263.54998779296875,286.75,256.0,273.1000061035156,527602,2022-03-28
2022-04-04,260.25,260.25,276.0,256.04998779296875,268.0,138340,2022-04-04
2022-04-11,255.8000030517578,255.8000030517578,265.0,249.9499969482422,265.0,66256,2022-04-11
2022-04-18,221.64999389648438,221.64999389648438,265.0,219.14999389648438,263.0,174387,2022-04-18
2022-04-25,215.9499969482422,215.9499969482422,250.35000610351562,193.8000030517578,221.64999389648438,463135,2022-04-25
2022-05-02,207.14999389648438,207.14999389648438,223.60000610351562,203.5,217.85000610351562,60738,2022-05-02
2022-05-09,186.8000030517578,186.8000030517578,213.8000030517578,175.1999969482422,203.5,84671,2022-05-09
2022-05-16,209.0500030517578,209.0500030517578,227.25,189.60000610351562,195.89999389648438,106039,2022-05-16
2022-05-23,209.5,209.5,214.0,188.9499969482422,212.0,66992,2022-05-23
2022-05-30,215.4499969482422,215.4499969482422,234.0,201.1999969482422,213.10000610351562,159961,2022-05-30
2022-06-06,220.5,220.5,247.6999969482422,211.0,217.89999389648438,201903,2022-06-06
2022-06-13,205.0500030517578,205.0500030517578,225.35000610351562,200.10000610351562,214.10000610351562,54401,2022-06-13
2022-06-20,200.75,200.75,216.0,196.0,216.0,42025,2022-06-20
2022-06-27,197.64999389648438,197.64999389648438,210.3000030517578,195.6999969482422,204.9499969482422,37920,2022-06-27
2022-07-04,219.9499969482422,219.9499969482422,228.0,197.8000030517578,199.0,72676,2022-07-04
2022-07-11,223.0500030517578,223.0500030517578,225.5500030517578,213.60000610351562,218.3000030517578,37595,2022-07-11
2022-07-18,220.39999389648438,220.39999389648438,227.5500030517578,218.10000610351562,227.5500030517578,31906,2022-07-18
2022-07-25,217.35000610351562,217.35000610351562,225.75,213.0500030517578,223.8000030517578,33953,2022-07-25
2022-08-01,216.10000610351562,216.10000610351562,223.8000030517578,213.0,217.35000610351562,70865,2022-08-01
2022-08-08,216.75,216.75,221.0,205.3000030517578,216.10000610351562,30003,2022-08-08
2022-08-15,237.1999969482422,237.1999969482422,244.39999389648438,216.25,216.75,122449,2022-08-15
