Date,Adj Close_MAPMYINDIA.NS,Close_MAPMYINDIA.NS,High_MAPMYINDIA.NS,Low_MAPMYINDIA.NS,Open_MAPMYINDIA.NS,Volume_MAPMYINDIA.NS,Date
2021-12-20,1423.6749267578125,1430.75,1590.0,1282.5999755859375,1565.0,18324387,2021-12-20
2021-12-27,1667.9608154296875,1676.25,1777.0,1402.5999755859375,1419.0,9886727,2021-12-27
2022-01-03,1666.319091796875,1674.5999755859375,1876.4000244140625,1658.0,1689.9000244140625,5829911,2022-01-03
2022-01-10,1726.7188720703125,1735.300048828125,1816.300048828125,1647.3499755859375,1680.0,3194671,2022-01-10
2022-01-17,1598.804443359375,1606.75,1917.4000244140625,1582.9000244140625,1735.0,4349620,2022-01-17
2022-01-24,1344.2694091796875,1350.949951171875,1635.800048828125,1267.050048828125,1600.0,5241916,2022-01-24
2022-01-31,1498.15478515625,1505.5999755859375,1655.0,1345.0999755859375,1377.5999755859375,4510736,2022-01-31
2022-02-07,1466.5616455078125,1473.8499755859375,1547.0,1462.6500244140625,1501.699951171875,1744263,2022-02-07
2022-02-14,1423.923583984375,1431.0,1509.0,1371.550048828125,1440.0,1212925,2022-02-14
2022-02-21,1405.1282958984375,1410.0999755859375,1466.3499755859375,1316.0,1430.0,2008840,2022-02-21
2022-02-28,1447.3289794921875,1452.449951171875,1487.800048828125,1372.199951171875,1400.0,1136208,2022-02-28
2022-03-07,1504.476806640625,1509.800048828125,1539.0,1382.050048828125,1409.0,904989,2022-03-07
2022-03-14,1528.29248046875,1533.699951171875,1616.4000244140625,1452.050048828125,1516.699951171875,1051111,2022-03-14
2022-03-21,1526.299560546875,1531.699951171875,1625.0,1528.0,1555.0,813574,2022-03-21
2022-03-28,1516.6336669921875,1522.0,1557.9000244140625,1451.0,1537.6500244140625,541317,2022-03-28
2022-04-04,1538.9547119140625,1544.4000244140625,1634.0999755859375,1514.050048828125,1529.0,813587,2022-04-04
2022-04-11,1646.12548828125,1651.949951171875,1716.449951171875,1538.050048828125,1544.699951171875,1303000,2022-04-11
2022-04-18,1595.05615234375,1600.699951171875,1644.0,1542.300048828125,1639.0,615685,2022-04-18
2022-04-25,1482.853271484375,1488.0999755859375,1589.699951171875,1475.0,1570.0,724078,2022-04-25
2022-05-02,1404.729736328125,1409.699951171875,1518.949951171875,1398.0999755859375,1468.699951171875,436895,2022-05-02
2022-05-09,1245.2938232421875,1249.699951171875,1401.0,1128.800048828125,1398.0,1277436,2022-05-09
2022-05-16,1320.8763427734375,1325.550048828125,1342.0,1232.25,1250.0,613754,2022-05-16
2022-05-23,1305.77978515625,1310.4000244140625,1357.5,1225.199951171875,1344.0,721529,2022-05-23
2022-05-30,1301.5946044921875,1306.199951171875,1402.5,1292.949951171875,1328.8499755859375,810022,2022-05-30
2022-06-06,1371.6966552734375,1376.550048828125,1393.8499755859375,1281.050048828125,1302.0,448905,2022-06-06
2022-06-13,1249.37939453125,1253.800048828125,1369.0,1240.0,1358.0,337857,2022-06-13
2022-06-20,1303.936279296875,1308.550048828125,1315.449951171875,1188.0,1275.0,391893,2022-06-20
2022-06-27,1399.8470458984375,1404.800048828125,1423.9000244140625,1313.949951171875,1320.0,786735,2022-06-27
2022-07-04,1454.90234375,1460.050048828125,1542.199951171875,1396.449951171875,1410.0,688022,2022-07-04
2022-07-11,1435.72021484375,1440.800048828125,1523.3499755859375,1429.050048828125,1462.0,255508,2022-07-11
2022-07-18,1437.4140625,1442.5,1488.0,1410.0,1442.0,233990,2022-07-18
2022-07-25,1312.20703125,1316.8499755859375,1444.699951171875,1300.5,1444.699951171875,615409,2022-07-25
2022-08-01,1300.44873046875,1305.050048828125,1362.5,1288.050048828125,1329.9000244140625,580434,2022-08-01
2022-08-08,1355.2049560546875,1360.0,1399.0,1305.5999755859375,1334.9000244140625,901133,2022-08-08
2022-08-15,1295.7154541015625,1300.300048828125,1374.0,1297.949951171875,1360.0,513560,2022-08-15
2022-08-22,1276.8321533203125,1281.3499755859375,1305.0,1250.0,1302.0,492795,2022-08-22
2022-08-29,1341.2044677734375,1345.949951171875,1385.9000244140625,1252.0,1253.0,802202,2022-08-29
2022-09-05,1354.9058837890625,1359.699951171875,1388.0,1326.8499755859375,1352.5999755859375,544448,2022-09-05
2022-09-12,1340.3076171875,1345.050048828125,1455.0,1337.0,1362.0999755859375,929856,2022-09-12
2022-09-19,1336.27197265625,1341.0,1407.199951171875,1313.800048828125,1340.0,578689,2022-09-19
2022-09-26,1394.2667236328125,1399.199951171875,1407.800048828125,1294.25,1325.050048828125,412197,2022-09-26
2022-10-03,1385.597412109375,1390.5,1421.199951171875,1369.9000244140625,1396.699951171875,270427,2022-10-03
2022-10-10,1329.1470947265625,1333.8499755859375,1415.800048828125,1323.0,1372.25,222142,2022-10-10
2022-10-17,1322.0223388671875,1326.699951171875,1385.4000244140625,1304.5999755859375,1339.0,268896,2022-10-17
2022-10-24,1310.6126708984375,1315.25,1369.949951171875,1309.0,1326.0,200774,2022-10-24
2022-10-31,1256.454345703125,1260.9000244140625,1337.199951171875,1253.25,1327.25,394381,2022-10-31
2022-11-07,1279.2237548828125,1283.75,1290.0,1216.0,1284.0,296379,2022-11-07
2022-11-14,1209.171630859375,1213.449951171875,1299.0,1200.0,1299.0,454489,2022-11-14
2022-11-21,1185.7545166015625,1189.949951171875,1217.550048828125,1128.0999755859375,1212.5,421460,2022-11-21
2022-11-28,1205.78369140625,1210.050048828125,1226.0,1189.0,1198.25,222313,2022-11-28
2022-12-05,1142.656982421875,1146.699951171875,1224.0,1140.050048828125,1224.0,246920,2022-12-05
2022-12-12,1139.4183349609375,1143.449951171875,1183.8499755859375,1139.449951171875,1151.0,282872,2022-12-12
2022-12-19,1083.21728515625,1087.050048828125,1152.699951171875,1076.5999755859375,1148.800048828125,375138,2022-12-19
2022-12-26,1036.88134765625,1040.550048828125,1134.699951171875,1037.050048828125,1090.0,727125,2022-12-26
2023-01-02,1024.27587890625,1027.9000244140625,1076.0,1022.0,1047.25,401566,2023-01-02
2023-01-09,1068.7186279296875,1072.5,1083.9000244140625,1029.0,1038.800048828125,219349,2023-01-09
2023-01-16,1102.0008544921875,1105.9000244140625,1124.0,1051.300048828125,1073.949951171875,284296,2023-01-16
2023-01-23,1117.047607421875,1121.0,1152.0,1079.0999755859375,1115.0,270896,2023-01-23
2023-01-30,1097.8155517578125,1101.699951171875,1183.199951171875,1086.699951171875,1128.449951171875,351990,2023-01-30
2023-02-06,1095.274658203125,1099.1500244140625,1110.0,1040.550048828125,1110.0,196322,2023-02-06
2023-02-13,1118.89111328125,1122.8499755859375,1148.0,1093.449951171875,1106.0,252503,2023-02-13
2023-02-20,1159.79638671875,1163.9000244140625,1172.0,1115.050048828125,1127.9000244140625,254293,2023-02-20
2023-02-27,1161.540283203125,1165.6500244140625,1175.0,1121.75,1163.9000244140625,224948,2023-02-27
2023-03-06,1188.694091796875,1192.9000244140625,1235.0,1165.1500244140625,1170.0,328586,2023-03-06
2023-03-13,1065.33056640625,1069.0999755859375,1209.449951171875,1060.8499755859375,1192.949951171875,230521,2023-03-13
2023-03-20,1053.372802734375,1057.0999755859375,1103.0,1044.0,1073.949951171875,411162,2023-03-20
2023-03-27,988.8013305664062,992.2999877929688,1062.9000244140625,989.0999755859375,1062.9000244140625,372268,2023-03-27
2023-04-03,1003.4993286132812,1007.0499877929688,1022.3499755859375,991.3499755859375,996.7999877929688,162036,2023-04-03
2023-04-10,1024.47509765625,1028.0999755859375,1040.300048828125,994.9500122070312,1010.0,250707,2023-04-10
2023-04-17,1005.7413940429688,1009.2999877929688,1027.0,1001.0,1023.0499877929688,163545,2023-04-17
2023-04-24,1094.3280029296875,1098.199951171875,1118.0,984.0499877929688,990.0,1915390,2023-04-24
2023-05-01,1090.4915771484375,1094.3499755859375,1126.0,1071.0999755859375,1098.199951171875,246575,2023-05-01
2023-05-08,1063.2379150390625,1067.0,1113.0,1018.5499877929688,1096.0,302825,2023-05-08
2023-05-15,1068.519287109375,1072.300048828125,1099.0,1050.0,1067.0,267149,2023-05-15
2023-05-22,1080.2777099609375,1084.0999755859375,1110.0,1055.0,1077.050048828125,380757,2023-05-22
2023-05-29,1097.0682373046875,1100.949951171875,1126.0,1066.0,1086.949951171875,390292,2023-05-29
2023-06-05,1168.9638671875,1173.0999755859375,1188.0,1100.050048828125,1107.0,1087353,2023-06-05
2023-06-12,1174.3448486328125,1178.5,1208.25,1170.050048828125,1177.0,578835,2023-06-12
2023-06-19,1232.638671875,1237.0,1260.0,1152.5,1186.9000244140625,954875,2023-06-19
2023-06-26,1201.249755859375,1205.5,1275.0,1201.0,1238.0,529668,2023-06-26
2023-07-03,1212.858642578125,1217.1500244140625,1256.949951171875,1176.0,1211.800048828125,531712,2023-07-03
2023-07-10,1422.467041015625,1427.5,1476.699951171875,1200.0999755859375,1217.0,2003317,2023-07-10
2023-07-17,1448.97314453125,1454.0999755859375,1496.4000244140625,1425.199951171875,1470.0,954851,2023-07-17
2023-07-24,1478.7677001953125,1484.0,1524.0,1445.0,1445.0,572889,2023-07-24
2023-07-31,1531.7303466796875,1537.1500244140625,1564.949951171875,1475.1500244140625,1488.800048828125,654185,2023-07-31
2023-08-07,1683.1944580078125,1689.1500244140625,1698.0,1564.050048828125,1600.0,1326079,2023-08-07
2023-08-14,1652.1043701171875,1657.949951171875,1720.0,1614.5999755859375,1689.1500244140625,593339,2023-08-14
2023-08-21,1769.040771484375,1775.300048828125,1788.0,1650.0,1668.0,915361,2023-08-21
2023-08-28,1728.07177734375,1730.699951171875,1798.0,1703.550048828125,1795.0,510504,2023-08-28
