Date,Adj Close_PLASTIBLEN.NS,Close_PLASTIBLEN.NS,High_PLASTIBLEN.NS,Low_PLASTIBLEN.NS,Open_PLASTIBLEN.NS,Volume_PLASTIBLEN.NS,Date
2024-11-18,230.66880798339844,233.3800048828125,250.99000549316406,231.0,237.0,22639,2024-11-18
2024-11-25,245.0695343017578,247.9499969482422,252.8000030517578,232.25,241.5,49054,2024-11-25
2024-12-02,275.8675231933594,279.1099853515625,281.0,245.0,257.29998779296875,63132,2024-12-02
2024-12-09,258.4225769042969,261.4599914550781,289.0,258.8800048828125,287.0,73122,2024-12-09
2024-12-16,240.7008819580078,243.52999877929688,269.0,241.10000610351562,265.9700012207031,52328,2024-12-16
2024-12-23,240.09796142578125,242.9199981689453,254.83999633789062,235.97999572753906,254.8300018310547,35269,2024-12-23
2024-12-30,243.24102783203125,246.10000610351562,264.9800109863281,236.10000610351562,242.11000061035156,91889,2024-12-30
2025-01-06,240.2659912109375,243.08999633789062,252.6300048828125,235.0,252.6300048828125,67209,2025-01-06
2025-01-13,229.08738708496094,231.77999877929688,253.97999572753906,222.5,243.0500030517578,106425,2025-01-13
2025-01-20,221.60533142089844,224.2100067138672,238.6999969482422,221.1999969482422,238.6999969482422,53177,2025-01-20
2025-01-27,222.3663787841797,224.97999572753906,235.99000549316406,202.0,227.0,60969,2025-01-27
2025-02-03,227.1798095703125,229.85000610351562,234.38999938964844,222.6999969482422,223.0,26483,2025-02-03
2025-02-10,202.73709106445312,205.1199951171875,228.9199981689453,201.1999969482422,228.9199981689453,42100,2025-02-10
2025-02-17,201.67953491210938,204.0500030517578,216.97000122070312,195.0,200.0500030517578,37607,2025-02-17
2025-02-24,187.76309204101562,189.97000122070312,206.7899932861328,188.85000610351562,203.97999572753906,34768,2025-02-24
2025-03-03,194.47421264648438,196.75999450683594,201.82000732421875,181.0,189.97000122070312,82950,2025-03-03
2025-03-10,181.69442749023438,183.8300018310547,199.89999389648438,180.0,199.88999938964844,149712,2025-03-10
2025-03-17,193.792236328125,196.07000732421875,204.0,181.0,186.67999267578125,92322,2025-03-17
2025-03-24,178.07693481445312,180.1699981689453,203.0,178.10000610351562,199.99000549316406,252919,2025-03-24
2025-03-31,180.6566162109375,182.77999877929688,190.0,176.85000610351562,180.1699981689453,118968,2025-03-31
2025-04-07,173.9455108642578,175.99000549316406,178.64999389648438,168.6999969482422,175.0,72164,2025-04-07
