Date,Adj Close_MANALIPETC.NS,Close_MANALIPETC.NS,High_MANALIPETC.NS,Low_MANALIPETC.NS,Open_MANALIPETC.NS,Volume_MANALIPETC.NS,Date
2020-07-13,18.565711975097656,20.350000381469727,21.600000381469727,19.850000381469727,20.950000762939453,808195,2020-07-13
2020-07-20,19.249956130981445,21.100000381469727,23.0,19.899999618530273,21.0,3242046,2020-07-20
2020-07-27,18.01832389831543,19.75,21.399999618530273,19.600000381469727,21.25,1171150,2020-07-27
2020-08-03,18.109554290771484,19.850000381469727,21.299999237060547,19.200000762939453,19.799999237060547,2603856,2020-08-03
2020-08-10,18.976259231567383,20.799999237060547,22.450000762939453,19.700000762939453,20.25,3691181,2020-08-10
2020-08-17,20.071043014526367,22.0,22.5,20.25,20.799999237060547,2851658,2020-08-17
2020-08-24,24.35894775390625,26.700000762939453,27.450000762939453,22.100000381469727,22.100000381469727,12973706,2020-08-24
2020-08-31,26.04673957824707,28.549999237060547,29.450000762939453,23.299999237060547,26.899999618530273,15071524,2020-08-31
2020-09-07,25.12016487121582,26.700000762939453,29.850000381469727,24.649999618530273,28.899999618530273,8530036,2020-09-07
2020-09-14,26.108034133911133,27.75,28.0,26.100000381469727,26.950000762939453,3292963,2020-09-14
2020-09-21,28.413068771362305,30.200000762939453,30.700000762939453,23.700000762939453,28.0,11922290,2020-09-21
2020-09-28,31.376678466796875,33.349998474121094,35.79999923706055,30.100000381469727,30.600000381469727,12944842,2020-09-28
2020-10-05,31.611892700195312,33.599998474121094,35.099998474121094,30.700000762939453,33.849998474121094,4569057,2020-10-05
2020-10-12,30.43585205078125,32.349998474121094,36.650001525878906,31.399999618530273,33.75,6080085,2020-10-12
2020-10-19,30.43585205078125,32.349998474121094,33.5,31.5,32.5,3282768,2020-10-19
2020-10-26,29.542062759399414,31.399999618530273,33.0,29.549999237060547,32.349998474121094,3500830,2020-10-26
2020-11-02,30.718103408813477,32.650001525878906,33.29999923706055,29.899999618530273,31.5,2647440,2020-11-02
2020-11-09,29.91839599609375,31.799999237060547,34.0,30.5,32.900001525878906,5788143,2020-11-09
2020-11-16,32.693843841552734,34.75,35.349998474121094,31.299999237060547,31.299999237060547,4907892,2020-11-16
2020-11-23,32.929054260253906,35.0,35.849998474121094,32.75,35.150001525878906,3324340,2020-11-23
2020-11-30,32.176387786865234,34.20000076293945,37.900001525878906,33.349998474121094,35.0,7381963,2020-11-30
2020-12-07,32.22343063354492,34.25,35.25,32.5,34.75,4074689,2020-12-07
2020-12-14,32.31751251220703,34.349998474121094,36.45000076293945,33.5,34.54999923706055,4240653,2020-12-14
2020-12-21,33.30538558959961,35.400001525878906,36.20000076293945,29.549999237060547,34.349998474121094,5115015,2020-12-21
2020-12-28,33.5876350402832,35.70000076293945,37.20000076293945,35.20000076293945,35.75,5355779,2020-12-28
2021-01-04,34.528465270996094,36.70000076293945,38.25,35.20000076293945,36.099998474121094,5198970,2021-01-04
2021-01-11,34.481422424316406,36.650001525878906,38.70000076293945,35.04999923706055,37.0,7229424,2021-01-11
