Date,Adj Close_MACPOWER.NS,Close_MACPOWER.NS,High_MACPOWER.NS,Low_MACPOWER.NS,Open_MACPOWER.NS,Volume_MACPOWER.NS,Date
2020-07-13,57.98033905029297,58.70000076293945,58.70000076293945,56.0,56.150001525878906,3570,2020-07-13
2020-07-20,51.411869049072266,52.04999923706055,58.0,52.04999923706055,58.0,6120,2020-07-20
2020-07-27,46.42378234863281,47.0,52.04999923706055,47.0,52.04999923706055,6120,2020-07-27
2020-08-03,45.83113479614258,46.400001525878906,48.79999923706055,46.400001525878906,47.0,5100,2020-08-03
2020-08-10,51.11554718017578,51.75,55.54999923706055,46.400001525878906,46.400001525878906,33150,2020-08-10
2020-08-17,57.78279113769531,58.5,58.5,49.20000076293945,53.900001525878906,81887,2020-08-17
2020-08-24,73.63601684570312,74.55000305175781,74.55000305175781,61.400001525878906,61.400001525878906,56623,2020-08-24
2020-08-31,77.38941955566406,78.3499984741211,83.55000305175781,72.0999984741211,78.19999694824219,57668,2020-08-31
2020-09-07,78.08085632324219,79.05000305175781,81.1500015258789,72.0999984741211,77.0,37630,2020-09-07
2020-09-14,90.1806640625,91.30000305175781,100.5999984741211,76.5,80.9000015258789,44945,2020-09-14
2020-09-21,72.4013442993164,73.30000305175781,88.4000015258789,70.75,87.5999984741211,31083,2020-09-21
2020-09-28,73.68540954589844,74.5999984741211,84.6500015258789,73.6500015258789,76.44999694824219,13305,2020-09-28
2020-10-05,71.21605682373047,72.0999984741211,76.19999694824219,64.30000305175781,72.5,19455,2020-10-05
2020-10-12,62.86965560913086,63.650001525878906,78.4000015258789,55.79999923706055,78.4000015258789,57312,2020-10-12
2020-10-19,60.05459213256836,60.79999923706055,69.5999984741211,58.45000076293945,63.75,17270,2020-10-19
2020-10-26,59.80765914916992,60.54999923706055,66.19999694824219,56.5,61.5,8399,2020-10-26
2020-11-02,59.90643310546875,60.650001525878906,64.6500015258789,55.650001525878906,63.849998474121094,16401,2020-11-02
2020-11-09,62.67210388183594,63.45000076293945,69.3499984741211,59.5,63.650001525878906,43304,2020-11-09
2020-11-16,61.634979248046875,62.400001525878906,68.0,57.29999923706055,61.900001525878906,45869,2020-11-16
2020-11-23,60.59784698486328,61.349998474121094,65.0,57.150001525878906,63.5,57566,2020-11-23
2020-11-30,65.33900451660156,66.1500015258789,68.0,60.79999923706055,61.349998474121094,29470,2020-11-30
2020-12-07,96.10711669921875,97.30000305175781,105.4000015258789,66.19999694824219,66.19999694824219,237553,2020-12-07
2020-12-14,92.60062408447266,93.75,105.0,91.75,99.0,47783,2020-12-14
2020-12-21,91.06962585449219,92.19999694824219,97.0,79.0,95.0,35094,2020-12-21
2020-12-28,112.70113372802734,114.0999984741211,116.0,86.6500015258789,92.0,81495,2020-12-28
2021-01-04,121.14631652832031,122.6500015258789,126.0,111.0,118.80000305175781,54463,2021-01-04
2021-01-11,107.21917724609375,108.55000305175781,124.8499984741211,108.30000305175781,124.8499984741211,16324,2021-01-11
2021-01-18,108.50324249267578,109.8499984741211,116.80000305175781,107.0,110.0,18005,2021-01-18
2021-01-25,97.63809967041016,98.8499984741211,109.8499984741211,96.0,109.8499984741211,4300,2021-01-25
2021-02-01,95.9095458984375,97.0999984741211,101.75,93.94999694824219,98.0,24337,2021-02-01
2021-02-08,95.81077575683594,97.0,99.80000305175781,91.30000305175781,99.0,8408,2021-02-08
2021-02-15,96.30465698242188,97.5,104.8499984741211,92.69999694824219,101.75,87870,2021-02-15
2021-02-22,92.79817199707031,93.94999694824219,98.0,93.0,97.8499984741211,107204,2021-02-22
2021-03-01,94.67488098144531,95.8499984741211,106.9000015258789,93.94999694824219,93.94999694824219,185035,2021-03-01
2021-03-08,93.98346710205078,95.1500015258789,99.0,91.5,96.5,29222,2021-03-08
2021-03-15,86.9211196899414,88.0,99.80000305175781,82.80000305175781,99.80000305175781,43731,2021-03-15
2021-03-22,87.4643783569336,88.55000305175781,94.69999694824219,83.0999984741211,84.1500015258789,63408,2021-03-22
2021-03-29,91.71165466308594,92.8499984741211,93.0,85.30000305175781,88.55000305175781,19545,2021-03-29
2021-04-05,85.0444107055664,86.0999984741211,95.5,84.4000015258789,93.0,13671,2021-04-05
2021-04-12,85.24197387695312,86.30000305175781,88.80000305175781,85.0999984741211,86.05000305175781,3148,2021-04-12
2021-04-19,85.93338775634766,87.0,89.5,79.25,85.0,38731,2021-04-19
2021-04-26,88.00762939453125,89.0999984741211,99.3499984741211,86.75,87.0,73816,2021-04-26
2021-05-03,84.25422668457031,85.30000305175781,90.8499984741211,82.0,89.5999984741211,44373,2021-05-03
2021-05-10,87.90886688232422,89.0,93.30000305175781,83.1500015258789,89.44999694824219,30554,2021-05-10
2021-05-17,89.43985748291016,90.55000305175781,93.5,84.55000305175781,92.9000015258789,169263,2021-05-17
2021-05-24,108.20692443847656,109.55000305175781,115.4000015258789,90.4000015258789,90.55000305175781,291639,2021-05-24
2021-05-31,103.76209259033203,105.05000305175781,113.0,102.80000305175781,106.55000305175781,200209,2021-05-31
2021-06-07,134.23385620117188,135.89999389648438,142.35000610351562,101.0,113.0,679270,2021-06-07
2021-06-14,137.64157104492188,139.35000610351562,145.0,127.1500015258789,138.64999389648438,184856,2021-06-14
2021-06-21,142.9259796142578,144.6999969482422,157.75,137.0,140.0,235048,2021-06-21
2021-06-28,157.0012664794922,158.9499969482422,164.0,145.5500030517578,148.5,244128,2021-06-28
2021-07-05,165.2489013671875,167.3000030517578,172.14999389648438,158.5,164.6999969482422,168873,2021-07-05
2021-07-12,151.9144287109375,153.8000030517578,170.89999389648438,152.10000610351562,170.64999389648438,145697,2021-07-12
2021-07-19,141.938232421875,143.6999969482422,159.1999969482422,142.1999969482422,156.6999969482422,148523,2021-07-19
2021-07-26,158.53225708007812,160.5,165.9499969482422,133.8000030517578,146.60000610351562,222573,2021-07-26
2021-08-02,203.3756561279297,205.89999389648438,205.89999389648438,158.1999969482422,160.5,332136,2021-08-02
2021-08-09,201.05447387695312,203.5500030517578,226.4499969482422,172.10000610351562,225.10000610351562,436179,2021-08-09
2021-08-16,174.28671264648438,176.4499969482422,214.6999969482422,172.3000030517578,214.6999969482422,152142,2021-08-16
2021-08-23,179.91683959960938,182.14999389648438,189.39999389648438,164.9499969482422,184.35000610351562,99694,2021-08-23
2021-08-30,183.8677978515625,186.14999389648438,190.9499969482422,177.6999969482422,184.0,172609,2021-08-30
2021-09-06,180.75640869140625,183.0,188.8000030517578,178.60000610351562,184.0,79746,2021-09-06
2021-09-13,176.80545043945312,179.0,186.35000610351562,170.0,182.1999969482422,117351,2021-09-13
2021-09-20,171.32350158691406,173.4499969482422,184.6999969482422,170.0,177.0,32376,2021-09-20
2021-09-27,166.9280548095703,169.0,177.39999389648438,164.0,171.3000030517578,35579,2021-09-27
2021-10-04,196.7578125,199.1999969482422,218.5,168.35000610351562,169.25,163915,2021-10-04
