Date,Adj Close_HITECH.NS,Close_HITECH.NS,High_HITECH.NS,Low_HITECH.NS,Open_HITECH.NS,Volume_HITECH.NS,Date
2020-07-13,11.188457489013672,11.225000381469727,11.489999771118164,10.694999694824219,10.869999885559082,163450,2020-07-13
2020-07-20,10.979142189025879,11.015000343322754,11.75,10.71500015258789,10.824999809265137,1057550,2020-07-20
2020-07-27,11.108718872070312,11.145000457763672,11.494999885559082,10.640000343322754,11.0600004196167,405130,2020-07-27
2020-08-03,10.74989128112793,10.78499984741211,11.210000038146973,10.5,10.53499984741211,547400,2020-08-03
2020-08-10,11.337969779968262,11.375,11.979999542236328,10.760000228881836,10.760000228881836,640610,2020-08-10
2020-08-17,14.158756256103516,14.204999923706055,15.5,11.364999771118164,12.899999618530273,4447450,2020-08-17
2020-08-24,13.097224235534668,13.140000343322754,15.199999809265137,12.625,14.199999809265137,1098290,2020-08-24
2020-08-31,12.185202598571777,12.225000381469727,13.630000114440918,10.9399995803833,13.145000457763672,276850,2020-08-31
2020-09-07,11.79647159576416,11.835000038146973,12.569999694824219,10.989999771118164,12.194999694824219,469590,2020-09-07
2020-09-14,11.766570091247559,11.805000305175781,12.585000038146973,11.600000381469727,12.479999542236328,395800,2020-09-14
2020-09-21,10.681806564331055,10.694999694824219,12.279999732971191,10.109999656677246,11.864999771118164,291180,2020-09-21
2020-09-28,12.06509780883789,12.079999923706055,13.470000267028809,10.21500015258789,10.6899995803833,1042830,2020-09-28
2020-10-05,11.630635261535645,11.645000457763672,12.295000076293945,11.319999694824219,12.0,147210,2020-10-05
2020-10-12,11.340991973876953,11.354999542236328,11.75,10.71500015258789,11.744999885559082,148540,2020-10-12
2020-10-19,11.610658645629883,11.625,12.279999732971191,10.494999885559082,11.104999542236328,240370,2020-10-19
2020-10-26,12.869105339050293,12.885000228881836,13.449999809265137,11.800000190734863,11.805000305175781,1116860,2020-10-26
2020-11-02,12.988957405090332,13.005000114440918,14.295000076293945,11.770000457763672,13.15999984741211,932160,2020-11-02
2020-11-09,13.06885814666748,13.085000038146973,13.899999618530273,12.329999923706055,12.600000381469727,677940,2020-11-09
2020-11-16,14.192469596862793,14.210000038146973,14.670000076293945,12.614999771118164,12.944999694824219,1151010,2020-11-16
2020-11-23,16.0551700592041,16.075000762939453,16.799999237060547,14.005000114440918,14.585000038146973,2440230,2020-11-23
2020-11-30,18.447214126586914,18.469999313354492,18.684999465942383,15.300000190734863,16.075000762939453,2777890,2020-11-30
2020-12-07,19.46096420288086,19.485000610351562,20.489999771118164,18.5,18.5,4004930,2020-12-07
2020-12-14,19.97532844543457,20.0,20.885000228881836,17.899999618530273,19.94499969482422,3556400,2020-12-14
2020-12-21,20.43476104736328,20.459999084472656,22.0,17.514999389648438,20.024999618530273,3420090,2020-12-21
2020-12-28,20.230012893676758,20.2549991607666,21.0,19.565000534057617,20.024999618530273,2538090,2020-12-28
2021-01-04,26.7519588470459,26.78499984741211,27.239999771118164,19.489999771118164,20.5049991607666,9971810,2021-01-04
2021-01-11,26.427356719970703,26.459999084472656,27.700000762939453,25.225000381469727,26.809999465942383,3340760,2021-01-11
2021-01-18,25.049060821533203,25.079999923706055,27.200000762939453,24.28499984741211,26.05500030517578,3831680,2021-01-18
2021-01-25,24.994129180908203,25.024999618530273,26.84000015258789,23.9950008392334,26.834999084472656,1794320,2021-01-25
2021-02-01,27.935495376586914,27.969999313354492,29.424999237060547,24.31999969482422,26.899999618530273,3484150,2021-02-01
2021-02-08,27.905534744262695,27.940000534057617,30.415000915527344,27.100000381469727,30.0,7880870,2021-02-08
2021-02-15,31.62094497680664,31.65999984741211,32.79999923706055,27.704999923706055,28.59000015258789,4878430,2021-02-15
2021-02-22,32.67964172363281,32.720001220703125,33.904998779296875,31.0049991607666,31.65999984741211,2905700,2021-02-22
2021-03-01,34.94683837890625,34.9900016784668,36.470001220703125,32.810001373291016,32.974998474121094,4624190,2021-03-01
2021-03-08,35.955589294433594,36.0,36.29999923706055,33.505001068115234,34.505001068115234,4213940,2021-03-08
2021-03-15,36.934383392333984,36.97999954223633,38.334999084472656,35.005001068115234,36.5,3776290,2021-03-15
2021-03-22,38.48246765136719,38.529998779296875,39.66999816894531,35.779998779296875,36.189998626708984,4103910,2021-03-22
2021-03-29,40.1653938293457,40.21500015258789,40.63999938964844,38.33000183105469,38.529998779296875,2205490,2021-03-29
2021-04-05,39.50620651245117,39.55500030517578,41.130001068115234,38.935001373291016,40.75,3081730,2021-04-05
2021-04-12,37.3938102722168,37.439998626708984,39.58000183105469,34.40999984741211,39.58000183105469,2415630,2021-04-12
2021-04-19,37.0642204284668,37.11000061035156,38.96500015258789,35.55500030517578,37.439998626708984,2361490,2021-04-19
2021-04-26,36.99930191040039,37.04499816894531,39.77000045776367,36.564998626708984,37.095001220703125,3966360,2021-04-26
2021-05-03,36.75959777832031,36.80500030517578,38.79999923706055,36.0,38.79999923706055,3165630,2021-05-03
2021-05-10,35.955589294433594,36.0,37.400001525878906,33.4900016784668,37.400001525878906,2120250,2021-05-10
2021-05-17,39.361385345458984,39.40999984741211,40.06999969482422,36.29999923706055,36.55500030517578,3270410,2021-05-17
2021-05-24,40.644798278808594,40.69499969482422,44.584999084472656,39.4900016784668,39.880001068115234,9030700,2021-05-24
2021-05-31,42.72722625732422,42.779998779296875,42.935001373291016,39.20000076293945,41.400001525878906,3380880,2021-05-31
2021-06-07,40.89948654174805,40.95000076293945,43.92499923706055,40.5,42.0,4311670,2021-06-07
2021-06-14,40.859535217285156,40.90999984741211,42.09000015258789,40.29999923706055,41.79499816894531,1858760,2021-06-14
2021-06-21,41.548683166503906,41.599998474121094,42.34000015258789,39.505001068115234,41.0,3638420,2021-06-21
2021-06-28,41.32395935058594,41.375,42.790000915527344,40.28499984741211,41.79999923706055,2902820,2021-06-28
2021-07-05,49.14430236816406,49.20500183105469,50.55500030517578,41.244998931884766,41.244998931884766,8035550,2021-07-05
2021-07-12,51.93085861206055,51.994998931884766,52.900001525878906,49.0099983215332,49.61000061035156,5456440,2021-07-12
2021-07-19,61.42413330078125,61.5,61.900001525878906,51.654998779296875,51.75,5763450,2021-07-19
2021-07-26,69.68891906738281,69.7750015258789,76.0,61.01499938964844,62.119998931884766,10151500,2021-07-26
2021-08-02,62.3330078125,62.40999984741211,72.0,58.02000045776367,69.99500274658203,6288490,2021-08-02
2021-08-09,58.39287185668945,58.46500015258789,68.0,55.03499984741211,62.5,4253870,2021-08-09
2021-08-16,52.74984359741211,52.814998626708984,58.48500061035156,52.0,57.0,2479160,2021-08-16
2021-08-23,56.34540939331055,56.415000915527344,58.400001525878906,48.244998931884766,54.5,4707210,2021-08-23
2021-08-30,55.656253814697266,55.724998474121094,65.55500030517578,54.779998779296875,56.47999954223633,2619000,2021-08-30
2021-09-06,56.19559097290039,56.26499938964844,56.5,53.54999923706055,56.185001373291016,1840880,2021-09-06
2021-09-13,61.42913055419922,61.505001068115234,67.30000305175781,55.775001525878906,57.97999954223633,7302130,2021-09-13
2021-09-20,59.62135696411133,59.69499969482422,62.20000076293945,56.73500061035156,61.29999923706055,1943470,2021-09-20
2021-09-27,58.40785598754883,58.47999954223633,60.900001525878906,56.36000061035156,60.900001525878906,1045800,2021-09-27
2021-10-04,58.28301239013672,58.35499954223633,60.94499969482422,56.5,57.60499954223633,1677040,2021-10-04
2021-10-11,57.344173431396484,57.415000915527344,59.755001068115234,57.29999923706055,57.834999084472656,818210,2021-10-11
2021-10-18,61.49904251098633,61.57500076293945,65.0,58.025001525878906,58.599998474121094,3633610,2021-10-18
2021-10-25,60.91476058959961,60.9900016784668,64.0,58.494998931884766,61.599998474121094,1507790,2021-10-25
2021-11-01,61.05957794189453,61.1349983215332,63.0,58.14500045776367,61.599998474121094,1355520,2021-11-01
2021-11-08,62.06333923339844,62.13999938964844,64.44000244140625,61.18000030517578,62.20000076293945,2307360,2021-11-08
2021-11-15,60.6850471496582,60.7599983215332,63.0,60.28499984741211,62.95000076293945,1306100,2021-11-15
2021-11-22,57.85853576660156,57.93000030517578,61.970001220703125,56.775001525878906,61.5,1501600,2021-11-22
2021-11-29,54.9471321105957,55.01499938964844,58.040000915527344,53.040000915527344,56.994998931884766,975330,2021-11-29
2021-12-06,55.06199264526367,55.130001068115234,58.79999923706055,53.70000076293945,55.29999923706055,1182100,2021-12-06
2021-12-13,56.02579879760742,56.095001220703125,58.2400016784668,55.0,56.0,1641310,2021-12-13
2021-12-20,50.168033599853516,50.22999954223633,55.47999954223633,49.54999923706055,54.98500061035156,2400560,2021-12-20
2021-12-27,53.65871810913086,53.724998474121094,56.599998474121094,49.505001068115234,51.70000076293945,1764270,2021-12-27
2022-01-03,62.0533561706543,62.130001068115234,62.900001525878906,53.220001220703125,53.220001220703125,3677550,2022-01-03
2022-01-10,61.47906494140625,61.55500030517578,64.26000213623047,60.0,63.0,2586160,2022-01-10
2022-01-17,59.27178955078125,59.345001220703125,62.3849983215332,57.630001068115234,61.810001373291016,1904880,2022-01-17
2022-01-24,56.530174255371094,56.599998474121094,59.54499816894531,56.310001373291016,59.34000015258789,1134940,2022-01-24
2022-01-31,54.402801513671875,54.470001220703125,58.79999923706055,54.1150016784668,57.994998931884766,758600,2022-01-31
2022-02-07,57.32918930053711,57.400001525878906,60.400001525878906,52.0,54.470001220703125,1787190,2022-02-07
2022-02-14,55.0569953918457,55.125,58.0,54.540000915527344,58.0,628590,2022-02-14
2022-02-21,54.00829315185547,54.07500076293945,57.20000076293945,50.18000030517578,55.005001068115234,1765470,2022-02-21
2022-02-28,51.53135299682617,51.595001220703125,57.900001525878906,50.314998626708984,53.625,2497490,2022-02-28
2022-03-07,51.80101776123047,51.8650016784668,53.400001525878906,49.80500030517578,49.80500030517578,1277620,2022-03-07
2022-03-14,51.98079299926758,52.04499816894531,52.900001525878906,50.650001525878906,52.209999084472656,1162370,2022-03-14
2022-03-21,51.59127426147461,51.654998779296875,54.0,50.904998779296875,52.70000076293945,1522810,2022-03-21
2022-03-28,51.5213623046875,51.584999084472656,52.31999969482422,50.10499954223633,51.654998779296875,1300810,2022-03-28
2022-04-04,53.27919387817383,53.345001220703125,55.10499954223633,51.404998779296875,52.29499816894531,991020,2022-04-04
2022-04-11,55.86100387573242,55.93000030517578,57.0,51.099998474121094,53.755001068115234,2134750,2022-04-11
2022-04-18,63.19194793701172,63.27000045776367,64.5,54.5,55.70000076293945,3314840,2022-04-18
2022-04-25,61.14447784423828,61.220001220703125,66.97000122070312,60.42499923706055,62.505001068115234,2650740,2022-04-25
2022-05-02,57.783626556396484,57.85499954223633,63.900001525878906,57.0,61.68000030517578,2729920,2022-05-02
2022-05-09,54.427772521972656,54.494998931884766,60.935001373291016,51.09000015258789,57.5,3358590,2022-05-09
2022-05-16,54.59257125854492,54.65999984741211,57.95000076293945,51.650001525878906,55.5,3097310,2022-05-16
2022-05-23,52.65496063232422,52.720001220703125,55.4900016784668,51.709999084472656,55.400001525878906,2834060,2022-05-23
2022-05-30,49.029441833496094,49.09000015258789,52.814998626708984,48.29999923706055,52.814998626708984,2752330,2022-05-30
2022-06-06,45.1292610168457,45.185001373291016,49.29999923706055,44.1349983215332,48.0,1944910,2022-06-06
2022-06-13,39.96063995361328,40.0099983215332,45.0,39.599998474121094,43.900001525878906,1478030,2022-06-13
2022-06-20,41.69350051879883,41.744998931884766,42.5,39.31999969482422,41.0,1714810,2022-06-20
