Date,Adj Close_GESHIP.NS,Close_GESHIP.NS,High_GESHIP.NS,Low_GESHIP.NS,Open_GESHIP.NS,Volume_GESHIP.NS,Date
2020-07-13,184.19932556152344,215.64999389648438,222.0,212.0500030517578,218.0,1860255,2020-07-13
2020-07-20,183.72950744628906,215.10000610351562,228.6999969482422,211.1999969482422,216.10000610351562,2073435,2020-07-20
2020-07-27,193.33880615234375,226.35000610351562,238.8000030517578,209.0,216.0,3069548,2020-07-27
2020-08-03,233.05718994140625,272.8500061035156,283.95001220703125,228.39999389648438,228.39999389648438,4783849,2020-08-03
2020-08-10,221.56874084472656,259.3999938964844,282.70001220703125,257.5,282.70001220703125,667667,2020-08-10
2020-08-17,238.3102569580078,279.0,293.95001220703125,258.6000061035156,261.0,1813665,2020-08-17
2020-08-24,232.16029357910156,271.79998779296875,283.0,270.0,281.45001220703125,700635,2020-08-24
2020-08-31,210.89175415039062,246.89999389648438,276.1499938964844,235.0,275.3500061035156,1759705,2020-08-31
2020-09-07,222.08123779296875,260.0,264.75,240.5500030517578,248.0,1419588,2020-09-07
2020-09-14,215.20526123046875,251.9499969482422,269.1000061035156,245.0,264.3999938964844,886038,2020-09-14
2020-09-21,207.09075927734375,242.4499969482422,258.45001220703125,236.25,250.0,481376,2020-09-21
2020-09-28,201.96575927734375,236.4499969482422,246.6999969482422,231.64999389648438,245.0,315903,2020-09-28
2020-10-05,194.5346221923828,227.75,244.6999969482422,226.60000610351562,239.89999389648438,366581,2020-10-05
2020-10-12,200.77000427246094,235.0500030517578,236.0,210.75,230.60000610351562,993961,2020-10-12
2020-10-19,192.0575408935547,224.85000610351562,240.4499969482422,216.10000610351562,238.0,1114675,2020-10-19
2020-10-26,191.92942810058594,224.6999969482422,236.6999969482422,221.5,226.64999389648438,1077738,2020-10-26
2020-11-02,190.98988342285156,223.60000610351562,230.35000610351562,215.1999969482422,228.89999389648438,846446,2020-11-02
2020-11-09,204.86993408203125,239.85000610351562,242.9499969482422,220.6999969482422,227.9499969482422,1240967,2020-11-09
2020-11-16,211.1480255126953,247.1999969482422,258.79998779296875,239.14999389648438,239.85000610351562,883700,2020-11-16
2020-11-23,215.67506408691406,252.5,261.0,245.5,250.4499969482422,1431303,2020-11-23
2020-11-30,242.28208923339844,283.6499938964844,290.0,252.5,252.5,2336248,2020-11-30
2020-12-07,243.13619995117188,284.6499938964844,298.29998779296875,274.04998779296875,290.0,5260543,2020-12-07
2020-12-14,229.38426208496094,268.54998779296875,294.0,265.1000061035156,285.70001220703125,2362818,2020-12-14
2020-12-21,219.7322998046875,257.25,269.6499938964844,237.9499969482422,268.0,836192,2020-12-21
2020-12-28,231.17799377441406,270.6499938964844,278.0,257.25,258.0,955200,2020-12-28
2021-01-04,237.49879455566406,278.04998779296875,283.6000061035156,271.3999938964844,274.0,1292330,2021-01-04
2021-01-11,236.0040283203125,276.29998779296875,289.6000061035156,273.45001220703125,282.0,1267483,2021-01-11
2021-01-18,220.41561889648438,258.04998779296875,276.29998779296875,254.85000610351562,275.95001220703125,491354,2021-01-18
2021-01-25,222.63645935058594,260.6499938964844,270.0,249.35000610351562,260.29998779296875,1443784,2021-01-25
2021-02-01,223.6614227294922,261.8500061035156,270.79998779296875,255.0,265.0,892141,2021-02-01
2021-02-08,219.0916748046875,256.5,266.0,249.60000610351562,262.0,2207331,2021-02-08
2021-02-15,227.6759796142578,266.54998779296875,278.8999938964844,255.9499969482422,261.6499938964844,1787181,2021-02-15
2021-02-22,268.33392333984375,314.1499938964844,335.0,261.0,267.8500061035156,5164637,2021-02-22
2021-03-01,262.6964111328125,307.54998779296875,339.95001220703125,304.75,315.8999938964844,3112693,2021-03-01
2021-03-08,272.64739990234375,319.20001220703125,332.6000061035156,309.5,309.54998779296875,1289131,2021-03-08
2021-03-15,257.3152770996094,301.25,339.8999938964844,300.0,322.45001220703125,1416666,2021-03-15
2021-03-22,262.3121032714844,307.1000061035156,324.79998779296875,301.3999938964844,304.0,901989,2021-03-22
2021-03-29,269.1454162597656,315.1000061035156,326.75,301.25,307.1000061035156,661948,2021-03-29
2021-04-05,261.88507080078125,306.6000061035156,316.0,296.1499938964844,312.54998779296875,793345,2021-04-05
2021-04-12,255.3934783935547,299.0,303.04998779296875,262.79998779296875,300.5,687343,2021-04-12
2021-04-19,251.29347229003906,294.20001220703125,306.70001220703125,284.04998779296875,290.04998779296875,1271686,2021-04-19
2021-04-26,268.9745178222656,314.8999938964844,324.0,282.3999938964844,299.0,4184570,2021-04-26
2021-05-03,328.4666748046875,384.54998779296875,418.79998779296875,311.04998779296875,314.70001220703125,13113587,2021-05-03
2021-05-10,339.82696533203125,397.8500061035156,404.79998779296875,366.75,388.20001220703125,2641488,2021-05-10
2021-05-17,344.9946594238281,403.8999938964844,429.6499938964844,395.0,414.0,2696219,2021-05-17
2021-05-24,354.006103515625,414.45001220703125,427.79998779296875,399.95001220703125,409.25,2344919,2021-05-24
2021-05-31,362.12054443359375,423.95001220703125,445.0,408.0,416.5,3314122,2021-05-31
2021-06-07,341.7062072753906,400.04998779296875,427.95001220703125,395.0,427.95001220703125,1993275,2021-06-07
2021-06-14,344.90924072265625,403.79998779296875,424.0,392.29998779296875,397.70001220703125,3993350,2021-06-14
2021-06-21,326.6302490234375,382.3999938964844,413.5,381.0,399.0,1796070,2021-06-21
2021-06-28,327.9115295410156,383.8999938964844,396.0,381.04998779296875,384.0,1109053,2021-06-28
2021-07-05,315.5689697265625,369.45001220703125,388.8999938964844,368.54998779296875,386.8999938964844,1105361,2021-07-05
2021-07-12,324.92193603515625,380.3999938964844,391.0,368.6000061035156,374.3999938964844,3046430,2021-07-12
2021-07-19,309.20538330078125,362.0,387.5,359.75,381.0,1339091,2021-07-19
2021-07-26,297.4174499511719,340.0,379.75,334.29998779296875,353.20001220703125,3396879,2021-07-26
2021-08-02,277.99786376953125,317.79998779296875,348.0,312.20001220703125,340.1000061035156,2434089,2021-08-02
2021-08-09,272.4868469238281,311.5,322.1499938964844,300.0,318.95001220703125,3970374,2021-08-09
2021-08-16,260.02166748046875,297.25,317.54998779296875,293.70001220703125,313.79998779296875,1200859,2021-08-16
2021-08-23,292.6938781738281,334.6000061035156,352.0,287.1000061035156,300.8999938964844,5949755,2021-08-23
2021-08-30,314.65020751953125,359.70001220703125,370.0,328.70001220703125,336.8999938964844,4091340,2021-08-30
2021-09-06,309.53289794921875,353.8500061035156,367.8999938964844,351.3999938964844,364.8999938964844,1261472,2021-09-06
2021-09-13,329.0837097167969,376.20001220703125,379.20001220703125,352.95001220703125,356.1000061035156,3775589,2021-09-13
2021-09-20,317.6681213378906,363.1499938964844,374.0,351.20001220703125,370.0,1475185,2021-09-20
2021-09-27,321.2546081542969,367.25,375.70001220703125,351.1000061035156,365.5,1296663,2021-09-27
2021-10-04,323.0478820800781,369.29998779296875,382.25,366.0,370.0,3435627,2021-10-04
2021-10-11,313.5567932128906,358.45001220703125,376.8999938964844,356.3500061035156,371.70001220703125,1398947,2021-10-11
2021-10-18,277.6479187011719,317.3999938964844,361.70001220703125,314.29998779296875,360.0,1605642,2021-10-18
2021-10-25,281.6281433105469,321.95001220703125,334.3500061035156,310.79998779296875,319.5,1104510,2021-10-25
2021-11-01,299.86676025390625,342.79998779296875,349.79998779296875,326.1000061035156,326.79998779296875,1297438,2021-11-01
2021-11-08,291.86279296875,333.6499938964844,352.1000061035156,329.25,347.0,760404,2021-11-08
2021-11-15,282.94610595703125,319.20001220703125,335.5,316.8999938964844,335.5,465754,2021-11-15
2021-11-22,274.03753662109375,309.1499938964844,324.3999938964844,307.5,324.3999938964844,480905,2021-11-22
2021-11-29,263.0015869140625,296.70001220703125,312.3999938964844,291.29998779296875,307.0,798538,2021-11-29
2021-12-06,269.78265380859375,304.3500061035156,309.70001220703125,292.8999938964844,298.29998779296875,1116523,2021-12-06
2021-12-13,245.84933471679688,277.3500061035156,309.1499938964844,275.04998779296875,305.6499938964844,793109,2021-12-13
2021-12-20,261.6275939941406,295.1499938964844,299.95001220703125,265.0,276.0,5295266,2021-12-20
2021-12-27,264.33123779296875,298.20001220703125,301.29998779296875,285.5,295.1499938964844,3449420,2021-12-27
2022-01-03,271.0236511230469,305.75,308.95001220703125,294.6000061035156,298.8999938964844,1991782,2022-01-03
2022-01-10,278.2923583984375,313.95001220703125,316.5,305.20001220703125,307.8999938964844,1326769,2022-01-10
2022-01-17,279.1787414550781,314.95001220703125,325.6000061035156,311.1000061035156,314.8999938964844,1157856,2022-01-17
2022-01-24,276.3421936035156,311.75,325.0,301.0,320.0,1016397,2022-01-24
2022-01-31,281.97100830078125,318.1000061035156,320.5,308.8500061035156,314.0,590738,2022-01-31
2022-02-07,285.0734558105469,321.6000061035156,323.3500061035156,315.0,319.79998779296875,1237948,2022-02-07
2022-02-14,280.995849609375,317.0,325.6499938964844,304.5,319.5,1483475,2022-02-14
2022-02-21,283.7881774902344,320.1499938964844,322.0,305.95001220703125,314.1000061035156,1796690,2022-02-21
2022-02-28,277.40594482421875,312.95001220703125,332.0,304.1499938964844,319.0,1184176,2022-02-28
2022-03-07,304.04290771484375,343.0,351.0,304.0,310.3500061035156,1865756,2022-03-07
2022-03-14,306.1702575683594,345.3999938964844,367.20001220703125,340.5,343.79998779296875,1382049,2022-03-14
2022-03-21,306.92376708984375,346.25,350.3500061035156,330.0,347.20001220703125,1196406,2022-03-21
2022-03-28,309.671630859375,349.3500061035156,353.0,340.0,348.0,578342,2022-03-28
2022-04-04,323.58856201171875,365.04998779296875,366.20001220703125,344.29998779296875,350.54998779296875,758153,2022-04-04
2022-04-11,320.5304260253906,361.6000061035156,375.6499938964844,361.1000061035156,366.0,782602,2022-04-11
2022-04-18,365.8265380859375,412.70001220703125,424.3500061035156,358.0,361.6000061035156,4095285,2022-04-18
2022-04-25,343.48870849609375,387.5,437.95001220703125,375.6000061035156,405.1000061035156,3036501,2022-04-25
2022-05-02,336.5745544433594,379.70001220703125,388.0,364.54998779296875,384.0,684627,2022-05-02
2022-05-09,335.5552673339844,378.54998779296875,389.3500061035156,356.3999938964844,373.8999938964844,1603017,2022-05-09
2022-05-16,376.6408996582031,424.8999938964844,445.0,381.8999938964844,381.8999938964844,3148338,2022-05-16
2022-05-23,365.3424377441406,406.5,437.79998779296875,391.0,425.8999938964844,1609998,2022-05-23
2022-05-30,367.3196105957031,408.70001220703125,416.45001220703125,386.45001220703125,408.0,1537861,2022-05-30
2022-06-06,355.0067138671875,395.0,427.0,391.0,408.5,1291879,2022-06-06
2022-06-13,355.905517578125,396.0,402.0,371.1000061035156,388.5,1190325,2022-06-13
2022-06-20,332.8075866699219,370.29998779296875,398.8500061035156,362.25,396.0,1099078,2022-06-20
2022-06-27,351.4117126464844,391.0,403.5,360.04998779296875,375.5,2195731,2022-06-27
2022-07-04,364.84808349609375,405.95001220703125,417.1000061035156,387.1499938964844,388.1000061035156,1244296,2022-07-04
2022-07-11,353.0295104980469,392.79998779296875,420.0,383.25,405.95001220703125,1070104,2022-07-11
2022-07-18,412.4819030761719,458.95001220703125,466.95001220703125,393.8500061035156,394.8999938964844,6279413,2022-07-18
2022-07-25,426.1878356933594,474.20001220703125,487.0,448.3999938964844,460.1000061035156,3688018,2022-07-25
2022-08-01,455.8017272949219,507.1499938964844,526.9500122070312,472.54998779296875,478.0,4870497,2022-08-01
2022-08-08,470.9007873535156,523.9500122070312,532.2999877929688,507.6000061035156,509.0,1666312,2022-08-08
2022-08-15,469.9863586425781,517.5,527.0,508.0,523.9500122070312,1539098,2022-08-15
2022-08-22,500.3196716308594,550.9000244140625,571.0,514.6500244140625,518.0,3622767,2022-08-22
2022-08-29,514.7598266601562,566.7999877929688,583.9500122070312,525.5499877929688,525.5499877929688,1928796,2022-08-29
2022-09-05,480.2033996582031,528.75,570.0,518.1500244140625,566.0,2764969,2022-09-05
2022-09-12,493.50836181640625,543.4000244140625,552.0,510.29998779296875,528.75,2373791,2022-09-12
2022-09-19,475.70782470703125,523.7999877929688,550.1500244140625,513.0499877929688,538.5,885457,2022-09-19
2022-09-26,490.8292541503906,540.4500122070312,547.9000244140625,478.6499938964844,516.0,3199855,2022-09-26
2022-10-03,504.72442626953125,555.75,562.0,528.0499877929688,539.6500244140625,1485255,2022-10-03
2022-10-10,466.8076171875,514.0,552.0,499.6000061035156,552.0,1259747,2022-10-10
2022-10-17,470.16796875,517.7000122070312,538.9500122070312,499.8500061035156,511.0,1723735,2022-10-17
2022-10-24,498.54876708984375,548.9500122070312,557.9000244140625,505.54998779296875,516.5,1258758,2022-10-24
2022-10-31,503.6346130371094,554.5499877929688,570.0,545.3499755859375,554.0,1520288,2022-10-31
2022-11-07,527.0203857421875,580.2999877929688,611.0,555.0,557.3499755859375,3417076,2022-11-07
2022-11-14,566.390380859375,623.6500244140625,639.5,591.1500244140625,607.0,3549659,2022-11-14
2022-11-21,605.2605590820312,666.4500122070312,672.0,624.75,625.0,2061290,2022-11-21
2022-11-28,637.5130004882812,693.9500122070312,709.9000244140625,652.5,675.4000244140625,2915148,2022-11-28
2022-12-05,624.3299560546875,679.5999755859375,708.8499755859375,671.4500122070312,697.0499877929688,1168033,2022-12-05
2022-12-12,642.9331665039062,699.8499755859375,734.0,677.0499877929688,679.5999755859375,2348553,2022-12-12
2022-12-19,597.6424560546875,650.5499877929688,748.9000244140625,637.6500244140625,699.5499877929688,2814705,2022-12-19
2022-12-26,616.337646484375,670.9000244140625,693.2000122070312,633.0,641.5499877929688,915474,2022-12-26
2023-01-02,595.2080078125,647.9000244140625,684.8499755859375,640.5,670.9000244140625,963931,2023-01-02
2023-01-09,571.6441040039062,622.25,667.8499755859375,616.0,651.1500244140625,1083882,2023-01-09
2023-01-16,581.6116333007812,633.0999755859375,656.9500122070312,617.5,617.5,1155369,2023-01-16
2023-01-23,575.9618530273438,626.9500122070312,649.5,620.2999877929688,633.4500122070312,557452,2023-01-23
2023-01-30,591.2578125,643.5999755859375,673.0,611.0,623.8499755859375,1420526,2023-01-30
2023-02-06,569.2096557617188,619.5999755859375,648.5,604.7000122070312,644.9500122070312,998956,2023-02-06
2023-02-13,547.9570922851562,589.5,613.5499877929688,548.7000122070312,604.4000244140625,1977801,2023-02-13
2023-02-20,533.3634643554688,573.7999877929688,602.7000122070312,562.0,589.0,861446,2023-02-20
2023-02-27,538.9406127929688,579.7999877929688,612.0,532.25,573.5,2647138,2023-02-27
2023-03-06,563.6661987304688,606.4000244140625,626.75,575.1500244140625,588.0,1331825,2023-03-06
2023-03-13,552.9766235351562,594.9000244140625,602.7999877929688,566.0,599.0999755859375,1436248,2023-03-13
2023-03-20,580.444091796875,624.4500122070312,631.0,579.1500244140625,590.0,1929789,2023-03-20
2023-03-27,599.1275634765625,644.5499877929688,659.9000244140625,610.4500122070312,624.4500122070312,1449065,2023-03-27
2023-04-03,600.9866333007812,646.5499877929688,654.9000244140625,623.6500244140625,651.9000244140625,770405,2023-04-03
2023-04-10,602.2880859375,647.9500122070312,666.0,640.1500244140625,652.0,1622843,2023-04-10
2023-04-17,594.3870849609375,639.4500122070312,668.0,625.5499877929688,646.75,949299,2023-04-17
2023-04-24,629.8485717773438,677.5999755859375,679.5,630.0,640.0,1003407,2023-04-24
2023-05-01,609.3988647460938,655.5999755859375,690.0499877929688,645.5499877929688,677.5999755859375,707979,2023-05-01
2023-05-08,629.0584716796875,676.75,687.0,650.0,658.9000244140625,830946,2023-05-08
2023-05-15,633.0088500976562,681.0,741.3499755859375,676.0999755859375,703.2000122070312,3410986,2023-05-15
2023-05-22,625.6656494140625,673.0999755859375,686.5999755859375,660.0,682.0,1172761,2023-05-22
2023-05-29,646.9801025390625,686.7999877929688,695.7999877929688,666.9500122070312,676.4500122070312,798434,2023-05-29
2023-06-05,679.338623046875,721.1500244140625,733.0,677.5,690.0,2051985,2023-06-05
2023-06-12,711.1790161132812,754.9500122070312,791.1500244140625,711.0,732.0,3863894,2023-06-12
2023-06-19,661.345947265625,702.0499877929688,765.0,692.2000122070312,759.5,1407023,2023-06-19
2023-06-26,699.4508056640625,742.5,755.0999755859375,705.5999755859375,706.0,1039139,2023-06-26
