Date,Adj Close_ZENITHEXPO.NS,Close_ZENITHEXPO.NS,High_ZENITHEXPO.NS,Low_ZENITHEXPO.NS,Open_ZENITHEXPO.NS,Volume_ZENITHEXPO.NS,Date
2020-07-13,36.79999923706055,36.79999923706055,38.0,35.099998474121094,35.099998474121094,2348,2020-07-13
2020-07-20,37.5,37.5,38.150001525878906,34.95000076293945,36.099998474121094,2103,2020-07-20
2020-07-27,35.599998474121094,35.599998474121094,37.599998474121094,34.04999923706055,36.099998474121094,2881,2020-07-27
2020-08-03,39.400001525878906,39.400001525878906,40.04999923706055,33.29999923706055,36.79999923706055,9795,2020-08-03
2020-08-10,45.95000076293945,45.95000076293945,46.650001525878906,37.75,40.0,10089,2020-08-10
2020-08-17,43.650001525878906,43.650001525878906,46.650001525878906,41.349998474121094,43.400001525878906,2482,2020-08-17
2020-08-24,43.400001525878906,43.400001525878906,46.0,41.25,43.650001525878906,4579,2020-08-24
2020-08-31,42.04999923706055,42.04999923706055,46.5,41.099998474121094,43.0,4308,2020-08-31
2020-09-07,41.400001525878906,41.400001525878906,44.79999923706055,39.54999923706055,44.79999923706055,6111,2020-09-07
2020-09-14,41.54999923706055,41.54999923706055,43.900001525878906,39.5,41.0,3771,2020-09-14
2020-09-21,42.29999923706055,42.29999923706055,42.900001525878906,37.25,41.54999923706055,2464,2020-09-21
2020-09-28,39.650001525878906,39.650001525878906,41.900001525878906,39.45000076293945,41.20000076293945,466,2020-09-28
2020-10-05,44.20000076293945,44.20000076293945,45.5,40.04999923706055,41.599998474121094,4142,2020-10-05
2020-10-12,42.150001525878906,42.150001525878906,44.04999923706055,39.75,41.70000076293945,1141,2020-10-12
2020-10-19,41.20000076293945,41.20000076293945,45.79999923706055,39.75,45.79999923706055,2629,2020-10-19
2020-10-26,43.0,43.0,44.95000076293945,40.25,40.25,1801,2020-10-26
2020-11-02,42.0,42.0,45.5,40.04999923706055,45.099998474121094,5705,2020-11-02
2020-11-09,42.900001525878906,42.900001525878906,45.400001525878906,40.29999923706055,40.349998474121094,7658,2020-11-09
2020-11-16,42.70000076293945,42.70000076293945,44.400001525878906,41.25,42.349998474121094,2324,2020-11-16
2020-11-23,45.400001525878906,45.400001525878906,46.70000076293945,40.5,42.599998474121094,4566,2020-11-23
2020-11-30,45.04999923706055,45.04999923706055,48.650001525878906,45.0,45.400001525878906,13436,2020-11-30
2020-12-07,84.30000305175781,84.30000305175781,84.30000305175781,41.29999923706055,45.0,90672,2020-12-07
2020-12-14,81.5,81.5,99.75,79.1500015258789,88.9000015258789,91271,2020-12-14
2020-12-21,66.5,66.5,77.44999694824219,66.5,77.44999694824219,6998,2020-12-21
2020-12-28,78.80000305175781,78.80000305175781,78.80000305175781,61.70000076293945,65.0,21206,2020-12-28
2021-01-04,78.55000305175781,78.55000305175781,85.3499984741211,75.0999984741211,81.94999694824219,18621,2021-01-04
2021-01-11,76.5,76.5,81.55000305175781,72.55000305175781,81.0,14361,2021-01-11
2021-01-18,71.69999694824219,71.69999694824219,78.0,71.5,78.0,8908,2021-01-18
2021-01-25,72.80000305175781,72.80000305175781,74.80000305175781,68.0999984741211,71.69999694824219,2227,2021-01-25
2021-02-01,67.0,67.0,75.4000015258789,66.05000305175781,75.4000015258789,8570,2021-02-01
2021-02-08,69.9000015258789,69.9000015258789,71.94999694824219,62.5,68.94999694824219,12229,2021-02-08
2021-02-15,69.3499984741211,69.3499984741211,85.5999984741211,68.44999694824219,75.9000015258789,50560,2021-02-15
2021-02-22,68.44999694824219,68.44999694824219,72.80000305175781,66.5999984741211,66.5999984741211,8833,2021-02-22
2021-03-01,70.1500015258789,70.1500015258789,76.1500015258789,67.0,67.19999694824219,20850,2021-03-01
2021-03-08,70.1500015258789,70.1500015258789,74.3499984741211,67.0,69.3499984741211,7548,2021-03-08
2021-03-15,65.25,65.25,72.9000015258789,65.0,69.0,7236,2021-03-15
2021-03-22,67.55000305175781,67.55000305175781,70.75,64.0,67.94999694824219,5241,2021-03-22
2021-03-29,67.8499984741211,67.8499984741211,71.80000305175781,65.80000305175781,67.55000305175781,1745,2021-03-29
2021-04-05,68.25,68.25,77.94999694824219,58.5,67.5,12756,2021-04-05
2021-04-12,67.0999984741211,67.0999984741211,70.30000305175781,62.599998474121094,69.9000015258789,10910,2021-04-12
2021-04-19,67.8499984741211,67.8499984741211,70.5,63.20000076293945,66.0,17498,2021-04-19
2021-04-26,69.6500015258789,69.6500015258789,72.8499984741211,64.30000305175781,69.94999694824219,8532,2021-04-26
2021-05-03,66.44999694824219,66.44999694824219,72.8499984741211,65.30000305175781,72.8499984741211,7211,2021-05-03
2021-05-10,66.44999694824219,66.44999694824219,72.5,65.5,66.5,7683,2021-05-10
2021-05-17,106.30000305175781,106.30000305175781,106.30000305175781,65.55000305175781,68.0,150688,2021-05-17
2021-05-24,100.5,100.5,116.30000305175781,95.4000015258789,110.19999694824219,160032,2021-05-24
2021-05-31,97.9000015258789,97.9000015258789,102.0,95.0,99.55000305175781,19307,2021-05-31
2021-06-07,96.1500015258789,96.1500015258789,100.0,93.5,99.0,7702,2021-06-07
2021-06-14,85.0999984741211,85.0999984741211,97.5,85.0999984741211,94.19999694824219,12220,2021-06-14
2021-06-21,92.94999694824219,92.94999694824219,94.0,82.0,85.5,7818,2021-06-21
2021-06-28,91.5,91.5,94.8499984741211,84.5999984741211,90.0,8288,2021-06-28
2021-07-05,88.44999694824219,88.44999694824219,92.0,86.0,91.5,3823,2021-07-05
2021-07-12,86.0,86.0,89.5,81.5,87.0,5303,2021-07-12
2021-07-19,84.6500015258789,84.6500015258789,90.0,83.4000015258789,90.0,5766,2021-07-19
2021-07-26,83.55000305175781,83.55000305175781,88.8499984741211,79.0,87.19999694824219,9824,2021-07-26
2021-08-02,80.5,80.5,91.80000305175781,79.6500015258789,82.0,15885,2021-08-02
2021-08-09,83.80000305175781,83.80000305175781,93.5999984741211,73.3499984741211,80.5,10696,2021-08-09
2021-08-16,82.0,82.0,88.75,75.6500015258789,86.94999694824219,14181,2021-08-16
2021-08-23,82.75,82.75,87.0,75.5999984741211,79.0999984741211,16796,2021-08-23
2021-08-30,83.94999694824219,83.94999694824219,86.75,79.1500015258789,85.30000305175781,15469,2021-08-30
2021-09-06,84.5999984741211,84.5999984741211,86.80000305175781,80.55000305175781,85.25,11369,2021-09-06
2021-09-13,86.6500015258789,86.6500015258789,88.0999984741211,82.44999694824219,85.25,8103,2021-09-13
2021-09-20,87.1500015258789,87.1500015258789,88.94999694824219,83.25,88.94999694824219,5125,2021-09-20
2021-09-27,87.75,87.75,89.44999694824219,82.30000305175781,84.3499984741211,16268,2021-09-27
2021-10-04,97.44999694824219,97.44999694824219,111.9000015258789,86.05000305175781,87.94999694824219,56287,2021-10-04
2021-10-11,94.0,94.0,102.0,92.44999694824219,102.0,16811,2021-10-11
2021-10-18,86.19999694824219,86.19999694824219,96.44999694824219,85.0,93.05000305175781,11794,2021-10-18
