Date,Adj Close_PIGL.NS,Close_PIGL.NS,High_PIGL.NS,Low_PIGL.NS,Open_PIGL.NS,Volume_PIGL.NS,Date
2020-07-13,10.3375244140625,10.399999618530273,10.899999618530273,10.399999618530273,10.899999618530273,12000,2020-07-13
2020-07-20,10.3375244140625,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,0,2020-07-20
2020-07-27,10.3375244140625,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,0,2020-07-27
2020-08-03,10.3375244140625,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,0,2020-08-03
2020-08-10,10.3375244140625,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,0,2020-08-10
2020-08-17,10.3375244140625,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,0,2020-08-17
2020-08-24,9.84052848815918,9.899999618530273,10.399999618530273,9.899999618530273,10.399999618530273,4000,2020-08-24
2020-08-31,9.84052848815918,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,0,2020-08-31
2020-09-07,10.287826538085938,10.350000381469727,10.350000381469727,9.899999618530273,9.899999618530273,4000,2020-09-07
2020-09-14,10.287826538085938,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,0,2020-09-14
2020-09-21,10.287826538085938,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,0,2020-09-21
2020-09-28,10.287826538085938,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,0,2020-09-28
2020-10-05,10.287826538085938,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,0,2020-10-05
2020-10-12,10.18842601776123,10.25,10.350000381469727,10.25,10.350000381469727,24000,2020-10-12
2020-10-19,10.18842601776123,10.25,10.25,10.25,10.25,20000,2020-10-19
2020-10-26,10.18842601776123,10.25,10.25,10.25,10.25,0,2020-10-26
2020-11-02,10.685422897338867,10.75,10.75,10.25,10.25,4000,2020-11-02
2020-11-09,10.685422897338867,10.75,10.75,10.75,10.75,0,2020-11-09
2020-11-16,10.685422897338867,10.75,10.75,10.75,10.75,0,2020-11-16
2020-11-23,10.635723114013672,10.699999809265137,11.199999809265137,10.699999809265137,11.199999809265137,40000,2020-11-23
2020-11-30,10.138727188110352,10.199999809265137,10.699999809265137,10.199999809265137,10.699999809265137,4000,2020-11-30
2020-12-07,10.138727188110352,10.199999809265137,10.199999809265137,10.199999809265137,10.199999809265137,0,2020-12-07
2020-12-14,10.635723114013672,10.699999809265137,10.699999809265137,10.5,10.5,8000,2020-12-14
2020-12-21,10.635723114013672,10.699999809265137,10.699999809265137,10.699999809265137,10.699999809265137,12000,2020-12-21
2020-12-28,11.132719993591309,11.199999809265137,11.199999809265137,10.699999809265137,10.699999809265137,4000,2020-12-28
2021-01-04,11.679415702819824,11.75,11.75,11.199999809265137,11.199999809265137,4000,2021-01-04
2021-01-11,12.872206687927246,12.949999809265137,13.5,11.75,11.75,28000,2021-01-11
2021-01-18,13.418903350830078,13.5,14.0,13.5,13.5,64000,2021-01-18
2021-01-25,16.20208168029785,16.299999237060547,16.299999237060547,13.0,13.0,572000,2021-01-25
2021-02-01,16.20208168029785,16.299999237060547,16.299999237060547,16.299999237060547,16.299999237060547,0,2021-02-01
2021-02-08,16.20208168029785,16.299999237060547,16.299999237060547,16.299999237060547,16.299999237060547,0,2021-02-08
2021-02-15,19.5816593170166,19.700000762939453,19.700000762939453,17.950000762939453,17.950000762939453,12000,2021-02-15
2021-02-22,23.657028198242188,23.799999237060547,23.799999237060547,20.649999618530273,20.649999618530273,12000,2021-02-22
2021-03-01,31.509572982788086,31.700000762939453,31.700000762939453,26.149999618530273,26.149999618530273,84000,2021-03-01
2021-03-08,35.634639739990234,35.849998474121094,38.400001525878906,31.700000762939453,31.700000762939453,296000,2021-03-08
2021-03-15,39.01422119140625,39.25,41.849998474121094,35.04999923706055,35.04999923706055,280000,2021-03-15
2021-03-22,40.256710052490234,40.5,42.79999923706055,38.04999923706055,38.04999923706055,64000,2021-03-22
2021-03-29,41.54890060424805,41.79999923706055,41.849998474121094,40.0,40.5,24000,2021-03-29
2021-04-05,43.835079193115234,44.099998474121094,44.099998474121094,40.20000076293945,40.20000076293945,68000,2021-04-05
2021-04-12,50.6439323425293,50.95000076293945,50.95000076293945,43.25,44.099998474121094,108000,2021-04-12
2021-04-19,57.900081634521484,58.25,61.75,52.0,52.95000076293945,128000,2021-04-19
2021-04-26,58.0491828918457,58.400001525878906,58.400001525878906,50.75,56.25,92000,2021-04-26
2021-05-03,52.97981643676758,53.29999923706055,58.400001525878906,53.04999923706055,58.400001525878906,12000,2021-05-03
2021-05-10,58.098880767822266,58.45000076293945,58.45000076293945,50.70000076293945,50.70000076293945,80000,2021-05-10
2021-05-17,67.59150695800781,68.0,68.0,58.400001525878906,58.5,120000,2021-05-17
2021-05-24,83.743896484375,84.25,86.6500015258789,74.94999694824219,74.94999694824219,152000,2021-05-24
2021-05-31,81.50740814208984,82.0,83.44999694824219,75.0,80.05000305175781,44000,2021-05-31
