Date,Adj Close_DLINKINDIA.NS,Close_DLINKINDIA.NS,High_DLINKINDIA.NS,Low_DLINKINDIA.NS,Open_DLINKINDIA.NS,Volume_DLINKINDIA.NS,Date
2022-01-17,160.5353240966797,169.4499969482422,182.85000610351562,166.5,179.25,2778094,2022-01-17
2022-01-24,153.1930389404297,161.6999969482422,170.89999389648438,136.0500030517578,170.0,1962073,2022-01-24
2022-01-31,166.2670440673828,175.5,179.0,158.0,162.64999389648438,2346347,2022-01-31
2022-02-07,144.80865478515625,152.85000610351562,169.75,148.1999969482422,169.75,2215521,2022-02-07
2022-02-14,140.78225708007812,148.60000610351562,162.75,141.60000610351562,148.0,2263324,2022-02-14
2022-02-21,130.17144775390625,137.39999389648438,148.3000030517578,129.64999389648438,147.6999969482422,1209239,2022-02-21
2022-02-28,134.05577087402344,141.5,144.5500030517578,134.10000610351562,136.39999389648438,768799,2022-02-28
2022-03-07,136.7084503173828,144.3000030517578,146.0,132.5,137.0,765401,2022-03-07
2022-03-14,136.75584411621094,144.35000610351562,149.0,141.0,144.9499969482422,513316,2022-03-14
2022-03-21,129.74514770507812,136.9499969482422,145.75,136.10000610351562,145.0,727199,2022-03-21
2022-03-28,135.19264221191406,142.6999969482422,144.39999389648438,133.1999969482422,136.0,1239863,2022-03-28
2022-04-04,139.4085235595703,147.14999389648438,149.5500030517578,141.39999389648438,143.10000610351562,1103501,2022-04-04
2022-04-11,143.10336303710938,151.0500030517578,154.8000030517578,145.6999969482422,147.25,1298489,2022-04-11
2022-04-18,138.792724609375,146.5,152.9499969482422,139.0,148.0,1010009,2022-04-18
2022-04-25,139.5032501220703,147.25,163.60000610351562,141.64999389648438,143.25,4390777,2022-04-25
2022-05-02,129.74514770507812,136.9499969482422,149.39999389648438,133.3000030517578,147.25,786051,2022-05-02
2022-05-09,121.0765151977539,127.80000305175781,137.14999389648438,120.4000015258789,136.6999969482422,820828,2022-05-09
2022-05-16,125.48188018798828,132.4499969482422,137.8000030517578,125.5999984741211,127.80000305175781,590153,2022-05-16
2022-05-23,119.60806274414062,126.25,133.0,120.19999694824219,132.5,487868,2022-05-23
2022-05-30,127.04507446289062,134.10000610351562,138.0,127.75,129.0,465248,2022-05-30
2022-06-06,124.060791015625,130.9499969482422,135.89999389648438,129.9499969482422,134.0,269641,2022-06-06
2022-06-13,110.51311492919922,116.6500015258789,130.14999389648438,114.55000305175781,129.0,302449,2022-06-13
2022-06-20,110.37100219726562,116.5,117.19999694824219,105.05000305175781,116.9000015258789,423087,2022-06-20
2022-06-27,113.68687438964844,120.0,121.5,115.30000305175781,118.0999984741211,318541,2022-06-27
2022-07-04,118.18697357177734,124.75,128.0,115.5,122.0,687850,2022-07-04
2022-07-11,127.61349487304688,134.6999969482422,141.60000610351562,124.0999984741211,125.19999694824219,1907183,2022-07-11
2022-07-18,130.5030517578125,137.75,140.4499969482422,131.35000610351562,135.0,717899,2022-07-18
2022-07-25,156.60365295410156,165.3000030517578,186.3000030517578,155.0,155.0,9451098,2022-07-25
2022-08-01,158.52293395996094,164.25,175.0,161.0,166.0500030517578,1401804,2022-08-01
2022-08-08,159.43980407714844,165.1999969482422,174.75,163.25,165.5,910364,2022-08-08
2022-08-15,163.83116149902344,169.75,177.75,164.64999389648438,165.1999969482422,1175213,2022-08-15
2022-08-22,164.69976806640625,170.64999389648438,175.60000610351562,158.4499969482422,169.5,1617982,2022-08-22
2022-08-29,182.2169189453125,188.8000030517578,198.89999389648438,165.10000610351562,166.0,4495786,2022-08-29
2022-09-05,177.68080139160156,184.10000610351562,194.6999969482422,183.0,189.4499969482422,1720250,2022-09-05
2022-09-12,177.48776245117188,183.89999389648438,203.39999389648438,180.3000030517578,184.0,3776380,2022-09-12
2022-09-19,165.95443725585938,171.9499969482422,189.89999389648438,168.10000610351562,183.8000030517578,1306697,2022-09-19
2022-09-26,164.79627990722656,170.75,172.89999389648438,163.89999389648438,170.3000030517578,663844,2022-09-26
2022-10-03,180.62445068359375,187.14999389648438,188.35000610351562,166.4499969482422,170.9499969482422,1146712,2022-10-03
2022-10-10,181.1070098876953,187.64999389648438,195.75,170.6999969482422,184.89999389648438,1826645,2022-10-10
2022-10-17,196.1630859375,203.25,209.85000610351562,183.4499969482422,189.5,4167599,2022-10-17
2022-10-24,257.2076721191406,266.5,271.45001220703125,219.0,220.0,10242142,2022-10-24
2022-10-31,256.1943054199219,265.45001220703125,278.5,257.29998779296875,267.1000061035156,3700858,2022-10-31
2022-11-07,272.5050354003906,282.3500061035156,311.0,263.0,267.79998779296875,6786585,2022-11-07
2022-11-14,261.6955261230469,271.1499938964844,287.79998779296875,264.20001220703125,283.70001220703125,2004580,2022-11-14
2022-11-21,273.18060302734375,283.04998779296875,287.95001220703125,265.04998779296875,270.75,2060699,2022-11-21
2022-11-28,263.0467224121094,272.54998779296875,298.8500061035156,269.5,280.0,2296538,2022-11-28
2022-12-05,247.6528778076172,256.6000061035156,277.95001220703125,247.8000030517578,274.20001220703125,2195297,2022-12-05
2022-12-12,236.45733642578125,245.0,266.5,244.0,256.0,1652183,2022-12-12
2022-12-19,195.0049285888672,202.0500030517578,258.70001220703125,199.6999969482422,245.6999969482422,3180765,2022-12-19
2022-12-26,213.92149353027344,221.64999389648438,226.4499969482422,171.6999969482422,206.9499969482422,1533396,2022-12-26
2023-01-02,208.468505859375,216.0,232.0,210.9499969482422,224.64999389648438,862117,2023-01-02
2023-01-09,214.0180206298828,221.75,223.5,212.10000610351562,217.14999389648438,629468,2023-01-09
2023-01-16,208.66152954101562,216.1999969482422,224.5,214.0,221.9499969482422,584845,2023-01-16
2023-01-23,192.30255126953125,199.25,224.75,191.75,216.1999969482422,1619193,2023-01-23
2023-01-30,202.58119201660156,209.89999389648438,214.4499969482422,195.0500030517578,201.8000030517578,1205653,2023-01-30
2023-02-06,244.99876403808594,253.85000610351562,269.0,235.5,235.5,6653743,2023-02-06
2023-02-13,251.36863708496094,260.45001220703125,268.0,244.3000030517578,254.89999389648438,1094751,2023-02-13
2023-02-20,232.69332885742188,241.10000610351562,261.79998779296875,238.60000610351562,260.5,672481,2023-02-20
2023-02-27,236.40908813476562,244.9499969482422,247.5,224.35000610351562,240.0,899447,2023-02-27
2023-03-06,224.58621215820312,232.6999969482422,252.6999969482422,231.5500030517578,246.75,732320,2023-03-06
2023-03-13,213.58370971679688,221.3000030517578,234.6999969482422,209.3000030517578,229.25,1053578,2023-03-13
2023-03-20,204.80101013183594,212.1999969482422,224.5500030517578,210.0,219.35000610351562,606556,2023-03-20
2023-03-27,225.11703491210938,233.25,240.85000610351562,204.5,213.8000030517578,1193625,2023-03-27
2023-04-03,243.30978393554688,252.10000610351562,253.60000610351562,235.0,236.5,889577,2023-04-03
2023-04-10,245.77084350585938,254.64999389648438,258.29998779296875,248.1999969482422,253.89999389648438,650969,2023-04-10
2023-04-17,239.0631866455078,247.6999969482422,254.89999389648438,240.3000030517578,253.0,771115,2023-04-17
2023-04-24,263.77056884765625,273.29998779296875,277.45001220703125,244.25,249.89999389648438,2729483,2023-04-24
2023-05-01,265.7008361816406,275.29998779296875,294.0,266.6000061035156,273.29998779296875,2047002,2023-05-01
2023-05-08,232.16249084472656,240.5500030517578,278.54998779296875,240.0500030517578,278.0,2689488,2023-05-08
2023-05-15,234.8648681640625,243.35000610351562,253.9499969482422,234.14999389648438,240.5500030517578,1538151,2023-05-15
2023-05-22,232.64508056640625,241.0500030517578,245.0500030517578,231.5500030517578,245.0500030517578,842688,2023-05-22
2023-05-29,222.75245666503906,230.8000030517578,246.0,225.1999969482422,242.39999389648438,1549878,2023-05-29
2023-06-05,219.27798461914062,227.1999969482422,237.0,224.6999969482422,232.0,2207514,2023-06-05
2023-06-12,223.76585388183594,231.85000610351562,236.8000030517578,224.0,226.5,2964206,2023-06-12
2023-06-19,240.80043029785156,249.5,254.89999389648438,227.5,233.60000610351562,4221825,2023-06-19
2023-06-26,247.1220245361328,256.04998779296875,264.0,246.35000610351562,250.0,2554180,2023-06-26
2023-07-03,257.73846435546875,267.04998779296875,272.0,253.4499969482422,258.0,2088448,2023-07-03
2023-07-10,267.5828552246094,277.25,288.5,259.3500061035156,267.29998779296875,3302899,2023-07-10
2023-07-17,308.6492004394531,319.79998779296875,323.0,270.54998779296875,278.8500061035156,7230892,2023-07-17
2023-07-24,298.2740173339844,309.04998779296875,329.70001220703125,294.1499938964844,321.45001220703125,3555596,2023-07-24
2023-07-31,307.2015075683594,318.29998779296875,327.8500061035156,288.1000061035156,307.6499938964844,3981504,2023-07-31
2023-08-07,319.74822998046875,331.29998779296875,350.5,315.79998779296875,322.29998779296875,3509185,2023-08-07
2023-08-14,311.9789123535156,323.25,341.95001220703125,320.1499938964844,331.70001220703125,1466019,2023-08-14
2023-08-21,327.61407470703125,339.45001220703125,348.79998779296875,308.04998779296875,324.8999938964844,2595539,2023-08-21
2023-08-28,315.0190734863281,326.3999938964844,344.0,322.0,340.0,1206838,2023-08-28
2023-09-04,335.7211608886719,347.8500061035156,364.95001220703125,328.04998779296875,328.04998779296875,3496198,2023-09-04
2023-09-11,319.6517028808594,331.20001220703125,354.0,311.04998779296875,347.0,1292424,2023-09-11
2023-09-18,309.8555908203125,321.04998779296875,331.1499938964844,312.25,328.04998779296875,553136,2023-09-18
2023-09-25,310.386474609375,321.6000061035156,327.79998779296875,317.0,320.0,427801,2023-09-25
2023-10-02,324.62213134765625,336.3500061035156,339.5,313.8500061035156,321.6000061035156,959596,2023-10-02
2023-10-09,313.1853332519531,324.5,335.0,316.75,335.0,711507,2023-10-09
2023-10-16,313.66790771484375,325.0,338.8999938964844,320.1000061035156,326.0,927986,2023-10-16
2023-10-23,288.0918884277344,298.5,327.45001220703125,280.04998779296875,325.0,1026937,2023-10-23
2023-10-30,288.4297180175781,298.8500061035156,308.1499938964844,290.5,297.95001220703125,763831,2023-10-30
2023-11-06,291.37335205078125,301.8999938964844,308.0,296.25,300.79998779296875,562967,2023-11-06
2023-11-13,304.4991455078125,315.5,321.0,305.0,306.0,672205,2023-11-13
2023-11-20,297.7914733886719,308.54998779296875,319.70001220703125,306.54998779296875,316.5,473235,2023-11-20
2023-11-27,307.1050109863281,318.20001220703125,322.8999938964844,303.04998779296875,308.54998779296875,563680,2023-11-27
2023-12-04,315.64642333984375,327.04998779296875,334.5,312.45001220703125,323.29998779296875,1423498,2023-12-04
2023-12-11,318.6383056640625,330.1499938964844,335.0,318.0,326.3500061035156,827720,2023-12-11
2023-12-18,313.3301086425781,324.6499938964844,341.04998779296875,310.0,330.79998779296875,984745,2023-12-18
2023-12-25,312.22021484375,323.5,336.0,320.75,324.6499938964844,789607,2023-12-25
2024-01-01,309.3247985839844,320.5,326.95001220703125,320.0,320.79998779296875,509308,2024-01-01
2024-01-08,313.52313232421875,324.8500061035156,336.0,316.20001220703125,323.0,1091945,2024-01-08
2024-01-15,314.6330261230469,326.0,349.75,317.29998779296875,325.95001220703125,1975163,2024-01-15
2024-01-22,304.0165710449219,315.0,328.8500061035156,311.0,326.0,355976,2024-01-22
2024-01-29,311.1585388183594,322.3999938964844,332.0,315.0,315.0,735535,2024-01-29
2024-02-05,286.7889709472656,297.1499938964844,317.3999938964844,286.6000061035156,317.3999938964844,1384874,2024-02-05
2024-02-12,287.75408935546875,298.1499938964844,300.5,280.25,298.79998779296875,803150,2024-02-12
2024-02-19,298.17755126953125,308.95001220703125,314.75,294.5,295.1000061035156,741377,2024-02-19
2024-02-26,290.6977844238281,301.20001220703125,313.8999938964844,295.04998779296875,310.8999938964844,1172346,2024-02-26
2024-03-04,284.9552001953125,295.25,307.0,289.1000061035156,307.0,302056,2024-03-04
2024-03-11,270.4782409667969,280.25,299.79998779296875,255.10000610351562,299.79998779296875,780355,2024-03-11
2024-03-18,272.7463073730469,282.6000061035156,286.29998779296875,271.0,276.54998779296875,394004,2024-03-18
2024-03-25,262.1298522949219,271.6000061035156,291.8999938964844,268.0,282.6000061035156,830975,2024-03-25
2024-04-01,290.3599548339844,300.8500061035156,303.8500061035156,273.3500061035156,273.45001220703125,536928,2024-04-01
2024-04-08,299.625244140625,310.45001220703125,319.8500061035156,301.3999938964844,304.70001220703125,896838,2024-04-08
2024-04-15,291.9041748046875,302.45001220703125,312.8500061035156,294.70001220703125,306.45001220703125,459199,2024-04-15
2024-04-22,311.68939208984375,322.95001220703125,338.8500061035156,304.0,308.0,2200670,2024-04-22
2024-04-29,302.1345520019531,313.04998779296875,327.29998779296875,311.3999938964844,321.1000061035156,362039,2024-04-29
2024-05-06,329.1582336425781,341.04998779296875,346.25,307.8999938964844,315.0,2434161,2024-05-06
2024-05-13,402.363525390625,416.8999938964844,455.8999938964844,351.0,359.0,20282300,2024-05-13
2024-05-20,394.449462890625,408.70001220703125,443.45001220703125,401.0,421.1000061035156,1831113,2024-05-20
2024-05-27,403.7146911621094,418.29998779296875,443.8999938964844,395.25,410.0,1881439,2024-05-27
2024-06-03,426.54010009765625,441.95001220703125,449.0,363.04998779296875,433.0,2255545,2024-06-03
2024-06-10,449.79974365234375,466.04998779296875,491.5,427.1000061035156,445.5,4826494,2024-06-10
2024-06-17,424.0789794921875,439.3999938964844,469.79998779296875,435.1000061035156,466.04998779296875,1514278,2024-06-17
2024-06-24,450.90966796875,467.20001220703125,498.0,436.0,439.95001220703125,3249063,2024-06-24
2024-07-01,515.7182006835938,534.3499755859375,571.8499755859375,471.20001220703125,473.70001220703125,13483297,2024-07-01
2024-07-08,600.8428955078125,622.5499877929688,683.9500122070312,517.0999755859375,541.0999755859375,18487970,2024-07-08
2024-07-15,563.29931640625,583.6500244140625,653.5499877929688,572.9500122070312,625.6500244140625,1818782,2024-07-15
2024-07-22,605.8134155273438,627.7000122070312,649.0,550.25,587.0,1748315,2024-07-22
2024-07-29,577.72802734375,598.5999755859375,635.0999755859375,595.7999877929688,630.1500244140625,833145,2024-07-29
2024-08-05,522.6189575195312,541.5,593.25,528.5999755859375,580.0,1189967,2024-08-05
2024-08-12,522.9085083007812,541.7999877929688,570.0,510.6000061035156,540.0,762330,2024-08-12
2024-08-19,580.3338012695312,601.2999877929688,618.5,546.0,560.9500122070312,1353620,2024-08-19
2024-08-26,567.352783203125,587.8499755859375,635.0,580.0,611.0,767420,2024-08-26
2024-09-02,625.2607421875,647.8499755859375,701.7000122070312,587.8499755859375,593.4000244140625,4760260,2024-09-02
2024-09-09,661.2119140625,685.0999755859375,721.0,620.0499877929688,642.0,2669262,2024-09-09
2024-09-16,635.9254760742188,658.9000244140625,728.7999877929688,627.0999755859375,689.7999877929688,2227080,2024-09-16
2024-09-23,603.352294921875,625.1500244140625,685.0,621.0999755859375,664.0,1110327,2024-09-23
2024-09-30,565.9050903320312,586.3499755859375,637.5499877929688,583.0,625.1500244140625,694476,2024-09-30
2024-10-07,544.9134521484375,564.5999755859375,594.0,527.0499877929688,582.0999755859375,1714568,2024-10-07
2024-10-14,527.5894775390625,546.6500244140625,579.7999877929688,525.9000244140625,563.0499877929688,597224,2024-10-14
2024-10-21,483.3863525390625,500.8500061035156,549.9000244140625,492.79998779296875,547.9500122070312,829552,2024-10-21
2024-10-28,548.3880004882812,568.2000122070312,572.0499877929688,493.25,500.8500061035156,1277707,2024-10-28
2024-11-04,545.15478515625,564.8499755859375,605.25,551.0,568.4000244140625,1037371,2024-11-04
2024-11-11,500.8070068359375,518.9000244140625,582.0,514.0,561.5499877929688,573233,2024-11-11
2024-11-18,521.0997314453125,535.2000122070312,547.0,505.54998779296875,524.9500122070312,501430,2024-11-18
2024-11-25,554.1065673828125,569.0999755859375,579.7000122070312,537.0499877929688,553.9000244140625,757770,2024-11-25
2024-12-02,601.0366821289062,617.2999877929688,624.0,575.0,575.0999755859375,1891596,2024-12-02
2024-12-09,596.7526245117188,612.9000244140625,636.0,598.0499877929688,623.9000244140625,1306134,2024-12-09
2024-12-16,554.30126953125,569.2999877929688,645.0999755859375,565.25,614.9000244140625,1576048,2024-12-16
2024-12-23,526.6982421875,540.9500122070312,577.9000244140625,540.0,572.0,473672,2024-12-23
2024-12-30,560.0945434570312,575.25,586.5999755859375,534.0,541.0,795365,2024-12-30
2025-01-06,507.5172119140625,521.25,577.9500122070312,510.1000061035156,577.9500122070312,675312,2025-01-06
2025-01-13,506.7383117675781,520.4500122070312,529.4500122070312,483.29998779296875,512.75,445331,2025-01-13
2025-01-20,478.8918151855469,491.8500061035156,527.9500122070312,488.79998779296875,524.9500122070312,294902,2025-01-20
2025-01-27,493.7400207519531,507.1000061035156,533.0,433.8500061035156,490.0,887982,2025-01-27
2025-02-03,465.1145935058594,477.70001220703125,501.20001220703125,468.8999938964844,500.04998779296875,423667,2025-02-03
2025-02-10,408.93475341796875,420.0,484.8999938964844,416.0,482.3999938964844,654903,2025-02-10
2025-02-17,390.9221496582031,401.5,429.0,393.95001220703125,419.8999938964844,663663,2025-02-17
2025-02-24,356.74688720703125,366.3999938964844,406.8999938964844,363.0,395.04998779296875,473051,2025-02-24
2025-03-03,396.5206604003906,407.25,420.25,349.45001220703125,370.04998779296875,964232,2025-03-03
2025-03-10,393.2102355957031,403.8500061035156,416.95001220703125,389.5,407.95001220703125,309675,2025-03-10
2025-03-17,418.33050537109375,429.6499938964844,449.0,391.1000061035156,403.8500061035156,430832,2025-03-17
2025-03-24,400.5613098144531,411.3999938964844,440.3500061035156,403.5,434.29998779296875,627279,2025-03-24
2025-03-31,399.100830078125,409.8999938964844,435.0,402.04998779296875,411.3999938964844,503563,2025-03-31
2025-04-07,409.7623596191406,420.8500061035156,425.0,358.1499938964844,360.6499938964844,494504,2025-04-07
2025-04-14,436.2457275390625,448.04998779296875,463.0,423.25,425.04998779296875,459007,2025-04-14
2025-04-21,435.3207702636719,447.1000061035156,477.0,441.1000061035156,448.04998779296875,712135,2025-04-21
2025-04-28,422.5658874511719,434.0,461.95001220703125,425.79998779296875,440.1499938964844,339612,2025-04-28
2025-05-05,453.041259765625,465.29998779296875,493.8500061035156,451.0,451.0,2126888,2025-05-05
2025-05-12,485.7073669433594,498.8500061035156,510.0,482.0,490.95001220703125,683684,2025-05-12
2025-05-19,483.8574523925781,496.95001220703125,515.9000244140625,492.20001220703125,498.0,465133,2025-05-19
2025-05-26,470.1775817871094,482.8999938964844,500.79998779296875,482.0,497.04998779296875,324350,2025-05-26
2025-06-02,485.3666076660156,498.5,513.8499755859375,473.8500061035156,483.75,803072,2025-06-02
2025-06-09,525.87060546875,540.0999755859375,564.0,500.0,500.8999938964844,2565281,2025-06-09
2025-06-16,528.8889770507812,543.2000122070312,552.75,516.7999877929688,549.0,1053939,2025-06-16
2025-06-23,527.8666381835938,542.1500244140625,558.25,518.0,531.0,1495615,2025-06-23
2025-06-30,554.9342041015625,569.9500122070312,583.7000122070312,544.5999755859375,545.0,2489152,2025-06-30
2025-07-07,532.2967529296875,546.7000122070312,589.5499877929688,537.25,570.0,1722276,2025-07-07
2025-07-14,535.75,535.75,546.0,528.25,544.0,415457,2025-07-14
