Date,Adj Close_ANIKINDS.NS,Close_ANIKINDS.NS,High_ANIKINDS.NS,Low_ANIKINDS.NS,Open_ANIKINDS.NS,Volume_ANIKINDS.NS,Date
2020-07-13,15.5,15.5,15.5,12.800000190734863,12.800000190734863,66180,2020-07-13
2020-07-20,13.800000190734863,13.800000190734863,16.25,13.699999809265137,16.25,100081,2020-07-20
2020-07-27,13.300000190734863,13.300000190734863,14.399999618530273,12.649999618530273,13.699999809265137,42512,2020-07-27
2020-08-03,13.199999809265137,13.199999809265137,14.149999618530273,12.699999809265137,13.899999618530273,34292,2020-08-03
2020-08-10,13.550000190734863,13.550000190734863,14.0,12.75,13.149999618530273,73101,2020-08-10
2020-08-17,13.949999809265137,13.949999809265137,15.350000381469727,13.550000190734863,13.550000190734863,109263,2020-08-17
2020-08-24,15.0,15.0,15.449999809265137,13.699999809265137,13.949999809265137,103068,2020-08-24
2020-08-31,12.5,12.5,14.399999618530273,12.300000190734863,14.399999618530273,59114,2020-08-31
2020-09-07,12.149999618530273,12.149999618530273,13.100000381469727,11.350000381469727,13.100000381469727,43238,2020-09-07
2020-09-14,13.75,13.75,14.25,11.550000190734863,11.75,82374,2020-09-14
2020-09-21,12.600000381469727,12.600000381469727,14.149999618530273,11.699999809265137,13.550000190734863,24238,2020-09-21
2020-09-28,12.449999809265137,12.449999809265137,13.350000381469727,12.149999618530273,12.850000381469727,16763,2020-09-28
2020-10-05,11.350000381469727,11.350000381469727,13.399999618530273,11.0,12.600000381469727,125117,2020-10-05
2020-10-12,11.399999618530273,11.399999618530273,12.449999809265137,11.0,11.899999618530273,62278,2020-10-12
2020-10-19,12.149999618530273,12.149999618530273,12.899999618530273,11.300000190734863,11.5,65106,2020-10-19
2020-10-26,11.149999618530273,11.149999618530273,12.449999809265137,10.800000190734863,12.149999618530273,57266,2020-10-26
2020-11-02,11.550000190734863,11.550000190734863,11.800000190734863,11.0,11.5,23344,2020-11-02
2020-11-09,12.100000381469727,12.100000381469727,12.5,10.75,11.550000190734863,91697,2020-11-09
2020-11-16,11.300000190734863,11.300000190734863,12.0,11.0,11.699999809265137,140444,2020-11-16
2020-11-23,11.699999809265137,11.699999809265137,11.949999809265137,10.699999809265137,11.600000381469727,232364,2020-11-23
2020-11-30,12.649999618530273,12.649999618530273,14.649999618530273,11.100000381469727,11.699999809265137,218242,2020-11-30
2020-12-07,18.5,18.5,18.5,11.75,12.899999618530273,816991,2020-12-07
2020-12-14,22.200000762939453,22.200000762939453,24.549999237060547,19.0,19.549999237060547,447932,2020-12-14
2020-12-21,18.100000381469727,18.100000381469727,21.100000381469727,18.100000381469727,21.100000381469727,29971,2020-12-21
2020-12-28,16.5,16.5,17.200000762939453,15.199999809265137,17.200000762939453,302635,2020-12-28
2021-01-04,17.75,17.75,19.5,16.049999237060547,16.5,287816,2021-01-04
2021-01-11,16.299999237060547,16.299999237060547,17.75,16.0,17.75,87907,2021-01-11
2021-01-18,15.199999809265137,15.199999809265137,16.799999237060547,14.949999809265137,16.75,51885,2021-01-18
2021-01-25,14.350000381469727,14.350000381469727,15.75,14.050000190734863,15.399999618530273,28914,2021-01-25
2021-02-01,16.0,16.0,16.25,13.5,13.699999809265137,63439,2021-02-01
2021-02-08,15.399999618530273,15.399999618530273,16.450000762939453,14.75,16.25,54782,2021-02-08
2021-02-15,16.0,16.0,16.149999618530273,14.550000190734863,15.5,166233,2021-02-15
2021-02-22,17.25,17.25,18.049999237060547,16.049999237060547,16.600000381469727,140077,2021-02-22
2021-03-01,16.450000762939453,16.450000762939453,17.899999618530273,16.25,17.25,102464,2021-03-01
2021-03-08,16.200000762939453,16.200000762939453,17.0,15.350000381469727,16.450000762939453,49306,2021-03-08
2021-03-15,16.200000762939453,16.200000762939453,17.5,15.300000190734863,16.899999618530273,133809,2021-03-15
2021-03-22,15.399999618530273,15.399999618530273,16.899999618530273,15.149999618530273,15.899999618530273,42794,2021-03-22
2021-03-29,15.0,15.0,15.800000190734863,14.149999618530273,15.399999618530273,85353,2021-03-29
2021-04-05,15.300000190734863,15.300000190734863,15.850000381469727,13.5,15.550000190734863,112105,2021-04-05
2021-04-12,14.0,14.0,15.649999618530273,13.350000381469727,14.850000381469727,89843,2021-04-12
2021-04-19,14.100000381469727,14.100000381469727,14.899999618530273,13.350000381469727,14.800000190734863,80392,2021-04-19
2021-04-26,14.5,14.5,14.899999618530273,13.550000190734863,14.199999809265137,155000,2021-04-26
2021-05-03,12.149999618530273,12.149999618530273,14.850000381469727,10.600000381469727,14.149999618530273,2901053,2021-05-03
2021-05-10,12.899999618530273,12.899999618530273,13.199999809265137,11.600000381469727,12.149999618530273,1027806,2021-05-10
2021-05-17,14.050000190734863,14.050000190734863,14.050000190734863,12.399999618530273,13.0,590776,2021-05-17
2021-05-24,16.100000381469727,16.100000381469727,18.600000381469727,15.0,15.399999618530273,888697,2021-05-24
2021-05-31,19.700000762939453,19.700000762939453,19.700000762939453,15.449999809265137,16.149999618530273,1024654,2021-05-31
2021-06-07,20.350000381469727,20.350000381469727,21.600000381469727,19.25,20.649999618530273,736775,2021-06-07
2021-06-14,18.0,18.0,20.799999237060547,17.25,20.5,385127,2021-06-14
2021-06-21,21.149999618530273,21.149999618530273,21.899999618530273,17.799999237060547,18.700000762939453,733163,2021-06-21
