Date,Adj Close_VAKRANGEE.NS,Close_VAKRANGEE.NS,High_VAKRANGEE.NS,Low_VAKRANGEE.NS,Open_VAKRANGEE.NS,Volume_VAKRANGEE.NS,Date
2020-07-13,25.15806007385254,25.67089080810547,29.58441925048828,25.67089080810547,28.140140533447266,9670809,2020-07-13
2020-07-20,27.943254470825195,28.51285743713379,29.258291244506836,23.574356079101562,25.997018814086914,23147771,2020-07-20
2020-07-27,25.797285079956055,26.323144912719727,28.978755950927734,25.810659408569336,28.885574340820312,11190567,2020-07-27
2020-08-03,29.35867691040039,29.957136154174805,31.634363174438477,27.627655029296875,27.627655029296875,15669822,2020-08-03
2020-08-10,27.349685668945312,27.90719223022461,30.749160766601562,27.767423629760742,30.749160766601562,7042029,2020-08-10
2020-08-17,27.577983856201172,28.140140533447266,29.351472854614258,27.534475326538086,29.1185245513916,6607871,2020-08-17
2020-08-24,26.938756942749023,27.487886428833008,28.46626853942871,26.13678741455078,28.46626853942871,20364277,2020-08-24
2020-08-31,24.83844757080078,25.344762802124023,27.90719223022461,25.204994201660156,27.487886428833008,10066948,2020-08-31
2020-09-07,24.65580940246582,25.158403396606445,27.115169525146484,24.739097595214844,25.717479705810547,7855874,2020-09-07
2020-09-14,24.65580940246582,25.158403396606445,25.57771110534668,24.319791793823242,25.57771110534668,8860142,2020-09-14
2020-09-21,24.747127532958984,25.251583099365234,25.62430191040039,22.828922271728516,25.344762802124023,6072790,2020-09-21
2020-09-28,26.71817970275879,26.975400924682617,27.581064224243164,25.344762802124023,27.301528930664062,9911394,2020-09-28
2020-10-05,26.99505043029785,27.25493812561035,28.373088836669922,26.13678741455078,27.021989822387695,8852762,2020-10-05
2020-10-12,27.087339401245117,27.34811782836914,28.04696273803711,26.78904151916504,27.068578720092773,7024846,2020-10-12
2020-10-19,28.0102481842041,28.279909133911133,29.1185245513916,27.021989822387695,27.20834732055664,12529467,2020-10-19
2020-10-26,26.072141647338867,26.323144912719727,28.932165145874023,26.09019660949707,28.51285743713379,9219967,2020-10-26
2020-11-02,24.73392677307129,24.9720458984375,25.717479705810547,24.319791793823242,25.717479705810547,7853514,2020-11-02
2020-11-09,24.918506622314453,25.158403396606445,25.62430191040039,24.226612091064453,25.158403396606445,8195998,2020-11-09
2020-11-16,27.687231063842773,27.95378303527832,28.65262794494629,24.36638069152832,24.9720458984375,10589649,2020-11-16
2020-11-23,35.439659118652344,35.78084182739258,37.038761138916016,27.25493812561035,28.373088836669922,40820155,2020-11-23
2020-11-30,38.30066680908203,38.66939926147461,50.45657730102539,35.78084182739258,35.78084182739258,73723822,2020-11-30
2020-12-07,44.25342559814453,44.67946243286133,44.67946243286133,37.038761138916016,38.66939926147461,49117253,2020-12-07
2020-12-14,52.79031753540039,53.298545837402344,53.99739074707031,43.8874397277832,45.89079284667969,56633806,2020-12-14
2020-12-21,53.805519104003906,54.323516845703125,55.95415496826172,48.12709426879883,55.95415496826172,32918175,2020-12-21
2020-12-28,60.635040283203125,61.21878433227539,65.08572387695312,55.534847259521484,55.81438446044922,57495369,2020-12-28
2021-01-04,60.95805358886719,61.5449104309082,62.05739974975586,55.30189895629883,58.19045639038086,36343631,2021-01-04
2021-01-11,60.081295013427734,60.65970993041992,64.94595336914062,58.050689697265625,62.43011474609375,30299586,2021-01-11
2021-01-18,58.189334869384766,58.749534606933594,61.91762924194336,56.746177673339844,61.498321533203125,21735080,2021-01-18
