Date,Adj Close_ESSENTIA.NS,Close_ESSENTIA.NS,High_ESSENTIA.NS,Low_ESSENTIA.NS,Open_ESSENTIA.NS,Volume_ESSENTIA.NS,Date
2021-03-08,0.46220600605010986,0.46220600605010986,0.46220600605010986,0.382515013217926,0.3984529972076416,326448,2021-03-08
2021-03-15,0.5737730264663696,0.5737730264663696,0.5737730264663696,0.47814399003982544,0.47814399003982544,1148518,2021-03-15
2021-03-22,0.6454939842224121,0.6454939842224121,0.6454939842224121,0.5897110104560852,0.5976799726486206,760408,2021-03-22
2021-03-29,0.6375250220298767,0.6375250220298767,0.6773710250854492,0.6375250220298767,0.6454939842224121,412488,2021-03-29
2021-04-05,0.669402003288269,0.669402003288269,0.669402003288269,0.669402003288269,0.669402003288269,122304,2021-04-05
2021-04-12,0.7012779712677002,0.7012779712677002,0.7012779712677002,0.7012779712677002,0.7012779712677002,121017,2021-04-12
2021-04-19,0.7012779712677002,0.7012779712677002,0.7012779712677002,0.7012779712677002,0.7012779712677002,44358,2021-04-19
2021-04-26,0.7012779712677002,0.7012779712677002,0.7012779712677002,0.7012779712677002,0.7012779712677002,10553,2021-04-26
2021-05-03,0.7012779712677002,0.7012779712677002,0.7012779712677002,0.7012779712677002,0.7012779712677002,101442,2021-05-03
2021-05-10,0.669402003288269,0.669402003288269,0.7331539988517761,0.669402003288269,0.7331539988517761,306622,2021-05-10
2021-05-17,0.669402003288269,0.669402003288269,0.669402003288269,0.6375250220298767,0.669402003288269,24519,2021-05-17
2021-05-24,0.6534630060195923,0.6534630060195923,0.669402003288269,0.6375250220298767,0.6614320278167725,87218,2021-05-24
2021-05-31,0.6534630060195923,0.6534630060195923,0.6534630060195923,0.6534630060195923,0.6534630060195923,627,2021-05-31
2021-06-07,0.6534630060195923,0.6534630060195923,0.6534630060195923,0.6534630060195923,0.6534630060195923,627,2021-06-07
2021-06-14,0.6534630060195923,0.6534630060195923,0.6853399872779846,0.6534630060195923,0.6534630060195923,118206,2021-06-14
2021-06-21,0.6534630060195923,0.6534630060195923,0.6853399872779846,0.6534630060195923,0.6853399872779846,59605,2021-06-21
2021-06-28,0.6534630060195923,0.6534630060195923,0.6534630060195923,0.6534630060195923,0.6534630060195923,0,2021-06-28
2021-07-05,0.6215869784355164,0.6215869784355164,0.6853399872779846,0.6215869784355164,0.6853399872779846,32180,2021-07-05
2021-07-12,0.6773710250854492,0.6773710250854492,0.6773710250854492,0.5737730264663696,0.5976799726486206,391342,2021-07-12
2021-07-19,0.7092469930648804,0.7092469930648804,0.7092469930648804,0.7092469930648804,0.7092469930648804,142337,2021-07-19
2021-07-26,0.7411230206489563,0.7411230206489563,0.7411230206489563,0.7092469930648804,0.7092469930648804,324987,2021-07-26
2021-08-02,0.7411230206489563,0.7411230206489563,0.7411230206489563,0.7411230206489563,0.7411230206489563,315319,2021-08-02
2021-08-09,0.7411230206489563,0.7411230206489563,0.7411230206489563,0.7331539988517761,0.7411230206489563,386494,2021-08-09
2021-08-16,0.7411230206489563,0.7411230206489563,0.7411230206489563,0.7411230206489563,0.7411230206489563,409646,2021-08-16
2021-08-23,0.7411230206489563,0.7411230206489563,0.7411230206489563,0.7092469930648804,0.7411230206489563,294959,2021-08-23
2021-08-30,0.7411230206489563,0.7411230206489563,0.7411230206489563,0.7411230206489563,0.7411230206489563,98499,2021-08-30
2021-09-06,0.7411230206489563,0.7411230206489563,0.7411230206489563,0.7411230206489563,0.7411230206489563,153248,2021-09-06
2021-09-13,0.7411230206489563,0.7411230206489563,0.7411230206489563,0.7411230206489563,0.7411230206489563,5678,2021-09-13
2021-09-20,0.7729989886283875,0.7729989886283875,0.7729989886283875,0.7729989886283875,0.7729989886283875,81395,2021-09-20
2021-09-27,0.7729989886283875,0.7729989886283875,0.7729989886283875,0.7729989886283875,0.7729989886283875,36560,2021-09-27
2021-10-04,0.765030026435852,0.765030026435852,0.7729989886283875,0.7411230206489563,0.7729989886283875,212302,2021-10-04
2021-10-11,0.7331539988517761,0.7331539988517761,0.765030026435852,0.7331539988517761,0.765030026435852,38021,2021-10-11
2021-10-18,0.7172160148620605,0.7172160148620605,0.7172160148620605,0.7012779712677002,0.7012779712677002,7284,2021-10-18
2021-10-25,0.7172160148620605,0.7172160148620605,0.7172160148620605,0.7172160148620605,0.7172160148620605,1254,2021-10-25
2021-11-01,0.7172160148620605,0.7172160148620605,0.7172160148620605,0.7172160148620605,0.7172160148620605,38210,2021-11-01
2021-11-08,0.7172160148620605,0.7172160148620605,0.7172160148620605,0.7172160148620605,0.7172160148620605,0,2021-11-08
2021-11-15,0.7490919828414917,0.7490919828414917,0.7490919828414917,0.7490919828414917,0.7490919828414917,83447,2021-11-15
2021-11-22,0.7172160148620605,0.7172160148620605,0.7172160148620605,0.7172160148620605,0.7172160148620605,3137,2021-11-22
2021-11-29,0.7172160148620605,0.7172160148620605,0.7172160148620605,0.7172160148620605,0.7172160148620605,0,2021-11-29
2021-12-06,0.6853399872779846,0.6853399872779846,0.7172160148620605,0.6853399872779846,0.7172160148620605,13232,2021-12-06
2021-12-13,0.6933090090751648,0.6933090090751648,0.7172160148620605,0.6534630060195923,0.6853399872779846,146057,2021-12-13
2021-12-20,0.6853399872779846,0.6853399872779846,0.725184977054596,0.669402003288269,0.725184977054596,24802,2021-12-20
2021-12-27,0.7172160148620605,0.7172160148620605,0.7172160148620605,0.669402003288269,0.669402003288269,20705,2021-12-27
2022-01-03,0.7490919828414917,0.7490919828414917,0.7490919828414917,0.7490919828414917,0.7490919828414917,15051,2022-01-03
2022-01-10,0.7809690237045288,0.7809690237045288,0.7809690237045288,0.7809690237045288,0.7809690237045288,20893,2022-01-10
2022-01-17,0.81284499168396,0.81284499168396,0.81284499168396,0.81284499168396,0.81284499168396,9668,2022-01-17
2022-01-24,0.81284499168396,0.81284499168396,0.81284499168396,0.81284499168396,0.81284499168396,5176,2022-01-24
2022-01-31,0.81284499168396,0.81284499168396,0.81284499168396,0.81284499168396,0.81284499168396,1775,2022-01-31
2022-02-07,0.81284499168396,0.81284499168396,0.81284499168396,0.81284499168396,0.81284499168396,648,2022-02-07
2022-02-14,0.81284499168396,0.81284499168396,0.81284499168396,0.81284499168396,0.81284499168396,1066,2022-02-14
2022-02-21,0.81284499168396,0.81284499168396,0.81284499168396,0.81284499168396,0.81284499168396,154,2022-02-21
2022-02-28,0.81284499168396,0.81284499168396,0.81284499168396,0.81284499168396,0.81284499168396,7068,2022-02-28
2022-03-07,0.81284499168396,0.81284499168396,0.81284499168396,0.81284499168396,0.81284499168396,27167,2022-03-07
2022-03-14,0.81284499168396,0.81284499168396,0.81284499168396,0.81284499168396,0.81284499168396,4182,2022-03-14
2022-03-21,0.81284499168396,0.81284499168396,0.81284499168396,0.81284499168396,0.81284499168396,0,2022-03-21
2022-03-28,0.8606590032577515,0.8606590032577515,0.8606590032577515,0.8606590032577515,0.8606590032577515,4835,2022-03-28
2022-04-04,0.8845660090446472,0.8845660090446472,0.8845660090446472,0.8845660090446472,0.8845660090446472,17889,2022-04-04
2022-04-11,0.8845660090446472,0.8845660090446472,0.8845660090446472,0.8845660090446472,0.8845660090446472,8319,2022-04-11
2022-04-18,0.8845660090446472,0.8845660090446472,0.8845660090446472,0.8845660090446472,0.8845660090446472,363,2022-04-18
2022-04-25,0.8845660090446472,0.8845660090446472,0.8845660090446472,0.8845660090446472,0.8845660090446472,941,2022-04-25
2022-05-02,0.8845660090446472,0.8845660090446472,0.8845660090446472,0.8845660090446472,0.8845660090446472,211,2022-05-02
2022-05-09,0.9020559787750244,0.9020559787750244,0.9020559787750244,0.9020559787750244,0.9020559787750244,5036,2022-05-09
2022-05-16,0.9020559787750244,0.9020559787750244,0.9020559787750244,0.9020559787750244,0.9020559787750244,30,2022-05-16
2022-05-23,0.9020559787750244,0.9020559787750244,0.9020559787750244,0.8776760101318359,0.9020559787750244,64212,2022-05-23
2022-05-30,0.9020559787750244,0.9020559787750244,0.9020559787750244,0.8776760101318359,0.9020559787750244,45664,2022-05-30
2022-06-06,0.8776760101318359,0.8776760101318359,0.9020559787750244,0.8776760101318359,0.9020559787750244,70018,2022-06-06
2022-06-13,0.9020559787750244,0.9020559787750244,0.9020559787750244,0.8776760101318359,0.8776760101318359,217045,2022-06-13
2022-06-20,1.0239559412002563,1.0239559412002563,1.0239559412002563,0.9020559787750244,0.9020559787750244,166701,2022-06-20
2022-06-27,1.2677550315856934,1.2677550315856934,1.2677550315856934,1.0239559412002563,1.0239559412002563,398369,2022-06-27
2022-07-04,1.5359339714050293,1.5359339714050293,1.5359339714050293,1.3165149688720703,1.3165149688720703,1174462,2022-07-04
2022-07-11,1.9016319513320923,1.9016319513320923,1.9016319513320923,1.6090739965438843,1.6090739965438843,3558859,2022-07-11
2022-07-18,2.3648509979248047,2.3648509979248047,2.3648509979248047,1.9747719764709473,1.9747719764709473,4600356,2022-07-18
2022-07-25,2.9499690532684326,2.9499690532684326,2.9499690532684326,2.462369918823242,2.462369918823242,2981843,2022-07-25
2022-08-01,3.2425270080566406,3.2425270080566406,3.266906976699829,2.8036890029907227,3.096247911453247,69548269,2022-08-01
2022-08-08,3.2912869453430176,3.2912869453430176,3.364427089691162,2.9499690532684326,3.364427089691162,17269993,2022-08-08
2022-08-15,3.9251649379730225,3.9251649379730225,3.9251649379730225,3.2912869453430176,3.2912869453430176,22319674,2022-08-15
2022-08-22,3.730125904083252,3.730125904083252,4.437142848968506,3.730125904083252,4.120203971862793,19705769,2022-08-22
2022-08-29,3.364427089691162,3.364427089691162,3.730125904083252,3.364427089691162,3.5594658851623535,16955849,2022-08-29
2022-09-05,3.19376802444458,3.19376802444458,3.364427089691162,2.925589084625244,3.2181479930877686,10550564,2022-09-05
2022-09-12,2.8036890029907227,2.8036890029907227,3.2425270080566406,2.8036890029907227,3.1693880558013916,7569923,2022-09-12
2022-09-19,3.145008087158203,3.145008087158203,3.2181479930877686,2.6817901134490967,2.8524489402770996,7554165,2022-09-19
2022-09-26,2.9743480682373047,2.9743480682373047,3.266906976699829,2.7305490970611572,3.1206281185150146,4928843,2022-09-26
2022-10-03,2.9012091159820557,2.9012091159820557,3.1693880558013916,2.876828908920288,3.0231080055236816,5674720,2022-10-03
2022-10-10,2.9499690532684326,2.9499690532684326,3.145008087158203,2.608649969100952,2.779309034347534,23464123,2022-10-10
2022-10-17,2.876828908920288,2.876828908920288,3.0231080055236816,2.8036890029907227,2.876828908920288,14524871,2022-10-17
2022-10-24,2.7305490970611572,2.7305490970611572,2.925589084625244,2.6817901134490967,2.925589084625244,4248094,2022-10-24
2022-10-31,2.9012091159820557,2.9012091159820557,2.9499690532684326,2.559890031814575,2.8036890029907227,7996775,2022-10-31
2022-11-07,3.413187026977539,3.413187026977539,3.461946964263916,2.876828908920288,3.04748797416687,18231722,2022-11-07
2022-11-14,3.9300010204315186,3.9300010204315186,3.9300010204315186,3.2181479930877686,3.4863269329071045,15404891,2022-11-14
2022-11-21,4.077376842498779,4.077376842498779,4.1756272315979,3.7335009574890137,4.1019392013549805,16209349,2022-11-21
2022-11-28,4.44581413269043,4.44581413269043,4.44581413269043,3.9300010204315186,4.077376842498779,5538282,2022-11-28
2022-12-05,4.44581413269043,4.44581413269043,4.44581413269043,4.44581413269043,4.44581413269043,0,2022-12-05
2022-12-12,4.323001861572266,4.323001861572266,4.4212517738342285,3.8317511081695557,4.0282511711120605,11179058,2022-12-12
2022-12-19,4.077376842498779,4.077376842498779,4.6423139572143555,3.8317511081695557,4.470376968383789,8321670,2022-12-19
2022-12-26,3.3896260261535645,3.3896260261535645,4.273877143859863,3.2913761138916016,3.880876064300537,4684374,2022-12-26
2023-01-02,3.1931259632110596,3.1931259632110596,3.4633140563964844,3.119438886642456,3.414189100265503,4195778,2023-01-02
2023-01-09,3.414189100265503,3.414189100265503,3.758064031600952,3.217689037322998,3.315938949584961,2043364,2023-01-09
2023-01-16,3.9300010204315186,3.9300010204315186,4.077376842498779,3.315938949584961,3.4633140563964844,4887177,2023-01-16
2023-01-23,3.9791259765625,3.9791259765625,4.323001861572266,3.9791259765625,4.12650203704834,7073947,2023-01-23
2023-01-30,3.8071889877319336,3.8071889877319336,4.1019392013549805,3.438750982284546,3.9300010204315186,4241337,2023-01-30
2023-02-06,3.512439012527466,3.512439012527466,3.880876064300537,3.3896260261535645,3.880876064300537,2376961,2023-02-06
2023-02-13,3.6106889247894287,3.6106889247894287,3.6106889247894287,3.2668139934539795,3.4633140563964844,13858291,2023-02-13
2023-02-20,3.758064031600952,3.758064031600952,4.1756272315979,3.7089390754699707,3.7089390754699707,7905522,2023-02-20
2023-02-27,3.782625913619995,3.782625913619995,3.880876064300537,3.340501070022583,3.758064031600952,6014544,2023-02-27
2023-03-06,3.8071889877319336,3.8071889877319336,4.12650203704834,3.6843760013580322,3.8317511081695557,16214240,2023-03-06
2023-03-13,3.414189100265503,3.414189100265503,3.856313943862915,3.3896260261535645,3.856313943862915,12867818,2023-03-13
2023-03-20,3.1931259632110596,3.1931259632110596,3.537000894546509,3.1685640811920166,3.512439012527466,6882471,2023-03-20
2023-03-27,2.9720630645751953,2.9720630645751953,3.2913761138916016,2.800126075744629,3.1931259632110596,21248576,2023-03-27
2023-04-03,3.3650639057159424,3.3650639057159424,3.414189100265503,2.9720630645751953,3.0457510948181152,14739964,2023-04-03
2023-04-10,3.119438886642456,3.119438886642456,3.4633140563964844,2.9720630645751953,3.414189100265503,12240169,2023-04-10
2023-04-17,3.0211880207061768,3.0211880207061768,3.3896260261535645,2.9720630645751953,3.0948760509490967,4782248,2023-04-17
2023-04-24,3.119438886642456,3.119438886642456,3.3896260261535645,3.0211880207061768,3.0457510948181152,8276343,2023-04-24
2023-05-01,3.8317511081695557,3.8317511081695557,4.1756272315979,3.119438886642456,3.119438886642456,23323385,2023-05-01
2023-05-08,3.65981388092041,3.65981388092041,3.954564094543457,3.2913761138916016,3.856313943862915,20458892,2023-05-08
2023-05-15,3.315938949584961,3.315938949584961,3.880876064300537,3.242250919342041,3.782625913619995,22265953,2023-05-15
2023-05-22,3.315938949584961,3.315938949584961,3.512439012527466,3.217689037322998,3.3896260261535645,11397403,2023-05-22
2023-05-29,3.315938949584961,3.315938949584961,3.3896260261535645,3.2668139934539795,3.3896260261535645,11126033,2023-05-29
2023-06-05,3.2668139934539795,3.2668139934539795,3.4878759384155273,3.217689037322998,3.3650639057159424,3856169,2023-06-05
2023-06-12,3.217689037322998,3.217689037322998,3.3650639057159424,3.1685640811920166,3.2668139934539795,6538570,2023-06-12
2023-06-19,2.8738129138946533,2.8738129138946533,3.217689037322998,2.824687957763672,3.217689037322998,2125073,2023-06-19
2023-06-26,2.9966259002685547,2.9966259002685547,2.9966259002685547,2.7510008811950684,2.898375988006592,1025233,2023-06-26
2023-07-03,2.9475009441375732,2.9475009441375732,3.2913761138916016,2.9475009441375732,3.0703139305114746,1247842,2023-07-03
2023-07-10,2.898375988006592,2.898375988006592,3.0948760509490967,2.898375988006592,2.9475009441375732,1192118,2023-07-10
2023-07-17,2.800126075744629,2.800126075744629,2.9966259002685547,2.7510008811950684,2.9475009441375732,1477280,2023-07-17
2023-07-24,2.824687957763672,2.824687957763672,2.922938108444214,2.6773130893707275,2.8738129138946533,13119497,2023-07-24
2023-07-31,3.340501070022583,3.340501070022583,3.3896260261535645,2.9475009441375732,2.9475009441375732,39102142,2023-07-31
2023-08-07,3.0948760509490967,3.0948760509490967,3.2913761138916016,3.0948760509490967,3.2913761138916016,1039060,2023-08-07
2023-08-14,2.898375988006592,2.898375988006592,3.0457510948181152,2.898375988006592,3.0457510948181152,521801,2023-08-14
2023-08-21,2.6527509689331055,2.6527509689331055,2.8492510318756104,2.6527509689331055,2.8492510318756104,966340,2023-08-21
2023-08-28,2.898375988006592,2.898375988006592,2.898375988006592,2.603626012802124,2.701875925064087,5782142,2023-08-28
2023-09-04,2.9720630645751953,2.9720630645751953,2.9966259002685547,2.8492510318756104,2.9475009441375732,2276445,2023-09-04
2023-09-11,3.340501070022583,3.340501070022583,3.340501070022583,2.8738129138946533,2.9966259002685547,9987581,2023-09-11
2023-09-18,3.3896260261535645,3.3896260261535645,3.7089390754699707,3.3896260261535645,3.438750982284546,17851564,2023-09-18
2023-09-25,3.144001007080078,3.144001007080078,3.340501070022583,3.144001007080078,3.340501070022583,475097,2023-09-25
2023-10-02,3.0457510948181152,3.0457510948181152,3.1931259632110596,3.0457510948181152,3.144001007080078,2277696,2023-10-02
2023-10-09,2.922938108444214,2.922938108444214,2.9966259002685547,2.8738129138946533,2.9966259002685547,1373763,2023-10-09
2023-10-16,2.9475009441375732,2.9475009441375732,3.0211880207061768,2.922938108444214,2.9720630645751953,772736,2023-10-16
2023-10-23,2.8492510318756104,2.8492510318756104,2.9720630645751953,2.824687957763672,2.9720630645751953,1038369,2023-10-23
2023-10-30,2.9475009441375732,2.9475009441375732,3.1685640811920166,2.7755630016326904,2.7755630016326904,3846427,2023-10-30
2023-11-06,3.0703139305114746,3.0703139305114746,3.242250919342041,2.898375988006592,2.9475009441375732,8858096,2023-11-06
2023-11-13,3.5861260890960693,3.5861260890960693,3.880876064300537,3.217689037322998,3.3896260261535645,72808607,2023-11-13
2023-11-20,3.438750982284546,3.438750982284546,3.9300010204315186,3.414189100265503,3.8071889877319336,232274783,2023-11-20
2023-11-27,3.242250919342041,3.242250919342041,3.8071889877319336,3.1931259632110596,3.438750982284546,206477307,2023-11-27
2023-12-04,2.9720630645751953,2.9720630645751953,3.414189100265503,2.9475009441375732,3.414189100265503,193271225,2023-12-04
2023-12-11,2.824687957763672,2.824687957763672,3.119438886642456,2.800126075744629,3.0457510948181152,304208400,2023-12-11
2023-12-18,3.0948760509490967,3.0948760509490967,3.1685640811920166,2.6773130893707275,2.8492510318756104,202692102,2023-12-18
2023-12-25,3.438750982284546,3.438750982284546,3.5861260890960693,3.0948760509490967,3.0948760509490967,147208789,2023-12-25
2024-01-01,5.231814861297607,5.231814861297607,6.140627861022949,3.512439012527466,3.537000894546509,385739036,2024-01-01
2024-01-08,6.5827531814575195,6.5827531814575195,6.5827531814575195,5.305501937866211,5.477439880371094,197682380,2024-01-08
2024-01-15,7.270503044128418,7.270503044128418,7.565252780914307,6.5827531814575195,6.5827531814575195,38430674,2024-01-15
2024-01-22,6.730127811431885,6.730127811431885,7.270503044128418,6.730127811431885,7.270503044128418,3681694,2024-01-22
2024-01-29,6.238877773284912,6.238877773284912,6.631877899169922,6.238877773284912,6.631877899169922,4247990,2024-01-29
2024-02-05,5.747626781463623,5.747626781463623,6.140627861022949,5.747626781463623,6.140627861022949,3620049,2024-02-05
2024-02-12,5.256377220153809,5.256377220153809,5.64937686920166,5.256377220153809,5.64937686920166,2348355,2024-02-12
2024-02-19,4.765127182006836,4.765127182006836,5.1581268310546875,4.765127182006836,5.1581268310546875,14669451,2024-02-19
2024-02-26,3.7335009574890137,3.7335009574890137,4.765127182006836,3.7335009574890137,4.6177520751953125,40497304,2024-02-26
2024-03-04,4.224751949310303,4.224751949310303,4.224751949310303,3.438750982284546,3.4878759384155273,51646033,2024-03-04
2024-03-11,3.8317511081695557,3.8317511081695557,4.1756272315979,3.8317511081695557,4.12650203704834,8487305,2024-03-11
2024-03-18,3.5861260890960693,3.5861260890960693,3.782625913619995,3.5861260890960693,3.782625913619995,2494155,2024-03-18
2024-03-25,3.438750982284546,3.438750982284546,3.5861260890960693,3.438750982284546,3.5861260890960693,1918298,2024-03-25
2024-04-01,3.242250919342041,3.242250919342041,3.438750982284546,3.242250919342041,3.3896260261535645,16752859,2024-04-01
2024-04-08,3.144001007080078,3.144001007080078,3.2913761138916016,3.144001007080078,3.1931259632110596,10419740,2024-04-08
2024-04-15,3.242250919342041,3.242250919342041,3.242250919342041,3.0457510948181152,3.0948760509490967,9016286,2024-04-15
2024-04-22,3.9791259765625,3.9791259765625,3.9791259765625,3.3896260261535645,3.3896260261535645,15071369,2024-04-22
2024-04-29,4.273877143859863,4.273877143859863,4.372127056121826,4.0282511711120605,4.077376842498779,12115062,2024-04-29
2024-05-06,4.0282511711120605,4.0282511711120605,4.224751949310303,4.0282511711120605,4.224751949310303,1343584,2024-05-06
2024-05-13,3.7335009574890137,3.7335009574890137,3.9791259765625,3.7335009574890137,3.9791259765625,1765721,2024-05-13
2024-05-20,3.635251045227051,3.635251045227051,3.782625913619995,3.5861260890960693,3.782625913619995,5940260,2024-05-20
2024-05-27,3.5999999046325684,3.5999999046325684,3.782625913619995,3.5999999046325684,3.6843760013580322,11832030,2024-05-27
2024-06-03,3.4000000953674316,3.4000000953674316,3.5999999046325684,3.4000000953674316,3.549999952316284,6207821,2024-06-03
2024-06-10,4.309999942779541,4.309999942779541,4.309999942779541,3.490000009536743,3.490000009536743,28478390,2024-06-10
2024-06-17,4.539999961853027,4.539999961853027,4.739999771118164,4.309999942779541,4.309999942779541,19546095,2024-06-17
2024-06-24,4.079999923706055,4.079999923706055,4.449999809265137,4.079999923706055,4.440000057220459,11300230,2024-06-24
2024-07-01,3.809999942779541,3.809999942779541,4.059999942779541,3.809999942779541,3.990000009536743,16886567,2024-07-01
2024-07-08,3.690000057220459,3.690000057220459,3.950000047683716,3.559999942779541,3.880000114440918,29420231,2024-07-08
2024-07-15,3.759999990463257,3.759999990463257,3.799999952316284,3.690000057220459,3.690000057220459,5667675,2024-07-15
2024-07-22,3.890000104904175,3.890000104904175,3.9700000286102295,3.75,3.759999990463257,12352408,2024-07-22
2024-07-29,3.9800000190734863,3.9800000190734863,4.099999904632568,3.7200000286102295,4.079999923706055,36305508,2024-07-29
2024-08-05,4.010000228881836,4.010000228881836,4.190000057220459,3.799999952316284,4.090000152587891,40070518,2024-08-05
2024-08-12,4.510000228881836,4.510000228881836,5.25,4.070000171661377,4.230000019073486,189992082,2024-08-12
2024-08-19,4.269999980926514,4.269999980926514,4.920000076293945,4.210000038146973,4.559999942779541,99813119,2024-08-19
2024-08-26,4.159999847412109,4.159999847412109,4.449999809265137,4.090000152587891,4.349999904632568,49395236,2024-08-26
2024-09-02,3.9700000286102295,3.9700000286102295,4.199999809265137,3.9000000953674316,4.199999809265137,40355071,2024-09-02
2024-09-09,4.230000019073486,4.230000019073486,4.25,3.819999933242798,4.0,47521615,2024-09-09
2024-09-16,3.9000000953674316,3.9000000953674316,4.369999885559082,3.8499999046325684,4.309999942779541,37394911,2024-09-16
2024-09-23,3.8499999046325684,3.8499999046325684,3.990000009536743,3.7799999713897705,3.9600000381469727,27710464,2024-09-23
2024-09-30,3.740000009536743,3.740000009536743,3.880000114440918,3.569999933242798,3.880000114440918,21381092,2024-09-30
2024-10-07,3.7300000190734863,3.7300000190734863,3.859999895095825,3.4100000858306885,3.809999942779541,28402941,2024-10-07
2024-10-14,3.549999952316284,3.549999952316284,3.819999933242798,3.5,3.740000009536743,20441122,2024-10-14
2024-10-21,3.0799999237060547,3.0799999237060547,3.890000104904175,2.8499999046325684,3.490000009536743,27562722,2024-10-21
2024-10-28,3.5299999713897705,3.5299999713897705,3.5299999713897705,3.0,3.1500000953674316,10903742,2024-10-28
2024-11-04,3.309999942779541,3.309999942779541,3.700000047683716,3.309999942779541,3.690000057220459,6885132,2024-11-04
2024-11-11,3.0299999713897705,3.0299999713897705,3.240000009536743,3.0299999713897705,3.240000009536743,2820259,2024-11-11
2024-11-18,2.990000009536743,2.990000009536743,3.119999885559082,2.990000009536743,3.0899999141693115,4272277,2024-11-18
