Date,Adj Close_TITAGARH.NS,Close_TITAGARH.NS,High_TITAGARH.NS,Low_TITAGARH.NS,Open_TITAGARH.NS,Volume_TITAGARH.NS,Date
2020-07-13,42.849365234375,42.900001525878906,43.099998474121094,38.5,39.0,1316045,2020-07-13
2020-07-20,41.85054397583008,41.900001525878906,43.900001525878906,40.04999923706055,43.45000076293945,2006256,2020-07-20
2020-07-27,39.00390625,39.04999923706055,41.900001525878906,38.70000076293945,41.900001525878906,730359,2020-07-27
2020-08-03,40.70189666748047,40.75,41.5,38.79999923706055,39.400001525878906,1513284,2020-08-03
2020-08-10,43.59847640991211,43.650001525878906,46.29999923706055,40.29999923706055,40.29999923706055,2769917,2020-08-10
2020-08-17,48.8922233581543,48.95000076293945,53.45000076293945,43.0,44.29999923706055,9468233,2020-08-17
2020-08-24,48.442752838134766,48.5,52.650001525878906,48.150001525878906,50.400001525878906,2338817,2020-08-24
2020-08-31,43.798240661621094,43.849998474121094,49.150001525878906,43.0,48.900001525878906,970666,2020-08-31
2020-09-07,44.0978889465332,44.150001525878906,46.29999923706055,41.54999923706055,43.349998474121094,1050835,2020-09-07
2020-09-14,43.64841842651367,43.70000076293945,45.45000076293945,43.5,45.0,432869,2020-09-14
2020-09-21,39.40343475341797,39.45000076293945,44.25,38.0,43.79999923706055,566926,2020-09-21
2020-09-28,45.795875549316406,45.849998474121094,48.400001525878906,40.099998474121094,40.20000076293945,3750020,2020-09-28
2020-10-05,45.546173095703125,45.599998474121094,46.79999923706055,43.0,45.54999923706055,1545042,2020-10-05
2020-10-12,41.95042419433594,42.0,45.79999923706055,41.5,45.099998474121094,686044,2020-10-12
2020-10-19,43.19894790649414,43.25,44.150001525878906,41.5,42.95000076293945,870443,2020-10-19
2020-10-26,40.75183868408203,40.79999923706055,43.54999923706055,40.0,43.349998474121094,380950,2020-10-26
2020-11-02,41.151371002197266,41.20000076293945,41.79999923706055,39.849998474121094,41.400001525878906,545949,2020-11-02
2020-11-09,43.99800491333008,44.04999923706055,44.75,40.95000076293945,41.900001525878906,1896608,2020-11-09
2020-11-16,44.34759521484375,44.400001525878906,47.599998474121094,43.400001525878906,43.54999923706055,2140734,2020-11-16
2020-11-23,46.24534606933594,46.29999923706055,47.5,43.75,44.400001525878906,1747036,2020-11-23
2020-11-30,48.19304656982422,48.25,50.900001525878906,45.70000076293945,46.29999923706055,2747443,2020-11-30
2020-12-07,51.28938674926758,51.349998474121094,55.849998474121094,48.20000076293945,48.45000076293945,6627441,2020-12-07
2020-12-14,53.0872688293457,53.150001525878906,56.0,50.650001525878906,51.79999923706055,3837142,2020-12-14
2020-12-21,50.5402717590332,50.599998474121094,53.349998474121094,45.0,53.0,2010562,2020-12-21
2020-12-28,58.88041687011719,58.95000076293945,59.95000076293945,50.79999923706055,51.29999923706055,14740802,2020-12-28
2021-01-04,58.88041687011719,58.95000076293945,62.20000076293945,56.54999923706055,59.849998474121094,6245672,2021-01-04
2021-01-11,59.230003356933594,59.29999923706055,61.349998474121094,57.5,59.349998474121094,5165551,2021-01-11
2021-01-18,55.68419647216797,55.75,59.75,54.04999923706055,59.150001525878906,2645271,2021-01-18
2021-01-25,55.78407669067383,55.849998474121094,58.79999923706055,55.349998474121094,56.95000076293945,2622135,2021-01-25
2021-02-01,51.938621520996094,52.0,56.25,51.20000076293945,55.25,5774312,2021-02-01
2021-02-08,50.39044952392578,50.45000076293945,53.5,50.099998474121094,52.79999923706055,2420848,2021-02-08
2021-02-15,49.89104461669922,49.95000076293945,53.849998474121094,48.900001525878906,52.0,5390070,2021-02-15
2021-02-22,50.29056930541992,50.349998474121094,52.45000076293945,48.0,49.45000076293945,2565914,2021-02-22
2021-03-01,53.83638000488281,53.900001525878906,57.0,50.45000076293945,50.849998474121094,5798902,2021-03-01
2021-03-08,51.738853454589844,51.79999923706055,54.79999923706055,51.25,54.400001525878906,2052097,2021-03-08
2021-03-15,48.94216537475586,49.0,52.79999923706055,46.54999923706055,51.900001525878906,2865507,2021-03-15
2021-03-22,44.69717788696289,44.75,49.75,44.29999923706055,48.099998474121094,2014294,2021-03-22
2021-03-29,46.99446487426758,47.04999923706055,47.45000076293945,44.29999923706055,44.75,1416807,2021-03-29
2021-04-05,50.29056930541992,50.349998474121094,51.45000076293945,46.349998474121094,46.900001525878906,2169744,2021-04-05
2021-04-12,49.14192581176758,49.20000076293945,49.599998474121094,45.20000076293945,48.75,1818792,2021-04-12
2021-04-19,46.69481658935547,46.75,49.099998474121094,46.099998474121094,48.5,1590523,2021-04-19
2021-04-26,47.044403076171875,47.099998474121094,48.04999923706055,46.29999923706055,47.45000076293945,920235,2021-04-26
2021-05-03,46.34523010253906,46.400001525878906,47.900001525878906,45.599998474121094,47.099998474121094,1180911,2021-05-03
2021-05-10,48.74239730834961,48.79999923706055,51.150001525878906,46.5,46.849998474121094,2688002,2021-05-10
2021-05-17,53.786434173583984,53.849998474121094,55.70000076293945,48.04999923706055,49.0,7454620,2021-05-17
2021-05-24,53.786434173583984,53.849998474121094,56.150001525878906,51.5,53.400001525878906,4446205,2021-05-24
2021-05-31,55.634254455566406,55.70000076293945,58.75,53.599998474121094,54.0,11151616,2021-05-31
2021-06-07,58.081363677978516,58.150001525878906,61.20000076293945,54.900001525878906,56.04999923706055,11452485,2021-06-07
2021-06-14,55.634254455566406,55.70000076293945,59.75,54.349998474121094,57.79999923706055,4758399,2021-06-14
2021-06-21,65.32280731201172,65.4000015258789,67.69999694824219,54.20000076293945,55.0,17996975,2021-06-21
2021-06-28,71.5654296875,71.6500015258789,77.25,65.0,65.94999694824219,20065101,2021-06-28
2021-07-05,73.11360168457031,73.19999694824219,76.3499984741211,69.80000305175781,72.25,7973561,2021-07-05
2021-07-12,73.61300659179688,73.69999694824219,74.80000305175781,71.19999694824219,73.69999694824219,3967410,2021-07-12
2021-07-19,73.51312255859375,73.5999984741211,74.4000015258789,68.5,72.69999694824219,3932847,2021-07-19
2021-07-26,79.45610809326172,79.55000305175781,83.4000015258789,73.75,74.69999694824219,10879626,2021-07-26
2021-08-02,87.64642333984375,87.75,96.80000305175781,80.30000305175781,80.6500015258789,17218989,2021-08-02
2021-08-09,96.18633270263672,96.30000305175781,98.94999694824219,76.69999694824219,88.0,12948357,2021-08-09
2021-08-16,92.29093933105469,92.4000015258789,102.5,91.5,99.8499984741211,10906604,2021-08-16
2021-08-23,97.48479461669922,97.5999984741211,99.19999694824219,84.5,94.0,8304436,2021-08-23
2021-08-30,93.28975677490234,93.4000015258789,99.0,92.5,98.4000015258789,4582658,2021-08-30
2021-09-06,92.99010467529297,93.0999984741211,98.0,89.6500015258789,93.9000015258789,4391659,2021-09-06
2021-09-13,92.19105529785156,92.30000305175781,96.69999694824219,90.0,93.1500015258789,3626542,2021-09-13
2021-09-20,93.48951721191406,93.5999984741211,99.1500015258789,87.19999694824219,91.69999694824219,4498673,2021-09-20
2021-09-27,108.12222290039062,108.25,109.80000305175781,93.19999694824219,93.94999694824219,9904493,2021-09-27
2021-10-04,100.98065948486328,101.0999984741211,109.4000015258789,98.1500015258789,109.25,6599021,2021-10-04
2021-10-11,100.98065948486328,101.0999984741211,102.9000015258789,98.05000305175781,100.30000305175781,2770769,2021-10-11
2021-10-18,100.48125457763672,100.5999984741211,106.94999694824219,96.5,101.6500015258789,7497631,2021-10-18
2021-10-25,94.13874816894531,94.25,103.30000305175781,92.5999984741211,101.69999694824219,3034268,2021-10-25
2021-11-01,94.93780517578125,95.05000305175781,96.30000305175781,92.69999694824219,93.05000305175781,1350059,2021-11-01
2021-11-08,92.79034423828125,92.9000015258789,96.44999694824219,92.5999984741211,95.6500015258789,1548855,2021-11-08
2021-11-15,92.94017028808594,93.05000305175781,95.5999984741211,89.1500015258789,93.5,2046185,2021-11-15
2021-11-22,94.3884506225586,94.5,101.9000015258789,93.05000305175781,94.0,5114919,2021-11-22
2021-11-29,89.0447769165039,89.1500015258789,93.5,85.25,93.0,1786731,2021-11-29
2021-12-06,91.04241180419922,91.1500015258789,94.6500015258789,86.0999984741211,88.0999984741211,1527063,2021-12-06
2021-12-13,88.84500122070312,88.94999694824219,92.8499984741211,85.3499984741211,91.9000015258789,1956230,2021-12-13
2021-12-20,87.99600982666016,88.0999984741211,92.3499984741211,85.0999984741211,87.5999984741211,2104465,2021-12-20
2021-12-27,92.74040222167969,92.8499984741211,95.0,87.0999984741211,87.0999984741211,3901971,2021-12-27
2022-01-03,96.9354476928711,97.05000305175781,99.5,94.30000305175781,94.30000305175781,4534455,2022-01-03
2022-01-10,114.71443176269531,114.8499984741211,122.8499984741211,97.75,97.80000305175781,19527589,2022-01-10
2022-01-17,114.61455535888672,114.75,124.0,106.75,115.5,8173412,2022-01-17
2022-01-24,112.66686248779297,112.80000305175781,122.0,107.4000015258789,118.25,6525586,2022-01-24
2022-01-31,115.2138442993164,115.3499984741211,117.5,108.80000305175781,114.69999694824219,7496854,2022-01-31
2022-02-07,103.32788848876953,103.44999694824219,118.5,102.5,116.0,3778602,2022-02-07
2022-02-14,96.48597717285156,96.5999984741211,101.8499984741211,91.05000305175781,101.05000305175781,2797677,2022-02-14
2022-02-21,84.50013732910156,84.5999984741211,96.19999694824219,75.0999984741211,96.0,3534978,2022-02-21
2022-02-28,85.39907836914062,85.5,88.4000015258789,81.80000305175781,82.05000305175781,1337918,2022-02-28
2022-03-07,91.89140319824219,92.0,93.05000305175781,82.4000015258789,86.0,3126433,2022-03-07
2022-03-14,96.28620910644531,96.4000015258789,97.25,90.4000015258789,92.0,1581295,2022-03-14
2022-03-21,100.6310806274414,100.75,105.0,94.5999984741211,97.94999694824219,4285266,2022-03-21
2022-03-28,100.93073272705078,101.05000305175781,105.44999694824219,99.75,101.5,2323341,2022-03-28
2022-04-04,106.97358703613281,107.0999984741211,111.19999694824219,100.1500015258789,101.55000305175781,6654505,2022-04-04
2022-04-11,103.07818603515625,103.19999694824219,107.5,102.25,107.25,1351258,2022-04-11
2022-04-18,112.76673889160156,112.9000015258789,117.4000015258789,99.3499984741211,102.5999984741211,12191147,2022-04-18
2022-04-25,103.97711944580078,104.0999984741211,114.19999694824219,102.75,111.5,4330172,2022-04-25
2022-05-02,101.92955017089844,102.05000305175781,107.69999694824219,99.19999694824219,103.5,2797597,2022-05-02
2022-05-09,102.22918701171875,102.3499984741211,106.6500015258789,94.0,101.5999984741211,4847037,2022-05-09
2022-05-16,106.8237533569336,106.94999694824219,109.0,101.5,102.55000305175781,1845609,2022-05-16
2022-05-23,102.02943420410156,102.1500015258789,116.30000305175781,100.30000305175781,107.55000305175781,5753189,2022-05-23
2022-05-30,98.0840835571289,98.19999694824219,104.3499984741211,98.0,103.1500015258789,1894324,2022-05-30
2022-06-06,111.01880645751953,111.1500015258789,112.9000015258789,98.19999694824219,98.19999694824219,6117734,2022-06-06
2022-06-13,100.53119659423828,100.6500015258789,111.0,99.94999694824219,109.0,3175152,2022-06-13
2022-06-20,96.13639068603516,96.25,101.5,93.4000015258789,100.05000305175781,1347952,2022-06-20
2022-06-27,102.22918701171875,102.3499984741211,105.5,97.25,97.5999984741211,2023355,2022-06-27
2022-07-04,121.90593719482422,122.05000305175781,125.55000305175781,101.94999694824219,101.94999694824219,13324303,2022-07-04
