Date,Adj Close_HLVLTD.NS,Close_HLVLTD.NS,High_HLVLTD.NS,Low_HLVLTD.NS,Open_HLVLTD.NS,Volume_HLVLTD.NS,Date
2020-07-13,4.75,4.75,5.300000190734863,4.699999809265137,4.699999809265137,534270,2020-07-13
2020-07-20,4.75,4.75,5.0,4.650000095367432,4.800000190734863,645227,2020-07-20
2020-07-27,4.800000190734863,4.800000190734863,4.900000095367432,4.449999809265137,4.900000095367432,629726,2020-07-27
2020-08-03,4.5,4.5,4.900000095367432,4.300000190734863,4.900000095367432,1525650,2020-08-03
2020-08-10,5.150000095367432,5.150000095367432,5.349999904632568,4.400000095367432,4.599999904632568,1884441,2020-08-10
2020-08-17,5.199999809265137,5.199999809265137,5.400000095367432,4.900000095367432,5.099999904632568,874222,2020-08-17
2020-08-24,5.199999809265137,5.199999809265137,5.5,5.099999904632568,5.5,813887,2020-08-24
2020-08-31,5.150000095367432,5.150000095367432,5.349999904632568,4.949999809265137,5.349999904632568,836404,2020-08-31
2020-09-07,5.099999904632568,5.099999904632568,5.400000095367432,4.900000095367432,5.0,659030,2020-09-07
2020-09-14,5.0,5.0,5.300000190734863,4.949999809265137,5.300000190734863,539854,2020-09-14
2020-09-21,4.699999809265137,4.699999809265137,5.0,4.599999904632568,4.949999809265137,361912,2020-09-21
2020-09-28,4.900000095367432,4.900000095367432,5.0,4.699999809265137,4.900000095367432,297147,2020-09-28
2020-10-05,4.75,4.75,5.099999904632568,4.699999809265137,5.0,430888,2020-10-05
2020-10-12,4.75,4.75,5.0,4.599999904632568,4.75,339593,2020-10-12
2020-10-19,4.849999904632568,4.849999904632568,5.099999904632568,4.699999809265137,4.900000095367432,540956,2020-10-19
2020-10-26,4.650000095367432,4.650000095367432,4.900000095367432,4.199999809265137,4.900000095367432,393146,2020-10-26
2020-11-02,4.599999904632568,4.599999904632568,4.75,4.349999904632568,4.75,222265,2020-11-02
2020-11-09,4.800000190734863,4.800000190734863,4.949999809265137,4.599999904632568,4.599999904632568,468669,2020-11-09
2020-11-16,4.800000190734863,4.800000190734863,5.150000095367432,4.75,4.75,670107,2020-11-16
2020-11-23,4.900000095367432,4.900000095367432,4.949999809265137,4.400000095367432,4.900000095367432,1037403,2020-11-23
2020-11-30,5.300000190734863,5.300000190734863,5.699999809265137,4.849999904632568,4.900000095367432,2035700,2020-11-30
2020-12-07,5.199999809265137,5.199999809265137,5.550000190734863,4.900000095367432,5.199999809265137,2592072,2020-12-07
2020-12-14,5.199999809265137,5.199999809265137,5.5,5.050000190734863,5.25,1822109,2020-12-14
2020-12-21,5.050000190734863,5.050000190734863,5.349999904632568,4.650000095367432,5.150000095367432,1363976,2020-12-21
2020-12-28,5.349999904632568,5.349999904632568,5.5,5.0,5.099999904632568,1190071,2020-12-28
2021-01-04,7.150000095367432,7.150000095367432,8.0,5.300000190734863,5.550000190734863,9457774,2021-01-04
2021-01-11,6.849999904632568,6.849999904632568,7.599999904632568,6.550000190734863,7.150000095367432,2748118,2021-01-11
2021-01-18,6.449999809265137,6.449999809265137,7.0,6.099999904632568,6.699999809265137,2000728,2021-01-18
2021-01-25,5.949999809265137,5.949999809265137,6.550000190734863,5.650000095367432,6.449999809265137,1321741,2021-01-25
2021-02-01,6.050000190734863,6.050000190734863,6.050000190734863,5.800000190734863,5.949999809265137,1236982,2021-02-01
2021-02-08,6.0,6.0,6.050000190734863,5.550000190734863,5.949999809265137,960831,2021-02-08
2021-02-15,5.550000190734863,5.550000190734863,6.0,5.25,6.0,1151679,2021-02-15
2021-02-22,5.650000095367432,5.650000095367432,5.900000095367432,5.349999904632568,5.699999809265137,1020383,2021-02-22
2021-03-01,6.800000190734863,6.800000190734863,7.349999904632568,5.699999809265137,5.800000190734863,6306537,2021-03-01
2021-03-08,6.599999904632568,6.599999904632568,7.349999904632568,6.5,6.949999809265137,1825536,2021-03-08
2021-03-15,6.199999809265137,6.199999809265137,7.449999809265137,5.949999809265137,6.699999809265137,2309662,2021-03-15
2021-03-22,6.0,6.0,6.300000190734863,5.550000190734863,6.300000190734863,1350853,2021-03-22
2021-03-29,6.150000095367432,6.150000095367432,6.199999809265137,5.599999904632568,6.0,670198,2021-03-29
2021-04-05,5.949999809265137,5.949999809265137,6.400000095367432,5.800000190734863,6.0,577105,2021-04-05
2021-04-12,5.550000190734863,5.550000190734863,5.900000095367432,5.099999904632568,5.849999904632568,931255,2021-04-12
2021-04-19,5.699999809265137,5.699999809265137,5.800000190734863,5.050000190734863,5.150000095367432,755762,2021-04-19
2021-04-26,5.75,5.75,6.050000190734863,5.599999904632568,5.599999904632568,625263,2021-04-26
2021-05-03,5.949999809265137,5.949999809265137,6.349999904632568,5.699999809265137,5.75,960725,2021-05-03
2021-05-10,6.050000190734863,6.050000190734863,6.449999809265137,5.800000190734863,6.150000095367432,1484819,2021-05-10
2021-05-17,6.75,6.75,6.949999809265137,5.900000095367432,6.349999904632568,3411117,2021-05-17
2021-05-24,7.150000095367432,7.150000095367432,7.5,6.849999904632568,6.849999904632568,4122607,2021-05-24
2021-05-31,10.850000381469727,10.850000381469727,10.850000381469727,7.199999809265137,7.25,11393819,2021-05-31
2021-06-07,10.300000190734863,10.300000190734863,12.399999618530273,10.0,11.399999618530273,12079033,2021-06-07
2021-06-14,9.399999618530273,9.399999618530273,10.649999618530273,9.050000190734863,10.649999618530273,3394271,2021-06-14
2021-06-21,10.350000381469727,10.350000381469727,11.300000190734863,9.550000190734863,9.850000381469727,5986449,2021-06-21
2021-06-28,9.899999618530273,9.899999618530273,10.75,9.75,10.75,1788392,2021-06-28
2021-07-05,10.199999809265137,10.199999809265137,11.100000381469727,9.800000190734863,10.0,3426207,2021-07-05
2021-07-12,10.5,10.5,10.899999618530273,10.199999809265137,10.199999809265137,2324794,2021-07-12
2021-07-19,9.800000190734863,9.800000190734863,10.399999618530273,9.649999618530273,10.25,1443046,2021-07-19
2021-07-26,10.100000381469727,10.100000381469727,10.100000381469727,8.800000190734863,9.699999809265137,1460786,2021-07-26
2021-08-02,9.649999618530273,9.649999618530273,10.600000381469727,9.300000190734863,10.5,1899374,2021-08-02
2021-08-09,8.949999809265137,8.949999809265137,9.75,8.300000190734863,9.5,1287956,2021-08-09
2021-08-16,7.650000095367432,7.650000095367432,9.399999618530273,7.449999809265137,8.899999618530273,1548151,2021-08-16
2021-08-23,7.949999809265137,7.949999809265137,8.350000381469727,7.349999904632568,7.849999904632568,756937,2021-08-23
2021-08-30,8.25,8.25,8.350000381469727,7.800000190734863,8.149999618530273,690397,2021-08-30
2021-09-06,9.199999809265137,9.199999809265137,9.199999809265137,8.100000381469727,8.449999809265137,1328388,2021-09-06
2021-09-13,8.949999809265137,8.949999809265137,9.399999618530273,8.600000381469727,9.199999809265137,1892943,2021-09-13
