Date,Adj Close_WELSPUNLIV.NS,Close_WELSPUNLIV.NS,High_WELSPUNLIV.NS,Low_WELSPUNLIV.NS,Open_WELSPUNLIV.NS,Volume_WELSPUNLIV.NS,Date
2020-07-13,31.253326416015625,31.799999237060547,32.95000076293945,31.200000762939453,31.25,1889856,2020-07-13
2020-07-20,35.43026351928711,36.04999923706055,36.04999923706055,31.299999237060547,32.0,6147495,2020-07-20
2020-07-27,38.5261116027832,39.20000076293945,39.70000076293945,36.04999923706055,37.849998474121094,17101282,2020-07-27
2020-08-03,42.015079498291016,42.75,45.599998474121094,40.25,41.150001525878906,13541960,2020-08-03
2020-08-10,45.89718246459961,46.70000076293945,51.849998474121094,43.099998474121094,44.0,9102302,2020-08-10
2020-08-17,48.25592041015625,49.099998474121094,51.70000076293945,46.0,47.04999923706055,4191043,2020-08-17
2020-08-24,56.3149528503418,57.29999923706055,57.29999923706055,47.900001525878906,49.79999923706055,8295431,2020-08-24
2020-08-31,55.57784652709961,56.54999923706055,58.650001525878906,51.099998474121094,57.75,7120630,2020-08-31
2020-09-07,56.16753387451172,57.150001525878906,58.95000076293945,54.5,56.5,6038798,2020-09-07
2020-09-14,59.55821990966797,60.599998474121094,63.5,57.04999923706055,57.45000076293945,7246796,2020-09-14
2020-09-21,61.27813720703125,62.349998474121094,63.400001525878906,54.849998474121094,61.400001525878906,7658629,2020-09-21
2020-09-28,69.09146881103516,70.30000305175781,70.3499984741211,61.849998474121094,63.400001525878906,10753389,2020-09-28
2020-10-05,68.5509262084961,69.75,75.25,68.0,72.9000015258789,11290275,2020-10-05
2020-10-12,68.50178527832031,69.69999694824219,71.0,66.0,70.25,3465907,2020-10-12
2020-10-19,74.98832702636719,76.30000305175781,77.0,68.0999984741211,71.5,6571476,2020-10-19
2020-10-26,68.64920043945312,69.8499984741211,78.0,69.8499984741211,76.30000305175781,5777088,2020-10-26
2020-11-02,63.8825798034668,65.0,70.94999694824219,63.70000076293945,69.8499984741211,3947109,2020-11-02
2020-11-09,66.5853042602539,67.75,68.9000015258789,62.0,65.0,3439716,2020-11-09
2020-11-16,66.04476165771484,67.19999694824219,70.05000305175781,64.75,67.69999694824219,2162483,2020-11-16
2020-11-23,67.46983337402344,68.6500015258789,70.0,64.19999694824219,67.9000015258789,3564467,2020-11-23
2020-11-30,64.96367645263672,66.0999984741211,69.69999694824219,65.69999694824219,68.6500015258789,3433199,2020-11-30
2020-12-07,69.33717346191406,70.55000305175781,70.55000305175781,65.4000015258789,66.4000015258789,4724232,2020-12-07
2020-12-14,72.13817596435547,73.4000015258789,77.75,71.19999694824219,73.19999694824219,6776681,2020-12-14
2020-12-21,67.96124267578125,69.1500015258789,72.8499984741211,66.30000305175781,71.80000305175781,2371142,2020-12-21
2020-12-28,67.27326965332031,68.44999694824219,72.5,66.30000305175781,70.5,3379790,2020-12-28
2021-01-04,71.79420471191406,73.05000305175781,75.0,67.0999984741211,68.8499984741211,6872201,2021-01-04
2021-01-11,65.9956283569336,67.1500015258789,74.25,66.25,73.5,3172518,2021-01-11
2021-01-18,66.48703002929688,67.6500015258789,70.4000015258789,64.8499984741211,67.1500015258789,3343949,2021-01-18
2021-01-25,64.96367645263672,66.0999984741211,69.8499984741211,66.0,68.05000305175781,3636723,2021-01-25
2021-02-01,67.7155532836914,68.9000015258789,75.0,66.0999984741211,67.0,5984738,2021-02-01
2021-02-08,66.1430435180664,67.30000305175781,70.19999694824219,65.4000015258789,69.19999694824219,2601400,2021-02-08
2021-02-15,68.0103759765625,69.19999694824219,72.5,66.5,67.9000015258789,3535086,2021-02-15
2021-02-22,68.0103759765625,69.19999694824219,73.6500015258789,66.0,69.19999694824219,4989658,2021-02-22
2021-03-01,72.18731689453125,73.44999694824219,78.8499984741211,67.4000015258789,69.5,12163946,2021-03-01
2021-03-08,79.11611938476562,80.5,84.80000305175781,71.19999694824219,74.0999984741211,17607561,2021-03-08
