Date,Adj Close_ZODIACLOTH.NS,Close_ZODIACLOTH.NS,High_ZODIACLOTH.NS,Low_ZODIACLOTH.NS,Open_ZODIACLOTH.NS,Volume_ZODIACLOTH.NS,Date
2020-07-13,119.25,119.25,126.9000015258789,118.0999984741211,120.5,7273,2020-07-13
2020-07-20,118.44999694824219,118.44999694824219,123.30000305175781,115.25,119.5999984741211,21137,2020-07-20
2020-07-27,114.69999694824219,114.69999694824219,122.30000305175781,112.0,122.30000305175781,12941,2020-07-27
2020-08-03,118.94999694824219,118.94999694824219,127.94999694824219,111.5999984741211,114.0,35438,2020-08-03
2020-08-10,117.94999694824219,117.94999694824219,124.30000305175781,114.94999694824219,120.0,75896,2020-08-10
2020-08-17,117.44999694824219,117.44999694824219,123.80000305175781,116.44999694824219,119.0,68255,2020-08-17
2020-08-24,116.8499984741211,116.8499984741211,120.9000015258789,115.0,120.9000015258789,54865,2020-08-24
2020-08-31,111.25,111.25,118.0,101.30000305175781,117.80000305175781,39407,2020-08-31
2020-09-07,106.9000015258789,106.9000015258789,118.5999984741211,103.3499984741211,110.05000305175781,23671,2020-09-07
2020-09-14,107.19999694824219,107.19999694824219,112.9000015258789,106.0999984741211,112.75,25967,2020-09-14
2020-09-21,100.6500015258789,100.6500015258789,108.9000015258789,96.0999984741211,108.80000305175781,21320,2020-09-21
2020-09-28,104.75,104.75,105.0,99.19999694824219,101.4000015258789,7006,2020-09-28
2020-10-05,99.69999694824219,99.69999694824219,108.94999694824219,99.0999984741211,108.94999694824219,89091,2020-10-05
2020-10-12,99.9000015258789,99.9000015258789,101.5,96.6500015258789,98.0,45748,2020-10-12
2020-10-19,99.05000305175781,99.05000305175781,100.94999694824219,97.3499984741211,100.0,24664,2020-10-19
2020-10-26,96.0999984741211,96.0999984741211,100.0,91.94999694824219,99.0,18626,2020-10-26
2020-11-02,96.30000305175781,96.30000305175781,100.0,93.19999694824219,96.0999984741211,17501,2020-11-02
2020-11-09,100.25,100.25,103.94999694824219,96.19999694824219,99.19999694824219,41231,2020-11-09
2020-11-16,97.25,97.25,102.55000305175781,95.5,99.30000305175781,37433,2020-11-16
2020-11-23,99.69999694824219,99.69999694824219,100.05000305175781,97.05000305175781,99.8499984741211,76369,2020-11-23
2020-11-30,99.6500015258789,99.6500015258789,101.05000305175781,97.5,99.69999694824219,147265,2020-11-30
2020-12-07,103.25,103.25,111.8499984741211,99.5,100.0,685282,2020-12-07
2020-12-14,109.75,109.75,118.69999694824219,102.30000305175781,103.94999694824219,1407973,2020-12-14
2020-12-21,106.69999694824219,106.69999694824219,116.4000015258789,97.19999694824219,111.4000015258789,426609,2020-12-21
2020-12-28,107.94999694824219,107.94999694824219,110.9000015258789,106.05000305175781,107.94999694824219,235493,2020-12-28
2021-01-04,107.9000015258789,107.9000015258789,114.30000305175781,105.0,109.9000015258789,600436,2021-01-04
2021-01-11,116.1500015258789,116.1500015258789,119.0,105.05000305175781,112.0,1226184,2021-01-11
2021-01-18,109.75,109.75,127.5,108.5,118.0,1665958,2021-01-18
2021-01-25,104.69999694824219,104.69999694824219,113.05000305175781,103.4000015258789,111.9000015258789,175060,2021-01-25
2021-02-01,112.44999694824219,112.44999694824219,115.5,104.19999694824219,104.19999694824219,495349,2021-02-01
2021-02-08,107.94999694824219,107.94999694824219,115.5999984741211,106.3499984741211,114.69999694824219,597409,2021-02-08
