Date,Adj Close_ANGELONE.NS,Close_ANGELONE.NS,High_ANGELONE.NS,Low_ANGELONE.NS,Open_ANGELONE.NS,Volume_ANGELONE.NS,Date
2021-02-15,292.9906005859375,324.6000061035156,346.75,323.75,343.70001220703125,653396,2021-02-15
2021-02-22,298.5867919921875,330.79998779296875,339.5,317.0,328.04998779296875,571396,2021-02-22
2021-03-01,297.27801513671875,329.3500061035156,346.3500061035156,323.3999938964844,334.75,560558,2021-03-01
2021-03-08,299.0380859375,331.29998779296875,338.0,325.79998779296875,336.0,730690,2021-03-08
2021-03-15,277.916748046875,307.8999938964844,336.5,300.0,335.0,859640,2021-03-15
2021-03-22,273.90008544921875,303.45001220703125,317.8999938964844,298.0,306.0,448713,2021-03-22
2021-03-29,265.8667907714844,294.54998779296875,305.6000061035156,288.79998779296875,303.45001220703125,539471,2021-03-29
2021-04-05,275.34429931640625,305.04998779296875,311.0,286.6000061035156,300.5,1064717,2021-04-05
2021-04-12,291.59149169921875,323.04998779296875,340.0,286.3500061035156,301.8999938964844,1390010,2021-04-12
2021-04-19,312.4419250488281,346.1499938964844,379.5,300.0,310.0,3229071,2021-04-19
2021-04-26,334.240234375,370.29998779296875,385.0,346.25,353.95001220703125,2206237,2021-04-26
2021-05-03,516.6572875976562,560.6500244140625,563.4000244140625,371.0,371.0,16835211,2021-05-03
2021-05-10,607.2439575195312,658.9500122070312,690.0,540.0,561.0,8080260,2021-05-10
2021-05-17,690.458251953125,749.25,755.25,629.4000244140625,664.0,3460100,2021-05-17
2021-05-24,686.4957275390625,744.9500122070312,787.0,679.0,761.5,2995584,2021-05-24
2021-05-31,748.6070556640625,812.3499755859375,835.0999755859375,726.5999755859375,746.0,3928694,2021-05-31
2021-06-07,805.0969848632812,873.6500244140625,965.0,815.7000122070312,852.1500244140625,6182872,2021-06-07
2021-06-14,738.0093383789062,800.8499755859375,872.0,765.75,852.0999755859375,1359519,2021-06-14
2021-06-21,739.0691528320312,802.0,860.0,768.0499877929688,785.1500244140625,931585,2021-06-21
2021-06-28,808.2300415039062,877.0499877929688,906.0,805.0,805.0,1690333,2021-06-28
2021-07-05,889.46337890625,965.2000122070312,984.0,881.8499755859375,886.7999877929688,4532694,2021-07-05
2021-07-12,1172.3277587890625,1272.1500244140625,1272.1500244140625,968.0,968.0,6147816,2021-07-12
2021-07-19,1203.337158203125,1305.800048828125,1475.0,1247.0,1318.0,5893868,2021-07-19
2021-07-26,1098.3260498046875,1187.25,1298.9000244140625,1171.25,1290.0,2020266,2021-07-26
2021-08-02,1197.45068359375,1294.4000244140625,1395.949951171875,1198.199951171875,1204.0,3022796,2021-08-02
2021-08-09,1142.96240234375,1235.5,1299.800048828125,1124.050048828125,1294.4000244140625,1766073,2021-08-09
2021-08-16,1095.1805419921875,1183.8499755859375,1240.0,1157.0,1237.0,515164,2021-08-16
2021-08-23,1009.7940063476562,1091.550048828125,1202.25,1014.0,1192.0,1753830,2021-08-23
2021-08-30,1141.574462890625,1234.0,1260.0,1095.1500244140625,1108.800048828125,1698500,2021-08-30
2021-09-06,1136.8101806640625,1228.8499755859375,1255.0,1175.050048828125,1239.0,877629,2021-09-06
2021-09-13,1201.1512451171875,1298.4000244140625,1334.800048828125,1229.8499755859375,1229.9000244140625,2366568,2021-09-13
2021-09-20,1159.660400390625,1253.550048828125,1297.0,1188.0,1280.0,1617937,2021-09-20
2021-09-27,1331.451416015625,1439.25,1455.0,1248.550048828125,1263.25,4320589,2021-09-27
2021-10-04,1273.03125,1376.0999755859375,1492.75,1320.1500244140625,1460.0,3027497,2021-10-04
2021-10-11,1514.39013671875,1637.0,1689.0,1362.449951171875,1381.0,7585878,2021-10-11
2021-10-18,1205.221435546875,1302.800048828125,1654.4000244140625,1235.0,1638.0,5632470,2021-10-18
2021-10-25,1150.363037109375,1243.5,1313.0,1222.0,1310.0,2193331,2021-10-25
2021-11-01,1158.059814453125,1246.300048828125,1270.0,1211.0,1243.5,1000467,2021-11-01
2021-11-08,1133.3431396484375,1219.699951171875,1259.9000244140625,1210.0,1245.0,1625332,2021-11-08
2021-11-15,1083.2130126953125,1165.75,1236.9000244140625,1150.0,1225.0,1085899,2021-11-15
2021-11-22,1036.2421875,1115.199951171875,1217.800048828125,1006.9500122070312,1156.5,2576321,2021-11-22
2021-11-29,1058.403564453125,1139.050048828125,1176.550048828125,990.5,1100.0,3789244,2021-11-29
2021-12-06,1047.1136474609375,1126.9000244140625,1159.9000244140625,1088.0,1150.0,1334717,2021-12-06
2021-12-13,1028.6690673828125,1107.050048828125,1202.0,1095.0,1136.0,1954941,2021-12-13
2021-12-20,1078.148681640625,1160.300048828125,1213.0,1042.5,1095.0,2562718,2021-12-20
2021-12-27,1098.3590087890625,1182.050048828125,1204.0,1130.699951171875,1153.0,1051277,2021-12-27
2022-01-03,1144.400146484375,1231.5999755859375,1279.5,1185.5999755859375,1190.0,2948797,2022-01-03
2022-01-10,1228.4468994140625,1322.050048828125,1340.0,1235.0,1241.9000244140625,3425308,2022-01-10
2022-01-17,1406.3414306640625,1513.5,1527.800048828125,1322.6500244140625,1333.0,10011531,2022-01-17
2022-01-24,1306.68505859375,1406.25,1516.0,1261.0999755859375,1514.0,3814465,2022-01-24
2022-01-31,1292.2193603515625,1384.25,1425.0,1343.1500244140625,1418.9000244140625,1455142,2022-01-31
2022-02-07,1220.0584716796875,1306.949951171875,1388.699951171875,1300.0,1384.1500244140625,2148065,2022-02-07
2022-02-14,1212.6834716796875,1299.050048828125,1344.0,1180.4000244140625,1250.0,2071720,2022-02-14
2022-02-21,1243.5833740234375,1332.1500244140625,1380.0,1213.0999755859375,1295.0,2309929,2022-02-21
2022-02-28,1222.625732421875,1309.699951171875,1379.3499755859375,1280.0,1325.25,1505121,2022-02-28
2022-03-07,1209.836669921875,1296.0,1335.0,1240.0,1270.0,2002982,2022-03-07
2022-03-14,1511.408935546875,1619.050048828125,1671.800048828125,1258.0999755859375,1306.0,9454374,2022-03-14
2022-03-21,1501.466796875,1608.4000244140625,1718.199951171875,1573.0,1669.0,5107593,2022-03-21
2022-03-28,1440.2750244140625,1542.8499755859375,1627.800048828125,1490.0,1619.5,2031481,2022-03-28
2022-04-04,1587.443603515625,1700.5,1764.8499755859375,1548.0999755859375,1567.0,4672290,2022-04-04
2022-04-11,1578.3131103515625,1683.6500244140625,1782.4000244140625,1652.4000244140625,1711.0,2258541,2022-04-11
2022-04-18,1776.4871826171875,1895.050048828125,1991.0,1607.050048828125,1678.0,15816391,2022-04-18
2022-04-25,1827.2490234375,1949.199951171875,2022.0,1800.25,1874.0,6123915,2022-04-25
2022-05-02,1361.6251220703125,1452.5,1944.0999755859375,1333.0,1935.0,7942018,2022-05-02
2022-05-09,1229.4935302734375,1311.550048828125,1516.050048828125,1267.0,1405.0,5961196,2022-05-09
2022-05-16,1347.5634765625,1437.5,1539.0,1283.25,1304.0,6972088,2022-05-16
2022-05-23,1245.898681640625,1329.050048828125,1461.949951171875,1272.0,1447.0,3563590,2022-05-23
2022-05-30,1396.7149658203125,1487.5999755859375,1555.699951171875,1351.0,1358.0,5457527,2022-05-30
2022-06-06,1365.8250732421875,1454.699951171875,1520.0,1430.0,1486.0,2667798,2022-06-06
2022-06-13,1122.601806640625,1195.6500244140625,1408.800048828125,1175.050048828125,1400.0,4566121,2022-06-13
2022-06-20,1105.325927734375,1177.25,1214.0,1066.0,1211.300048828125,4684827,2022-06-20
2022-06-27,1137.248779296875,1211.25,1259.0,1185.0,1219.0,2658643,2022-06-27
2022-07-04,1210.76513671875,1289.550048828125,1322.8499755859375,1215.0,1215.0,3293769,2022-07-04
2022-07-11,1204.614990234375,1283.0,1371.0,1260.199951171875,1283.0,3065917,2022-07-11
2022-07-18,1360.848876953125,1449.4000244140625,1469.0,1264.300048828125,1317.9000244140625,4207788,2022-07-18
2022-07-25,1290.6517333984375,1366.800048828125,1456.6500244140625,1322.5,1449.0,2144063,2022-07-25
2022-08-01,1199.8111572265625,1270.5999755859375,1387.699951171875,1242.199951171875,1380.0,2516699,2022-08-01
2022-08-08,1210.8121337890625,1282.25,1313.3499755859375,1255.0,1284.4000244140625,1657460,2022-08-08
2022-08-15,1222.899169921875,1295.050048828125,1354.0,1271.949951171875,1282.25,1903851,2022-08-15
2022-08-22,1258.6873779296875,1332.949951171875,1364.0,1258.1500244140625,1280.0,2188865,2022-08-22
2022-08-29,1253.163330078125,1327.0999755859375,1357.75,1272.3499755859375,1275.0,1174824,2022-08-29
2022-09-05,1494.3817138671875,1582.550048828125,1615.199951171875,1332.0,1340.0,7050742,2022-09-05
2022-09-12,1480.169921875,1567.5,1631.0,1507.0,1580.0,2338916,2022-09-12
2022-09-19,1408.78173828125,1491.9000244140625,1600.949951171875,1488.0,1563.0,1430220,2022-09-19
2022-09-26,1286.118896484375,1362.0,1487.199951171875,1300.0,1487.199951171875,1828100,2022-09-26
2022-10-03,1441.879150390625,1526.949951171875,1568.0,1339.3499755859375,1368.8499755859375,4046554,2022-10-03
2022-10-10,1557.6959228515625,1649.5999755859375,1674.0,1495.199951171875,1508.0,6849058,2022-10-10
2022-10-17,1520.6326904296875,1610.3499755859375,1648.0,1543.550048828125,1636.5999755859375,2893419,2022-10-17
2022-10-24,1551.8741455078125,1634.25,1655.949951171875,1593.1500244140625,1620.0,1552502,2022-10-24
2022-10-31,1494.5186767578125,1573.8499755859375,1635.0,1546.8499755859375,1635.0,1068145,2022-10-31
2022-11-07,1363.712158203125,1436.0999755859375,1590.800048828125,1430.75,1577.0,1001923,2022-11-07
2022-11-14,1441.056396484375,1517.550048828125,1552.0,1425.199951171875,1442.800048828125,1801899,2022-11-14
2022-11-21,1459.193603515625,1536.6500244140625,1540.0,1430.199951171875,1519.800048828125,1599920,2022-11-21
2022-11-28,1537.5350341796875,1619.1500244140625,1623.5,1533.1500244140625,1544.3499755859375,2170018,2022-11-28
2022-12-05,1430.088623046875,1506.0,1594.8499755859375,1496.5,1589.9000244140625,1394121,2022-12-05
2022-12-12,1385.315185546875,1458.8499755859375,1554.550048828125,1455.550048828125,1500.0,1391406,2022-12-12
2022-12-19,1182.814208984375,1245.5999755859375,1487.949951171875,1230.199951171875,1466.1500244140625,2915871,2022-12-19
2022-12-26,1245.2501220703125,1311.3499755859375,1347.5,1242.0,1251.8499755859375,1410859,2022-12-26
2023-01-02,1216.14501953125,1280.699951171875,1368.75,1275.0,1320.25,1923955,2023-01-02
2023-01-09,1239.31494140625,1305.0999755859375,1310.0,1276.0,1305.0,1266870,2023-01-09
2023-01-16,1230.24658203125,1295.550048828125,1330.0,1254.25,1319.0,2282600,2023-01-16
2023-01-23,1122.2303466796875,1181.800048828125,1311.0,1164.6500244140625,1306.300048828125,925578,2023-01-23
2023-01-30,1160.8277587890625,1213.4000244140625,1266.8499755859375,1168.0999755859375,1181.800048828125,1428002,2023-01-30
2023-02-06,1087.450927734375,1136.699951171875,1212.699951171875,1120.0,1210.949951171875,1449191,2023-02-06
2023-02-13,1063.1036376953125,1111.25,1146.9000244140625,1096.300048828125,1142.4000244140625,854605,2023-02-13
2023-02-20,1013.2130126953125,1059.0999755859375,1121.25,1042.4000244140625,1121.25,1455627,2023-02-20
2023-02-27,1073.100830078125,1121.699951171875,1149.0,999.0,1064.300048828125,4701502,2023-02-27
2023-03-06,1093.43017578125,1142.949951171875,1166.0,1102.199951171875,1130.0,2316499,2023-03-06
2023-03-13,1049.614501953125,1097.1500244140625,1144.8499755859375,1040.75,1142.949951171875,2444365,2023-03-13
2023-03-20,1082.906494140625,1131.949951171875,1205.0,1010.0,1010.0,3396192,2023-03-20
2023-03-27,1112.468017578125,1162.8499755859375,1181.0,1114.25,1135.0,1595855,2023-03-27
2023-04-03,1143.670654296875,1185.5999755859375,1214.0,1159.949951171875,1166.8499755859375,1123857,2023-04-03
2023-04-10,1219.008544921875,1263.699951171875,1268.0,1196.0,1196.0,1505353,2023-04-10
2023-04-17,1179.5550537109375,1222.800048828125,1358.8499755859375,1208.0,1263.699951171875,4672787,2023-04-17
2023-04-24,1186.5487060546875,1230.050048828125,1256.75,1215.0,1232.0,1145016,2023-04-24
2023-05-01,1178.4459228515625,1221.6500244140625,1243.0,1216.4000244140625,1230.050048828125,749835,2023-05-01
2023-05-08,1273.5587158203125,1320.25,1334.8499755859375,1219.5,1228.0,2498398,2023-05-08
2023-05-15,1153.6064453125,1195.9000244140625,1322.1500244140625,1181.199951171875,1319.5,1386972,2023-05-15
2023-05-22,1232.610107421875,1277.800048828125,1284.4000244140625,1198.0999755859375,1203.0,1968722,2023-05-22
2023-05-29,1266.5653076171875,1313.0,1368.9000244140625,1280.449951171875,1295.0,2444319,2023-05-29
2023-06-05,1436.7265625,1489.4000244140625,1496.0,1314.050048828125,1321.4000244140625,4073797,2023-06-05
2023-06-12,1500.8267822265625,1555.8499755859375,1576.949951171875,1469.300048828125,1502.0,1886398,2023-06-12
2023-06-19,1569.0870361328125,1622.449951171875,1632.0,1508.0999755859375,1565.0,3416437,2023-06-19
2023-06-26,1662.26806640625,1718.800048828125,1743.949951171875,1610.0,1619.8499755859375,2403706,2023-06-26
2023-07-03,1655.836669921875,1712.1500244140625,1801.1500244140625,1705.0999755859375,1729.0,2035255,2023-07-03
2023-07-10,1652.113525390625,1708.300048828125,1804.8499755859375,1636.199951171875,1722.9000244140625,3523474,2023-07-10
2023-07-17,1570.44091796875,1623.8499755859375,1638.800048828125,1452.0,1622.0,8338896,2023-07-17
2023-07-24,1512.2303466796875,1554.449951171875,1654.199951171875,1545.0,1629.8499755859375,1753250,2023-07-24
2023-07-31,1463.1019287109375,1503.949951171875,1569.050048828125,1462.0,1560.449951171875,1483551,2023-07-31
2023-08-07,1672.894775390625,1719.5999755859375,1774.949951171875,1501.050048828125,1532.0,4720652,2023-08-07
2023-08-14,1713.41357421875,1761.25,1810.0,1712.4000244140625,1717.0,2411632,2023-08-14
2023-08-21,1668.030517578125,1714.5999755859375,1803.25,1671.050048828125,1761.449951171875,1378027,2023-08-21
2023-08-28,1863.2308349609375,1915.25,1937.25,1700.050048828125,1700.050048828125,3935775,2023-08-28
2023-09-04,1825.8251953125,1876.800048828125,1933.0,1815.0,1933.0,2215821,2023-09-04
2023-09-11,1842.1202392578125,1893.550048828125,1921.949951171875,1705.0,1879.699951171875,2579349,2023-09-11
2023-09-18,1792.359375,1842.4000244140625,1906.25,1804.949951171875,1905.0,1183291,2023-09-18
2023-09-25,1800.38525390625,1850.6500244140625,1965.9000244140625,1836.300048828125,1852.699951171875,2534299,2023-09-25
2023-10-02,1923.93603515625,1977.6500244140625,2042.949951171875,1824.050048828125,1850.6500244140625,3437180,2023-10-02
2023-10-09,2013.388671875,2069.60009765625,2249.25,1934.9000244140625,1937.0,8519142,2023-10-09
2023-10-16,2279.80078125,2343.449951171875,2369.699951171875,2046.0,2093.89990234375,6716974,2023-10-16
2023-10-23,2481.2470703125,2535.800048828125,2549.14990234375,2207.300048828125,2348.0,6312916,2023-10-23
2023-10-30,2744.16650390625,2804.5,2850.0,2460.0,2535.0,5761352,2023-10-30
2023-11-06,2661.82666015625,2720.35009765625,2897.85009765625,2493.39990234375,2809.0,7494427,2023-11-06
2023-11-13,2856.154052734375,2918.949951171875,3090.0,2711.0,2731.949951171875,5004053,2023-11-13
2023-11-20,2977.58447265625,3043.050048828125,3080.0,2905.199951171875,2937.0,3894511,2023-11-20
2023-11-27,2989.815673828125,3055.550048828125,3195.0,3027.0,3043.050048828125,3182720,2023-11-27
2023-12-04,2892.553466796875,2956.14990234375,3245.050048828125,2903.0,3110.0,6030966,2023-12-04
2023-12-11,3191.138916015625,3261.300048828125,3304.25,2950.0,2986.0,4192897,2023-12-11
2023-12-18,3221.521240234375,3292.35009765625,3385.0,3125.0,3248.0,2301694,2023-12-18
2023-12-25,3412.766357421875,3487.800048828125,3505.0,3258.5,3292.35009765625,1429408,2023-12-25
2024-01-01,3663.552490234375,3744.10009765625,3772.800048828125,3463.800048828125,3484.0,1966804,2024-01-01
2024-01-08,3713.7490234375,3795.39990234375,3896.0,3692.550048828125,3760.0,1464240,2024-01-08
2024-01-15,3266.188720703125,3338.0,3795.39990234375,3240.14990234375,3795.39990234375,4904707,2024-01-15
2024-01-22,2858.355712890625,2921.199951171875,3338.0,2843.5,3338.0,2120246,2024-01-22
2024-01-29,3279.007080078125,3338.35009765625,3436.10009765625,2846.25,2921.199951171875,2910097,2024-01-29
2024-02-05,3334.01171875,3394.35009765625,3438.199951171875,3060.199951171875,3325.0,1612677,2024-02-05
2024-02-12,3216.9306640625,3275.14990234375,3418.14990234375,3117.050048828125,3400.0,752495,2024-02-12
2024-02-19,2984.340087890625,3038.35009765625,3304.10009765625,3022.10009765625,3295.0,1076049,2024-02-19
2024-02-26,2763.8798828125,2813.89990234375,3092.10009765625,2750.5,3040.0,2054617,2024-02-26
2024-03-04,2687.51171875,2736.14990234375,2955.39990234375,2725.10009765625,2925.0,1790759,2024-03-04
2024-03-11,2578.288330078125,2624.949951171875,2750.89990234375,2335.39990234375,2739.35009765625,3064520,2024-03-11
2024-03-18,2613.353759765625,2660.64990234375,2719.949951171875,2456.5,2624.949951171875,1774899,2024-03-18
2024-03-25,2990.87158203125,3045.0,3115.0,2653.89990234375,2660.64990234375,2626643,2024-03-25
2024-04-01,2924.96435546875,2977.89990234375,3229.14990234375,2932.10009765625,3125.0,2879960,2024-04-01
2024-04-08,2829.787109375,2881.0,3042.25,2821.050048828125,2998.39990234375,1440766,2024-04-08
2024-04-15,2640.31591796875,2688.10009765625,3100.0,2675.449951171875,2785.0,4551175,2024-04-15
2024-04-22,2766.728515625,2816.800048828125,2926.0,2711.25,2729.949951171875,1947877,2024-04-22
2024-04-29,2668.407470703125,2716.699951171875,2890.0,2705.550048828125,2885.0,1426252,2024-04-29
2024-05-06,2426.240234375,2470.14990234375,2749.949951171875,2405.0,2742.25,2445433,2024-05-06
2024-05-13,2707.5,2756.5,2770.0,2401.0,2485.949951171875,2961634,2024-05-13
2024-05-20,2553.340087890625,2599.550048828125,2757.5,2595.0,2749.300048828125,1336353,2024-05-20
2024-05-27,2423.441162109375,2467.300048828125,2664.60009765625,2437.050048828125,2625.0,1687968,2024-05-27
2024-06-03,2544.0087890625,2590.050048828125,2646.85009765625,2129.699951171875,2645.0,3731701,2024-06-03
2024-06-10,2555.746337890625,2602.0,2697.0,2575.0,2610.0,1906429,2024-06-10
2024-06-17,2566.501708984375,2612.949951171875,2678.0,2575.0,2602.0,1635012,2024-06-17
2024-06-24,2555.746337890625,2602.0,2657.5,2525.0,2622.949951171875,1653366,2024-06-24
2024-07-01,2321.58447265625,2363.60009765625,2599.0,2287.050048828125,2599.0,9496926,2024-07-01
2024-07-08,2203.963134765625,2243.85009765625,2389.89990234375,2201.10009765625,2389.89990234375,3807619,2024-07-08
2024-07-15,2049.802978515625,2086.89990234375,2320.199951171875,2080.10009765625,2277.39990234375,3114032,2024-07-15
2024-07-22,2091.79296875,2129.64990234375,2316.050048828125,2025.0,2090.0,6062448,2024-07-22
2024-07-29,2204.846923828125,2244.75,2309.5,2083.0,2150.0,6031925,2024-07-29
2024-08-05,2135.649658203125,2174.300048828125,2200.0,2030.0,2180.800048828125,3298887,2024-08-05
2024-08-12,2121.7509765625,2160.14990234375,2208.10009765625,2078.0,2175.0,1903781,2024-08-12
2024-08-19,2517.5869140625,2563.14990234375,2855.0,2175.25,2195.0,28725833,2024-08-19
2024-08-26,2540.374755859375,2586.35009765625,2700.0,2545.0,2589.699951171875,3487044,2024-08-26
2024-09-02,2371.432373046875,2414.35009765625,2628.64990234375,2401.050048828125,2610.0,3079835,2024-09-02
2024-09-09,2408.16748046875,2451.75,2506.199951171875,2315.14990234375,2400.0,2715154,2024-09-09
2024-09-16,2544.745849609375,2590.800048828125,2694.0,2455.050048828125,2472.800048828125,7586215,2024-09-16
2024-09-23,2487.28564453125,2532.300048828125,2647.64990234375,2445.25,2608.89990234375,3168634,2024-09-23
2024-09-30,2614.38525390625,2661.699951171875,2794.300048828125,2450.0,2493.800048828125,16569349,2024-09-30
2024-10-07,2655.049560546875,2703.10009765625,2718.64990234375,2496.050048828125,2689.699951171875,5746460,2024-10-07
2024-10-14,3059.0380859375,3114.39990234375,3393.0,2676.0,2718.89990234375,46560769,2024-10-14
2024-10-21,2749.04833984375,2798.800048828125,3167.050048828125,2760.300048828125,3136.60009765625,9394731,2024-10-21
2024-10-28,3015.623779296875,3070.199951171875,3124.0,2810.300048828125,2841.949951171875,7135405,2024-10-28
2024-11-04,2797.373779296875,2848.0,3074.89990234375,2832.0,3057.0,7094161,2024-11-04
2024-11-11,2647.73193359375,2695.64990234375,2840.5,2605.0,2839.0,4616541,2024-11-11
2024-11-18,2646.70068359375,2694.60009765625,2754.0,2623.0,2705.949951171875,3453725,2024-11-18
2024-11-25,2845.6005859375,2897.10009765625,2969.0,2733.050048828125,2733.050048828125,7207394,2024-11-25
2024-12-02,3234.26708984375,3292.800048828125,3328.85009765625,2838.60009765625,2838.60009765625,11387340,2024-12-02
2024-12-09,3328.658447265625,3388.89990234375,3503.14990234375,3282.550048828125,3295.0,10832095,2024-12-09
2024-12-16,2830.474609375,2881.699951171875,3400.0,2850.0,3400.0,8972321,2024-12-16
2024-12-23,2833.470458984375,2884.75,2959.85009765625,2827.050048828125,2934.89990234375,3969707,2024-12-23
2024-12-30,2805.427734375,2856.199951171875,3042.0,2837.550048828125,2889.050048828125,6433523,2024-12-30
2025-01-06,2498.826904296875,2544.050048828125,2990.0,2533.0,2885.0,8481863,2025-01-06
2025-01-13,2410.86865234375,2454.5,2567.699951171875,2274.0,2510.0,13804161,2025-01-13
2025-01-20,2292.8544921875,2334.35009765625,2609.0,2320.0,2454.5,6939793,2025-01-20
2025-01-27,2445.229736328125,2478.89990234375,2520.0,2150.300048828125,2306.64990234375,8246131,2025-01-27
2025-02-03,2380.02783203125,2412.800048828125,2536.85009765625,2304.75,2423.949951171875,6098390,2025-02-03
2025-02-10,2179.34130859375,2209.35009765625,2426.949951171875,2195.0,2412.800048828125,5541639,2025-02-10
2025-02-17,2324.591064453125,2356.60009765625,2441.199951171875,2150.10009765625,2201.199951171875,4745664,2025-02-17
2025-02-24,2139.687255859375,2169.14990234375,2343.949951171875,2091.699951171875,2329.35009765625,4552874,2025-02-24
2025-03-03,2069.503662109375,2098.0,2199.449951171875,1944.0,2169.0,9993134,2025-03-03
2025-03-10,1926.9661865234375,1953.5,2126.449951171875,1941.0,2095.0,3805089,2025-03-10
2025-03-17,2305.06005859375,2336.800048828125,2344.39990234375,1957.0,1979.0,5937152,2025-03-17
2025-03-24,2293.1669921875,2313.199951171875,2424.0,2267.5,2350.0,5717392,2025-03-24
2025-03-31,2265.607666015625,2285.39990234375,2475.0,2271.0,2313.199951171875,4964969,2025-03-31
2025-04-07,2245.38427734375,2265.0,2309.0,2057.0,2057.0,4470585,2025-04-07
2025-04-14,2335.79443359375,2356.199951171875,2385.800048828125,2201.0,2265.0,7615699,2025-04-14
2025-04-21,2308.235107421875,2328.39990234375,2552.5,2305.10009765625,2356.199951171875,10576433,2025-04-21
2025-04-28,2287.912841796875,2307.89990234375,2405.0,2295.10009765625,2328.39990234375,2663258,2025-04-28
2025-05-05,2306.351806640625,2326.5,2424.199951171875,2252.89990234375,2325.0,4371281,2025-05-05
2025-05-12,2776.345947265625,2800.60009765625,2825.0,2386.10009765625,2390.0,7365624,2025-05-12
2025-05-19,3052.83056640625,3079.5,3100.0,2745.5,2800.0,10198441,2025-05-19
2025-05-26,3009.310791015625,3035.60009765625,3119.0,2977.5,3078.10009765625,5373787,2025-05-26
2025-06-02,3217.0,3217.0,3285.0,3016.0,3038.699951171875,6628906,2025-06-02
2025-06-09,2924.89990234375,2924.89990234375,3284.0,2901.0,3217.39990234375,3714634,2025-06-09
2025-06-16,2827.699951171875,2827.699951171875,2952.0,2758.0,2919.89990234375,4126992,2025-06-16
2025-06-23,2911.199951171875,2911.199951171875,3015.0,2781.800048828125,2800.0,6012873,2025-06-23
2025-06-30,2776.0,2776.0,2983.0,2734.39990234375,2927.0,5628477,2025-06-30
2025-07-07,2678.89990234375,2678.89990234375,2818.0,2607.699951171875,2768.0,7303154,2025-07-07
2025-07-14,2674.800048828125,2674.800048828125,2759.0,2630.300048828125,2725.0,2086292,2025-07-14
