Date,Adj Close_PENIND.NS,Close_PENIND.NS,High_PENIND.NS,Low_PENIND.NS,Open_PENIND.NS,Volume_PENIND.NS,Date
2020-07-13,16.049999237060547,16.049999237060547,16.700000762939453,15.75,16.399999618530273,528929,2020-07-13
2020-07-20,16.049999237060547,16.049999237060547,16.799999237060547,15.600000381469727,16.600000381469727,598699,2020-07-20
2020-07-27,15.75,15.75,16.899999618530273,15.100000381469727,16.049999237060547,418472,2020-07-27
2020-08-03,16.0,16.0,16.700000762939453,15.25,15.300000190734863,1018397,2020-08-03
2020-08-10,16.5,16.5,17.899999618530273,15.899999618530273,16.0,2488163,2020-08-10
2020-08-17,17.649999618530273,17.649999618530273,18.399999618530273,16.0,16.950000762939453,2050852,2020-08-17
2020-08-24,18.350000381469727,18.350000381469727,20.149999618530273,17.5,17.700000762939453,3199125,2020-08-24
2020-08-31,17.149999618530273,17.149999618530273,18.799999237060547,16.299999237060547,18.549999237060547,1077833,2020-08-31
2020-09-07,17.100000381469727,17.100000381469727,17.450000762939453,16.200000762939453,16.850000381469727,433144,2020-09-07
2020-09-14,16.549999237060547,16.549999237060547,17.600000381469727,16.5,17.600000381469727,823922,2020-09-14
2020-09-21,15.350000381469727,15.350000381469727,16.600000381469727,14.800000190734863,16.5,1333715,2020-09-21
2020-09-28,16.200000762939453,16.200000762939453,16.399999618530273,15.399999618530273,15.399999618530273,1157886,2020-09-28
2020-10-05,15.649999618530273,15.649999618530273,16.850000381469727,15.100000381469727,15.800000190734863,1238654,2020-10-05
2020-10-12,15.449999809265137,15.449999809265137,15.949999809265137,15.0,15.649999618530273,805058,2020-10-12
2020-10-19,17.450000762939453,17.450000762939453,17.850000381469727,15.25,15.5,658873,2020-10-19
2020-10-26,16.299999237060547,16.299999237060547,17.600000381469727,16.25,17.450000762939453,601970,2020-10-26
2020-11-02,16.299999237060547,16.299999237060547,16.649999618530273,15.25,16.25,333253,2020-11-02
2020-11-09,16.899999618530273,16.899999618530273,17.799999237060547,15.550000190734863,16.350000381469727,562506,2020-11-09
2020-11-16,19.0,19.0,20.0,16.5,16.549999237060547,1506767,2020-11-16
2020-11-23,17.799999237060547,17.799999237060547,20.0,17.25,20.0,1091682,2020-11-23
2020-11-30,20.799999237060547,20.799999237060547,21.850000381469727,17.549999237060547,17.799999237060547,3229192,2020-11-30
2020-12-07,20.899999618530273,20.899999618530273,23.100000381469727,20.299999237060547,20.799999237060547,1831562,2020-12-07
2020-12-14,21.0,21.0,22.399999618530273,20.450000762939453,20.899999618530273,946256,2020-12-14
2020-12-21,20.950000762939453,20.950000762939453,21.600000381469727,17.200000762939453,20.600000381469727,1160897,2020-12-21
2020-12-28,24.399999618530273,24.399999618530273,25.25,21.149999618530273,21.75,3244176,2020-12-28
2021-01-04,23.899999618530273,23.899999618530273,25.399999618530273,23.149999618530273,24.450000762939453,2775223,2021-01-04
2021-01-11,24.200000762939453,24.200000762939453,27.0,22.899999618530273,24.799999237060547,3329499,2021-01-11
2021-01-18,21.5,21.5,24.200000762939453,21.299999237060547,24.149999618530273,1299654,2021-01-18
2021-01-25,20.350000381469727,20.350000381469727,21.899999618530273,19.700000762939453,21.700000762939453,832413,2021-01-25
2021-02-01,21.75,21.75,22.5,20.299999237060547,20.950000762939453,844906,2021-02-01
2021-02-08,22.350000381469727,22.350000381469727,23.25,21.850000381469727,21.850000381469727,1233292,2021-02-08
2021-02-15,20.899999618530273,20.899999618530273,22.850000381469727,20.350000381469727,22.850000381469727,1795042,2021-02-15
2021-02-22,20.600000381469727,20.600000381469727,21.450000762939453,17.049999237060547,21.450000762939453,1042811,2021-02-22
2021-03-01,20.700000762939453,20.700000762939453,21.399999618530273,20.549999237060547,20.950000762939453,1311011,2021-03-01
2021-03-08,20.549999237060547,20.549999237060547,21.100000381469727,20.25,20.950000762939453,1228586,2021-03-08
2021-03-15,18.649999618530273,18.649999618530273,20.950000762939453,18.450000762939453,20.950000762939453,1753327,2021-03-15
2021-03-22,16.600000381469727,16.600000381469727,19.350000381469727,16.5,19.350000381469727,1858640,2021-03-22
2021-03-29,17.5,17.5,18.600000381469727,16.200000762939453,16.600000381469727,1332607,2021-03-29
2021-04-05,18.350000381469727,18.350000381469727,19.100000381469727,16.850000381469727,17.799999237060547,2794134,2021-04-05
2021-04-12,17.299999237060547,17.299999237060547,18.350000381469727,16.5,18.0,848104,2021-04-12
2021-04-19,17.799999237060547,17.799999237060547,18.350000381469727,16.399999618530273,17.25,978906,2021-04-19
2021-04-26,18.0,18.0,18.75,17.450000762939453,18.350000381469727,1582684,2021-04-26
2021-05-03,19.200000762939453,19.200000762939453,21.549999237060547,17.600000381469727,18.200000762939453,6997622,2021-05-03
2021-05-10,21.700000762939453,21.700000762939453,22.399999618530273,18.899999618530273,19.450000762939453,10385359,2021-05-10
2021-05-17,20.100000381469727,20.100000381469727,22.200000762939453,19.899999618530273,21.950000762939453,5290485,2021-05-17
2021-05-24,24.649999618530273,24.649999618530273,25.100000381469727,20.0,20.5,39825935,2021-05-24
2021-05-31,26.350000381469727,26.350000381469727,28.0,23.450000762939453,24.600000381469727,32962538,2021-05-31
2021-06-07,27.25,27.25,29.5,26.75,28.0,19170685,2021-06-07
2021-06-14,26.350000381469727,26.350000381469727,29.25,23.700000762939453,27.5,9871455,2021-06-14
2021-06-21,26.5,26.5,27.899999618530273,25.25,25.350000381469727,5140789,2021-06-21
2021-06-28,32.20000076293945,32.20000076293945,33.099998474121094,25.850000381469727,26.600000381469727,27575327,2021-06-28
2021-07-05,31.899999618530273,31.899999618530273,34.79999923706055,30.799999237060547,32.0,14798035,2021-07-05
2021-07-12,36.650001525878906,36.650001525878906,38.45000076293945,31.399999618530273,32.400001525878906,23547098,2021-07-12
2021-07-19,38.70000076293945,38.70000076293945,39.04999923706055,33.599998474121094,35.900001525878906,12741010,2021-07-19
2021-07-26,40.95000076293945,40.95000076293945,42.900001525878906,36.599998474121094,40.0,26249309,2021-07-26
2021-08-02,37.04999923706055,37.04999923706055,42.75,33.54999923706055,41.400001525878906,10934703,2021-08-02
2021-08-09,34.400001525878906,34.400001525878906,39.650001525878906,30.850000381469727,37.95000076293945,8107845,2021-08-09
2021-08-16,29.700000762939453,29.700000762939453,34.70000076293945,29.350000381469727,34.0,3654775,2021-08-16
2021-08-23,30.950000762939453,30.950000762939453,31.25,27.600000381469727,30.200000762939453,4247563,2021-08-23
2021-08-30,30.25,30.25,32.79999923706055,29.5,31.350000381469727,2816052,2021-08-30
2021-09-06,30.100000381469727,30.100000381469727,30.649999618530273,29.549999237060547,30.25,1512604,2021-09-06
2021-09-13,30.0,30.0,32.45000076293945,29.399999618530273,30.049999237060547,3296918,2021-09-13
2021-09-20,28.299999237060547,28.299999237060547,30.200000762939453,27.799999237060547,29.700000762939453,2279833,2021-09-20
2021-09-27,28.75,28.75,29.899999618530273,28.0,28.350000381469727,2017646,2021-09-27
2021-10-04,29.899999618530273,29.899999618530273,31.799999237060547,28.5,29.0,4672884,2021-10-04
2021-10-11,29.799999237060547,29.799999237060547,30.950000762939453,29.549999237060547,29.549999237060547,2272123,2021-10-11
2021-10-18,28.5,28.5,32.150001525878906,28.0,29.799999237060547,4013991,2021-10-18
2021-10-25,27.5,27.5,29.399999618530273,27.399999618530273,28.799999237060547,1748104,2021-10-25
2021-11-01,27.700000762939453,27.700000762939453,28.649999618530273,27.149999618530273,27.5,947666,2021-11-01
2021-11-08,31.0,31.0,31.399999618530273,27.75,28.0,4092310,2021-11-08
2021-11-15,28.25,28.25,31.700000762939453,28.100000381469727,31.200000762939453,2621259,2021-11-15
2021-11-22,27.450000762939453,27.450000762939453,28.950000762939453,26.5,28.200000762939453,2079387,2021-11-22
2021-11-29,28.0,28.0,30.0,25.700000762939453,27.100000381469727,1888135,2021-11-29
2021-12-06,32.400001525878906,32.400001525878906,32.79999923706055,27.5,28.100000381469727,4631483,2021-12-06
2021-12-13,29.899999618530273,29.899999618530273,34.650001525878906,29.450000762939453,33.400001525878906,5706858,2021-12-13
2021-12-20,31.049999237060547,31.049999237060547,33.0,29.700000762939453,31.0,5636669,2021-12-20
2021-12-27,35.849998474121094,35.849998474121094,37.95000076293945,30.75,31.5,14034153,2021-12-27
2022-01-03,34.599998474121094,34.599998474121094,36.400001525878906,33.54999923706055,36.150001525878906,5098172,2022-01-03
2022-01-10,37.400001525878906,37.400001525878906,39.400001525878906,33.79999923706055,35.0,9919400,2022-01-10
2022-01-17,43.400001525878906,43.400001525878906,48.0,37.099998474121094,37.5,26221068,2022-01-17
2022-01-24,41.25,41.25,44.79999923706055,37.650001525878906,42.25,6740412,2022-01-24
2022-01-31,45.849998474121094,45.849998474121094,47.650001525878906,38.20000076293945,41.75,10718483,2022-01-31
2022-02-07,40.70000076293945,40.70000076293945,47.0,40.29999923706055,46.20000076293945,7953541,2022-02-07
2022-02-14,38.70000076293945,38.70000076293945,41.849998474121094,36.150001525878906,39.79999923706055,6674778,2022-02-14
2022-02-21,34.70000076293945,34.70000076293945,39.5,31.299999237060547,37.5,4916081,2022-02-21
2022-02-28,37.5,37.5,38.70000076293945,33.75,34.900001525878906,4729217,2022-02-28
2022-03-07,37.25,37.25,39.95000076293945,35.400001525878906,36.599998474121094,7117595,2022-03-07
2022-03-14,36.650001525878906,36.650001525878906,37.650001525878906,36.25,37.25,1573261,2022-03-14
2022-03-21,36.0,36.0,38.150001525878906,35.900001525878906,36.599998474121094,3017307,2022-03-21
2022-03-28,36.29999923706055,36.29999923706055,36.54999923706055,34.25,36.20000076293945,2922599,2022-03-28
2022-04-04,39.650001525878906,39.650001525878906,40.349998474121094,36.29999923706055,36.29999923706055,5356436,2022-04-04
2022-04-11,38.400001525878906,38.400001525878906,40.29999923706055,37.79999923706055,40.20000076293945,1682997,2022-04-11
