Date,Adj Close_GODREJCP.NS,Close_GODREJCP.NS,High_GODREJCP.NS,Low_GODREJCP.NS,Open_GODREJCP.NS,Volume_GODREJCP.NS,Date
2021-03-01,672.1903076171875,691.2999877929688,705.5999755859375,673.0,690.0,6803886,2021-03-01
2021-03-08,667.4258422851562,686.4000244140625,703.75,676.0499877929688,694.5999755859375,3850039,2021-03-08
2021-03-15,653.9099731445312,672.5,692.0,646.1500244140625,692.0,6352531,2021-03-15
2021-03-22,690.6165161132812,710.25,713.0,671.0,675.0,9320768,2021-03-22
2021-03-29,706.2228393554688,726.2999877929688,735.9000244140625,710.25,710.25,4581587,2021-03-29
2021-04-05,718.6688842773438,739.0999755859375,748.0,704.25,726.2999877929688,7717065,2021-04-05
2021-04-12,711.6680297851562,731.9000244140625,740.9500122070312,706.5999755859375,739.0,4304538,2021-04-12
2021-04-19,679.3858032226562,698.7000122070312,733.75,692.4500122070312,725.0,3968348,2021-04-19
2021-04-26,672.6278686523438,691.75,723.4000244140625,687.5,700.0,3909881,2021-04-26
2021-05-03,682.6917114257812,702.0999755859375,720.4500122070312,687.5999755859375,690.0,3679718,2021-05-03
2021-05-10,828.2535400390625,851.7999877929688,892.0,698.0999755859375,700.0,36636453,2021-05-10
2021-05-17,795.825439453125,818.4500122070312,857.2000122070312,810.5,853.0,11150960,2021-05-17
2021-05-24,821.349853515625,844.7000122070312,852.0,802.0499877929688,817.0,14078489,2021-05-24
2021-05-31,828.9828491210938,852.5499877929688,869.75,836.4500122070312,845.0,7351559,2021-05-31
2021-06-07,874.6836547851562,899.5499877929688,906.9000244140625,842.4500122070312,855.0,10297871,2021-06-07
2021-06-14,868.26611328125,892.9500122070312,942.3499755859375,880.0,898.9500122070312,8665799,2021-06-14
2021-06-21,846.4852294921875,870.5499877929688,897.0,863.0,882.75,5695854,2021-06-21
2021-06-28,866.6130981445312,891.25,908.4500122070312,866.8499755859375,875.0,10395065,2021-06-28
2021-07-05,938.9563598632812,965.6500244140625,980.7000122070312,902.0,902.0,15632580,2021-07-05
2021-07-12,924.8085327148438,951.0999755859375,974.0499877929688,935.4000244140625,970.0,3408934,2021-07-12
2021-07-19,953.0555419921875,980.1500244140625,984.0,939.25,949.0999755859375,3359761,2021-07-19
2021-07-26,960.4940795898438,987.7999877929688,1010.0,969.0999755859375,984.9000244140625,5432564,2021-07-26
2021-08-02,945.3739624023438,972.25,1024.0,969.25,990.0499877929688,6100343,2021-08-02
2021-08-09,956.06982421875,983.25,999.9500122070312,957.0499877929688,972.25,3499506,2021-08-09
2021-08-16,1004.590576171875,1033.1500244140625,1045.0,976.4500122070312,983.25,5780822,2021-08-16
2021-08-23,1024.912841796875,1054.050048828125,1074.8499755859375,1000.0,1045.0,11762338,2021-08-23
2021-08-30,1088.40771484375,1119.3499755859375,1135.5,1057.800048828125,1057.800048828125,9254660,2021-08-30
2021-09-06,1078.5869140625,1109.25,1132.0,1095.25,1120.0,3727378,2021-09-06
2021-09-13,1060.452392578125,1090.5999755859375,1138.0,1082.699951171875,1108.9000244140625,4768902,2021-09-13
2021-09-20,1012.8555908203125,1041.6500244140625,1102.5,1037.199951171875,1086.0,5318421,2021-09-20
2021-09-27,992.144287109375,1020.3499755859375,1102.449951171875,1006.1500244140625,1043.0999755859375,9391926,2021-09-27
2021-10-04,991.1234130859375,1019.2999877929688,1065.8499755859375,1007.3499755859375,1026.0,5018355,2021-10-04
2021-10-11,1009.987060546875,1038.699951171875,1072.199951171875,1012.7999877929688,1025.0,3748081,2021-10-11
2021-10-18,934.240478515625,960.7999877929688,1066.050048828125,953.0499877929688,1066.050048828125,6272303,2021-10-18
2021-10-25,930.2052612304688,956.6500244140625,1016.0,930.0,961.25,7693785,2021-10-25
2021-11-01,944.8391723632812,971.7000122070312,977.5499877929688,948.0499877929688,956.2000122070312,1560140,2021-11-01
2021-11-08,894.1793823242188,919.5999755859375,985.25,911.0,973.4000244140625,6308565,2021-11-08
2021-11-15,894.1307373046875,919.5499877929688,944.0,910.2999877929688,921.4000244140625,3286090,2021-11-15
2021-11-22,872.6416625976562,897.4500122070312,924.3499755859375,890.5,920.0,2828982,2021-11-22
2021-11-29,887.8590698242188,913.0999755859375,947.0,877.0499877929688,887.0,7557555,2021-11-29
2021-12-06,916.9324951171875,943.0,945.75,883.6500244140625,913.0,7165928,2021-12-06
2021-12-13,874.1488647460938,899.0,959.9500122070312,893.0,947.0,5274241,2021-12-13
2021-12-20,939.5398559570312,966.25,976.0,871.2000122070312,894.0,7005521,2021-12-20
2021-12-27,941.581787109375,968.3499755859375,974.1500244140625,946.5999755859375,962.7000122070312,2432531,2021-12-27
2022-01-03,931.0802612304688,957.5499877929688,976.0,933.4500122070312,973.9000244140625,2575863,2022-01-03
2022-01-10,893.3529052734375,918.75,962.75,908.7000122070312,959.0,3132779,2022-01-10
2022-01-17,866.564453125,891.2000122070312,948.0,883.7000122070312,922.0,5321905,2022-01-17
2022-01-24,856.5978393554688,880.9500122070312,901.2999877929688,848.75,890.0,4520101,2022-01-24
2022-01-31,887.1298217773438,912.3499755859375,929.5,884.1500244140625,885.3499755859375,3608777,2022-01-31
2022-02-07,802.1944580078125,825.0,912.0,820.3499755859375,912.0,6292264,2022-02-07
2022-02-14,802.5833740234375,825.4000244140625,846.9500122070312,793.8499755859375,805.0,6096003,2022-02-14
2022-02-21,756.833984375,778.3499755859375,825.4000244140625,765.0,823.0,5337174,2022-02-21
2022-02-28,702.0902709960938,722.0499877929688,778.0,711.0499877929688,778.0,7963801,2022-02-28
2022-03-07,689.838623046875,709.4500122070312,737.7999877929688,660.0499877929688,705.0999755859375,13100651,2022-03-07
2022-03-14,725.8643798828125,746.5,764.9000244140625,699.9000244140625,710.0,6687155,2022-03-14
2022-03-21,665.9185791015625,684.8499755859375,753.6500244140625,680.9000244140625,751.2000122070312,10728063,2022-03-21
2022-03-28,732.1846923828125,753.0,755.4000244140625,667.0999755859375,688.25,10540315,2022-03-28
2022-04-04,789.2134399414062,811.6500244140625,832.75,748.9000244140625,755.0,13253490,2022-04-04
2022-04-11,764.61279296875,786.3499755859375,816.8499755859375,784.2000122070312,812.9000244140625,3932759,2022-04-11
2022-04-18,775.0170288085938,797.0499877929688,813.3499755859375,765.5499877929688,786.3499755859375,4901720,2022-04-18
2022-04-25,760.7720336914062,782.4000244140625,808.6500244140625,749.25,766.0,7469807,2022-04-25
2022-05-02,735.1990356445312,756.0999755859375,792.0499877929688,747.4000244140625,781.0,3423890,2022-05-02
2022-05-09,775.1629638671875,797.2000122070312,828.0499877929688,748.6500244140625,753.8499755859375,8518620,2022-05-09
2022-05-16,737.435546875,758.4000244140625,838.2000122070312,753.5,803.0,10013445,2022-05-16
2022-05-23,762.4249877929688,784.0999755859375,787.4500122070312,748.0999755859375,767.7999877929688,6675369,2022-05-23
2022-05-30,742.2487182617188,763.3499755859375,800.3499755859375,755.0999755859375,788.0,10417894,2022-05-30
2022-06-06,729.2190551757812,749.9500122070312,765.0,735.7999877929688,760.7999877929688,5132111,2022-06-06
2022-06-13,705.2504272460938,725.2999877929688,748.4500122070312,708.5,739.0,6247753,2022-06-13
2022-06-20,772.5861206054688,794.5499877929688,796.5999755859375,717.5499877929688,724.0,6075760,2022-06-20
2022-06-27,759.8969116210938,781.5,808.4500122070312,749.0,800.0,6168798,2022-06-27
2022-07-04,826.7464599609375,850.25,898.75,783.0,784.0,15664904,2022-07-04
2022-07-11,850.034423828125,874.2000122070312,885.9000244140625,835.5499877929688,849.0,4257269,2022-07-11
2022-07-18,858.931396484375,883.3499755859375,886.0,848.5,881.3499755859375,4634607,2022-07-18
2022-07-25,830.149658203125,853.75,887.8499755859375,833.0999755859375,887.0,3956721,2022-07-25
2022-08-01,848.9647216796875,873.0999755859375,884.0,838.0,854.1500244140625,6785663,2022-08-01
2022-08-08,840.8942260742188,864.7999877929688,883.2000122070312,849.0499877929688,875.0,3614903,2022-08-08
2022-08-15,880.8580322265625,905.9000244140625,937.9500122070312,864.7999877929688,864.7999877929688,13567529,2022-08-15
2022-08-22,872.9818725585938,897.7999877929688,926.75,877.8499755859375,905.0,7033605,2022-08-22
2022-08-29,890.3385620117188,915.6500244140625,942.8499755859375,880.0,889.0,6066494,2022-08-29
2022-09-05,912.0706787109375,938.0,952.4000244140625,890.0,918.5,7664331,2022-09-05
2022-09-12,865.54345703125,890.1500244140625,956.0,883.8499755859375,940.0,4683291,2022-09-12
2022-09-19,865.8352661132812,890.4500122070312,933.0,882.2000122070312,894.6500244140625,5580373,2022-09-19
2022-09-26,885.2823486328125,910.4500122070312,919.4000244140625,859.2000122070312,886.4500122070312,7170378,2022-09-26
2022-10-03,806.9103393554688,829.8499755859375,921.0,822.3499755859375,910.4500122070312,9231993,2022-10-03
2022-10-10,810.3622436523438,833.4000244140625,856.75,807.3499755859375,823.0,5796534,2022-10-10
2022-10-17,797.57568359375,820.25,841.9000244140625,814.8499755859375,833.0,3583454,2022-10-17
2022-10-24,806.9103393554688,829.8499755859375,840.9500122070312,813.0,825.0,2585669,2022-10-24
2022-10-31,806.2296752929688,829.1500244140625,840.75,820.0,829.8499755859375,3110584,2022-10-31
2022-11-07,796.3602905273438,819.0,838.5999755859375,793.8499755859375,830.2000122070312,6672369,2022-11-07
2022-11-14,815.7102661132812,838.9000244140625,853.0,817.5999755859375,820.0,6078801,2022-11-14
2022-11-21,835.5947875976562,859.3499755859375,867.6500244140625,824.2999877929688,835.0,4216702,2022-11-21
2022-11-28,857.2784423828125,881.6500244140625,888.9000244140625,852.0999755859375,859.9500122070312,5276200,2022-11-28
2022-12-05,898.0687255859375,923.5999755859375,927.9500122070312,873.9500122070312,882.1500244140625,4638837,2022-12-05
2022-12-12,872.0096435546875,896.7999877929688,926.0,874.0999755859375,923.5,6652793,2022-12-12
2022-12-19,849.2564697265625,873.4000244140625,911.9500122070312,865.4500122070312,899.0499877929688,3530327,2022-12-19
2022-12-26,849.8884887695312,874.0499877929688,901.9500122070312,861.4500122070312,873.4500122070312,3288654,2022-12-26
2023-01-02,892.0888061523438,917.4500122070312,931.0,877.0,877.9500122070312,7548448,2023-01-02
2023-01-09,891.8457641601562,917.2000122070312,925.2999877929688,894.0499877929688,919.1500244140625,5408173,2023-01-09
2023-01-16,906.6256103515625,932.4000244140625,946.2000122070312,911.4000244140625,918.6500244140625,5142244,2023-01-16
2023-01-23,882.02490234375,907.0999755859375,935.8499755859375,896.5499877929688,932.4000244140625,2449577,2023-01-23
2023-01-30,909.1536254882812,935.0,949.4500122070312,891.75,908.5999755859375,8792583,2023-01-30
2023-02-06,914.4044189453125,940.4000244140625,950.1500244140625,923.3499755859375,943.5,3248607,2023-02-06
2023-02-13,916.0574340820312,942.0999755859375,950.9000244140625,919.0,940.4000244140625,2848614,2023-02-13
2023-02-20,902.1526489257812,927.7999877929688,953.7000122070312,917.5,947.6500244140625,3705848,2023-02-20
2023-02-27,900.1593627929688,925.75,936.0499877929688,902.4000244140625,923.0,4297902,2023-02-27
2023-03-06,891.0192260742188,916.3499755859375,926.0,894.2000122070312,926.0,4697640,2023-03-06
2023-03-13,921.259521484375,947.4500122070312,956.9000244140625,904.5499877929688,914.0,5977960,2023-03-13
2023-03-20,924.9058227539062,951.2000122070312,964.0,941.0499877929688,954.9000244140625,5722292,2023-03-20
2023-03-27,941.3873291015625,968.1500244140625,973.0,948.4500122070312,950.0499877929688,4429038,2023-03-27
2023-04-03,940.901123046875,967.6500244140625,978.5999755859375,944.25,970.0,3242449,2023-04-03
2023-04-10,936.5741577148438,963.2000122070312,979.9500122070312,954.5999755859375,965.0499877929688,3073550,2023-04-10
2023-04-17,959.862060546875,987.1500244140625,990.75,961.9500122070312,966.0,4107474,2023-04-17
2023-04-24,882.4138793945312,907.5,992.2000122070312,897.0,990.5499877929688,11030072,2023-04-24
2023-05-01,910.7581176757812,936.6500244140625,956.0499877929688,902.0,907.5,9177219,2023-05-01
2023-05-08,971.5790405273438,999.2000122070312,1003.7999877929688,932.5499877929688,936.0499877929688,9276025,2023-05-08
2023-05-15,981.83740234375,1009.75,1025.0,1001.0,1002.5,5311420,2023-05-15
2023-05-22,1020.926025390625,1049.949951171875,1052.0,1002.0,1004.9000244140625,3561793,2023-05-22
2023-05-29,1031.6219482421875,1060.949951171875,1069.0,1040.3499755859375,1058.9000244140625,3736733,2023-05-29
2023-06-05,1006.7296752929688,1035.3499755859375,1074.9000244140625,1027.0999755859375,1062.6500244140625,3017529,2023-06-05
2023-06-12,1040.421875,1070.0,1085.1500244140625,1028.0,1036.050048828125,5292985,2023-06-12
2023-06-19,1007.3130493164062,1035.949951171875,1083.300048828125,1031.5999755859375,1071.449951171875,4044491,2023-06-19
2023-06-26,1051.1177978515625,1081.0,1089.0,1029.550048828125,1037.300048828125,5632825,2023-06-26
2023-07-03,1033.2264404296875,1062.5999755859375,1102.050048828125,1052.1500244140625,1078.1500244140625,5658895,2023-07-03
2023-07-10,1033.5667724609375,1062.949951171875,1074.75,1048.3499755859375,1060.0,3071409,2023-07-10
2023-07-17,1027.3436279296875,1056.550048828125,1081.800048828125,1037.5,1062.9000244140625,5359381,2023-07-17
2023-07-24,1007.3130493164062,1035.949951171875,1056.5999755859375,1024.0,1056.550048828125,6581431,2023-07-24
2023-07-31,989.4216918945312,1017.5499877929688,1040.449951171875,1008.5,1039.9000244140625,3654361,2023-07-31
2023-08-07,991.949951171875,1020.1500244140625,1046.949951171875,999.0,1017.5499877929688,5649797,2023-08-07
2023-08-14,998.07568359375,1026.449951171875,1044.300048828125,1015.0,1019.1500244140625,3623608,2023-08-14
2023-08-21,1001.8678588867188,1030.3499755859375,1048.0,1019.1500244140625,1030.0,3216235,2023-08-21
2023-08-28,977.5589599609375,1005.3499755859375,1034.75,1001.0499877929688,1032.9000244140625,2816344,2023-08-28
2023-09-04,992.0956420898438,1020.2999877929688,1028.9000244140625,995.0,1008.9000244140625,2513658,2023-09-04
2023-09-11,974.3501586914062,1002.0499877929688,1047.1500244140625,991.0,1020.5,4514534,2023-09-11
2023-09-18,958.8897705078125,986.1500244140625,1007.0999755859375,977.0,1005.0,3509244,2023-09-18
2023-09-25,964.1890258789062,991.5999755859375,1011.0,971.5499877929688,987.0,4772562,2023-09-25
2023-10-02,944.7905883789062,971.6500244140625,1007.1500244140625,965.2000122070312,991.5999755859375,4298898,2023-10-02
2023-10-09,955.7781982421875,982.9500122070312,990.7000122070312,961.8499755859375,965.8499755859375,2977475,2023-10-09
2023-10-16,960.83447265625,988.1500244140625,1007.75,978.4000244140625,983.0,4015895,2023-10-16
2023-10-23,959.9592895507812,987.25,994.75,959.7999877929688,992.4000244140625,2899997,2023-10-23
2023-10-30,992.4847412109375,1020.7000122070312,1023.0999755859375,973.0499877929688,983.0999755859375,5323843,2023-10-30
2023-11-06,957.0908813476562,984.2999877929688,1030.0,976.0499877929688,1026.800048828125,3611268,2023-11-06
2023-11-13,974.1878051757812,996.9500122070312,1003.6500244140625,974.2999877929688,987.9500122070312,4395294,2023-11-13
2023-11-20,986.4512329101562,1009.5,1015.7000122070312,991.7999877929688,1001.9500122070312,2420649,2023-11-20
2023-11-27,1001.98828125,1025.4000244140625,1029.0,996.0999755859375,1009.5,6849548,2023-11-27
2023-12-04,998.22607421875,1021.5499877929688,1053.800048828125,1015.7000122070312,1040.0,3556461,2023-12-04
2023-12-11,1018.3557739257812,1042.1500244140625,1065.0,1017.5,1026.199951171875,5399380,2023-12-11
2023-12-18,1049.722900390625,1074.25,1078.25,1025.800048828125,1042.0,7093013,2023-12-18
2023-12-25,1105.3724365234375,1131.199951171875,1138.800048828125,1074.25,1074.25,5287439,2023-12-25
2024-01-01,1191.99853515625,1219.8499755859375,1230.0,1127.449951171875,1134.800048828125,7001825,2024-01-01
2024-01-08,1129.11767578125,1155.5,1197.1500244140625,1131.800048828125,1184.199951171875,9430540,2024-01-08
2024-01-15,1123.010498046875,1149.25,1161.300048828125,1075.5999755859375,1145.0,8598606,2024-01-15
2024-01-22,1130.876708984375,1157.300048828125,1169.0,1120.25,1149.25,5118137,2024-01-22
2024-01-29,1208.6103515625,1236.8499755859375,1314.300048828125,1150.1500244140625,1165.800048828125,17287212,2024-01-29
2024-02-05,1190.8260498046875,1218.6500244140625,1249.4000244140625,1198.550048828125,1241.050048828125,5168836,2024-02-05
2024-02-12,1213.007568359375,1241.3499755859375,1245.800048828125,1175.0,1228.0,4731050,2024-02-12
2024-02-19,1222.388427734375,1250.949951171875,1265.0,1218.699951171875,1235.0,3681292,2024-02-19
2024-02-26,1238.51171875,1267.449951171875,1282.75,1226.050048828125,1250.949951171875,4079742,2024-02-26
2024-03-04,1206.06982421875,1234.25,1280.4000244140625,1221.0,1280.0,1905473,2024-03-04
2024-03-11,1185.0118408203125,1212.699951171875,1261.050048828125,1176.550048828125,1246.449951171875,4649945,2024-03-11
2024-03-18,1193.7576904296875,1221.6500244140625,1254.3499755859375,1186.0,1212.6500244140625,5652364,2024-03-18
2024-03-25,1223.2191162109375,1251.800048828125,1259.5,1192.550048828125,1221.6500244140625,3971324,2024-03-25
2024-04-01,1182.4713134765625,1210.0999755859375,1271.449951171875,1173.199951171875,1252.0,5116396,2024-04-01
2024-04-08,1172.357421875,1199.75,1279.4000244140625,1193.300048828125,1230.0,4766762,2024-04-08
2024-04-15,1142.162841796875,1168.8499755859375,1199.6500244140625,1140.050048828125,1180.949951171875,3773631,2024-04-15
2024-04-22,1175.044677734375,1202.5,1230.0,1165.550048828125,1174.949951171875,4064043,2024-04-22
2024-04-29,1222.6326904296875,1251.199951171875,1255.0,1191.300048828125,1204.5,3577523,2024-04-29
2024-05-06,1290.790283203125,1320.949951171875,1372.949951171875,1228.8499755859375,1259.800048828125,13528668,2024-05-06
2024-05-13,1269.7322998046875,1299.4000244140625,1349.5,1280.0,1324.25,3814073,2024-05-13
2024-05-20,1290.0718994140625,1310.3499755859375,1329.0,1271.199951171875,1295.0999755859375,4182299,2024-05-20
2024-05-27,1250.69091796875,1270.3499755859375,1344.25,1259.25,1310.4000244140625,3830000,2024-05-27
2024-06-03,1405.8028564453125,1427.9000244140625,1467.0999755859375,1251.699951171875,1295.949951171875,11070270,2024-06-03
2024-06-10,1371.3936767578125,1392.949951171875,1447.800048828125,1389.800048828125,1430.0,3569072,2024-06-10
2024-06-17,1335.8524169921875,1356.8499755859375,1410.75,1353.0,1392.949951171875,4002687,2024-06-17
2024-06-24,1354.5582275390625,1375.8499755859375,1429.8499755859375,1319.4000244140625,1356.4000244140625,10235967,2024-06-24
2024-07-01,1352.5399169921875,1373.800048828125,1419.75,1359.199951171875,1375.8499755859375,2773182,2024-07-01
2024-07-08,1421.5552978515625,1443.9000244140625,1458.5,1372.300048828125,1380.449951171875,7451432,2024-07-08
2024-07-15,1429.4315185546875,1451.9000244140625,1476.949951171875,1434.0999755859375,1449.949951171875,4056012,2024-07-15
2024-07-22,1444.7899169921875,1467.5,1525.0,1440.75,1451.8499755859375,5978566,2024-07-22
2024-07-29,1436.569091796875,1459.1500244140625,1505.0,1428.699951171875,1474.9000244140625,5828137,2024-07-29
2024-08-05,1422.4412841796875,1444.800048828125,1509.0,1426.5,1426.5,6644307,2024-08-05
2024-08-12,1383.306396484375,1405.050048828125,1445.0,1358.1500244140625,1444.800048828125,4423083,2024-08-12
2024-08-19,1411.392822265625,1428.3499755859375,1446.0,1378.550048828125,1411.949951171875,4714697,2024-08-19
2024-08-26,1463.615478515625,1481.199951171875,1499.949951171875,1422.0999755859375,1438.0,3733717,2024-08-26
2024-09-02,1426.3134765625,1443.449951171875,1491.8499755859375,1417.0999755859375,1488.6500244140625,3785372,2024-09-02
2024-09-09,1473.595458984375,1491.300048828125,1541.8499755859375,1425.1500244140625,1444.949951171875,8548856,2024-09-09
2024-09-16,1439.307373046875,1456.5999755859375,1481.699951171875,1416.199951171875,1476.0,6261974,2024-09-16
2024-09-23,1372.1641845703125,1388.6500244140625,1464.949951171875,1343.550048828125,1463.8499755859375,9105295,2024-09-23
2024-09-30,1327.3031005859375,1343.25,1415.5,1333.0999755859375,1388.75,6526783,2024-09-30
2024-10-07,1300.080078125,1315.699951171875,1355.550048828125,1300.25,1343.25,11026010,2024-10-07
2024-10-14,1320.287353515625,1336.1500244140625,1366.5999755859375,1306.6500244140625,1322.0,5670573,2024-10-14
2024-10-21,1275.92041015625,1291.25,1342.699951171875,1238.699951171875,1336.1500244140625,7232034,2024-10-21
2024-10-28,1259.962158203125,1275.0999755859375,1319.75,1250.0,1290.0,3492106,2024-10-28
2024-11-04,1240.970458984375,1251.050048828125,1314.0,1242.800048828125,1275.0,2895901,2024-11-04
2024-11-11,1165.6324462890625,1175.0999755859375,1250.0,1162.25,1250.0,5888500,2024-11-11
2024-11-18,1182.6937255859375,1192.300048828125,1199.9000244140625,1163.4000244140625,1175.0999755859375,7237307,2024-11-18
2024-11-25,1234.6220703125,1244.6500244140625,1281.9000244140625,1195.0,1195.0,6898211,2024-11-25
2024-12-02,1225.49609375,1235.449951171875,1255.0,1215.199951171875,1225.0,3378098,2024-12-02
2024-12-09,1102.4951171875,1111.449951171875,1169.949951171875,1097.3499755859375,1169.949951171875,21001021,2024-12-09
2024-12-16,1060.982421875,1069.5999755859375,1128.0,1067.0,1120.0,8242806,2024-12-16
2024-12-23,1059.197021484375,1067.800048828125,1083.1500244140625,1060.0,1074.800048828125,3931268,2024-12-23
2024-12-30,1107.6533203125,1116.6500244140625,1122.0,1055.050048828125,1069.949951171875,10392834,2024-12-30
2025-01-06,1164.8388671875,1174.300048828125,1198.449951171875,1111.199951171875,1122.199951171875,9235546,2025-01-06
2025-01-13,1178.180419921875,1187.75,1197.449951171875,1126.1500244140625,1165.0,7086347,2025-01-13
2025-01-20,1121.242919921875,1130.3499755859375,1193.949951171875,1120.8499755859375,1192.800048828125,5740546,2025-01-20
2025-01-27,1182.0985107421875,1191.699951171875,1214.5,1097.5,1117.050048828125,11068428,2025-01-27
2025-02-03,1097.8331298828125,1106.75,1187.9000244140625,1094.550048828125,1175.050048828125,4993607,2025-02-03
2025-02-10,1054.794189453125,1058.9000244140625,1170.0,1047.5,1112.25,3588154,2025-02-10
2025-02-17,1048.1201171875,1052.199951171875,1080.8499755859375,997.2000122070312,1058.800048828125,8429927,2025-02-17
2025-02-24,1001.2526245117188,1005.1500244140625,1067.699951171875,999.3499755859375,1048.1500244140625,6875825,2025-02-24
2025-03-03,1041.2469482421875,1045.300048828125,1053.4000244140625,979.5,1006.0,5722382,2025-03-03
2025-03-10,1021.8225708007812,1025.800048828125,1063.199951171875,1020.3499755859375,1042.0,2582478,2025-03-10
2025-03-17,1107.638427734375,1111.949951171875,1120.550048828125,1024.6500244140625,1025.0999755859375,5738065,2025-03-17
2025-03-24,1154.7550048828125,1159.25,1169.6500244140625,1054.050048828125,1116.0,10366242,2025-03-24
2025-03-31,1152.1153564453125,1156.5999755859375,1176.699951171875,1136.0,1159.25,3186727,2025-03-31
2025-04-07,1218.85546875,1223.5999755859375,1286.0,1125.050048828125,1158.0,12134015,2025-04-07
2025-04-14,1234.4947509765625,1239.300048828125,1246.800048828125,1203.4000244140625,1223.5999755859375,3560559,2025-04-14
2025-04-21,1261.5892333984375,1266.5,1281.0,1211.0,1245.0,7644856,2025-04-21
2025-04-28,1253.6202392578125,1258.5,1279.0,1239.699951171875,1267.0999755859375,3206508,2025-04-28
2025-05-05,1237.2838134765625,1242.0999755859375,1287.9000244140625,1195.199951171875,1264.0,6328600,2025-05-05
2025-05-12,1294.461181640625,1299.5,1305.0,1257.5999755859375,1282.0,5031322,2025-05-12
2025-05-19,1277.4000244140625,1277.4000244140625,1308.199951171875,1255.199951171875,1303.0,2889612,2025-05-19
2025-05-26,1231.4000244140625,1231.4000244140625,1291.199951171875,1224.0,1278.800048828125,4203528,2025-05-26
2025-06-02,1210.0999755859375,1210.0999755859375,1301.300048828125,1206.300048828125,1256.9000244140625,6115338,2025-06-02
2025-06-09,1188.800048828125,1188.800048828125,1234.0,1160.0,1216.0,3828279,2025-06-09
2025-06-16,1189.4000244140625,1189.4000244140625,1205.800048828125,1175.300048828125,1191.0,8155479,2025-06-16
2025-06-23,1176.4000244140625,1176.4000244140625,1192.4000244140625,1168.0999755859375,1189.0,8055216,2025-06-23
