Date,Adj Close_VAISHALI.NS,Close_VAISHALI.NS,High_VAISHALI.NS,Low_VAISHALI.NS,Open_VAISHALI.NS,Volume_VAISHALI.NS,Date
2020-07-13,4.800000190734863,4.800000190734863,5.054999828338623,4.605000019073486,5.054999828338623,525240,2020-07-13
2020-07-20,4.650000095367432,4.650000095367432,4.949999809265137,4.429999828338623,4.65500020980835,360530,2020-07-20
2020-07-27,4.135000228881836,4.135000228881836,4.599999904632568,4.03000020980835,4.599999904632568,620510,2020-07-27
2020-08-03,4.195000171661377,4.195000171661377,4.494999885559082,4.099999904632568,4.394999980926514,330780,2020-08-03
2020-08-10,4.21999979019165,4.21999979019165,4.494999885559082,4.059999942779541,4.300000190734863,237960,2020-08-10
2020-08-17,4.074999809265137,4.074999809265137,4.389999866485596,3.8499999046325684,4.389999866485596,385810,2020-08-17
2020-08-24,4.289999961853027,4.289999961853027,4.550000190734863,4.0,4.244999885559082,868960,2020-08-24
2020-08-31,4.150000095367432,4.150000095367432,4.400000095367432,3.924999952316284,4.289999961853027,708710,2020-08-31
2020-09-07,3.990000009536743,3.990000009536743,4.340000152587891,3.734999895095825,4.340000152587891,165850,2020-09-07
2020-09-14,3.680000066757202,3.680000066757202,4.389999866485596,3.309999942779541,4.389999866485596,555630,2020-09-14
2020-09-21,4.025000095367432,4.025000095367432,4.239999771118164,3.505000114440918,4.090000152587891,2160520,2020-09-21
2020-09-28,3.7149999141693115,3.7149999141693115,4.255000114440918,3.6600000858306885,4.255000114440918,1432970,2020-09-28
2020-10-05,3.8450000286102295,3.8450000286102295,4.699999809265137,3.700000047683716,3.799999952316284,3633060,2020-10-05
2020-10-12,3.740000009536743,3.740000009536743,4.010000228881836,3.549999952316284,4.0,1701820,2020-10-12
2020-10-19,3.5250000953674316,3.5250000953674316,3.799999952316284,3.424999952316284,3.700000047683716,1016480,2020-10-19
2020-10-26,3.369999885559082,3.369999885559082,3.559999942779541,3.2249999046325684,3.5,791560,2020-10-26
2020-11-02,3.2899999618530273,3.2899999618530273,3.450000047683716,3.130000114440918,3.440000057220459,550650,2020-11-02
2020-11-09,3.2950000762939453,3.2950000762939453,3.4200000762939453,3.2049999237060547,3.369999885559082,625660,2020-11-09
2020-11-16,3.3550000190734863,3.3550000190734863,3.575000047683716,2.8350000381469727,3.259999990463257,1158670,2020-11-16
2020-11-23,3.315000057220459,3.315000057220459,3.5,3.1500000953674316,3.3550000190734863,1012010,2020-11-23
2020-11-30,3.3450000286102295,3.3450000286102295,3.444999933242798,3.25,3.315000057220459,666850,2020-11-30
2020-12-07,3.490000009536743,3.490000009536743,3.640000104904175,3.2300000190734863,3.390000104904175,1277630,2020-12-07
2020-12-14,3.5299999713897705,3.5299999713897705,4.034999847412109,3.380000114440918,3.490000009536743,2721720,2020-12-14
2020-12-21,4.054999828338623,4.054999828338623,4.054999828338623,3.2149999141693115,3.555000066757202,4451000,2020-12-21
2020-12-28,7.519999980926514,7.519999980926514,7.704999923706055,4.454999923706055,4.840000152587891,35501130,2020-12-28
2021-01-04,5.829999923706055,5.829999923706055,7.400000095367432,5.829999923706055,7.400000095367432,9841150,2021-01-04
2021-01-11,5.434999942779541,5.434999942779541,5.75,4.755000114440918,5.539999961853027,4412500,2021-01-11
2021-01-18,4.820000171661377,4.820000171661377,5.78000020980835,4.820000171661377,5.480000019073486,4278850,2021-01-18
2021-01-25,4.795000076293945,4.795000076293945,4.795000076293945,4.139999866485596,4.579999923706055,1515350,2021-01-25
2021-02-01,4.230000019073486,4.230000019073486,4.889999866485596,4.125,4.889999866485596,3366800,2021-02-01
2021-02-08,4.005000114440918,4.005000114440918,4.340000152587891,3.875,4.300000190734863,3049090,2021-02-08
2021-02-15,3.7899999618530273,3.7899999618530273,4.130000114440918,3.569999933242798,4.005000114440918,2003420,2021-02-15
2021-02-22,4.014999866485596,4.014999866485596,4.105000019073486,3.6600000858306885,3.869999885559082,1698850,2021-02-22
2021-03-01,3.759999990463257,3.759999990463257,4.099999904632568,3.7100000381469727,4.010000228881836,1469100,2021-03-01
2021-03-08,3.5950000286102295,3.5950000286102295,3.869999885559082,3.575000047683716,3.700000047683716,1003650,2021-03-08
2021-03-15,3.384999990463257,3.384999990463257,3.680000066757202,3.1700000762939453,3.680000066757202,1355170,2021-03-15
2021-03-22,3.4000000953674316,3.4000000953674316,3.700000047683716,3.3399999141693115,3.444999933242798,1411240,2021-03-22
2021-03-29,3.369999885559082,3.369999885559082,3.4000000953674316,3.200000047683716,3.4000000953674316,558040,2021-03-29
2021-04-05,3.319999933242798,3.319999933242798,3.5,3.2699999809265137,3.369999885559082,869430,2021-04-05
2021-04-12,3.4200000762939453,3.4200000762939453,3.450000047683716,3.2149999141693115,3.3499999046325684,1174520,2021-04-12
2021-04-19,4.039999961853027,4.039999961853027,4.039999961853027,3.319999933242798,3.4800000190734863,3663990,2021-04-19
2021-04-26,3.819999933242798,3.819999933242798,4.670000076293945,3.819999933242798,4.239999771118164,12167120,2021-04-26
2021-05-03,4.085000038146973,4.085000038146973,4.375,3.630000114440918,3.630000114440918,5475780,2021-05-03
2021-05-10,4.039999961853027,4.039999961853027,4.284999847412109,4.0,4.110000133514404,3836960,2021-05-10
2021-05-17,3.7249999046325684,3.7249999046325684,3.884999990463257,3.6500000953674316,3.8399999141693115,3464370,2021-05-17
2021-05-24,3.6649999618530273,3.6649999618530273,3.7850000858306885,3.5899999141693115,3.7699999809265137,1924670,2021-05-24
2021-05-31,3.6600000858306885,3.6600000858306885,3.740000009536743,3.565000057220459,3.7300000190734863,1597110,2021-05-31
2021-06-07,4.190000057220459,4.190000057220459,4.300000190734863,3.5899999141693115,3.7200000286102295,4871450,2021-06-07
2021-06-14,3.9000000953674316,3.9000000953674316,4.585000038146973,3.7750000953674316,4.230000019073486,9875970,2021-06-14
2021-06-21,4.085000038146973,4.085000038146973,4.639999866485596,3.684999942779541,3.684999942779541,25554720,2021-06-21
2021-06-28,4.40500020980835,4.40500020980835,4.525000095367432,4.034999847412109,4.125,18561160,2021-06-28
2021-07-05,4.28000020980835,4.28000020980835,4.480000019073486,4.170000076293945,4.40500020980835,4819000,2021-07-05
2021-07-12,4.204999923706055,4.204999923706055,4.449999809265137,4.050000190734863,4.394999980926514,5637100,2021-07-12
2021-07-19,4.175000190734863,4.175000190734863,4.340000152587891,4.059999942779541,4.210000038146973,1598630,2021-07-19
2021-07-26,4.0,4.0,4.349999904632568,3.8399999141693115,4.349999904632568,3571280,2021-07-26
2021-08-02,4.03000020980835,4.03000020980835,4.099999904632568,3.4749999046325684,4.005000114440918,3713660,2021-08-02
2021-08-09,3.805000066757202,3.805000066757202,4.21999979019165,3.625,4.21999979019165,2510190,2021-08-09
2021-08-16,3.9749999046325684,3.9749999046325684,4.860000133514404,3.759999990463257,3.759999990463257,22053640,2021-08-16
2021-08-23,3.890000104904175,3.890000104904175,4.380000114440918,3.630000114440918,4.090000152587891,10933120,2021-08-23
2021-08-30,3.805000066757202,3.805000066757202,3.9800000190734863,3.265000104904175,3.890000104904175,3876130,2021-08-30
2021-09-06,3.8450000286102295,3.8450000286102295,4.039999961853027,3.740000009536743,3.805000066757202,3425460,2021-09-06
2021-09-13,3.75,3.75,3.9200000762939453,3.700000047683716,3.9200000762939453,3746410,2021-09-13
2021-09-20,3.740000009536743,3.740000009536743,4.050000190734863,3.619999885559082,3.9800000190734863,6831380,2021-09-20
2021-09-27,3.700000047683716,3.700000047683716,3.7699999809265137,3.6500000953674316,3.7699999809265137,3465130,2021-09-27
2021-10-04,3.75,3.75,3.880000114440918,3.6500000953674316,3.7699999809265137,3296880,2021-10-04
2021-10-11,3.6500000953674316,3.6500000953674316,3.819999933242798,3.619999885559082,3.815000057220459,1909230,2021-10-11
