Date,Adj Close_RSSOFTWARE.NS,Close_RSSOFTWARE.NS,High_RSSOFTWARE.NS,Low_RSSOFTWARE.NS,Open_RSSOFTWARE.NS,Volume_RSSOFTWARE.NS,Date
2020-07-13,17.63102149963379,17.649999618530273,18.799999237060547,15.699999809265137,16.899999618530273,112481,2020-07-13
2020-07-20,16.682044982910156,16.700000762939453,17.799999237060547,16.299999237060547,17.200000762939453,64231,2020-07-20
2020-07-27,16.632097244262695,16.649999618530273,17.799999237060547,15.600000381469727,16.75,106741,2020-07-27
2020-08-03,18.580001831054688,18.600000381469727,18.600000381469727,16.0,17.350000381469727,98742,2020-08-03
2020-08-10,19.029516220092773,19.049999237060547,21.450000762939453,18.0,19.0,210381,2020-08-10
2020-08-17,20.178281784057617,20.200000762939453,21.950000762939453,19.049999237060547,19.049999237060547,227437,2020-08-17
2020-08-24,20.977420806884766,21.0,21.649999618530273,19.549999237060547,21.350000381469727,164880,2020-08-24
2020-08-31,22.126184463500977,22.149999618530273,22.149999618530273,17.75,21.0,233959,2020-08-31
2020-09-07,24.62349510192871,24.649999618530273,27.399999618530273,23.25,24.200000762939453,602367,2020-09-07
2020-09-14,23.57462501525879,23.600000381469727,25.100000381469727,23.25,24.850000381469727,210770,2020-09-14
2020-09-21,21.22715187072754,21.25,23.799999237060547,20.75,23.450000762939453,113687,2020-09-21
2020-09-28,21.17720603942871,21.200000762939453,22.149999618530273,20.399999618530273,21.200000762939453,38162,2020-09-28
2020-10-05,23.674518585205078,23.700000762939453,23.700000762939453,20.700000762939453,21.950000762939453,146649,2020-10-05
2020-10-12,24.32381820678711,24.350000381469727,25.950000762939453,22.200000762939453,24.799999237060547,340962,2020-10-12
2020-10-19,21.17720603942871,21.200000762939453,23.149999618530273,20.75,23.149999618530273,164043,2020-10-19
2020-10-26,20.627796173095703,20.649999618530273,21.600000381469727,20.299999237060547,21.0,50735,2020-10-26
2020-11-02,20.77763557434082,20.799999237060547,21.25,20.0,20.549999237060547,58543,2020-11-02
2020-11-09,20.927474975585938,20.950000762939453,21.399999618530273,19.950000762939453,21.0,53044,2020-11-09
2020-11-16,20.677743911743164,20.700000762939453,21.399999618530273,20.100000381469727,20.649999618530273,74189,2020-11-16
2020-11-23,18.979570388793945,19.0,22.100000381469727,18.950000762939453,21.25,310946,2020-11-23
2020-11-30,20.927474975585938,20.950000762939453,21.100000381469727,18.25,19.0,161076,2020-11-30
2020-12-07,23.674518585205078,23.700000762939453,25.350000381469727,20.850000381469727,21.5,453365,2020-12-07
2020-12-14,22.37591552734375,22.399999618530273,24.75,21.799999237060547,23.700000762939453,278976,2020-12-14
2020-12-21,23.424787521362305,23.450000762939453,25.850000381469727,21.0,23.950000762939453,444075,2020-12-21
2020-12-28,28.26957130432129,28.299999237060547,28.299999237060547,22.549999237060547,23.799999237060547,561143,2020-12-28
2021-01-04,30.916723251342773,30.950000762939453,35.0,29.549999237060547,31.100000381469727,1409802,2021-01-04
2021-01-11,30.56709861755371,30.600000381469727,34.900001525878906,29.5,32.0,796756,2021-01-11
2021-01-18,29.468280792236328,29.5,31.950000762939453,28.0,31.950000762939453,342126,2021-01-18
2021-01-25,26.32166862487793,26.350000381469727,29.5,25.350000381469727,29.0,303614,2021-01-25
2021-02-01,25.822206497192383,25.850000381469727,27.799999237060547,25.0,27.200000762939453,261554,2021-02-01
2021-02-08,25.0230655670166,25.049999237060547,26.450000762939453,24.850000381469727,26.399999618530273,224532,2021-02-08
2021-02-15,23.7744083404541,23.799999237060547,25.399999618530273,23.600000381469727,25.399999618530273,166268,2021-02-15
2021-02-22,24.673442840576172,24.700000762939453,26.25,23.600000381469727,23.799999237060547,175718,2021-02-22
2021-03-01,28.31951904296875,28.350000381469727,28.350000381469727,23.649999618530273,24.25,227476,2021-03-01
2021-03-08,27.770109176635742,27.799999237060547,31.200000762939453,27.350000381469727,29.5,424944,2021-03-08
2021-03-15,24.973119735717773,25.0,28.100000381469727,24.149999618530273,27.350000381469727,174721,2021-03-15
2021-03-22,25.622421264648438,25.649999618530273,26.899999618530273,24.350000381469727,24.350000381469727,145620,2021-03-22
2021-03-29,25.17290496826172,25.200000762939453,25.950000762939453,23.799999237060547,25.649999618530273,74749,2021-03-29
2021-04-05,28.818981170654297,28.850000381469727,29.0,25.299999237060547,26.450000762939453,275552,2021-04-05
2021-04-12,26.471506118774414,26.5,29.0,25.049999237060547,28.0,155726,2021-04-12
2021-04-19,26.171831130981445,26.200000762939453,27.0,24.450000762939453,26.450000762939453,138732,2021-04-19
2021-04-26,26.871076583862305,26.899999618530273,28.899999618530273,26.299999237060547,26.399999618530273,154219,2021-04-26
2021-05-03,29.268495559692383,29.299999237060547,30.25,26.25,26.700000762939453,297327,2021-05-03
2021-05-10,29.01876449584961,29.049999237060547,30.75,26.950000762939453,28.850000381469727,369213,2021-05-10
2021-05-17,27.720163345336914,27.75,30.0,27.100000381469727,29.899999618530273,372330,2021-05-17
2021-05-24,28.21962547302246,28.25,32.20000076293945,26.799999237060547,27.75,832471,2021-05-24
2021-05-31,28.26957130432129,28.299999237060547,28.850000381469727,26.600000381469727,28.100000381469727,366617,2021-05-31
2021-06-07,45.00156021118164,45.04999923706055,45.400001525878906,28.899999618530273,29.200000762939453,5755314,2021-06-07
2021-06-14,38.35871505737305,38.400001525878906,46.0,37.45000076293945,45.04999923706055,1666993,2021-06-14
2021-06-21,36.86032485961914,36.900001525878906,39.900001525878906,36.099998474121094,36.5,171254,2021-06-21
2021-06-28,36.86032485961914,36.900001525878906,39.29999923706055,34.650001525878906,36.5,152923,2021-06-28
2021-07-05,35.911346435546875,35.95000076293945,37.70000076293945,35.20000076293945,36.900001525878906,105648,2021-07-05
2021-07-12,37.90919494628906,37.95000076293945,38.099998474121094,34.04999923706055,36.0,199118,2021-07-12
2021-07-19,36.51070022583008,36.54999923706055,39.0,35.599998474121094,38.5,219035,2021-07-19
2021-07-26,35.9612922668457,36.0,37.099998474121094,35.20000076293945,37.0,177151,2021-07-26
2021-08-02,33.46398162841797,33.5,37.0,33.0,37.0,217835,2021-08-02
2021-08-09,32.51499938964844,32.54999923706055,34.70000076293945,27.850000381469727,32.5,405289,2021-08-09
2021-08-16,30.766881942749023,30.799999237060547,34.900001525878906,30.5,32.25,195401,2021-08-16
2021-08-23,35.71156311035156,35.75,37.5,27.850000381469727,32.95000076293945,781831,2021-08-23
2021-08-30,35.661617279052734,35.70000076293945,37.0,32.29999923706055,37.0,597954,2021-08-30
2021-09-06,33.563873291015625,33.599998474121094,36.20000076293945,33.29999923706055,36.20000076293945,178148,2021-09-06
2021-09-13,33.563873291015625,33.599998474121094,36.349998474121094,31.0,33.599998474121094,350042,2021-09-13
2021-09-20,32.2652702331543,32.29999923706055,34.75,31.5,33.79999923706055,278543,2021-09-20
2021-09-27,34.61274719238281,34.650001525878906,35.349998474121094,31.399999618530273,32.0,281710,2021-09-27
2021-10-04,36.3109130859375,36.349998474121094,37.95000076293945,34.400001525878906,35.400001525878906,641446,2021-10-04
2021-10-11,36.66054153442383,36.70000076293945,41.0,34.29999923706055,37.099998474121094,1129896,2021-10-11
2021-10-18,33.5139274597168,33.54999923706055,37.599998474121094,32.849998474121094,37.45000076293945,381139,2021-10-18
2021-10-25,31.81575584411621,31.850000381469727,34.599998474121094,31.149999618530273,33.5,172439,2021-10-25
2021-11-01,37.65946578979492,37.70000076293945,37.79999923706055,31.049999237060547,32.5,827797,2021-11-01
2021-11-08,34.91242218017578,34.95000076293945,45.20000076293945,34.650001525878906,39.54999923706055,5741088,2021-11-08
2021-11-15,33.66376495361328,33.70000076293945,35.79999923706055,32.75,35.650001525878906,513346,2021-11-15
2021-11-22,34.412960052490234,34.45000076293945,35.900001525878906,31.100000381469727,33.650001525878906,543249,2021-11-22
2021-11-29,33.164302825927734,33.20000076293945,35.0,32.0,35.0,309783,2021-11-29
2021-12-06,34.76258087158203,34.79999923706055,35.400001525878906,32.25,33.20000076293945,298508,2021-12-06
2021-12-13,36.11113357543945,36.150001525878906,42.5,35.0,35.0,1533049,2021-12-13
2021-12-20,39.807151794433594,39.849998474121094,41.79999923706055,33.599998474121094,36.04999923706055,2137272,2021-12-20
2021-12-27,43.05365753173828,43.099998474121094,45.79999923706055,38.099998474121094,39.849998474121094,2447657,2021-12-27
2022-01-03,48.24806594848633,48.29999923706055,52.0,42.79999923706055,43.45000076293945,3854128,2022-01-03
