Date,Adj Close_PITTIENG.NS,Close_PITTIENG.NS,High_PITTIENG.NS,Low_PITTIENG.NS,Open_PITTIENG.NS,Volume_PITTIENG.NS,Date
2020-07-13,26.447376251220703,26.899999618530273,29.899999618530273,26.5,29.899999618530273,54346,2020-07-13
2020-07-20,28.413726806640625,28.899999618530273,32.5,26.100000381469727,26.899999618530273,353604,2020-07-20
2020-07-27,27.676345825195312,28.149999618530273,28.899999618530273,26.899999618530273,28.850000381469727,76479,2020-07-27
2020-08-03,29.249425888061523,29.75,31.5,26.600000381469727,28.149999618530273,141358,2020-08-03
2020-08-10,28.561199188232422,29.049999237060547,31.200000762939453,28.0,30.0,180281,2020-08-10
2020-08-17,31.068296432495117,31.600000381469727,33.79999923706055,28.200000762939453,28.200000762939453,215982,2020-08-17
2020-08-24,34.75519561767578,35.349998474121094,36.0,30.850000381469727,31.049999237060547,1616244,2020-08-24
2020-08-31,33.722862243652344,34.29999923706055,37.79999923706055,32.650001525878906,36.04999923706055,1316220,2020-08-31
2020-09-07,30.576711654663086,31.100000381469727,35.29999923706055,30.5,34.54999923706055,1203242,2020-09-07
2020-09-14,31.805675506591797,32.349998474121094,36.0,31.049999237060547,32.95000076293945,1217277,2020-09-14
2020-09-21,30.429231643676758,30.950000762939453,33.0,29.899999618530273,32.25,1276542,2020-09-21
2020-09-28,30.03596305847168,30.549999237060547,32.099998474121094,29.5,31.25,1041204,2020-09-28
2020-10-05,29.249425888061523,29.75,31.549999237060547,29.25,30.549999237060547,1285818,2020-10-05
2020-10-12,31.756519317626953,32.29999923706055,33.0,29.25,30.350000381469727,1308327,2020-10-12
2020-10-19,32.59221649169922,33.150001525878906,34.5,31.200000762939453,32.5,1312558,2020-10-19
2020-10-26,32.69053649902344,33.25,33.75,32.5,33.400001525878906,1256440,2020-10-26
2020-11-02,42.62058639526367,43.349998474121094,47.04999923706055,35.5,36.04999923706055,2139284,2020-11-02
2020-11-09,40.949195861816406,41.650001525878906,44.45000076293945,39.75,44.45000076293945,885766,2020-11-09
2020-11-16,43.1121711730957,43.849998474121094,45.5,40.54999923706055,40.54999923706055,1254962,2020-11-16
2020-11-23,46.16001510620117,46.95000076293945,49.04999923706055,43.20000076293945,43.650001525878906,1362601,2020-11-23
2020-11-30,49.01121520996094,49.849998474121094,53.650001525878906,45.45000076293945,46.95000076293945,977272,2020-11-30
2020-12-07,48.07720184326172,48.900001525878906,54.70000076293945,48.150001525878906,51.5,1107060,2020-12-07
2020-12-14,49.453643798828125,50.29999923706055,54.70000076293945,47.75,48.75,1063676,2020-12-14
2020-12-21,53.337181091308594,54.25,57.349998474121094,47.5,49.29999923706055,1215341,2020-12-21
2020-12-28,55.303531646728516,56.25,59.0,54.349998474121094,54.599998474121094,1226074,2020-12-28
2021-01-04,58.302215576171875,59.29999923706055,66.6500015258789,55.0,58.79999923706055,1228192,2021-01-04
2021-01-11,57.466514587402344,58.45000076293945,60.0,57.29999923706055,60.0,1085560,2021-01-11
2021-01-18,64.00463104248047,65.0999984741211,71.30000305175781,56.04999923706055,59.0,3593884,2021-01-18
2021-01-25,61.20257568359375,62.25,66.05000305175781,60.0,66.05000305175781,861598,2021-01-25
2021-02-01,64.88948822021484,66.0,67.5,61.099998474121094,62.5,1047715,2021-02-01
2021-02-08,63.611351013183594,64.69999694824219,69.5,63.0,67.0,1106613,2021-02-08
2021-02-15,60.17024230957031,61.20000076293945,65.75,60.79999923706055,64.05000305175781,1025681,2021-02-15
2021-02-22,57.85978698730469,58.849998474121094,62.900001525878906,56.0,61.25,942365,2021-02-22
2021-03-01,70.24777221679688,71.44999694824219,72.19999694824219,53.04999923706055,59.5,1821332,2021-03-01
2021-03-08,70.19861602783203,71.4000015258789,76.75,69.25,72.4000015258789,1481719,2021-03-08
2021-03-15,66.7083511352539,67.8499984741211,74.0,62.79999923706055,72.69999694824219,883071,2021-03-15
2021-03-22,65.03694915771484,66.1500015258789,71.5,64.30000305175781,69.0999984741211,841290,2021-03-22
2021-03-29,66.65918731689453,67.80000305175781,68.94999694824219,65.1500015258789,66.1500015258789,582579,2021-03-29
2021-04-05,65.9709701538086,67.0999984741211,68.75,65.1500015258789,67.0,994802,2021-04-05
2021-04-12,65.28275299072266,66.4000015258789,68.94999694824219,63.5,65.0,812312,2021-04-12
2021-04-19,63.267242431640625,64.3499984741211,67.3499984741211,62.0,65.75,816114,2021-04-19
2021-04-26,63.07061004638672,64.1500015258789,67.0,63.04999923706055,65.25,1001849,2021-04-26
2021-05-03,63.9554557800293,65.05000305175781,68.5,63.0,63.0,1003240,2021-05-03
2021-05-10,68.2322769165039,69.4000015258789,76.0,64.19999694824219,65.30000305175781,992826,2021-05-10
2021-05-17,66.41339874267578,67.55000305175781,71.75,66.5,69.0999984741211,1256346,2021-05-17
2021-05-24,96.10525512695312,97.75,100.69999694824219,68.0999984741211,68.0999984741211,7568819,2021-05-24
2021-05-31,104.85549926757812,106.6500015258789,112.44999694824219,96.3499984741211,98.0,4625681,2021-05-31
2021-06-07,105.74034881591797,107.55000305175781,112.5,102.30000305175781,107.0,2555090,2021-06-07
2021-06-14,128.6974639892578,130.89999389648438,135.4499969482422,103.6500015258789,106.8499984741211,6771443,2021-06-14
2021-06-21,125.10887908935547,127.25,133.5,121.5999984741211,127.9000015258789,2619678,2021-06-21
2021-06-28,135.4322052001953,137.75,145.0,124.25,127.25,3012598,2021-06-28
2021-07-05,147.82020568847656,150.35000610351562,158.4499969482422,135.10000610351562,138.0,2271272,2021-07-05
2021-07-12,146.2471466064453,148.75,154.8000030517578,146.1999969482422,153.9499969482422,1188198,2021-07-12
2021-07-19,156.4721221923828,159.14999389648438,163.10000610351562,148.0,153.0,1316460,2021-07-19
2021-07-26,191.8663787841797,195.14999389648438,198.9499969482422,162.4499969482422,164.6999969482422,4058561,2021-07-26
2021-08-02,206.81063842773438,210.35000610351562,214.64999389648438,190.0,204.39999389648438,2393199,2021-08-02
