Date,Adj Close_VASCONEQ.NS,Close_VASCONEQ.NS,High_VASCONEQ.NS,Low_VASCONEQ.NS,Open_VASCONEQ.NS,Volume_VASCONEQ.NS,Date
2022-03-14,25.382488250732422,25.5,26.700000762939453,23.950000762939453,24.899999618530273,2130258,2022-03-14
2022-03-21,24.28755760192871,24.399999618530273,26.100000381469727,24.299999237060547,26.100000381469727,2096705,2022-03-21
2022-03-28,24.536405563354492,24.649999618530273,25.350000381469727,22.399999618530273,24.399999618530273,3914648,2022-03-28
2022-04-04,27.47281265258789,27.600000381469727,28.399999618530273,24.649999618530273,25.0,4196566,2022-04-04
2022-04-11,26.92534637451172,27.049999237060547,27.799999237060547,26.200000762939453,27.549999237060547,1220799,2022-04-11
2022-04-18,27.42304039001465,27.549999237060547,28.450000762939453,26.100000381469727,26.850000381469727,2970250,2022-04-18
2022-04-25,28.07004737854004,28.200000762939453,30.649999618530273,26.049999237060547,26.600000381469727,8510875,2022-04-25
2022-05-02,24.33732795715332,24.450000762939453,28.149999618530273,24.0,28.0,1925066,2022-05-02
2022-05-09,22.844240188598633,22.950000762939453,24.700000762939453,21.5,24.149999618530273,1843160,2022-05-09
2022-05-16,23.889400482177734,24.0,24.899999618530273,23.0,23.450000762939453,1380148,2022-05-16
2022-05-23,22.94377899169922,23.049999237060547,27.0,22.25,23.950000762939453,5571490,2022-05-23
2022-05-30,23.142858505249023,23.25,24.149999618530273,23.100000381469727,23.200000762939453,1812442,2022-05-30
2022-06-06,22.744701385498047,22.850000381469727,23.700000762939453,22.600000381469727,23.25,653444,2022-06-06
2022-06-13,21.152074813842773,21.25,23.0,20.899999618530273,22.399999618530273,1313284,2022-06-13
2022-06-20,19.957603454589844,20.049999237060547,21.299999237060547,18.450000762939453,21.299999237060547,1196201,2022-06-20
2022-06-27,19.85806655883789,19.950000762939453,23.5,19.75,20.350000381469727,1009638,2022-06-27
2022-07-04,21.20184326171875,21.299999237060547,21.5,19.649999618530273,20.200000762939453,854338,2022-07-04
2022-07-11,21.301382064819336,21.399999618530273,22.5,20.5,21.100000381469727,679318,2022-07-11
2022-07-18,22.34654426574707,22.450000762939453,22.799999237060547,21.25,21.5,951541,2022-07-18
2022-07-25,24.735485076904297,24.850000381469727,25.299999237060547,21.600000381469727,22.799999237060547,2473846,2022-07-25
2022-08-01,23.24239730834961,23.350000381469727,26.5,22.799999237060547,24.799999237060547,5437489,2022-08-01
2022-08-08,22.446083068847656,22.549999237060547,23.950000762939453,21.850000381469727,23.5,1422627,2022-08-08
2022-08-15,23.889400482177734,24.0,24.399999618530273,22.549999237060547,22.549999237060547,2367101,2022-08-15
2022-08-22,24.33732795715332,24.450000762939453,25.149999618530273,23.299999237060547,24.350000381469727,2352598,2022-08-22
2022-08-29,26.129032135009766,26.25,27.149999618530273,23.549999237060547,23.799999237060547,4671453,2022-08-29
2022-09-05,25.730876922607422,25.850000381469727,27.399999618530273,25.600000381469727,27.0,2787727,2022-09-05
2022-09-12,27.273733139038086,27.399999618530273,29.350000381469727,26.0,26.350000381469727,7926945,2022-09-12
2022-09-19,29.4138240814209,29.549999237060547,31.899999618530273,27.399999618530273,27.399999618530273,11718150,2022-09-19
2022-09-26,27.970508575439453,28.100000381469727,29.350000381469727,26.850000381469727,29.25,4832259,2022-09-26
2022-10-03,28.5677433013916,28.700000762939453,29.149999618530273,26.700000762939453,27.850000381469727,2041619,2022-10-03
2022-10-10,26.87557601928711,27.0,30.100000381469727,26.850000381469727,28.700000762939453,3519755,2022-10-10
2022-10-17,27.074655532836914,27.200000762939453,28.75,26.200000762939453,26.700000762939453,2085099,2022-10-17
2022-10-24,27.721660614013672,27.850000381469727,28.850000381469727,27.049999237060547,27.649999618530273,1329901,2022-10-24
2022-10-31,30.110599517822266,30.25,30.950000762939453,27.799999237060547,28.0,4470838,2022-10-31
2022-11-07,31.056222915649414,31.200000762939453,34.04999923706055,30.200000762939453,30.450000762939453,8704743,2022-11-07
2022-11-14,32.20092010498047,32.349998474121094,35.0,31.049999237060547,31.549999237060547,8012128,2022-11-14
2022-11-21,39.86543655395508,40.04999923706055,41.650001525878906,31.100000381469727,32.0,27624943,2022-11-21
2022-11-28,40.462677001953125,40.650001525878906,42.0,37.400001525878906,40.29999923706055,16002168,2022-11-28
2022-12-05,36.92903137207031,37.099998474121094,41.349998474121094,36.20000076293945,40.95000076293945,8213712,2022-12-05
2022-12-12,36.232261657714844,36.400001525878906,40.75,35.599998474121094,37.150001525878906,11363387,2022-12-12
2022-12-19,29.961292266845703,30.100000381469727,38.150001525878906,29.75,36.70000076293945,10380526,2022-12-19
2022-12-26,33.39539337158203,33.54999923706055,34.45000076293945,30.0,30.600000381469727,7428341,2022-12-26
2023-01-02,33.74378204345703,33.900001525878906,36.29999923706055,33.150001525878906,33.75,5579284,2023-01-02
2023-01-09,35.08755874633789,35.25,36.400001525878906,32.79999923706055,34.25,7652408,2023-01-09
2023-01-16,34.93824768066406,35.099998474121094,36.70000076293945,34.650001525878906,35.400001525878906,4800742,2023-01-16
2023-01-23,32.101383209228516,32.25,35.599998474121094,30.899999618530273,35.25,3276206,2023-01-23
2023-01-30,29.4138240814209,29.549999237060547,33.0,28.299999237060547,32.20000076293945,6843768,2023-01-30
2023-02-06,32.84792709350586,33.0,34.099998474121094,29.600000381469727,30.0,6262423,2023-02-06
2023-02-13,31.65345573425293,31.799999237060547,33.54999923706055,30.25,33.29999923706055,3118757,2023-02-13
2023-02-20,30.06083106994629,30.200000762939453,32.400001525878906,29.75,31.799999237060547,3131454,2023-02-20
2023-02-27,30.658063888549805,30.799999237060547,30.950000762939453,28.5,30.200000762939453,2633968,2023-02-27
2023-03-06,30.409215927124023,30.549999237060547,31.700000762939453,29.850000381469727,30.850000381469727,2333569,2023-03-06
2023-03-13,27.323503494262695,27.450000762939453,30.649999618530273,26.799999237060547,30.399999618530273,3050127,2023-03-13
2023-03-20,25.880184173583984,26.0,27.799999237060547,25.850000381469727,27.450000762939453,3383267,2023-03-20
2023-03-27,24.735485076904297,24.850000381469727,26.200000762939453,23.850000381469727,26.200000762939453,4857235,2023-03-27
2023-04-03,27.12442398071289,27.25,27.899999618530273,25.049999237060547,25.200000762939453,2398533,2023-04-03
2023-04-10,28.07004737854004,28.200000762939453,28.850000381469727,26.799999237060547,27.549999237060547,2286836,2023-04-10
2023-04-17,30.06083106994629,30.200000762939453,30.899999618530273,27.950000762939453,28.200000762939453,5010964,2023-04-17
2023-04-24,31.603687286376953,31.75,32.0,29.850000381469727,30.399999618530273,4308644,2023-04-24
2023-05-01,31.802766799926758,31.950000762939453,33.70000076293945,31.0,31.75,4788990,2023-05-01
2023-05-08,36.481109619140625,36.650001525878906,36.95000076293945,30.899999618530273,32.0,9009725,2023-05-08
2023-05-15,36.8792610168457,37.04999923706055,42.150001525878906,35.650001525878906,37.20000076293945,47535693,2023-05-15
2023-05-22,37.775115966796875,37.95000076293945,39.29999923706055,35.099998474121094,37.0,13628382,2023-05-22
2023-05-29,43.100460052490234,43.29999923706055,43.5,35.75,38.25,26012267,2023-05-29
2023-06-05,39.56682205200195,39.75,44.20000076293945,39.25,43.849998474121094,15782181,2023-06-05
2023-06-12,41.806453704833984,42.0,44.20000076293945,39.54999923706055,39.54999923706055,19741891,2023-06-12
2023-06-19,40.61198043823242,40.79999923706055,44.400001525878906,40.099998474121094,42.20000076293945,12649000,2023-06-19
2023-06-26,43.54838943481445,43.75,45.599998474121094,40.54999923706055,40.900001525878906,12169630,2023-06-26
2023-07-03,42.10506820678711,42.29999923706055,45.400001525878906,41.650001525878906,44.0,11619240,2023-07-03
2023-07-10,44.69308853149414,44.900001525878906,47.70000076293945,41.70000076293945,42.5,19041530,2023-07-10
2023-07-17,42.4036865234375,42.599998474121094,45.75,41.95000076293945,45.150001525878906,9739472,2023-07-17
2023-07-24,43.89677429199219,44.099998474121094,45.0,42.75,42.75,7927660,2023-07-24
2023-07-31,48.22673034667969,48.45000076293945,49.900001525878906,43.349998474121094,44.29999923706055,23219296,2023-07-31
2023-08-07,47.480186462402344,47.70000076293945,59.45000076293945,47.25,48.75,55012412,2023-08-07
2023-08-14,54.0,54.25,54.95000076293945,46.5,47.75,11775369,2023-08-14
2023-08-21,61.365901947021484,61.650001525878906,65.69999694824219,53.0,54.75,41261155,2023-08-21
2023-08-28,62.20000076293945,62.20000076293945,63.5,58.599998474121094,62.20000076293945,11516392,2023-08-28
2023-09-04,57.70000076293945,57.70000076293945,62.900001525878906,56.599998474121094,62.849998474121094,8429233,2023-09-04
2023-09-11,56.54999923706055,56.54999923706055,58.5,50.5,57.79999923706055,8662525,2023-09-11
2023-09-18,57.45000076293945,57.45000076293945,59.45000076293945,56.400001525878906,56.849998474121094,5568055,2023-09-18
2023-09-25,58.75,58.75,59.20000076293945,55.75,57.79999923706055,6650251,2023-09-25
2023-10-02,72.55000305175781,72.55000305175781,75.1500015258789,58.75,58.75,57876040,2023-10-02
2023-10-09,81.9000015258789,81.9000015258789,82.8499984741211,69.4000015258789,72.44999694824219,48772410,2023-10-09
2023-10-16,78.44999694824219,78.44999694824219,83.30000305175781,76.3499984741211,82.80000305175781,16516594,2023-10-16
2023-10-23,76.25,76.25,78.8499984741211,68.5999984741211,78.5,15866206,2023-10-23
2023-10-30,82.05000305175781,82.05000305175781,84.5,76.0,76.5999984741211,11257089,2023-10-30
2023-11-06,73.4000015258789,73.4000015258789,83.69999694824219,73.0999984741211,82.5,10400816,2023-11-06
2023-11-13,75.25,75.25,81.0,75.0,76.4000015258789,6161022,2023-11-13
2023-11-20,75.0999984741211,75.0999984741211,80.5,74.25,75.3499984741211,8172431,2023-11-20
2023-11-27,76.0,76.0,79.69999694824219,73.3499984741211,75.0999984741211,8332740,2023-11-27
2023-12-04,74.69999694824219,74.69999694824219,78.0,72.69999694824219,78.0,6224791,2023-12-04
2023-12-11,73.5999984741211,73.5999984741211,75.9000015258789,72.80000305175781,74.94999694824219,4933112,2023-12-11
2023-12-18,72.5999984741211,72.5999984741211,75.94999694824219,67.0,73.3499984741211,8997775,2023-12-18
2023-12-25,70.0999984741211,70.0999984741211,73.75,69.0,72.5999984741211,3622468,2023-12-25
2024-01-01,75.55000305175781,75.55000305175781,78.55000305175781,70.0,70.0,13347467,2024-01-01
2024-01-08,73.69999694824219,73.69999694824219,77.3499984741211,72.5,76.0999984741211,6217957,2024-01-08
2024-01-15,85.94999694824219,85.94999694824219,90.30000305175781,74.25,74.30000305175781,58505356,2024-01-15
2024-01-22,86.25,86.25,91.5999984741211,83.4000015258789,85.94999694824219,18615984,2024-01-22
2024-01-29,84.5999984741211,84.5999984741211,90.0,82.5999984741211,86.80000305175781,15286104,2024-01-29
2024-02-05,81.80000305175781,81.80000305175781,93.1500015258789,79.69999694824219,84.94999694824219,28318532,2024-02-05
2024-02-12,79.0999984741211,79.0999984741211,82.75,71.30000305175781,79.3499984741211,12591394,2024-02-12
2024-02-19,79.75,79.75,83.5999984741211,76.55000305175781,79.4000015258789,8105760,2024-02-19
2024-02-26,76.3499984741211,76.3499984741211,81.5,72.30000305175781,80.19999694824219,6923973,2024-02-26
2024-03-04,70.5999984741211,70.5999984741211,76.0999984741211,68.6500015258789,75.6500015258789,5254257,2024-03-04
2024-03-11,60.349998474121094,60.349998474121094,71.6500015258789,53.650001525878906,71.0,16839729,2024-03-11
2024-03-18,63.75,63.75,64.6500015258789,56.099998474121094,60.5,12447705,2024-03-18
2024-03-25,61.20000076293945,61.20000076293945,64.19999694824219,59.04999923706055,63.75,9157747,2024-03-25
2024-04-01,71.5,71.5,72.6500015258789,61.849998474121094,61.849998474121094,13205942,2024-04-01
2024-04-08,69.94999694824219,69.94999694824219,73.1500015258789,68.1500015258789,72.1500015258789,5324026,2024-04-08
2024-04-15,67.25,67.25,70.4000015258789,65.0999984741211,67.30000305175781,5386029,2024-04-15
2024-04-22,73.30000305175781,73.30000305175781,77.0,67.75,67.9000015258789,11240503,2024-04-22
2024-04-29,73.19999694824219,73.19999694824219,79.0,72.4000015258789,75.69999694824219,23709461,2024-04-29
2024-05-06,69.1500015258789,69.1500015258789,73.9000015258789,64.69999694824219,73.5999984741211,8609231,2024-05-06
2024-05-13,70.1500015258789,70.1500015258789,72.0,66.55000305175781,69.0,4743972,2024-05-13
2024-05-20,63.79999923706055,63.79999923706055,72.6500015258789,63.25,69.8499984741211,11507902,2024-05-20
2024-05-27,62.849998474121094,62.849998474121094,65.30000305175781,61.5,64.0,4805726,2024-05-27
2024-06-03,65.0,65.0,70.6500015258789,55.20000076293945,66.0,10825498,2024-06-03
2024-06-10,70.33999633789062,70.33999633789062,73.80000305175781,64.5,64.5,12055758,2024-06-10
2024-06-17,72.27999877929688,72.27999877929688,77.19999694824219,69.62999725341797,70.33999633789062,14785073,2024-06-17
2024-06-24,72.30000305175781,72.30000305175781,79.5999984741211,70.76000213623047,72.0,17265529,2024-06-24
2024-07-01,72.79000091552734,72.79000091552734,76.0,72.01000213623047,72.48999786376953,7266921,2024-07-01
2024-07-08,72.68000030517578,72.68000030517578,76.5,71.11000061035156,73.1500015258789,8985917,2024-07-08
2024-07-15,72.31999969482422,72.31999969482422,82.08999633789062,71.01000213623047,73.0,28474522,2024-07-15
2024-07-22,78.94000244140625,78.94000244140625,83.9000015258789,66.04000091552734,70.05000305175781,21833789,2024-07-22
2024-07-29,78.0199966430664,78.0199966430664,81.48999786376953,73.5999984741211,79.4800033569336,9923079,2024-07-29
2024-08-05,73.38999938964844,73.38999938964844,75.83000183105469,70.0,75.0999984741211,8419776,2024-08-05
2024-08-12,71.66000366210938,71.66000366210938,77.5999984741211,70.94999694824219,72.7300033569336,8001813,2024-08-12
2024-08-19,71.20999908447266,71.20999908447266,76.0999984741211,70.45999908447266,72.0,10072873,2024-08-19
2024-08-26,69.11000061035156,69.11000061035156,72.69999694824219,68.61000061035156,71.87000274658203,7681131,2024-08-26
2024-09-02,68.72000122070312,68.72000122070312,71.22000122070312,67.80000305175781,69.11000061035156,3793485,2024-09-02
2024-09-09,66.2699966430664,66.2699966430664,68.76000213623047,60.54999923706055,68.5999984741211,6063099,2024-09-09
2024-09-16,68.16000366210938,68.16000366210938,71.4000015258789,65.80000305175781,66.51000213623047,6483541,2024-09-16
2024-09-23,63.63999938964844,63.63999938964844,68.83999633789062,63.400001525878906,68.16000366210938,3454250,2024-09-23
2024-09-30,61.5099983215332,61.5099983215332,63.63999938964844,60.400001525878906,61.25,3934327,2024-09-30
2024-10-07,61.61000061035156,61.61000061035156,64.19999694824219,58.0,61.650001525878906,4626753,2024-10-07
2024-10-14,58.279998779296875,58.279998779296875,64.6500015258789,57.5,62.0,4974814,2024-10-14
2024-10-21,51.27000045776367,51.27000045776367,58.95000076293945,49.70000076293945,58.279998779296875,4105646,2024-10-21
2024-10-28,56.7400016784668,56.7400016784668,57.0,50.029998779296875,51.150001525878906,2957137,2024-10-28
2024-11-04,56.09000015258789,56.09000015258789,60.79999923706055,53.54999923706055,56.5,4598563,2024-11-04
2024-11-11,52.650001525878906,52.650001525878906,60.0,52.369998931884766,57.25,2409306,2024-11-11
2024-11-18,52.84000015258789,52.84000015258789,55.5,52.0,52.869998931884766,2466581,2024-11-18
2024-11-25,55.369998931884766,55.369998931884766,57.290000915527344,53.119998931884766,54.9900016784668,3186849,2024-11-25
2024-12-02,57.33000183105469,57.33000183105469,58.29999923706055,54.810001373291016,55.5,2773538,2024-12-02
2024-12-09,55.029998779296875,55.029998779296875,59.29999923706055,54.0099983215332,57.33000183105469,3146638,2024-12-09
2024-12-16,53.59000015258789,53.59000015258789,57.400001525878906,51.5,55.31999969482422,7406242,2024-12-16
2024-12-23,52.400001525878906,52.400001525878906,54.97999954223633,52.20000076293945,54.400001525878906,1843088,2024-12-23
2024-12-30,55.25,55.25,56.9900016784668,51.560001373291016,52.560001373291016,2960000,2024-12-30
2025-01-06,52.400001525878906,52.400001525878906,55.189998626708984,51.25,55.189998626708984,2328503,2025-01-06
2025-01-13,51.58000183105469,51.58000183105469,54.150001525878906,46.79999923706055,51.0099983215332,3186933,2025-01-13
2025-01-20,51.650001525878906,51.650001525878906,53.689998626708984,50.220001220703125,51.7400016784668,2277146,2025-01-20
2025-01-27,48.52000045776367,48.52000045776367,54.900001525878906,47.0,51.9900016784668,6151183,2025-01-27
2025-02-03,46.34000015258789,46.34000015258789,48.84000015258789,46.0,47.900001525878906,2194543,2025-02-03
2025-02-10,38.77000045776367,38.77000045776367,46.5,37.099998474121094,46.34000015258789,3897006,2025-02-10
2025-02-17,39.15999984741211,39.15999984741211,41.43000030517578,36.0099983215332,38.5099983215332,3884955,2025-02-17
2025-02-24,34.40999984741211,34.40999984741211,39.400001525878906,33.79999923706055,38.900001525878906,2877063,2025-02-24
2025-03-03,35.59000015258789,35.59000015258789,37.0,31.979999542236328,34.880001068115234,5627612,2025-03-03
2025-03-10,34.369998931884766,34.369998931884766,36.25,32.79999923706055,35.599998474121094,5175335,2025-03-10
2025-03-17,38.29999923706055,38.29999923706055,39.70000076293945,33.70000076293945,34.689998626708984,6917920,2025-03-17
2025-03-24,37.0,37.0,40.70000076293945,35.79999923706055,38.849998474121094,8071333,2025-03-24
2025-03-31,38.650001525878906,38.650001525878906,41.7400016784668,36.56999969482422,37.0,4386206,2025-03-31
2025-04-07,37.95000076293945,37.95000076293945,39.84000015258789,35.20000076293945,35.9900016784668,3037194,2025-04-07
2025-04-14,41.290000915527344,41.290000915527344,41.84000015258789,37.95000076293945,37.95000076293945,2580752,2025-04-14
2025-04-21,40.93000030517578,40.93000030517578,45.380001068115234,40.29999923706055,41.47999954223633,8164899,2025-04-21
2025-04-28,39.41999816894531,39.41999816894531,41.45000076293945,39.20000076293945,41.189998626708984,1854264,2025-04-28
2025-05-05,37.52000045776367,37.52000045776367,40.45000076293945,34.2599983215332,39.97999954223633,2101299,2025-05-05
2025-05-12,49.29999923706055,49.29999923706055,52.900001525878906,38.75,38.75,19214938,2025-05-12
2025-05-19,48.66999816894531,48.66999816894531,50.20000076293945,48.099998474121094,49.38999938964844,3731146,2025-05-19
2025-05-26,53.54999923706055,53.54999923706055,55.150001525878906,48.27000045776367,48.97999954223633,8792196,2025-05-26
