Date,Adj Close_SUMICHEM.NS,Close_SUMICHEM.NS,High_SUMICHEM.NS,Low_SUMICHEM.NS,Open_SUMICHEM.NS,Volume_SUMICHEM.NS,Date
2020-12-07,297.99066162109375,304.6000061035156,321.8999938964844,298.20001220703125,312.0,5618937,2020-12-07
2020-12-14,297.45257568359375,304.04998779296875,309.70001220703125,295.5,305.1000061035156,2063659,2020-12-14
2020-12-21,287.13153076171875,293.5,304.5,279.0,304.5,1572480,2020-12-21
2020-12-28,301.0234375,307.70001220703125,311.8999938964844,291.54998779296875,295.79998779296875,2869483,2020-12-28
2021-01-04,315.35552978515625,322.3500061035156,338.5,311.1000061035156,312.79998779296875,9010309,2021-01-04
2021-01-11,313.4967956542969,320.45001220703125,332.8999938964844,308.54998779296875,326.5,2394177,2021-01-11
2021-01-18,306.7953796386719,313.6000061035156,331.95001220703125,310.25,320.6000061035156,2308051,2021-01-18
2021-01-25,306.30621337890625,313.1000061035156,320.79998779296875,303.70001220703125,317.3999938964844,1481257,2021-01-25
2021-02-01,311.8825378417969,318.79998779296875,334.0,308.54998779296875,313.79998779296875,3361139,2021-02-01
2021-02-08,301.31689453125,308.0,314.70001220703125,303.20001220703125,314.70001220703125,1862406,2021-02-08
2021-02-15,293.0013122558594,299.5,312.0,293.3500061035156,310.0,2036912,2021-02-15
2021-02-22,287.96307373046875,294.3500061035156,305.1000061035156,293.54998779296875,304.0,1387874,2021-02-22
2021-03-01,286.1532287597656,292.5,308.5,290.95001220703125,298.0,2819398,2021-03-01
2021-03-08,276.1256408691406,282.25,298.45001220703125,281.0,295.95001220703125,1373529,2021-03-08
2021-03-15,274.4625549316406,280.54998779296875,288.20001220703125,269.79998779296875,283.79998779296875,3581359,2021-03-15
2021-03-22,267.56549072265625,273.5,285.25,268.20001220703125,280.6499938964844,1797052,2021-03-22
2021-03-29,282.19110107421875,288.45001220703125,293.79998779296875,272.70001220703125,273.5,1536783,2021-03-29
2021-04-05,286.886962890625,293.25,297.8999938964844,280.29998779296875,288.29998779296875,3014746,2021-04-05
2021-04-12,287.62066650390625,294.0,295.8999938964844,278.1000061035156,288.0,1314713,2021-04-12
2021-04-19,289.3327331542969,295.75,303.79998779296875,282.3999938964844,290.20001220703125,2515318,2021-04-19
2021-04-26,292.7078552246094,299.20001220703125,314.3999938964844,295.0,302.0,3301787,2021-04-26
2021-05-03,289.381591796875,295.79998779296875,308.5,295.04998779296875,299.5,1005178,2021-05-03
2021-05-10,295.44708251953125,302.0,318.3999938964844,294.04998779296875,297.8999938964844,2895404,2021-05-10
2021-05-17,306.50189208984375,313.29998779296875,321.29998779296875,303.3999938964844,305.6000061035156,2666325,2021-05-17
2021-05-24,307.03997802734375,313.8500061035156,329.8500061035156,307.1499938964844,315.45001220703125,5216495,2021-05-24
2021-05-31,350.03631591796875,357.79998779296875,374.0,310.0,310.1000061035156,18673602,2021-05-31
2021-06-07,356.15069580078125,364.04998779296875,391.75,355.54998779296875,361.70001220703125,5935100,2021-06-07
2021-06-14,371.1186828613281,379.3500061035156,401.54998779296875,356.6499938964844,366.5,5515930,2021-06-14
2021-06-21,371.0697937011719,379.29998779296875,403.3999938964844,371.5,371.5,3164890,2021-06-21
2021-06-28,376.7439880371094,385.1000061035156,395.5,371.6499938964844,382.0,2746177,2021-06-28
2021-07-05,414.1150817871094,423.29998779296875,442.5,389.1000061035156,390.0,12637379,2021-07-05
2021-07-12,427.95806884765625,437.45001220703125,458.0,416.04998779296875,426.3999938964844,5258303,2021-07-12
2021-07-19,418.8109130859375,428.1000061035156,451.95001220703125,425.1000061035156,437.45001220703125,2146783,2021-07-19
2021-07-26,415.1247863769531,423.54998779296875,438.70001220703125,422.04998779296875,429.3999938964844,1585886,2021-07-26
2021-08-02,422.5735778808594,431.1499938964844,459.8999938964844,425.1000061035156,425.5,5540517,2021-08-02
2021-08-09,411.8904113769531,420.25,436.20001220703125,386.45001220703125,435.0,3401873,2021-08-09
2021-08-16,395.7186279296875,403.75,421.8500061035156,401.5,421.29998779296875,1409365,2021-08-16
2021-08-23,392.6313171386719,400.6000061035156,410.0,393.1000061035156,407.79998779296875,1582025,2021-08-23
2021-08-30,411.3023681640625,419.6499938964844,435.75,402.20001220703125,403.0,4468320,2021-08-30
2021-09-06,400.76617431640625,408.8999938964844,425.0,406.25,423.45001220703125,1227437,2021-09-06
2021-09-13,396.5517272949219,404.6000061035156,420.54998779296875,403.29998779296875,411.25,2075457,2021-09-13
2021-09-20,390.4750671386719,398.3999938964844,409.70001220703125,392.5,401.0,1666090,2021-09-20
2021-09-27,389.6909484863281,397.6000061035156,417.45001220703125,395.5,398.54998779296875,2568109,2021-09-27
2021-10-04,403.1184387207031,411.29998779296875,429.0,399.0,403.0,3927008,2021-10-04
2021-10-11,410.37127685546875,418.70001220703125,427.70001220703125,412.3500061035156,414.8999938964844,2149174,2021-10-11
2021-10-18,381.45806884765625,389.20001220703125,425.70001220703125,387.5,422.5,1872253,2021-10-18
2021-10-25,368.7166748046875,376.20001220703125,400.0,372.0,391.79998779296875,1826707,2021-10-25
2021-11-01,381.9971008300781,389.75,394.8500061035156,364.3999938964844,378.0,1329108,2021-11-01
2021-11-08,373.274169921875,380.8500061035156,394.70001220703125,379.3999938964844,393.79998779296875,1197262,2021-11-08
2021-11-15,370.52984619140625,378.04998779296875,396.6000061035156,367.0,383.0,1893681,2021-11-15
2021-11-22,359.0135803222656,366.29998779296875,379.79998779296875,362.79998779296875,379.79998779296875,1344396,2021-11-22
2021-11-29,365.6293029785156,373.04998779296875,374.8999938964844,344.25,360.0,1580958,2021-11-29
2021-12-06,366.3643798828125,373.79998779296875,378.0,366.20001220703125,374.79998779296875,746980,2021-12-06
2021-12-13,355.0931396484375,362.29998779296875,382.79998779296875,361.6000061035156,375.0,657095,2021-12-13
2021-12-20,354.113037109375,361.29998779296875,367.79998779296875,345.54998779296875,360.0,950387,2021-12-20
2021-12-27,378.37066650390625,386.04998779296875,396.8999938964844,356.54998779296875,361.45001220703125,2050775,2021-12-27
2022-01-03,375.4794006347656,383.1000061035156,407.5,377.6499938964844,388.6499938964844,4887158,2022-01-03
2022-01-10,390.4750671386719,398.3999938964844,402.1499938964844,383.04998779296875,385.6000061035156,1982248,2022-01-10
2022-01-17,372.3920593261719,379.95001220703125,400.45001220703125,372.5,400.0,1204929,2022-01-17
2022-01-24,372.44110107421875,380.0,384.95001220703125,366.04998779296875,377.79998779296875,962043,2022-01-24
2022-01-31,410.1262512207031,418.45001220703125,420.0,381.0,381.0,4087750,2022-01-31
2022-02-07,394.9835510253906,403.0,424.54998779296875,399.29998779296875,422.79998779296875,1992765,2022-02-07
2022-02-14,370.1378173828125,377.6499938964844,400.5,376.1000061035156,393.0,826396,2022-02-14
2022-02-21,361.75787353515625,369.1000061035156,381.0,351.5,375.0,1228119,2022-02-21
2022-02-28,360.6307678222656,367.95001220703125,379.3999938964844,360.0,365.0,896866,2022-02-28
2022-03-07,394.6405029296875,402.6499938964844,404.0,357.29998779296875,362.0,1138998,2022-03-07
2022-03-14,398.6099853515625,406.70001220703125,409.0,393.25,405.0,1015974,2022-03-14
2022-03-21,398.95294189453125,407.04998779296875,415.45001220703125,402.0,412.0,1126895,2022-03-21
2022-03-28,425.5139465332031,434.1499938964844,455.95001220703125,395.29998779296875,404.0,5430787,2022-03-28
2022-04-04,417.820068359375,426.29998779296875,441.8999938964844,421.1000061035156,437.79998779296875,1615623,2022-04-04
2022-04-11,420.6133728027344,429.1499938964844,434.95001220703125,416.04998779296875,429.0,677422,2022-04-11
2022-04-18,418.50616455078125,427.0,438.3999938964844,404.6499938964844,429.1499938964844,1554762,2022-04-18
2022-04-25,420.9074401855469,429.45001220703125,437.0,420.0,426.0,1447050,2022-04-25
2022-05-02,430.9045104980469,439.6499938964844,477.0,422.75,425.0,8613881,2022-05-02
2022-05-09,406.5978698730469,414.8500061035156,445.5,394.54998779296875,440.0,1845493,2022-05-09
2022-05-16,433.69781494140625,442.5,459.0,410.45001220703125,418.0,1490576,2022-05-16
2022-05-23,428.84625244140625,437.54998779296875,451.0,415.75,444.79998779296875,1260586,2022-05-23
2022-05-30,452.41790771484375,461.6000061035156,489.0,435.6000061035156,446.29998779296875,4198129,2022-05-30
2022-06-06,451.8788146972656,461.04998779296875,492.0,457.29998779296875,463.6499938964844,2688338,2022-06-06
2022-06-13,426.6900329589844,435.3500061035156,451.0,423.5,451.0,1524136,2022-06-13
2022-06-20,411.5473327636719,419.8999938964844,439.0,407.70001220703125,430.5,1262655,2022-06-20
2022-06-27,414.5857238769531,423.0,430.70001220703125,416.0,423.8500061035156,758730,2022-06-27
2022-07-04,462.02294921875,471.3999938964844,479.5,422.1000061035156,425.79998779296875,2016589,2022-07-04
2022-07-11,478.1457214355469,487.8500061035156,511.8999938964844,471.3999938964844,472.0,3908894,2022-07-11
2022-07-18,447.1253356933594,456.20001220703125,499.6000061035156,454.79998779296875,489.20001220703125,1545072,2022-07-18
2022-07-25,443.6036682128906,451.6499938964844,464.3999938964844,441.45001220703125,456.0,1398878,2022-07-25
2022-08-01,463.4438171386719,471.8500061035156,477.8999938964844,441.6000061035156,453.3999938964844,2453088,2022-08-01
2022-08-08,463.3455505371094,471.75,494.95001220703125,468.04998779296875,474.3500061035156,1528253,2022-08-08
2022-08-15,475.4755554199219,484.1000061035156,496.8999938964844,471.75,471.75,1578963,2022-08-15
2022-08-22,474.10052490234375,482.70001220703125,492.0,466.0,480.0,1633874,2022-08-22
2022-08-29,471.0066223144531,479.54998779296875,502.5,468.0,476.0,2675509,2022-08-29
2022-09-05,492.81109619140625,501.75,517.7999877929688,475.1000061035156,480.0,3700835,2022-09-05
2022-09-12,514.7138061523438,524.0499877929688,534.75,484.29998779296875,505.0,3857804,2022-09-12
2022-09-19,501.7981262207031,510.8999938964844,539.0,508.0,530.0999755859375,2534518,2022-09-19
2022-09-26,493.98974609375,502.95001220703125,513.4000244140625,487.29998779296875,506.95001220703125,1328427,2022-09-26
2022-10-03,504.6955261230469,513.8499755859375,524.0,496.3500061035156,504.20001220703125,1097361,2022-10-03
2022-10-10,500.0301818847656,509.1000061035156,517.7999877929688,495.70001220703125,509.79998779296875,1625963,2022-10-10
2022-10-17,512.50390625,521.7999877929688,527.9000244140625,502.20001220703125,508.8999938964844,2302808,2022-10-17
2022-10-24,471.6450500488281,480.20001220703125,540.7999877929688,473.20001220703125,528.0,3761083,2022-10-24
2022-10-31,478.0783386230469,486.75,504.20001220703125,475.1000061035156,484.8999938964844,2087774,2022-10-31
2022-11-07,461.4303283691406,469.79998779296875,489.8999938964844,455.04998779296875,485.0,1704455,2022-11-07
2022-11-14,446.2064514160156,454.29998779296875,473.45001220703125,448.8500061035156,469.79998779296875,2083951,2022-11-14
2022-11-21,462.1178283691406,470.5,475.8500061035156,443.8500061035156,450.0,4606709,2022-11-21
2022-11-28,462.216064453125,470.6000061035156,482.0,465.0,470.0,2840195,2022-11-28
2022-12-05,474.4442443847656,483.04998779296875,494.25,472.75,472.79998779296875,2063419,2022-12-05
2022-12-12,475.1318054199219,483.75,492.5,475.6499938964844,482.95001220703125,712585,2022-12-12
2022-12-19,453.03265380859375,461.25,487.25,456.79998779296875,485.95001220703125,1195453,2022-12-19
2022-12-26,479.5025329589844,488.20001220703125,494.8999938964844,454.0,457.1000061035156,922176,2022-12-26
2023-01-02,484.0696716308594,492.8500061035156,499.0,481.0,490.0,1174316,2023-01-02
2023-01-09,484.80633544921875,493.6000061035156,496.95001220703125,475.0,495.29998779296875,897396,2023-01-09
2023-01-16,462.5598449707031,470.95001220703125,494.8999938964844,468.25,493.54998779296875,536047,2023-01-16
2023-01-23,450.3316650390625,458.5,479.5,454.8500061035156,472.0,727433,2023-01-23
2023-01-30,440.2642517089844,448.25,477.0,445.0,458.04998779296875,1354518,2023-01-30
2023-02-06,440.9517517089844,448.95001220703125,457.25,420.3500061035156,445.0,1183789,2023-02-06
2023-02-13,420.325927734375,427.95001220703125,457.0,424.3999938964844,457.0,1144606,2023-02-13
2023-02-20,438.54541015625,446.5,482.0,430.1499938964844,430.20001220703125,7876898,2023-02-20
2023-02-27,441.83575439453125,449.8500061035156,460.0,434.29998779296875,444.0,998026,2023-02-27
2023-03-06,437.8578796386719,445.79998779296875,462.20001220703125,440.20001220703125,442.0,656379,2023-03-06
2023-03-13,429.2637634277344,437.04998779296875,459.3500061035156,426.79998779296875,442.0,1270425,2023-03-13
2023-03-20,414.5801086425781,422.1000061035156,439.20001220703125,420.0,436.8500061035156,831887,2023-03-20
2023-03-27,418.50885009765625,426.1000061035156,430.45001220703125,397.6000061035156,419.0,1676046,2023-03-27
2023-04-03,433.8309326171875,441.70001220703125,448.0,420.0,428.54998779296875,1342673,2023-04-03
2023-04-10,417.5757751464844,425.1499938964844,445.0,420.1000061035156,445.0,818757,2023-04-10
2023-04-17,413.4997253417969,421.0,433.5,420.0,426.20001220703125,819686,2023-04-17
2023-04-24,395.62396240234375,402.79998779296875,425.95001220703125,399.0,421.20001220703125,1861076,2023-04-24
2023-05-01,402.9412536621094,410.25,425.0,402.79998779296875,402.79998779296875,1944089,2023-05-01
2023-05-08,387.71734619140625,394.75,413.0,391.0,412.6499938964844,2748993,2023-05-08
2023-05-15,379.56524658203125,386.45001220703125,398.8500061035156,382.0,396.8999938964844,2163003,2023-05-15
2023-05-22,391.25323486328125,398.3500061035156,399.79998779296875,384.5,388.5,2678393,2023-05-22
2023-05-29,395.13287353515625,402.29998779296875,407.79998779296875,392.1000061035156,399.6000061035156,2214817,2023-05-29
2023-06-05,398.3741149902344,405.6000061035156,421.6000061035156,402.5,403.0,1966727,2023-06-05
2023-06-12,408.392333984375,415.79998779296875,420.79998779296875,400.3999938964844,407.5,1909549,2023-06-12
2023-06-19,415.9060974121094,423.45001220703125,439.1499938964844,412.0,417.75,2538438,2023-06-19
2023-06-26,428.5271301269531,436.29998779296875,442.0,422.5,424.95001220703125,1429779,2023-06-26
2023-07-03,425.2368469238281,432.95001220703125,449.79998779296875,431.04998779296875,438.6499938964844,1290428,2023-07-03
2023-07-10,409.0307922363281,416.45001220703125,437.0,408.3999938964844,436.0,1443287,2023-07-10
2023-07-17,406.72265625,414.1000061035156,426.1000061035156,402.8999938964844,416.79998779296875,1722609,2023-07-17
2023-07-24,401.1220397949219,407.20001220703125,416.1499938964844,406.5,415.0,660651,2023-07-24
2023-07-31,412.8936462402344,419.1499938964844,422.95001220703125,396.04998779296875,408.04998779296875,2260370,2023-07-31
2023-08-07,408.90411376953125,415.1000061035156,422.6000061035156,407.1499938964844,420.0,1236269,2023-08-07
2023-08-14,403.584716796875,409.70001220703125,416.0,405.6000061035156,407.0,664421,2023-08-14
2023-08-21,399.2996520996094,405.3500061035156,411.20001220703125,402.20001220703125,409.04998779296875,1099623,2023-08-21
2023-08-28,432.3981018066406,438.95001220703125,448.0,403.8999938964844,407.45001220703125,3029387,2023-08-28
2023-09-04,436.6339111328125,443.25,454.8999938964844,439.0,439.0,2107425,2023-09-04
2023-09-11,419.6413879394531,426.0,450.0,413.04998779296875,445.0,1353354,2023-09-11
2023-09-18,410.6772155761719,416.8999938964844,433.0,416.0,430.0,752389,2023-09-18
2023-09-25,416.0951232910156,422.3999938964844,435.0,414.75,416.95001220703125,1169229,2023-09-25
2023-10-02,431.90557861328125,438.45001220703125,443.0,416.25,422.3999938964844,1714459,2023-10-02
2023-10-09,421.5622863769531,427.95001220703125,433.8500061035156,422.0,430.0,788978,2023-10-09
2023-10-16,408.4115905761719,414.6000061035156,429.6000061035156,412.54998779296875,427.3500061035156,1115045,2023-10-16
2023-10-23,377.67724609375,383.3999938964844,416.75,373.25,414.54998779296875,2493174,2023-10-23
2023-10-30,366.64447021484375,372.20001220703125,388.95001220703125,371.0,379.45001220703125,1464902,2023-10-30
2023-11-06,376.5936584472656,382.29998779296875,389.20001220703125,374.3999938964844,375.8999938964844,1146423,2023-11-06
2023-11-13,383.39068603515625,389.20001220703125,395.70001220703125,381.3999938964844,386.0,657027,2023-11-13
2023-11-20,384.08026123046875,389.8999938964844,392.95001220703125,381.0,389.25,648871,2023-11-20
2023-11-27,404.0279541015625,410.1499938964844,416.0,382.0,389.8999938964844,1321746,2023-11-27
2023-12-04,411.0712585449219,417.29998779296875,421.8500061035156,406.8999938964844,412.0,1393802,2023-12-04
2023-12-11,401.6145935058594,407.70001220703125,420.1000061035156,400.0,418.95001220703125,1024280,2023-12-11
2023-12-18,400.2354431152344,406.29998779296875,420.0,391.1499938964844,412.1499938964844,1383311,2023-12-18
2023-12-25,398.01904296875,404.04998779296875,413.79998779296875,401.04998779296875,406.29998779296875,1367565,2023-12-25
2024-01-01,411.1697692871094,417.3999938964844,424.95001220703125,403.04998779296875,405.3999938964844,4384631,2024-01-01
2024-01-08,402.1563415527344,408.25,430.6000061035156,406.0,421.0,5294550,2024-01-08
2024-01-15,396.7876892089844,402.79998779296875,411.79998779296875,394.6000061035156,409.8999938964844,1885756,2024-01-15
2024-01-22,388.3160705566406,394.20001220703125,406.25,391.3500061035156,402.79998779296875,480234,2024-01-22
2024-01-29,394.0787353515625,400.04998779296875,417.5,393.0,395.0,2475474,2024-01-29
2024-02-05,377.2339782714844,382.95001220703125,405.70001220703125,380.79998779296875,400.8500061035156,1273657,2024-02-05
2024-02-12,372.505615234375,378.1499938964844,384.95001220703125,370.0,381.8999938964844,1102559,2024-02-12
2024-02-19,384.0146789550781,384.70001220703125,395.0,372.20001220703125,378.1499938964844,1193155,2024-02-19
2024-02-26,373.93267822265625,374.6000061035156,387.8999938964844,372.29998779296875,384.70001220703125,1130086,2024-02-26
2024-03-04,359.45849609375,360.1000061035156,378.25,358.54998779296875,377.95001220703125,1204235,2024-03-04
2024-03-11,343.3871765136719,344.0,360.8500061035156,336.1000061035156,360.1499938964844,2257808,2024-03-11
2024-03-18,365.4977111816406,366.1499938964844,373.20001220703125,340.1499938964844,345.3500061035156,1428680,2024-03-18
2024-03-25,347.1304931640625,347.75,366.1499938964844,341.79998779296875,366.1499938964844,2154716,2024-03-25
2024-04-01,379.4727783203125,380.1499938964844,382.3999938964844,350.04998779296875,354.95001220703125,1797611,2024-04-01
2024-04-08,402.4317932128906,403.1499938964844,414.3999938964844,377.1000061035156,381.04998779296875,2633276,2024-04-08
2024-04-15,400.635009765625,401.3500061035156,411.0,387.04998779296875,398.04998779296875,1376847,2024-04-15
2024-04-22,403.52984619140625,404.25,413.5,398.1000061035156,410.0,1385692,2024-04-22
2024-04-29,402.4317932128906,403.1499938964844,406.20001220703125,393.3500061035156,406.20001220703125,951255,2024-04-29
2024-05-06,383.86492919921875,384.54998779296875,405.0,383.45001220703125,403.95001220703125,749315,2024-05-06
2024-05-13,405.02716064453125,405.75,412.75,380.04998779296875,384.6499938964844,1547853,2024-05-13
2024-05-20,439.5155944824219,440.29998779296875,446.0,400.5,409.54998779296875,4202142,2024-05-20
2024-05-27,462.8240051269531,463.6499938964844,498.0,435.0,443.0,21486150,2024-05-27
2024-06-03,481.9399108886719,482.79998779296875,500.0,426.79998779296875,472.0,5296149,2024-06-03
2024-06-10,496.66363525390625,497.54998779296875,506.0,477.20001220703125,484.8500061035156,3324753,2024-06-10
2024-06-17,491.62261962890625,492.5,510.75,469.3500061035156,497.54998779296875,6167971,2024-06-17
2024-06-24,479.1448974609375,480.0,497.54998779296875,475.5,492.0,1288462,2024-06-24
2024-07-01,488.6778869628906,489.54998779296875,517.7000122070312,477.0,481.95001220703125,7160739,2024-07-01
2024-07-08,501.70465087890625,502.6000061035156,509.70001220703125,482.8500061035156,491.0,4789214,2024-07-08
2024-07-15,498.21087646484375,499.1000061035156,509.8999938964844,493.75,507.0,2262457,2024-07-15
2024-07-22,504.45001220703125,504.45001220703125,523.5,487.3500061035156,495.95001220703125,3943052,2024-07-22
2024-07-29,510.6499938964844,510.6499938964844,546.9000244140625,506.75,534.1500244140625,6664636,2024-07-29
2024-08-05,516.4000244140625,516.4000244140625,527.4000244140625,488.8500061035156,504.95001220703125,4403782,2024-08-05
2024-08-12,538.3499755859375,538.3499755859375,548.9500122070312,508.3500061035156,516.4000244140625,3587537,2024-08-12
2024-08-19,532.4500122070312,532.4500122070312,567.3499755859375,528.2999877929688,539.0,3203177,2024-08-19
2024-08-26,511.3500061035156,511.3500061035156,546.4500122070312,507.04998779296875,532.4500122070312,2228075,2024-08-26
2024-09-02,538.25,538.25,548.2999877929688,501.3500061035156,513.0,4170320,2024-09-02
2024-09-09,591.7999877929688,591.7999877929688,628.2999877929688,523.0999755859375,538.25,14960442,2024-09-09
2024-09-16,558.9000244140625,558.9000244140625,628.0,554.2000122070312,593.4500122070312,6174884,2024-09-16
2024-09-23,560.0999755859375,560.0999755859375,574.9000244140625,545.2000122070312,563.0,3479161,2024-09-23
2024-09-30,550.5499877929688,550.5499877929688,577.25,539.4000244140625,553.25,1640565,2024-09-30
2024-10-07,545.0999755859375,545.0999755859375,554.2999877929688,518.0,552.0,1393780,2024-10-07
2024-10-14,548.0,548.0,577.9500122070312,536.4500122070312,546.0,3039028,2024-10-14
2024-10-21,494.5,494.5,553.0,490.3500061035156,552.0,1730384,2024-10-21
2024-10-28,570.5999755859375,570.5999755859375,581.0,492.45001220703125,499.8999938964844,6012709,2024-10-28
2024-11-04,547.9000244140625,547.9000244140625,593.0,545.0999755859375,570.5499877929688,3181636,2024-11-04
2024-11-11,520.9000244140625,520.9000244140625,550.6500244140625,503.0,549.0,1343960,2024-11-11
2024-11-18,514.7999877929688,514.7999877929688,529.7999877929688,508.04998779296875,527.4000244140625,1012602,2024-11-18
2024-11-25,551.6500244140625,551.6500244140625,560.9000244140625,522.0,522.0,3017079,2024-11-25
2024-12-02,549.1500244140625,549.1500244140625,572.0999755859375,541.0,555.9500122070312,2107447,2024-12-02
2024-12-09,525.75,525.75,554.6500244140625,516.0,552.4500122070312,1300620,2024-12-09
2024-12-16,525.7000122070312,525.7000122070312,543.0,508.3999938964844,525.7000122070312,1532484,2024-12-16
2024-12-23,518.7999877929688,518.7999877929688,536.0,508.04998779296875,530.0,722937,2024-12-23
2024-12-30,536.9500122070312,536.9500122070312,552.7000122070312,512.0,519.0999755859375,2707312,2024-12-30
2025-01-06,476.04998779296875,476.04998779296875,536.9000244140625,475.0,536.9000244140625,1656028,2025-01-06
2025-01-13,495.0,495.0,499.6000061035156,457.3999938964844,472.0,2428737,2025-01-13
2025-01-20,484.70001220703125,484.70001220703125,503.8999938964844,474.70001220703125,491.1499938964844,1532840,2025-01-20
2025-01-27,510.29998779296875,510.29998779296875,530.0,459.3500061035156,482.70001220703125,7051422,2025-01-27
2025-02-03,533.0999755859375,533.0999755859375,549.0,505.0,506.95001220703125,2278937,2025-02-03
2025-02-10,470.95001220703125,470.95001220703125,532.5499877929688,464.04998779296875,528.0,2791524,2025-02-10
2025-02-17,495.5,495.5,504.6499938964844,456.04998779296875,472.3500061035156,1240011,2025-02-17
2025-02-24,460.6000061035156,460.6000061035156,494.0,452.79998779296875,490.25,1478232,2025-02-24
2025-03-03,491.8999938964844,491.8999938964844,504.8999938964844,446.20001220703125,457.0,1649168,2025-03-03
2025-03-10,486.3500061035156,486.3500061035156,497.20001220703125,469.75,494.70001220703125,705771,2025-03-10
2025-03-17,535.0499877929688,535.0499877929688,537.9000244140625,475.70001220703125,482.5,1180590,2025-03-17
2025-03-24,559.3499755859375,559.3499755859375,568.9500122070312,520.2999877929688,529.25,2196523,2025-03-24
2025-03-31,560.1500244140625,560.1500244140625,579.4500122070312,548.3499755859375,559.3499755859375,2454088,2025-03-31
2025-04-07,565.25,565.25,574.0,502.0,502.0,1447086,2025-04-07
2025-04-14,552.8499755859375,552.8499755859375,576.8499755859375,548.75,565.25,1339549,2025-04-14
2025-04-21,512.7999877929688,512.7999877929688,572.0,510.79998779296875,552.8499755859375,2416274,2025-04-21
2025-04-28,525.2999877929688,525.2999877929688,529.4500122070312,496.3500061035156,506.5,1663158,2025-04-28
2025-05-05,501.20001220703125,501.20001220703125,528.8499755859375,495.04998779296875,527.2000122070312,1022614,2025-05-05
2025-05-12,538.4500122070312,538.4500122070312,542.7999877929688,515.0499877929688,516.0,1001674,2025-05-12
2025-05-19,531.4000244140625,531.4000244140625,549.2999877929688,526.7000122070312,541.4500122070312,1115844,2025-05-19
2025-05-26,506.75,506.75,537.7999877929688,498.0,530.0999755859375,3278857,2025-05-26
2025-06-02,518.8499755859375,518.8499755859375,521.4500122070312,498.5,508.0,1215754,2025-06-02
2025-06-09,494.70001220703125,494.70001220703125,523.4500122070312,486.3500061035156,522.0,1507972,2025-06-09
2025-06-16,491.95001220703125,491.95001220703125,506.5,489.0,494.6000061035156,1192570,2025-06-16
2025-06-23,522.7000122070312,522.7000122070312,530.0,487.0,487.0,1831172,2025-06-23
2025-06-30,536.0499877929688,536.0499877929688,543.5,514.0,521.0,2258186,2025-06-30
2025-07-07,542.5999755859375,542.5999755859375,566.2000122070312,529.2999877929688,535.5999755859375,2989505,2025-07-07
2025-07-14,565.8499755859375,565.8499755859375,569.9500122070312,532.9500122070312,542.4500122070312,1041700,2025-07-14
