Date,Adj Close_VINYLINDIA.NS,Close_VINYLINDIA.NS,High_VINYLINDIA.NS,Low_VINYLINDIA.NS,Open_VINYLINDIA.NS,Volume_VINYLINDIA.NS,Date
2020-07-13,83.08969116210938,90.4000015258789,94.0,88.05000305175781,90.75,168353,2020-07-13
2020-07-20,80.56207275390625,87.6500015258789,92.55000305175781,87.30000305175781,92.0,199115,2020-07-20
2020-07-27,74.44983673095703,81.0,89.4000015258789,78.69999694824219,87.69999694824219,242750,2020-07-27
2020-08-03,82.4462890625,89.69999694824219,91.5,79.25,81.0,701753,2020-08-03
2020-08-10,83.41138458251953,90.75,103.5,77.5999984741211,90.0999984741211,1755508,2020-08-10
2020-08-17,98.30134582519531,106.94999694824219,112.5,90.0999984741211,91.8499984741211,4318823,2020-08-17
2020-08-24,100.0477066040039,108.8499984741211,117.80000305175781,106.5,107.9000015258789,1644383,2020-08-24
2020-08-31,89.6614990234375,97.55000305175781,106.94999694824219,93.44999694824219,106.0,454769,2020-08-31
2020-09-07,102.11539459228516,108.6500015258789,114.4000015258789,94.6500015258789,97.55000305175781,1813930,2020-09-07
2020-09-14,97.69806671142578,103.94999694824219,113.25,102.5999984741211,109.4000015258789,579570,2020-09-14
2020-09-21,92.48186492919922,98.4000015258789,108.6500015258789,93.0,104.0,392127,2020-09-21
2020-09-28,90.41417694091797,96.19999694824219,101.9000015258789,94.0,99.9000015258789,174708,2020-09-28
2020-10-05,96.61723327636719,102.80000305175781,109.80000305175781,96.0,97.44999694824219,1248134,2020-10-05
2020-10-12,93.56270599365234,99.55000305175781,105.5,98.0,103.8499984741211,284158,2020-10-12
2020-10-19,95.67737579345703,101.80000305175781,105.4000015258789,97.05000305175781,100.75,308189,2020-10-19
2020-10-26,98.449951171875,104.75,113.4000015258789,99.5,102.4000015258789,1931750,2020-10-26
2020-11-02,97.32212829589844,103.55000305175781,111.3499984741211,100.69999694824219,104.75,500610,2020-11-02
2020-11-09,97.18115234375,103.4000015258789,105.69999694824219,100.0,105.69999694824219,218799,2020-11-09
2020-11-16,95.818359375,101.94999694824219,104.4000015258789,101.0999984741211,101.8499984741211,149382,2020-11-16
2020-11-23,96.52323913574219,102.69999694824219,110.6500015258789,101.05000305175781,103.0,530657,2020-11-23
2020-11-30,116.82415008544922,124.30000305175781,137.0,102.6500015258789,102.69999694824219,5295739,2020-11-30
2020-12-07,112.35983276367188,119.55000305175781,128.5,117.69999694824219,122.0,1353961,2020-12-07
2020-12-14,112.2188491821289,119.4000015258789,124.80000305175781,116.0,121.0,727398,2020-12-14
2020-12-21,117.341064453125,124.8499984741211,132.4499969482422,104.25,119.80000305175781,2893169,2020-12-21
2020-12-28,118.84484100341797,126.44999694824219,131.6999969482422,123.0,126.0,607469,2020-12-28
2021-01-04,115.8843002319336,123.30000305175781,128.60000610351562,122.44999694824219,127.5999984741211,459237,2021-01-04
2021-01-11,112.97073364257812,120.19999694824219,126.0,119.0,125.30000305175781,366845,2021-01-11
2021-01-18,120.16063690185547,127.8499984741211,131.25,116.5,120.19999694824219,1372777,2021-01-18
2021-01-25,112.2188491821289,119.4000015258789,129.89999389648438,118.0,128.89999389648438,414954,2021-01-25
2021-02-01,113.11170959472656,120.3499984741211,124.1500015258789,118.9000015258789,122.4000015258789,302793,2021-02-01
2021-02-08,112.59479522705078,119.80000305175781,122.5,119.0999984741211,119.0999984741211,308202,2021-02-08
2021-02-15,119.40875244140625,127.05000305175781,143.10000610351562,118.69999694824219,121.94999694824219,2712238,2021-02-15
2021-02-22,122.98021697998047,130.85000610351562,140.4499969482422,121.4000015258789,123.5999984741211,1201277,2021-02-22
2021-03-01,123.59111785888672,131.5,141.4499969482422,130.4499969482422,133.39999389648438,790506,2021-03-01
2021-03-08,119.45574188232422,127.0999984741211,135.0,125.25,135.0,306603,2021-03-08
2021-03-15,110.99703216552734,118.0999984741211,130.0,111.55000305175781,128.9499969482422,359997,2021-03-15
2021-03-22,107.89551544189453,114.80000305175781,123.0,114.05000305175781,118.6500015258789,373899,2021-03-22
2021-03-29,110.01019287109375,117.05000305175781,119.6500015258789,114.80000305175781,114.80000305175781,151729,2021-03-29
2021-04-05,114.4745101928711,121.80000305175781,123.80000305175781,116.0,117.05000305175781,317437,2021-04-05
2021-04-12,108.50641632080078,115.44999694824219,121.19999694824219,113.0999984741211,121.19999694824219,225048,2021-04-12
2021-04-19,112.2188491821289,119.4000015258789,124.5,112.0,115.0,343460,2021-04-19
2021-04-26,119.22077178955078,126.8499984741211,141.89999389648438,117.8499984741211,122.75,2947266,2021-04-26
2021-05-03,129.27725219726562,137.5500030517578,149.0,126.0,126.94999694824219,1953533,2021-05-03
2021-05-10,137.97091674804688,146.8000030517578,163.0,142.10000610351562,142.3000030517578,4055850,2021-05-10
2021-05-17,139.52166748046875,148.4499969482422,154.35000610351562,146.75,148.3000030517578,647615,2021-05-17
2021-05-24,139.4276885986328,148.35000610351562,157.5,147.14999389648438,148.4499969482422,791746,2021-05-24
2021-05-31,135.52728271484375,144.1999969482422,149.75,142.0,148.6999969482422,328844,2021-05-31
2021-06-07,137.68894958496094,146.5,153.64999389648438,143.14999389648438,146.39999389648438,535727,2021-06-07
2021-06-14,138.72280883789062,147.60000610351562,161.0,141.5500030517578,147.39999389648438,1405353,2021-06-14
2021-06-21,137.82992553710938,146.64999389648438,152.0,145.0,146.5,230500,2021-06-21
2021-06-28,145.44277954101562,154.75,157.89999389648438,145.0500030517578,149.0,738300,2021-06-28
2021-07-05,140.6964874267578,149.6999969482422,159.0,148.5500030517578,156.35000610351562,375133,2021-07-05
2021-07-12,150.37701416015625,160.0,167.5,149.14999389648438,151.14999389648438,1925222,2021-07-12
2021-07-19,147.6044464111328,157.0500030517578,165.6999969482422,154.25,158.0,433354,2021-07-19
2021-07-26,147.69842529296875,157.14999389648438,160.0,149.14999389648438,155.0,333505,2021-07-26
2021-08-02,149.43716430664062,159.0,166.39999389648438,153.0500030517578,157.9499969482422,829734,2021-08-02
2021-08-09,201.28005981445312,209.25,223.39999389648438,157.14999389648438,159.39999389648438,10028524,2021-08-09
2021-08-16,183.8694305419922,191.14999389648438,210.0500030517578,190.0,206.3000030517578,769557,2021-08-16
2021-08-23,213.015380859375,221.4499969482422,225.6999969482422,171.5500030517578,193.5,2763176,2021-08-23
2021-08-30,219.21969604492188,227.89999389648438,244.39999389648438,212.8000030517578,221.5,2343601,2021-08-30
2021-09-06,216.67063903808594,225.25,233.89999389648438,219.6999969482422,228.10000610351562,752855,2021-09-06
2021-09-13,212.39013671875,220.8000030517578,235.0,218.64999389648438,222.10000610351562,929062,2021-09-13
2021-09-20,214.07347106933594,222.5500030517578,233.4499969482422,211.10000610351562,219.5,779482,2021-09-20
2021-09-27,259.6199951171875,269.8999938964844,269.8999938964844,219.0,223.9499969482422,2747887,2021-09-27
2021-10-04,292.7097473144531,304.29998779296875,331.0,264.0,274.70001220703125,6311798,2021-10-04
