Date,Adj Close_ANDHRAPAP.NS,Close_ANDHRAPAP.NS,High_ANDHRAPAP.NS,Low_ANDHRAPAP.NS,Open_ANDHRAPAP.NS,Volume_ANDHRAPAP.NS,Date
2020-07-13,42.40664291381836,45.45000076293945,47.0,43.0099983215332,45.150001525878906,2647610,2020-07-13
2020-07-20,41.75351333618164,44.75,47.150001525878906,44.459999084472656,45.97999954223633,2617965,2020-07-20
2020-07-27,40.84846496582031,43.779998779296875,46.7400016784668,43.04999923706055,44.900001525878906,3565785,2020-07-27
2020-08-03,41.52958297729492,44.5099983215332,45.0,43.11000061035156,43.599998474121094,2233290,2020-08-03
2020-08-10,40.82980728149414,43.7599983215332,46.0,42.04999923706055,43.20000076293945,3547105,2020-08-10
2020-08-17,42.27601623535156,45.310001373291016,46.70000076293945,43.439998626708984,43.439998626708984,3228250,2020-08-17
2020-08-24,41.80949783325195,44.810001373291016,46.29999923706055,44.0,45.720001220703125,2206350,2020-08-24
2020-08-31,39.29029083251953,42.11000061035156,45.369998931884766,41.900001525878906,44.880001068115234,1086150,2020-08-31
2020-09-07,38.683815002441406,41.459999084472656,42.58000183105469,40.560001373291016,41.599998474121094,1028430,2020-09-07
2020-09-14,38.45988845825195,41.220001220703125,43.20000076293945,40.900001525878906,41.459999084472656,1073590,2020-09-14
2020-09-21,36.18326950073242,38.779998779296875,41.58000183105469,35.5099983215332,41.58000183105469,2002400,2020-09-21
2020-09-28,37.134971618652344,39.79999923706055,40.79999923706055,37.779998779296875,39.099998474121094,924820,2020-09-28
2020-10-05,35.595455169677734,38.150001525878906,40.779998779296875,37.959999084472656,39.79999923706055,750720,2020-10-05
2020-10-12,34.14924240112305,36.599998474121094,38.380001068115234,36.209999084472656,38.380001068115234,504865,2020-10-12
2020-10-19,36.136619567871094,38.72999954223633,39.38999938964844,36.70000076293945,37.2400016784668,410720,2020-10-19
2020-10-26,34.54112243652344,37.02000045776367,39.20000076293945,35.959999084472656,38.97999954223633,493210,2020-10-26
2020-11-02,35.203575134277344,37.72999954223633,38.20000076293945,36.560001373291016,37.20000076293945,294580,2020-11-02
2020-11-09,35.98733139038086,38.56999969482422,39.099998474121094,37.27000045776367,37.79999923706055,446980,2020-11-09
