Date,Adj Close_GEEKAYWIRE.NS,Close_GEEKAYWIRE.NS,High_GEEKAYWIRE.NS,Low_GEEKAYWIRE.NS,Open_GEEKAYWIRE.NS,Volume_GEEKAYWIRE.NS,Date
2020-07-13,14.883949279785156,16.389999389648438,19.0,15.470000267028809,16.200000762939453,95845,2020-07-13
2020-07-20,15.7557373046875,17.350000381469727,17.600000381469727,16.040000915527344,17.3799991607666,150295,2020-07-20
2020-07-27,16.064495086669922,17.690000534057617,18.399999618530273,17.0,17.350000381469727,148565,2020-07-27
2020-08-03,16.037250518798828,17.65999984741211,17.959999084472656,16.450000762939453,17.690000534057617,154020,2020-08-03
2020-08-10,16.318763732910156,17.969999313354492,18.0,16.649999618530273,16.899999618530273,153265,2020-08-10
2020-08-17,16.482227325439453,18.149999618530273,20.399999618530273,17.200000762939453,20.399999618530273,142015,2020-08-17
2020-08-24,16.273361206054688,17.920000076293945,18.399999618530273,17.010000228881836,18.360000610351562,142920,2020-08-24
2020-08-31,16.61844253540039,18.299999237060547,18.399999618530273,16.799999237060547,18.399999618530273,192165,2020-08-31
2020-09-07,16.107816696166992,17.34000015258789,18.399999618530273,16.530000686645508,18.399999618530273,143165,2020-09-07
2020-09-14,16.293607711791992,17.540000915527344,18.0,16.6200008392334,17.31999969482422,154245,2020-09-14
2020-09-21,16.07065773010254,17.299999237060547,17.899999618530273,16.600000381469727,17.899999618530273,159560,2020-09-21
2020-09-28,15.234613418579102,16.399999618530273,17.31999969482422,15.899999618530273,17.299999237060547,146180,2020-09-28
2020-10-05,13.943387985229492,15.010000228881836,17.219999313354492,15.0,15.59000015258789,152280,2020-10-05
2020-10-12,13.980546951293945,15.050000190734863,15.25,15.010000228881836,15.199999809265137,331730,2020-10-12
2020-10-19,11.91829776763916,12.829999923706055,15.050000190734863,12.800000190734863,15.050000190734863,237385,2020-10-19
2020-10-26,12.02977180480957,12.949999809265137,13.300000190734863,12.399999618530273,12.850000381469727,359395,2020-10-26
2020-11-02,11.31448745727539,12.180000305175781,12.979999542236328,12.180000305175781,12.890000343322754,972745,2020-11-02
2020-11-09,11.583880424499512,12.470000267028809,12.84000015258789,11.609999656677246,12.180000305175781,309140,2020-11-09
2020-11-16,11.630328178405762,12.520000457763672,12.609999656677246,12.399999618530273,12.4399995803833,143160,2020-11-16
2020-11-23,11.983323097229004,12.899999618530273,13.100000381469727,12.119999885559082,12.899999618530273,259800,2020-11-23
2020-11-30,11.853273391723633,12.760000228881836,12.899999618530273,12.520000457763672,12.899999618530273,155610,2020-11-30
2020-12-07,11.871850967407227,12.779999732971191,12.779999732971191,12.380000114440918,12.760000228881836,261570,2020-12-07
2020-12-14,11.890430450439453,12.800000190734863,13.100000381469727,12.329999923706055,12.800000190734863,339910,2020-12-14
2020-12-21,12.141243934631348,13.069999694824219,13.399999618530273,12.600000381469727,13.100000381469727,217465,2020-12-21
2020-12-28,12.271296501159668,13.210000038146973,13.239999771118164,12.4399995803833,12.4399995803833,324825,2020-12-28
2021-01-04,12.652161598205566,13.619999885559082,14.069999694824219,13.220000267028809,13.619999885559082,315795,2021-01-04
2021-01-11,13.060895919799805,14.0600004196167,14.760000228881836,13.109999656677246,13.109999656677246,307795,2021-01-11
2021-01-18,13.55323314666748,14.59000015258789,14.720000267028809,13.470000267028809,13.979999542236328,269980,2021-01-18
2021-01-25,13.831914901733398,14.890000343322754,15.140000343322754,13.9399995803833,14.600000381469727,174335,2021-01-25
2021-02-01,14.667960166931152,15.789999961853027,16.190000534057617,14.149999618530273,14.430000305175781,236720,2021-02-01
2021-02-08,14.946642875671387,16.09000015258789,17.09000015258789,15.0600004196167,16.5,331970,2021-02-08
2021-02-15,14.779434204101562,15.90999984741211,17.1299991607666,15.0600004196167,16.940000534057617,335180,2021-02-15
2021-02-22,14.779434204101562,15.90999984741211,16.90999984741211,14.800000190734863,15.800000190734863,316475,2021-02-22
2021-03-01,14.85374927520752,15.989999771118164,16.780000686645508,15.430000305175781,16.729999542236328,418860,2021-03-01
2021-03-08,14.556488037109375,15.670000076293945,16.600000381469727,15.3100004196167,16.600000381469727,349565,2021-03-08
