Date,Adj Close_KAJARIACER.NS,Close_KAJARIACER.NS,High_KAJARIACER.NS,Low_KAJARIACER.NS,Open_KAJARIACER.NS,Volume_KAJARIACER.NS,Date
2022-03-07,943.0274047851562,965.2999877929688,994.0999755859375,885.2999877929688,930.7000122070312,2834954,2022-03-07
2022-03-14,1036.8612060546875,1061.3499755859375,1074.699951171875,949.0499877929688,955.0,1348944,2022-03-14
2022-03-21,965.3012084960938,988.0999755859375,1070.0,985.0,1070.0,1243178,2022-03-21
2022-03-28,979.5155639648438,1002.6500244140625,1025.0,950.0,990.0,1062050,2022-03-28
2022-04-04,1015.3198852539062,1039.300048828125,1065.0,1005.0,1015.9000244140625,781626,2022-04-04
2022-04-11,1014.4406127929688,1038.4000244140625,1049.199951171875,1000.0499877929688,1044.5,340381,2022-04-11
2022-04-18,1026.9451904296875,1051.199951171875,1075.0,1015.0,1036.0,470094,2022-04-18
2022-04-25,1009.6536865234375,1033.5,1058.6500244140625,994.5999755859375,1045.0,925764,2022-04-25
2022-05-02,999.3960571289062,1023.0,1048.0,962.2000122070312,1020.0999755859375,297222,2022-05-02
2022-05-09,947.8630981445312,970.25,1023.5499877929688,933.5499877929688,1015.0,1040959,2022-05-09
2022-05-16,985.5724487304688,1008.8499755859375,1015.0,918.0499877929688,975.4000244140625,1347877,2022-05-16
2022-05-23,1027.4337158203125,1051.699951171875,1091.949951171875,953.4000244140625,1019.1500244140625,1450886,2022-05-23
2022-05-30,988.6986083984375,1012.0499877929688,1077.5999755859375,998.0,1065.0,719816,2022-05-30
2022-06-06,928.3734741210938,950.2999877929688,1029.0,940.0,1022.7000122070312,938018,2022-06-06
2022-06-13,917.96923828125,939.6500244140625,968.9500122070312,902.5999755859375,941.7000122070312,1053238,2022-06-13
2022-06-20,898.4794921875,919.7000122070312,951.0,898.0,944.5999755859375,623486,2022-06-20
2022-06-27,937.4588012695312,959.5999755859375,965.0,905.25,930.0,487975,2022-06-27
2022-07-04,1003.7921142578125,1027.5,1056.0,939.9000244140625,955.0,1665498,2022-07-04
2022-07-11,968.720458984375,991.5999755859375,1035.949951171875,970.0,1014.0,620049,2022-07-11
2022-07-18,1102.071044921875,1128.0999755859375,1135.0,985.0999755859375,999.9000244140625,2071436,2022-07-18
2022-07-25,1148.9146728515625,1176.050048828125,1181.0,1105.25,1128.0,1654949,2022-07-25
2022-08-01,1096.7955322265625,1122.699951171875,1188.5,1118.0,1187.949951171875,1138881,2022-08-01
2022-08-08,1115.6014404296875,1141.949951171875,1156.6500244140625,1110.0,1128.3499755859375,568472,2022-08-08
2022-08-15,1156.2415771484375,1183.550048828125,1214.0,1130.050048828125,1141.949951171875,885229,2022-08-15
2022-08-22,1144.7628173828125,1171.800048828125,1194.949951171875,1152.4000244140625,1180.0,676977,2022-08-22
2022-08-29,1128.789794921875,1155.449951171875,1200.0,1148.0,1150.0,633908,2022-08-29
2022-09-05,1097.5281982421875,1123.449951171875,1160.0,1107.0,1160.0,837294,2022-09-05
2022-09-12,1209.04443359375,1237.5999755859375,1272.0,1126.5,1133.4000244140625,1689057,2022-09-12
2022-09-19,1181.573486328125,1206.4000244140625,1282.6500244140625,1191.0,1237.5999755859375,710412,2022-09-19
2022-09-26,1175.69677734375,1200.4000244140625,1242.9000244140625,1162.0,1194.300048828125,1057979,2022-09-26
2022-10-03,1125.8443603515625,1149.5,1205.550048828125,1142.050048828125,1185.0,525367,2022-10-03
2022-10-10,1066.3446044921875,1088.75,1150.050048828125,1051.199951171875,1140.0,752404,2022-10-10
2022-10-17,1068.8421630859375,1091.300048828125,1139.0,1070.4000244140625,1079.0,579425,2022-10-17
2022-10-24,1047.294921875,1069.300048828125,1120.949951171875,1044.5,1097.0,429161,2022-10-24
2022-10-31,1031.5750732421875,1053.25,1099.0,1013.0,1073.5,1492216,2022-10-31
2022-11-07,1010.3217163085938,1031.550048828125,1085.0,1009.7000122070312,1063.800048828125,1001857,2022-11-07
2022-11-14,1005.1307983398438,1026.25,1047.8499755859375,1015.25,1032.0,459103,2022-11-14
2022-11-21,1088.4305419921875,1111.300048828125,1118.0,1024.0,1026.25,1040756,2022-11-21
2022-11-28,1161.0545654296875,1185.449951171875,1195.0,1105.9000244140625,1109.0,1167845,2022-11-28
2022-12-05,1108.41064453125,1131.699951171875,1212.0,1122.0,1177.25,515102,2022-12-05
2022-12-12,1094.062255859375,1117.050048828125,1144.050048828125,1100.0,1123.800048828125,433007,2022-12-12
2022-12-19,1057.921630859375,1080.1500244140625,1122.6500244140625,1062.550048828125,1119.0,738296,2022-12-19
2022-12-26,1136.32421875,1160.199951171875,1179.5,1071.199951171875,1080.0999755859375,430417,2022-12-26
2023-01-02,1134.46337890625,1158.300048828125,1199.050048828125,1131.0999755859375,1162.25,947515,2023-01-02
2023-01-09,1095.090576171875,1118.0999755859375,1176.300048828125,1055.0,1158.300048828125,844702,2023-01-09
2023-01-16,1030.693603515625,1052.3499755859375,1123.550048828125,1042.949951171875,1118.0999755859375,455681,2023-01-16
2023-01-23,1074.963623046875,1097.550048828125,1110.8499755859375,1040.199951171875,1050.0,324059,2023-01-23
2023-01-30,1055.8157958984375,1078.0,1098.8499755859375,1021.0,1061.1500244140625,761219,2023-01-30
2023-02-06,1095.67822265625,1118.699951171875,1125.0,1070.0,1070.0,311801,2023-02-06
2023-02-13,1051.46240234375,1067.699951171875,1124.5999755859375,1065.0,1118.699951171875,243801,2023-02-13
2023-02-20,1042.2054443359375,1058.300048828125,1067.699951171875,1041.050048828125,1067.0,1294136,2023-02-20
2023-02-27,1062.0489501953125,1078.449951171875,1087.0,1050.0,1050.0,721934,2023-02-27
2023-03-06,1066.7266845703125,1083.199951171875,1091.5,1065.050048828125,1078.5,245956,2023-03-06
2023-03-13,1041.3193359375,1057.4000244140625,1088.0,1040.0,1071.050048828125,496112,2023-03-13
2023-03-20,1019.8013916015625,1035.550048828125,1089.9000244140625,1020.0499877929688,1089.9000244140625,2256239,2023-03-20
2023-03-27,1038.266357421875,1054.300048828125,1059.699951171875,1006.5,1031.0,578415,2023-03-27
2023-04-03,1036.641357421875,1052.6500244140625,1069.699951171875,1046.199951171875,1059.5999755859375,534236,2023-04-03
2023-04-10,1096.9599609375,1113.9000244140625,1139.6500244140625,1049.949951171875,1064.0999755859375,929457,2023-04-10
2023-04-17,1068.548583984375,1085.050048828125,1128.25,1080.0,1117.300048828125,751546,2023-04-17
2023-04-24,1078.150390625,1094.800048828125,1118.9000244140625,1052.25,1087.5999755859375,1023819,2023-04-24
2023-05-01,1134.77587890625,1152.300048828125,1160.0,1084.4000244140625,1094.800048828125,1311496,2023-05-01
2023-05-08,1157.0322265625,1174.9000244140625,1186.0,1123.949951171875,1159.0,1397346,2023-05-08
2023-05-15,1174.0198974609375,1192.1500244140625,1216.0,1130.550048828125,1182.75,1212461,2023-05-15
2023-05-22,1234.7322998046875,1253.800048828125,1280.5,1190.050048828125,1192.0,1467686,2023-05-22
2023-05-29,1245.2203369140625,1264.449951171875,1304.25,1260.050048828125,1268.8499755859375,1321916,2023-05-29
2023-06-05,1241.9705810546875,1261.1500244140625,1304.0,1219.0,1271.0999755859375,844722,2023-06-05
2023-06-12,1270.4310302734375,1290.050048828125,1325.0,1252.0,1265.0,1195331,2023-06-12
2023-06-19,1243.053955078125,1262.25,1312.0,1260.0,1295.0,441618,2023-06-19
2023-06-26,1238.4744873046875,1257.5999755859375,1299.9000244140625,1249.199951171875,1263.300048828125,691812,2023-06-26
2023-07-03,1211.5897216796875,1230.300048828125,1270.0,1224.949951171875,1270.0,744517,2023-07-03
2023-07-10,1298.5960693359375,1318.6500244140625,1350.0,1229.199951171875,1236.5,2295651,2023-07-10
2023-07-17,1413.078125,1434.9000244140625,1490.0,1325.0999755859375,1327.9000244140625,1957450,2023-07-17
2023-07-24,1378.31494140625,1399.5999755859375,1471.8499755859375,1332.050048828125,1431.0,2070384,2023-07-24
2023-07-31,1426.0775146484375,1448.0999755859375,1452.0,1403.0,1414.949951171875,1652359,2023-07-31
2023-08-07,1425.88037109375,1447.9000244140625,1476.699951171875,1434.5,1459.8499755859375,950136,2023-08-07
2023-08-14,1439.716796875,1461.949951171875,1523.800048828125,1439.6500244140625,1449.949951171875,625757,2023-08-14
2023-08-21,1429.86865234375,1451.949951171875,1509.0,1447.0,1474.949951171875,432001,2023-08-21
2023-08-28,1436.8115234375,1459.0,1488.4000244140625,1425.0999755859375,1451.949951171875,1886356,2023-08-28
2023-09-04,1396.8289794921875,1418.4000244140625,1495.0,1415.550048828125,1464.0,984955,2023-09-04
2023-09-11,1325.2928466796875,1343.0,1427.949951171875,1335.0,1419.800048828125,882295,2023-09-11
2023-09-18,1318.237060546875,1335.8499755859375,1394.0,1330.300048828125,1351.75,472657,2023-09-18
2023-09-25,1304.6683349609375,1322.0999755859375,1377.800048828125,1300.0,1337.949951171875,655599,2023-09-25
2023-10-02,1302.0040283203125,1319.4000244140625,1382.4000244140625,1304.199951171875,1322.0999755859375,481538,2023-10-02
2023-10-09,1267.6134033203125,1284.550048828125,1322.0,1267.0,1305.0,574900,2023-10-09
2023-10-16,1213.9306640625,1230.1500244140625,1312.5,1212.0,1274.0,993877,2023-10-16
2023-10-23,1267.958740234375,1284.9000244140625,1294.4000244140625,1168.0,1245.9000244140625,1134815,2023-10-23
2023-10-30,1238.79833984375,1255.3499755859375,1295.0,1251.300048828125,1290.0,480747,2023-10-30
2023-11-06,1264.8948974609375,1275.75,1318.0999755859375,1236.3499755859375,1262.0,797182,2023-11-06
2023-11-13,1269.654052734375,1280.550048828125,1299.5999755859375,1275.0,1299.550048828125,221698,2023-11-13
2023-11-20,1301.927001953125,1313.0999755859375,1318.9000244140625,1252.5,1287.300048828125,746881,2023-11-20
2023-11-27,1354.6248779296875,1366.25,1369.0,1286.300048828125,1313.0999755859375,828676,2023-11-27
2023-12-04,1373.711181640625,1385.5,1397.800048828125,1367.25,1385.949951171875,612127,2023-12-04
2023-12-11,1361.1192626953125,1372.800048828125,1408.0,1345.6500244140625,1385.5,930957,2023-12-11
2023-12-18,1371.3314208984375,1383.0999755859375,1442.0,1330.1500244140625,1378.0,1457571,2023-12-18
2023-12-25,1290.6240234375,1301.699951171875,1399.6500244140625,1296.0,1383.0999755859375,559138,2023-12-25
2024-01-01,1332.018798828125,1343.449951171875,1346.699951171875,1282.550048828125,1311.8499755859375,1974430,2024-01-01
2024-01-08,1387.83984375,1399.75,1404.0,1348.0,1348.0,1492914,2024-01-08
2024-01-15,1377.7762451171875,1389.5999755859375,1433.0999755859375,1348.1500244140625,1412.4000244140625,1124888,2024-01-15
2024-01-22,1328.0032958984375,1339.4000244140625,1403.9000244140625,1305.0,1389.5999755859375,414521,2024-01-22
2024-01-29,1333.357421875,1344.800048828125,1412.5999755859375,1328.449951171875,1339.3499755859375,1584522,2024-01-29
2024-02-05,1237.3809814453125,1248.0,1344.0,1221.300048828125,1344.0,1233144,2024-02-05
2024-02-12,1248.783203125,1259.5,1281.4000244140625,1186.4000244140625,1249.0999755859375,1922150,2024-02-12
2024-02-19,1241.64453125,1252.300048828125,1289.8499755859375,1231.0,1270.0,532560,2024-02-19
2024-02-26,1262.0196533203125,1272.8499755859375,1292.550048828125,1235.0,1258.949951171875,1115845,2024-02-26
2024-03-04,1224.1942138671875,1234.699951171875,1296.0,1223.0,1290.0,742508,2024-03-04
2024-03-11,1167.233154296875,1177.25,1254.199951171875,1151.300048828125,1234.25,1035124,2024-03-11
2024-03-18,1178.684814453125,1188.800048828125,1222.0,1178.0,1183.050048828125,1022404,2024-03-18
2024-03-25,1145.023681640625,1154.8499755859375,1197.0,1110.3499755859375,1188.800048828125,897092,2024-03-25
2024-04-01,1244.2222900390625,1254.9000244140625,1290.0,1172.5,1180.0,1601773,2024-04-01
2024-04-08,1214.7750244140625,1225.199951171875,1278.949951171875,1214.0999755859375,1264.0,1371964,2024-04-08
2024-04-15,1183.939697265625,1194.0999755859375,1255.949951171875,1190.0,1200.0,1143164,2024-04-15
2024-04-22,1195.24267578125,1205.5,1239.3499755859375,1185.1500244140625,1200.0999755859375,1407419,2024-04-22
2024-04-29,1174.22314453125,1184.300048828125,1226.3499755859375,1173.5,1208.0,572327,2024-04-29
2024-05-06,1170.455322265625,1180.5,1210.050048828125,1132.4000244140625,1189.0,3840911,2024-05-06
2024-05-13,1261.3255615234375,1272.1500244140625,1277.0,1145.3499755859375,1182.4000244140625,2428956,2024-05-13
2024-05-20,1263.20947265625,1274.050048828125,1323.0,1252.3499755859375,1272.1500244140625,961783,2024-05-20
2024-05-27,1195.04443359375,1205.300048828125,1316.699951171875,1190.9000244140625,1290.1500244140625,1962201,2024-05-27
2024-06-03,1230.88671875,1241.449951171875,1276.949951171875,1122.8499755859375,1255.0,809728,2024-06-03
2024-06-10,1273.4713134765625,1284.4000244140625,1340.0,1224.4000244140625,1259.9000244140625,1712570,2024-06-10
2024-06-17,1340.0003662109375,1351.5,1382.5,1263.1500244140625,1284.4000244140625,2444148,2024-06-17
2024-06-24,1396.1683349609375,1408.1500244140625,1474.25,1361.699951171875,1361.699951171875,2433337,2024-06-24
2024-07-01,1463.68896484375,1476.25,1520.0,1409.5,1409.6500244140625,1520354,2024-07-01
2024-07-08,1377.9744873046875,1389.800048828125,1495.75,1384.5,1476.25,1040756,2024-07-08
2024-07-15,1362.110595703125,1373.800048828125,1408.0,1340.449951171875,1393.800048828125,1342483,2024-07-15
2024-07-22,1425.962646484375,1438.199951171875,1480.0,1341.050048828125,1379.0,1464391,2024-07-22
2024-07-29,1448.1719970703125,1460.5999755859375,1545.0,1446.199951171875,1500.0,1019890,2024-07-29
2024-08-05,1435.4315185546875,1447.75,1485.949951171875,1376.1500244140625,1430.0,396052,2024-08-05
2024-08-12,1368.555419921875,1380.300048828125,1462.300048828125,1372.4000244140625,1435.0,486022,2024-08-12
2024-08-19,1331.721435546875,1343.1500244140625,1393.5,1339.5,1382.699951171875,617382,2024-08-19
2024-08-26,1339.35595703125,1350.8499755859375,1370.0,1325.0,1331.050048828125,638589,2024-08-26
2024-09-02,1432.604248046875,1438.5,1492.3499755859375,1347.6500244140625,1350.9000244140625,1948103,2024-09-02
2024-09-09,1444.903564453125,1450.8499755859375,1460.8499755859375,1410.0,1425.4000244140625,713276,2024-09-09
2024-09-16,1497.138671875,1503.300048828125,1508.949951171875,1442.5,1452.0999755859375,1083191,2024-09-16
2024-09-23,1469.4027099609375,1475.449951171875,1578.699951171875,1450.0,1511.199951171875,1984609,2024-09-23
2024-09-30,1449.4847412109375,1455.449951171875,1501.6500244140625,1420.0,1470.0,681476,2024-09-30
2024-10-07,1402.229248046875,1408.0,1469.5999755859375,1382.199951171875,1466.0,1192085,2024-10-07
2024-10-14,1390.5274658203125,1396.25,1412.0999755859375,1361.5,1406.0,500030,2024-10-14
2024-10-21,1225.9049072265625,1230.949951171875,1391.0,1195.0,1390.5999755859375,1163900,2024-10-21
2024-10-28,1214.949951171875,1219.949951171875,1263.4000244140625,1192.6500244140625,1222.5,513824,2024-10-28
2024-11-04,1195.8785400390625,1200.800048828125,1243.0,1195.0,1219.949951171875,309871,2024-11-04
2024-11-11,1154.6500244140625,1154.6500244140625,1208.550048828125,1136.0,1201.0,203697,2024-11-11
2024-11-18,1172.550048828125,1172.550048828125,1179.0,1125.0,1163.0,245358,2024-11-18
2024-11-25,1206.9000244140625,1206.9000244140625,1243.449951171875,1187.6500244140625,1187.6500244140625,855293,2024-11-25
2024-12-02,1182.449951171875,1182.449951171875,1236.75,1180.0,1211.0,878384,2024-12-02
2024-12-09,1159.5,1159.5,1218.8499755859375,1142.0,1182.5,1586692,2024-12-09
2024-12-16,1147.25,1147.25,1165.550048828125,1130.050048828125,1165.0,730501,2024-12-16
2024-12-23,1118.4000244140625,1118.4000244140625,1154.949951171875,1103.3499755859375,1150.0,357841,2024-12-23
2024-12-30,1138.949951171875,1138.949951171875,1194.949951171875,1106.449951171875,1125.0,1304734,2024-12-30
2025-01-06,1071.25,1071.25,1144.0,1057.800048828125,1143.949951171875,1087570,2025-01-06
2025-01-13,1054.75,1054.75,1082.300048828125,1015.7999877929688,1055.0,1512966,2025-01-13
2025-01-20,1039.699951171875,1039.699951171875,1076.449951171875,1019.0,1060.0,856748,2025-01-20
2025-01-27,993.3499755859375,993.3499755859375,1032.300048828125,975.0,1020.0499877929688,995329,2025-01-27
2025-02-03,969.0,969.0,1004.2000122070312,948.0,997.9000244140625,1309122,2025-02-03
2025-02-10,911.1500244140625,911.1500244140625,969.0,890.0499877929688,965.0499877929688,1338859,2025-02-10
2025-02-17,881.3499755859375,881.3499755859375,921.5999755859375,857.0,906.5999755859375,1567121,2025-02-17
2025-02-24,852.2999877929688,852.2999877929688,884.9500122070312,846.5,881.0,649663,2025-02-24
2025-03-03,876.5499877929688,876.5499877929688,897.6500244140625,831.0999755859375,860.0,790312,2025-03-03
2025-03-10,860.0999755859375,860.0999755859375,888.2000122070312,855.0,880.0,622950,2025-03-10
2025-03-17,885.0499877929688,885.0499877929688,915.0,851.1500244140625,864.4000244140625,721036,2025-03-17
2025-03-24,858.9000244140625,858.9000244140625,912.5999755859375,854.0,895.0,1152143,2025-03-24
2025-03-31,803.6500244140625,803.6500244140625,865.8499755859375,797.6500244140625,858.9000244140625,1439099,2025-03-31
2025-04-07,801.2000122070312,801.2000122070312,806.0,758.7000122070312,785.0,2876653,2025-04-07
2025-04-14,812.3499755859375,812.3499755859375,829.5499877929688,786.6500244140625,814.0,2301575,2025-04-14
2025-04-21,799.9000244140625,799.9000244140625,836.4000244140625,792.0999755859375,808.0,4493343,2025-04-21
2025-04-28,799.4500122070312,799.4500122070312,820.8499755859375,792.7000122070312,798.0,2080455,2025-04-28
2025-05-05,855.75,855.75,859.0,764.7999877929688,829.0,6312930,2025-05-05
2025-05-12,947.7999877929688,947.7999877929688,951.5,840.0,875.7000122070312,5080298,2025-05-12
2025-05-19,994.0499877929688,994.0499877929688,1016.3499755859375,950.0,950.0,3152805,2025-05-19
2025-05-26,1039.75,1039.75,1059.9000244140625,994.0499877929688,1008.0,2028647,2025-05-26
2025-06-02,1012.4000244140625,1012.4000244140625,1069.9000244140625,1005.2000122070312,1039.0999755859375,911459,2025-06-02
2025-06-09,1041.5,1041.5,1077.5,1010.5,1012.5,1800701,2025-06-09
2025-06-16,1022.4000244140625,1022.4000244140625,1047.0999755859375,1006.2000122070312,1045.0,975248,2025-06-16
2025-06-23,1088.800048828125,1088.800048828125,1125.0,1007.0,1016.0999755859375,2292676,2025-06-23
