Date,Adj Close_ORCHPHARMA.NS,Close_ORCHPHARMA.NS,High_ORCHPHARMA.NS,Low_ORCHPHARMA.NS,Open_ORCHPHARMA.NS,Volume_ORCHPHARMA.NS,Date
2022-09-26,319.75,319.75,324.5,305.0,320.20001220703125,9312,2022-09-26
2022-10-03,329.3999938964844,329.3999938964844,337.25,310.54998779296875,320.0,24820,2022-10-03
2022-10-10,345.6499938964844,345.6499938964844,350.0,318.25,329.8999938964844,45734,2022-10-10
2022-10-17,349.45001220703125,349.45001220703125,357.29998779296875,330.0,345.6499938964844,35440,2022-10-17
2022-10-24,390.20001220703125,390.20001220703125,397.54998779296875,345.0,353.20001220703125,62548,2022-10-24
2022-10-31,410.0,410.0,419.0,377.0,398.0,78113,2022-10-31
2022-11-07,404.70001220703125,404.70001220703125,428.0,392.0,410.0,53644,2022-11-07
2022-11-14,406.1499938964844,406.1499938964844,427.8999938964844,387.1000061035156,410.0,146593,2022-11-14
2022-11-21,400.25,400.25,415.0,396.0,406.1499938964844,82766,2022-11-21
2022-11-28,400.3500061035156,400.3500061035156,410.3500061035156,380.25,400.25,61182,2022-11-28
2022-12-05,389.3500061035156,389.3500061035156,410.0,385.0,393.6499938964844,26801,2022-12-05
2022-12-12,365.0,365.0,389.8999938964844,360.0,389.8999938964844,21537,2022-12-12
2022-12-19,360.1000061035156,360.1000061035156,395.3500061035156,359.1000061035156,361.0,49205,2022-12-19
2022-12-26,364.04998779296875,364.04998779296875,378.20001220703125,346.1000061035156,351.1499938964844,13051,2022-12-26
2023-01-02,373.45001220703125,373.45001220703125,379.8999938964844,361.54998779296875,369.25,13574,2023-01-02
2023-01-09,365.6000061035156,365.6000061035156,382.0,360.5,372.0,26142,2023-01-09
2023-01-16,375.0,375.0,378.6000061035156,361.1000061035156,366.29998779296875,15691,2023-01-16
2023-01-23,338.8999938964844,338.8999938964844,376.5,332.75,375.0,6440,2023-01-23
2023-01-30,354.6499938964844,354.6499938964844,354.6499938964844,334.0,334.04998779296875,10516,2023-01-30
2023-02-06,397.25,397.25,400.79998779296875,348.0,364.0,21775,2023-02-06
2023-02-13,420.1499938964844,420.1499938964844,428.8999938964844,378.0,397.5,85673,2023-02-13
2023-02-20,401.70001220703125,401.70001220703125,430.8999938964844,390.1000061035156,429.0,60603,2023-02-20
2023-02-27,380.6000061035156,380.6000061035156,399.95001220703125,377.0,396.0,10807,2023-02-27
2023-03-06,416.3999938964844,416.3999938964844,418.8999938964844,362.5,388.25,33762,2023-03-06
2023-03-13,393.0,393.0,414.8999938964844,385.25,414.8999938964844,25040,2023-03-13
2023-03-20,386.5,386.5,412.5,375.5,390.0,12837,2023-03-20
2023-03-27,383.25,383.25,397.8999938964844,375.0,397.3500061035156,8220,2023-03-27
2023-04-03,390.8999938964844,390.8999938964844,397.0,383.04998779296875,388.5,3164,2023-04-03
2023-04-10,383.1499938964844,383.1499938964844,397.8999938964844,373.6000061035156,388.0,10118,2023-04-10
2023-04-17,386.70001220703125,386.70001220703125,390.04998779296875,380.5,388.0,8889,2023-04-17
2023-04-24,391.8999938964844,391.8999938964844,403.5,372.6499938964844,382.20001220703125,124390,2023-04-24
2023-05-01,394.8500061035156,394.8500061035156,402.0,381.3500061035156,391.8999938964844,17088,2023-05-01
2023-05-08,435.1499938964844,435.1499938964844,435.45001220703125,385.1000061035156,394.8500061035156,78815,2023-05-08
2023-05-15,424.0,424.0,450.0,420.0,435.20001220703125,53821,2023-05-15
2023-05-22,418.70001220703125,418.70001220703125,434.79998779296875,410.0,424.0,19280,2023-05-22
2023-05-29,421.04998779296875,421.04998779296875,428.8999938964844,395.1000061035156,419.0,115876,2023-05-29
2023-06-05,416.95001220703125,416.95001220703125,427.79998779296875,408.0,420.0,29969,2023-06-05
2023-06-12,424.8999938964844,424.8999938964844,427.6000061035156,411.0,412.70001220703125,15869,2023-06-12
2023-06-19,470.0,470.0,470.0,428.6000061035156,429.79998779296875,139955,2023-06-19
2023-06-26,499.8999938964844,499.8999938964844,524.0,476.3999938964844,493.5,239109,2023-06-26
2023-07-03,503.25,503.25,515.5,486.20001220703125,502.0,223698,2023-07-03
2023-07-10,528.9000244140625,528.9000244140625,534.0,490.0,518.0,285930,2023-07-10
2023-07-17,557.3499755859375,557.3499755859375,634.7999877929688,535.0,538.0,191313,2023-07-17
2023-07-24,569.4500122070312,569.4500122070312,597.9500122070312,536.0499877929688,557.3499755859375,44132,2023-07-24
2023-07-31,573.25,573.25,590.0,551.0,590.0,273789,2023-07-31
2023-08-07,565.6500244140625,565.6500244140625,625.0,565.2999877929688,574.1500244140625,117671,2023-08-07
2023-08-14,537.2000122070312,537.2000122070312,579.9500122070312,530.8499755859375,570.0,60711,2023-08-14
2023-08-21,561.4500122070312,561.4500122070312,599.4500122070312,537.5,538.0,68506,2023-08-21
2023-08-28,555.4500122070312,555.4500122070312,569.4500122070312,527.5499877929688,551.0,255859,2023-08-28
2023-09-04,543.4500122070312,543.4500122070312,577.0,540.0,560.0,48112,2023-09-04
2023-09-11,533.5499877929688,533.5499877929688,564.4000244140625,502.0,557.0,62565,2023-09-11
2023-09-18,510.5,510.5,534.0,500.1000061035156,533.0999755859375,17622,2023-09-18
2023-09-25,531.7999877929688,531.7999877929688,546.0,508.0,510.5,593626,2023-09-25
2023-10-02,529.2999877929688,529.2999877929688,544.8499755859375,486.04998779296875,531.7999877929688,214912,2023-10-02
2023-10-09,480.25,480.25,529.0,477.0,529.0,152945,2023-10-09
2023-10-16,471.95001220703125,471.95001220703125,497.5,469.1000061035156,484.79998779296875,92068,2023-10-16
2023-10-23,466.8999938964844,466.8999938964844,478.0,432.04998779296875,465.0,64148,2023-10-23
2023-10-30,491.75,491.75,503.8500061035156,452.5,452.5,67100,2023-10-30
2023-11-06,533.8499755859375,533.8499755859375,577.0,492.79998779296875,510.0,240528,2023-11-06
2023-11-13,524.0499877929688,524.0499877929688,559.4000244140625,521.0,552.5,185746,2023-11-13
2023-11-20,577.7000122070312,577.7000122070312,604.9000244140625,523.8499755859375,524.0,773683,2023-11-20
2023-11-27,589.5,589.5,599.7999877929688,559.25,577.7000122070312,1001166,2023-11-27
2023-12-04,650.9000244140625,650.9000244140625,679.2999877929688,556.8499755859375,600.1500244140625,3174307,2023-12-04
2023-12-11,694.7000122070312,694.7000122070312,709.0,635.2999877929688,647.75,2209414,2023-12-11
2023-12-18,694.9000244140625,694.9000244140625,749.5,675.2000122070312,724.9500122070312,2392257,2023-12-18
2023-12-25,712.5,712.5,743.7000122070312,692.2000122070312,694.9000244140625,1193911,2023-12-25
2024-01-01,738.1500244140625,738.1500244140625,755.2000122070312,709.9000244140625,712.5,1029765,2024-01-01
2024-01-08,759.5999755859375,759.5999755859375,779.75,725.1500244140625,754.0,1281986,2024-01-08
2024-01-15,757.4500122070312,757.4500122070312,761.0,703.0499877929688,759.5999755859375,434191,2024-01-15
2024-01-22,712.9500122070312,712.9500122070312,757.4500122070312,702.75,757.4500122070312,261231,2024-01-22
2024-01-29,829.0999755859375,829.0999755859375,948.7000122070312,713.0,716.0,2657810,2024-01-29
2024-02-05,1014.5999755859375,1014.5999755859375,1056.25,806.25,826.2999877929688,3059780,2024-02-05
2024-02-12,1090.449951171875,1090.449951171875,1155.0,986.2999877929688,1014.5999755859375,1761210,2024-02-12
2024-02-19,1216.5,1216.5,1263.949951171875,1079.5999755859375,1097.0,890313,2024-02-19
2024-02-26,1175.0,1175.0,1359.949951171875,1143.1500244140625,1264.0,1217878,2024-02-26
2024-03-04,1077.550048828125,1077.550048828125,1226.199951171875,1071.1500244140625,1221.25,440120,2024-03-04
2024-03-11,979.6500244140625,979.6500244140625,1068.949951171875,952.0999755859375,1051.0,1077135,2024-03-11
2024-03-18,1056.4000244140625,1056.4000244140625,1098.5,963.7999877929688,994.25,573068,2024-03-18
2024-03-25,1044.8499755859375,1044.8499755859375,1089.800048828125,1007.0499877929688,1056.4000244140625,127752,2024-03-25
2024-04-01,1121.199951171875,1121.199951171875,1149.75,1048.0,1052.949951171875,595458,2024-04-01
2024-04-08,1088.9000244140625,1088.9000244140625,1220.0,1072.050048828125,1105.0,958271,2024-04-08
2024-04-15,1064.800048828125,1064.800048828125,1122.4000244140625,1037.0999755859375,1069.949951171875,705962,2024-04-15
2024-04-22,1084.3499755859375,1084.3499755859375,1117.5,1041.050048828125,1060.0,292035,2024-04-22
2024-04-29,1044.0999755859375,1044.0999755859375,1122.5,1040.0,1092.949951171875,186726,2024-04-29
2024-05-06,1034.6500244140625,1034.6500244140625,1049.0,913.25,1044.0999755859375,354126,2024-05-06
2024-05-13,1075.0999755859375,1075.0999755859375,1122.949951171875,1001.3499755859375,1039.9000244140625,322966,2024-05-13
2024-05-20,1026.949951171875,1026.949951171875,1120.75,981.0,1093.449951171875,397900,2024-05-20
2024-05-27,1002.7000122070312,1002.7000122070312,1041.949951171875,991.0,1000.1500244140625,828490,2024-05-27
2024-06-03,1072.3499755859375,1072.3499755859375,1090.75,933.0,1032.0,297125,2024-06-03
2024-06-10,1057.800048828125,1057.800048828125,1090.0,1036.25,1072.300048828125,173507,2024-06-10
2024-06-17,1169.0999755859375,1169.0999755859375,1225.0,1047.550048828125,1057.800048828125,428838,2024-06-17
2024-06-24,1138.949951171875,1138.949951171875,1260.0,1134.949951171875,1160.5,555550,2024-06-24
2024-07-01,1143.550048828125,1143.550048828125,1193.199951171875,1114.550048828125,1156.0,144065,2024-07-01
2024-07-08,1129.75,1129.75,1204.0,1081.050048828125,1160.0,364412,2024-07-08
2024-07-15,1298.050048828125,1298.050048828125,1335.0,1110.0,1137.0,1238507,2024-07-15
2024-07-22,1433.199951171875,1433.199951171875,1459.699951171875,1255.0,1299.0,1283281,2024-07-22
2024-07-29,1417.699951171875,1417.699951171875,1451.449951171875,1338.050048828125,1450.0,506610,2024-07-29
2024-08-05,1566.699951171875,1566.699951171875,1585.0,1350.0,1395.0,838793,2024-08-05
2024-08-12,1398.6500244140625,1398.6500244140625,1590.0,1365.6500244140625,1574.0,643897,2024-08-12
2024-08-19,1381.6500244140625,1381.6500244140625,1422.3499755859375,1144.550048828125,1404.800048828125,315137,2024-08-19
2024-08-26,1520.949951171875,1520.949951171875,1530.0,1362.5999755859375,1394.949951171875,717340,2024-08-26
2024-09-02,1490.8499755859375,1490.8499755859375,1554.0,1376.0999755859375,1525.550048828125,547846,2024-09-02
2024-09-09,1531.0,1531.0,1578.0,1442.449951171875,1480.449951171875,344652,2024-09-09
2024-09-16,1392.800048828125,1392.800048828125,1545.0,1339.5999755859375,1545.0,392808,2024-09-16
2024-09-23,1424.550048828125,1424.550048828125,1438.949951171875,1357.5,1400.0,318259,2024-09-23
2024-09-30,1284.050048828125,1284.050048828125,1419.6500244140625,1277.75,1405.9000244140625,517077,2024-09-30
2024-10-07,1392.0,1392.0,1428.800048828125,1240.050048828125,1292.9000244140625,437856,2024-10-07
2024-10-14,1347.699951171875,1347.699951171875,1404.949951171875,1306.199951171875,1395.949951171875,111977,2024-10-14
2024-10-21,1254.75,1254.75,1363.25,1225.050048828125,1363.25,339765,2024-10-21
2024-10-28,1445.25,1445.25,1468.800048828125,1239.050048828125,1264.6500244140625,191707,2024-10-28
2024-11-04,1499.3499755859375,1499.3499755859375,1548.949951171875,1354.5,1465.0,500726,2024-11-04
2024-11-11,1440.4000244140625,1440.4000244140625,1534.0,1402.0,1499.3499755859375,331708,2024-11-11
2024-11-18,1458.3499755859375,1458.3499755859375,1540.0,1407.8499755859375,1419.1500244140625,320698,2024-11-18
2024-11-25,1676.449951171875,1676.449951171875,1685.0,1448.5999755859375,1492.5,738262,2024-11-25
2024-12-02,1754.5,1754.5,1788.0,1651.0,1680.8499755859375,409562,2024-12-02
2024-12-09,1717.75,1717.75,1783.8499755859375,1682.0999755859375,1771.25,197297,2024-12-09
2024-12-16,1790.6500244140625,1790.6500244140625,1841.0999755859375,1705.0999755859375,1717.75,431235,2024-12-16
2024-12-23,1811.199951171875,1811.199951171875,1853.8499755859375,1710.0,1774.449951171875,221724,2024-12-23
2024-12-30,1982.5,1982.5,1997.4000244140625,1782.75,1809.0,365583,2024-12-30
2025-01-06,1844.9000244140625,1844.9000244140625,1984.0,1799.050048828125,1952.800048828125,369139,2025-01-06
2025-01-13,1628.050048828125,1628.050048828125,1825.050048828125,1577.9000244140625,1774.0,509325,2025-01-13
2025-01-20,1457.4000244140625,1457.4000244140625,1670.0,1445.800048828125,1605.0,747755,2025-01-20
2025-01-27,1386.75,1386.75,1443.0999755859375,1287.300048828125,1436.25,420212,2025-01-27
2025-02-03,1399.6500244140625,1399.6500244140625,1511.25,1370.050048828125,1380.0999755859375,441228,2025-02-03
2025-02-10,943.5999755859375,943.5999755859375,1410.449951171875,942.3499755859375,1400.9000244140625,1487325,2025-02-10
2025-02-17,918.25,918.25,942.7000122070312,800.0,915.0,542653,2025-02-17
2025-02-24,961.0499877929688,961.0499877929688,1062.949951171875,906.7000122070312,946.0,532996,2025-02-24
2025-03-03,967.0,967.0,994.1500244140625,892.5499877929688,965.9000244140625,586825,2025-03-03
2025-03-10,790.0999755859375,790.0999755859375,979.9500122070312,788.5499877929688,979.9500122070312,366161,2025-03-10
2025-03-17,825.2000122070312,825.2000122070312,874.8499755859375,798.4500122070312,798.5,634718,2025-03-17
2025-03-24,776.0999755859375,776.0999755859375,866.4500122070312,761.0999755859375,836.7000122070312,530275,2025-03-24
2025-03-31,756.1500244140625,756.1500244140625,833.5499877929688,756.1500244140625,776.0999755859375,355658,2025-03-31
2025-04-07,719.7000122070312,719.7000122070312,747.8499755859375,684.3499755859375,718.3499755859375,318574,2025-04-07
2025-04-14,775.9500122070312,775.9500122070312,798.0,719.7000122070312,719.7000122070312,350752,2025-04-14
2025-04-21,808.5499877929688,808.5499877929688,875.0,774.0499877929688,775.9500122070312,540505,2025-04-21
2025-04-28,797.3499755859375,797.3499755859375,853.4500122070312,787.0499877929688,805.0499877929688,204411,2025-04-28
2025-05-05,775.9000244140625,775.9000244140625,845.0,761.4000244140625,814.0,169919,2025-05-05
2025-05-12,767.0499877929688,767.0499877929688,824.6500244140625,737.2000122070312,776.0,353348,2025-05-12
2025-05-19,756.5,756.5,799.0,716.8499755859375,775.0,490063,2025-05-19
2025-05-26,628.75,628.75,764.8499755859375,603.7999877929688,764.0,2750323,2025-05-26
2025-06-02,718.1500244140625,718.1500244140625,756.2000122070312,647.0,650.0,1517727,2025-06-02
2025-06-09,714.0999755859375,714.0999755859375,744.4500122070312,702.0,718.5999755859375,599603,2025-06-09
2025-06-16,689.7999877929688,689.7999877929688,715.5999755859375,678.0,714.0499877929688,343657,2025-06-16
2025-06-23,707.4000244140625,707.4000244140625,714.0,679.3499755859375,685.0,250999,2025-06-23
2025-06-30,756.0499877929688,756.0499877929688,768.75,707.4500122070312,712.0,722273,2025-06-30
2025-07-07,718.2999877929688,718.2999877929688,762.0,713.0,762.0,218980,2025-07-07
2025-07-14,739.9500122070312,739.9500122070312,755.9500122070312,715.0,724.5,296632,2025-07-14
