Date,Adj Close_ORCHPHARMA.NS,Close_ORCHPHARMA.NS,High_ORCHPHARMA.NS,Low_ORCHPHARMA.NS,Open_ORCHPHARMA.NS,Volume_ORCHPHARMA.NS,Date
2020-07-13,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,0,2020-07-13
2020-07-20,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,0,2020-07-20
2020-07-27,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,0,2020-07-27
2020-08-03,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,0,2020-08-03
2020-08-10,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,0,2020-08-10
2020-08-17,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,0,2020-08-17
2020-08-24,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,0,2020-08-24
2020-08-31,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,0,2020-08-31
2020-09-07,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,0,2020-09-07
2020-09-14,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,0,2020-09-14
2020-09-21,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,0,2020-09-21
2020-09-28,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,0,2020-09-28
2020-10-05,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,0,2020-10-05
2020-10-12,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,0,2020-10-12
2020-10-19,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,0,2020-10-19
2020-10-26,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,0,2020-10-26
2020-11-02,20.75,20.75,20.75,5.449999809265137,5.449999809265137,961,2020-11-02
2020-11-09,27.600000381469727,27.600000381469727,27.600000381469727,21.75,21.75,167,2020-11-09
2020-11-16,33.400001525878906,33.400001525878906,33.400001525878906,26.299999237060547,26.299999237060547,1609,2020-11-16
2020-11-23,42.5,42.5,42.5,35.04999923706055,35.04999923706055,281,2020-11-23
2020-11-30,51.54999923706055,51.54999923706055,51.54999923706055,42.5,42.5,766,2020-11-30
2020-12-07,65.6500015258789,65.6500015258789,65.6500015258789,54.0,54.0,542,2020-12-07
2020-12-14,83.5999984741211,83.5999984741211,83.5999984741211,68.9000015258789,68.9000015258789,501,2020-12-14
2020-12-21,101.5,101.5,101.5,87.75,87.75,1047,2020-12-21
2020-12-28,129.39999389648438,129.39999389648438,129.39999389648438,106.55000305175781,106.55000305175781,221,2020-12-28
2021-01-04,165.0,165.0,165.0,135.85000610351562,135.85000610351562,289,2021-01-04
2021-01-11,210.4499969482422,210.4499969482422,210.4499969482422,173.25,173.25,466,2021-01-11
2021-01-18,268.3999938964844,268.3999938964844,268.3999938964844,220.9499969482422,220.9499969482422,289,2021-01-18
2021-01-25,326.1000061035156,326.1000061035156,326.1000061035156,281.79998779296875,281.79998779296875,215,2021-01-25
2021-02-01,416.1000061035156,416.1000061035156,416.1000061035156,326.1000061035156,326.1000061035156,228,2021-02-01
2021-02-08,530.9000244140625,530.9000244140625,530.9000244140625,436.8999938964844,436.8999938964844,624,2021-02-08
2021-02-15,677.4500122070312,677.4500122070312,677.4500122070312,557.4000244140625,557.4000244140625,2371,2021-02-15
2021-02-22,864.5,864.5,864.5,711.2999877929688,711.2999877929688,210,2021-02-22
2021-03-01,1103.199951171875,1103.199951171875,1103.199951171875,905.4000244140625,907.7000122070312,7672,2021-03-01
2021-03-08,1340.9000244140625,1340.9000244140625,1340.9000244140625,1158.3499755859375,1158.3499755859375,1681,2021-03-08
2021-03-15,1711.199951171875,1711.199951171875,1711.199951171875,1407.9000244140625,1407.9000244140625,6664,2021-03-15
2021-03-22,2183.800048828125,2183.800048828125,2183.800048828125,1796.75,1796.75,1344,2021-03-22
2021-03-29,2527.89990234375,2527.89990234375,2527.89990234375,2183.800048828125,2183.800048828125,904,2021-03-29
2021-04-05,1956.1500244140625,1956.1500244140625,2654.25,1956.1500244140625,2654.25,8065,2021-04-05
2021-04-12,1593.3499755859375,1593.3499755859375,1858.3499755859375,1593.3499755859375,1858.3499755859375,1398,2021-04-12
2021-04-19,1585.4000244140625,1585.4000244140625,1585.4000244140625,1366.1500244140625,1513.699951171875,6017,2021-04-19
2021-04-26,1498.6500244140625,1498.6500244140625,1747.8499755859375,1498.6500244140625,1664.6500244140625,20764,2021-04-26
2021-05-03,1578.800048828125,1578.800048828125,1667.0,1423.75,1423.75,26580,2021-05-03
2021-05-10,1419.75,1419.75,1605.0,1409.3499755859375,1555.0,18136,2021-05-10
2021-05-17,1482.199951171875,1482.199951171875,1525.0,1418.050048828125,1470.0,18816,2021-05-17
2021-05-24,1430.0,1430.0,1510.949951171875,1400.050048828125,1490.0999755859375,10469,2021-05-24
2021-05-31,1406.5999755859375,1406.5999755859375,1457.550048828125,1344.550048828125,1430.0,10076,2021-05-31
2021-06-07,1344.4000244140625,1344.4000244140625,1430.0,1336.300048828125,1418.300048828125,21209,2021-06-07
2021-06-14,1400.8499755859375,1400.8499755859375,1440.0,1215.0,1215.0,26552,2021-06-14
2021-06-21,1065.5999755859375,1065.5999755859375,1420.0,1065.5999755859375,1420.0,67937,2021-06-21
2021-06-28,824.6500244140625,824.6500244140625,1012.3499755859375,824.6500244140625,1012.3499755859375,7688,2021-06-28
2021-07-05,638.2000122070312,638.2000122070312,783.4500122070312,638.2000122070312,783.4500122070312,9338,2021-07-05
2021-07-12,545.8499755859375,545.8499755859375,606.2999877929688,521.0,606.2999877929688,631629,2021-07-12
2021-07-19,496.8999938964844,496.8999938964844,550.25,490.6499938964844,518.5999755859375,279502,2021-07-19
2021-07-26,451.20001220703125,451.20001220703125,515.0,442.0,480.79998779296875,114844,2021-07-26
2021-08-02,462.79998779296875,462.79998779296875,497.3999938964844,430.29998779296875,458.95001220703125,121092,2021-08-02
2021-08-09,436.6000061035156,436.6000061035156,466.95001220703125,409.95001220703125,466.95001220703125,47086,2021-08-09
2021-08-16,380.0,380.0,439.95001220703125,378.6000061035156,439.95001220703125,35618,2021-08-16
2021-08-23,415.6000061035156,415.6000061035156,432.0,365.0,365.0,42498,2021-08-23
2021-08-30,406.6499938964844,406.6499938964844,435.95001220703125,388.0,420.95001220703125,34525,2021-08-30
2021-09-06,421.04998779296875,421.04998779296875,424.45001220703125,396.0,408.8999938964844,33795,2021-09-06
2021-09-13,420.70001220703125,420.70001220703125,437.0,412.1000061035156,425.0,27841,2021-09-13
2021-09-20,418.3500061035156,418.3500061035156,428.8999938964844,400.0,420.70001220703125,18348,2021-09-20
2021-09-27,427.75,427.75,436.0,405.04998779296875,428.0,21424,2021-09-27
2021-10-04,432.1000061035156,432.1000061035156,463.0,418.0,420.6000061035156,60614,2021-10-04
2021-10-11,439.5,439.5,453.0,425.0,432.1000061035156,18101,2021-10-11
2021-10-18,415.0,415.0,454.8999938964844,414.45001220703125,439.5,35209,2021-10-18
2021-10-25,398.3500061035156,398.3500061035156,432.8500061035156,395.0,415.0,17347,2021-10-25
2021-11-01,410.8500061035156,410.8500061035156,413.95001220703125,396.0,403.0,5922,2021-11-01
2021-11-08,405.54998779296875,405.54998779296875,419.8999938964844,399.20001220703125,410.8999938964844,26356,2021-11-08
2021-11-15,404.5,404.5,432.0,395.20001220703125,410.0,37763,2021-11-15
2021-11-22,405.95001220703125,405.95001220703125,418.8999938964844,388.95001220703125,414.95001220703125,19422,2021-11-22
2021-11-29,399.75,399.75,413.8999938964844,386.0,402.0,27190,2021-11-29
2021-12-06,399.29998779296875,399.29998779296875,405.0,385.0,400.0,16961,2021-12-06
2021-12-13,402.25,402.25,419.75,391.0,409.0,41194,2021-12-13
2021-12-20,393.6000061035156,393.6000061035156,405.0,385.54998779296875,405.0,24592,2021-12-20
2021-12-27,394.8999938964844,394.8999938964844,399.8999938964844,385.0,399.8999938964844,23600,2021-12-27
2022-01-03,398.70001220703125,398.70001220703125,404.8999938964844,390.0,398.0,32569,2022-01-03
2022-01-10,445.75,445.75,460.0,387.5,387.5,188173,2022-01-10
2022-01-17,403.5,403.5,454.95001220703125,396.0,445.0,62795,2022-01-17
2022-01-24,386.0,386.0,412.0,381.20001220703125,412.0,51428,2022-01-24
2022-01-31,369.95001220703125,369.95001220703125,395.95001220703125,369.04998779296875,386.0,85667,2022-01-31
2022-02-07,305.25,305.25,376.75,305.25,370.29998779296875,141438,2022-02-07
2022-02-14,291.3500061035156,291.3500061035156,314.79998779296875,290.0,300.0,115978,2022-02-14
2022-02-21,274.75,274.75,295.0,265.0,276.79998779296875,293930,2022-02-21
2022-02-28,282.29998779296875,282.29998779296875,288.0,269.0,278.0,29798,2022-02-28
2022-03-07,285.04998779296875,285.04998779296875,295.20001220703125,276.5,280.6499938964844,37489,2022-03-07
2022-03-14,282.75,282.75,287.0,277.0,285.0,41086,2022-03-14
2022-03-21,284.29998779296875,284.29998779296875,290.3500061035156,278.29998779296875,281.1000061035156,211926,2022-03-21
2022-03-28,299.45001220703125,299.45001220703125,299.45001220703125,268.29998779296875,280.5,77219,2022-03-28
2022-04-04,418.3500061035156,418.3500061035156,419.3500061035156,314.3999938964844,314.3999938964844,519851,2022-04-04
2022-04-11,401.95001220703125,401.95001220703125,426.0,380.04998779296875,426.0,110752,2022-04-11
2022-04-18,379.6499938964844,379.6499938964844,404.95001220703125,363.70001220703125,401.95001220703125,56691,2022-04-18
2022-04-25,359.70001220703125,359.70001220703125,388.70001220703125,351.0,382.0,39832,2022-04-25
2022-05-02,322.20001220703125,322.20001220703125,373.0,311.54998779296875,373.0,33300,2022-05-02
2022-05-09,313.6499938964844,313.6499938964844,350.0,300.0,331.79998779296875,38251,2022-05-09
2022-05-16,310.29998779296875,310.29998779296875,327.95001220703125,285.75,327.95001220703125,33843,2022-05-16
2022-05-23,290.20001220703125,290.20001220703125,310.8500061035156,278.1000061035156,308.8500061035156,34901,2022-05-23
2022-05-30,301.6499938964844,301.6499938964844,323.79998779296875,288.0,297.8500061035156,11584,2022-05-30
2022-06-06,295.5,295.5,309.75,284.1000061035156,302.0,7122,2022-06-06
2022-06-13,290.0,290.0,308.6000061035156,268.1499938964844,294.95001220703125,7078,2022-06-13
2022-06-20,280.95001220703125,280.95001220703125,295.0,273.1000061035156,294.95001220703125,11595,2022-06-20
2022-06-27,278.3999938964844,278.3999938964844,293.0,268.8500061035156,289.0,9779,2022-06-27
2022-07-04,280.45001220703125,280.45001220703125,289.0,272.5,280.0,6739,2022-07-04
2022-07-11,286.79998779296875,286.79998779296875,294.6000061035156,279.0,286.8999938964844,7595,2022-07-11
2022-07-18,338.45001220703125,338.45001220703125,365.8999938964844,290.0,293.95001220703125,38288,2022-07-18
2022-07-25,321.8500061035156,321.8500061035156,348.0,312.5,348.0,17647,2022-07-25
2022-08-01,314.1000061035156,314.1000061035156,323.5,305.1000061035156,323.5,10912,2022-08-01
2022-08-08,299.1000061035156,299.1000061035156,322.0,296.1000061035156,314.1000061035156,14553,2022-08-08
2022-08-15,302.75,302.75,314.0,299.1000061035156,299.1000061035156,5994,2022-08-15
2022-08-22,319.45001220703125,319.45001220703125,330.0,301.04998779296875,301.04998779296875,104064,2022-08-22
2022-08-29,318.5,318.5,329.0,305.0,318.0,16492,2022-08-29
2022-09-05,312.75,312.75,323.75,303.3500061035156,318.0,23815,2022-09-05
2022-09-12,335.0,335.0,362.0,309.1000061035156,313.0,66637,2022-09-12
2022-09-19,323.3999938964844,323.3999938964844,342.79998779296875,311.79998779296875,325.3999938964844,28107,2022-09-19
