Date,Adj Close_LINC.NS,Close_LINC.NS,High_LINC.NS,Low_LINC.NS,Open_LINC.NS,Volume_LINC.NS,Date
2020-07-13,41.49394226074219,42.212501525878906,43.76250076293945,40.63750076293945,43.36249923706055,28296,2020-07-13
2020-07-20,40.695274353027344,41.400001525878906,44.837501525878906,40.349998474121094,43.23749923706055,170776,2020-07-20
2020-07-27,38.49585723876953,39.162498474121094,42.400001525878906,38.099998474121094,42.349998474121094,41696,2020-07-27
2020-08-03,38.139530181884766,38.79999923706055,40.95000076293945,37.525001525878906,39.650001525878906,48408,2020-08-03
2020-08-10,40.37580490112305,41.07500076293945,43.0,39.01250076293945,39.01250076293945,57824,2020-08-10
2020-08-17,45.11867141723633,45.900001525878906,47.974998474121094,40.1875,40.75,168476,2020-08-17
2020-08-24,42.55064010620117,43.287498474121094,48.73749923706055,41.75,46.974998474121094,523188,2020-08-24
2020-08-31,41.30963134765625,42.025001525878906,44.75,40.13750076293945,44.25,113124,2020-08-31
2020-09-07,42.28032302856445,43.01250076293945,43.70000076293945,38.0,42.125,337396,2020-09-07
2020-09-14,41.248199462890625,41.962501525878906,43.95000076293945,41.25,43.95000076293945,84860,2020-09-14
2020-09-21,39.05905532836914,39.38750076293945,42.212501525878906,37.86249923706055,41.75,82584,2020-09-21
2020-09-28,43.05048751831055,43.412498474121094,46.07500076293945,39.0,41.5,343960,2020-09-28
2020-10-05,40.83164596557617,41.17499923706055,43.587501525878906,40.400001525878906,43.412498474121094,136744,2020-10-05
2020-10-12,39.802799224853516,40.13750076293945,42.849998474121094,39.29999923706055,42.837501525878906,24460,2020-10-12
2020-10-19,39.49290466308594,39.82500076293945,41.25,38.875,41.23749923706055,36396,2020-10-19
2020-10-26,38.34009552001953,38.662498474121094,41.5,38.29999923706055,40.400001525878906,28600,2020-10-26
2020-11-02,38.191349029541016,38.51250076293945,40.474998474121094,37.837501525878906,38.61249923706055,24404,2020-11-02
2020-11-09,38.265724182128906,38.587501525878906,39.98749923706055,38.025001525878906,39.0,85020,2020-11-09
2020-11-16,38.82353591918945,39.150001525878906,39.837501525878906,37.51250076293945,38.63750076293945,51844,2020-11-16
2020-11-23,47.63692092895508,48.037498474121094,48.625,38.86249923706055,39.837501525878906,986272,2020-11-23
2020-11-30,46.00068283081055,46.38750076293945,48.98749923706055,44.54999923706055,48.037498474121094,189296,2020-11-30
2020-12-07,45.81474685668945,46.20000076293945,47.51250076293945,44.61249923706055,46.36249923706055,151700,2020-12-07
2020-12-14,45.182559967041016,45.5625,46.70000076293945,44.900001525878906,46.462501525878906,118248,2020-12-14
2020-12-21,44.451210021972656,44.82500076293945,46.0,39.04999923706055,46.0,72060,2020-12-21
2020-12-28,44.59995651245117,44.974998474121094,46.23749923706055,44.29999923706055,45.787498474121094,39444,2020-12-28
2021-01-04,45.182559967041016,45.5625,46.150001525878906,42.712501525878906,45.6875,271992,2021-01-04
2021-01-11,44.43881607055664,44.8125,47.974998474121094,44.25,46.20000076293945,225620,2021-01-11
2021-01-18,43.65788269042969,44.025001525878906,46.20000076293945,43.0625,46.20000076293945,70672,2021-01-18
2021-01-25,42.59184646606445,42.95000076293945,45.625,42.625,45.625,38704,2021-01-25
2021-02-01,43.471946716308594,43.837501525878906,46.0,42.525001525878906,44.48749923706055,99244,2021-02-01
2021-02-08,44.87266540527344,45.25,48.962501525878906,43.75,44.25,176792,2021-02-08
2021-02-15,43.21163558959961,43.57500076293945,46.9375,43.025001525878906,44.51250076293945,109056,2021-02-15
2021-02-22,41.860496520996094,42.212501525878906,44.275001525878906,41.51250076293945,44.23749923706055,102608,2021-02-22
2021-03-01,41.823307037353516,42.17499923706055,43.6875,42.0,42.650001525878906,78384,2021-03-01
2021-03-08,40.992794036865234,41.337501525878906,43.375,40.875,42.5,88556,2021-03-08
2021-03-15,37.41041564941406,37.724998474121094,42.17499923706055,36.462501525878906,41.224998474121094,375444,2021-03-15
2021-03-22,36.6790657043457,36.98749923706055,39.61249923706055,34.82500076293945,37.75,207536,2021-03-22
2021-03-29,37.29885482788086,37.61249923706055,38.5,36.349998474121094,36.98749923706055,52524,2021-03-29
2021-04-05,37.88145446777344,38.20000076293945,38.5,36.25,38.5,52700,2021-04-05
2021-04-12,36.617088317871094,36.92499923706055,38.212501525878906,35.4375,38.212501525878906,95104,2021-04-12
2021-04-19,35.89813232421875,36.20000076293945,37.25,35.5,36.86249923706055,47640,2021-04-19
2021-04-26,37.68312454223633,38.0,38.5,35.17499923706055,37.150001525878906,60144,2021-04-26
2021-05-03,37.72031021118164,38.037498474121094,39.525001525878906,37.17499923706055,38.75,68192,2021-05-03
2021-05-10,36.95177459716797,37.26250076293945,39.5,37.01250076293945,38.75,204072,2021-05-10
2021-05-17,38.711971282958984,39.037498474121094,39.5,37.162498474121094,38.73749923706055,121608,2021-05-17
2021-05-24,40.199462890625,40.537498474121094,42.88750076293945,38.13750076293945,39.04999923706055,161624,2021-05-24
2021-05-31,46.03786849975586,46.42499923706055,48.26250076293945,39.92499923706055,40.4375,441144,2021-05-31
2021-06-07,53.9339714050293,54.38750076293945,59.75,44.07500076293945,48.75,2996932,2021-06-07
2021-06-14,51.16971206665039,51.599998474121094,54.98749923706055,46.25,54.45000076293945,603072,2021-06-14
2021-06-21,48.90129089355469,49.3125,52.98749923706055,48.025001525878906,52.48749923706055,113936,2021-06-21
2021-06-28,49.335140228271484,49.75,51.0,47.26250076293945,48.037498474121094,56136,2021-06-28
2021-07-05,47.36421585083008,47.76250076293945,50.75,46.76250076293945,50.75,41444,2021-07-05
2021-07-12,50.43836212158203,50.86249923706055,53.0,46.5,46.5,111712,2021-07-12
2021-07-19,50.36398696899414,50.787498474121094,51.5,48.525001525878906,51.45000076293945,207212,2021-07-19
2021-07-26,53.909175872802734,54.36249923706055,54.67499923706055,49.26250076293945,51.0,345472,2021-07-26
2021-08-02,51.10773468017578,51.537498474121094,56.75,50.150001525878906,54.837501525878906,481268,2021-08-02
2021-08-09,47.97160720825195,48.375,52.5,45.38750076293945,52.5,165396,2021-08-09
2021-08-16,46.84359359741211,47.23749923706055,50.70000076293945,44.73749923706055,50.0,87248,2021-08-16
2021-08-23,47.95920944213867,48.36249923706055,50.0,45.0,46.25,113032,2021-08-23
2021-08-30,50.425968170166016,50.849998474121094,52.037498474121094,47.525001525878906,48.98749923706055,210136,2021-08-30
2021-09-06,53.524906158447266,53.974998474121094,56.849998474121094,50.849998474121094,50.849998474121094,431760,2021-09-06
2021-09-13,54.39261245727539,54.849998474121094,58.67499923706055,53.025001525878906,54.0,390348,2021-09-13
2021-09-20,53.48772048950195,53.9375,55.67499923706055,51.525001525878906,54.875,98060,2021-09-20
2021-09-27,56.56187057495117,57.037498474121094,57.974998474121094,52.25,55.0,406700,2021-09-27
2021-10-04,62.00361251831055,62.525001525878906,66.6875,55.724998474121094,55.724998474121094,983828,2021-10-04
2021-10-11,61.27225875854492,61.787498474121094,66.5875015258789,59.900001525878906,66.0,278988,2021-10-11
2021-10-18,57.132076263427734,57.61249923706055,63.375,56.51250076293945,63.375,315176,2021-10-18
2021-10-25,55.979270935058594,56.45000076293945,61.54999923706055,55.29999923706055,61.54999923706055,149524,2021-10-25
2021-11-01,61.08632278442383,61.599998474121094,66.4749984741211,55.75,56.5,586740,2021-11-01
2021-11-08,59.80956268310547,60.3125,62.0,58.54999923706055,61.599998474121094,163436,2021-11-08
2021-11-15,59.18977355957031,59.6875,64.17500305175781,57.76250076293945,61.98749923706055,412440,2021-11-15
2021-11-22,56.37593460083008,56.849998474121094,61.70000076293945,55.150001525878906,59.6875,262928,2021-11-22
2021-11-29,53.25220489501953,53.70000076293945,58.5,53.5,56.25,327040,2021-11-29
2021-12-06,56.475101470947266,56.95000076293945,59.23749923706055,53.5,55.875,231820,2021-12-06
2021-12-13,58.408843994140625,58.900001525878906,65.25,55.54999923706055,57.5,566876,2021-12-13
2021-12-20,56.884159088134766,57.36249923706055,60.962501525878906,55.537498474121094,58.48749923706055,88420,2021-12-20
2021-12-27,59.239356994628906,59.73749923706055,62.79999923706055,55.0,58.6875,497372,2021-12-27
2022-01-03,58.73112869262695,59.224998474121094,65.0,56.88750076293945,59.0,407468,2022-01-03
2022-01-10,63.2183952331543,63.75,69.98750305175781,57.36249923706055,59.5625,960308,2022-01-10
2022-01-17,72.56480407714844,73.17500305175781,75.05000305175781,61.17499923706055,64.0,2246128,2022-01-17
2022-01-24,69.92449951171875,70.51249694824219,74.5999984741211,63.775001525878906,72.94999694824219,1026888,2022-01-24
2022-01-31,78.923828125,79.5875015258789,82.48750305175781,68.80000305175781,69.11250305175781,1145180,2022-01-31
2022-02-07,75.08114624023438,75.7125015258789,84.6624984741211,73.0625,79.5875015258789,630536,2022-02-07
2022-02-14,70.1352310180664,70.7249984741211,79.875,66.25,73.5,377492,2022-02-14
2022-02-21,68.15190887451172,68.7249984741211,84.86250305175781,63.75,71.4625015258789,883796,2022-02-21
2022-02-28,71.21366119384766,71.8125,75.0,69.0374984741211,71.9375,247280,2022-02-28
2022-03-07,71.06491088867188,71.6624984741211,73.9124984741211,65.9000015258789,72.17500305175781,151284,2022-03-07
2022-03-14,69.65180206298828,70.23750305175781,73.1875,68.5,71.6624984741211,72156,2022-03-14
2022-03-21,69.71378326416016,70.30000305175781,76.23750305175781,69.4124984741211,70.92500305175781,257396,2022-03-21
2022-03-28,71.8458480834961,72.44999694824219,73.30000305175781,66.3125,68.25,113732,2022-03-28
2022-04-04,71.35001373291016,71.94999694824219,74.5,70.76249694824219,73.75,78300,2022-04-04
2022-04-11,69.67658996582031,70.26249694824219,73.0,69.75,72.5,28452,2022-04-11
2022-04-18,71.9326171875,72.5374984741211,75.9749984741211,68.3375015258789,70.38749694824219,276460,2022-04-18
2022-04-25,73.49449157714844,74.11250305175781,75.7125015258789,69.5250015258789,72.5,275356,2022-04-25
2022-05-02,72.62678527832031,73.23750305175781,77.42500305175781,70.75,74.98750305175781,176640,2022-05-02
2022-05-09,62.524234771728516,63.04999923706055,74.6875,57.5,73.23750305175781,180872,2022-05-09
2022-05-16,66.96192169189453,67.5250015258789,72.42500305175781,63.51250076293945,64.7874984741211,134320,2022-05-16
2022-05-23,65.4124526977539,65.9625015258789,68.73750305175781,63.4375,68.7249984741211,33572,2022-05-23
2022-05-30,64.90422058105469,65.44999694824219,68.0250015258789,63.48749923706055,66.42500305175781,54352,2022-05-30
2022-06-06,67.44535064697266,68.01249694824219,71.2249984741211,63.75,65.875,62824,2022-06-06
2022-06-13,61.52017593383789,62.037498474121094,69.375,61.82500076293945,69.0,43772,2022-06-13
2022-06-20,62.07798385620117,62.599998474121094,63.25,57.54999923706055,61.775001525878906,31968,2022-06-20
2022-06-27,60.082271575927734,60.587501525878906,66.23750305175781,59.5,63.837501525878906,34588,2022-06-27
2022-07-04,61.34663772583008,61.86249923706055,62.974998474121094,60.037498474121094,60.525001525878906,21856,2022-07-04
