Date,Adj Close_LAURUSLABS.NS,Close_LAURUSLABS.NS,High_LAURUSLABS.NS,Low_LAURUSLABS.NS,Open_LAURUSLABS.NS,Volume_LAURUSLABS.NS,Date
2020-12-07,323.6800842285156,328.95001220703125,339.25,320.3500061035156,334.29998779296875,12837253,2020-12-07
2020-12-14,348.082763671875,353.75,355.0,324.0,329.0,19166640,2020-12-14
2020-12-21,342.7200927734375,348.29998779296875,365.75,311.0,356.0,18449010,2020-12-21
2020-12-28,347.7384338378906,353.3999938964844,359.0,340.0,352.1000061035156,8522448,2020-12-28
2021-01-04,347.9352111816406,353.6000061035156,365.0,350.1499938964844,355.70001220703125,10949049,2021-01-04
2021-01-11,364.12164306640625,370.04998779296875,377.45001220703125,343.1000061035156,355.8500061035156,13693780,2021-01-11
2021-01-18,364.6136169433594,370.54998779296875,379.75,352.45001220703125,373.0,12908682,2021-01-18
2021-01-25,339.8173828125,345.3500061035156,385.8500061035156,340.0,374.8999938964844,20668450,2021-01-25
2021-02-01,336.2750549316406,341.75,359.3999938964844,333.04998779296875,345.25,16290871,2021-02-01
2021-02-08,369.6319885253906,375.6499938964844,380.0,343.0,344.95001220703125,18512352,2021-02-08
2021-02-15,359.918212890625,365.3500061035156,379.3999938964844,362.6000061035156,378.0,10207967,2021-02-15
2021-02-22,344.9442138671875,350.1499938964844,369.0,347.04998779296875,367.0,8128921,2021-02-22
2021-03-01,345.8307800292969,351.04998779296875,382.6499938964844,348.5,352.3500061035156,24348804,2021-03-01
2021-03-08,357.7509765625,363.1499938964844,373.70001220703125,336.0,355.0,21394672,2021-03-08
2021-03-15,354.74627685546875,360.1000061035156,366.20001220703125,334.0,366.0,11939530,2021-03-15
2021-03-22,350.11614990234375,355.3999938964844,366.8999938964844,346.0,360.6000061035156,8871360,2021-03-22
2021-03-29,359.86895751953125,365.29998779296875,369.04998779296875,355.3999938964844,355.3999938964844,5165407,2021-03-29
2021-04-05,415.1349182128906,421.3999938964844,429.95001220703125,362.1000061035156,368.0,34786435,2021-04-05
2021-04-12,439.8617248535156,446.5,452.29998779296875,405.0,417.3999938964844,22909278,2021-04-12
2021-04-19,456.4612121582031,463.3500061035156,468.0,433.20001220703125,437.0,16717755,2021-04-19
2021-04-26,446.01885986328125,452.75,483.0,450.0,470.0,28007300,2021-04-26
2021-05-03,480.1536865234375,487.3999938964844,504.1499938964844,456.1000061035156,457.79998779296875,27788514,2021-05-03
2021-05-10,461.09136962890625,468.04998779296875,494.5,465.5,491.5,9383914,2021-05-10
2021-05-17,482.07257080078125,488.54998779296875,492.3999938964844,462.1000061035156,468.6000061035156,8570981,2021-05-17
2021-05-24,514.9310913085938,521.8499755859375,527.9500122070312,493.0,493.0,17733553,2021-05-24
2021-05-31,539.45166015625,546.7000122070312,549.75,516.6500244140625,523.6500244140625,11159342,2021-05-31
2021-06-07,603.3925170898438,611.5,641.6500244140625,545.2999877929688,547.0,38289677,2021-06-07
2021-06-14,585.6804809570312,593.5499877929688,631.0,590.0,614.75,14030304,2021-06-14
2021-06-21,642.07275390625,650.7000122070312,682.7999877929688,577.1500244140625,586.0,20242076,2021-06-21
2021-06-28,668.6654663085938,677.6500244140625,697.7999877929688,656.1500244140625,657.5999755859375,21794997,2021-06-28
2021-07-05,671.1817016601562,680.2000122070312,693.0,671.0,685.0,11586423,2021-07-05
2021-07-12,659.9326782226562,668.7999877929688,685.7000122070312,650.7000122070312,682.2999877929688,11501904,2021-07-12
2021-07-19,639.211181640625,647.7999877929688,674.0,645.6500244140625,666.5,6843676,2021-07-19
2021-07-26,632.9947509765625,641.5,668.5999755859375,588.0,649.0,23881768,2021-07-26
2021-08-02,670.786865234375,679.7999877929688,686.75,638.7999877929688,649.0,17652704,2021-08-02
2021-08-09,697.8729248046875,707.25,723.75,683.2000122070312,685.9500122070312,22493476,2021-08-09
2021-08-16,670.786865234375,679.7999877929688,716.7000122070312,675.0,709.9000244140625,10266133,2021-08-16
2021-08-23,649.8680419921875,658.5999755859375,684.3499755859375,628.0999755859375,682.0999755859375,13159136,2021-08-23
2021-08-30,643.6514282226562,652.2999877929688,671.0,645.8499755859375,652.2000122070312,10200404,2021-08-30
2021-09-06,647.3517456054688,656.0499877929688,669.0,648.0,655.0,6774842,2021-09-06
2021-09-13,642.5167846679688,651.1500244140625,666.0,640.7000122070312,652.5,16090159,2021-09-13
2021-09-20,602.0604248046875,610.1500244140625,648.7999877929688,605.0,647.0,10912651,2021-09-20
2021-09-27,610.9903564453125,619.2000122070312,623.0,587.25,602.9000244140625,11960782,2021-09-27
2021-10-04,640.5433349609375,649.1500244140625,657.9000244140625,613.3499755859375,622.0499877929688,12862810,2021-10-04
2021-10-11,642.3687133789062,651.0,653.4000244140625,627.1500244140625,650.0,8474839,2021-10-11
2021-10-18,529.3867797851562,536.5,663.0,520.0,655.0,21335072,2021-10-18
2021-10-25,508.96124267578125,515.7999877929688,579.2000122070312,488.1000061035156,536.5,19594848,2021-10-25
2021-11-01,491.8906555175781,498.5,521.2999877929688,486.0,520.0,13145312,2021-11-01
2021-11-08,446.45123291015625,452.45001220703125,502.3999938964844,451.0,500.0,14860796,2021-11-08
2021-11-15,475.65875244140625,482.04998779296875,499.5,452.29998779296875,453.0,14213869,2021-11-15
2021-11-22,517.1047973632812,523.2000122070312,555.2000122070312,465.70001220703125,485.0,26831774,2021-11-22
2021-11-29,505.4423522949219,511.3999938964844,533.0,496.20001220703125,524.4000244140625,11833269,2021-11-29
2021-12-06,520.4158935546875,526.5499877929688,534.7999877929688,494.6499938964844,507.6000061035156,10333911,2021-12-06
2021-12-13,491.8031311035156,497.6000061035156,531.7000122070312,490.6000061035156,528.9000244140625,6206726,2021-12-13
2021-12-20,495.8059387207031,501.6499938964844,509.20001220703125,468.0,490.0,6941656,2021-12-20
2021-12-27,532.6219482421875,538.9000244140625,555.0,494.04998779296875,499.95001220703125,14563262,2021-12-27
2022-01-03,519.6746215820312,525.7999877929688,546.6500244140625,513.5999755859375,543.5,14127895,2022-01-03
2022-01-10,514.7822265625,520.8499755859375,531.0,513.0,525.0,7608391,2022-01-10
2022-01-17,476.1871643066406,481.79998779296875,521.5999755859375,475.04998779296875,520.8499755859375,13306431,2022-01-17
2022-01-24,493.97747802734375,499.79998779296875,505.79998779296875,440.0,481.79998779296875,24162609,2022-01-24
2022-01-31,522.8373413085938,529.0,539.7999877929688,500.45001220703125,504.29998779296875,16755504,2022-01-31
2022-02-07,543.5433349609375,549.9500122070312,568.0,513.25,527.75,16716416,2022-02-07
2022-02-14,545.6187744140625,552.0499877929688,560.9500122070312,523.8499755859375,542.0,12348045,2022-02-14
2022-02-21,524.7645874023438,530.9500122070312,552.75,496.0,551.0,11314027,2022-02-21
2022-02-28,530.398193359375,536.6500244140625,548.0,523.0999755859375,527.0,5544121,2022-02-28
2022-03-07,571.2664794921875,578.0,587.1500244140625,521.4000244140625,527.2999877929688,11154731,2022-03-07
2022-03-14,574.2809448242188,581.0499877929688,596.0,564.4500122070312,583.6500244140625,10583511,2022-03-14
2022-03-21,582.9290161132812,589.7999877929688,613.9000244140625,578.0999755859375,581.7999877929688,10470044,2022-03-21
2022-03-28,589.7487182617188,596.7000122070312,600.0,585.7999877929688,594.0,6124669,2022-03-28
2022-04-04,598.05078125,605.0999755859375,617.0499877929688,595.0,600.0999755859375,6758550,2022-04-04
2022-04-11,595.826904296875,602.8499755859375,612.9000244140625,591.0,605.0,3018857,2022-04-11
2022-04-18,600.7687377929688,607.8499755859375,626.2999877929688,584.5499877929688,597.0,8891053,2022-04-18
2022-04-25,576.5541381835938,583.3499755859375,603.2000122070312,555.2999877929688,602.0,14305322,2022-04-25
2022-05-02,557.9732055664062,564.5499877929688,601.9500122070312,558.7999877929688,582.0,6544348,2022-05-02
2022-05-09,532.078369140625,538.3499755859375,564.5,513.25,564.2000122070312,8227154,2022-05-09
2022-05-16,569.0658569335938,574.5,576.0999755859375,527.75,539.0,4196700,2022-05-16
2022-05-23,560.2003784179688,565.5499877929688,580.0,536.1500244140625,576.0,4746110,2022-05-23
2022-05-30,548.7597045898438,554.0,573.0,553.0,566.0999755859375,3192383,2022-05-30
2022-06-06,541.4793090820312,546.6500244140625,558.0,533.6500244140625,552.7000122070312,3117343,2022-06-06
2022-06-13,463.82080078125,468.25,542.7999877929688,461.0,540.0,9999343,2022-06-13
2022-06-20,462.23590087890625,466.6499938964844,472.45001220703125,436.79998779296875,469.20001220703125,7802777,2022-06-20
2022-06-27,460.7005920410156,465.1000061035156,474.8500061035156,458.1499938964844,474.8500061035156,3331682,2022-06-27
2022-07-04,482.3934631347656,487.0,497.79998779296875,460.0,467.0,5303447,2022-07-04
2022-07-11,517.6566162109375,522.5999755859375,531.7000122070312,482.25,485.0,8501708,2022-07-11
2022-07-18,504.284423828125,509.1000061035156,528.5,501.29998779296875,526.6500244140625,5029250,2022-07-18
2022-07-25,517.7557373046875,522.7000122070312,539.0,481.20001220703125,509.0,18250268,2022-07-25
2022-08-01,539.94384765625,545.0999755859375,555.9000244140625,517.2000122070312,525.0999755859375,8622446,2022-08-01
2022-08-08,560.7947998046875,566.1500244140625,570.5,542.4500122070312,546.0999755859375,5284712,2022-08-08
2022-08-15,576.3958129882812,581.9000244140625,605.5,566.1500244140625,566.1500244140625,8469995,2022-08-15
2022-08-22,561.8843383789062,567.25,593.4500122070312,562.0,582.0,5705832,2022-08-22
2022-08-29,563.6673583984375,569.0499877929688,581.8499755859375,548.0999755859375,550.0,3454141,2022-08-29
2022-09-05,550.1959838867188,555.4500122070312,577.0,554.0999755859375,569.9000244140625,4402039,2022-09-05
2022-09-12,511.8620300292969,516.75,558.6500244140625,514.5999755859375,558.2000122070312,5224296,2022-09-12
2022-09-19,505.4730224609375,510.29998779296875,533.0,506.0,516.75,5346138,2022-09-19
2022-09-26,508.1474914550781,513.0,515.3499755859375,489.95001220703125,508.3999938964844,5027224,2022-09-26
2022-10-03,518.5975952148438,523.5499877929688,533.5,509.0,510.0,3392958,2022-10-03
2022-10-10,511.21820068359375,516.0999755859375,526.75,492.0,519.9500122070312,5962142,2022-10-10
2022-10-17,481.6505432128906,486.25,530.5,475.0,517.0,9276914,2022-10-17
2022-10-24,440.44403076171875,444.6499938964844,482.6499938964844,443.0,482.0,12223497,2022-10-24
2022-10-31,460.50250244140625,464.8999938964844,480.0,444.54998779296875,447.04998779296875,9320495,2022-10-31
2022-11-07,451.8495178222656,455.3999938964844,470.3999938964844,447.3500061035156,467.0,4180771,2022-11-07
2022-11-14,446.5412292480469,450.04998779296875,474.5,448.79998779296875,457.70001220703125,4688303,2022-11-14
2022-11-21,451.651123046875,455.20001220703125,459.79998779296875,445.25,448.0,4837394,2022-11-21
2022-11-28,420.2974548339844,423.6000061035156,457.8999938964844,405.20001220703125,455.0,24469231,2022-11-28
2022-12-05,409.4824523925781,412.70001220703125,426.70001220703125,411.04998779296875,423.5,7526786,2022-12-05
2022-12-12,385.2726745605469,388.29998779296875,412.8999938964844,386.6000061035156,412.04998779296875,15166891,2022-12-12
2022-12-19,381.10540771484375,384.1000061035156,401.95001220703125,375.6000061035156,390.0,12040107,2022-12-19
2022-12-26,372.32440185546875,375.25,387.1000061035156,368.6499938964844,384.95001220703125,9766230,2022-12-26
2023-01-02,370.9353332519531,373.8500061035156,382.6499938964844,370.5,376.95001220703125,4553400,2023-01-02
2023-01-09,354.4151306152344,357.20001220703125,386.0,354.0,374.8500061035156,8112245,2023-01-09
2023-01-16,344.3938903808594,347.1000061035156,361.0,346.5,359.1499938964844,5000709,2023-01-16
2023-01-23,339.1847839355469,341.8500061035156,353.45001220703125,337.0,348.8500061035156,4220703,2023-01-23
2023-01-30,328.8162536621094,331.3999938964844,360.0,324.04998779296875,342.5,14015410,2023-01-30
2023-02-06,337.3988037109375,340.04998779296875,345.8500061035156,327.0,333.1000061035156,4536397,2023-02-06
2023-02-13,326.4845886230469,329.04998779296875,341.79998779296875,325.79998779296875,340.0,3451350,2023-02-13
2023-02-20,314.4293212890625,316.8999938964844,337.20001220703125,313.95001220703125,329.04998779296875,4917332,2023-02-20
2023-02-27,309.46826171875,311.8999938964844,318.0,305.0,316.8999938964844,5279287,2023-02-27
2023-03-06,306.3924560546875,308.79998779296875,322.75,307.1000061035156,312.0,5437343,2023-03-06
2023-03-13,300.7864990234375,303.1499938964844,311.1000061035156,300.25,308.8999938964844,6446096,2023-03-13
2023-03-20,297.0161437988281,299.3500061035156,307.29998779296875,298.0,302.0,4730829,2023-03-20
2023-03-27,290.6660461425781,292.95001220703125,301.70001220703125,286.0,299.3500061035156,8371848,2023-03-27
2023-04-03,302.17559814453125,304.54998779296875,308.6000061035156,293.54998779296875,295.04998779296875,4419585,2023-04-03
2023-04-10,311.45269775390625,313.8999938964844,328.8999938964844,299.54998779296875,305.0,23788746,2023-04-10
2023-04-17,300.6376953125,303.0,316.5,300.04998779296875,314.0,14827612,2023-04-17
2023-04-24,305.20184326171875,307.6000061035156,311.3999938964844,278.8500061035156,304.1000061035156,31170317,2023-04-24
2023-05-01,313.0898132324219,315.54998779296875,325.0,307.3999938964844,307.6000061035156,10854787,2023-05-01
2023-05-08,308.2280578613281,310.6499938964844,336.04998779296875,299.29998779296875,316.0,21939302,2023-05-08
2023-05-15,311.08154296875,312.3999938964844,319.8500061035156,306.5,309.95001220703125,7849285,2023-05-15
2023-05-22,333.43682861328125,334.8500061035156,341.04998779296875,309.6000061035156,312.0,14916795,2023-05-22
2023-05-29,344.58953857421875,346.04998779296875,347.0,328.95001220703125,334.8500061035156,13266796,2023-05-29
2023-06-05,339.0629577636719,340.5,352.1499938964844,335.6000061035156,348.0,8786877,2023-06-05
2023-06-12,366.3971252441406,367.95001220703125,374.95001220703125,325.29998779296875,331.5,15849449,2023-06-12
2023-06-19,349.1701354980469,350.6499938964844,370.5,349.04998779296875,369.0,6784739,2023-06-19
2023-06-26,365.10260009765625,366.6499938964844,371.95001220703125,349.6000061035156,351.95001220703125,7814451,2023-06-26
2023-07-03,363.4097900390625,364.95001220703125,376.8999938964844,344.3999938964844,368.0,14310176,2023-07-03
2023-07-10,350.01654052734375,351.5,366.75,343.6499938964844,366.75,7206951,2023-07-10
2023-07-17,347.2781677246094,348.75,358.8999938964844,347.1499938964844,354.95001220703125,7046417,2023-07-17
2023-07-24,336.3743591308594,337.79998779296875,352.5,328.1499938964844,349.8999938964844,24750286,2023-07-24
2023-07-31,390.64434814453125,392.29998779296875,394.5,334.1499938964844,339.0,31928536,2023-07-31
2023-08-07,386.6114196777344,388.25,418.0,386.54998779296875,393.95001220703125,22937650,2023-08-07
2023-08-14,379.7405700683594,381.3500061035156,395.25,379.1000061035156,388.20001220703125,6459094,2023-08-14
2023-08-21,385.9143981933594,387.54998779296875,398.0,381.75,383.5,6158222,2023-08-21
2023-08-28,394.77685546875,396.45001220703125,405.6499938964844,385.6499938964844,388.95001220703125,7815403,2023-08-28
2023-09-04,408.5185852050781,410.25,411.5,390.25,397.0,9319941,2023-09-04
2023-09-11,399.2578430175781,400.95001220703125,415.5,377.25,411.8999938964844,14407385,2023-09-11
2023-09-18,384.9684143066406,386.6000061035156,405.45001220703125,382.1000061035156,400.95001220703125,4757926,2023-09-18
2023-09-25,393.7312927246094,395.3999938964844,401.70001220703125,379.54998779296875,388.0,7453264,2023-09-25
2023-10-02,396.7684020996094,398.45001220703125,404.0,386.45001220703125,395.3999938964844,4298126,2023-10-02
2023-10-09,402.2949523925781,404.0,408.8500061035156,393.0,394.29998779296875,6552049,2023-10-09
2023-10-16,399.2578430175781,400.95001220703125,411.3999938964844,386.25,409.0,15089822,2023-10-16
2023-10-23,355.294189453125,356.79998779296875,401.6499938964844,349.3999938964844,388.0,25057161,2023-10-23
2023-10-30,362.7624816894531,364.29998779296875,368.0,352.8500061035156,358.0,3852764,2023-10-30
2023-11-06,367.8028259277344,368.95001220703125,378.5,364.29998779296875,364.29998779296875,4511748,2023-11-06
2023-11-13,368.70001220703125,369.8500061035156,378.8999938964844,368.0,371.25,5637789,2023-11-13
2023-11-20,371.59100341796875,372.75,382.8999938964844,366.04998779296875,369.6000061035156,6972610,2023-11-20
2023-11-27,377.57232666015625,378.75,386.5,369.1499938964844,372.75,6819592,2023-11-27
2023-12-04,382.4570617675781,383.6499938964844,396.29998779296875,375.25,384.0,9473014,2023-12-04
2023-12-11,384.500732421875,385.70001220703125,397.0,373.1000061035156,385.0,8436637,2023-12-11
2023-12-18,413.260986328125,414.54998779296875,422.0,380.0,386.0,17837564,2023-12-18
2023-12-25,428.8623962402344,430.20001220703125,438.75,414.54998779296875,414.54998779296875,15082007,2023-12-25
2024-01-01,425.9713439941406,427.29998779296875,444.70001220703125,422.0,431.0,9258715,2024-01-01
2024-01-08,414.85601806640625,416.1499938964844,430.6499938964844,415.04998779296875,428.0,5285834,2024-01-08
2024-01-15,410.9183349609375,412.20001220703125,428.0,400.95001220703125,418.0,7301280,2024-01-15
2024-01-22,377.6221618652344,378.79998779296875,412.20001220703125,360.8500061035156,412.20001220703125,27690988,2024-01-22
2024-01-29,391.3792724609375,392.6000061035156,395.25,368.29998779296875,378.79998779296875,11726436,2024-01-29
2024-02-05,391.2795715332031,392.5,402.6499938964844,385.0,392.0,4424873,2024-02-05
2024-02-12,398.6067199707031,399.8500061035156,403.70001220703125,385.5,394.04998779296875,5907036,2024-02-12
2024-02-19,397.3107604980469,398.54998779296875,413.29998779296875,392.6000061035156,399.8500061035156,6635441,2024-02-19
2024-02-26,408.5257568359375,409.79998779296875,411.70001220703125,393.3500061035156,395.1000061035156,12401377,2024-02-26
2024-03-04,420.6878662109375,422.0,425.0,402.6499938964844,408.95001220703125,7589741,2024-03-04
2024-03-11,399.6534423828125,400.8999938964844,425.8500061035156,389.5,425.0,7922327,2024-03-11
2024-03-18,396.5631103515625,397.79998779296875,401.70001220703125,373.1000061035156,400.95001220703125,9632930,2024-03-18
2024-03-25,391.13006591796875,392.3500061035156,404.8999938964844,389.54998779296875,397.79998779296875,6182639,2024-03-25
2024-04-01,437.9340515136719,439.29998779296875,453.3999938964844,393.1000061035156,394.5,17642971,2024-04-01
2024-04-08,440.5259704589844,441.8999938964844,471.0,439.29998779296875,444.0,16970327,2024-04-08
2024-04-15,425.17388916015625,426.5,446.1000061035156,423.5,437.95001220703125,9614928,2024-04-15
2024-04-22,435.5914001464844,436.95001220703125,443.8500061035156,414.6000061035156,434.0,15091595,2024-04-22
2024-04-29,445.95904541015625,447.3500061035156,457.3999938964844,430.45001220703125,437.5,7481439,2024-04-29
2024-05-06,436.189453125,437.54998779296875,449.0,424.3999938964844,447.20001220703125,4819174,2024-05-06
2024-05-13,443.6806945800781,444.6499938964844,448.0,425.0,435.0,4169330,2024-05-13
2024-05-20,437.64385986328125,438.6000061035156,460.45001220703125,430.5,440.1499938964844,9191299,2024-05-20
2024-05-27,418.0367126464844,418.95001220703125,448.95001220703125,416.29998779296875,435.0,6392778,2024-05-27
2024-06-03,436.79571533203125,437.75,445.6499938964844,385.45001220703125,425.1000061035156,16646325,2024-06-03
2024-06-10,433.9519348144531,434.8999938964844,447.3500061035156,433.04998779296875,439.0,6291917,2024-06-10
2024-06-17,429.0626525878906,430.0,437.70001220703125,426.0,434.8999938964844,4192949,2024-06-17
2024-06-24,423.6244812011719,424.54998779296875,433.8999938964844,419.54998779296875,427.0,4089194,2024-06-24
2024-07-01,476.1098327636719,477.1499938964844,481.45001220703125,425.1000061035156,428.8999938964844,24156408,2024-07-01
2024-07-08,462.3898010253906,463.3999938964844,484.29998779296875,461.8999938964844,480.0,11335483,2024-07-08
2024-07-15,439.43994140625,440.3999938964844,470.75,439.1000061035156,464.5,5329949,2024-07-15
2024-07-22,448.0710754394531,449.04998779296875,456.70001220703125,414.0,440.70001220703125,24963809,2024-07-22
2024-07-29,446.1253662109375,447.1000061035156,467.8999938964844,437.0,450.0,9763799,2024-07-29
2024-08-05,425.3706970214844,426.29998779296875,446.0,421.04998779296875,441.0,14901187,2024-08-05
2024-08-12,428.563720703125,429.5,434.0,417.70001220703125,426.29998779296875,8559286,2024-08-12
2024-08-19,445.2273254394531,446.20001220703125,453.75,428.0,428.0,7815741,2024-08-19
2024-08-26,469.1250915527344,470.1499938964844,472.0,444.0,447.04998779296875,11301287,2024-08-26
2024-09-02,480.3006896972656,481.3500061035156,501.29998779296875,458.6499938964844,470.3999938964844,17154950,2024-09-02
2024-09-09,504.4479064941406,505.54998779296875,518.0,478.04998779296875,480.04998779296875,17496182,2024-09-09
2024-09-16,466.3312072753906,467.3500061035156,515.7000122070312,461.0,512.2999877929688,11422381,2024-09-16
2024-09-23,463.4874267578125,464.5,476.25,455.3999938964844,467.8500061035156,9275494,2024-09-23
2024-09-30,444.1795959472656,445.1499938964844,472.0,442.8999938964844,466.5,6025242,2024-09-30
2024-10-07,473.1163635253906,474.1499938964844,477.79998779296875,427.04998779296875,445.45001220703125,12286819,2024-10-07
2024-10-14,474.11419677734375,475.1499938964844,487.29998779296875,461.0,474.1000061035156,11086879,2024-10-14
2024-10-21,464.7845764160156,465.79998779296875,478.79998779296875,440.45001220703125,477.29998779296875,26098478,2024-10-21
2024-10-28,498.71044921875,499.79998779296875,502.54998779296875,459.54998779296875,463.6499938964844,17540486,2024-10-28
2024-11-04,498.2614440917969,499.3500061035156,507.0,481.5,502.0,17213843,2024-11-04
2024-11-11,485.3373718261719,486.0,503.20001220703125,474.04998779296875,499.5,4751301,2024-11-11
2024-11-18,511.90106201171875,512.5999755859375,516.0,475.1000061035156,485.04998779296875,6877358,2024-11-18
2024-11-25,566.3767700195312,567.1500244140625,570.0,516.5499877929688,520.0,19979992,2024-11-25
2024-12-02,588.9459228515625,589.75,593.0,564.0,564.0,10392805,2024-12-02
2024-12-09,572.6681518554688,573.4500122070312,589.7000122070312,554.0999755859375,589.7000122070312,14270438,2024-12-09
2024-12-16,558.4375610351562,559.2000122070312,578.7999877929688,556.2999877929688,571.0,6501421,2024-12-16
2024-12-23,585.9000854492188,586.7000122070312,590.4500122070312,556.8499755859375,562.5999755859375,6425099,2024-12-23
2024-12-30,610.9158935546875,611.75,618.25,582.5499877929688,591.0,11750223,2024-12-30
2025-01-06,582.9041748046875,583.7000122070312,619.4000244140625,581.9500122070312,615.2999877929688,8033039,2025-01-06
2025-01-13,567.0258178710938,567.7999877929688,586.0,541.7000122070312,577.0499877929688,8780729,2025-01-13
2025-01-20,601.8283081054688,602.6500244140625,612.6500244140625,554.5499877929688,570.5,13678447,2025-01-20
2025-01-27,594.7879028320312,595.5999755859375,610.0,501.1499938964844,610.0,59127256,2025-01-27
2025-02-03,640.4755249023438,641.3499755859375,646.2000122070312,580.5,590.0999755859375,15075576,2025-02-03
2025-02-10,545.455322265625,546.2000122070312,639.8499755859375,531.5499877929688,637.2000122070312,16352647,2025-02-10
2025-02-17,520.739013671875,521.4500122070312,562.6500244140625,518.0,544.0,13173019,2025-02-17
2025-02-24,526.481201171875,527.2000122070312,552.5999755859375,512.3499755859375,513.0,10140981,2025-02-24
2025-03-03,570.0716552734375,570.8499755859375,586.5499877929688,518.2000122070312,527.9500122070312,9733743,2025-03-03
2025-03-10,573.2672729492188,574.0499877929688,585.75,552.0,571.0,8723227,2025-03-10
2025-03-17,610.3666381835938,611.2000122070312,616.75,572.0,578.0,5750861,2025-03-17
2025-03-24,612.5636596679688,613.4000244140625,628.0,606.0,620.9500122070312,7143215,2025-03-24
2025-03-31,573.666748046875,574.4500122070312,638.9000244140625,561.5,613.4000244140625,13256073,2025-03-31
2025-04-07,605.02392578125,605.8499755859375,608.0,517.6500244140625,518.0,10939177,2025-04-07
2025-04-14,627.1936645507812,628.0499877929688,634.9500122070312,605.8499755859375,605.8499755859375,5752291,2025-04-14
2025-04-21,624.7969970703125,625.6500244140625,660.9000244140625,606.5,628.0499877929688,20643086,2025-04-21
2025-04-28,618.4556274414062,619.2999877929688,639.5499877929688,601.0999755859375,625.6500244140625,10420320,2025-04-28
2025-05-05,587.9971923828125,588.7999877929688,630.0,572.25,622.0999755859375,8482219,2025-05-05
2025-05-12,603.0499877929688,603.0499877929688,612.9500122070312,575.9500122070312,597.7000122070312,9296508,2025-05-12
2025-05-19,593.2999877929688,593.2999877929688,620.3499755859375,584.5,603.0,7277972,2025-05-19
2025-05-26,609.5999755859375,609.5999755859375,618.5,591.5999755859375,592.9000244140625,5393654,2025-05-26
2025-06-02,642.0499877929688,642.0499877929688,649.5999755859375,606.2000122070312,610.0,8796974,2025-06-02
2025-06-09,666.5999755859375,666.5999755859375,681.0,642.0499877929688,644.0,11025963,2025-06-09
2025-06-16,651.0,651.0,683.0,641.0499877929688,666.75,9238631,2025-06-16
2025-06-23,701.7999877929688,701.7999877929688,704.2999877929688,647.0,647.0,9070312,2025-06-23
2025-06-30,776.0,776.0,777.9000244140625,704.0,709.7999877929688,19251484,2025-06-30
2025-07-07,790.2000122070312,790.2000122070312,800.0,761.2000122070312,777.7000122070312,9912510,2025-07-07
2025-07-14,827.0499877929688,827.0499877929688,834.3499755859375,788.2000122070312,788.2000122070312,7162949,2025-07-14
